,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,MINNESOTA_ACTION,CLEVELAND_SCORE,MINNESOTA_SCORE
389,4,2:48.0,Defensive rebound by J. Calderón,,90,121
390,4,2:41.0,C. Frye misses 2-pt jump shot from 21 ft,,90,121
391,4,2:39.0,,Defensive rebound by N. Bjelica,90,121
392,4,2:34.0,,M. Georges-Hunt misses 3-pt jump shot from 25 ft,90,121
393,4,2:31.0,Defensive rebound by C. Frye,,90,121
394,4,2:22.0,J. Green misses 2-pt jump shot from 22 ft,,90,121
395,4,2:20.0,,Defensive rebound by S. Muhammad,90,121
396,4,2:01.0,,S. Muhammad makes 2-pt jump shot from 8 ft,90,123
397,4,1:48.0,C. Frye misses 3-pt jump shot from 22 ft,,90,123
398,4,1:46.0,,Defensive rebound by G. Dieng,90,123
399,4,1:33.0,,S. Muhammad makes 2-pt jump shot from 12 ft (assist by A. Brooks),90,125
400,4,1:16.0,K. Korver makes 3-pt jump shot from 24 ft (assist by J. Green),,93,125
401,4,0:57.0,,M. Georges-Hunt makes 2-pt layup from 1 ft,93,127
402,4,0:40.0,J. Green makes 3-pt jump shot from 26 ft (assist by J. Calderón),,96,127
403,4,0:14.0,,N. Bjelica misses 3-pt jump shot from 26 ft,96,127
404,4,0:11.0,Defensive rebound by C. Osman,,96,127
405,4,0:05.0,J. Green makes 3-pt jump shot from 25 ft (assist by J. Calderón),,99,127
