,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,BOSTON_ACTION,SAN ANTONIO_SCORE,BOSTON_SCORE
28,1,7:56.0,,K. Irving misses 3-pt jump shot from 28 ft,10,8
29,1,7:54.0,Defensive rebound by L. Aldridge,,10,8
30,1,7:34.0,D. Murray misses 2-pt layup from 1 ft (block by K. Irving),,10,8
31,1,7:31.0,,Defensive rebound by J. Brown,10,8
32,1,7:28.0,,J. Brown makes 2-pt layup from 1 ft,10,10
33,1,7:27.0,San Antonio full timeout,,10,10
34,1,7:17.0,L. Aldridge makes 2-pt jump shot from 18 ft (assist by D. Murray),,12,10
35,1,7:05.0,,Personal foul by K. Anderson (drawn by J. Tatum),12,10
36,1,7:00.0,,K. Irving makes 2-pt jump shot from 20 ft (assist by A. Horford),12,12
37,1,6:44.0,D. Green misses 2-pt jump shot from 5 ft (block by A. Baynes),,12,12
38,1,6:40.0,,Defensive rebound by J. Tatum,12,12
39,1,6:36.0,,J. Brown misses 2-pt jump shot from 19 ft,12,12
40,1,6:32.0,Defensive rebound by D. Murray,,12,12
41,1,6:29.0,Shooting foul by K. Irving (drawn by D. Murray),,12,12
42,1,6:29.0,D. Murray misses free throw 1 of 2,,12,12
43,1,6:29.0,Offensive rebound by Team,,12,12
44,1,6:29.0,D. Murray misses free throw 2 of 2,,12,12
45,1,6:27.0,,Defensive rebound by A. Baynes,12,12
46,1,6:12.0,,Shooting foul by K. Anderson (drawn by J. Brown),12,12
47,1,6:12.0,,J. Brown makes free throw 1 of 3,12,13
48,1,6:12.0,,J. Brown makes free throw 2 of 3,12,14
49,1,6:12.0,,M. Smart enters the game for J. Tatum,12,14
50,1,6:12.0,B. Paul enters the game for K. Anderson,,12,14
51,1,6:12.0,R. Gay enters the game for P. Gasol,,12,14
52,1,6:12.0,,S. Ojeleye enters the game for A. Baynes,12,14
53,1,6:12.0,,J. Brown makes free throw 3 of 3,12,15
54,1,5:48.0,L. Aldridge misses 2-pt jump shot from 17 ft,,12,15
55,1,5:44.0,,Defensive rebound by A. Horford,12,15
56,1,5:38.0,,A. Horford makes 2-pt jump shot from 4 ft,12,17
57,1,5:18.0,B. Paul makes 3-pt jump shot from 25 ft (assist by L. Aldridge),,15,17
58,1,5:04.0,,S. Ojeleye misses 3-pt jump shot from 27 ft,15,17
59,1,5:01.0,Defensive rebound by B. Paul,,15,17
60,1,4:54.0,L. Aldridge makes 2-pt dunk from 1 ft (assist by D. Murray),,17,17
61,1,4:32.0,,A. Horford makes 2-pt dunk from 1 ft (assist by K. Irving),17,19
62,1,4:17.0,Turnover by D. Murray (lost ball; steal by A. Horford),,17,19
63,1,4:12.0,,J. Brown makes 2-pt layup from 1 ft (assist by M. Smart),17,21
64,1,3:53.0,L. Aldridge misses 2-pt layup from 1 ft,,17,21
65,1,3:52.0,,Defensive rebound by A. Horford,17,21
66,1,3:47.0,P. Mills enters the game for D. Murray,,17,21
67,1,3:40.0,,A. Horford makes 2-pt dunk from 1 ft (assist by J. Brown),17,23
68,1,3:37.0,San Antonio full timeout,,17,23
69,1,3:22.0,R. Gay makes 2-pt jump shot from 10 ft,,19,23
70,1,3:04.0,,S. Ojeleye misses 3-pt jump shot from 28 ft,19,23
71,1,3:02.0,Defensive rebound by L. Aldridge,,19,23
72,1,2:47.0,R. Gay misses 3-pt jump shot from 25 ft,,19,23
73,1,2:44.0,,Defensive rebound by Team,19,23
74,1,2:44.0,B. Forbes enters the game for D. Green,,19,23
75,1,2:27.0,,J. Brown misses 2-pt layup from 3 ft (block by B. Paul),19,23
76,1,2:23.0,Defensive rebound by B. Paul,,19,23
77,1,2:19.0,R. Gay misses 2-pt jump shot from 9 ft,,19,23
78,1,2:17.0,,Defensive rebound by J. Brown,19,23
79,1,2:11.0,,K. Irving makes 3-pt jump shot from 27 ft (assist by A. Horford),19,26
80,1,2:00.0,Personal foul by M. Smart (drawn by B. Paul),,19,26
81,1,2:00.0,,T. Rozier enters the game for K. Irving,19,26
82,1,2:00.0,,A. Baynes enters the game for A. Horford,19,26
83,1,1:49.0,L. Aldridge makes 2-pt jump shot from 11 ft (assist by P. Mills),,21,26
84,1,1:49.0,Shooting foul by A. Baynes (drawn by L. Aldridge),,21,26
85,1,1:49.0,L. Aldridge makes free throw 1 of 1,,22,26
86,1,1:27.0,,T. Rozier misses 3-pt jump shot from 26 ft,22,26
87,1,1:24.0,,Offensive rebound by A. Baynes,22,26
88,1,1:23.0,,A. Baynes misses 2-pt layup from 2 ft (block by R. Gay),22,26
89,1,1:21.0,,Offensive rebound by S. Ojeleye,22,26
90,1,1:19.0,,Shooting foul by R. Gay (drawn by S. Ojeleye),22,26
91,1,1:19.0,,S. Ojeleye makes free throw 1 of 2,22,27
92,1,1:19.0,P. Gasol enters the game for L. Aldridge,,22,27
93,1,1:19.0,,S. Ojeleye makes free throw 2 of 2,22,28
94,1,1:00.0,P. Mills misses 2-pt jump shot from 15 ft,,22,28
95,1,0:58.0,,Defensive rebound by A. Baynes,22,28
96,1,0:51.0,,A. Baynes misses 2-pt jump shot from 18 ft,22,28
97,1,0:48.0,Defensive rebound by R. Gay,,22,28
98,1,0:38.0,Personal foul by T. Rozier (drawn by R. Gay),,22,28
99,1,0:38.0,R. Gay makes free throw 1 of 2,,23,28
100,1,0:38.0,,K. Irving enters the game for S. Ojeleye,23,28
101,1,0:38.0,D. Green enters the game for P. Gasol,,23,28
102,1,0:38.0,R. Gay makes free throw 2 of 2,,24,28
103,1,0:25.0,,T. Rozier makes 2-pt layup from 1 ft (assist by K. Irving),24,30
104,1,0:10.0,P. Mills makes 2-pt layup at rim,,26,30
105,1,0:01.0,,K. Irving misses 2-pt jump shot from 14 ft,26,30
106,1,0:00.0,,Offensive rebound by M. Smart,26,30
107,1,0:00.0,,M. Smart misses 2-pt layup at rim,26,30
108,1,0:00.0,,Offensive rebound by Team,26,30
109,2,11:42.0,,Shooting foul by B. Paul (drawn by M. Smart),26,30
110,2,11:42.0,,M. Smart misses free throw 1 of 2,26,30
111,2,11:42.0,,Offensive rebound by Team,26,30
112,2,11:42.0,,M. Smart makes free throw 2 of 2,26,31
113,2,11:24.0,R. Gay makes 2-pt layup from 1 ft,,28,31
114,2,11:08.0,,S. Larkin misses 2-pt jump shot from 17 ft,28,31
115,2,11:08.0,,Turnover by D. Theis (bad pass; steal by P. Gasol),28,31
116,2,11:06.0,,Offensive rebound by D. Theis,28,31
117,2,10:58.0,R. Gay makes 3-pt jump shot from 24 ft (assist by P. Gasol),,31,31
118,2,10:37.0,,T. Rozier misses 2-pt jump shot from 19 ft,31,31
119,2,10:37.0,,Offensive rebound by D. Theis,31,31
120,2,10:31.0,,T. Rozier misses 2-pt layup from 4 ft,31,31
121,2,10:31.0,,Offensive rebound by T. Rozier,31,31
122,2,10:26.0,,T. Rozier misses 2-pt layup at rim,31,31
123,2,10:23.0,Defensive rebound by R. Gay,,31,31
124,2,10:21.0,Turnover by B. Paul (bad pass; steal by T. Rozier),,31,31
125,2,10:17.0,,T. Rozier misses 2-pt layup from 2 ft,31,31
126,2,10:15.0,Defensive rebound by B. Paul,,31,31
127,2,10:11.0,B. Forbes misses 3-pt jump shot from 24 ft,,31,31
128,2,10:11.0,,Defensive rebound by M. Smart,31,31
129,2,10:09.0,,Personal foul by R. Gay (drawn by M. Smart),31,31
130,2,10:00.0,Personal foul by M. Smart (drawn by B. Paul),,31,31
131,2,10:00.0,,Turnover by M. Smart (turnover),31,31
132,2,10:00.0,K. Anderson enters the game for B. Paul,,31,31
133,2,10:00.0,D. Green enters the game for R. Gay,,31,31
134,2,9:45.0,B. Forbes makes 3-pt jump shot from 26 ft (assist by P. Gasol),,34,31
135,2,9:23.0,,Turnover by M. Smart (bad pass; steal by B. Forbes),34,31
136,2,9:16.0,P. Mills misses 3-pt jump shot from 25 ft,,34,31
137,2,9:12.0,,Defensive rebound by J. Tatum,34,31
138,2,9:01.0,,J. Tatum misses 2-pt jump shot from 19 ft,34,31
139,2,8:58.0,,Offensive rebound by D. Theis,34,31
140,2,8:55.0,,T. Rozier misses 3-pt jump shot from 27 ft,34,31
141,2,8:55.0,Defensive rebound by P. Gasol,,34,31
142,2,8:39.0,B. Forbes makes 3-pt jump shot from 25 ft (assist by K. Anderson),,37,31
143,2,8:38.0,,Boston full timeout,37,31
144,2,8:38.0,,K. Irving enters the game for S. Larkin,37,31
145,2,8:25.0,,D. Theis makes 2-pt dunk from 2 ft (assist by J. Tatum),37,33
146,2,8:08.0,Turnover by P. Mills (lost ball; steal by K. Irving),,37,33
147,2,8:03.0,,K. Irving makes 2-pt layup from 1 ft,37,35
148,2,7:52.0,P. Gasol makes 2-pt jump shot from 10 ft (assist by B. Forbes),,39,35
149,2,7:35.0,,D. Theis makes 2-pt dunk from 2 ft (assist by K. Irving),39,37
150,2,7:22.0,Personal foul by T. Rozier (drawn by P. Mills),,39,37
151,2,7:22.0,D. Murray enters the game for P. Mills,,39,37
152,2,7:11.0,B. Forbes misses 2-pt jump shot from 11 ft,,39,37
153,2,7:09.0,,Defensive rebound by J. Tatum,39,37
154,2,7:00.0,,M. Smart misses 3-pt jump shot from 22 ft,39,37
155,2,6:56.0,Defensive rebound by B. Forbes,,39,37
156,2,6:48.0,K. Anderson misses 3-pt jump shot from 26 ft,,39,37
157,2,6:44.0,,Defensive rebound by M. Smart,39,37
158,2,6:38.0,,J. Brown enters the game for T. Rozier,39,37
159,2,6:38.0,,A. Horford enters the game for D. Theis,39,37
160,2,6:38.0,L. Aldridge enters the game for P. Gasol,,39,37
161,2,6:28.0,,M. Smart makes 2-pt layup from 1 ft,39,39
162,2,6:05.0,K. Anderson misses 2-pt layup from 4 ft (block by J. Tatum),,39,39
163,2,6:03.0,Offensive rebound by K. Anderson,,39,39
164,2,6:02.0,K. Anderson misses 2-pt jump shot from 11 ft,,39,39
165,2,6:02.0,Offensive rebound by L. Aldridge,,39,39
166,2,5:56.0,L. Aldridge misses 2-pt jump shot from 8 ft,,39,39
167,2,5:53.0,Offensive rebound by K. Anderson,,39,39
168,2,5:51.0,K. Anderson misses 2-pt layup from 3 ft (block by J. Tatum),,39,39
169,2,5:51.0,,Defensive rebound by J. Brown,39,39
170,2,5:42.0,,M. Smart misses 3-pt jump shot from 24 ft,39,39
171,2,5:38.0,Defensive rebound by B. Forbes,,39,39
172,2,5:24.0,D. Green makes 3-pt jump shot from 24 ft (assist by L. Aldridge),,42,39
173,2,5:06.0,,Turnover by J. Tatum (lost ball; steal by D. Murray),42,39
174,2,5:01.0,D. Murray misses 2-pt hook shot from 2 ft,,42,39
175,2,5:00.0,Offensive rebound by L. Aldridge,,42,39
176,2,5:00.0,L. Aldridge makes 2-pt layup from 1 ft,,44,39
177,2,5:00.0,,Boston full timeout,44,39
178,2,5:00.0,,A. Nader enters the game for M. Smart,44,39
179,2,5:00.0,B. Paul enters the game for K. Anderson,,44,39
180,2,5:00.0,R. Gay enters the game for B. Forbes,,44,39
181,2,4:43.0,,A. Horford makes 2-pt dunk at rim (assist by K. Irving),44,41
182,2,4:18.0,B. Paul misses 2-pt layup at rim,,44,41
183,2,4:18.0,,Defensive rebound by Team,44,41
184,2,4:03.0,,K. Irving makes 2-pt jump shot from 8 ft,44,43
185,2,4:00.0,San Antonio full timeout,,44,43
186,2,3:43.0,R. Gay misses 2-pt jump shot from 10 ft,,44,43
187,2,3:40.0,,Defensive rebound by J. Tatum,44,43
188,2,3:25.0,,Boston full timeout,44,43
189,2,3:22.0,,Turnover by A. Nader (bad pass; steal by D. Murray),44,43
190,2,3:15.0,D. Green misses 3-pt jump shot from 27 ft,,44,43
191,2,3:13.0,Offensive rebound by D. Murray,,44,43
192,2,3:12.0,D. Murray makes 2-pt layup at rim,,46,43
193,2,2:55.0,,A. Nader misses 2-pt layup at rim,46,43
194,2,2:54.0,,A. Nader makes 2-pt layup at rim,46,45
195,2,2:51.0,,Offensive rebound by A. Nader,46,45
196,2,2:37.0,R. Gay misses 2-pt layup from 3 ft,,46,45
197,2,2:37.0,,Defensive rebound by A. Horford,46,45
198,2,2:31.0,Offensive charge foul by J. Brown (drawn by B. Paul),,46,45
199,2,2:31.0,,Turnover by J. Brown (offensive foul),46,45
200,2,2:31.0,,M. Smart enters the game for A. Nader,46,45
201,2,2:31.0,K. Anderson enters the game for R. Gay,,46,45
202,2,2:13.0,Turnover by D. Murray (turnover; steal by K. Irving),,46,45
203,2,2:04.0,,K. Irving misses 3-pt jump shot from 28 ft,46,45
204,2,2:02.0,Defensive rebound by Team,,46,45
205,2,1:50.0,Turnover by D. Murray (lost ball; steal by J. Brown),,46,45
206,2,1:47.0,,Shooting foul by B. Paul (drawn by J. Tatum),46,45
207,2,1:47.0,,J. Tatum misses free throw 1 of 2,46,45
208,2,1:47.0,,Offensive rebound by Team,46,45
209,2,1:47.0,P. Mills enters the game for B. Paul,,46,45
210,2,1:47.0,R. Gay enters the game for D. Murray,,46,45
211,2,1:47.0,,J. Tatum makes free throw 2 of 2,46,46
212,2,1:25.0,P. Mills makes 3-pt jump shot from 23 ft (assist by D. Green),,49,46
213,2,1:13.0,,J. Brown makes 2-pt dunk at rim (assist by K. Irving),49,48
214,2,1:01.0,P. Mills misses 2-pt jump shot from 17 ft,,49,48
215,2,0:58.0,,Defensive rebound by A. Horford,49,48
216,2,0:49.0,,M. Smart makes 2-pt layup from 1 ft,49,50
217,2,0:49.0,,Shooting foul by D. Green (drawn by M. Smart),49,50
218,2,0:49.0,,M. Smart makes free throw 1 of 1,49,51
219,2,0:41.0,Shooting foul by K. Irving (drawn by L. Aldridge),,49,51
220,2,0:41.0,L. Aldridge misses free throw 1 of 2,,49,51
221,2,0:41.0,Offensive rebound by Team,,49,51
222,2,0:41.0,B. Paul enters the game for R. Gay,,49,51
223,2,0:41.0,D. Murray enters the game for K. Anderson,,49,51
224,2,0:41.0,L. Aldridge misses free throw 2 of 2,,49,51
225,2,0:39.0,,Defensive rebound by A. Horford,49,51
226,2,0:28.0,,K. Irving makes 2-pt jump shot from 4 ft,49,53
227,2,0:28.0,,Shooting foul by D. Murray (drawn by K. Irving),49,53
228,2,0:28.0,,S. Ojeleye enters the game for J. Brown,49,53
229,2,0:28.0,,T. Rozier enters the game for M. Smart,49,53
230,2,0:28.0,,K. Irving makes free throw 1 of 1,49,54
231,2,0:10.0,D. Murray misses 2-pt jump shot from 6 ft,,49,54
232,2,0:08.0,,Defensive rebound by K. Irving,49,54
233,3,11:41.0,,K. Irving makes 3-pt jump shot from 25 ft (assist by J. Tatum),49,57
234,3,11:19.0,P. Gasol misses 2-pt jump shot from 20 ft,,49,57
235,3,11:16.0,,Defensive rebound by A. Horford,49,57
236,3,10:53.0,,J. Tatum misses 3-pt jump shot from 25 ft,49,57
237,3,10:51.0,Defensive rebound by P. Gasol,,49,57
238,3,10:43.0,L. Aldridge misses 2-pt jump shot from 22 ft,,49,57
239,3,10:40.0,,Defensive rebound by J. Tatum,49,57
240,3,10:32.0,,A. Horford makes 2-pt jump shot from 10 ft,49,59
241,3,10:04.0,D. Murray makes 2-pt jump shot from 6 ft (assist by K. Anderson),,51,59
242,3,9:55.0,,K. Irving makes 3-pt jump shot from 25 ft (assist by J. Brown),51,62
243,3,9:33.0,D. Murray misses 2-pt jump shot from 14 ft,,51,62
244,3,9:31.0,,Defensive rebound by J. Tatum,51,62
245,3,9:29.0,,Turnover by J. Tatum (bad pass; steal by D. Green),51,62
246,3,9:28.0,Personal foul by J. Tatum (drawn by D. Green),,51,62
247,3,9:20.0,Turnover by D. Murray (lost ball; steal by A. Horford),,51,62
248,3,9:16.0,,K. Irving makes 2-pt layup at rim (assist by A. Baynes),51,64
249,3,9:14.0,San Antonio full timeout,,51,64
250,3,8:55.0,L. Aldridge misses 2-pt jump shot from 12 ft,,51,64
251,3,8:51.0,,Defensive rebound by J. Tatum,51,64
252,3,8:40.0,,J. Brown misses 3-pt jump shot from 23 ft,51,64
253,3,8:37.0,,Offensive rebound by A. Horford,51,64
254,3,8:34.0,,A. Baynes misses 2-pt jump shot from 11 ft,51,64
255,3,8:32.0,Defensive rebound by D. Green,,51,64
256,3,8:25.0,Turnover by L. Aldridge (turnover),,51,64
257,3,8:11.0,,K. Irving misses 3-pt jump shot from 24 ft,51,64
258,3,8:08.0,Defensive rebound by K. Anderson,,51,64
259,3,7:59.0,L. Aldridge misses 2-pt hook shot from 11 ft,,51,64
260,3,7:58.0,,Defensive rebound by Team,51,64
261,3,7:58.0,Loose ball foul by L. Aldridge (drawn by A. Horford),,51,64
262,3,7:42.0,,J. Brown misses 2-pt jump shot from 7 ft,51,64
263,3,7:40.0,,Offensive rebound by A. Horford,51,64
264,3,7:37.0,,J. Brown misses 3-pt jump shot from 23 ft,51,64
265,3,7:35.0,Defensive rebound by K. Anderson,,51,64
266,3,7:27.0,P. Gasol misses 2-pt jump shot from 16 ft,,51,64
267,3,7:24.0,Offensive rebound by L. Aldridge,,51,64
268,3,7:06.0,P. Gasol makes 2-pt jump shot from 8 ft,,53,64
269,3,6:46.0,,J. Brown makes 2-pt layup at rim (assist by A. Horford),53,66
270,3,6:29.0,Personal foul by A. Horford (drawn by L. Aldridge),,53,66
271,3,6:29.0,B. Paul enters the game for D. Murray,,53,66
272,3,6:29.0,P. Mills enters the game for D. Green,,53,66
273,3,6:29.0,B. Forbes enters the game for P. Gasol,,53,66
274,3,6:29.0,R. Gay enters the game for K. Anderson,,53,66
275,3,6:25.0,P. Mills misses 2-pt jump shot from 19 ft,,53,66
276,3,6:21.0,,Defensive rebound by J. Tatum,53,66
277,3,6:07.0,,K. Irving misses 2-pt layup at rim (block by L. Aldridge),53,66
278,3,6:07.0,Defensive rebound by Team,,53,66
279,3,5:42.0,L. Aldridge misses 3-pt jump shot from 27 ft,,53,66
280,3,5:40.0,,Defensive rebound by J. Tatum,53,66
281,3,5:19.0,,J. Tatum misses 2-pt jump shot from 17 ft,53,66
282,3,5:17.0,Defensive rebound by R. Gay,,53,66
283,3,5:14.0,B. Paul makes 3-pt jump shot from 23 ft,,56,66
284,3,5:14.0,Shooting foul by J. Tatum (drawn by B. Paul),,56,66
285,3,5:14.0,,M. Smart enters the game for J. Tatum,56,66
286,3,5:14.0,B. Paul makes free throw 1 of 1,,57,66
287,3,5:00.0,,Turnover by J. Brown (traveling),57,66
288,3,4:43.0,P. Mills misses 2-pt jump shot from 19 ft,,57,66
289,3,4:41.0,,Defensive rebound by A. Baynes,57,66
290,3,4:22.0,,A. Baynes makes 2-pt hook shot from 10 ft,57,68
291,3,4:03.0,P. Mills misses 3-pt jump shot from 27 ft,,57,68
292,3,4:00.0,,Defensive rebound by A. Horford,57,68
293,3,3:58.0,,Personal foul by P. Mills (drawn by K. Irving),57,68
294,3,3:58.0,,S. Ojeleye enters the game for A. Horford,57,68
295,3,3:55.0,,Turnover by A. Baynes (bad pass; steal by L. Aldridge),57,68
296,3,3:50.0,B. Paul makes 2-pt layup from 2 ft (assist by P. Mills),,59,68
297,3,3:37.0,,M. Smart misses 2-pt layup from 1 ft,59,68
298,3,3:35.0,,Offensive rebound by A. Baynes,59,68
299,3,3:35.0,,A. Baynes makes 2-pt layup from 1 ft,59,70
300,3,3:19.0,Personal foul by K. Irving (drawn by R. Gay),,59,70
301,3,3:19.0,,T. Rozier enters the game for K. Irving,59,70
302,3,3:19.0,P. Gasol enters the game for L. Aldridge,,59,70
303,3,3:19.0,,D. Theis enters the game for A. Baynes,59,70
304,3,3:05.0,R. Gay misses 2-pt jump shot from 16 ft,,59,70
305,3,3:02.0,,Defensive rebound by T. Rozier,59,70
306,3,2:59.0,,Shooting foul by P. Mills (drawn by D. Theis),59,70
307,3,2:59.0,,Boston full timeout,59,70
308,3,2:59.0,,D. Theis makes free throw 1 of 2,59,71
309,3,2:59.0,,D. Theis makes free throw 2 of 2,59,72
310,3,2:47.0,B. Paul misses 3-pt jump shot from 26 ft,,59,72
311,3,2:43.0,,Defensive rebound by D. Theis,59,72
312,3,2:32.0,,D. Theis misses 3-pt jump shot from 25 ft,59,72
313,3,2:29.0,Defensive rebound by P. Gasol,,59,72
314,3,2:17.0,R. Gay makes 2-pt jump shot from 8 ft,,61,72
315,3,2:04.0,,M. Smart misses 3-pt jump shot from 25 ft,61,72
316,3,2:02.0,Defensive rebound by P. Gasol,,61,72
317,3,1:53.0,P. Mills makes 2-pt layup from 2 ft,,63,72
318,3,1:38.0,,Personal foul by P. Mills (drawn by J. Brown),63,72
319,3,1:27.0,,S. Ojeleye misses 3-pt jump shot from 23 ft,63,72
320,3,1:23.0,Defensive rebound by P. Mills,,63,72
321,3,1:19.0,R. Gay makes 3-pt jump shot from 22 ft (assist by P. Mills),,66,72
322,3,1:02.0,,Shooting foul by B. Paul (drawn by J. Brown),66,72
323,3,1:02.0,,J. Brown makes free throw 1 of 2,66,73
324,3,1:02.0,D. Green enters the game for B. Paul,,66,73
325,3,1:02.0,,J. Brown makes free throw 2 of 2,66,74
326,3,0:42.0,R. Gay misses 2-pt jump shot from 10 ft,,66,74
327,3,0:39.0,,Defensive rebound by D. Theis,66,74
328,3,0:32.0,,J. Brown makes 3-pt jump shot from 26 ft (assist by M. Smart),66,77
329,3,0:08.0,D. Green misses 3-pt jump shot from 22 ft,,66,77
330,3,0:07.0,Offensive rebound by Team,,66,77
331,3,0:07.0,,Loose ball foul by M. Smart (drawn by P. Gasol),66,77
332,3,0:07.0,P. Gasol makes free throw 1 of 2,,67,77
333,3,0:07.0,,K. Irving enters the game for D. Theis,67,77
334,3,0:07.0,,A. Horford enters the game for S. Ojeleye,67,77
335,3,0:07.0,K. Anderson enters the game for B. Forbes,,67,77
336,3,0:07.0,B. Paul enters the game for R. Gay,,67,77
337,3,0:07.0,P. Gasol misses free throw 2 of 2,,67,77
338,3,0:05.0,,Defensive rebound by A. Horford,67,77
339,3,0:00.0,,M. Smart makes 3-pt jump shot from 25 ft (assist by K. Irving),67,80
340,4,11:44.0,P. Gasol makes 2-pt layup from 3 ft (assist by P. Mills),,69,80
341,4,11:29.0,,T. Rozier misses 2-pt jump shot from 11 ft,69,80
342,4,11:29.0,,Offensive rebound by T. Rozier,69,80
343,4,11:18.0,,T. Rozier misses 3-pt jump shot from 23 ft,69,80
344,4,11:18.0,Defensive rebound by P. Gasol,,69,80
345,4,11:12.0,P. Mills misses 3-pt jump shot from 27 ft,,69,80
346,4,11:12.0,Offensive rebound by Team,,69,80
347,4,11:11.0,,Loose ball foul by S. Ojeleye (drawn by R. Gay),69,80
348,4,11:01.0,Shooting foul by M. Smart (drawn by D. Green),,69,80
349,4,11:01.0,D. Green makes free throw 1 of 2,,70,80
350,4,11:01.0,D. Murray enters the game for P. Mills,,70,80
351,4,11:01.0,D. Green misses free throw 2 of 2,,70,80
352,4,10:59.0,,Defensive rebound by J. Tatum,70,80
353,4,10:47.0,,T. Rozier makes 2-pt jump shot from 16 ft (assist by M. Smart),70,82
354,4,10:21.0,D. Green misses 2-pt jump shot from 5 ft,,70,82
355,4,10:21.0,P. Gasol misses 2-pt layup from 2 ft,,70,82
356,4,10:21.0,,Defensive rebound by S. Ojeleye,70,82
357,4,10:17.0,Defensive rebound by P. Gasol,,70,82
358,4,10:09.0,,Offensive foul by D. Theis (drawn by B. Paul),70,82
359,4,10:09.0,,Turnover by D. Theis (offensive foul),70,82
360,4,9:50.0,B. Paul makes 3-pt jump shot from 27 ft (assist by P. Gasol),,73,82
361,4,9:28.0,,J. Tatum makes 3-pt jump shot from 26 ft (assist by M. Smart),73,85
362,4,9:02.0,R. Gay misses 2-pt layup from 2 ft (block by D. Theis),,73,85
363,4,9:02.0,Offensive rebound by Team,,73,85
364,4,9:01.0,Shooting foul by D. Theis (drawn by P. Gasol),,73,85
365,4,9:01.0,P. Gasol makes free throw 1 of 2,,74,85
366,4,9:01.0,K. Anderson enters the game for R. Gay,,74,85
367,4,9:01.0,P. Gasol misses free throw 2 of 2,,74,85
368,4,8:58.0,,Defensive rebound by D. Theis,74,85
369,4,8:46.0,,T. Rozier makes 3-pt jump shot from 25 ft (assist by M. Smart),74,88
370,4,8:27.0,P. Gasol misses 2-pt layup from 3 ft,,74,88
371,4,8:22.0,Offensive rebound by P. Gasol,,74,88
372,4,8:22.0,P. Gasol misses 2-pt layup at rim,,74,88
373,4,8:21.0,,Defensive rebound by T. Rozier,74,88
374,4,8:16.0,,T. Rozier makes 3-pt jump shot from 24 ft,74,91
375,4,7:57.0,Turnover by B. Paul (bad pass; steal by T. Rozier),,74,91
376,4,7:53.0,,T. Rozier makes 2-pt layup from 1 ft,74,93
377,4,7:52.0,San Antonio full timeout,,74,93
378,4,7:52.0,,A. Horford enters the game for D. Theis,74,93
379,4,7:52.0,D. Bertāns enters the game for P. Gasol,,74,93
380,4,7:41.0,Personal foul by T. Rozier (drawn by D. Green),,74,93
381,4,7:41.0,B. Forbes enters the game for D. Green,,74,93
382,4,7:36.0,Shooting foul by J. Tatum (drawn by B. Paul),,74,93
383,4,7:36.0,B. Paul makes free throw 1 of 2,,75,93
384,4,7:36.0,B. Paul makes free throw 2 of 2,,76,93
385,4,7:24.0,,A. Horford makes 2-pt dunk from 1 ft (assist by M. Smart),76,95
386,4,7:18.0,San Antonio full timeout,,76,95
387,4,7:08.0,B. Forbes makes 2-pt jump shot from 19 ft (assist by D. Bertāns),,78,95
388,4,6:48.0,,Turnover by A. Horford (bad pass; steal by B. Paul),78,95
389,4,6:41.0,D. Murray misses 2-pt layup from 2 ft,,78,95
390,4,6:38.0,Offensive rebound by K. Anderson,,78,95
391,4,6:35.0,K. Anderson misses 2-pt layup from 2 ft,,78,95
