,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,MEMPHIS_ACTION,NEW ORLEANS_SCORE,MEMPHIS_SCORE
0,1,11:44.0,,T. Evans makes 2-pt layup at rim (assist by A. Harrison),0,2
1,1,11:31.0,D. Cousins makes 3-pt jump shot from 24 ft (assist by J. Holiday),,3,2
2,1,11:19.0,,D. Brooks misses 3-pt jump shot from 25 ft,3,2
3,1,11:17.0,Defensive rebound by D. Cunningham,,3,2
4,1,11:05.0,E. Moore misses 3-pt jump shot from 25 ft,,3,2
5,1,11:00.0,Offensive rebound by R. Rondo,,3,2
6,1,10:59.0,E. Moore misses 3-pt jump shot from 23 ft,,3,2
7,1,10:54.0,Offensive rebound by D. Cunningham,,3,2
8,1,10:49.0,R. Rondo makes 3-pt jump shot from 22 ft (assist by J. Holiday),,6,2
9,1,10:47.0,,Memphis full timeout,6,2
10,1,10:25.0,,Turnover by T. Evans (bad pass; steal by R. Rondo),6,2
11,1,10:18.0,J. Holiday misses 2-pt jump shot from 17 ft,,6,2
12,1,10:16.0,,Defensive rebound by T. Evans,6,2
13,1,10:11.0,,D. Brooks misses 2-pt layup from 6 ft,6,2
14,1,10:07.0,,Offensive rebound by M. Gasol,6,2
15,1,10:06.0,,J. Green makes 2-pt layup from 1 ft (assist by M. Gasol),6,4
16,1,9:59.0,J. Holiday makes 2-pt jump shot from 7 ft,,8,4
17,1,9:47.0,,J. Green misses 2-pt jump shot from 20 ft,8,4
18,1,9:45.0,Defensive rebound by D. Cousins,,8,4
19,1,9:34.0,R. Rondo misses 3-pt jump shot from 25 ft,,8,4
20,1,9:30.0,,Defensive rebound by J. Green,8,4
21,1,9:23.0,,J. Green makes 2-pt layup at rim (assist by M. Gasol),8,6
22,1,9:15.0,J. Holiday misses 3-pt jump shot from 24 ft,,8,6
23,1,9:11.0,,Defensive rebound by J. Green,8,6
24,1,9:02.0,,Personal foul by D. Cunningham (drawn by T. Evans),8,6
25,1,8:55.0,,T. Evans makes 2-pt jump shot from 18 ft,8,8
26,1,8:32.0,D. Cousins misses 2-pt layup from 6 ft,,8,8
27,1,8:32.0,Offensive rebound by D. Cousins,,8,8
28,1,8:32.0,Shooting foul by J. Green (drawn by D. Cousins),,8,8
29,1,8:32.0,D. Cousins makes free throw 1 of 2,,9,8
30,1,8:32.0,D. Cousins makes free throw 2 of 2,,10,8
31,1,8:24.0,,Personal foul by D. Cousins (drawn by M. Gasol),10,8
32,1,8:15.0,,M. Gasol makes 2-pt jump shot from 16 ft (assist by T. Evans),10,10
33,1,8:11.0,Personal foul by M. Gasol (drawn by D. Cousins),,10,10
34,1,8:02.0,E. Moore makes 2-pt layup from 7 ft,,12,10
35,1,7:46.0,,T. Evans misses 3-pt jump shot from 26 ft,12,10
36,1,7:43.0,Defensive rebound by D. Cunningham,,12,10
37,1,7:33.0,D. Cousins misses 2-pt layup at rim,,12,10
38,1,7:31.0,,Defensive rebound by M. Gasol,12,10
