,QUARTER,TIME_REMAINING,TORONTO_ACTION,WASHINGTON_ACTION,TORONTO_SCORE,WASHINGTON_SCORE
63,1,3:07.0,O. Anunoby makes 2-pt layup from 8 ft (assist by D. DeRozan),,24,18
64,1,2:49.0,,K. Oubre misses 3-pt jump shot from 25 ft,24,18
65,1,2:46.0,Defensive rebound by S. Ibaka,,24,18
66,1,2:42.0,D. DeRozan makes 2-pt layup from 1 ft (assist by K. Lowry),,26,18
67,1,2:42.0,Shooting foul by I. Mahinmi (drawn by D. DeRozan),,26,18
68,1,2:42.0,J. Poeltl enters the game for O. Anunoby,,26,18
69,1,2:42.0,D. Wright enters the game for K. Lowry,,26,18
70,1,2:42.0,C. Miles enters the game for J. Valančiūnas,,26,18
71,1,2:42.0,D. DeRozan makes free throw 1 of 1,,27,18
72,1,2:32.0,,T. Lawson enters the game for J. Wall,27,18
73,1,2:26.0,,I. Mahinmi misses 2-pt layup from 3 ft,27,18
74,1,2:23.0,Defensive rebound by J. Poeltl,,27,18
75,1,2:19.0,D. DeRozan misses 2-pt jump shot from 4 ft,,27,18
76,1,2:18.0,Offensive rebound by J. Poeltl,,27,18
77,1,2:18.0,J. Poeltl misses 2-pt layup at rim,,27,18
78,1,2:17.0,,Defensive rebound by T. Lawson,27,18
79,1,2:14.0,,Shooting foul by S. Ibaka (drawn by K. Oubre),27,18
80,1,2:14.0,,K. Oubre makes free throw 1 of 2,27,19
81,1,2:14.0,P. Siakam enters the game for S. Ibaka,,27,19
82,1,2:14.0,,K. Oubre makes free throw 2 of 2,27,20
83,1,2:03.0,D. Wright misses 2-pt layup from 4 ft (block by K. Oubre),,27,20
84,1,2:03.0,Offensive rebound by Team,,27,20
85,1,2:00.0,Turnover by D. DeRozan (bad pass; steal by B. Beal),,27,20
86,1,1:55.0,,K. Oubre makes 2-pt dunk from 1 ft (assist by B. Beal),27,22
87,1,1:41.0,Offensive foul by J. Poeltl (drawn by K. Oubre),,27,22
88,1,1:41.0,Turnover by J. Poeltl (offensive foul),,27,22
89,1,1:32.0,,B. Beal makes 3-pt jump shot from 26 ft (assist by M. Scott),27,25
90,1,1:13.0,C. Miles misses 2-pt dunk from 4 ft (block by I. Mahinmi),,27,25
91,1,1:12.0,Offensive rebound by Team,,27,25
92,1,1:04.0,D. DeRozan misses 2-pt jump shot from 22 ft (block by K. Oubre),,27,25
93,1,1:04.0,Offensive rebound by Team,,27,25
94,1,1:04.0,Turnover by Team (shot clock),,27,25
95,1,0:56.0,,Shooting foul by J. Poeltl (drawn by I. Mahinmi),27,25
96,1,0:56.0,,I. Mahinmi makes free throw 1 of 2,27,26
97,1,0:56.0,,I. Mahinmi makes free throw 2 of 2,27,27
98,1,0:46.0,D. DeRozan misses 3-pt jump shot from 27 ft,,27,27
99,1,0:44.0,,Defensive rebound by B. Beal,27,27
100,1,0:40.0,,B. Beal makes 3-pt jump shot from 26 ft,27,30
101,1,0:33.0,J. Poeltl makes 2-pt dunk from 2 ft (assist by D. DeRozan),,29,30
102,1,0:27.0,,B. Beal misses 3-pt jump shot from 25 ft,29,30
103,1,0:24.0,Defensive rebound by D. DeRozan,,29,30
104,1,0:03.0,D. DeRozan misses 2-pt jump shot from 17 ft,,29,30
105,1,0:03.0,,Defensive rebound by B. Beal,29,30
106,2,11:49.0,D. Wright misses 2-pt jump shot from 12 ft,,29,30
107,2,11:43.0,,Defensive rebound by K. Oubre,29,30
108,2,11:42.0,,T. Lawson misses 2-pt jump shot from 16 ft (block by P. Siakam),29,30
109,2,11:36.0,,Offensive rebound by I. Mahinmi,29,30
110,2,11:36.0,,I. Mahinmi makes 2-pt layup from 2 ft,29,32
111,2,11:23.0,D. Wright makes 2-pt layup from 1 ft,,31,32
112,2,10:57.0,,Turnover by Team (shot clock),31,32
113,2,10:50.0,Personal foul by T. Lawson (drawn by J. Poeltl),,31,32
114,2,10:39.0,N. Powell misses 3-pt jump shot from 27 ft,,31,32
115,2,10:35.0,,Defensive rebound by T. Lawson,31,32
116,2,10:33.0,,M. Scott makes 2-pt layup from 1 ft (assist by T. Lawson),31,34
117,2,10:21.0,N. Powell makes 3-pt jump shot from 22 ft (assist by C. Miles),,34,34
118,2,10:07.0,,I. Mahinmi misses 2-pt layup from 1 ft (block by J. Poeltl),34,34
119,2,10:07.0,,Offensive rebound by Team,34,34
120,2,9:55.0,,T. Satoranský misses 2-pt jump shot from 21 ft,34,34
121,2,9:51.0,Defensive rebound by J. Poeltl,,34,34
122,2,9:42.0,Personal foul by I. Mahinmi (drawn by D. Wright),,34,34
123,2,9:30.0,P. Siakam misses 2-pt layup from 7 ft (block by I. Mahinmi),,34,34
124,2,9:28.0,,Defensive rebound by T. Lawson,34,34
125,2,9:24.0,,T. Satoranský misses 2-pt jump shot from 5 ft,34,34
126,2,9:20.0,Defensive rebound by P. Siakam,,34,34
127,2,9:19.0,Shooting foul by K. Oubre (drawn by N. Powell),,34,34
128,2,9:19.0,N. Powell makes free throw 1 of 2,,35,34
129,2,9:19.0,N. Powell makes free throw 2 of 2,,36,34
130,2,9:07.0,,I. Mahinmi makes 2-pt dunk from 1 ft (assist by M. Scott),36,36
131,2,8:51.0,Turnover by N. Powell (lost ball; steal by I. Mahinmi),,36,36
132,2,8:45.0,,K. Oubre makes 2-pt jump shot from 2 ft,36,38
133,2,8:33.0,Personal foul by I. Mahinmi (drawn by C. Miles),,36,38
134,2,8:33.0,,J. Wall enters the game for I. Mahinmi,36,38
135,2,8:33.0,,M. Morris enters the game for T. Satoranský,36,38
136,2,8:33.0,K. Lowry enters the game for N. Powell,,36,38
137,2,8:29.0,D. Wright misses 3-pt jump shot from 26 ft,,36,38
138,2,8:25.0,,Defensive rebound by J. Wall,36,38
139,2,8:13.0,,M. Morris makes 2-pt jump shot from 13 ft,36,40
140,2,7:55.0,Shooting foul by M. Morris (drawn by C. Miles),,36,40
141,2,7:55.0,C. Miles makes free throw 1 of 3,,37,40
142,2,7:55.0,C. Miles makes free throw 2 of 3,,38,40
143,2,7:55.0,,M. Gortat enters the game for M. Morris,38,40
144,2,7:55.0,C. Miles makes free throw 3 of 3,,39,40
145,2,7:42.0,,Offensive foul by M. Gortat (drawn by J. Poeltl),39,40
146,2,7:42.0,,Turnover by M. Gortat (offensive foul),39,40
147,2,7:22.0,Turnover by J. Poeltl (turnover),,39,40
148,2,7:13.0,,Shooting foul by J. Poeltl (drawn by J. Wall),39,40
149,2,7:13.0,,J. Wall makes free throw 1 of 2,39,41
150,2,7:13.0,,B. Beal enters the game for T. Lawson,39,41
151,2,7:13.0,J. Valančiūnas enters the game for J. Poeltl,,39,41
152,2,7:13.0,S. Ibaka enters the game for P. Siakam,,39,41
153,2,7:13.0,,J. Wall makes free throw 2 of 2,39,42
154,2,6:54.0,Turnover by K. Lowry (bad pass; steal by B. Beal),,39,42
155,2,6:49.0,,B. Beal makes 2-pt layup at rim (assist by J. Wall),39,44
156,2,6:39.0,Toronto full timeout,,39,44
157,2,6:39.0,,O. Porter enters the game for K. Oubre,39,44
158,2,6:39.0,D. DeRozan enters the game for C. Miles,,39,44
159,2,6:39.0,O. Anunoby enters the game for D. Wright,,39,44
160,2,6:30.0,K. Lowry misses 2-pt jump shot from 6 ft,,39,44
161,2,6:26.0,Offensive rebound by J. Valančiūnas,,39,44
162,2,6:26.0,J. Valančiūnas makes 2-pt layup at rim,,41,44
163,2,6:21.0,,J. Wall makes 2-pt layup from 1 ft,41,46
164,2,6:21.0,Violation by S. Ibaka (def goaltending),,41,46
165,2,6:21.0,,Shooting foul by J. Valančiūnas (drawn by J. Wall),41,46
166,2,6:21.0,,J. Wall makes free throw 1 of 1,41,47
167,2,6:05.0,K. Lowry makes 2-pt layup from 2 ft (assist by O. Anunoby),,43,47
168,2,5:49.0,,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),43,49
169,2,5:23.0,J. Valančiūnas misses 2-pt hook shot from 11 ft,,43,49
170,2,5:20.0,,Defensive rebound by M. Scott,43,49
171,2,5:06.0,,J. Wall misses 2-pt layup from 5 ft,43,49
172,2,5:02.0,,Offensive rebound by M. Gortat,43,49
173,2,4:59.0,,B. Beal misses 2-pt jump shot from 14 ft,43,49
174,2,4:59.0,,Offensive rebound by Team,43,49
175,2,4:59.0,Loose ball foul by K. Lowry (drawn by M. Gortat),,43,49
176,2,4:52.0,,Def 3 sec tech foul by J. Valančiūnas,43,49
177,2,4:52.0,,B. Beal makes technical free throw,43,50
178,2,4:42.0,,M. Scott makes 3-pt jump shot from 22 ft (assist by J. Wall),43,53
179,2,4:23.0,Turnover by S. Ibaka (lost ball; steal by M. Scott),,43,53
180,2,4:21.0,,Turnover by M. Scott (bad pass),43,53
181,2,4:06.0,D. DeRozan misses 2-pt jump shot from 13 ft,,43,53
182,2,3:59.0,Offensive rebound by J. Valančiūnas,,43,53
183,2,3:59.0,J. Valančiūnas makes 2-pt layup at rim,,45,53
184,2,3:52.0,,B. Beal makes 3-pt jump shot from 29 ft (assist by J. Wall),45,56
185,2,3:46.0,Turnover by K. Lowry (bad pass),,45,56
186,2,3:37.0,,M. Gortat makes 2-pt hook shot from 7 ft (assist by J. Wall),45,58
187,2,3:30.0,Toronto full timeout,,45,58
188,2,3:15.0,J. Valančiūnas makes 3-pt jump shot from 25 ft (assist by K. Lowry),,48,58
189,2,3:03.0,,J. Wall makes 2-pt hook shot from 5 ft,48,60
190,2,2:45.0,K. Lowry makes 3-pt jump shot from 26 ft (assist by J. Valančiūnas),,51,60
191,2,2:21.0,,Turnover by J. Wall (lost ball; steal by O. Anunoby),51,60
192,2,2:20.0,Shooting foul by J. Wall (drawn by O. Anunoby),,51,60
193,2,2:20.0,O. Anunoby makes free throw 1 of 2,,52,60
194,2,2:20.0,O. Anunoby makes free throw 2 of 2,,53,60
195,2,2:08.0,,Turnover by B. Beal (lost ball; steal by J. Valančiūnas),53,60
196,2,2:03.0,D. DeRozan makes 2-pt layup from 1 ft (assist by K. Lowry),,55,60
197,2,1:59.0,,Washington full timeout,55,60
198,2,1:52.0,,O. Porter misses 2-pt jump shot from 17 ft (block by D. DeRozan),55,60
199,2,1:49.0,Defensive rebound by O. Anunoby,,55,60
200,2,1:46.0,D. DeRozan makes 2-pt jump shot from 12 ft,,57,60
201,2,1:30.0,,J. Wall makes 2-pt jump shot from 14 ft,57,62
202,2,1:15.0,Turnover by D. DeRozan (bad pass; steal by J. Wall),,57,62
203,2,1:08.0,,B. Beal makes 3-pt jump shot from 23 ft (assist by J. Wall),57,65
204,2,0:54.0,O. Anunoby makes 2-pt dunk at rim (assist by K. Lowry),,59,65
205,2,0:45.0,,J. Wall makes 2-pt jump shot from 18 ft,59,67
206,2,0:33.0,D. DeRozan misses 2-pt layup from 5 ft,,59,67
207,2,0:31.0,,Defensive rebound by O. Porter,59,67
208,2,0:31.0,,Turnover by O. Porter (bad pass; steal by J. Valančiūnas),59,67
209,2,0:30.0,J. Valančiūnas makes 2-pt dunk from 2 ft,,61,67
210,2,0:10.0,,J. Wall makes 2-pt jump shot from 16 ft,61,69
211,2,0:00.0,Turnover by K. Lowry (bad pass; steal by J. Wall),,61,69
212,3,11:48.0,K. Lowry makes 3-pt jump shot from 24 ft,,64,69
213,3,11:33.0,,M. Gortat makes 2-pt layup from 6 ft (assist by J. Wall),64,71
214,3,11:15.0,J. Valančiūnas misses 2-pt jump shot from 12 ft,,64,71
215,3,11:12.0,,Defensive rebound by M. Morris,64,71
216,3,11:09.0,,J. Wall misses 2-pt layup from 3 ft,64,71
217,3,11:07.0,Defensive rebound by O. Anunoby,,64,71
218,3,10:59.0,Personal foul by B. Beal (drawn by K. Lowry),,64,71
219,3,10:48.0,J. Valančiūnas makes 2-pt layup from 1 ft (assist by K. Lowry),,66,71
220,3,10:25.0,,J. Wall misses 2-pt jump shot from 16 ft,66,71
221,3,10:23.0,Defensive rebound by K. Lowry,,66,71
222,3,10:13.0,Turnover by K. Lowry (lost ball; steal by B. Beal),,66,71
223,3,10:11.0,Technical foul by K. Lowry,,66,71
224,3,10:11.0,,B. Beal misses flagrant free throw 1 of 2,66,71
225,3,10:11.0,,Offensive rebound by Team,66,71
226,3,10:11.0,,B. Beal makes flagrant free throw 2 of 2,66,72
227,3,10:03.0,,M. Morris makes 3-pt jump shot from 24 ft (assist by B. Beal),66,75
228,3,9:43.0,S. Ibaka misses 2-pt jump shot from 13 ft,,66,75
229,3,9:37.0,,Defensive rebound by O. Porter,66,75
230,3,9:21.0,,J. Wall makes 2-pt jump shot from 20 ft,66,77
231,3,9:00.0,O. Anunoby makes 3-pt jump shot from 24 ft (assist by D. DeRozan),,69,77
232,3,8:53.0,,Turnover by J. Wall (bad pass; steal by K. Lowry),69,77
233,3,8:32.0,K. Lowry misses 2-pt jump shot from 19 ft,,69,77
234,3,8:27.0,,Defensive rebound by J. Wall,69,77
235,3,8:24.0,,B. Beal misses 3-pt jump shot from 23 ft,69,77
236,3,8:18.0,Defensive rebound by D. DeRozan,,69,77
237,3,8:18.0,Toronto full timeout,,69,77
238,3,8:01.0,D. DeRozan makes 2-pt jump shot from 17 ft,,71,77
239,3,7:40.0,,J. Wall makes 2-pt jump shot from 19 ft,71,79
240,3,7:18.0,D. DeRozan misses 2-pt layup from 1 ft,,71,79
241,3,7:17.0,,Defensive rebound by B. Beal,71,79
242,3,7:13.0,,O. Porter makes 3-pt jump shot from 27 ft (assist by J. Wall),71,82
243,3,6:58.0,Offensive foul by J. Valančiūnas (drawn by M. Gortat),,71,82
244,3,6:58.0,Turnover by J. Valančiūnas (offensive foul),,71,82
245,3,6:58.0,,Technical foul by B. Beal,71,82
246,3,6:58.0,D. DeRozan makes technical free throw,,72,82
247,3,6:44.0,,B. Beal misses 3-pt jump shot from 26 ft,72,82
248,3,6:41.0,Defensive rebound by K. Lowry,,72,82
249,3,6:36.0,Shooting foul by B. Beal (drawn by K. Lowry),,72,82
250,3,6:36.0,K. Lowry makes free throw 1 of 2,,73,82
251,3,6:36.0,K. Lowry makes free throw 2 of 2,,74,82
252,3,6:26.0,,Personal foul by O. Anunoby (drawn by M. Morris),74,82
253,3,6:20.0,,B. Beal makes 2-pt jump shot from 17 ft,74,84
254,3,5:52.0,K. Lowry misses 3-pt jump shot from 33 ft,,74,84
255,3,5:49.0,,Defensive rebound by B. Beal,74,84
256,3,5:38.0,,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),74,86
257,3,5:15.0,D. DeRozan misses 2-pt layup from 1 ft,,74,86
258,3,5:14.0,Offensive rebound by S. Ibaka,,74,86
259,3,5:14.0,S. Ibaka misses 2-pt hook shot at rim (block by O. Porter),,74,86
260,3,5:14.0,,Defensive rebound by J. Wall,74,86
261,3,5:13.0,,Personal foul by K. Lowry (drawn by J. Wall),74,86
262,3,5:13.0,L. Nogueira enters the game for S. Ibaka,,74,86
263,3,5:13.0,C. Miles enters the game for J. Valančiūnas,,74,86
264,3,4:59.0,,Shooting foul by K. Lowry (drawn by M. Morris),74,86
265,3,4:59.0,,M. Morris makes free throw 1 of 2,74,87
266,3,4:59.0,,M. Morris makes free throw 2 of 2,74,88
267,3,4:42.0,O. Anunoby misses 3-pt jump shot from 25 ft,,74,88
268,3,4:40.0,,Defensive rebound by M. Gortat,74,88
269,3,4:26.0,,J. Wall makes 2-pt layup from 2 ft,74,90
270,3,4:08.0,D. Wright enters the game for K. Lowry,,74,90
271,3,4:02.0,D. DeRozan makes 2-pt jump shot from 9 ft,,76,90
272,3,3:47.0,,M. Gortat makes 2-pt dunk from 1 ft (assist by M. Morris),76,92
273,3,3:25.0,Turnover by O. Anunoby (out of bounds lost ball),,76,92
274,3,3:25.0,,K. Oubre enters the game for O. Porter,76,92
275,3,3:08.0,,M. Morris misses 2-pt jump shot from 17 ft,76,92
276,3,3:05.0,Defensive rebound by D. Wright,,76,92
277,3,3:00.0,C. Miles misses 3-pt jump shot from 27 ft,,76,92
278,3,2:56.0,,Defensive rebound by K. Oubre,76,92
279,3,2:43.0,,M. Gortat makes 2-pt jump shot from 9 ft (assist by J. Wall),76,94
280,3,2:20.0,D. Wright misses 3-pt jump shot from 25 ft,,76,94
281,3,2:16.0,,Defensive rebound by K. Oubre,76,94
282,3,2:11.0,,J. Wall misses 3-pt jump shot from 26 ft,76,94
283,3,2:08.0,,Offensive rebound by J. Wall,76,94
284,3,1:49.0,,Personal foul by D. Wright (drawn by B. Beal),76,94
285,3,1:49.0,,Washington full timeout,76,94
286,3,1:49.0,,I. Mahinmi enters the game for J. Wall,76,94
287,3,1:49.0,,T. Lawson enters the game for M. Gortat,76,94
288,3,1:49.0,P. Siakam enters the game for O. Anunoby,,76,94
289,3,1:49.0,,B. Beal makes free throw 1 of 2,76,95
290,3,1:49.0,,B. Beal makes free throw 2 of 2,76,96
291,3,1:40.0,Personal foul by I. Mahinmi (drawn by D. DeRozan),,76,96
292,3,1:34.0,C. Miles misses 3-pt jump shot from 23 ft,,76,96
293,3,1:29.0,,Defensive rebound by T. Lawson,76,96
294,3,1:16.0,,Personal foul by D. Wright (drawn by T. Lawson),76,96
295,3,1:16.0,,T. Lawson makes free throw 1 of 2,76,97
296,3,1:16.0,,T. Lawson makes free throw 2 of 2,76,98
297,3,1:04.0,Turnover by D. DeRozan (traveling),,76,98
298,3,0:52.0,,Turnover by T. Lawson (bad pass; steal by D. Wright),76,98
299,3,0:39.0,P. Siakam makes 3-pt jump shot from 24 ft (assist by D. Wright),,79,98
300,3,0:32.0,,B. Beal misses 3-pt jump shot from 32 ft,79,98
301,3,0:31.0,Defensive rebound by Team,,79,98
302,3,0:26.0,D. DeRozan misses 2-pt layup from 2 ft (block by I. Mahinmi),,79,98
303,3,0:23.0,Offensive rebound by P. Siakam,,79,98
304,3,0:21.0,C. Miles makes 3-pt jump shot from 23 ft (assist by P. Siakam),,82,98
305,3,0:00.0,,T. Lawson makes 3-pt jump shot from 27 ft (assist by B. Beal),82,101
306,4,11:35.0,,B. Beal misses 2-pt jump shot from 7 ft,82,101
307,4,11:32.0,,Offensive rebound by I. Mahinmi,82,101
308,4,11:28.0,,K. Oubre makes 2-pt jump shot from 12 ft (assist by I. Mahinmi),82,103
309,4,11:04.0,D. Wright makes 2-pt jump shot from 5 ft,,84,103
310,4,10:52.0,,T. Lawson misses 2-pt jump shot from 14 ft,84,103
311,4,10:47.0,Defensive rebound by L. Brown,,84,103
312,4,10:39.0,P. Siakam makes 2-pt layup at rim,,86,103
313,4,10:30.0,,Offensive foul by M. Scott (drawn by P. Siakam),86,103
314,4,10:30.0,,Turnover by M. Scott (offensive foul),86,103
315,4,10:30.0,,O. Porter enters the game for I. Mahinmi,86,103
316,4,10:20.0,D. Wright misses 2-pt layup from 2 ft,,86,103
317,4,10:19.0,,Defensive rebound by O. Porter,86,103
318,4,10:14.0,,K. Oubre misses 3-pt jump shot from 24 ft,86,103
319,4,10:11.0,Defensive rebound by C. Miles,,86,103
320,4,10:06.0,K. Lowry misses 2-pt layup from 1 ft (block by O. Porter),,86,103
321,4,10:06.0,Offensive rebound by Team,,86,103
322,4,10:06.0,,J. Wall enters the game for B. Beal,86,103
323,4,10:04.0,C. Miles misses 3-pt jump shot from 24 ft,,86,103
324,4,10:01.0,,Defensive rebound by O. Porter,86,103
325,4,10:01.0,Loose ball foul by K. Lowry (drawn by O. Porter),,86,103
326,4,9:36.0,,Turnover by T. Lawson (bad pass; steal by K. Lowry),86,103
327,4,9:31.0,C. Miles makes 2-pt layup at rim,,88,103
328,4,9:10.0,,O. Porter makes 3-pt jump shot from 25 ft (assist by T. Lawson),88,106
329,4,8:57.0,L. Brown misses 2-pt layup from 1 ft,,88,106
330,4,8:55.0,,Defensive rebound by O. Porter,88,106
331,4,8:46.0,,O. Porter misses 3-pt jump shot from 24 ft,88,106
332,4,8:44.0,,Offensive rebound by M. Scott,88,106
333,4,8:41.0,,J. Wall misses 3-pt jump shot from 27 ft,88,106
334,4,8:39.0,Defensive rebound by Team,,88,106
335,4,8:17.0,Shooting foul by O. Porter (drawn by D. Wright),,88,106
336,4,8:17.0,D. Wright makes free throw 1 of 2,,89,106
337,4,8:17.0,D. Wright makes free throw 2 of 2,,90,106
338,4,7:56.0,,J. Wall misses 2-pt layup from 3 ft,90,106
339,4,7:53.0,Defensive rebound by P. Siakam,,90,106
340,4,7:38.0,D. Wright misses 2-pt layup from 1 ft,,90,106
341,4,7:38.0,,Defensive rebound by O. Porter,90,106
342,4,7:38.0,,Personal foul by D. Wright (drawn by O. Porter),90,106
343,4,7:38.0,,B. Beal enters the game for T. Lawson,90,106
344,4,7:38.0,D. DeRozan enters the game for P. Siakam,,90,106
345,4,7:38.0,S. Ibaka enters the game for D. Wright,,90,106
346,4,7:28.0,,Personal foul by L. Brown (drawn by M. Scott),90,106
347,4,7:15.0,,J. Wall misses 2-pt jump shot from 19 ft,90,106
348,4,7:10.0,Defensive rebound by K. Lowry,,90,106
349,4,7:06.0,K. Lowry makes 3-pt jump shot from 24 ft,,93,106
350,4,7:05.0,,Washington full timeout,93,106
351,4,6:49.0,,Shooting foul by L. Brown (drawn by J. Wall),93,106
352,4,6:49.0,,J. Wall makes free throw 1 of 2,93,107
353,4,6:49.0,,J. Wall misses free throw 2 of 2,93,107
354,4,6:47.0,Defensive rebound by L. Brown,,93,107
355,4,6:39.0,Personal foul by K. Oubre (drawn by D. DeRozan),,93,107
356,4,6:31.0,D. DeRozan misses 2-pt jump shot from 14 ft,,93,107
357,4,6:27.0,,Defensive rebound by K. Oubre,93,107
358,4,6:19.0,,B. Beal makes 2-pt jump shot from 17 ft (assist by O. Porter),93,109
359,4,6:08.0,K. Lowry misses 3-pt jump shot from 25 ft,,93,109
360,4,6:04.0,Offensive rebound by L. Brown,,93,109
361,4,6:03.0,C. Miles misses 3-pt jump shot from 24 ft,,93,109
362,4,6:00.0,,Defensive rebound by J. Wall,93,109
363,4,5:47.0,,Turnover by K. Oubre (lost ball; steal by K. Lowry),93,109
364,4,5:45.0,Personal foul by O. Porter (drawn by K. Lowry),,93,109
365,4,5:29.0,D. DeRozan makes 2-pt jump shot from 10 ft,,95,109
366,4,5:09.0,,Personal foul by D. DeRozan (drawn by M. Scott),95,109
367,4,5:09.0,,M. Scott makes free throw 1 of 2,95,110
368,4,5:09.0,,M. Scott makes free throw 2 of 2,95,111
369,4,5:01.0,D. DeRozan misses 2-pt layup from 5 ft (block by J. Wall),,95,111
370,4,4:58.0,,Defensive rebound by O. Porter,95,111
371,4,4:43.0,,B. Beal misses 3-pt jump shot from 26 ft,95,111
372,4,4:40.0,Defensive rebound by S. Ibaka,,95,111
373,4,4:31.0,Turnover by S. Ibaka (lost ball; steal by J. Wall),,95,111
374,4,4:21.0,,J. Wall makes 2-pt layup from 2 ft,95,113
375,4,4:21.0,Violation by S. Ibaka (def goaltending),,95,113
376,4,4:21.0,Toronto full timeout,,95,113
377,4,4:05.0,Turnover by L. Brown (bad pass; steal by K. Oubre),,95,113
378,4,4:02.0,,K. Oubre misses 2-pt layup from 1 ft (block by L. Brown),95,113
