,QUARTER,TIME_REMAINING,PORTLAND_ACTION,NEW ORLEANS_ACTION,PORTLAND_SCORE,NEW ORLEANS_SCORE
44,1,5:18.0,Z. Collins enters the game for J. Nurkić,,16,21
45,1,5:03.0,C. McCollum misses 3-pt jump shot from 24 ft,,16,21
46,1,5:01.0,,Defensive rebound by E. Moore,16,21
47,1,4:57.0,,A. Davis makes 2-pt dunk at rim (assist by R. Rondo),16,23
48,1,4:39.0,C. McCollum misses 3-pt jump shot from 28 ft,,16,23
49,1,4:36.0,Offensive rebound by A. Aminu,,16,23
50,1,4:30.0,A. Aminu makes 2-pt jump shot from 3 ft,,18,23
51,1,4:18.0,,Personal foul by M. Harkless (drawn by A. Davis),18,23
52,1,4:18.0,,I. Clark enters the game for R. Rondo,18,23
53,1,4:18.0,,D. Miller enters the game for E. Moore,18,23
54,1,4:11.0,,Shooting foul by Z. Collins (drawn by A. Davis),18,23
55,1,4:11.0,,A. Davis makes free throw 1 of 2,18,24
56,1,4:11.0,P. Connaughton enters the game for C. McCollum,,18,24
57,1,4:11.0,,A. Davis makes free throw 2 of 2,18,25
58,1,3:58.0,A. Aminu misses 3-pt jump shot from 26 ft,,18,25
59,1,3:53.0,,Defensive rebound by D. Miller,18,25
60,1,3:39.0,,A. Davis misses 2-pt jump shot from 15 ft,18,25
61,1,3:35.0,Defensive rebound by D. Lillard,,18,25
62,1,3:26.0,Turnover by D. Lillard (bad pass; steal by A. Davis),,18,25
63,1,3:19.0,,J. Holiday misses 2-pt jump shot from 16 ft,18,25
64,1,3:16.0,Defensive rebound by A. Aminu,,18,25
65,1,3:07.0,Z. Collins misses 3-pt jump shot from 25 ft,,18,25
66,1,3:02.0,Offensive rebound by P. Connaughton,,18,25
67,1,3:01.0,D. Lillard misses 3-pt jump shot from 29 ft,,18,25
68,1,2:59.0,,Defensive rebound by A. Davis,18,25
69,1,2:45.0,,N. Mirotić makes 2-pt jump shot from 16 ft,18,27
70,1,2:18.0,M. Harkless misses 3-pt jump shot from 27 ft,,18,27
71,1,2:15.0,,Defensive rebound by N. Mirotić,18,27
72,1,2:11.0,,Personal foul by Z. Collins (drawn by N. Mirotić),18,27
73,1,2:11.0,,New Orleans full timeout,18,27
74,1,2:11.0,,S. Hill enters the game for A. Davis,18,27
75,1,2:11.0,J. Nurkić enters the game for A. Aminu,,18,27
76,1,2:11.0,,N. Mirotić makes free throw 1 of 2,18,28
77,1,2:11.0,,N. Mirotić makes free throw 2 of 2,18,29
78,1,1:59.0,D. Lillard misses 3-pt jump shot from 27 ft,,18,29
79,1,1:57.0,,Defensive rebound by N. Mirotić,18,29
80,1,1:45.0,,D. Miller misses 3-pt jump shot from 23 ft,18,29
81,1,1:41.0,Defensive rebound by D. Lillard,,18,29
82,1,1:36.0,D. Lillard misses 2-pt jump shot from 14 ft,,18,29
83,1,1:36.0,Offensive rebound by Team,,18,29
84,1,1:36.0,,Loose ball foul by D. Miller (drawn by J. Nurkić),18,29
85,1,1:30.0,Offensive foul by J. Nurkić (drawn by J. Holiday),,18,29
86,1,1:30.0,Turnover by J. Nurkić (offensive foul),,18,29
87,1,1:15.0,,J. Holiday makes 2-pt layup from 1 ft,18,31
88,1,1:00.0,D. Lillard misses 2-pt jump shot from 11 ft,,18,31
89,1,0:58.0,,Defensive rebound by S. Hill,18,31
90,1,0:52.0,,I. Clark makes 3-pt jump shot from 28 ft (assist by N. Mirotić),18,34
91,1,0:33.0,Turnover by D. Lillard (bad pass; steal by N. Mirotić),,18,34
92,1,0:11.0,,Shooting foul by Z. Collins (drawn by S. Hill),18,34
93,1,0:11.0,,S. Hill makes free throw 1 of 2,18,35
94,1,0:11.0,C. McCollum enters the game for M. Harkless,,18,35
95,1,0:11.0,S. Napier enters the game for Z. Collins,,18,35
96,1,0:11.0,,S. Hill makes free throw 2 of 2,18,36
97,1,0:02.0,D. Lillard makes 2-pt layup from 1 ft,,20,36
98,1,0:00.0,,N. Mirotić misses 3-pt jump shot from 52 ft,20,36
99,1,0:00.0,,Offensive rebound by Team,20,36
100,2,11:50.0,,Turnover by I. Clark (bad pass; steal by S. Napier),20,36
101,2,11:35.0,A. Aminu misses 3-pt jump shot from 22 ft,,20,36
102,2,11:31.0,,Defensive rebound by R. Rondo,20,36
103,2,11:17.0,,I. Clark misses 2-pt jump shot from 14 ft,20,36
104,2,11:13.0,Defensive rebound by E. Davis,,20,36
105,2,10:59.0,Personal foul by D. Miller (drawn by E. Davis),,20,36
106,2,10:51.0,C. McCollum makes 2-pt jump shot from 7 ft (assist by S. Napier),,22,36
107,2,10:41.0,,Turnover by I. Clark (lost ball; steal by S. Napier),22,36
108,2,10:37.0,S. Napier misses 2-pt layup from 2 ft,,22,36
109,2,10:37.0,Offensive rebound by A. Aminu,,22,36
110,2,10:37.0,Shooting foul by A. Davis (drawn by A. Aminu),,22,36
111,2,10:37.0,A. Aminu makes free throw 1 of 2,,23,36
112,2,10:37.0,A. Aminu makes free throw 2 of 2,,24,36
113,2,10:26.0,,Shooting foul by P. Connaughton (drawn by R. Rondo),24,36
114,2,10:26.0,,R. Rondo misses free throw 1 of 2,24,36
115,2,10:26.0,,Offensive rebound by Team,24,36
116,2,10:26.0,,R. Rondo makes free throw 2 of 2,24,37
117,2,10:03.0,Turnover by S. Napier (lost ball; steal by R. Rondo),,24,37
118,2,9:56.0,,D. Miller misses 3-pt jump shot from 25 ft,24,37
119,2,9:51.0,Defensive rebound by E. Davis,,24,37
120,2,9:45.0,Turnover by C. McCollum (lost ball; steal by I. Clark),,24,37
121,2,9:40.0,,R. Rondo makes 2-pt layup from 2 ft (assist by I. Clark),24,39
122,2,9:24.0,Turnover by E. Davis (lost ball; steal by D. Miller),,24,39
123,2,9:12.0,,Shooting foul by P. Connaughton (drawn by S. Hill),24,39
124,2,9:12.0,Portland full timeout,,24,39
125,2,9:12.0,,S. Hill makes free throw 1 of 2,24,40
126,2,9:12.0,,S. Hill makes free throw 2 of 2,24,41
127,2,8:58.0,C. McCollum makes 2-pt jump shot from 17 ft (assist by P. Connaughton),,26,41
128,2,8:38.0,,R. Rondo misses 2-pt layup from 1 ft,26,41
129,2,8:36.0,Defensive rebound by E. Davis,,26,41
130,2,8:22.0,Turnover by S. Napier (turnover),,26,41
131,2,8:08.0,,A. Davis misses 2-pt hook shot from 8 ft,26,41
132,2,8:06.0,Defensive rebound by E. Davis,,26,41
133,2,7:57.0,Turnover by C. McCollum (lost ball; steal by I. Clark),,26,41
134,2,7:51.0,,R. Rondo misses 2-pt layup from 1 ft,26,41
135,2,7:45.0,,Offensive rebound by A. Davis,26,41
136,2,7:45.0,,A. Davis makes 2-pt layup at rim,26,43
137,2,7:33.0,Turnover by P. Connaughton (lost ball; steal by D. Miller),,26,43
138,2,7:28.0,,D. Miller misses 3-pt jump shot from 25 ft,26,43
139,2,7:25.0,Defensive rebound by E. Davis,,26,43
140,2,7:18.0,C. McCollum misses 2-pt layup from 1 ft,,26,43
141,2,7:17.0,Offensive rebound by A. Aminu,,26,43
142,2,7:17.0,A. Aminu misses 2-pt layup from 2 ft,,26,43
143,2,7:17.0,,Defensive rebound by A. Davis,26,43
144,2,6:57.0,,R. Rondo makes 3-pt jump shot from 26 ft,26,46
145,2,6:55.0,Portland full timeout,,26,46
146,2,6:55.0,,N. Mirotić enters the game for I. Clark,26,46
147,2,6:55.0,,J. Holiday enters the game for S. Hill,26,46
148,2,6:55.0,D. Lillard enters the game for P. Connaughton,,26,46
149,2,6:41.0,D. Lillard misses 3-pt jump shot from 29 ft,,26,46
150,2,6:32.0,,Defensive rebound by A. Davis,26,46
151,2,6:21.0,,Turnover by R. Rondo (bad pass; steal by A. Aminu),26,46
152,2,6:06.0,D. Lillard misses 2-pt layup at rim,,26,46
153,2,6:03.0,,Defensive rebound by A. Davis,26,46
154,2,5:57.0,,R. Rondo misses 3-pt jump shot from 23 ft,26,46
155,2,5:52.0,Defensive rebound by A. Aminu,,26,46
156,2,5:41.0,C. McCollum misses 2-pt jump shot from 13 ft,,26,46
157,2,5:41.0,,Defensive rebound by A. Davis,26,46
158,2,5:25.0,,J. Holiday misses 2-pt layup from 1 ft,26,46
159,2,5:25.0,Defensive rebound by E. Davis,,26,46
160,2,5:25.0,Personal foul by J. Holiday (drawn by E. Davis),,26,46
161,2,5:25.0,,E. Moore enters the game for R. Rondo,26,46
162,2,5:25.0,M. Harkless enters the game for S. Napier,,26,46
163,2,5:08.0,A. Aminu makes 2-pt jump shot from 18 ft,,28,46
164,2,4:43.0,,N. Mirotić makes 2-pt layup from 1 ft (assist by A. Davis),28,48
165,2,4:33.0,Def 3 sec tech foul by A. Davis,,28,48
166,2,4:33.0,D. Lillard makes technical free throw,,29,48
167,2,4:20.0,A. Aminu makes 3-pt jump shot from 27 ft (assist by D. Lillard),,32,48
168,2,4:10.0,,A. Davis makes 2-pt dunk at rim (assist by J. Holiday),32,50
169,2,3:55.0,C. McCollum makes 2-pt jump shot from 13 ft,,34,50
170,2,3:45.0,,A. Davis misses 3-pt jump shot from 25 ft,34,50
171,2,3:41.0,Defensive rebound by E. Davis,,34,50
172,2,3:32.0,Shooting foul by A. Davis (drawn by D. Lillard),,34,50
173,2,3:32.0,D. Lillard makes free throw 1 of 2,,35,50
174,2,3:32.0,,R. Rondo enters the game for D. Miller,35,50
175,2,3:32.0,D. Lillard makes free throw 2 of 2,,36,50
176,2,3:25.0,,A. Davis makes 2-pt dunk at rim (assist by R. Rondo),36,52
177,2,3:00.0,C. McCollum makes 3-pt jump shot from 26 ft (assist by A. Aminu),,39,52
178,2,2:40.0,,J. Holiday misses 2-pt jump shot from 11 ft,39,52
179,2,2:35.0,Defensive rebound by E. Davis,,39,52
180,2,2:30.0,C. McCollum makes 2-pt jump shot from 7 ft,,41,52
181,2,2:18.0,,N. Mirotić makes 2-pt layup from 1 ft (assist by J. Holiday),41,54
182,2,1:54.0,M. Harkless misses 3-pt jump shot from 23 ft,,41,54
183,2,1:52.0,,Defensive rebound by R. Rondo,41,54
184,2,1:47.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by R. Rondo),41,57
185,2,1:20.0,M. Harkless misses 2-pt layup from 5 ft (block by N. Mirotić),,41,57
186,2,1:17.0,Offensive rebound by M. Harkless,,41,57
187,2,1:15.0,M. Harkless misses 2-pt jump shot from 2 ft,,41,57
188,2,1:12.0,,Defensive rebound by J. Holiday,41,57
189,2,1:11.0,,N. Mirotić makes 3-pt jump shot from 25 ft (assist by J. Holiday),41,60
190,2,0:54.0,C. McCollum makes 3-pt jump shot from 23 ft (assist by M. Harkless),,44,60
191,2,0:50.0,,Personal foul by C. McCollum (drawn by A. Davis),44,60
192,2,0:50.0,,S. Hill enters the game for A. Davis,44,60
193,2,0:35.0,,Turnover by J. Holiday (lost ball; steal by C. McCollum),44,60
194,2,0:35.0,Personal foul by S. Hill (drawn by D. Lillard),,44,60
195,2,0:35.0,D. Lillard makes free throw 1 of 2,,45,60
196,2,0:35.0,P. Connaughton enters the game for C. McCollum,,45,60
197,2,0:35.0,D. Lillard misses free throw 2 of 2,,45,60
198,2,0:33.0,,Defensive rebound by N. Mirotić,45,60
199,2,0:29.0,,E. Moore makes 2-pt jump shot from 22 ft (assist by R. Rondo),45,62
200,2,0:23.0,D. Lillard misses 3-pt jump shot from 27 ft,,45,62
201,2,0:19.0,,Defensive rebound by N. Mirotić,45,62
202,2,0:03.0,,J. Holiday makes 2-pt jump shot from 14 ft,45,64
203,2,0:00.0,P. Connaughton misses 3-pt jump shot from 50 ft,,45,64
204,2,0:00.0,Offensive rebound by Team,,45,64
205,3,11:39.0,,A. Davis misses 2-pt jump shot from 12 ft,45,64
206,3,11:35.0,Defensive rebound by A. Aminu,,45,64
207,3,11:22.0,J. Nurkić makes 2-pt layup from 1 ft (assist by D. Lillard),,47,64
208,3,11:08.0,,Turnover by R. Rondo (bad pass; steal by J. Nurkić),47,64
209,3,11:03.0,C. McCollum misses 2-pt jump shot from 20 ft,,47,64
210,3,11:00.0,Offensive rebound by J. Nurkić,,47,64
211,3,10:57.0,M. Harkless makes 3-pt jump shot from 26 ft (assist by J. Nurkić),,50,64
212,3,10:41.0,,New Orleans full timeout,50,64
213,3,10:32.0,,E. Moore misses 2-pt jump shot from 4 ft,50,64
214,3,10:30.0,Defensive rebound by J. Nurkić,,50,64
215,3,10:27.0,Turnover by D. Lillard (lost ball; steal by J. Holiday),,50,64
216,3,10:22.0,,J. Holiday makes 2-pt dunk at rim,50,66
217,3,10:11.0,C. McCollum misses 2-pt jump shot from 11 ft,,50,66
218,3,10:09.0,Offensive rebound by J. Nurkić,,50,66
219,3,10:07.0,J. Nurkić misses 2-pt layup from 1 ft,,50,66
220,3,10:05.0,,Defensive rebound by N. Mirotić,50,66
221,3,9:52.0,,A. Davis makes 2-pt jump shot from 5 ft (assist by R. Rondo),50,68
222,3,9:31.0,Turnover by D. Lillard (lost ball; steal by J. Holiday),,50,68
223,3,9:30.0,Violation by A. Aminu (kicked ball),,50,68
224,3,9:17.0,,A. Davis misses 3-pt jump shot from 24 ft,50,68
225,3,9:13.0,Defensive rebound by J. Nurkić,,50,68
226,3,9:01.0,Turnover by J. Nurkić (lost ball; steal by A. Davis),,50,68
227,3,9:01.0,,Personal foul by J. Nurkić (drawn by A. Davis),50,68
228,3,8:41.0,,J. Holiday misses 2-pt jump shot from 13 ft (block by A. Aminu),50,68
229,3,8:37.0,Defensive rebound by J. Nurkić,,50,68
230,3,8:31.0,Turnover by D. Lillard (out of bounds lost ball),,50,68
231,3,8:18.0,,E. Moore makes 2-pt jump shot from 9 ft,50,70
232,3,8:06.0,Personal foul by J. Holiday (drawn by M. Harkless),,50,70
233,3,7:57.0,Turnover by A. Aminu (out of bounds lost ball),,50,70
234,3,7:51.0,,R. Rondo makes 2-pt layup from 1 ft,50,72
235,3,7:50.0,Portland full timeout,,50,72
236,3,7:36.0,Personal foul by E. Moore (drawn by J. Nurkić),,50,72
237,3,7:28.0,M. Harkless misses 3-pt jump shot from 23 ft,,50,72
238,3,7:24.0,,Defensive rebound by E. Moore,50,72
239,3,7:17.0,,A. Davis makes 2-pt layup from 3 ft (assist by J. Holiday),50,74
240,3,7:17.0,,Shooting foul by J. Nurkić (drawn by A. Davis),50,74
241,3,7:17.0,,A. Davis makes free throw 1 of 1,50,75
242,3,7:00.0,A. Aminu misses 3-pt jump shot from 26 ft,,50,75
243,3,6:56.0,,Defensive rebound by E. Moore,50,75
244,3,6:48.0,,N. Mirotić misses 3-pt jump shot from 27 ft,50,75
245,3,6:44.0,Defensive rebound by C. McCollum,,50,75
246,3,6:39.0,C. McCollum makes 2-pt layup from 1 ft,,52,75
247,3,6:39.0,Shooting foul by A. Davis (drawn by C. McCollum),,52,75
248,3,6:39.0,C. McCollum makes free throw 1 of 1,,53,75
249,3,6:32.0,,A. Davis misses 2-pt jump shot from 17 ft,53,75
250,3,6:28.0,Defensive rebound by M. Harkless,,53,75
251,3,6:24.0,A. Aminu makes 2-pt layup from 1 ft (assist by C. McCollum),,55,75
252,3,6:11.0,,Turnover by R. Rondo (bad pass; steal by J. Nurkić),55,75
253,3,6:05.0,D. Lillard makes 3-pt jump shot from 24 ft,,58,75
254,3,5:50.0,,J. Holiday misses 3-pt jump shot from 24 ft,58,75
255,3,5:47.0,Defensive rebound by J. Nurkić,,58,75
256,3,5:35.0,A. Aminu makes 2-pt dunk at rim (assist by M. Harkless),,60,75
257,3,5:25.0,,New Orleans full timeout,60,75
258,3,5:25.0,,I. Clark enters the game for R. Rondo,60,75
259,3,5:25.0,,D. Miller enters the game for E. Moore,60,75
260,3,5:20.0,,Personal foul by M. Harkless (drawn by J. Holiday),60,75
261,3,5:08.0,,N. Mirotić makes 2-pt dunk from 1 ft (assist by A. Davis),60,77
262,3,4:56.0,A. Aminu misses 3-pt jump shot from 24 ft,,60,77
263,3,4:56.0,Offensive rebound by Team,,60,77
264,3,4:56.0,,Loose ball foul by N. Mirotić (drawn by J. Nurkić),60,77
265,3,4:43.0,Turnover by D. Lillard (lost ball; steal by J. Holiday),,60,77
266,3,4:35.0,,I. Clark misses 2-pt jump shot from 21 ft,60,77
267,3,4:27.0,,Offensive rebound by A. Davis,60,77
268,3,4:27.0,,A. Davis makes 2-pt dunk at rim,60,79
269,3,4:24.0,Shooting foul by I. Clark (drawn by C. McCollum),,60,79
270,3,4:24.0,C. McCollum makes free throw 1 of 2,,61,79
271,3,4:24.0,E. Davis enters the game for J. Nurkić,,61,79
272,3,4:24.0,C. McCollum misses free throw 2 of 2,,61,79
273,3,4:21.0,,Defensive rebound by J. Holiday,61,79
274,3,4:17.0,,N. Mirotić makes 2-pt layup from 1 ft (assist by J. Holiday),61,81
275,3,3:57.0,A. Aminu makes 2-pt layup from 1 ft (assist by C. McCollum),,63,81
276,3,3:43.0,,J. Holiday makes 2-pt layup from 1 ft,63,83
277,3,3:27.0,C. McCollum makes 2-pt jump shot from 10 ft,,65,83
278,3,3:05.0,,Turnover by J. Holiday (bad pass),65,83
279,3,3:05.0,,S. Hill enters the game for A. Davis,65,83
280,3,3:05.0,P. Connaughton enters the game for M. Harkless,,65,83
281,3,3:05.0,Z. Collins enters the game for A. Aminu,,65,83
282,3,2:53.0,D. Lillard misses 3-pt jump shot from 27 ft,,65,83
283,3,2:49.0,,Defensive rebound by J. Holiday,65,83
284,3,2:41.0,,S. Hill misses 2-pt layup from 1 ft,65,83
285,3,2:39.0,,Offensive rebound by S. Hill,65,83
286,3,2:36.0,,D. Miller misses 3-pt jump shot from 25 ft,65,83
287,3,2:36.0,,Offensive rebound by S. Hill,65,83
288,3,2:30.0,,Personal foul by D. Lillard (drawn by D. Miller),65,83
289,3,2:26.0,,N. Mirotić makes 3-pt jump shot from 27 ft (assist by I. Clark),65,86
290,3,2:13.0,Turnover by C. McCollum (lost ball; steal by N. Mirotić),,65,86
291,3,2:13.0,,Personal foul by C. McCollum (drawn by D. Miller),65,86
292,3,2:13.0,,D. Miller makes free throw 1 of 2,65,87
293,3,2:13.0,S. Napier enters the game for C. McCollum,,65,87
294,3,2:13.0,,D. Miller makes free throw 2 of 2,65,88
295,3,2:01.0,Offensive foul by E. Davis (drawn by I. Clark),,65,88
296,3,2:01.0,Turnover by E. Davis (offensive foul),,65,88
297,3,1:36.0,,N. Mirotić makes 2-pt layup from 3 ft,65,90
298,3,1:20.0,Z. Collins misses 2-pt layup from 5 ft,,65,90
299,3,1:17.0,,Defensive rebound by N. Mirotić,65,90
300,3,1:04.0,,I. Clark misses 3-pt jump shot from 23 ft,65,90
301,3,1:00.0,Defensive rebound by Z. Collins,,65,90
302,3,0:44.0,Personal block foul by N. Mirotić (drawn by Z. Collins),,65,90
303,3,0:44.0,Z. Collins makes free throw 1 of 2,,66,90
304,3,0:44.0,,A. Davis enters the game for N. Mirotić,66,90
305,3,0:44.0,Z. Collins makes free throw 2 of 2,,67,90
306,3,0:32.0,,Personal foul by P. Connaughton (drawn by A. Davis),67,90
307,3,0:32.0,,A. Davis makes free throw 1 of 2,67,91
308,3,0:32.0,,A. Davis misses free throw 2 of 2,67,91
309,3,0:30.0,Defensive rebound by Z. Collins,,67,91
310,3,0:16.0,D. Lillard makes 2-pt layup from 1 ft,,69,91
311,3,0:16.0,Shooting foul by I. Clark (drawn by D. Lillard),,69,91
312,3,0:16.0,D. Lillard makes free throw 1 of 1,,70,91
313,3,0:00.0,,J. Holiday misses 2-pt jump shot from 21 ft,70,91
314,3,0:00.0,,Offensive rebound by Team,70,91
315,4,11:45.0,Shooting foul by R. Rondo (drawn by D. Lillard),,70,91
316,4,11:45.0,D. Lillard makes free throw 1 of 2,,71,91
317,4,11:45.0,J. Nurkić enters the game for E. Davis,,71,91
318,4,11:45.0,D. Lillard makes free throw 2 of 2,,72,91
319,4,11:32.0,,Turnover by D. Miller (bad pass),72,91
320,4,11:20.0,Turnover by D. Lillard (lost ball; steal by R. Rondo),,72,91
321,4,11:08.0,,R. Rondo makes 2-pt jump shot from 8 ft (assist by D. Miller),72,93
322,4,10:57.0,S. Napier misses 3-pt jump shot from 25 ft,,72,93
323,4,10:54.0,,Defensive rebound by R. Rondo,72,93
324,4,10:47.0,,Shooting foul by Z. Collins (drawn by A. Davis),72,93
325,4,10:47.0,,A. Davis makes free throw 1 of 2,72,94
326,4,10:47.0,,A. Davis makes free throw 2 of 2,72,95
327,4,10:36.0,,Violation by A. Davis (kicked ball),72,95
328,4,10:27.0,C. McCollum makes 2-pt layup from 2 ft,,74,95
329,4,10:22.0,,D. Miller makes 3-pt jump shot from 25 ft (assist by R. Rondo),74,98
330,4,10:10.0,C. McCollum misses 3-pt jump shot from 25 ft,,74,98
331,4,10:06.0,,Defensive rebound by A. Davis,74,98
332,4,9:58.0,,R. Rondo misses 2-pt layup from 2 ft (block by Z. Collins),74,98
333,4,9:58.0,,Offensive rebound by Team,74,98
334,4,9:56.0,,D. Miller misses 2-pt jump shot from 16 ft,74,98
335,4,9:53.0,,Offensive rebound by R. Rondo,74,98
336,4,9:50.0,,R. Rondo makes 2-pt layup from 1 ft,74,100
337,4,9:50.0,Portland full timeout,,74,100
338,4,9:38.0,Shooting foul by S. Hill (drawn by J. Nurkić),,74,100
339,4,9:38.0,J. Nurkić misses free throw 1 of 2,,74,100
340,4,9:38.0,Offensive rebound by Team,,74,100
341,4,9:38.0,J. Nurkić makes free throw 2 of 2,,75,100
342,4,9:23.0,,A. Davis makes 2-pt jump shot from 10 ft (assist by D. Miller),75,102
343,4,9:11.0,Z. Collins misses 2-pt layup from 5 ft (block by A. Davis),,75,102
344,4,9:11.0,Offensive rebound by Z. Collins,,75,102
345,4,9:06.0,Z. Collins makes 2-pt layup from 2 ft,,77,102
346,4,8:46.0,,R. Rondo misses 2-pt jump shot from 10 ft,77,102
347,4,8:46.0,Defensive rebound by S. Napier,,77,102
348,4,8:35.0,J. Nurkić misses 2-pt jump shot from 9 ft,,77,102
349,4,8:29.0,Offensive rebound by Z. Collins,,77,102
350,4,8:29.0,Z. Collins makes 2-pt dunk at rim,,79,102
351,4,8:21.0,,A. Davis makes 2-pt jump shot from 19 ft,79,104
352,4,8:03.0,D. Lillard misses 3-pt jump shot from 26 ft (block by R. Rondo),,79,104
353,4,7:59.0,,Defensive rebound by A. Davis,79,104
354,4,7:56.0,,D. Miller makes 3-pt jump shot from 26 ft (assist by R. Rondo),79,107
355,4,7:55.0,Portland full timeout,,79,107
356,4,7:55.0,,J. Holiday enters the game for R. Rondo,79,107
357,4,7:55.0,,E. Moore enters the game for D. Miller,79,107
358,4,7:55.0,W. Baldwin enters the game for D. Lillard,,79,107
359,4,7:55.0,J. Layman enters the game for C. McCollum,,79,107
360,4,7:55.0,M. Leonard enters the game for Z. Collins,,79,107
361,4,7:55.0,C. Swanigan enters the game for J. Nurkić,,79,107
362,4,7:34.0,C. Swanigan misses 2-pt jump shot from 19 ft,,79,107
363,4,7:31.0,,Defensive rebound by E. Moore,79,107
364,4,7:13.0,,A. Davis makes 2-pt dunk at rim (assist by J. Holiday),79,109
365,4,7:05.0,Personal foul by I. Clark (drawn by S. Napier),,79,109
366,4,7:05.0,,C. Diallo enters the game for A. Davis,79,109
367,4,7:05.0,,J. Crawford enters the game for J. Holiday,79,109
368,4,6:57.0,W. Baldwin misses 2-pt jump shot from 19 ft,,79,109
369,4,6:54.0,,Defensive rebound by S. Hill,79,109
370,4,6:46.0,,J. Crawford makes 3-pt jump shot from 27 ft,79,112
371,4,6:21.0,S. Napier makes 2-pt jump shot from 12 ft,,81,112
372,4,6:05.0,,C. Diallo misses 2-pt jump shot from 15 ft,81,112
373,4,6:02.0,Defensive rebound by M. Leonard,,81,112
374,4,5:59.0,Personal foul by I. Clark (drawn by W. Baldwin),,81,112
375,4,5:59.0,,D. Liggins enters the game for E. Moore,81,112
376,4,5:52.0,M. Leonard makes 2-pt dunk at rim (assist by W. Baldwin),,83,112
377,4,5:37.0,,J. Crawford misses 3-pt jump shot from 27 ft,83,112
378,4,5:35.0,Defensive rebound by M. Leonard,,83,112
379,4,5:20.0,M. Leonard makes 2-pt dunk at rim (assist by J. Layman),,85,112
380,4,5:07.0,,Turnover by S. Hill (bad pass; steal by J. Layman),85,112
