,QUARTER,TIME_REMAINING,CHICAGO_ACTION,CHARLOTTE_ACTION,CHICAGO_SCORE,CHARLOTTE_SCORE
0,1,11:46.0,,Turnover by K. Walker (out of bounds lost ball),0,0
1,1,11:23.0,C. Felício makes 2-pt jump shot from 16 ft (assist by Z. LaVine),,2,0
2,1,11:07.0,,D. Howard makes 2-pt dunk from 1 ft (assist by N. Batum),2,2
3,1,10:45.0,C. Felício makes 2-pt jump shot from 18 ft (assist by K. Dunn),,4,2
4,1,10:29.0,,K. Walker misses 2-pt layup from 4 ft (block by K. Dunn),4,2
5,1,10:26.0,,Offensive rebound by D. Howard,4,2
6,1,10:22.0,,D. Howard makes 2-pt dunk from 1 ft,4,4
7,1,9:55.0,C. Felício makes 2-pt layup from 1 ft (assist by Z. LaVine),,6,4
8,1,9:40.0,,Personal foul by D. Nwaba (drawn by K. Walker),6,4
9,1,9:32.0,,K. Walker misses 3-pt jump shot from 25 ft,6,4
10,1,9:29.0,Defensive rebound by C. Felício,,6,4
11,1,9:20.0,L. Markkanen misses 2-pt jump shot from 20 ft,,6,4
12,1,9:20.0,,Defensive rebound by M. Williams,6,4
13,1,9:10.0,,M. Williams makes 3-pt jump shot from 27 ft (assist by N. Batum),6,7
14,1,8:56.0,Z. LaVine misses 2-pt jump shot from 21 ft,,6,7
15,1,8:56.0,,Defensive rebound by D. Howard,6,7
16,1,8:42.0,,Shooting foul by C. Felício (drawn by K. Walker),6,7
17,1,8:42.0,,K. Walker makes free throw 1 of 2,6,8
18,1,8:42.0,,K. Walker misses free throw 2 of 2,6,8
19,1,8:39.0,Defensive rebound by C. Felício,,6,8
20,1,8:29.0,Z. LaVine makes 2-pt layup from 1 ft,,8,8
21,1,8:18.0,,K. Walker makes 3-pt jump shot from 25 ft,8,11
22,1,7:52.0,Turnover by L. Markkanen (bad pass; steal by M. Kidd-Gilchrist),,8,11
23,1,7:41.0,,N. Batum misses 3-pt jump shot from 24 ft,8,11
24,1,7:38.0,Defensive rebound by C. Felício,,8,11
25,1,7:33.0,L. Markkanen misses 2-pt layup at rim,,8,11
26,1,7:31.0,Offensive rebound by D. Nwaba,,8,11
27,1,7:24.0,Z. LaVine makes 2-pt jump shot from 12 ft,,10,11
28,1,7:08.0,,K. Walker makes 3-pt jump shot from 26 ft,10,14
29,1,6:52.0,L. Markkanen makes 3-pt jump shot from 25 ft (assist by C. Felício),,13,14
30,1,6:29.0,,D. Howard makes 2-pt dunk from 1 ft (assist by N. Batum),13,16
31,1,6:08.0,Z. LaVine misses 2-pt layup from 2 ft,,13,16
32,1,6:02.0,Offensive rebound by Z. LaVine,,13,16
33,1,6:02.0,Z. LaVine misses 2-pt layup at rim (block by N. Batum),,13,16
34,1,6:02.0,,Defensive rebound by N. Batum,13,16
35,1,5:57.0,,K. Walker misses 3-pt jump shot from 26 ft,13,16
