,QUARTER,TIME_REMAINING,DALLAS_ACTION,DENVER_ACTION,DALLAS_SCORE,DENVER_SCORE
0,1,11:41.0,,G. Harris makes 2-pt jump shot from 22 ft (assist by N. Jokić),0,2
1,1,11:24.0,H. Barnes makes 2-pt jump shot from 6 ft (assist by D. Nowitzki),,2,2
2,1,11:11.0,,T. Craig makes 3-pt jump shot from 26 ft (assist by G. Harris),2,5
3,1,10:56.0,D. Smith misses 3-pt jump shot from 25 ft,,2,5
4,1,10:53.0,,Defensive rebound by M. Plumlee,2,5
5,1,10:41.0,,N. Jokić makes 2-pt jump shot from 18 ft,2,7
6,1,10:16.0,M. Kleber misses 2-pt layup from 2 ft,,2,7
7,1,10:14.0,,Defensive rebound by Team,2,7
8,1,10:00.0,,G. Harris makes 3-pt jump shot from 25 ft,2,10
9,1,9:39.0,D. Nowitzki makes 2-pt jump shot from 17 ft (assist by D. Smith),,4,10
10,1,9:24.0,,Personal foul by M. Kleber (drawn by N. Jokić),4,10
11,1,9:14.0,,W. Barton makes 3-pt jump shot from 27 ft (assist by N. Jokić),4,13
12,1,8:59.0,Turnover by H. Barnes (bad pass; steal by M. Plumlee),,4,13
13,1,8:57.0,,M. Plumlee makes 2-pt dunk from 1 ft,4,15
14,1,8:57.0,Dallas full timeout,,4,15
15,1,8:48.0,H. Barnes misses 2-pt jump shot from 11 ft,,4,15
16,1,8:45.0,,Defensive rebound by N. Jokić,4,15
17,1,8:25.0,,M. Plumlee misses 2-pt hook shot from 4 ft,4,15
18,1,8:22.0,Defensive rebound by D. Nowitzki,,4,15
19,1,8:11.0,D. Nowitzki misses 2-pt jump shot from 14 ft,,4,15
20,1,8:08.0,,Defensive rebound by W. Barton,4,15
21,1,8:04.0,,T. Craig makes 2-pt layup from 3 ft (assist by W. Barton),4,17
22,1,7:40.0,H. Barnes makes 3-pt jump shot from 25 ft (assist by D. Smith),,7,17
23,1,7:19.0,,G. Harris misses 3-pt jump shot from 26 ft,7,17
24,1,7:16.0,,Offensive rebound by M. Plumlee,7,17
25,1,7:14.0,,M. Plumlee makes 2-pt dunk from 1 ft,7,19
26,1,6:51.0,H. Barnes misses 2-pt jump shot from 21 ft,,7,19
27,1,6:49.0,Offensive rebound by D. Smith,,7,19
28,1,6:45.0,H. Barnes makes 2-pt layup from 2 ft,,9,19
29,1,6:34.0,,G. Harris makes 2-pt layup from 1 ft (assist by M. Plumlee),9,21
30,1,6:09.0,Shooting foul by W. Barton (drawn by D. Smith),,9,21
31,1,6:09.0,D. Smith misses free throw 1 of 3,,9,21
32,1,6:09.0,Offensive rebound by Team,,9,21
33,1,6:09.0,D. Smith makes free throw 2 of 3,,10,21
34,1,6:09.0,S. Mejri enters the game for D. Nowitzki,,10,21
35,1,6:09.0,D. Smith misses free throw 3 of 3,,10,21
36,1,6:06.0,,Defensive rebound by N. Jokić,10,21
37,1,5:53.0,,M. Plumlee misses 2-pt dunk from 2 ft (block by S. Mejri),10,21
38,1,5:53.0,Defensive rebound by W. Matthews,,10,21
39,1,5:36.0,M. Kleber makes 3-pt jump shot from 22 ft (assist by W. Matthews),,13,21
40,1,5:22.0,,Turnover by M. Plumlee (bad pass; steal by M. Kleber),13,21
41,1,5:16.0,D. Smith misses 2-pt layup from 1 ft (block by M. Plumlee),,13,21
42,1,5:13.0,,Defensive rebound by T. Craig,13,21
43,1,5:13.0,,Personal foul by W. Matthews (drawn by T. Craig),13,21
44,1,5:13.0,,J. Murray enters the game for T. Craig,13,21
45,1,5:13.0,,W. Chandler enters the game for W. Barton,13,21
46,1,5:13.0,Y. Ferrell enters the game for D. Smith,,13,21
47,1,5:07.0,,N. Jokić makes 2-pt jump shot from 13 ft (assist by G. Harris),13,23
48,1,4:43.0,M. Kleber misses 3-pt jump shot from 22 ft,,13,23
49,1,4:41.0,Offensive rebound by S. Mejri,,13,23
50,1,4:40.0,Personal foul by M. Plumlee (drawn by S. Mejri),,13,23
51,1,4:40.0,,T. Lyles enters the game for M. Plumlee,13,23
52,1,4:34.0,W. Matthews misses 3-pt jump shot from 26 ft,,13,23
53,1,4:31.0,,Defensive rebound by N. Jokić,13,23
54,1,4:30.0,,Shooting foul by W. Matthews (drawn by G. Harris),13,23
55,1,4:30.0,,G. Harris makes free throw 1 of 2,13,24
56,1,4:30.0,K. Collinsworth enters the game for W. Matthews,,13,24
