,QUARTER,TIME_REMAINING,INDIANA_ACTION,TORONTO_ACTION,INDIANA_SCORE,TORONTO_SCORE
0,1,11:37.0,,Turnover by D. DeRozan (bad pass),0,0
1,1,11:19.0,M. Turner misses 2-pt jump shot from 17 ft,,0,0
2,1,11:17.0,,Defensive rebound by O. Anunoby,0,0
3,1,11:02.0,,J. Valančiūnas misses 2-pt jump shot from 15 ft,0,0
4,1,11:00.0,Defensive rebound by T. Young,,0,0
5,1,10:51.0,T. Young misses 2-pt jump shot from 16 ft,,0,0
6,1,10:48.0,,Defensive rebound by K. Lowry,0,0
7,1,10:43.0,,S. Ibaka makes 3-pt jump shot from 25 ft (assist by K. Lowry),0,3
8,1,10:28.0,V. Oladipo makes 2-pt jump shot from 11 ft (assist by D. Collison),,2,3
9,1,10:17.0,Offensive charge foul by S. Ibaka (drawn by T. Young),,2,3
10,1,10:17.0,,Turnover by S. Ibaka (offensive foul),2,3
11,1,10:04.0,Turnover by B. Bogdanović (bad pass; steal by K. Lowry),,2,3
12,1,9:56.0,,S. Ibaka misses 2-pt hook shot from 7 ft,2,3
13,1,9:54.0,Defensive rebound by V. Oladipo,,2,3
14,1,9:48.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,2,3
15,1,9:45.0,,Defensive rebound by J. Valančiūnas,2,3
16,1,9:36.0,,J. Valančiūnas misses 2-pt layup from 6 ft (block by M. Turner),2,3
17,1,9:33.0,Defensive rebound by M. Turner,,2,3
18,1,9:30.0,B. Bogdanović misses 2-pt layup from 3 ft (block by D. DeRozan),,2,3
19,1,9:26.0,,Defensive rebound by D. DeRozan,2,3
20,1,9:23.0,,D. DeRozan makes 2-pt jump shot from 14 ft,2,5
21,1,9:23.0,,Shooting foul by T. Young (drawn by D. DeRozan),2,5
22,1,9:23.0,,D. DeRozan misses free throw 1 of 1,2,5
23,1,9:18.0,Defensive rebound by T. Young,,2,5
24,1,9:11.0,Turnover by V. Oladipo (lost ball; steal by O. Anunoby),,2,5
25,1,9:08.0,,O. Anunoby makes 2-pt dunk from 1 ft,2,7
26,1,8:55.0,V. Oladipo misses 2-pt dunk at rim (block by J. Valančiūnas),,2,7
27,1,8:53.0,,Defensive rebound by D. DeRozan,2,7
28,1,8:44.0,,D. DeRozan misses 2-pt layup from 2 ft,2,7
29,1,8:39.0,Defensive rebound by D. Collison,,2,7
30,1,8:28.0,B. Bogdanović makes 2-pt jump shot from 17 ft (assist by D. Collison),,4,7
31,1,8:12.0,,J. Valančiūnas makes 2-pt jump shot from 4 ft (assist by K. Lowry),4,9
32,1,7:54.0,T. Young misses 2-pt layup from 5 ft,,4,9
33,1,7:52.0,,Defensive rebound by S. Ibaka,4,9
34,1,7:45.0,,S. Ibaka misses 3-pt jump shot from 23 ft,4,9
35,1,7:40.0,,Offensive rebound by J. Valančiūnas,4,9
36,1,7:38.0,,S. Ibaka makes 2-pt jump shot from 14 ft (assist by K. Lowry),4,11
37,1,7:31.0,Indiana full timeout,,4,11
38,1,7:10.0,T. Young misses 2-pt jump shot from 10 ft,,4,11
39,1,7:04.0,Offensive rebound by M. Turner,,4,11
40,1,7:04.0,M. Turner misses 2-pt layup at rim,,4,11
41,1,7:04.0,,Defensive rebound by K. Lowry,4,11
42,1,6:57.0,,Turnover by K. Lowry (bad pass; steal by V. Oladipo),4,11
43,1,6:57.0,Personal foul by K. Lowry (drawn by V. Oladipo),,4,11
44,1,6:41.0,M. Turner misses 2-pt jump shot from 18 ft,,4,11
45,1,6:38.0,,Defensive rebound by J. Valančiūnas,4,11
46,1,6:31.0,,S. Ibaka makes 2-pt dunk from 1 ft (assist by D. DeRozan),4,13
47,1,6:15.0,T. Young misses 2-pt jump shot from 8 ft,,4,13
48,1,6:11.0,Offensive rebound by T. Young,,4,13
49,1,6:11.0,T. Young misses 2-pt layup at rim,,4,13
50,1,6:11.0,,Defensive rebound by K. Lowry,4,13
51,1,6:07.0,,K. Lowry misses 3-pt jump shot from 25 ft,4,13
52,1,6:05.0,,Offensive rebound by S. Ibaka,4,13
53,1,5:58.0,,Turnover by K. Lowry (turnover),4,13
