,QUARTER,TIME_REMAINING,ORLANDO_ACTION,NEW YORK_ACTION,ORLANDO_SCORE,NEW YORK_SCORE
0,1,11:34.0,D. Augustin misses 3-pt jump shot from 25 ft (block by K. O'Quinn),,0,0
1,1,11:31.0,,Defensive rebound by L. Thomas,0,0
2,1,11:21.0,,Personal foul by A. Gordon (drawn by T. Burke),0,0
3,1,11:16.0,,K. O'Quinn misses 2-pt jump shot from 14 ft,0,0
4,1,11:12.0,Defensive rebound by A. Gordon,,0,0
5,1,11:02.0,D. Augustin makes 2-pt layup from 2 ft (assist by A. Gordon),,2,0
6,1,10:42.0,,T. Burke misses 2-pt layup from 1 ft,2,0
7,1,10:40.0,Defensive rebound by M. Hezonja,,2,0
8,1,10:36.0,N. Vučević makes 2-pt layup at rim (assist by D. Augustin),,4,0
9,1,10:25.0,,Shooting foul by M. Hezonja (drawn by T. Hardaway),4,0
10,1,10:25.0,,T. Hardaway makes free throw 1 of 2,4,1
11,1,10:25.0,,T. Hardaway makes free throw 2 of 2,4,2
12,1,10:03.0,A. Gordon misses 3-pt jump shot from 25 ft,,4,2
13,1,10:02.0,,Defensive rebound by T. Hardaway,4,2
14,1,9:55.0,,L. Thomas misses 3-pt jump shot from 25 ft,4,2
15,1,9:54.0,,Offensive rebound by K. O'Quinn,4,2
16,1,9:51.0,,K. O'Quinn makes 2-pt layup from 1 ft,4,4
17,1,9:34.0,N. Vučević misses 2-pt jump shot from 20 ft,,4,4
18,1,9:33.0,,Defensive rebound by F. Ntilikina,4,4
19,1,9:30.0,,Personal foul by N. Vučević (drawn by K. O'Quinn),4,4
20,1,9:26.0,,T. Hardaway misses 3-pt jump shot from 24 ft,4,4
21,1,9:25.0,,Offensive rebound by L. Thomas,4,4
22,1,9:17.0,,L. Thomas misses 3-pt jump shot from 22 ft,4,4
23,1,9:15.0,Defensive rebound by N. Vučević,,4,4
24,1,8:59.0,Turnover by W. Iwundu (bad pass; steal by L. Thomas),,4,4
25,1,8:57.0,,Turnover by F. Ntilikina (bad pass),4,4
26,1,8:40.0,Turnover by N. Vučević (bad pass; steal by T. Burke),,4,4
27,1,8:35.0,,T. Burke misses 3-pt jump shot from 25 ft,4,4
28,1,8:34.0,Defensive rebound by N. Vučević,,4,4
29,1,8:25.0,Turnover by N. Vučević (lost ball; steal by T. Hardaway),,4,4
30,1,8:19.0,,T. Hardaway makes 2-pt layup at rim,4,6
31,1,7:56.0,W. Iwundu misses 3-pt jump shot from 22 ft,,4,6
32,1,7:55.0,,Defensive rebound by L. Thomas,4,6
33,1,7:52.0,,Personal foul by W. Iwundu (drawn by F. Ntilikina),4,6
34,1,7:31.0,,F. Ntilikina misses 2-pt jump shot from 20 ft,4,6
35,1,7:30.0,,Offensive rebound by Team,4,6
36,1,7:13.0,,K. O'Quinn makes 2-pt layup from 1 ft (assist by T. Burke),4,8
37,1,7:05.0,Personal foul by F. Ntilikina (drawn by D. Augustin),,4,8
38,1,7:02.0,,Violation by T. Burke (kicked ball),4,8
39,1,6:56.0,A. Gordon makes 2-pt jump shot from 12 ft (assist by D. Augustin),,6,8
40,1,6:38.0,,F. Ntilikina misses 3-pt jump shot from 22 ft,6,8
41,1,6:37.0,,Offensive rebound by F. Ntilikina,6,8
42,1,6:32.0,,K. O'Quinn makes 2-pt layup from 1 ft (assist by F. Ntilikina),6,10
43,1,6:20.0,M. Hezonja makes 3-pt jump shot from 28 ft (assist by D. Augustin),,9,10
44,1,6:06.0,,T. Hardaway makes 2-pt layup at rim (assist by T. Burke),9,12
45,1,5:44.0,N. Vučević makes 2-pt hook shot from 8 ft (assist by D. Augustin),,11,12
46,1,5:34.0,,New York full timeout,11,12
47,1,5:34.0,,L. Kornet enters the game for K. O'Quinn,11,12
48,1,5:34.0,,E. Mudiay enters the game for F. Ntilikina,11,12
49,1,5:34.0,J. Artis enters the game for M. Hezonja,,11,12
50,1,5:28.0,,T. Hardaway makes 2-pt layup from 1 ft (assist by L. Kornet),11,14
51,1,5:13.0,Shooting foul by L. Kornet (drawn by N. Vučević),,11,14
52,1,5:13.0,N. Vučević makes free throw 1 of 2,,12,14
53,1,5:13.0,N. Vučević makes free throw 2 of 2,,13,14
54,1,4:56.0,,T. Burke makes 2-pt layup at rim,13,16
55,1,4:44.0,S. Mack enters the game for D. Augustin,,13,16
56,1,4:34.0,A. Gordon misses 3-pt jump shot from 25 ft,,13,16
57,1,4:34.0,Offensive rebound by N. Vučević,,13,16
58,1,4:29.0,J. Artis makes 3-pt jump shot from 26 ft (assist by N. Vučević),,16,16
59,1,4:12.0,,L. Kornet misses 3-pt jump shot from 25 ft,16,16
60,1,4:12.0,Defensive rebound by S. Mack,,16,16
61,1,4:07.0,W. Iwundu misses 2-pt layup from 2 ft,,16,16
62,1,4:07.0,Offensive rebound by W. Iwundu,,16,16
63,1,4:06.0,Shooting foul by L. Kornet (drawn by W. Iwundu),,16,16
64,1,4:06.0,W. Iwundu misses free throw 1 of 2,,16,16
65,1,4:06.0,Offensive rebound by Team,,16,16
66,1,4:06.0,W. Iwundu misses free throw 2 of 2,,16,16
67,1,4:04.0,,Defensive rebound by T. Hardaway,16,16
68,1,3:49.0,,L. Thomas misses 3-pt jump shot from 22 ft,16,16
69,1,3:48.0,Defensive rebound by Team,,16,16
70,1,3:34.0,Shooting foul by T. Hardaway (drawn by A. Gordon),,16,16
71,1,3:34.0,A. Gordon misses free throw 1 of 2,,16,16
72,1,3:34.0,Offensive rebound by Team,,16,16
73,1,3:34.0,,C. Lee enters the game for T. Burke,16,16
74,1,3:34.0,B. Biyombo enters the game for N. Vučević,,16,16
75,1,3:34.0,A. Gordon makes free throw 2 of 2,,17,16
76,1,3:20.0,,T. Hardaway makes 2-pt layup at rim (assist by L. Kornet),17,18
77,1,2:59.0,A. Gordon misses 2-pt jump shot from 13 ft,,17,18
78,1,2:58.0,,Defensive rebound by T. Hardaway,17,18
79,1,2:50.0,,Turnover by E. Mudiay (out of bounds lost ball),17,18
80,1,2:50.0,Orlando full timeout,,17,18
81,1,2:50.0,R. Purvis enters the game for W. Iwundu,,17,18
82,1,2:30.0,J. Artis makes 3-pt jump shot from 23 ft (assist by R. Purvis),,20,18
83,1,2:10.0,,Shooting foul by B. Biyombo (drawn by T. Hardaway),20,18
84,1,2:10.0,,T. Hardaway misses free throw 1 of 2,20,18
85,1,2:10.0,,Offensive rebound by Team,20,18
86,1,2:10.0,,T. Hardaway makes free throw 2 of 2,20,19
87,1,1:58.0,B. Biyombo makes 2-pt jump shot from 11 ft (assist by S. Mack),,22,19
88,1,1:40.0,,C. Lee makes 2-pt jump shot from 15 ft,22,21
89,1,1:26.0,A. Gordon misses 2-pt jump shot from 10 ft,,22,21
90,1,1:25.0,,Defensive rebound by E. Mudiay,22,21
91,1,1:14.0,,E. Mudiay makes 2-pt jump shot from 13 ft,22,23
92,1,0:51.0,S. Mack makes 3-pt jump shot from 22 ft (assist by J. Artis),,25,23
93,1,0:40.0,,Turnover by E. Mudiay (lost ball; steal by S. Mack),25,23
94,1,0:30.0,Turnover by S. Mack (out of bounds lost ball),,25,23
95,1,0:09.0,,L. Kornet misses 3-pt jump shot from 27 ft,25,23
96,1,0:07.0,,Offensive rebound by Team,25,23
97,1,0:07.0,Loose ball foul by A. Gordon (drawn by L. Thomas),,25,23
98,1,0:07.0,,L. Thomas makes free throw 1 of 2,25,24
99,1,0:07.0,,F. Ntilikina enters the game for L. Kornet,25,24
100,1,0:07.0,M. Hezonja enters the game for A. Gordon,,25,24
101,1,0:07.0,,L. Thomas makes free throw 2 of 2,25,25
102,1,0:00.0,S. Mack makes 2-pt layup at rim,,27,25
103,1,0:00.0,,T. Hardaway misses 3-pt jump shot from 73 ft,27,25
104,1,0:00.0,,Offensive rebound by Team,27,25
105,2,11:35.0,,E. Mudiay misses 3-pt jump shot from 25 ft,27,25
106,2,11:34.0,,Offensive rebound by I. Hicks,27,25
107,2,11:31.0,,I. Hicks misses 2-pt layup from 2 ft,27,25
108,2,11:30.0,Defensive rebound by B. Biyombo,,27,25
109,2,11:06.0,J. Artis misses 3-pt jump shot from 22 ft,,27,25
110,2,11:05.0,,Defensive rebound by K. O'Quinn,27,25
111,2,10:52.0,,C. Lee misses 2-pt layup from 1 ft,27,25
112,2,10:51.0,Defensive rebound by B. Biyombo,,27,25
113,2,10:42.0,R. Purvis misses 3-pt jump shot from 22 ft,,27,25
114,2,10:41.0,Offensive rebound by B. Biyombo,,27,25
115,2,10:35.0,S. Mack misses 2-pt jump shot from 13 ft,,27,25
116,2,10:34.0,Offensive rebound by S. Mack,,27,25
117,2,10:32.0,B. Biyombo misses 2-pt jump shot from 2 ft (block by F. Ntilikina),,27,25
118,2,10:31.0,,Defensive rebound by I. Hicks,27,25
119,2,10:17.0,,Shooting foul by B. Biyombo (drawn by I. Hicks),27,25
120,2,10:17.0,,I. Hicks makes free throw 1 of 2,27,26
121,2,10:17.0,,I. Hicks makes free throw 2 of 2,27,27
122,2,10:04.0,B. Biyombo misses 2-pt layup at rim (block by I. Hicks),,27,27
123,2,10:03.0,Offensive rebound by Team,,27,27
124,2,10:01.0,R. Purvis misses 2-pt jump shot from 14 ft,,27,27
125,2,10:00.0,,Defensive rebound by K. O'Quinn,27,27
126,2,9:47.0,,K. O'Quinn misses 2-pt jump shot from 2 ft,27,27
127,2,9:46.0,Defensive rebound by S. Mack,,27,27
128,2,9:39.0,J. Artis misses 3-pt jump shot from 26 ft,,27,27
129,2,9:38.0,,Defensive rebound by I. Hicks,27,27
130,2,9:23.0,,I. Hicks misses 3-pt jump shot from 25 ft,27,27
131,2,9:22.0,Defensive rebound by J. Artis,,27,27
132,2,9:15.0,M. Hezonja misses 3-pt jump shot from 25 ft,,27,27
133,2,9:14.0,,Defensive rebound by Team,27,27
134,2,9:14.0,K. Birch enters the game for B. Biyombo,,27,27
135,2,8:54.0,,F. Ntilikina misses 2-pt layup from 1 ft (block by K. Birch),27,27
136,2,8:53.0,Defensive rebound by S. Mack,,27,27
137,2,8:50.0,Shooting foul by E. Mudiay (drawn by R. Purvis),,27,27
138,2,8:50.0,R. Purvis misses free throw 1 of 2,,27,27
139,2,8:50.0,Offensive rebound by Team,,27,27
140,2,8:50.0,R. Purvis makes free throw 2 of 2,,28,27
141,2,8:27.0,,F. Ntilikina makes 2-pt layup from 1 ft,28,29
142,2,8:16.0,K. Birch misses 2-pt dunk from 1 ft,,28,29
143,2,8:15.0,,Defensive rebound by K. O'Quinn,28,29
144,2,7:54.0,,K. O'Quinn misses 3-pt jump shot from 25 ft,28,29
145,2,7:53.0,Defensive rebound by J. Artis,,28,29
146,2,7:49.0,R. Purvis misses 2-pt layup from 2 ft (block by K. O'Quinn),,28,29
147,2,7:48.0,Offensive rebound by Team,,28,29
148,2,7:45.0,,Loose ball foul by F. Ntilikina (drawn by K. Birch),28,29
149,2,7:45.0,,T. Burke enters the game for E. Mudiay,28,29
150,2,7:45.0,,D. Dotson enters the game for F. Ntilikina,28,29
151,2,7:27.0,Shooting foul by K. O'Quinn (drawn by J. Artis),,28,29
152,2,7:27.0,J. Artis makes free throw 1 of 2,,29,29
153,2,7:27.0,J. Artis misses free throw 2 of 2,,29,29
154,2,7:26.0,,Defensive rebound by K. O'Quinn,29,29
155,2,7:12.0,,I. Hicks misses 2-pt layup from 1 ft (block by K. Birch),29,29
156,2,7:11.0,Defensive rebound by S. Mack,,29,29
157,2,7:05.0,R. Purvis misses 3-pt jump shot from 26 ft,,29,29
158,2,7:04.0,Offensive rebound by M. Hezonja,,29,29
159,2,6:59.0,M. Hezonja misses 2-pt layup at rim,,29,29
160,2,6:58.0,,Defensive rebound by I. Hicks,29,29
161,2,6:52.0,,T. Burke makes 3-pt jump shot from 25 ft (assist by I. Hicks),29,32
162,2,6:35.0,J. Artis makes 2-pt jump shot from 8 ft (assist by R. Purvis),,31,32
163,2,6:19.0,,T. Burke makes 2-pt jump shot from 19 ft,31,34
164,2,6:09.0,S. Mack misses 2-pt jump shot from 2 ft (block by K. O'Quinn),,31,34
165,2,6:08.0,Offensive rebound by K. Birch,,31,34
