,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,CHARLOTTE_ACTION,OKLAHOMA CITY_SCORE,CHARLOTTE_SCORE
385,4,6:38.0,R. Felton makes 2-pt jump shot from 15 ft,,93,84
386,4,6:35.0,,Charlotte full timeout,93,84
387,4,6:35.0,,M. Williams enters the game for M. Monk,93,84
388,4,6:35.0,,K. Walker enters the game for J. Lamb,93,84
389,4,6:35.0,,M. Kidd-Gilchrist enters the game for M. Carter-Williams,93,84
390,4,6:35.0,,D. Howard enters the game for T. Graham,93,84
391,4,6:35.0,,N. Batum enters the game for F. Kaminsky,93,84
392,4,6:35.0,S. Adams enters the game for J. Grant,,93,84
393,4,6:35.0,C. Anthony enters the game for J. Huestis,,93,84
394,4,6:35.0,R. Westbrook enters the game for P. Patterson,,93,84
395,4,6:20.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 20 ft,93,84
396,4,6:17.0,Defensive rebound by R. Westbrook,,93,84
397,4,6:07.0,R. Felton makes 2-pt jump shot from 10 ft,,95,84
398,4,5:42.0,,K. Walker misses 2-pt layup from 3 ft,95,84
399,4,5:42.0,,Offensive rebound by Team,95,84
400,4,5:42.0,Loose ball foul by R. Felton (drawn by D. Howard),,95,84
401,4,5:42.0,P. George enters the game for Á. Abrines,,95,84
402,4,5:36.0,,N. Batum misses 3-pt jump shot from 22 ft,95,84
403,4,5:31.0,Defensive rebound by C. Anthony,,95,84
404,4,5:21.0,R. Felton misses 2-pt jump shot from 16 ft,,95,84
405,4,5:16.0,,Defensive rebound by M. Williams,95,84
406,4,5:13.0,,Personal foul by R. Felton (drawn by K. Walker),95,84
407,4,4:57.0,,M. Kidd-Gilchrist misses 2-pt layup from 8 ft,95,84
408,4,4:52.0,,Offensive rebound by N. Batum,95,84
409,4,4:51.0,,N. Batum misses 2-pt layup from 2 ft,95,84
410,4,4:50.0,,Offensive rebound by D. Howard,95,84
411,4,4:49.0,,D. Howard misses 2-pt layup from 2 ft,95,84
412,4,4:48.0,,Offensive rebound by D. Howard,95,84
413,4,4:47.0,,D. Howard misses 2-pt layup from 3 ft,95,84
414,4,4:45.0,Defensive rebound by R. Westbrook,,95,84
415,4,4:45.0,R. Westbrook misses 2-pt layup from 2 ft,,95,84
416,4,4:45.0,,Defensive rebound by M. Williams,95,84
417,4,4:44.0,,Shooting foul by R. Felton (drawn by K. Walker),95,84
418,4,4:44.0,,K. Walker makes free throw 1 of 2,95,85
419,4,4:44.0,J. Huestis enters the game for R. Felton,,95,85
420,4,4:44.0,,K. Walker makes free throw 2 of 2,95,86
421,4,4:27.0,S. Adams makes 2-pt dunk from 1 ft (assist by R. Westbrook),,97,86
422,4,4:18.0,,Turnover by K. Walker (bad pass; steal by S. Adams),97,86
423,4,4:00.0,R. Westbrook misses 2-pt jump shot from 18 ft,,97,86
424,4,3:57.0,,Defensive rebound by D. Howard,97,86
425,4,3:50.0,,Shooting foul by S. Adams (drawn by K. Walker),97,86
426,4,3:50.0,,K. Walker makes free throw 1 of 2,97,87
427,4,3:50.0,Oklahoma City full timeout,,97,87
428,4,3:50.0,,K. Walker makes free throw 2 of 2,97,88
429,4,3:28.0,C. Anthony misses 2-pt jump shot from 19 ft,,97,88
430,4,3:28.0,,Defensive rebound by K. Walker,97,88
431,4,3:07.0,,K. Walker misses 2-pt jump shot from 6 ft,97,88
432,4,3:02.0,Defensive rebound by P. George,,97,88
433,4,2:55.0,P. George misses 2-pt jump shot from 17 ft,,97,88
434,4,2:52.0,,Defensive rebound by M. Williams,97,88
435,4,2:37.0,,Turnover by M. Kidd-Gilchrist (lost ball; steal by P. George),97,88
436,4,2:17.0,R. Westbrook makes 2-pt layup from 1 ft,,99,88
437,4,2:03.0,,M. Williams misses 2-pt layup from 2 ft (block by S. Adams),99,88
438,4,2:03.0,,Offensive rebound by Team,99,88
439,4,1:53.0,,Turnover by N. Batum (bad pass; steal by J. Huestis),99,88
440,4,1:36.0,R. Westbrook makes 2-pt jump shot from 16 ft,,101,88
441,4,1:23.0,,M. Williams makes 3-pt jump shot from 25 ft (assist by M. Kidd-Gilchrist),101,91
442,4,1:01.0,R. Westbrook misses 2-pt jump shot from 19 ft,,101,91
443,4,0:57.0,,Defensive rebound by D. Howard,101,91
444,4,0:53.0,,K. Walker misses 3-pt jump shot from 30 ft,101,91
445,4,0:49.0,Defensive rebound by R. Westbrook,,101,91
446,4,0:29.0,R. Westbrook misses 2-pt jump shot from 6 ft,,101,91
447,4,0:26.0,,Defensive rebound by D. Howard,101,91
448,4,0:18.0,,Turnover by K. Walker (out of bounds lost ball),101,91
