,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,SACRAMENTO_ACTION,NEW ORLEANS_SCORE,SACRAMENTO_SCORE
162,2,6:09.0,Defensive rebound by C. Diallo,,51,34
163,2,5:55.0,C. Diallo misses 2-pt layup from 1 ft,,51,34
164,2,5:53.0,,Defensive rebound by J. Sampson,51,34
165,2,5:46.0,,F. Mason makes 2-pt jump shot from 18 ft,51,36
166,2,5:33.0,J. Holiday makes 2-pt jump shot from 17 ft,,53,36
167,2,5:11.0,,S. Labissière misses 3-pt jump shot from 25 ft,53,36
168,2,5:06.0,Defensive rebound by R. Rondo,,53,36
169,2,5:05.0,Offensive foul by J. Holiday (drawn by J. Sampson),,53,36
170,2,5:05.0,Turnover by J. Holiday (offensive foul),,53,36
171,2,5:05.0,D. Liggins enters the game for I. Clark,,53,36
172,2,4:46.0,,Turnover by B. Hield (lost ball; steal by J. Holiday),53,36
173,2,4:43.0,Turnover by J. Holiday (out of bounds lost ball),,53,36
174,2,4:26.0,,F. Mason misses 3-pt jump shot from 25 ft,53,36
175,2,4:23.0,Defensive rebound by D. Liggins,,53,36
176,2,4:17.0,Offensive foul by C. Diallo (drawn by F. Mason),,53,36
177,2,4:17.0,Turnover by C. Diallo (offensive foul),,53,36
178,2,4:17.0,,Sacramento full timeout,53,36
179,2,4:17.0,,G. Temple enters the game for S. Labissière,53,36
180,2,4:17.0,,K. Koufos enters the game for F. Mason,53,36
181,2,4:17.0,,Z. Randolph enters the game for J. Sampson,53,36
182,2,4:17.0,A. Davis enters the game for D. Miller,,53,36
183,2,4:17.0,E. Okafor enters the game for C. Diallo,,53,36
184,2,4:02.0,,B. Hield misses 2-pt jump shot from 18 ft,53,36
185,2,4:00.0,,Offensive rebound by K. Koufos,53,36
186,2,4:00.0,,K. Koufos makes 2-pt layup at rim,53,38
187,2,3:39.0,Turnover by A. Davis (out of bounds lost ball),,53,38
188,2,3:18.0,,Z. Randolph makes 2-pt jump shot from 15 ft (assist by B. Hield),53,40
189,2,3:05.0,Personal foul by B. Hield (drawn by J. Holiday),,53,40
190,2,3:05.0,J. Holiday makes free throw 1 of 2,,54,40
191,2,3:05.0,J. Holiday makes free throw 2 of 2,,55,40
192,2,2:51.0,,Turnover by G. Temple (bad pass; steal by J. Holiday),55,40
193,2,2:33.0,J. Holiday misses 2-pt jump shot from 7 ft,,55,40
194,2,2:30.0,,Defensive rebound by Z. Randolph,55,40
195,2,2:23.0,,Shooting foul by E. Okafor (drawn by Z. Randolph),55,40
196,2,2:23.0,,Z. Randolph makes free throw 1 of 2,55,41
197,2,2:23.0,,Z. Randolph makes free throw 2 of 2,55,42
198,2,2:23.0,I. Clark enters the game for D. Liggins,,55,42
199,2,2:23.0,N. Mirotić enters the game for E. Okafor,,55,42
200,2,2:11.0,I. Clark misses 2-pt jump shot from 7 ft,,55,42
201,2,2:08.0,,Defensive rebound by K. Koufos,55,42
202,2,2:08.0,,Turnover by G. Temple (bad pass),55,42
203,2,2:03.0,J. Holiday makes 2-pt dunk at rim (assist by I. Clark),,57,42
204,2,1:46.0,,Personal foul by I. Clark (drawn by G. Temple),57,42
205,2,1:34.0,,B. Hield misses 3-pt jump shot from 24 ft (block by A. Davis),57,42
206,2,1:29.0,Defensive rebound by J. Holiday,,57,42
207,2,1:21.0,J. Holiday makes 2-pt layup from 2 ft,,59,42
208,2,1:13.0,,Personal foul by J. Holiday (drawn by K. Koufos),59,42
209,2,1:13.0,,K. Koufos misses free throw 1 of 2,59,42
210,2,1:13.0,,Offensive rebound by Team,59,42
211,2,1:13.0,E. Moore enters the game for J. Holiday,,59,42
212,2,1:13.0,,K. Koufos misses free throw 2 of 2,59,42
213,2,1:08.0,Defensive rebound by N. Mirotić,,59,42
214,2,1:07.0,A. Davis makes 2-pt layup from 2 ft (assist by R. Rondo),,61,42
215,2,1:07.0,Shooting foul by Z. Randolph (drawn by A. Davis),,61,42
216,2,1:07.0,A. Davis makes free throw 1 of 1,,62,42
217,2,0:48.0,,Z. Randolph misses 2-pt hook shot from 7 ft,62,42
218,2,0:47.0,,Offensive rebound by K. Koufos,62,42
219,2,0:47.0,,K. Koufos makes 2-pt layup at rim,62,44
220,2,0:40.0,N. Mirotić misses 3-pt jump shot from 26 ft,,62,44
221,2,0:40.0,,Defensive rebound by K. Koufos,62,44
222,2,0:26.0,,Z. Randolph misses 2-pt hook shot from 6 ft,62,44
223,2,0:25.0,Defensive rebound by Team,,62,44
224,2,0:25.0,,F. Mason enters the game for Z. Randolph,62,44
225,2,0:01.0,E. Moore misses 2-pt jump shot from 11 ft,,62,44
226,2,0:01.0,Offensive rebound by Team,,62,44
227,3,11:48.0,Personal foul by B. Bogdanović (drawn by E. Moore),,62,44
228,3,11:36.0,E. Moore misses 3-pt jump shot from 24 ft,,62,44
229,3,11:34.0,,Defensive rebound by Team,62,44
230,3,11:21.0,,Z. Randolph makes 2-pt jump shot from 17 ft,62,46
231,3,11:10.0,J. Holiday makes 2-pt hook shot from 6 ft,,64,46
232,3,10:47.0,,Z. Randolph makes 2-pt jump shot from 17 ft,64,48
233,3,10:36.0,A. Davis makes 3-pt jump shot from 25 ft (assist by R. Rondo),,67,48
234,3,10:21.0,,Z. Randolph misses 3-pt jump shot from 25 ft,67,48
235,3,10:18.0,Defensive rebound by A. Davis,,67,48
236,3,10:14.0,E. Moore misses 3-pt jump shot from 24 ft,,67,48
237,3,10:11.0,,Defensive rebound by J. Jackson,67,48
238,3,9:59.0,,K. Koufos misses 2-pt hook shot from 9 ft,67,48
239,3,9:55.0,Defensive rebound by J. Holiday,,67,48
240,3,9:34.0,J. Holiday misses 3-pt jump shot from 26 ft,,67,48
241,3,9:30.0,Offensive rebound by E. Moore,,67,48
242,3,9:25.0,A. Davis misses 3-pt jump shot from 22 ft,,67,48
243,3,9:22.0,Offensive rebound by E. Okafor,,67,48
244,3,9:17.0,A. Davis makes 2-pt jump shot from 13 ft,,69,48
245,3,8:57.0,,K. Koufos misses 2-pt hook shot from 4 ft (block by A. Davis),69,48
246,3,8:55.0,Defensive rebound by E. Okafor,,69,48
247,3,8:46.0,A. Davis makes 2-pt dunk from 1 ft (assist by R. Rondo),,71,48
248,3,8:46.0,,Sacramento full timeout,71,48
249,3,8:29.0,,G. Temple misses 3-pt jump shot from 25 ft,71,48
250,3,8:26.0,,Offensive rebound by Z. Randolph,71,48
251,3,8:24.0,,J. Jackson makes 3-pt jump shot from 25 ft (assist by Z. Randolph),71,51
252,3,8:07.0,E. Moore misses 2-pt layup from 1 ft,,71,51
253,3,8:03.0,,Defensive rebound by K. Koufos,71,51
254,3,7:55.0,,G. Temple misses 3-pt jump shot from 24 ft,71,51
255,3,7:51.0,Defensive rebound by E. Okafor,,71,51
256,3,7:32.0,J. Holiday misses 2-pt hook shot from 4 ft,,71,51
257,3,7:29.0,,Defensive rebound by Z. Randolph,71,51
258,3,7:27.0,,Personal foul by A. Davis (drawn by K. Koufos),71,51
259,3,7:20.0,,G. Temple makes 2-pt layup from 2 ft,71,53
260,3,7:05.0,R. Rondo misses 3-pt jump shot from 23 ft,,71,53
261,3,7:02.0,,Defensive rebound by J. Jackson,71,53
262,3,6:58.0,,J. Jackson makes 2-pt layup from 1 ft,71,55
263,3,6:41.0,E. Moore misses 2-pt jump shot from 11 ft (block by B. Bogdanović),,71,55
264,3,6:37.0,Offensive rebound by E. Okafor,,71,55
265,3,6:35.0,A. Davis makes 3-pt jump shot from 25 ft (assist by E. Okafor),,74,55
266,3,6:25.0,,Turnover by G. Temple (bad pass; steal by A. Davis),74,55
267,3,6:09.0,E. Okafor makes 2-pt jump shot from 15 ft (assist by J. Holiday),,76,55
268,3,5:45.0,,J. Jackson misses 2-pt jump shot from 13 ft,76,55
269,3,5:45.0,Defensive rebound by Team,,76,55
270,3,5:45.0,,Loose ball foul by K. Koufos (drawn by A. Davis),76,55
271,3,5:45.0,N. Mirotić enters the game for E. Moore,,76,55
272,3,5:45.0,I. Clark enters the game for E. Okafor,,76,55
273,3,5:34.0,Turnover by R. Rondo (bad pass; steal by B. Bogdanović),,76,55
274,3,5:31.0,,J. Jackson makes 2-pt dunk from 2 ft (assist by B. Bogdanović),76,57
275,3,5:21.0,A. Davis misses 2-pt jump shot from 18 ft,,76,57
276,3,5:21.0,,Defensive rebound by G. Temple,76,57
277,3,5:16.0,,Shooting foul by I. Clark (drawn by J. Jackson),76,57
278,3,5:16.0,,J. Jackson makes free throw 1 of 2,76,58
279,3,5:16.0,D. Miller enters the game for R. Rondo,,76,58
280,3,5:16.0,,J. Jackson makes free throw 2 of 2,76,59
281,3,5:04.0,J. Holiday makes 2-pt jump shot from 2 ft,,78,59
282,3,4:48.0,,G. Temple misses 2-pt jump shot from 19 ft,78,59
283,3,4:45.0,,Offensive rebound by K. Koufos,78,59
284,3,4:43.0,,J. Jackson misses 3-pt jump shot from 25 ft,78,59
285,3,4:40.0,Defensive rebound by N. Mirotić,,78,59
286,3,4:30.0,Turnover by A. Davis (offensive goaltending),,78,59
287,3,4:08.0,,Z. Randolph makes 2-pt hook shot from 9 ft,78,61
288,3,3:59.0,N. Mirotić makes 2-pt jump shot from 8 ft,,80,61
289,3,3:59.0,Shooting foul by K. Koufos (drawn by N. Mirotić),,80,61
290,3,3:59.0,,B. Hield enters the game for J. Jackson,80,61
291,3,3:59.0,N. Mirotić makes free throw 1 of 1,,81,61
292,3,3:44.0,,B. Hield misses 3-pt jump shot from 23 ft,81,61
293,3,3:41.0,,Offensive rebound by K. Koufos,81,61
294,3,3:33.0,,K. Koufos misses 2-pt hook shot from 11 ft,81,61
295,3,3:32.0,Defensive rebound by A. Davis,,81,61
296,3,3:32.0,Personal foul by K. Koufos (drawn by A. Davis),,81,61
297,3,3:32.0,,S. Labissière enters the game for K. Koufos,81,61
298,3,3:32.0,D. Liggins enters the game for J. Holiday,,81,61
299,3,3:14.0,I. Clark misses 3-pt jump shot from 26 ft,,81,61
300,3,3:11.0,,Defensive rebound by Z. Randolph,81,61
301,3,3:11.0,,Personal foul by A. Davis (drawn by B. Bogdanović),81,61
302,3,3:11.0,C. Diallo enters the game for A. Davis,,81,61
303,3,2:58.0,,Z. Randolph misses 2-pt jump shot from 15 ft,81,61
304,3,2:53.0,,Offensive rebound by S. Labissière,81,61
305,3,2:53.0,,S. Labissière misses 2-pt dunk at rim,81,61
306,3,2:52.0,Defensive rebound by N. Mirotić,,81,61
307,3,2:38.0,N. Mirotić misses 3-pt jump shot from 23 ft,,81,61
308,3,2:36.0,,Defensive rebound by B. Bogdanović,81,61
309,3,2:22.0,,Personal foul by D. Miller (drawn by S. Labissière),81,61
310,3,2:22.0,New Orleans full timeout,,81,61
311,3,2:22.0,,F. Mason enters the game for G. Temple,81,61
312,3,2:08.0,,Z. Randolph makes 2-pt layup from 2 ft (assist by S. Labissière),81,63
313,3,1:51.0,C. Diallo misses 2-pt jump shot from 15 ft,,81,63
314,3,1:49.0,,Defensive rebound by B. Bogdanović,81,63
315,3,1:38.0,,S. Labissière misses 2-pt jump shot from 20 ft,81,63
316,3,1:34.0,Defensive rebound by C. Diallo,,81,63
317,3,1:13.0,D. Liggins makes 2-pt jump shot from 22 ft (assist by D. Miller),,83,63
318,3,0:57.0,,Shooting foul by C. Diallo (drawn by S. Labissière),83,63
319,3,0:57.0,,S. Labissière makes free throw 1 of 2,83,64
320,3,0:57.0,,J. Sampson enters the game for Z. Randolph,83,64
321,3,0:57.0,,S. Labissière makes free throw 2 of 2,83,65
322,3,0:47.0,Turnover by I. Clark (lost ball; steal by F. Mason),,83,65
323,3,0:45.0,,Shooting foul by I. Clark (drawn by F. Mason),83,65
324,3,0:45.0,,F. Mason makes free throw 1 of 2,83,66
325,3,0:45.0,E. Moore enters the game for I. Clark,,83,66
326,3,0:45.0,,F. Mason makes free throw 2 of 2,83,67
327,3,0:25.0,C. Diallo makes 2-pt jump shot from 9 ft (assist by D. Miller),,85,67
328,3,0:03.0,,B. Bogdanović misses 3-pt jump shot from 29 ft,85,67
329,3,0:03.0,Defensive rebound by N. Mirotić,,85,67
330,4,11:39.0,,S. Labissière misses 2-pt jump shot from 19 ft,85,67
331,4,11:36.0,Defensive rebound by E. Moore,,85,67
332,4,11:22.0,D. Miller misses 3-pt jump shot from 24 ft,,85,67
333,4,11:17.0,,Defensive rebound by B. Hield,85,67
334,4,11:05.0,,B. Hield makes 2-pt layup from 3 ft,85,69
335,4,10:50.0,E. Moore makes 2-pt layup from 1 ft,,87,69
336,4,10:34.0,,S. Labissière makes 2-pt jump shot from 15 ft (assist by F. Mason),87,71
337,4,10:18.0,Offensive foul by C. Diallo (drawn by B. Hield),,87,71
338,4,10:18.0,Turnover by C. Diallo (offensive foul),,87,71
339,4,10:08.0,,Sacramento full timeout,87,71
340,4,9:59.0,,J. Sampson makes 2-pt jump shot from 7 ft,87,73
341,4,9:59.0,,Shooting foul by D. Miller (drawn by J. Sampson),87,73
342,4,9:59.0,,J. Sampson makes free throw 1 of 1,87,74
343,4,9:38.0,N. Mirotić makes 2-pt jump shot from 6 ft,,89,74
344,4,9:24.0,,Turnover by S. Labissière (traveling),89,74
345,4,9:24.0,R. Rondo enters the game for D. Miller,,89,74
346,4,9:24.0,J. Holiday enters the game for D. Liggins,,89,74
347,4,9:13.0,Personal foul by J. Sampson (drawn by E. Moore),,89,74
348,4,9:11.0,Personal foul by J. Sampson (drawn by E. Moore),,89,74
349,4,9:05.0,Turnover by E. Moore (turnover),,89,74
350,4,9:05.0,Loose ball foul by E. Moore (drawn by J. Sampson),,89,74
351,4,8:51.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by S. Labissière),89,77
352,4,8:33.0,E. Moore makes 2-pt jump shot from 7 ft,,91,77
353,4,8:21.0,,J. Sampson makes 3-pt jump shot from 23 ft (assist by F. Mason),91,80
354,4,8:09.0,J. Holiday misses 3-pt jump shot from 25 ft,,91,80
355,4,8:05.0,,Defensive rebound by J. Sampson,91,80
356,4,7:59.0,,B. Caboclo misses 3-pt jump shot from 23 ft,91,80
357,4,7:56.0,,Offensive rebound by B. Hield,91,80
358,4,7:46.0,,Turnover by S. Labissière (lost ball; steal by J. Holiday),91,80
359,4,7:40.0,C. Diallo misses 2-pt jump shot from 6 ft (block by S. Labissière),,91,80
360,4,7:40.0,Offensive rebound by Team,,91,80
361,4,7:40.0,New Orleans full timeout,,91,80
362,4,7:40.0,D. Miller enters the game for C. Diallo,,91,80
363,4,7:29.0,E. Moore makes 2-pt jump shot from 16 ft (assist by J. Holiday),,93,80
364,4,7:11.0,,F. Mason misses 2-pt layup from 3 ft,93,80
365,4,7:08.0,Defensive rebound by N. Mirotić,,93,80
366,4,6:55.0,Turnover by J. Holiday (lost ball; steal by B. Hield),,93,80
367,4,6:42.0,,B. Hield misses 3-pt jump shot from 26 ft,93,80
368,4,6:38.0,,Offensive rebound by B. Caboclo,93,80
369,4,6:38.0,,B. Caboclo misses 2-pt layup from 2 ft (block by D. Miller),93,80
370,4,6:36.0,,Offensive rebound by B. Caboclo,93,80
371,4,6:36.0,,B. Caboclo makes 2-pt layup from 2 ft,93,82
372,4,6:23.0,N. Mirotić makes 3-pt jump shot from 24 ft (assist by J. Holiday),,96,82
373,4,5:59.0,,J. Sampson misses 2-pt jump shot from 14 ft,96,82
374,4,5:53.0,Defensive rebound by J. Holiday,,96,82
375,4,5:44.0,Personal foul by J. Sampson (drawn by J. Holiday),,96,82
376,4,5:44.0,,J. Jackson enters the game for B. Caboclo,96,82
377,4,5:40.0,J. Holiday makes 2-pt jump shot from 6 ft,,98,82
378,4,5:40.0,Shooting foul by B. Hield (drawn by J. Holiday),,98,82
379,4,5:40.0,J. Holiday makes free throw 1 of 1,,99,82
380,4,5:18.0,,B. Hield makes 3-pt jump shot from 25 ft,99,85
381,4,5:09.0,J. Holiday misses 2-pt layup from 2 ft,,99,85
