,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,PHOENIX_ACTION,MEMPHIS_SCORE,PHOENIX_SCORE
0,1,11:47.0,,D. Booker makes 2-pt jump shot from 15 ft (assist by T. Ulis),0,2
1,1,11:29.0,M. Gasol makes 2-pt jump shot from 21 ft (assist by B. Wright),,2,2
2,1,11:01.0,,T. Ulis misses 2-pt jump shot from 12 ft (block by B. Wright),2,2
3,1,11:01.0,,Offensive rebound by Team,2,2
4,1,11:01.0,,Turnover by Team (shot clock),2,2
5,1,10:43.0,D. Brooks makes 2-pt jump shot from 21 ft,,4,2
6,1,10:32.0,,T. Warren misses 2-pt layup from 1 ft,4,2
7,1,10:28.0,Defensive rebound by M. Gasol,,4,2
8,1,10:21.0,D. Brooks misses 3-pt jump shot from 25 ft,,4,2
9,1,10:18.0,,Defensive rebound by D. Booker,4,2
10,1,10:12.0,,M. Chriss misses 2-pt hook shot from 7 ft,4,2
11,1,10:09.0,Defensive rebound by T. Evans,,4,2
12,1,9:49.0,T. Evans misses 2-pt jump shot from 7 ft,,4,2
13,1,9:47.0,,Defensive rebound by T. Chandler,4,2
14,1,9:41.0,,T. Ulis makes 2-pt jump shot from 17 ft,4,4
15,1,9:21.0,D. Brooks misses 2-pt layup from 2 ft (block by T. Chandler),,4,4
16,1,9:21.0,Offensive rebound by Team,,4,4
17,1,9:16.0,T. Evans makes 2-pt jump shot from 22 ft,,6,4
18,1,8:49.0,,Turnover by T. Ulis (bad pass),6,4
19,1,8:28.0,M. Gasol makes 2-pt jump shot from 20 ft (assist by T. Evans),,8,4
20,1,8:20.0,,D. Booker misses 2-pt layup from 3 ft,8,4
21,1,8:20.0,,Offensive rebound by Team,8,4
22,1,8:20.0,Loose ball foul by D. Brooks (drawn by T. Chandler),,8,4
23,1,8:18.0,,Personal foul by A. Harrison (drawn by D. Booker),8,4
24,1,8:13.0,,Turnover by D. Booker (bad pass),8,4
25,1,8:00.0,B. Wright misses 2-pt jump shot from 11 ft,,8,4
26,1,7:58.0,,Defensive rebound by T. Chandler,8,4
27,1,7:51.0,,T. Chandler makes 2-pt dunk at rim (assist by D. Booker),8,6
28,1,7:31.0,T. Evans misses 2-pt hook shot from 2 ft,,8,6
29,1,7:30.0,,Defensive rebound by M. Chriss,8,6
30,1,7:25.0,,D. Booker makes 3-pt jump shot from 26 ft (assist by T. Ulis),8,9
31,1,7:05.0,B. Wright makes 2-pt layup from 1 ft (assist by A. Harrison),,10,9
32,1,6:52.0,,T. Ulis makes 3-pt jump shot from 25 ft (assist by D. Booker),10,12
33,1,6:36.0,Shooting foul by T. Ulis (drawn by A. Harrison),,10,12
34,1,6:36.0,,Phoenix full timeout,10,12
35,1,6:36.0,K. Simmons enters the game for B. Wright,,10,12
36,1,6:36.0,J. Martin enters the game for T. Evans,,10,12
37,1,6:36.0,A. Harrison misses free throw 1 of 2,,10,12
38,1,6:36.0,Offensive rebound by Team,,10,12
39,1,6:36.0,A. Harrison misses free throw 2 of 2,,10,12
40,1,6:34.0,,Defensive rebound by M. Chriss,10,12
41,1,6:14.0,,T. Chandler makes 2-pt dunk at rim (assist by D. Booker),10,14
42,1,5:56.0,A. Harrison misses 2-pt jump shot from 20 ft,,10,14
43,1,5:53.0,,Defensive rebound by M. Chriss,10,14
44,1,5:48.0,J. Ennis enters the game for D. Brooks,,10,14
45,1,5:45.0,,D. Booker makes 3-pt jump shot from 23 ft (assist by T. Ulis),10,17
46,1,5:29.0,M. Gasol misses 2-pt jump shot from 10 ft,,10,17
47,1,5:26.0,Offensive rebound by J. Ennis,,10,17
48,1,5:22.0,A. Harrison misses 3-pt jump shot from 23 ft,,10,17
49,1,5:18.0,Offensive rebound by J. Martin,,10,17
50,1,5:17.0,M. Gasol misses 3-pt jump shot from 25 ft,,10,17
51,1,5:13.0,,Defensive rebound by T. Chandler,10,17
52,1,5:09.0,,M. Chriss makes 2-pt layup at rim (assist by T. Ulis),10,19
53,1,5:05.0,Memphis full timeout,,10,19
54,1,5:05.0,,A. Len enters the game for D. Booker,10,19
55,1,5:05.0,,T. Daniels enters the game for T. Chandler,10,19
56,1,5:05.0,T. Evans enters the game for A. Harrison,,10,19
57,1,4:46.0,K. Simmons misses 3-pt jump shot from 25 ft,,10,19
58,1,4:43.0,,Defensive rebound by T. Ulis,10,19
59,1,4:25.0,,Personal foul by T. Evans (drawn by A. Len),10,19
60,1,4:14.0,,T. Warren misses 2-pt layup at rim,10,19
61,1,4:12.0,Defensive rebound by J. Martin,,10,19
62,1,4:01.0,M. Gasol misses 2-pt hook shot from 5 ft,,10,19
63,1,3:59.0,,Defensive rebound by M. Chriss,10,19
64,1,3:50.0,,T. Ulis misses 2-pt jump shot from 4 ft (block by M. Gasol),10,19
