,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,ORLANDO_ACTION,GOLDEN STATE_SCORE,ORLANDO_SCORE
136,2,7:52.0,P. McCaw enters the game for O. Casspi,,49,40
137,2,7:52.0,K. Durant enters the game for D. Green,,49,40
138,2,7:36.0,,D. Augustin makes 2-pt jump shot from 21 ft,49,42
139,2,7:23.0,D. West misses 2-pt hook shot from 9 ft,,49,42
140,2,7:19.0,,Defensive rebound by B. Biyombo,49,42
141,2,7:06.0,,Turnover by J. Simmons (out of bounds lost ball),49,42
142,2,6:52.0,S. Livingston misses 2-pt jump shot from 11 ft,,49,42
143,2,6:49.0,,Defensive rebound by M. Hezonja,49,42
144,2,6:39.0,,D. Augustin makes 2-pt layup at rim,49,44
145,2,6:30.0,Personal foul by M. Hezonja (drawn by K. Durant),,49,44
146,2,6:30.0,Golden State full timeout,,49,44
147,2,6:30.0,,E. Fournier enters the game for A. Afflalo,49,44
148,2,6:30.0,,A. Gordon enters the game for M. Hezonja,49,44
149,2,6:30.0,S. Curry enters the game for D. West,,49,44
150,2,6:30.0,J. Bell enters the game for K. Thompson,,49,44
151,2,6:21.0,K. Durant misses 3-pt jump shot from 25 ft,,49,44
152,2,6:16.0,Offensive rebound by S. Livingston,,49,44
153,2,6:07.0,J. Bell makes 2-pt layup from 1 ft (assist by S. Curry),,51,44
154,2,5:51.0,,Turnover by A. Gordon (out of bounds lost ball),51,44
155,2,5:48.0,Turnover by S. Curry (bad pass),,51,44
156,2,5:34.0,,E. Fournier misses 3-pt jump shot from 25 ft,51,44
157,2,5:31.0,,Offensive rebound by B. Biyombo,51,44
158,2,5:30.0,,B. Biyombo makes 2-pt layup from 2 ft,51,46
159,2,5:17.0,J. Bell misses 2-pt layup at rim (block by A. Gordon),,51,46
160,2,5:17.0,Offensive rebound by J. Bell,,51,46
161,2,5:13.0,K. Durant makes 2-pt layup from 2 ft (assist by P. McCaw),,53,46
162,2,5:13.0,,E. Payton enters the game for B. Biyombo,53,46
163,2,5:13.0,,N. Vučević enters the game for D. Augustin,53,46
164,2,5:13.0,Shooting foul by J. Simmons (drawn by K. Durant),,53,46
165,2,5:13.0,K. Durant makes free throw 1 of 1,,54,46
166,2,5:02.0,,A. Gordon misses 3-pt jump shot from 24 ft,54,46
167,2,5:01.0,Defensive rebound by S. Curry,,54,46
168,2,4:49.0,Turnover by K. Durant (bad pass; steal by A. Gordon),,54,46
169,2,4:44.0,,Turnover by E. Fournier (turnover),54,46
170,2,4:28.0,P. McCaw makes 3-pt jump shot from 22 ft (assist by K. Durant),,57,46
171,2,4:13.0,,A. Gordon makes 3-pt jump shot from 24 ft (assist by E. Fournier),57,49
172,2,3:56.0,S. Curry makes 2-pt layup from 2 ft,,59,49
173,2,3:49.0,,E. Payton makes 2-pt layup from 2 ft,59,51
174,2,3:45.0,Turnover by S. Curry (lost ball; steal by E. Payton),,59,51
175,2,3:39.0,,E. Payton misses 2-pt layup from 1 ft (block by K. Durant),59,51
176,2,3:39.0,,Offensive rebound by A. Gordon,59,51
177,2,3:39.0,,A. Gordon makes 2-pt dunk from 2 ft,59,53
178,2,3:39.0,Golden State full timeout,,59,53
179,2,3:39.0,D. Green enters the game for J. Bell,,59,53
180,2,3:39.0,K. Thompson enters the game for S. Livingston,,59,53
181,2,3:24.0,P. McCaw makes 2-pt layup at rim (assist by D. Green),,61,53
182,2,3:10.0,,N. Vučević makes 2-pt layup from 1 ft (assist by E. Fournier),61,55
183,2,2:54.0,D. Green makes 3-pt jump shot from 25 ft (assist by S. Curry),,64,55
184,2,2:34.0,,A. Gordon misses 2-pt jump shot from 17 ft,64,55
185,2,2:30.0,,Offensive rebound by E. Fournier,64,55
186,2,2:28.0,,E. Fournier makes 2-pt jump shot from 5 ft,64,57
187,2,2:17.0,D. Green makes 3-pt jump shot from 25 ft (assist by S. Curry),,67,57
188,2,2:17.0,,Orlando full timeout,67,57
189,2,2:17.0,,M. Hezonja enters the game for N. Vučević,67,57
190,2,2:00.0,,M. Hezonja makes 2-pt jump shot from 3 ft (assist by E. Fournier),67,59
191,2,1:45.0,P. McCaw makes 3-pt jump shot from 22 ft (assist by S. Curry),,70,59
192,2,1:38.0,,E. Payton makes 2-pt layup from 1 ft,70,61
193,2,1:17.0,Shooting foul by E. Payton (drawn by K. Durant),,70,61
194,2,1:17.0,K. Durant makes free throw 1 of 2,,71,61
195,2,1:17.0,,A. Afflalo enters the game for E. Payton,71,61
196,2,1:17.0,,D. Augustin enters the game for E. Fournier,71,61
197,2,1:17.0,K. Durant makes free throw 2 of 2,,72,61
198,2,1:03.0,,Turnover by J. Simmons (bad pass; steal by S. Curry),72,61
199,2,1:03.0,Shooting foul by D. Augustin (drawn by S. Curry),,72,61
200,2,1:03.0,S. Curry makes free throw 1 of 2,,73,61
201,2,1:03.0,S. Curry makes free throw 2 of 2,,74,61
202,2,0:42.0,,D. Augustin makes 2-pt layup at rim,74,63
203,2,0:36.0,K. Durant makes 2-pt dunk at rim (assist by S. Curry),,76,63
204,2,0:27.0,,A. Gordon misses 3-pt jump shot from 26 ft,76,63
205,2,0:25.0,Defensive rebound by S. Curry,,76,63
206,2,0:09.0,S. Curry misses 3-pt jump shot from 27 ft,,76,63
207,2,0:06.0,Offensive rebound by P. McCaw,,76,63
208,2,0:05.0,D. Green makes 2-pt layup from 1 ft (assist by P. McCaw),,78,63
209,2,0:02.0,,Personal foul by D. Green (drawn by A. Gordon),78,63
210,2,0:02.0,J. Bell enters the game for D. Green,,78,63
211,2,0:00.0,,J. Simmons misses 2-pt jump shot from 8 ft (block by P. McCaw),78,63
212,2,0:00.0,,Offensive rebound by Team,78,63
213,3,11:47.0,,E. Payton misses 2-pt jump shot from 10 ft,78,63
214,3,11:44.0,Defensive rebound by Z. Pachulia,,78,63
215,3,11:23.0,S. Curry misses 2-pt jump shot from 15 ft,,78,63
216,3,11:20.0,,Defensive rebound by N. Vučević,78,63
217,3,11:17.0,,Shooting foul by K. Durant (drawn by J. Simmons),78,63
218,3,11:17.0,,J. Simmons makes free throw 1 of 2,78,64
219,3,11:17.0,,J. Simmons misses free throw 2 of 2,78,64
220,3,11:14.0,,Offensive rebound by N. Vučević,78,64
221,3,11:10.0,,E. Fournier misses 2-pt jump shot from 6 ft,78,64
222,3,11:07.0,Defensive rebound by Z. Pachulia,,78,64
223,3,10:54.0,K. Durant makes 2-pt jump shot from 10 ft (assist by D. Green),,80,64
224,3,10:45.0,,A. Gordon makes 3-pt jump shot from 23 ft (assist by E. Fournier),80,67
225,3,10:34.0,Z. Pachulia misses 2-pt layup from 2 ft (block by A. Gordon),,80,67
226,3,10:31.0,,Defensive rebound by N. Vučević,80,67
227,3,10:29.0,Violation by S. Curry (kicked ball),,80,67
228,3,10:19.0,,E. Fournier misses 2-pt jump shot from 11 ft,80,67
229,3,10:15.0,Defensive rebound by Z. Pachulia,,80,67
230,3,10:12.0,S. Curry misses 2-pt jump shot from 12 ft,,80,67
231,3,10:12.0,,Defensive rebound by A. Gordon,80,67
232,3,10:05.0,,A. Gordon misses 3-pt jump shot from 25 ft,80,67
233,3,10:05.0,Defensive rebound by K. Durant,,80,67
234,3,9:49.0,Turnover by D. Green (lost ball; steal by E. Payton),,80,67
235,3,9:44.0,,A. Gordon makes 2-pt dunk at rim (assist by E. Payton),80,69
236,3,9:44.0,Golden State full timeout,,80,69
237,3,9:31.0,Turnover by D. Green (bad pass),,80,69
238,3,9:22.0,,J. Simmons makes 2-pt layup from 2 ft,80,71
239,3,9:22.0,,Shooting foul by D. Green (drawn by J. Simmons),80,71
240,3,9:22.0,,J. Simmons makes free throw 1 of 1,80,72
241,3,9:07.0,K. Thompson makes 2-pt layup from 2 ft (assist by S. Curry),,82,72
242,3,8:57.0,,A. Gordon makes 2-pt jump shot from 19 ft (assist by E. Payton),82,74
243,3,8:44.0,K. Thompson makes 2-pt jump shot from 15 ft (assist by D. Green),,84,74
244,3,8:31.0,,J. Simmons misses 3-pt jump shot from 25 ft,84,74
245,3,8:27.0,Defensive rebound by S. Curry,,84,74
246,3,8:20.0,K. Thompson misses 3-pt jump shot from 26 ft,,84,74
247,3,8:20.0,,Defensive rebound by E. Payton,84,74
248,3,7:56.0,,J. Simmons misses 2-pt jump shot from 12 ft,84,74
249,3,7:54.0,Defensive rebound by Z. Pachulia,,84,74
250,3,7:33.0,D. Green misses 3-pt jump shot from 26 ft,,84,74
251,3,7:30.0,,Defensive rebound by A. Gordon,84,74
252,3,7:25.0,,E. Fournier misses 2-pt layup from 5 ft (block by Z. Pachulia),84,74
253,3,7:25.0,,Offensive rebound by Team,84,74
254,3,7:12.0,,J. Simmons misses 3-pt jump shot from 23 ft,84,74
255,3,7:09.0,Defensive rebound by K. Durant,,84,74
256,3,6:53.0,K. Thompson makes 2-pt layup at rim (assist by Z. Pachulia),,86,74
257,3,6:44.0,,Turnover by E. Payton (lost ball; steal by S. Curry),86,74
258,3,6:44.0,Personal foul by E. Payton (drawn by K. Durant),,86,74
259,3,6:30.0,K. Durant makes 2-pt dunk from 1 ft (assist by K. Thompson),,88,74
260,3,6:28.0,,Orlando full timeout,88,74
261,3,6:15.0,,A. Gordon misses 2-pt jump shot from 18 ft,88,74
262,3,6:11.0,Defensive rebound by Z. Pachulia,,88,74
263,3,5:55.0,S. Curry makes 2-pt jump shot from 17 ft (assist by D. Green),,90,74
264,3,5:35.0,,J. Simmons misses 3-pt jump shot from 25 ft,90,74
265,3,5:32.0,Defensive rebound by Z. Pachulia,,90,74
266,3,5:22.0,S. Curry makes 2-pt layup from 2 ft (assist by K. Thompson),,92,74
267,3,5:14.0,,A. Gordon makes 3-pt jump shot from 24 ft (assist by E. Payton),92,77
268,3,5:02.0,D. Green makes 2-pt layup from 1 ft (assist by Z. Pachulia),,94,77
269,3,4:55.0,,Personal foul by K. Durant (drawn by E. Fournier),94,77
270,3,4:55.0,O. Casspi enters the game for D. Green,,94,77
271,3,4:55.0,J. Bell enters the game for Z. Pachulia,,94,77
272,3,4:43.0,,E. Fournier misses 2-pt layup from 3 ft (block by J. Bell),94,77
273,3,4:40.0,Defensive rebound by O. Casspi,,94,77
274,3,4:29.0,K. Thompson makes 2-pt jump shot from 16 ft (assist by K. Durant),,96,77
275,3,4:15.0,,N. Vučević misses 3-pt jump shot from 25 ft,96,77
276,3,4:12.0,Defensive rebound by S. Curry,,96,77
277,3,4:06.0,Turnover by O. Casspi (bad pass; steal by E. Fournier),,96,77
278,3,3:57.0,,A. Gordon makes 2-pt jump shot from 16 ft,96,79
279,3,3:34.0,O. Casspi makes 2-pt jump shot from 12 ft (assist by K. Thompson),,98,79
280,3,3:20.0,,E. Fournier makes 3-pt jump shot from 24 ft (assist by E. Payton),98,82
281,3,3:10.0,S. Curry misses 2-pt jump shot from 23 ft,,98,82
282,3,3:08.0,,Defensive rebound by N. Vučević,98,82
283,3,3:00.0,,E. Payton makes 2-pt layup at rim,98,84
284,3,2:41.0,J. Bell misses 2-pt layup from 1 ft,,98,84
285,3,2:39.0,,Defensive rebound by A. Gordon,98,84
286,3,2:37.0,,J. Simmons misses 2-pt layup from 1 ft,98,84
287,3,2:35.0,,Offensive rebound by A. Gordon,98,84
288,3,2:20.0,,Shooting foul by J. Bell (drawn by J. Simmons),98,84
289,3,2:20.0,,J. Simmons makes free throw 1 of 2,98,85
290,3,2:20.0,,D. Augustin enters the game for E. Payton,98,85
291,3,2:20.0,,B. Biyombo enters the game for N. Vučević,98,85
292,3,2:20.0,D. Green enters the game for K. Thompson,,98,85
293,3,2:20.0,P. McCaw enters the game for K. Durant,,98,85
294,3,2:20.0,,J. Simmons makes free throw 2 of 2,98,86
295,3,2:06.0,S. Curry misses 2-pt layup from 1 ft (block by J. Simmons),,98,86
296,3,2:03.0,,Defensive rebound by A. Gordon,98,86
297,3,1:56.0,,E. Fournier misses 3-pt jump shot from 25 ft,98,86
298,3,1:56.0,,Offensive rebound by Team,98,86
299,3,1:56.0,,A. Afflalo enters the game for J. Simmons,98,86
300,3,1:49.0,,E. Fournier misses 2-pt jump shot from 7 ft,98,86
301,3,1:47.0,Defensive rebound by J. Bell,,98,86
302,3,1:42.0,S. Curry misses 3-pt jump shot from 22 ft,,98,86
303,3,1:39.0,,Defensive rebound by B. Biyombo,98,86
304,3,1:18.0,,E. Fournier makes 2-pt layup from 2 ft (assist by D. Augustin),98,88
305,3,0:58.0,S. Curry makes 2-pt jump shot from 14 ft (assist by D. Green),,100,88
306,3,0:45.0,,A. Gordon makes 3-pt jump shot from 25 ft (assist by E. Fournier),100,91
307,3,0:33.0,S. Curry misses 2-pt layup from 3 ft,,100,91
308,3,0:33.0,Offensive rebound by J. Bell,,100,91
309,3,0:32.0,J. Bell makes 2-pt layup from 2 ft,,102,91
310,3,0:08.0,,A. Gordon misses 2-pt jump shot from 19 ft,102,91
311,3,0:05.0,Defensive rebound by O. Casspi,,102,91
312,3,0:00.0,P. McCaw misses 3-pt jump shot from 26 ft,,102,91
313,3,0:00.0,Offensive rebound by Team,,102,91
314,4,11:48.0,K. Thompson makes 2-pt jump shot from 15 ft,,104,91
315,4,11:24.0,,Personal foul by S. Livingston (drawn by D. Augustin),104,91
316,4,11:22.0,,J. Simmons enters the game for E. Fournier,104,91
317,4,11:07.0,,J. Simmons misses 2-pt jump shot from 12 ft,104,91
318,4,11:04.0,Defensive rebound by D. West,,104,91
319,4,10:57.0,K. Thompson misses 2-pt jump shot from 20 ft,,104,91
320,4,10:54.0,,Defensive rebound by J. Simmons,104,91
321,4,10:48.0,,J. Simmons misses 2-pt layup from 1 ft,104,91
322,4,10:45.0,Defensive rebound by O. Casspi,,104,91
323,4,10:38.0,O. Casspi makes 2-pt jump shot from 11 ft (assist by S. Livingston),,106,91
324,4,10:23.0,,Turnover by D. Augustin (lost ball; steal by S. Livingston),106,91
325,4,10:23.0,Personal foul by D. Augustin (drawn by S. Livingston),,106,91
326,4,10:06.0,S. Livingston misses 2-pt jump shot from 10 ft,,106,91
327,4,10:02.0,,Defensive rebound by M. Hezonja,106,91
328,4,10:00.0,,Shooting foul by K. Thompson (drawn by J. Simmons),106,91
329,4,10:00.0,,J. Simmons makes free throw 1 of 2,106,92
330,4,10:00.0,,J. Simmons makes free throw 2 of 2,106,93
331,4,9:47.0,D. Green makes 2-pt layup from 1 ft (assist by D. West),,108,93
332,4,9:29.0,,Offensive foul by B. Biyombo (drawn by D. Green),108,93
333,4,9:29.0,,Turnover by B. Biyombo (offensive foul),108,93
334,4,9:29.0,,A. Gordon enters the game for M. Hezonja,108,93
335,4,9:19.0,Shooting foul by B. Biyombo (drawn by K. Thompson),,108,93
336,4,9:19.0,K. Thompson makes free throw 1 of 2,,109,93
337,4,9:19.0,,E. Fournier enters the game for A. Afflalo,109,93
338,4,9:19.0,K. Thompson makes free throw 2 of 2,,110,93
339,4,8:59.0,,D. Augustin makes 3-pt jump shot from 26 ft,110,96
340,4,8:49.0,Personal foul by J. Simmons (drawn by S. Livingston),,110,96
341,4,8:40.0,K. Thompson makes 3-pt jump shot from 26 ft (assist by D. West),,113,96
342,4,8:27.0,,A. Gordon misses 2-pt layup from 1 ft,113,96
343,4,8:26.0,Defensive rebound by D. West,,113,96
344,4,8:22.0,D. West makes 2-pt layup from 1 ft (assist by O. Casspi),,115,96
345,4,8:22.0,,Orlando full timeout,115,96
346,4,8:22.0,P. McCaw enters the game for O. Casspi,,115,96
347,4,8:08.0,,J. Simmons makes 2-pt jump shot from 11 ft,115,98
348,4,7:44.0,K. Thompson makes 2-pt layup from 1 ft (assist by D. West),,117,98
349,4,7:27.0,K. Durant enters the game for D. Green,,117,98
350,4,7:17.0,,D. Augustin misses 2-pt hook shot from 10 ft,117,98
351,4,7:16.0,,Offensive rebound by B. Biyombo,117,98
352,4,7:16.0,,Shooting foul by K. Durant (drawn by B. Biyombo),117,98
353,4,7:16.0,,B. Biyombo misses free throw 1 of 2,117,98
354,4,7:16.0,,Offensive rebound by Team,117,98
355,4,7:16.0,,E. Payton enters the game for D. Augustin,117,98
356,4,7:16.0,,B. Biyombo makes free throw 2 of 2,117,99
357,4,6:55.0,K. Durant misses 3-pt jump shot from 26 ft,,117,99
358,4,6:52.0,,Defensive rebound by B. Biyombo,117,99
359,4,6:39.0,,E. Payton makes 2-pt jump shot from 9 ft,117,101
360,4,6:22.0,Turnover by D. West (bad pass),,117,101
361,4,6:22.0,,N. Vučević enters the game for B. Biyombo,117,101
362,4,6:22.0,J. Bell enters the game for D. West,,117,101
363,4,6:07.0,,N. Vučević makes 2-pt jump shot from 8 ft (assist by A. Gordon),117,103
364,4,6:02.0,Golden State full timeout,,117,103
365,4,6:02.0,S. Curry enters the game for K. Thompson,,117,103
366,4,5:56.0,J. Bell makes 2-pt dunk from 1 ft (assist by K. Durant),,119,103
367,4,5:38.0,,A. Gordon misses 3-pt jump shot from 25 ft,119,103
368,4,5:37.0,Defensive rebound by Team,,119,103
369,4,5:17.0,Personal foul by E. Payton (drawn by K. Durant),,119,103
370,4,5:14.0,S. Curry misses 3-pt jump shot from 26 ft,,119,103
371,4,5:10.0,,Defensive rebound by N. Vučević,119,103
372,4,5:07.0,,E. Payton makes 2-pt layup from 2 ft,119,105
373,4,5:07.0,Violation by J. Bell (def goaltending),,119,105
374,4,4:52.0,K. Durant makes 2-pt layup from 12 ft (assist by S. Curry),,121,105
375,4,4:52.0,Technical foul by K. Durant,,121,105
376,4,4:52.0,,E. Fournier makes technical free throw,121,106
377,4,4:52.0,D. Green enters the game for K. Durant,,121,106
378,4,4:41.0,,A. Gordon makes 2-pt layup from 1 ft,121,108
