,QUARTER,TIME_REMAINING,HOUSTON_ACTION,MINNESOTA_ACTION,HOUSTON_SCORE,MINNESOTA_SCORE
101,2,11:03.0,,T. Gibson enters the game for N. Bjelica,42,23
102,2,11:03.0,C. Paul makes free throw 3 of 3,,43,23
103,2,10:50.0,,Shooting foul by L. Mbah a Moute (drawn by D. Rose),43,23
104,2,10:50.0,,D. Rose makes free throw 1 of 2,43,24
105,2,10:50.0,,D. Rose makes free throw 2 of 2,43,25
106,2,10:37.0,R. Anderson makes 3-pt jump shot from 26 ft (assist by C. Paul),,46,25
107,2,10:24.0,,J. Crawford makes 3-pt jump shot from 23 ft (assist by D. Rose),46,28
108,2,10:12.0,R. Anderson misses 3-pt jump shot from 24 ft,,46,28
109,2,10:08.0,Offensive rebound by C. Paul,,46,28
110,2,10:06.0,G. Green makes 3-pt jump shot from 24 ft (assist by C. Paul),,49,28
111,2,9:52.0,,K. Towns makes 2-pt hook shot from 7 ft (assist by J. Crawford),49,30
112,2,9:52.0,,Shooting foul by R. Anderson (drawn by K. Towns),49,30
113,2,9:52.0,,K. Towns makes free throw 1 of 1,49,31
114,2,9:44.0,Turnover by C. Paul (bad pass; steal by J. Crawford),,49,31
115,2,9:40.0,,Turnover by J. Crawford (bad pass),49,31
116,2,9:17.0,G. Green makes 2-pt dunk at rim (assist by C. Paul),,51,31
117,2,9:09.0,,J. Crawford makes 2-pt layup from 13 ft (assist by D. Rose),51,33
118,2,9:09.0,,Shooting foul by G. Green (drawn by J. Crawford),51,33
119,2,9:09.0,,J. Crawford makes free throw 1 of 1,51,34
120,2,8:57.0,R. Anderson misses 2-pt layup from 3 ft,,51,34
121,2,8:55.0,,Defensive rebound by K. Towns,51,34
122,2,8:50.0,,D. Rose makes 2-pt layup from 3 ft (assist by J. Teague),51,36
123,2,8:28.0,C. Paul misses 2-pt layup from 2 ft,,51,36
124,2,8:26.0,,Defensive rebound by K. Towns,51,36
125,2,8:09.0,,K. Towns misses 2-pt jump shot from 7 ft,51,36
126,2,8:06.0,,Offensive rebound by T. Gibson,51,36
127,2,8:06.0,,T. Gibson misses 2-pt layup at rim,51,36
128,2,8:05.0,Defensive rebound by G. Green,,51,36
129,2,7:57.0,R. Anderson makes 3-pt jump shot from 29 ft (assist by C. Paul),,54,36
130,2,7:32.0,,J. Teague misses 2-pt jump shot from 7 ft,54,36
131,2,7:31.0,,Offensive rebound by J. Teague,54,36
132,2,7:28.0,,Personal foul by G. Green (drawn by J. Crawford),54,36
133,2,7:28.0,Houston full timeout,,54,36
134,2,7:28.0,T. Ariza enters the game for C. Paul,,54,36
135,2,7:28.0,P. Tucker enters the game for L. Mbah a Moute,,54,36
136,2,7:28.0,J. Harden enters the game for G. Green,,54,36
137,2,7:28.0,C. Capela enters the game for R. Anderson,,54,36
138,2,7:19.0,,K. Towns misses 2-pt jump shot from 13 ft,54,36
139,2,7:15.0,Defensive rebound by P. Tucker,,54,36
140,2,6:56.0,E. Gordon misses 2-pt jump shot from 13 ft,,54,36
141,2,6:54.0,,Defensive rebound by K. Towns,54,36
142,2,6:45.0,,J. Crawford makes 2-pt jump shot from 13 ft,54,38
143,2,6:40.0,C. Capela makes 2-pt layup from 1 ft (assist by J. Harden),,56,38
144,2,6:40.0,,Violation by K. Towns (def goaltending),56,38
145,2,6:24.0,,K. Towns makes 2-pt jump shot from 8 ft,56,40
146,2,6:24.0,,Shooting foul by T. Ariza (drawn by K. Towns),56,40
147,2,6:24.0,,A. Wiggins enters the game for J. Crawford,56,40
148,2,6:24.0,,K. Towns misses free throw 1 of 1,56,40
149,2,6:24.0,Defensive rebound by P. Tucker,,56,40
150,2,6:18.0,C. Capela makes 2-pt layup at rim (assist by J. Harden),,58,40
151,2,6:04.0,,D. Rose misses 2-pt jump shot from 20 ft,58,40
152,2,6:01.0,Defensive rebound by C. Capela,,58,40
153,2,5:58.0,J. Harden makes 3-pt jump shot from 26 ft,,61,40
154,2,5:42.0,,D. Rose makes 2-pt layup from 1 ft,61,42
155,2,5:28.0,P. Tucker misses 2-pt layup at rim,,61,42
156,2,5:27.0,,Defensive rebound by K. Towns,61,42
157,2,5:25.0,,Turnover by D. Rose (lost ball; steal by T. Ariza),61,42
158,2,5:09.0,C. Capela misses 2-pt layup from 1 ft,,61,42
159,2,5:07.0,Offensive rebound by C. Capela,,61,42
160,2,5:07.0,C. Capela makes 2-pt layup at rim,,63,42
161,2,4:49.0,,D. Rose misses 3-pt jump shot from 22 ft,63,42
162,2,4:47.0,Defensive rebound by C. Capela,,63,42
163,2,4:42.0,Shooting foul by K. Towns (drawn by J. Harden),,63,42
164,2,4:42.0,J. Harden makes free throw 1 of 2,,64,42
165,2,4:42.0,,N. Bjelica enters the game for D. Rose,64,42
166,2,4:42.0,C. Paul enters the game for E. Gordon,,64,42
167,2,4:42.0,J. Harden makes free throw 2 of 2,,65,42
168,2,4:27.0,,Shooting foul by P. Tucker (drawn by A. Wiggins),65,42
169,2,4:27.0,,A. Wiggins makes free throw 1 of 2,65,43
170,2,4:27.0,,A. Wiggins misses free throw 2 of 2,65,43
171,2,4:25.0,Defensive rebound by C. Paul,,65,43
172,2,4:11.0,Shooting foul by T. Gibson (drawn by P. Tucker),,65,43
173,2,4:11.0,P. Tucker misses free throw 1 of 3,,65,43
174,2,4:11.0,Offensive rebound by Team,,65,43
175,2,4:11.0,P. Tucker misses free throw 2 of 3,,65,43
176,2,4:11.0,Offensive rebound by Team,,65,43
177,2,4:11.0,,J. Crawford enters the game for T. Gibson,65,43
178,2,4:11.0,P. Tucker misses free throw 3 of 3,,65,43
179,2,4:09.0,,Defensive rebound by K. Towns,65,43
180,2,3:55.0,,J. Teague makes 3-pt jump shot from 25 ft,65,46
181,2,3:45.0,C. Capela makes 2-pt dunk at rim (assist by J. Harden),,67,46
182,2,3:28.0,,J. Teague misses 2-pt layup from 2 ft (block by C. Capela),67,46
183,2,3:26.0,Defensive rebound by C. Paul,,67,46
184,2,3:20.0,T. Ariza makes 3-pt jump shot from 23 ft (assist by C. Paul),,70,46
185,2,3:05.0,,A. Wiggins misses 3-pt jump shot from 26 ft,70,46
186,2,3:03.0,,Offensive rebound by N. Bjelica,70,46
187,2,3:02.0,,N. Bjelica misses 2-pt layup from 3 ft (block by T. Ariza),70,46
188,2,3:01.0,,Offensive rebound by Team,70,46
189,2,3:00.0,,Turnover by J. Teague (bad pass; steal by C. Paul),70,46
190,2,2:46.0,C. Paul misses 3-pt jump shot from 23 ft,,70,46
191,2,2:44.0,,Defensive rebound by J. Teague,70,46
192,2,2:37.0,,J. Crawford makes 3-pt jump shot from 23 ft (assist by J. Teague),70,49
193,2,2:24.0,J. Harden misses 2-pt layup from 6 ft,,70,49
194,2,2:24.0,Offensive rebound by P. Tucker,,70,49
195,2,2:22.0,Shooting foul by N. Bjelica (drawn by P. Tucker),,70,49
196,2,2:22.0,,Minnesota full timeout,70,49
197,2,2:22.0,P. Tucker makes 2-pt layup from 2 ft,,72,49
198,2,2:22.0,P. Tucker makes free throw 1 of 1,,73,49
199,2,2:03.0,,J. Crawford misses 3-pt jump shot from 26 ft,73,49
200,2,2:00.0,,Offensive rebound by K. Towns,73,49
201,2,1:51.0,,K. Towns makes 2-pt layup from 2 ft (assist by J. Crawford),73,51
202,2,1:51.0,,Shooting foul by P. Tucker (drawn by K. Towns),73,51
203,2,1:51.0,,K. Towns makes free throw 1 of 1,73,52
204,2,1:40.0,Shooting foul by J. Teague (drawn by J. Harden),,73,52
205,2,1:40.0,J. Harden makes free throw 1 of 2,,74,52
206,2,1:40.0,J. Harden makes free throw 2 of 2,,75,52
207,2,1:29.0,,A. Wiggins makes 2-pt layup from 2 ft,75,54
208,2,1:13.0,J. Harden makes 2-pt jump shot from 6 ft,,77,54
209,2,0:55.0,,Turnover by K. Towns (bad pass),77,54
210,2,0:45.0,J. Harden misses 2-pt jump shot from 14 ft,,77,54
211,2,0:42.0,,Defensive rebound by K. Towns,77,54
212,2,0:37.0,,J. Teague makes 2-pt layup from 1 ft,77,56
213,2,0:29.0,Turnover by P. Tucker (bad pass; steal by A. Wiggins),,77,56
214,2,0:08.0,,A. Wiggins misses 2-pt jump shot from 16 ft,77,56
215,2,0:06.0,,Offensive rebound by J. Crawford,77,56
216,2,0:04.0,,N. Bjelica misses 3-pt jump shot from 32 ft,77,56
217,2,0:04.0,,Offensive rebound by K. Towns,77,56
218,3,11:48.0,,Turnover by K. Towns (bad pass; steal by T. Ariza),77,56
219,3,11:44.0,T. Ariza misses 2-pt layup from 3 ft,,77,56
220,3,11:41.0,Offensive rebound by C. Capela,,77,56
221,3,11:39.0,J. Harden misses 3-pt jump shot from 24 ft,,77,56
222,3,11:38.0,Offensive rebound by T. Ariza,,77,56
223,3,11:38.0,Personal foul by N. Bjelica (drawn by T. Ariza),,77,56
224,3,11:35.0,Shooting foul by A. Wiggins (drawn by J. Harden),,77,56
225,3,11:35.0,J. Harden makes free throw 1 of 3,,78,56
226,3,11:35.0,J. Harden makes free throw 2 of 3,,79,56
227,3,11:35.0,J. Harden makes free throw 3 of 3,,80,56
228,3,11:23.0,,Turnover by J. Teague (bad pass; steal by T. Ariza),80,56
229,3,11:23.0,Personal foul by A. Wiggins (drawn by T. Ariza),,80,56
230,3,11:15.0,Offensive foul by P. Tucker (drawn by A. Wiggins),,80,56
231,3,11:15.0,Turnover by P. Tucker (offensive foul),,80,56
232,3,10:50.0,,Turnover by Team (shot clock),80,56
233,3,10:42.0,J. Harden misses 3-pt jump shot from 28 ft,,80,56
234,3,10:41.0,,Defensive rebound by T. Gibson,80,56
235,3,10:26.0,,K. Towns misses 2-pt layup from 6 ft (block by P. Tucker),80,56
236,3,10:25.0,,Offensive rebound by Team,80,56
237,3,10:23.0,,N. Bjelica makes 2-pt layup at rim,80,58
238,3,10:09.0,C. Paul makes 3-pt jump shot from 25 ft,,83,58
239,3,9:58.0,,Personal foul by J. Harden (drawn by T. Gibson),83,58
240,3,9:43.0,,N. Bjelica makes 2-pt layup from 4 ft (assist by J. Teague),83,60
241,3,9:43.0,Violation by C. Capela (def goaltending),,83,60
242,3,9:28.0,C. Capela misses 2-pt layup from 4 ft,,83,60
243,3,9:26.0,,Defensive rebound by K. Towns,83,60
244,3,9:24.0,,N. Bjelica makes 3-pt jump shot from 23 ft (assist by J. Teague),83,63
245,3,9:09.0,Personal foul by N. Bjelica (drawn by T. Ariza),,83,63
246,3,8:54.0,C. Capela misses 2-pt layup from 3 ft (block by K. Towns),,83,63
247,3,8:51.0,,Defensive rebound by J. Teague,83,63
248,3,8:48.0,,J. Teague makes 2-pt layup from 1 ft,83,65
249,3,8:22.0,P. Tucker misses 2-pt layup from 3 ft,,83,65
250,3,8:20.0,Offensive rebound by P. Tucker,,83,65
251,3,8:20.0,Shooting foul by T. Gibson (drawn by C. Paul),,83,65
252,3,8:20.0,C. Paul makes free throw 1 of 3,,84,65
253,3,8:20.0,C. Paul makes free throw 2 of 3,,85,65
254,3,8:20.0,C. Paul makes free throw 3 of 3,,86,65
255,3,7:59.0,,Shooting foul by C. Capela (drawn by J. Teague),86,65
256,3,7:59.0,,J. Teague makes free throw 1 of 2,86,66
257,3,7:59.0,,J. Teague makes free throw 2 of 2,86,67
258,3,7:46.0,C. Capela makes 2-pt dunk from 1 ft (assist by J. Harden),,88,67
259,3,7:27.0,,N. Bjelica makes 3-pt jump shot from 25 ft (assist by J. Teague),88,70
260,3,7:01.0,P. Tucker makes 3-pt jump shot from 22 ft (assist by T. Ariza),,91,70
261,3,6:43.0,,K. Towns makes 2-pt layup at rim (assist by J. Teague),91,72
262,3,6:31.0,T. Ariza misses 3-pt jump shot from 25 ft,,91,72
263,3,6:28.0,,Defensive rebound by J. Teague,91,72
264,3,6:12.0,,N. Bjelica makes 2-pt layup at rim (assist by K. Towns),91,74
265,3,6:12.0,Houston full timeout,,91,74
266,3,6:12.0,E. Gordon enters the game for C. Paul,,91,74
267,3,6:12.0,L. Mbah a Moute enters the game for P. Tucker,,91,74
268,3,5:58.0,J. Harden makes 2-pt layup from 3 ft (assist by C. Capela),,93,74
269,3,5:37.0,,Personal foul by T. Ariza (drawn by J. Teague),93,74
270,3,5:28.0,,Personal foul by C. Capela (drawn by K. Towns),93,74
271,3,5:15.0,,A. Wiggins misses 2-pt jump shot from 17 ft,93,74
272,3,5:13.0,Defensive rebound by C. Capela,,93,74
273,3,5:07.0,T. Ariza misses 3-pt jump shot from 23 ft,,93,74
274,3,5:05.0,,Defensive rebound by K. Towns,93,74
275,3,4:59.0,,T. Gibson makes 2-pt layup at rim (assist by J. Teague),93,76
276,3,4:47.0,L. Mbah a Moute misses 2-pt layup from 3 ft,,93,76
277,3,4:45.0,,Defensive rebound by K. Towns,93,76
278,3,4:35.0,,J. Teague misses 2-pt jump shot from 10 ft,93,76
279,3,4:33.0,,Offensive rebound by K. Towns,93,76
280,3,4:32.0,,K. Towns makes 2-pt layup from 1 ft,93,78
281,3,4:23.0,Turnover by J. Harden (lost ball; steal by J. Teague),,93,78
282,3,4:22.0,,Personal foul by E. Gordon (drawn by J. Teague),93,78
283,3,4:22.0,,J. Teague makes free throw 1 of 2,93,79
284,3,4:22.0,,J. Crawford enters the game for N. Bjelica,93,79
285,3,4:22.0,G. Green enters the game for T. Ariza,,93,79
286,3,4:22.0,R. Anderson enters the game for C. Capela,,93,79
287,3,4:22.0,,J. Teague makes free throw 2 of 2,93,80
288,3,4:04.0,L. Mbah a Moute misses 2-pt layup from 2 ft,,93,80
289,3,4:03.0,,Defensive rebound by K. Towns,93,80
290,3,3:46.0,,Turnover by A. Wiggins (step out of bounds),93,80
291,3,3:46.0,,T. Jones enters the game for J. Teague,93,80
292,3,3:37.0,Personal foul by T. Gibson (drawn by R. Anderson),,93,80
293,3,3:37.0,R. Anderson makes free throw 1 of 2,,94,80
294,3,3:37.0,,N. Bjelica enters the game for T. Gibson,94,80
295,3,3:37.0,R. Anderson makes free throw 2 of 2,,95,80
296,3,3:13.0,,J. Crawford misses 2-pt jump shot from 17 ft,95,80
297,3,3:11.0,,Offensive rebound by K. Towns,95,80
298,3,3:11.0,,K. Towns makes 2-pt layup from 1 ft,95,82
299,3,2:55.0,J. Harden makes 2-pt jump shot from 9 ft,,97,82
300,3,2:55.0,Shooting foul by A. Wiggins (drawn by J. Harden),,97,82
301,3,2:55.0,,Minnesota full timeout,97,82
302,3,2:55.0,J. Harden makes free throw 1 of 1,,98,82
303,3,2:44.0,,A. Wiggins misses 2-pt layup from 5 ft (block by E. Gordon),98,82
304,3,2:42.0,Defensive rebound by L. Mbah a Moute,,98,82
305,3,2:21.0,J. Harden misses 3-pt jump shot from 26 ft,,98,82
306,3,2:20.0,,Defensive rebound by Team,98,82
307,3,2:20.0,Loose ball foul by R. Anderson (drawn by N. Bjelica),,98,82
308,3,2:20.0,C. Paul enters the game for J. Harden,,98,82
309,3,2:20.0,,N. Bjelica misses free throw 1 of 2,98,82
310,3,2:20.0,,Offensive rebound by Team,98,82
311,3,2:20.0,,G. Dieng enters the game for K. Towns,98,82
312,3,2:20.0,,N. Bjelica makes free throw 2 of 2,98,83
313,3,2:13.0,Personal foul by T. Jones (drawn by C. Paul),,98,83
314,3,2:13.0,C. Paul misses free throw 1 of 2,,98,83
315,3,2:13.0,Offensive rebound by Team,,98,83
316,3,2:13.0,C. Paul makes free throw 2 of 2,,99,83
317,3,2:00.0,,A. Wiggins makes 2-pt jump shot from 15 ft,99,85
318,3,1:44.0,E. Gordon makes 3-pt jump shot from 22 ft (assist by C. Paul),,102,85
319,3,1:31.0,,A. Wiggins misses 2-pt layup from 4 ft,102,85
320,3,1:29.0,Defensive rebound by E. Gordon,,102,85
321,3,1:23.0,L. Mbah a Moute makes 2-pt layup from 1 ft (assist by R. Anderson),,104,85
322,3,1:08.0,,J. Crawford makes 2-pt jump shot from 16 ft,104,87
323,3,0:54.0,Turnover by C. Paul (lost ball; steal by A. Wiggins),,104,87
324,3,0:54.0,,Personal foul by C. Paul (drawn by A. Wiggins),104,87
325,3,0:54.0,,A. Wiggins misses free throw 1 of 2,104,87
326,3,0:54.0,,Offensive rebound by Team,104,87
327,3,0:54.0,,A. Wiggins makes free throw 2 of 2,104,88
328,3,0:43.0,E. Gordon misses 3-pt jump shot from 27 ft,,104,88
329,3,0:41.0,,Defensive rebound by Team,104,88
330,3,0:37.0,,Shooting foul by L. Mbah a Moute (drawn by G. Dieng),104,88
331,3,0:37.0,,G. Dieng misses free throw 1 of 2,104,88
332,3,0:37.0,,Offensive rebound by Team,104,88
333,3,0:37.0,,G. Dieng makes free throw 2 of 2,104,89
334,3,0:34.0,Shooting foul by G. Dieng (drawn by L. Mbah a Moute),,104,89
335,3,0:34.0,L. Mbah a Moute misses free throw 1 of 2,,104,89
336,3,0:34.0,Offensive rebound by Team,,104,89
337,3,0:34.0,L. Mbah a Moute makes free throw 2 of 2,,105,89
338,3,0:18.0,,J. Crawford makes 2-pt jump shot from 12 ft,105,91
339,3,0:02.0,L. Mbah a Moute makes 2-pt layup from 2 ft (assist by C. Paul),,107,91
340,4,11:38.0,C. Paul makes 2-pt jump shot from 15 ft,,109,91
341,4,11:16.0,,G. Dieng makes 2-pt dunk from 1 ft (assist by N. Bjelica),109,93
342,4,11:02.0,Shooting foul by G. Dieng (drawn by G. Green),,109,93
343,4,11:02.0,G. Green misses free throw 1 of 2,,109,93
344,4,11:02.0,Offensive rebound by Team,,109,93
345,4,11:02.0,,J. Teague enters the game for T. Jones,109,93
346,4,11:02.0,G. Green misses free throw 2 of 2,,109,93
347,4,11:00.0,,Defensive rebound by N. Bjelica,109,93
348,4,10:44.0,,J. Teague makes 3-pt jump shot from 25 ft (assist by G. Dieng),109,96
349,4,10:19.0,C. Paul misses 3-pt jump shot from 26 ft,,109,96
350,4,10:18.0,,Defensive rebound by N. Bjelica,109,96
351,4,10:13.0,,Personal foul by C. Paul (drawn by G. Dieng),109,96
352,4,10:13.0,,Technical foul by G. Dieng,109,96
353,4,10:13.0,Technical foul by G. Green,,109,96
354,4,10:13.0,T. Ariza enters the game for L. Mbah a Moute,,109,96
355,4,10:13.0,P. Tucker enters the game for G. Green,,109,96
356,4,10:04.0,,N. Bjelica misses 2-pt layup from 1 ft,109,96
357,4,10:03.0,,Offensive rebound by G. Dieng,109,96
358,4,9:51.0,,Shooting foul by R. Anderson (drawn by J. Teague),109,96
359,4,9:51.0,,J. Teague makes free throw 1 of 2,109,97
360,4,9:51.0,C. Capela enters the game for R. Anderson,,109,97
361,4,9:51.0,,J. Teague makes free throw 2 of 2,109,98
362,4,9:33.0,P. Tucker misses 3-pt jump shot from 23 ft,,109,98
363,4,9:30.0,,Defensive rebound by J. Teague,109,98
364,4,9:21.0,,D. Rose makes 2-pt layup from 1 ft (assist by J. Crawford),109,100
365,4,8:57.0,,Offensive charge foul by P. Tucker (drawn by G. Dieng),109,100
366,4,8:57.0,Turnover by P. Tucker (offensive foul),,109,100
367,4,8:57.0,J. Harden enters the game for P. Tucker,,109,100
368,4,8:37.0,,J. Teague misses 2-pt jump shot from 12 ft (block by J. Harden),109,100
369,4,8:34.0,Defensive rebound by J. Harden,,109,100
370,4,8:34.0,Personal foul by G. Dieng (drawn by J. Harden),,109,100
371,4,8:31.0,J. Harden misses 3-pt jump shot from 25 ft,,109,100
372,4,8:29.0,,Defensive rebound by G. Dieng,109,100
373,4,8:21.0,,D. Rose misses 2-pt layup from 1 ft,109,100
374,4,8:19.0,Defensive rebound by C. Paul,,109,100
375,4,8:02.0,Turnover by J. Harden (turnover),,109,100
376,4,8:02.0,Loose ball foul by J. Harden (drawn by N. Bjelica),,109,100
377,4,8:02.0,Houston full timeout,,109,100
378,4,7:44.0,,G. Dieng misses 2-pt jump shot from 20 ft,109,100
379,4,7:41.0,,Offensive rebound by D. Rose,109,100
380,4,7:40.0,,D. Rose makes 2-pt layup at rim,109,102
381,4,7:16.0,C. Paul makes 2-pt jump shot from 15 ft,,111,102
382,4,6:51.0,,J. Crawford misses 2-pt layup from 3 ft,111,102
383,4,6:50.0,Defensive rebound by C. Capela,,111,102
384,4,6:34.0,J. Harden makes 2-pt layup from 2 ft,,113,102
385,4,6:34.0,,Minnesota full timeout,113,102
386,4,6:34.0,,K. Towns enters the game for G. Dieng,113,102
