,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,INDIANA_ACTION,OKLAHOMA CITY_SCORE,INDIANA_SCORE
0,1,11:39.0,C. Anthony makes 3-pt jump shot from 27 ft (assist by R. Westbrook),,3,0
1,1,11:20.0,,V. Oladipo misses 2-pt jump shot from 18 ft,3,0
2,1,11:17.0,Defensive rebound by R. Westbrook,,3,0
3,1,11:12.0,Shooting foul by B. Bogdanović (drawn by P. George),,3,0
4,1,11:12.0,P. George makes free throw 1 of 2,,4,0
5,1,11:12.0,P. George makes free throw 2 of 2,,5,0
6,1,11:03.0,,M. Turner misses 2-pt jump shot from 18 ft,5,0
7,1,10:59.0,Defensive rebound by C. Anthony,,5,0
8,1,10:48.0,Turnover by S. Adams (lost ball; steal by V. Oladipo),,5,0
9,1,10:40.0,,M. Turner makes 3-pt jump shot from 28 ft (assist by V. Oladipo),5,3
10,1,10:21.0,Á. Abrines makes 3-pt jump shot from 22 ft (assist by P. George),,8,3
11,1,10:06.0,,D. Collison misses 2-pt jump shot from 18 ft,8,3
12,1,10:03.0,,Offensive rebound by M. Turner,8,3
13,1,10:00.0,,Turnover by D. Collison (lost ball; steal by R. Westbrook),8,3
14,1,9:47.0,S. Adams makes 2-pt dunk from 1 ft (assist by R. Westbrook),,10,3
15,1,9:30.0,,D. Collison makes 3-pt jump shot from 22 ft (assist by M. Turner),10,6
16,1,9:16.0,P. George misses 2-pt jump shot from 10 ft,,10,6
17,1,9:12.0,,Defensive rebound by T. Young,10,6
18,1,9:09.0,,B. Bogdanović misses 2-pt jump shot from 12 ft,10,6
19,1,9:06.0,Defensive rebound by R. Westbrook,,10,6
20,1,9:00.0,C. Anthony misses 2-pt jump shot from 20 ft,,10,6
21,1,8:57.0,,Defensive rebound by T. Young,10,6
22,1,8:48.0,,M. Turner makes 3-pt jump shot from 28 ft (assist by V. Oladipo),10,9
23,1,8:32.0,S. Adams makes 2-pt dunk from 1 ft (assist by R. Westbrook),,12,9
24,1,8:18.0,,Offensive foul by V. Oladipo (drawn by P. George),12,9
25,1,8:18.0,,Turnover by V. Oladipo (offensive foul),12,9
26,1,8:05.0,C. Anthony misses 2-pt jump shot from 10 ft,,12,9
27,1,8:02.0,,Defensive rebound by V. Oladipo,12,9
28,1,7:57.0,,Turnover by V. Oladipo (lost ball; steal by C. Anthony),12,9
29,1,7:42.0,Turnover by P. George (bad pass; steal by T. Young),,12,9
30,1,7:38.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,12,9
31,1,7:34.0,Defensive rebound by R. Westbrook,,12,9
32,1,7:24.0,Turnover by P. George (lost ball; steal by B. Bogdanović),,12,9
33,1,7:20.0,,D. Collison makes 2-pt layup from 1 ft (assist by B. Bogdanović),12,11
34,1,6:58.0,C. Anthony misses 2-pt jump shot from 15 ft,,12,11
35,1,6:54.0,,Defensive rebound by V. Oladipo,12,11
36,1,6:51.0,,D. Collison makes 3-pt jump shot from 26 ft (assist by V. Oladipo),12,14
37,1,6:32.0,S. Adams misses 2-pt jump shot from 3 ft,,12,14
38,1,6:30.0,Offensive rebound by S. Adams,,12,14
39,1,6:23.0,Á. Abrines misses 3-pt jump shot from 23 ft,,12,14
40,1,6:21.0,Offensive rebound by S. Adams,,12,14
41,1,6:10.0,R. Westbrook misses 2-pt jump shot from 7 ft,,12,14
42,1,6:08.0,,Defensive rebound by T. Young,12,14
43,1,6:05.0,,Indiana full timeout,12,14
44,1,5:55.0,,M. Turner misses 2-pt jump shot from 16 ft,12,14
45,1,5:52.0,Defensive rebound by R. Westbrook,,12,14
46,1,5:38.0,S. Adams makes 2-pt jump shot from 8 ft (assist by R. Westbrook),,14,14
47,1,5:31.0,,V. Oladipo misses 3-pt jump shot from 26 ft,14,14
48,1,5:28.0,Defensive rebound by R. Westbrook,,14,14
49,1,5:24.0,R. Westbrook makes 2-pt jump shot from 17 ft,,16,14
50,1,5:14.0,Violation by S. Adams (kicked ball),,16,14
51,1,5:00.0,,T. Young makes 2-pt dunk from 1 ft (assist by M. Turner),16,16
52,1,4:43.0,R. Westbrook misses 2-pt layup from 1 ft,,16,16
53,1,4:40.0,,Defensive rebound by M. Turner,16,16
54,1,4:35.0,,T. Young makes 2-pt layup at rim (assist by B. Bogdanović),16,18
55,1,4:11.0,C. Anthony misses 2-pt jump shot from 18 ft,,16,18
56,1,4:09.0,,Defensive rebound by Team,16,18
57,1,4:09.0,,L. Stephenson enters the game for B. Bogdanović,16,18
58,1,3:59.0,,V. Oladipo makes 3-pt jump shot from 25 ft (assist by L. Stephenson),16,21
59,1,3:51.0,Oklahoma City full timeout,,16,21
60,1,3:51.0,J. Grant enters the game for P. George,,16,21
61,1,3:38.0,Shooting foul by D. Collison (drawn by R. Westbrook),,16,21
62,1,3:38.0,R. Westbrook misses free throw 1 of 2,,16,21
63,1,3:38.0,Offensive rebound by Team,,16,21
64,1,3:38.0,J. Huestis enters the game for Á. Abrines,,16,21
65,1,3:38.0,R. Westbrook misses free throw 2 of 2,,16,21
66,1,3:35.0,Offensive rebound by Team,,16,21
67,1,3:32.0,Turnover by S. Adams (bad pass; steal by V. Oladipo),,16,21
68,1,3:24.0,,T. Young misses 3-pt jump shot from 22 ft,16,21
69,1,3:18.0,Defensive rebound by J. Grant,,16,21
70,1,3:13.0,R. Westbrook misses 2-pt jump shot from 13 ft,,16,21
71,1,3:09.0,Offensive rebound by S. Adams,,16,21
72,1,3:09.0,S. Adams misses 2-pt dunk at rim,,16,21
73,1,3:08.0,Offensive rebound by R. Westbrook,,16,21
74,1,2:54.0,Turnover by R. Westbrook (step out of bounds),,16,21
75,1,2:42.0,,M. Turner misses 2-pt layup at rim,16,21
76,1,2:39.0,Defensive rebound by R. Westbrook,,16,21
77,1,2:34.0,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),,18,21
78,1,2:11.0,,D. Collison makes 2-pt jump shot from 19 ft,18,23
79,1,1:52.0,C. Anthony misses 2-pt layup from 1 ft (block by M. Turner),,18,23
80,1,1:49.0,,Defensive rebound by L. Stephenson,18,23
81,1,1:47.0,,D. Collison misses 3-pt jump shot from 23 ft,18,23
82,1,1:45.0,Defensive rebound by S. Adams,,18,23
83,1,1:44.0,Personal foul by L. Stephenson (drawn by R. Westbrook),,18,23
84,1,1:44.0,,C. Joseph enters the game for D. Collison,18,23
85,1,1:44.0,,D. Sabonis enters the game for T. Young,18,23
86,1,1:44.0,R. Felton enters the game for R. Westbrook,,18,23
87,1,1:44.0,P. Patterson enters the game for C. Anthony,,18,23
88,1,1:44.0,T. Ferguson enters the game for S. Adams,,18,23
89,1,1:22.0,J. Grant misses 2-pt layup from 1 ft,,18,23
90,1,1:20.0,Offensive rebound by P. Patterson,,18,23
91,1,1:20.0,Shooting foul by C. Joseph (drawn by P. Patterson),,18,23
92,1,1:20.0,P. Patterson makes free throw 1 of 2,,19,23
93,1,1:20.0,,T. Leaf enters the game for M. Turner,19,23
94,1,1:20.0,P. Patterson makes free throw 2 of 2,,20,23
95,1,1:06.0,,C. Joseph misses 3-pt jump shot from 23 ft,20,23
96,1,1:02.0,Defensive rebound by J. Grant,,20,23
97,1,0:52.0,J. Grant makes 2-pt dunk from 1 ft (assist by R. Felton),,22,23
98,1,0:41.0,,V. Oladipo makes 2-pt layup from 2 ft,22,25
99,1,0:31.0,T. Ferguson misses 3-pt jump shot from 23 ft,,22,25
100,1,0:28.0,,Defensive rebound by T. Leaf,22,25
101,1,0:11.0,,V. Oladipo misses 3-pt jump shot from 27 ft,22,25
102,1,0:08.0,,Offensive rebound by L. Stephenson,22,25
103,1,0:00.0,,L. Stephenson makes 2-pt jump shot from 22 ft,22,27
104,2,11:40.0,,D. Sabonis misses 2-pt dunk at rim (block by J. Grant),22,27
105,2,11:37.0,Defensive rebound by R. Felton,,22,27
106,2,11:24.0,P. Patterson misses 2-pt layup at rim,,22,27
107,2,11:22.0,,Defensive rebound by L. Stephenson,22,27
108,2,11:20.0,Offensive charge foul by L. Stephenson (drawn by J. Huestis),,22,27
109,2,11:20.0,,Turnover by L. Stephenson (offensive foul),22,27
110,2,11:10.0,J. Grant makes 2-pt dunk from 1 ft (assist by R. Felton),,24,27
111,2,10:54.0,,Turnover by B. Bogdanović (bad pass; steal by R. Felton),24,27
112,2,10:51.0,J. Huestis makes 2-pt dunk at rim (assist by R. Felton),,26,27
113,2,10:40.0,,Personal foul by R. Felton (drawn by D. Sabonis),26,27
114,2,10:26.0,,Turnover by D. Sabonis (bad pass; steal by T. Ferguson),26,27
115,2,10:22.0,J. Huestis makes 3-pt jump shot from 26 ft (assist by R. Felton),,29,27
116,2,10:14.0,,Indiana full timeout,29,27
117,2,10:07.0,,D. Sabonis misses 2-pt dunk from 2 ft (block by J. Grant),29,27
118,2,10:04.0,Defensive rebound by R. Felton,,29,27
119,2,10:01.0,J. Grant makes 2-pt layup from 1 ft (assist by P. Patterson),,31,27
120,2,9:38.0,,T. Leaf makes 3-pt jump shot from 27 ft (assist by L. Stephenson),31,30
121,2,9:13.0,R. Felton misses 3-pt jump shot from 26 ft,,31,30
122,2,9:11.0,,Defensive rebound by D. Sabonis,31,30
123,2,9:05.0,,Personal foul by J. Huestis (drawn by D. Sabonis),31,30
124,2,9:05.0,,T. Young enters the game for T. Leaf,31,30
125,2,9:05.0,P. George enters the game for T. Ferguson,,31,30
126,2,8:50.0,,C. Joseph makes 2-pt jump shot from 19 ft,31,32
127,2,8:29.0,P. George misses 2-pt jump shot from 21 ft,,31,32
128,2,8:26.0,,Defensive rebound by L. Stephenson,31,32
129,2,8:09.0,,L. Stephenson misses 2-pt layup from 4 ft,31,32
130,2,8:05.0,,Offensive rebound by T. Young,31,32
131,2,7:52.0,,L. Stephenson misses 3-pt jump shot from 23 ft,31,32
132,2,7:48.0,Defensive rebound by J. Grant,,31,32
133,2,7:40.0,Turnover by P. George (bad pass; steal by T. Young),,31,32
134,2,7:34.0,,T. Young misses 2-pt layup from 1 ft,31,32
135,2,7:31.0,,Offensive rebound by D. Sabonis,31,32
136,2,7:31.0,,D. Sabonis makes 2-pt layup at rim,31,34
137,2,7:10.0,J. Grant misses 3-pt jump shot from 27 ft,,31,34
138,2,7:07.0,,Defensive rebound by D. Sabonis,31,34
139,2,6:54.0,,D. Sabonis makes 2-pt hook shot from 7 ft,31,36
140,2,6:54.0,Oklahoma City full timeout,,31,36
141,2,6:54.0,C. Anthony enters the game for R. Felton,,31,36
142,2,6:54.0,S. Adams enters the game for J. Grant,,31,36
