,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,NEW YORK_ACTION,CHARLOTTE_SCORE,NEW YORK_SCORE
0,1,11:44.0,Shooting foul by J. Jack (drawn by M. Williams),,0,0
1,1,11:44.0,M. Williams makes free throw 1 of 2,,1,0
2,1,11:44.0,M. Williams makes free throw 2 of 2,,2,0
3,1,11:32.0,,Personal foul by D. Bacon (drawn by T. Hardaway),2,0
4,1,11:19.0,,C. Lee misses 2-pt jump shot from 16 ft,2,0
5,1,11:12.0,,Offensive rebound by E. Freedom,2,0
6,1,11:12.0,,E. Freedom makes 2-pt layup at rim,2,2
7,1,10:58.0,M. Williams makes 3-pt jump shot from 26 ft (assist by J. Lamb),,5,2
8,1,10:43.0,,Shooting foul by K. Walker (drawn by T. Hardaway),5,2
9,1,10:43.0,,T. Hardaway misses free throw 1 of 2,5,2
10,1,10:43.0,,Offensive rebound by Team,5,2
11,1,10:43.0,,T. Hardaway misses free throw 2 of 2,5,2
12,1,10:41.0,Defensive rebound by D. Bacon,,5,2
13,1,10:30.0,J. Lamb misses 2-pt jump shot from 4 ft,,5,2
14,1,10:28.0,Offensive rebound by D. Howard,,5,2
15,1,10:26.0,D. Howard makes 2-pt layup from 2 ft,,7,2
16,1,10:16.0,,K. Porziņģis makes 2-pt jump shot from 14 ft,7,4
17,1,9:58.0,Personal foul by T. Hardaway (drawn by J. Lamb),,7,4
18,1,9:54.0,K. Walker misses 3-pt jump shot from 25 ft,,7,4
19,1,9:50.0,,Defensive rebound by C. Lee,7,4
20,1,9:44.0,,K. Porziņģis makes 3-pt jump shot from 25 ft (assist by C. Lee),7,7
21,1,9:28.0,J. Lamb makes 3-pt jump shot from 25 ft (assist by K. Walker),,10,7
22,1,9:18.0,,Personal foul by D. Bacon (drawn by T. Hardaway),10,7
23,1,9:13.0,,K. Porziņģis misses 3-pt jump shot from 25 ft,10,7
24,1,9:09.0,,Offensive rebound by E. Freedom,10,7
25,1,9:08.0,,E. Freedom makes 2-pt layup from 1 ft,10,9
26,1,8:56.0,Shooting foul by K. Porziņģis (drawn by D. Howard),,10,9
27,1,8:56.0,D. Howard makes free throw 1 of 2,,11,9
28,1,8:56.0,T. Graham enters the game for D. Bacon,,11,9
29,1,8:56.0,D. Howard makes free throw 2 of 2,,12,9
30,1,8:44.0,,T. Hardaway misses 2-pt jump shot from 22 ft,12,9
31,1,8:40.0,Defensive rebound by K. Walker,,12,9
32,1,8:25.0,M. Williams makes 2-pt layup at rim (assist by J. Lamb),,14,9
33,1,8:16.0,,Turnover by K. Porziņģis (lost ball; steal by K. Walker),14,9
34,1,8:16.0,Turnover by K. Walker (step out of bounds),,14,9
35,1,8:02.0,,T. Hardaway makes 3-pt jump shot from 26 ft (assist by C. Lee),14,12
36,1,7:44.0,D. Howard makes 2-pt layup from 2 ft,,16,12
37,1,7:44.0,Shooting foul by E. Freedom (drawn by D. Howard),,16,12
38,1,7:44.0,D. Howard makes free throw 1 of 1,,17,12
39,1,7:23.0,,C. Lee misses 2-pt jump shot from 22 ft,17,12
40,1,7:20.0,Defensive rebound by T. Graham,,17,12
41,1,7:11.0,D. Howard misses 2-pt jump shot from 13 ft,,17,12
42,1,7:09.0,,Defensive rebound by K. Porziņģis,17,12
43,1,7:03.0,Loose ball foul by M. Williams (drawn by K. Porziņģis),,17,12
44,1,6:59.0,,K. Porziņģis makes 3-pt jump shot from 25 ft (assist by J. Jack),17,15
45,1,6:39.0,Turnover by K. Walker (bad pass; steal by T. Hardaway),,17,15
46,1,6:33.0,,J. Jack misses 3-pt jump shot from 25 ft,17,15
47,1,6:28.0,Defensive rebound by M. Williams,,17,15
48,1,6:25.0,D. Howard makes 2-pt dunk from 1 ft (assist by J. Lamb),,19,15
49,1,6:14.0,,K. Porziņģis makes 3-pt jump shot from 27 ft (assist by C. Lee),19,18
50,1,5:58.0,K. Walker misses 3-pt jump shot from 25 ft,,19,18
51,1,5:56.0,,Defensive rebound by T. Hardaway,19,18
52,1,5:51.0,,K. Porziņģis makes 2-pt dunk from 1 ft (assist by J. Jack),19,20
53,1,5:43.0,Charlotte full timeout,,19,20
54,1,5:43.0,M. Carter-Williams enters the game for J. Lamb,,19,20
55,1,5:35.0,D. Howard makes 2-pt dunk from 1 ft (assist by K. Walker),,21,20
56,1,5:14.0,,E. Freedom makes 2-pt jump shot from 18 ft (assist by C. Lee),21,22
57,1,5:01.0,K. Walker makes 3-pt jump shot from 25 ft (assist by M. Williams),,24,22
58,1,4:48.0,,Personal foul by T. Graham (drawn by K. Porziņģis),24,22
59,1,4:48.0,,D. McDermott enters the game for J. Jack,24,22
60,1,4:48.0,,F. Ntilikina enters the game for C. Lee,24,22
61,1,4:48.0,F. Kaminsky enters the game for M. Williams,,24,22
62,1,4:48.0,,K. Porziņģis makes free throw 1 of 2,24,23
63,1,4:48.0,,K. Porziņģis makes free throw 2 of 2,24,24
64,1,4:28.0,K. Walker makes 2-pt jump shot from 17 ft,,26,24
65,1,4:14.0,,Turnover by K. Porziņģis (traveling),26,24
66,1,4:04.0,F. Kaminsky makes 3-pt jump shot from 25 ft (assist by K. Walker),,29,24
67,1,3:46.0,,T. Hardaway misses 3-pt jump shot from 24 ft,29,24
68,1,3:43.0,Defensive rebound by K. Walker,,29,24
69,1,3:36.0,Turnover by K. Walker (bad pass; steal by E. Freedom),,29,24
70,1,3:33.0,,Turnover by F. Ntilikina (bad pass; steal by T. Graham),29,24
71,1,3:19.0,F. Kaminsky misses 2-pt jump shot from 17 ft,,29,24
72,1,3:17.0,,Defensive rebound by F. Ntilikina,29,24
73,1,3:07.0,,K. Porziņģis misses 3-pt jump shot from 26 ft,29,24
74,1,3:04.0,Defensive rebound by T. Graham,,29,24
75,1,2:52.0,K. Walker makes 3-pt jump shot from 25 ft,,32,24
76,1,2:43.0,,New York full timeout,32,24
77,1,2:43.0,,K. O'Quinn enters the game for E. Freedom,32,24
78,1,2:43.0,C. Zeller enters the game for D. Howard,,32,24
79,1,2:42.0,,Personal foul by K. Walker (drawn by F. Ntilikina),32,24
80,1,2:42.0,M. Monk enters the game for K. Walker,,32,24
81,1,2:42.0,,F. Ntilikina makes free throw 1 of 2,32,25
82,1,2:42.0,,F. Ntilikina misses free throw 2 of 2,32,25
83,1,2:39.0,Defensive rebound by M. Carter-Williams,,32,25
84,1,2:20.0,Shooting foul by K. O'Quinn (drawn by M. Carter-Williams),,32,25
85,1,2:20.0,M. Carter-Williams makes free throw 1 of 2,,33,25
86,1,2:20.0,M. Carter-Williams makes free throw 2 of 2,,34,25
87,1,2:04.0,,T. Hardaway makes 2-pt layup from 1 ft (assist by K. O'Quinn),34,27
88,1,1:41.0,C. Zeller misses 2-pt layup from 2 ft (block by K. O'Quinn),,34,27
89,1,1:40.0,C. Zeller misses 2-pt layup from 1 ft (block by K. Porziņģis),,34,27
90,1,1:40.0,Offensive rebound by C. Zeller,,34,27
91,1,1:39.0,C. Zeller misses 2-pt layup from 1 ft (block by K. Porziņģis),,34,27
92,1,1:39.0,Offensive rebound by C. Zeller,,34,27
93,1,1:38.0,Offensive rebound by C. Zeller,,34,27
94,1,1:38.0,Shooting foul by F. Ntilikina (drawn by C. Zeller),,34,27
95,1,1:38.0,,L. Thomas enters the game for K. Porziņģis,34,27
96,1,1:38.0,C. Zeller misses free throw 1 of 2,,34,27
97,1,1:38.0,Offensive rebound by Team,,34,27
98,1,1:38.0,C. Zeller makes free throw 2 of 2,,35,27
99,1,1:24.0,,Shooting foul by M. Carter-Williams (drawn by T. Hardaway),35,27
100,1,1:24.0,,T. Hardaway makes free throw 1 of 2,35,28
101,1,1:24.0,,T. Hardaway makes free throw 2 of 2,35,29
102,1,1:13.0,M. Monk misses 2-pt jump shot from 15 ft (block by K. O'Quinn),,35,29
103,1,1:10.0,,Defensive rebound by F. Ntilikina,35,29
104,1,1:05.0,,L. Thomas makes 2-pt jump shot from 19 ft (assist by F. Ntilikina),35,31
105,1,0:44.0,M. Monk makes 3-pt jump shot from 22 ft (assist by T. Graham),,38,31
106,1,0:34.0,,Offensive foul by L. Thomas (drawn by M. Monk),38,31
107,1,0:34.0,,Turnover by L. Thomas (offensive foul),38,31
108,1,0:25.0,C. Zeller misses 2-pt layup from 1 ft,,38,31
109,1,0:23.0,,Defensive rebound by D. McDermott,38,31
110,1,0:23.0,,Personal foul by T. Graham (drawn by T. Hardaway),38,31
111,1,0:23.0,J. Lamb enters the game for T. Graham,,38,31
112,1,0:23.0,,T. Hardaway misses free throw 1 of 2,38,31
113,1,0:23.0,,Offensive rebound by Team,38,31
114,1,0:23.0,,T. Hardaway makes free throw 2 of 2,38,32
115,1,0:03.0,J. Lamb makes 3-pt jump shot from 25 ft (assist by M. Monk),,41,32
116,1,0:00.0,,F. Ntilikina misses 3-pt jump shot from 27 ft,41,32
117,1,0:00.0,,Offensive rebound by Team,41,32
118,2,11:39.0,,F. Ntilikina misses 2-pt jump shot from 15 ft,41,32
119,2,11:34.0,Defensive rebound by J. Lamb,,41,32
120,2,11:32.0,Turnover by J. Lamb (bad pass; steal by K. O'Quinn),,41,32
121,2,11:24.0,,K. O'Quinn makes 2-pt dunk from 1 ft (assist by C. Lee),41,34
122,2,11:14.0,Personal foul by F. Ntilikina (drawn by M. Monk),,41,34
123,2,11:14.0,T. Graham enters the game for D. Bacon,,41,34
124,2,11:07.0,M. Monk misses 3-pt jump shot from 25 ft,,41,34
125,2,11:04.0,,Defensive rebound by L. Thomas,41,34
126,2,10:56.0,,D. McDermott makes 2-pt layup at rim (assist by K. O'Quinn),41,36
127,2,10:49.0,Charlotte full timeout,,41,36
128,2,10:39.0,F. Kaminsky misses 3-pt jump shot from 25 ft,,41,36
129,2,10:36.0,,Defensive rebound by D. McDermott,41,36
130,2,10:30.0,,Personal foul by T. Graham (drawn by L. Thomas),41,36
131,2,10:30.0,D. Bacon enters the game for T. Graham,,41,36
132,2,10:23.0,,D. McDermott makes 2-pt layup from 1 ft (assist by F. Ntilikina),41,38
133,2,10:10.0,M. Monk makes 2-pt layup from 1 ft,,43,38
134,2,9:54.0,,C. Lee makes 2-pt jump shot from 10 ft,43,40
135,2,9:37.0,M. Monk misses 3-pt jump shot from 23 ft,,43,40
136,2,9:35.0,,Defensive rebound by L. Thomas,43,40
137,2,9:24.0,,Turnover by L. Thomas (traveling),43,40
138,2,9:10.0,F. Kaminsky misses 2-pt jump shot from 19 ft,,43,40
139,2,9:09.0,,Defensive rebound by K. O'Quinn,43,40
140,2,8:57.0,,New York full timeout,43,40
141,2,8:52.0,,Shooting foul by D. Bacon (drawn by D. McDermott),43,40
142,2,8:52.0,,D. McDermott makes free throw 1 of 2,43,41
143,2,8:52.0,M. Carter-Williams enters the game for D. Bacon,,43,41
144,2,8:52.0,,D. McDermott makes free throw 2 of 2,43,42
145,2,8:31.0,M. Monk makes 3-pt jump shot from 26 ft,,46,42
146,2,8:12.0,,K. O'Quinn misses 2-pt jump shot from 14 ft,46,42
147,2,8:10.0,Defensive rebound by J. Lamb,,46,42
148,2,8:03.0,J. Lamb misses 3-pt jump shot from 25 ft,,46,42
149,2,7:59.0,Offensive rebound by M. Monk,,46,42
150,2,7:53.0,J. Lamb misses 2-pt jump shot from 5 ft,,46,42
151,2,7:47.0,Offensive rebound by C. Zeller,,46,42
152,2,7:47.0,C. Zeller misses 2-pt layup at rim,,46,42
153,2,7:45.0,Offensive rebound by C. Zeller,,46,42
154,2,7:45.0,C. Zeller makes 2-pt layup at rim,,48,42
155,2,7:37.0,,D. McDermott makes 2-pt dunk at rim (assist by K. O'Quinn),48,44
156,2,7:18.0,M. Monk makes 3-pt jump shot from 23 ft (assist by M. Carter-Williams),,51,44
157,2,7:03.0,,L. Thomas makes 3-pt jump shot from 22 ft (assist by F. Ntilikina),51,47
