,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,WASHINGTON_ACTION,SAN ANTONIO_SCORE,WASHINGTON_SCORE
45,1,4:52.0,M. Ginóbili makes 3-pt jump shot from 26 ft (assist by R. Gay),,16,18
46,1,4:34.0,,T. Satoranský misses 2-pt jump shot from 16 ft,16,18
47,1,4:31.0,Defensive rebound by L. Aldridge,,16,18
48,1,4:23.0,R. Gay misses 3-pt jump shot from 24 ft,,16,18
49,1,4:21.0,,Defensive rebound by B. Beal,16,18
50,1,4:13.0,,B. Beal misses 2-pt jump shot from 12 ft,16,18
51,1,4:11.0,Defensive rebound by R. Gay,,16,18
52,1,4:01.0,Shooting foul by T. Satoranský (drawn by R. Gay),,16,18
53,1,4:01.0,R. Gay makes free throw 1 of 2,,17,18
54,1,4:01.0,,R. Sessions enters the game for O. Porter,17,18
55,1,4:01.0,,I. Mahinmi enters the game for M. Gortat,17,18
56,1,4:01.0,,K. Oubre enters the game for T. Satoranský,17,18
57,1,4:01.0,R. Gay makes free throw 2 of 2,,18,18
58,1,4:01.0,P. Gasol enters the game for P. Mills,,18,18
59,1,3:45.0,,K. Oubre misses 3-pt jump shot from 23 ft,18,18
60,1,3:42.0,Defensive rebound by P. Gasol,,18,18
61,1,3:32.0,L. Aldridge makes 2-pt hook shot from 3 ft (assist by T. Parker),,20,18
62,1,3:14.0,,Turnover by B. Beal (bad pass; steal by T. Parker),20,18
63,1,3:09.0,M. Ginóbili misses 3-pt jump shot from 25 ft,,20,18
64,1,3:06.0,,Defensive rebound by K. Oubre,20,18
65,1,2:56.0,,R. Sessions misses 2-pt jump shot from 3 ft,20,18
66,1,2:53.0,Defensive rebound by P. Gasol,,20,18
67,1,2:50.0,San Antonio full timeout,,20,18
68,1,2:50.0,,M. Scott enters the game for M. Morris,20,18
69,1,2:37.0,T. Parker misses 2-pt jump shot from 18 ft,,20,18
70,1,2:34.0,,Defensive rebound by M. Scott,20,18
71,1,2:17.0,,I. Mahinmi makes 2-pt hook shot from 11 ft (assist by B. Beal),20,20
72,1,1:58.0,R. Gay misses 2-pt jump shot from 15 ft,,20,20
73,1,1:55.0,,Defensive rebound by K. Oubre,20,20
74,1,1:45.0,,M. Scott misses 2-pt jump shot from 21 ft,20,20
75,1,1:41.0,Defensive rebound by T. Parker,,20,20
76,1,1:34.0,L. Aldridge makes 2-pt layup at rim (assist by P. Gasol),,22,20
77,1,1:18.0,,Offensive foul by I. Mahinmi (drawn by M. Ginóbili),22,20
78,1,1:18.0,,Turnover by I. Mahinmi (offensive foul),22,20
79,1,1:18.0,,J. Meeks enters the game for B. Beal,22,20
80,1,1:18.0,D. Green enters the game for L. Aldridge,,22,20
81,1,1:06.0,P. Gasol misses 2-pt jump shot from 20 ft,,22,20
82,1,1:03.0,,Defensive rebound by J. Meeks,22,20
83,1,0:53.0,,Turnover by M. Scott (bad pass),22,20
84,1,0:41.0,M. Ginóbili misses 2-pt layup from 1 ft,,22,20
85,1,0:39.0,Offensive rebound by R. Gay,,22,20
86,1,0:39.0,R. Gay makes 2-pt layup from 1 ft,,24,20
87,1,0:39.0,Shooting foul by M. Scott (drawn by R. Gay),,24,20
88,1,0:39.0,R. Gay misses free throw 1 of 1,,24,20
89,1,0:39.0,Offensive rebound by R. Gay,,24,20
90,1,0:18.0,D. Green misses 3-pt jump shot from 25 ft,,24,20
91,1,0:10.0,,Defensive rebound by R. Sessions,24,20
92,1,0:01.0,,Shooting foul by M. Ginóbili (drawn by R. Sessions),24,20
93,1,0:01.0,,R. Sessions makes free throw 1 of 2,24,21
94,1,0:01.0,,R. Sessions misses free throw 2 of 2,24,21
95,1,0:01.0,,Offensive rebound by I. Mahinmi,24,21
96,1,0:01.0,,I. Mahinmi misses 2-pt hook shot from 3 ft,24,21
97,1,0:01.0,,Offensive rebound by Team,24,21
98,2,11:55.0,Personal foul by K. Oubre (drawn by P. Gasol),,24,21
99,2,11:45.0,P. Gasol makes 2-pt dunk from 1 ft (assist by D. Green),,26,21
100,2,11:36.0,,Turnover by R. Sessions (bad pass; steal by R. Gay),26,21
101,2,11:32.0,R. Gay makes 2-pt layup from 1 ft,,28,21
102,2,11:10.0,,J. Meeks misses 2-pt jump shot from 12 ft,28,21
103,2,11:09.0,,Offensive rebound by M. Scott,28,21
104,2,11:08.0,,M. Scott makes 2-pt layup from 2 ft,28,23
105,2,10:59.0,P. Gasol makes 2-pt layup at rim (assist by M. Ginóbili),,30,23
106,2,10:59.0,Shooting foul by R. Sessions (drawn by P. Gasol),,30,23
107,2,10:59.0,P. Gasol makes free throw 1 of 1,,31,23
108,2,10:47.0,,J. Meeks makes 3-pt jump shot from 26 ft (assist by M. Scott),31,26
109,2,10:23.0,T. Parker misses 2-pt jump shot from 15 ft,,31,26
110,2,10:21.0,Offensive rebound by Team,,31,26
111,2,10:09.0,T. Parker misses 2-pt layup from 3 ft,,31,26
112,2,10:05.0,,Defensive rebound by M. Scott,31,26
113,2,10:03.0,,M. Scott makes 3-pt jump shot from 28 ft (assist by R. Sessions),31,29
114,2,10:01.0,San Antonio full timeout,,31,29
115,2,10:01.0,D. Murray enters the game for T. Parker,,31,29
116,2,10:01.0,P. Mills enters the game for M. Ginóbili,,31,29
117,2,9:49.0,D. Murray misses 2-pt jump shot from 9 ft,,31,29
118,2,9:49.0,Offensive rebound by P. Gasol,,31,29
119,2,9:49.0,Shooting foul by I. Mahinmi (drawn by P. Gasol),,31,29
120,2,9:49.0,P. Gasol makes free throw 1 of 2,,32,29
121,2,9:49.0,K. Anderson enters the game for R. Gay,,32,29
122,2,9:49.0,P. Gasol misses free throw 2 of 2,,32,29
123,2,9:46.0,,Defensive rebound by K. Oubre,32,29
124,2,9:33.0,,M. Scott misses 2-pt jump shot from 13 ft,32,29
125,2,9:30.0,,Offensive rebound by K. Oubre,32,29
126,2,9:29.0,,K. Oubre misses 2-pt layup from 2 ft,32,29
127,2,9:26.0,Defensive rebound by P. Mills,,32,29
128,2,9:14.0,K. Anderson misses 2-pt jump shot from 10 ft,,32,29
129,2,9:11.0,,Defensive rebound by M. Scott,32,29
130,2,9:08.0,,J. Meeks makes 2-pt jump shot from 8 ft (assist by R. Sessions),32,31
131,2,9:08.0,,Shooting foul by D. Murray (drawn by J. Meeks),32,31
132,2,9:08.0,,J. Meeks makes free throw 1 of 1,32,32
133,2,8:51.0,P. Mills misses 3-pt jump shot from 23 ft,,32,32
134,2,8:48.0,,Defensive rebound by I. Mahinmi,32,32
135,2,8:42.0,,I. Mahinmi makes 2-pt dunk from 2 ft (assist by M. Scott),32,34
136,2,8:42.0,San Antonio full timeout,,32,34
137,2,8:42.0,T. Parker enters the game for D. Murray,,32,34
138,2,8:42.0,B. Forbes enters the game for P. Mills,,32,34
139,2,8:42.0,L. Aldridge enters the game for D. Green,,32,34
140,2,8:42.0,M. Ginóbili enters the game for K. Anderson,,32,34
141,2,8:29.0,M. Ginóbili misses 2-pt layup from 1 ft,,32,34
142,2,8:27.0,,Defensive rebound by K. Oubre,32,34
143,2,8:22.0,,K. Oubre makes 2-pt layup from 2 ft,32,36
144,2,8:22.0,,Shooting foul by T. Parker (drawn by K. Oubre),32,36
145,2,8:22.0,,K. Oubre makes free throw 1 of 1,32,37
146,2,8:14.0,Offensive foul by L. Aldridge (drawn by K. Oubre),,32,37
147,2,8:14.0,Turnover by L. Aldridge (offensive foul),,32,37
148,2,7:59.0,,M. Scott makes 2-pt jump shot from 17 ft (assist by K. Oubre),32,39
149,2,7:41.0,Personal foul by K. Oubre (drawn by P. Gasol),,32,39
150,2,7:41.0,R. Gay enters the game for P. Gasol,,32,39
151,2,7:36.0,Shooting foul by R. Sessions (drawn by T. Parker),,32,39
152,2,7:36.0,T. Parker misses free throw 1 of 2,,32,39
153,2,7:36.0,Offensive rebound by Team,,32,39
154,2,7:36.0,T. Parker misses free throw 2 of 2,,32,39
155,2,7:34.0,,Defensive rebound by K. Oubre,32,39
156,2,7:11.0,,J. Meeks misses 2-pt jump shot from 19 ft,32,39
157,2,7:07.0,,Offensive rebound by I. Mahinmi,32,39
158,2,7:03.0,,R. Sessions misses 2-pt jump shot from 21 ft,32,39
159,2,6:59.0,Defensive rebound by B. Forbes,,32,39
160,2,6:50.0,R. Gay misses 2-pt jump shot from 2 ft,,32,39
161,2,6:49.0,Offensive rebound by L. Aldridge,,32,39
162,2,6:49.0,Shooting foul by I. Mahinmi (drawn by L. Aldridge),,32,39
163,2,6:49.0,L. Aldridge makes free throw 1 of 2,,33,39
164,2,6:49.0,,B. Beal enters the game for J. Meeks,33,39
165,2,6:49.0,,M. Morris enters the game for I. Mahinmi,33,39
166,2,6:49.0,P. Mills enters the game for T. Parker,,33,39
167,2,6:49.0,D. Murray enters the game for B. Forbes,,33,39
168,2,6:49.0,L. Aldridge makes free throw 2 of 2,,34,39
169,2,6:33.0,,M. Scott misses 2-pt layup from 2 ft (block by L. Aldridge),34,39
170,2,6:33.0,,Offensive rebound by Team,34,39
171,2,6:33.0,,O. Porter enters the game for M. Scott,34,39
172,2,6:30.0,,B. Beal misses 2-pt layup from 5 ft (block by D. Murray),34,39
173,2,6:30.0,,Offensive rebound by Team,34,39
174,2,6:28.0,,O. Porter makes 3-pt jump shot from 26 ft (assist by K. Oubre),34,42
175,2,6:05.0,R. Gay makes 2-pt layup from 2 ft (assist by P. Mills),,36,42
176,2,5:49.0,,M. Morris makes 2-pt jump shot from 16 ft (assist by O. Porter),36,44
177,2,5:24.0,Shooting foul by M. Morris (drawn by M. Ginóbili),,36,44
178,2,5:24.0,M. Ginóbili misses free throw 1 of 2,,36,44
179,2,5:24.0,Offensive rebound by Team,,36,44
180,2,5:24.0,M. Ginóbili misses free throw 2 of 2,,36,44
181,2,5:22.0,,Defensive rebound by O. Porter,36,44
182,2,5:09.0,,K. Oubre misses 3-pt jump shot from 26 ft,36,44
183,2,5:04.0,Defensive rebound by P. Mills,,36,44
184,2,4:50.0,L. Aldridge makes 2-pt layup at rim (assist by R. Gay),,38,44
185,2,4:50.0,,Washington full timeout,38,44
186,2,4:50.0,D. Green enters the game for M. Ginóbili,,38,44
187,2,4:28.0,,K. Oubre makes 2-pt jump shot from 4 ft (assist by O. Porter),38,46
188,2,4:07.0,P. Mills misses 3-pt jump shot from 25 ft,,38,46
189,2,4:00.0,,Defensive rebound by M. Morris,38,46
190,2,3:56.0,,M. Morris makes 3-pt jump shot from 26 ft (assist by R. Sessions),38,49
191,2,3:38.0,Personal foul by M. Morris (drawn by L. Aldridge),,38,49
192,2,3:38.0,L. Aldridge makes free throw 1 of 2,,39,49
193,2,3:38.0,,M. Gortat enters the game for M. Morris,39,49
194,2,3:38.0,L. Aldridge makes free throw 2 of 2,,40,49
195,2,3:20.0,,R. Sessions makes 3-pt jump shot from 23 ft (assist by B. Beal),40,52
196,2,3:04.0,L. Aldridge misses 2-pt hook shot from 10 ft,,40,52
197,2,3:01.0,,Defensive rebound by O. Porter,40,52
198,2,2:53.0,,K. Oubre misses 3-pt jump shot from 27 ft,40,52
199,2,2:49.0,Defensive rebound by D. Green,,40,52
200,2,2:42.0,D. Green misses 3-pt jump shot from 26 ft,,40,52
201,2,2:39.0,,Defensive rebound by Team,40,52
202,2,2:25.0,,B. Beal misses 3-pt jump shot from 28 ft,40,52
203,2,2:21.0,Defensive rebound by R. Gay,,40,52
204,2,2:13.0,R. Gay misses 2-pt jump shot from 6 ft,,40,52
205,2,2:10.0,,Defensive rebound by R. Sessions,40,52
206,2,1:56.0,,M. Gortat misses 2-pt jump shot from 8 ft,40,52
207,2,1:54.0,,Offensive rebound by K. Oubre,40,52
208,2,1:53.0,,K. Oubre makes 2-pt jump shot from 5 ft,40,54
209,2,1:53.0,,Shooting foul by R. Gay (drawn by K. Oubre),40,54
210,2,1:53.0,P. Gasol enters the game for L. Aldridge,,40,54
211,2,1:53.0,,K. Oubre makes free throw 1 of 1,40,55
212,2,1:43.0,P. Mills misses 3-pt jump shot from 25 ft,,40,55
213,2,1:43.0,Offensive rebound by P. Gasol,,40,55
214,2,1:32.0,D. Murray makes 2-pt jump shot from 10 ft,,42,55
215,2,1:06.0,,R. Sessions misses 3-pt jump shot from 26 ft,42,55
216,2,1:04.0,Defensive rebound by D. Murray,,42,55
217,2,0:49.0,R. Gay misses 3-pt jump shot from 23 ft,,42,55
218,2,0:45.0,,Defensive rebound by M. Gortat,42,55
219,2,0:36.0,,Shooting foul by D. Murray (drawn by M. Gortat),42,55
220,2,0:36.0,,M. Gortat makes free throw 1 of 2,42,56
221,2,0:36.0,,M. Gortat misses free throw 2 of 2,42,56
222,2,0:35.0,Defensive rebound by R. Gay,,42,56
223,2,0:29.0,P. Mills makes 3-pt jump shot from 25 ft,,45,56
224,2,0:05.0,,B. Beal makes 3-pt jump shot from 26 ft (assist by R. Sessions),45,59
225,2,0:01.0,D. Murray misses 2-pt jump shot from 16 ft,,45,59
226,2,0:01.0,Offensive rebound by Team,,45,59
227,3,11:42.0,P. Gasol makes 2-pt jump shot from 18 ft (assist by D. Murray),,47,59
228,3,11:23.0,,O. Porter misses 2-pt layup from 1 ft,47,59
229,3,11:21.0,,Offensive rebound by M. Gortat,47,59
230,3,11:20.0,,M. Gortat makes 2-pt hook shot from 7 ft,47,61
231,3,11:10.0,D. Murray misses 2-pt layup from 3 ft (block by O. Porter),,47,61
232,3,11:07.0,,Defensive rebound by B. Beal,47,61
233,3,11:05.0,,Turnover by B. Beal (bad pass),47,61
234,3,10:48.0,P. Gasol makes 2-pt hook shot from 6 ft (assist by P. Mills),,49,61
235,3,10:22.0,,T. Satoranský misses 2-pt jump shot from 12 ft,49,61
236,3,10:19.0,,Offensive rebound by T. Satoranský,49,61
237,3,10:15.0,,Turnover by M. Morris (bad pass; steal by P. Mills),49,61
238,3,10:09.0,K. Anderson makes 2-pt layup from 1 ft (assist by P. Mills),,51,61
239,3,9:51.0,,M. Gortat makes 2-pt jump shot from 18 ft,51,63
240,3,9:38.0,Turnover by D. Murray (bad pass; steal by B. Beal),,51,63
241,3,9:33.0,,B. Beal makes 2-pt layup from 3 ft (assist by T. Satoranský),51,65
242,3,9:14.0,Turnover by D. Green (out of bounds lost ball),,51,65
243,3,9:07.0,,M. Morris makes 2-pt layup from 5 ft (assist by T. Satoranský),51,67
244,3,8:43.0,P. Gasol misses 3-pt jump shot from 26 ft,,51,67
245,3,8:40.0,,Defensive rebound by M. Morris,51,67
246,3,8:36.0,,T. Satoranský misses 2-pt jump shot from 16 ft,51,67
247,3,8:33.0,Defensive rebound by D. Murray,,51,67
248,3,8:29.0,P. Mills makes 3-pt jump shot from 24 ft (assist by D. Murray),,54,67
249,3,8:27.0,,Washington full timeout,54,67
250,3,8:15.0,,M. Gortat misses 2-pt hook shot from 10 ft,54,67
251,3,8:12.0,,Offensive rebound by M. Gortat,54,67
252,3,8:09.0,,M. Morris makes 2-pt dunk at rim (assist by B. Beal),54,69
253,3,7:50.0,P. Gasol misses 2-pt hook shot from 10 ft (block by M. Gortat),,54,69
254,3,7:47.0,,Defensive rebound by T. Satoranský,54,69
255,3,7:41.0,,Offensive foul by M. Morris (drawn by P. Mills),54,69
256,3,7:41.0,,Turnover by M. Morris (offensive foul),54,69
257,3,7:41.0,,M. Scott enters the game for M. Morris,54,69
258,3,7:41.0,R. Gay enters the game for K. Anderson,,54,69
259,3,7:23.0,P. Gasol misses 2-pt jump shot from 11 ft,,54,69
260,3,7:20.0,,Defensive rebound by B. Beal,54,69
261,3,7:18.0,,M. Gortat makes 2-pt layup at rim (assist by B. Beal),54,71
262,3,7:13.0,San Antonio full timeout,,54,71
263,3,7:13.0,D. Bertāns enters the game for R. Gay,,54,71
264,3,6:55.0,D. Bertāns misses 2-pt jump shot from 18 ft,,54,71
265,3,6:51.0,Offensive rebound by P. Gasol,,54,71
266,3,6:51.0,P. Gasol misses 2-pt layup from 5 ft (block by B. Beal),,54,71
267,3,6:47.0,,Defensive rebound by T. Satoranský,54,71
268,3,6:47.0,,Turnover by T. Satoranský (bad pass; steal by P. Mills),54,71
269,3,6:44.0,D. Green makes 3-pt jump shot from 26 ft (assist by P. Mills),,57,71
270,3,6:19.0,,O. Porter makes 3-pt jump shot from 23 ft (assist by B. Beal),57,74
271,3,5:53.0,D. Bertāns misses 2-pt layup from 4 ft (block by O. Porter),,57,74
272,3,5:49.0,,Defensive rebound by T. Satoranský,57,74
273,3,5:41.0,,M. Gortat makes 2-pt layup from 1 ft (assist by O. Porter),57,76
274,3,5:41.0,,Shooting foul by D. Green (drawn by M. Gortat),57,76
275,3,5:41.0,,M. Gortat makes free throw 1 of 1,57,77
276,3,5:28.0,D. Murray makes 2-pt jump shot from 19 ft (assist by P. Mills),,59,77
277,3,5:12.0,,M. Scott misses 3-pt jump shot from 27 ft,59,77
278,3,5:09.0,Defensive rebound by P. Gasol,,59,77
279,3,4:54.0,D. Bertāns misses 3-pt jump shot from 26 ft,,59,77
280,3,4:51.0,,Defensive rebound by M. Gortat,59,77
281,3,4:44.0,,B. Beal makes 2-pt jump shot from 3 ft,59,79
282,3,4:31.0,P. Gasol misses 2-pt jump shot from 13 ft,,59,79
283,3,4:28.0,,Defensive rebound by M. Scott,59,79
284,3,4:10.0,,M. Scott misses 3-pt jump shot from 22 ft,59,79
285,3,4:08.0,Defensive rebound by Team,,59,79
286,3,4:08.0,B. Forbes enters the game for D. Green,,59,79
287,3,4:08.0,J. Lauvergne enters the game for P. Gasol,,59,79
288,3,3:57.0,P. Mills makes 2-pt jump shot from 9 ft,,61,79
289,3,3:31.0,,Turnover by B. Beal (bad pass),61,79
290,3,3:31.0,,K. Oubre enters the game for O. Porter,61,79
291,3,3:31.0,T. Parker enters the game for D. Murray,,61,79
292,3,3:16.0,Personal foul by B. Beal (drawn by P. Mills),,61,79
293,3,3:07.0,D. Bertāns makes 2-pt layup from 3 ft,,63,79
294,3,2:55.0,,Personal foul by P. Mills (drawn by B. Beal),63,79
295,3,2:48.0,,T. Satoranský makes 3-pt jump shot from 26 ft (assist by K. Oubre),63,82
296,3,2:33.0,B. Forbes misses 2-pt layup from 6 ft,,63,82
297,3,2:31.0,,Defensive rebound by M. Gortat,63,82
298,3,2:16.0,,Turnover by T. Satoranský (offensive goaltending),63,82
299,3,2:16.0,B. Paul enters the game for P. Mills,,63,82
300,3,2:06.0,D. Bertāns misses 3-pt jump shot from 25 ft,,63,82
301,3,2:03.0,,Defensive rebound by T. Satoranský,63,82
302,3,1:52.0,,Personal foul by B. Paul (drawn by K. Oubre),63,82
303,3,1:52.0,,J. Meeks enters the game for B. Beal,63,82
304,3,1:37.0,,K. Oubre makes 2-pt jump shot from 7 ft (assist by J. Meeks),63,84
305,3,1:21.0,B. Forbes misses 2-pt layup from 4 ft,,63,84
306,3,1:21.0,Offensive rebound by J. Lauvergne,,63,84
307,3,1:17.0,J. Lauvergne misses 2-pt layup at rim,,63,84
308,3,1:16.0,,Defensive rebound by T. Satoranský,63,84
309,3,1:13.0,,M. Gortat makes 2-pt layup from 1 ft (assist by M. Scott),63,86
310,3,0:53.0,B. Forbes makes 3-pt jump shot from 26 ft (assist by T. Parker),,66,86
311,3,0:36.0,,M. Scott makes 2-pt jump shot from 15 ft,66,88
312,3,0:27.0,J. Lauvergne misses 2-pt jump shot from 4 ft,,66,88
313,3,0:25.0,,Defensive rebound by M. Gortat,66,88
314,3,0:06.0,,J. Meeks misses 3-pt jump shot from 24 ft,66,88
315,3,0:03.0,Defensive rebound by J. Lauvergne,,66,88
316,3,0:00.0,B. Paul misses 3-pt jump shot from 31 ft,,66,88
317,3,0:00.0,Offensive rebound by Team,,66,88
318,4,11:55.0,,Turnover by T. Satoranský (bad pass; steal by D. Bertāns),66,88
319,4,11:46.0,B. Forbes misses 2-pt jump shot from 9 ft,,66,88
320,4,11:43.0,,Defensive rebound by K. Oubre,66,88
321,4,11:35.0,,J. Meeks makes 2-pt jump shot from 20 ft (assist by M. Scott),66,90
322,4,11:20.0,J. Lauvergne misses 2-pt hook shot from 10 ft (block by I. Mahinmi),,66,90
323,4,11:17.0,,Defensive rebound by M. Scott,66,90
324,4,11:15.0,,J. Meeks misses 2-pt jump shot from 8 ft,66,90
325,4,11:11.0,Defensive rebound by T. Parker,,66,90
326,4,11:06.0,Turnover by B. Paul (bad pass; steal by I. Mahinmi),,66,90
327,4,10:54.0,,Offensive foul by M. Scott (drawn by D. Bertāns),66,90
328,4,10:54.0,,Turnover by M. Scott (offensive foul),66,90
329,4,10:43.0,B. Paul makes 2-pt jump shot from 10 ft (assist by B. Forbes),,68,90
330,4,10:26.0,,M. Scott misses 2-pt jump shot from 9 ft,68,90
331,4,10:24.0,Defensive rebound by D. Bertāns,,68,90
332,4,10:13.0,Shooting foul by T. Satoranský (drawn by B. Paul),,68,90
333,4,10:13.0,B. Paul misses free throw 1 of 2,,68,90
334,4,10:13.0,Offensive rebound by Team,,68,90
335,4,10:13.0,B. Paul misses free throw 2 of 2,,68,90
336,4,10:10.0,,Defensive rebound by I. Mahinmi,68,90
337,4,9:57.0,,I. Mahinmi misses 2-pt dunk from 1 ft (block by D. Bertāns),68,90
338,4,9:52.0,Defensive rebound by B. Paul,,68,90
339,4,9:52.0,B. Paul misses 2-pt jump shot from 3 ft (block by T. Satoranský),,68,90
340,4,9:52.0,,Defensive rebound by M. Scott,68,90
341,4,9:49.0,,Personal foul by B. Paul (drawn by M. Scott),68,90
342,4,9:35.0,,M. Scott makes 2-pt jump shot from 20 ft (assist by J. Meeks),68,92
343,4,9:21.0,Personal foul by M. Scott (drawn by J. Lauvergne),,68,92
344,4,9:14.0,D. Bertāns misses 3-pt jump shot from 26 ft,,68,92
345,4,9:10.0,Offensive rebound by Team,,68,92
346,4,9:01.0,T. Parker makes 2-pt jump shot from 19 ft,,70,92
347,4,8:45.0,,J. Meeks makes 3-pt jump shot from 26 ft (assist by I. Mahinmi),70,95
348,4,8:21.0,T. Parker makes 3-pt jump shot from 24 ft (assist by B. Forbes),,73,95
349,4,8:04.0,,M. Scott misses 2-pt jump shot from 11 ft,73,95
350,4,8:02.0,,Offensive rebound by I. Mahinmi,73,95
351,4,8:01.0,,I. Mahinmi makes 2-pt hook shot from 7 ft,73,97
352,4,7:49.0,Shooting foul by T. Satoranský (drawn by T. Parker),,73,97
353,4,7:49.0,T. Parker makes free throw 1 of 2,,74,97
354,4,7:49.0,,R. Sessions enters the game for T. Satoranský,74,97
355,4,7:49.0,T. Parker makes free throw 2 of 2,,75,97
356,4,7:41.0,,Personal foul by D. Bertāns (drawn by I. Mahinmi),75,97
357,4,7:28.0,,I. Mahinmi makes 2-pt dunk from 2 ft (assist by R. Sessions),75,99
358,4,7:18.0,Personal foul by R. Sessions (drawn by T. Parker),,75,99
359,4,7:07.0,J. Lauvergne makes 2-pt hook shot from 8 ft (assist by T. Parker),,77,99
360,4,6:55.0,,K. Oubre misses 3-pt jump shot from 28 ft,77,99
361,4,6:53.0,Defensive rebound by J. Lauvergne,,77,99
362,4,6:45.0,T. Parker misses 2-pt jump shot from 21 ft (block by K. Oubre),,77,99
363,4,6:40.0,,Defensive rebound by J. Meeks,77,99
364,4,6:37.0,,Shooting foul by D. Bertāns (drawn by K. Oubre),77,99
365,4,6:37.0,,Washington full timeout,77,99
366,4,6:37.0,K. Anderson enters the game for T. Parker,,77,99
367,4,6:37.0,,K. Oubre makes free throw 1 of 2,77,100
368,4,6:37.0,,K. Oubre makes free throw 2 of 2,77,101
369,4,6:30.0,Personal foul by K. Oubre (drawn by B. Forbes),,77,101
370,4,6:30.0,B. Forbes misses free throw 1 of 2,,77,101
371,4,6:30.0,Offensive rebound by Team,,77,101
372,4,6:30.0,,J. Smith enters the game for M. Scott,77,101
373,4,6:30.0,B. Forbes makes free throw 2 of 2,,78,101
374,4,6:09.0,,J. Smith misses 2-pt jump shot from 17 ft,78,101
375,4,6:05.0,Defensive rebound by B. Forbes,,78,101
376,4,5:59.0,Shooting foul by I. Mahinmi (drawn by B. Forbes),,78,101
377,4,5:59.0,B. Forbes misses free throw 1 of 2,,78,101
378,4,5:59.0,Offensive rebound by Team,,78,101
379,4,5:59.0,B. Forbes makes free throw 2 of 2,,79,101
380,4,5:40.0,,R. Sessions makes 2-pt layup from 2 ft (assist by I. Mahinmi),79,103
