,QUARTER,TIME_REMAINING,INDIANA_ACTION,CHARLOTTE_ACTION,INDIANA_SCORE,CHARLOTTE_SCORE
248,3,6:04.0,,Turnover by K. Walker (bad pass; steal by D. Sabonis),77,73
249,3,5:55.0,D. Sabonis makes 2-pt jump shot from 20 ft (assist by D. Collison),,79,73
250,3,5:34.0,,M. Williams makes 2-pt jump shot from 10 ft (assist by N. Batum),79,75
251,3,5:19.0,D. Collison makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),,82,75
252,3,4:57.0,,Turnover by D. Howard (traveling),82,75
253,3,4:43.0,Turnover by D. Sabonis (bad pass; steal by N. Batum),,82,75
254,3,4:41.0,,Shooting foul by V. Oladipo (drawn by M. Kidd-Gilchrist),82,75
255,3,4:41.0,,M. Kidd-Gilchrist misses free throw 1 of 2,82,75
256,3,4:41.0,,Offensive rebound by Team,82,75
257,3,4:41.0,C. Joseph enters the game for V. Oladipo,,82,75
258,3,4:41.0,,M. Kidd-Gilchrist misses free throw 2 of 2,82,75
259,3,4:40.0,Defensive rebound by Team,,82,75
260,3,4:30.0,D. Collison makes 2-pt jump shot from 16 ft,,84,75
261,3,4:15.0,,K. Walker misses 3-pt jump shot from 25 ft,84,75
262,3,4:10.0,Defensive rebound by C. Joseph,,84,75
263,3,3:58.0,D. Sabonis misses 2-pt jump shot from 17 ft,,84,75
264,3,3:56.0,,Defensive rebound by D. Howard,84,75
265,3,3:51.0,,N. Batum makes 2-pt jump shot from 21 ft,84,77
266,3,3:30.0,C. Joseph makes 2-pt jump shot from 18 ft (assist by D. Sabonis),,86,77
267,3,3:17.0,,Shooting foul by B. Bogdanović (drawn by D. Howard),86,77
268,3,3:17.0,,D. Howard misses free throw 1 of 2,86,77
269,3,3:17.0,,Offensive rebound by Team,86,77
270,3,3:17.0,,F. Kaminsky enters the game for M. Williams,86,77
271,3,3:17.0,,J. Lamb enters the game for N. Batum,86,77
272,3,3:17.0,T. Booker enters the game for D. Collison,,86,77
273,3,3:17.0,G. Robinson enters the game for T. Young,,86,77
274,3,3:17.0,L. Stephenson enters the game for B. Bogdanović,,86,77
275,3,3:17.0,,D. Howard misses free throw 2 of 2,86,77
276,3,3:14.0,Defensive rebound by D. Sabonis,,86,77
277,3,2:58.0,D. Sabonis misses 2-pt hook shot from 7 ft,,86,77
278,3,2:55.0,,Defensive rebound by D. Howard,86,77
279,3,2:47.0,,Turnover by K. Walker (lost ball; steal by D. Sabonis),86,77
280,3,2:42.0,C. Joseph makes 3-pt jump shot from 24 ft (assist by L. Stephenson),,89,77
281,3,2:40.0,,Charlotte full timeout,89,77
282,3,2:40.0,,M. Monk enters the game for K. Walker,89,77
283,3,2:27.0,,Turnover by D. Howard (lost ball; steal by G. Robinson),89,77
284,3,2:19.0,D. Sabonis makes 2-pt dunk from 2 ft (assist by L. Stephenson),,91,77
285,3,1:56.0,,D. Howard misses 2-pt layup from 1 ft (block by T. Booker),91,77
286,3,1:56.0,Defensive rebound by Team,,91,77
287,3,1:44.0,Shooting foul by D. Howard (drawn by D. Sabonis),,91,77
288,3,1:44.0,D. Sabonis makes free throw 1 of 2,,92,77
289,3,1:44.0,,W. Hernangómez enters the game for D. Howard,92,77
290,3,1:44.0,D. Sabonis makes free throw 2 of 2,,93,77
291,3,1:26.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,93,77
292,3,1:23.0,Defensive rebound by L. Stephenson,,93,77
293,3,1:19.0,Turnover by L. Stephenson (out of bounds lost ball),,93,77
294,3,1:19.0,,Personal foul by L. Stephenson (drawn by M. Kidd-Gilchrist),93,77
295,3,1:19.0,,M. Kidd-Gilchrist makes free throw 1 of 2,93,78
296,3,1:19.0,,M. Kidd-Gilchrist makes free throw 2 of 2,93,79
297,3,1:01.0,L. Stephenson makes 2-pt jump shot from 18 ft,,95,79
298,3,0:35.0,,F. Kaminsky misses 2-pt jump shot from 8 ft,95,79
299,3,0:33.0,Defensive rebound by T. Booker,,95,79
300,3,0:25.0,L. Stephenson misses 2-pt jump shot from 18 ft,,95,79
301,3,0:23.0,,Defensive rebound by F. Kaminsky,95,79
302,3,0:04.0,,M. Monk makes 2-pt jump shot from 20 ft,95,81
303,3,0:00.0,L. Stephenson misses 3-pt jump shot from 58 ft,,95,81
304,3,0:00.0,Offensive rebound by Team,,95,81
305,4,11:44.0,L. Stephenson misses 2-pt jump shot from 18 ft,,95,81
306,4,11:35.0,Offensive rebound by T. Booker,,95,81
307,4,11:35.0,T. Booker makes 2-pt dunk at rim,,97,81
308,4,11:25.0,,J. Lamb makes 2-pt jump shot from 19 ft (assist by F. Kaminsky),97,83
309,4,11:12.0,T. Booker misses 3-pt jump shot from 26 ft,,97,83
310,4,11:12.0,,Defensive rebound by Team,97,83
311,4,10:59.0,,J. Lamb makes 2-pt jump shot from 7 ft (assist by F. Kaminsky),97,85
312,4,10:45.0,L. Stephenson makes 2-pt layup from 4 ft,,99,85
313,4,10:45.0,Shooting foul by J. Stone (drawn by L. Stephenson),,99,85
314,4,10:45.0,L. Stephenson makes free throw 1 of 1,,100,85
315,4,10:31.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,100,85
316,4,10:28.0,Defensive rebound by L. Stephenson,,100,85
317,4,10:19.0,L. Stephenson makes 2-pt layup from 1 ft,,102,85
318,4,10:06.0,,F. Kaminsky misses 2-pt layup from 9 ft,102,85
319,4,10:03.0,Defensive rebound by T. Booker,,102,85
320,4,9:59.0,L. Stephenson misses 3-pt jump shot from 25 ft,,102,85
321,4,9:55.0,,Defensive rebound by F. Kaminsky,102,85
322,4,9:47.0,,M. Monk misses 3-pt jump shot from 26 ft,102,85
323,4,9:43.0,Defensive rebound by L. Stephenson,,102,85
324,4,9:36.0,C. Joseph makes 3-pt jump shot from 25 ft (assist by T. Booker),,105,85
325,4,9:20.0,,J. Lamb misses 2-pt jump shot from 19 ft,105,85
326,4,9:18.0,Defensive rebound by T. Booker,,105,85
327,4,9:09.0,Turnover by C. Joseph (turnover),,105,85
328,4,8:59.0,,W. Hernangómez makes 2-pt hook shot from 6 ft (assist by M. Monk),105,87
329,4,8:43.0,Personal foul by F. Kaminsky (drawn by G. Robinson),,105,87
330,4,8:31.0,L. Stephenson misses 3-pt jump shot from 25 ft,,105,87
331,4,8:31.0,,Defensive rebound by Team,105,87
332,4,8:31.0,Loose ball foul by D. Sabonis (drawn by W. Hernangómez),,105,87
333,4,8:31.0,B. Bogdanović enters the game for G. Robinson,,105,87
334,4,8:23.0,,W. Hernangómez makes 2-pt layup at rim (assist by M. Monk),105,89
335,4,8:23.0,Indiana full timeout,,105,89
336,4,8:23.0,V. Oladipo enters the game for T. Booker,,105,89
337,4,8:06.0,Turnover by C. Joseph (bad pass; steal by M. Monk),,105,89
338,4,7:59.0,,M. Monk misses 3-pt jump shot from 25 ft,105,89
339,4,7:57.0,Defensive rebound by B. Bogdanović,,105,89
340,4,7:49.0,V. Oladipo makes 2-pt jump shot from 14 ft,,107,89
341,4,7:30.0,,Shooting foul by V. Oladipo (drawn by W. Hernangómez),107,89
342,4,7:30.0,,W. Hernangómez makes free throw 1 of 2,107,90
343,4,7:30.0,,W. Hernangómez makes free throw 2 of 2,107,91
344,4,7:16.0,D. Sabonis makes 2-pt layup from 2 ft (assist by L. Stephenson),,109,91
345,4,7:16.0,Shooting foul by J. Stone (drawn by D. Sabonis),,109,91
346,4,7:16.0,G. Robinson enters the game for V. Oladipo,,109,91
347,4,7:16.0,D. Sabonis makes free throw 1 of 1,,110,91
348,4,7:06.0,,M. Monk makes 3-pt jump shot from 27 ft (assist by J. Lamb),110,94
349,4,6:48.0,B. Bogdanović misses 2-pt layup from 2 ft,,110,94
350,4,6:48.0,Offensive rebound by D. Sabonis,,110,94
351,4,6:42.0,D. Sabonis makes 2-pt layup at rim,,112,94
352,4,6:32.0,,J. Lamb misses 2-pt jump shot from 16 ft,112,94
353,4,6:30.0,Defensive rebound by D. Sabonis,,112,94
354,4,6:25.0,G. Robinson misses 3-pt jump shot from 25 ft,,112,94
355,4,6:21.0,,Defensive rebound by W. Hernangómez,112,94
356,4,6:14.0,,M. Monk misses 3-pt jump shot from 24 ft,112,94
357,4,6:10.0,Defensive rebound by G. Robinson,,112,94
358,4,5:54.0,G. Robinson misses 3-pt jump shot from 23 ft,,112,94
359,4,5:52.0,,Defensive rebound by W. Hernangómez,112,94
360,4,5:43.0,,J. Lamb makes 2-pt layup from 1 ft,112,96
361,4,5:20.0,C. Joseph misses 3-pt jump shot from 26 ft,,112,96
362,4,5:20.0,Offensive rebound by D. Sabonis,,112,96
363,4,5:20.0,D. Sabonis makes 2-pt layup at rim,,114,96
364,4,5:20.0,Shooting foul by F. Kaminsky (drawn by D. Sabonis),,114,96
365,4,5:20.0,D. Sabonis makes free throw 1 of 1,,115,96
366,4,5:08.0,,Shooting foul by B. Bogdanović (drawn by F. Kaminsky),115,96
367,4,5:08.0,,F. Kaminsky makes free throw 1 of 2,115,97
368,4,5:08.0,,F. Kaminsky makes free throw 2 of 2,115,98
369,4,4:50.0,D. Sabonis misses 2-pt hook shot from 7 ft,,115,98
370,4,4:48.0,,Defensive rebound by F. Kaminsky,115,98
371,4,4:44.0,,Turnover by M. Monk (bad pass),115,98
372,4,4:28.0,L. Stephenson misses 3-pt jump shot from 26 ft,,115,98
