,QUARTER,TIME_REMAINING,PORTLAND_ACTION,BOSTON_ACTION,PORTLAND_SCORE,BOSTON_SCORE
387,4,4:38.0,Defensive rebound by J. Nurkić,,85,79
388,4,4:24.0,J. Nurkić misses 2-pt layup from 2 ft,,85,79
389,4,4:22.0,,Defensive rebound by A. Horford,85,79
390,4,4:18.0,,S. Ojeleye makes 3-pt jump shot from 23 ft (assist by A. Horford),85,82
391,4,3:53.0,C. McCollum misses 2-pt jump shot from 18 ft,,85,82
392,4,3:51.0,,Defensive rebound by J. Tatum,85,82
393,4,3:35.0,,J. Tatum makes 3-pt jump shot from 22 ft (assist by A. Horford),85,85
394,4,3:34.0,Portland full timeout,,85,85
395,4,3:14.0,A. Aminu misses 3-pt jump shot from 27 ft,,85,85
396,4,3:09.0,,Defensive rebound by T. Rozier,85,85
397,4,2:56.0,,A. Horford makes 3-pt jump shot from 26 ft (assist by J. Tatum),85,88
398,4,2:37.0,,Offensive charge foul by J. Nurkić (drawn by S. Ojeleye),85,88
399,4,2:37.0,Turnover by J. Nurkić (offensive foul),,85,88
400,4,2:25.0,,T. Rozier misses 2-pt jump shot from 11 ft,85,88
401,4,2:20.0,Defensive rebound by A. Aminu,,85,88
402,4,2:15.0,Offensive foul by J. Nurkić (drawn by T. Rozier),,85,88
403,4,2:15.0,Turnover by J. Nurkić (offensive foul),,85,88
404,4,2:15.0,E. Davis enters the game for J. Nurkić,,85,88
405,4,2:02.0,,J. Tatum makes 2-pt jump shot from 15 ft (assist by S. Ojeleye),85,90
406,4,1:37.0,C. McCollum makes 3-pt jump shot from 27 ft (assist by D. Lillard),,88,90
407,4,1:17.0,,J. Tatum misses 2-pt layup from 5 ft (block by E. Davis),88,90
408,4,1:16.0,,Offensive rebound by Team,88,90
409,4,1:13.0,,J. Brown makes 3-pt jump shot from 24 ft (assist by J. Tatum),88,93
410,4,1:05.0,D. Lillard makes 3-pt jump shot from 26 ft,,91,93
411,4,0:57.0,,Boston full timeout,91,93
412,4,0:52.0,,J. Brown misses 2-pt layup from 2 ft (block by E. Davis),91,93
413,4,0:50.0,,Offensive rebound by S. Ojeleye,91,93
414,4,0:43.0,,J. Tatum misses 2-pt layup from 3 ft,91,93
415,4,0:42.0,Defensive rebound by A. Aminu,,91,93
416,4,0:35.0,D. Lillard makes 2-pt jump shot from 11 ft,,93,93
417,4,0:14.0,,T. Rozier makes 2-pt jump shot from 18 ft,93,95
418,4,0:13.0,Portland full timeout,,93,95
419,4,0:07.0,D. Lillard makes 2-pt layup from 2 ft,,95,95
420,4,0:07.0,Shooting foul by S. Ojeleye (drawn by D. Lillard),,95,95
421,4,0:07.0,,A. Baynes enters the game for S. Ojeleye,95,95
422,4,0:07.0,D. Lillard makes free throw 1 of 1,,96,95
423,4,0:07.0,,Boston full timeout,96,95
424,4,0:07.0,,D. Theis enters the game for A. Baynes,96,95
425,4,0:04.0,,Personal take foul by C. McCollum (drawn by J. Brown),96,95
426,4,0:01.0,,A. Horford makes 2-pt jump shot from 19 ft (assist by J. Brown),96,97
