,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,UTAH_ACTION,LA CLIPPERS_SCORE,UTAH_SCORE
0,1,11:49.0,W. Reed misses 2-pt layup from 2 ft,,0,0
1,1,11:46.0,,Defensive rebound by R. Rubio,0,0
2,1,11:42.0,,Shooting foul by T. Wallace (drawn by D. Favors),0,0
3,1,11:42.0,,D. Favors makes free throw 1 of 2,0,1
4,1,11:42.0,,D. Favors makes free throw 2 of 2,0,2
5,1,11:33.0,B. Griffin misses 3-pt jump shot from 24 ft,,0,2
6,1,11:29.0,,Defensive rebound by D. Mitchell,0,2
7,1,11:17.0,,D. Favors makes 2-pt dunk from 2 ft (assist by R. Rubio),0,4
8,1,11:07.0,L. Williams misses 2-pt jump shot from 9 ft,,0,4
9,1,11:05.0,Offensive rebound by W. Reed,,0,4
10,1,11:02.0,W. Reed makes 2-pt jump shot from 9 ft (assist by L. Williams),,2,4
11,1,10:44.0,,R. Gobert misses 2-pt layup from 1 ft,2,4
12,1,10:42.0,Defensive rebound by T. Wallace,,2,4
13,1,10:36.0,Turnover by B. Griffin (bad pass; steal by D. Favors),,2,4
14,1,10:31.0,,R. Rubio makes 2-pt layup from 2 ft (assist by D. Favors),2,6
15,1,10:20.0,T. Wallace misses 3-pt jump shot from 23 ft,,2,6
16,1,10:17.0,,Defensive rebound by R. Gobert,2,6
17,1,10:07.0,,R. Gobert misses 2-pt layup from 1 ft,2,6
18,1,10:06.0,Defensive rebound by L. Williams,,2,6
19,1,9:53.0,L. Williams makes 2-pt jump shot from 16 ft (assist by M. Teodosić),,4,6
20,1,9:36.0,,R. Gobert makes 2-pt dunk from 1 ft (assist by J. Ingles),4,8
21,1,9:21.0,M. Teodosić misses 2-pt jump shot from 20 ft,,4,8
22,1,9:19.0,,Defensive rebound by R. Gobert,4,8
23,1,9:05.0,,D. Mitchell makes 2-pt jump shot from 15 ft,4,10
24,1,8:53.0,B. Griffin makes 3-pt jump shot from 24 ft (assist by L. Williams),,7,10
25,1,8:37.0,,J. Ingles makes 3-pt jump shot from 24 ft (assist by R. Rubio),7,13
26,1,8:25.0,,Violation by D. Favors (kicked ball),7,13
27,1,8:21.0,L. Williams makes 2-pt layup from 2 ft,,9,13
28,1,8:07.0,,D. Mitchell misses 3-pt jump shot from 25 ft,9,13
29,1,8:02.0,Defensive rebound by W. Reed,,9,13
30,1,7:55.0,L. Williams misses 2-pt jump shot from 9 ft,,9,13
31,1,7:52.0,,Defensive rebound by R. Gobert,9,13
32,1,7:46.0,,R. Rubio misses 2-pt jump shot from 13 ft,9,13
33,1,7:44.0,Defensive rebound by B. Griffin,,9,13
34,1,7:44.0,Personal foul by R. Rubio (drawn by B. Griffin),,9,13
35,1,7:44.0,,J. Jerebko enters the game for D. Favors,9,13
36,1,7:25.0,Shooting foul by R. Gobert (drawn by T. Wallace),,9,13
37,1,7:25.0,T. Wallace makes free throw 1 of 2,,10,13
38,1,7:25.0,T. Wallace makes free throw 2 of 2,,11,13
39,1,7:10.0,,Turnover by J. Ingles (bad pass; steal by L. Williams),11,13
40,1,7:05.0,Turnover by T. Wallace (bad pass; steal by J. Ingles),,11,13
41,1,7:00.0,,R. Gobert makes 2-pt dunk from 1 ft (assist by R. Rubio),11,15
42,1,6:46.0,M. Teodosić makes 3-pt jump shot from 24 ft,,14,15
43,1,6:26.0,,R. Rubio misses 3-pt jump shot from 23 ft,14,15
44,1,6:21.0,,Offensive rebound by J. Jerebko,14,15
45,1,6:21.0,,J. Jerebko makes 2-pt layup at rim,14,17
46,1,6:04.0,B. Griffin misses 2-pt jump shot from 9 ft,,14,17
47,1,6:01.0,Offensive rebound by W. Reed,,14,17
48,1,5:53.0,Turnover by M. Teodosić (bad pass; steal by R. Rubio),,14,17
49,1,5:48.0,,J. Jerebko makes 2-pt layup from 1 ft (assist by R. Rubio),14,19
50,1,5:31.0,M. Teodosić misses 3-pt jump shot from 23 ft,,14,19
