,QUARTER,TIME_REMAINING,BOSTON_ACTION,HOUSTON_ACTION,BOSTON_SCORE,HOUSTON_SCORE
392,4,4:33.0,,Offensive rebound by J. Harden,110,105
393,4,4:30.0,,J. Harden makes 2-pt layup at rim,110,107
394,4,4:22.0,Boston full timeout,,110,107
395,4,4:22.0,T. Rozier enters the game for J. Tatum,,110,107
396,4,4:10.0,T. Rozier misses 2-pt jump shot from 15 ft,,110,107
397,4,4:07.0,Offensive rebound by M. Morris,,110,107
398,4,4:01.0,T. Rozier makes 3-pt jump shot from 23 ft (assist by A. Horford),,113,107
399,4,3:44.0,,Personal foul by M. Smart (drawn by J. Harden),113,107
400,4,3:32.0,,J. Harden misses 3-pt jump shot from 25 ft,113,107
401,4,3:28.0,Defensive rebound by M. Smart,,113,107
402,4,3:27.0,Turnover by M. Smart (bad pass; steal by J. Harden),,113,107
403,4,3:24.0,,T. Ariza misses 3-pt jump shot from 24 ft,113,107
404,4,3:23.0,Defensive rebound by Team,,113,107
405,4,3:04.0,K. Irving misses 2-pt layup at rim,,113,107
406,4,3:03.0,,Defensive rebound by C. Capela,113,107
407,4,2:58.0,,P. Tucker makes 3-pt jump shot from 23 ft (assist by J. Harden),113,110
408,4,2:36.0,M. Smart misses 2-pt jump shot from 12 ft,,113,110
409,4,2:34.0,,Defensive rebound by J. Harden,113,110
410,4,2:28.0,,J. Harden makes 2-pt layup at rim,113,112
411,4,2:05.0,A. Horford makes 2-pt hook shot from 9 ft,,115,112
412,4,1:40.0,,J. Harden misses 3-pt jump shot from 25 ft,115,112
413,4,1:37.0,Defensive rebound by T. Rozier,,115,112
414,4,1:36.0,Turnover by T. Rozier (lost ball; steal by P. Tucker),,115,112
415,4,1:33.0,,T. Ariza makes 3-pt jump shot from 24 ft (assist by C. Paul),115,115
416,4,1:19.0,Turnover by K. Irving (bad pass; steal by T. Ariza),,115,115
417,4,1:16.0,,T. Ariza makes 2-pt layup at rim,115,117
418,4,1:16.0,Boston full timeout,,115,117
419,4,1:11.0,A. Horford misses 3-pt jump shot from 26 ft,,115,117
420,4,1:08.0,,Defensive rebound by C. Capela,115,117
421,4,0:48.0,,J. Harden misses 3-pt jump shot from 24 ft,115,117
422,4,0:44.0,,Offensive rebound by J. Harden,115,117
423,4,0:41.0,,T. Ariza misses 3-pt jump shot from 24 ft,115,117
424,4,0:41.0,Defensive rebound by M. Smart,,115,117
425,4,0:29.0,A. Horford misses 2-pt jump shot from 7 ft,,115,117
426,4,0:23.0,Offensive rebound by A. Horford,,115,117
427,4,0:23.0,Turnover by A. Horford (bad pass; steal by T. Ariza),,115,117
428,4,0:15.0,,Personal take foul by K. Irving (drawn by C. Paul),115,117
429,4,0:15.0,,E. Gordon enters the game for C. Capela,115,117
430,4,0:15.0,J. Tatum enters the game for M. Morris,,115,117
431,4,0:15.0,,Personal take foul by A. Horford (drawn by C. Paul),115,117
432,4,0:15.0,,C. Paul makes free throw 1 of 2,115,118
433,4,0:15.0,,C. Capela enters the game for E. Gordon,115,118
434,4,0:15.0,M. Morris enters the game for M. Smart,,115,118
435,4,0:15.0,,C. Paul makes free throw 2 of 2,115,119
436,4,0:07.0,K. Irving makes 2-pt layup at rim,,117,119
437,4,0:07.0,,Personal take foul by K. Irving (drawn by J. Harden),117,119
438,4,0:07.0,,J. Harden makes free throw 1 of 2,117,120
439,4,0:07.0,,J. Harden misses free throw 2 of 2,117,120
440,4,0:06.0,Defensive rebound by Team,,117,120
441,4,0:06.0,Boston full timeout,,117,120
442,4,0:06.0,,E. Gordon enters the game for C. Capela,117,120
443,4,0:05.0,Personal foul by P. Tucker (drawn by K. Irving),,117,120
444,4,0:05.0,K. Irving makes free throw 1 of 2,,118,120
445,4,0:05.0,,C. Capela enters the game for E. Gordon,118,120
446,4,0:05.0,G. Monroe enters the game for M. Morris,,118,120
447,4,0:05.0,K. Irving makes free throw 2 of 2,,119,120
448,4,0:04.0,,Personal take foul by T. Rozier (drawn by C. Paul),119,120
449,4,0:04.0,,C. Paul makes free throw 1 of 2,119,121
450,4,0:04.0,,E. Gordon enters the game for C. Capela,119,121
451,4,0:04.0,M. Morris enters the game for G. Monroe,,119,121
452,4,0:04.0,,C. Paul makes free throw 2 of 2,119,122
453,4,0:02.0,Personal take foul by C. Paul (drawn by K. Irving),,119,122
454,4,0:02.0,K. Irving makes free throw 1 of 2,,120,122
455,4,0:02.0,,C. Capela enters the game for E. Gordon,120,122
456,4,0:02.0,M. Smart enters the game for J. Tatum,,120,122
457,4,0:02.0,G. Monroe enters the game for M. Morris,,120,122
458,4,0:02.0,K. Irving misses free throw 2 of 2,,120,122
459,4,0:02.0,,Defensive rebound by Team,120,122
460,4,0:02.0,,Houston full timeout,120,122
461,4,0:02.0,,E. Gordon enters the game for C. Capela,120,122
462,4,0:02.0,J. Tatum enters the game for A. Horford,,120,122
463,4,0:02.0,M. Morris enters the game for G. Monroe,,120,122
464,4,0:02.0,,Houston full timeout,120,122
465,4,0:02.0,,J. Johnson enters the game for P. Tucker,120,122
466,4,0:02.0,,Personal take foul by J. Tatum (drawn by E. Gordon),120,122
467,4,0:02.0,,E. Gordon misses free throw 1 of 2,120,122
468,4,0:02.0,,Offensive rebound by Team,120,122
469,4,0:02.0,,P. Tucker enters the game for J. Johnson,120,122
470,4,0:02.0,,E. Gordon makes free throw 2 of 2,120,123
471,4,0:00.0,M. Smart misses 3-pt jump shot from 26 ft,,120,123
472,4,0:00.0,Offensive rebound by Team,,120,123
