,QUARTER,TIME_REMAINING,DENVER_ACTION,CHARLOTTE_ACTION,DENVER_SCORE,CHARLOTTE_SCORE
390,4,6:32.0,,K. Walker makes free throw 2 of 2,81,99
391,4,6:19.0,G. Harris misses 3-pt jump shot from 23 ft,,81,99
392,4,6:13.0,Offensive rebound by J. Murray,,81,99
393,4,6:13.0,J. Murray makes 2-pt layup at rim,,83,99
394,4,6:05.0,Violation by P. Millsap (kicked ball),,83,99
395,4,6:02.0,,D. Howard makes 2-pt layup from 1 ft (assist by F. Kaminsky),83,101
396,4,6:02.0,,Shooting foul by N. Jokić (drawn by D. Howard),83,101
397,4,6:02.0,,D. Howard makes free throw 1 of 1,83,102
398,4,5:55.0,J. Murray misses 3-pt jump shot from 26 ft,,83,102
399,4,5:51.0,,Defensive rebound by D. Howard,83,102
400,4,5:42.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,83,102
401,4,5:38.0,,Offensive rebound by M. Williams,83,102
402,4,5:37.0,,K. Walker misses 3-pt jump shot from 25 ft,83,102
403,4,5:33.0,Defensive rebound by N. Jokić,,83,102
404,4,5:29.0,Turnover by P. Millsap (lost ball; steal by M. Williams),,83,102
405,4,5:16.0,,F. Kaminsky misses 2-pt jump shot from 11 ft,83,102
406,4,5:13.0,Defensive rebound by N. Jokić,,83,102
407,4,5:02.0,P. Millsap misses 3-pt jump shot from 23 ft,,83,102
408,4,4:59.0,,Defensive rebound by M. Williams,83,102
409,4,4:48.0,,Personal foul by P. Millsap (drawn by K. Walker),83,102
410,4,4:48.0,,K. Walker makes free throw 1 of 2,83,103
411,4,4:48.0,,K. Walker makes free throw 2 of 2,83,104
412,4,4:38.0,W. Barton misses 3-pt jump shot from 26 ft,,83,104
413,4,4:34.0,,Defensive rebound by D. Howard,83,104
414,4,4:19.0,,F. Kaminsky makes 2-pt layup from 5 ft (assist by M. Monk),83,106
415,4,4:19.0,Denver full timeout,,83,106
416,4,4:19.0,M. Beasley enters the game for P. Millsap,,83,106
417,4,4:19.0,M. Plumlee enters the game for G. Harris,,83,106
418,4,4:19.0,T. Lyles enters the game for N. Jokić,,83,106
419,4,4:02.0,M. Plumlee misses 2-pt layup from 2 ft (block by F. Kaminsky),,83,106
420,4,4:02.0,Offensive rebound by M. Plumlee,,83,106
421,4,4:02.0,Shooting foul by F. Kaminsky (drawn by M. Plumlee),,83,106
422,4,4:02.0,M. Plumlee makes free throw 1 of 2,,84,106
423,4,4:02.0,M. Plumlee misses free throw 2 of 2,,84,106
424,4,3:59.0,,Defensive rebound by D. Howard,84,106
425,4,3:46.0,,Turnover by D. Howard (step out of bounds),84,106
426,4,3:38.0,J. Murray makes 2-pt layup from 6 ft,,86,106
427,4,3:38.0,,Violation by D. Howard (def goaltending),86,106
428,4,3:28.0,,Shooting foul by M. Plumlee (drawn by K. Walker),86,106
429,4,3:28.0,,K. Walker makes free throw 1 of 2,86,107
430,4,3:28.0,,J. O'Bryant enters the game for M. Williams,86,107
431,4,3:28.0,,M. Mathiang enters the game for D. Howard,86,107
432,4,3:28.0,,T. Graham enters the game for F. Kaminsky,86,107
433,4,3:28.0,,K. Walker makes free throw 2 of 2,86,108
434,4,3:10.0,T. Lyles misses 2-pt jump shot from 18 ft,,86,108
435,4,3:05.0,,Defensive rebound by M. Mathiang,86,108
436,4,2:55.0,,J. O'Bryant makes 2-pt jump shot from 14 ft,86,110
437,4,2:55.0,Denver full timeout,,86,110
438,4,2:55.0,,D. Bacon enters the game for M. Monk,86,110
439,4,2:55.0,,M. Paige enters the game for K. Walker,86,110
440,4,2:45.0,J. Murray misses 3-pt jump shot from 23 ft,,86,110
441,4,2:34.0,,Defensive rebound by M. Paige,86,110
442,4,2:30.0,,Turnover by J. O'Bryant (traveling),86,110
443,4,2:14.0,J. Murray misses 2-pt jump shot from 16 ft,,86,110
444,4,2:10.0,,Defensive rebound by J. O'Bryant,86,110
445,4,2:02.0,,M. Paige misses 2-pt jump shot from 15 ft,86,110
446,4,2:00.0,Defensive rebound by M. Plumlee,,86,110
447,4,1:51.0,M. Beasley makes 2-pt layup from 1 ft (assist by W. Barton),,88,110
448,4,1:42.0,,M. Paige misses 2-pt layup from 3 ft,88,110
449,4,1:38.0,Defensive rebound by T. Lyles,,88,110
450,4,1:35.0,J. Murray makes 2-pt layup from 1 ft,,90,110
451,4,1:17.0,,D. Bacon misses 2-pt jump shot from 16 ft,90,110
452,4,1:17.0,Defensive rebound by M. Plumlee,,90,110
453,4,1:01.0,W. Barton misses 3-pt jump shot from 23 ft,,90,110
454,4,0:58.0,,Defensive rebound by M. Paige,90,110
455,4,0:43.0,,J. O'Bryant misses 2-pt hook shot from 10 ft,90,110
456,4,0:41.0,Defensive rebound by M. Plumlee,,90,110
457,4,0:36.0,M. Beasley makes 3-pt jump shot from 25 ft (assist by J. Murray),,93,110
458,4,0:22.0,,M. Mathiang misses 2-pt layup from 2 ft,93,110
459,4,0:19.0,,Offensive rebound by M. Mathiang,93,110
460,4,0:17.0,,M. Mathiang misses 2-pt layup from 2 ft,93,110
461,4,0:17.0,,Offensive rebound by T. Graham,93,110
