,QUARTER,TIME_REMAINING,MIAMI_ACTION,CHARLOTTE_ACTION,MIAMI_SCORE,CHARLOTTE_SCORE
51,1,3:58.0,J. Winslow misses 2-pt jump shot from 17 ft,,24,15
52,1,3:56.0,,Defensive rebound by M. Williams,24,15
53,1,3:54.0,,Personal foul by J. Johnson (drawn by K. Walker),24,15
54,1,3:54.0,,F. Kaminsky enters the game for M. Williams,24,15
55,1,3:54.0,,J. Lamb enters the game for M. Kidd-Gilchrist,24,15
56,1,3:47.0,,K. Walker misses 3-pt jump shot from 25 ft,24,15
57,1,3:44.0,Defensive rebound by H. Whiteside,,24,15
58,1,3:36.0,D. Jones misses 3-pt jump shot from 24 ft,,24,15
59,1,3:32.0,Offensive rebound by J. Johnson,,24,15
60,1,3:31.0,H. Whiteside makes 2-pt dunk at rim (assist by J. Johnson),,26,15
61,1,3:18.0,,N. Batum misses 2-pt jump shot from 10 ft (block by D. Jones),26,15
62,1,3:16.0,Defensive rebound by H. Whiteside,,26,15
63,1,3:13.0,Miami full timeout,,26,15
64,1,3:13.0,K. Olynyk enters the game for J. Johnson,,26,15
65,1,3:03.0,Shooting foul by K. Walker (drawn by W. Ellington),,26,15
66,1,3:03.0,W. Ellington misses free throw 1 of 2,,26,15
67,1,3:03.0,Offensive rebound by Team,,26,15
68,1,3:03.0,W. Ellington misses free throw 2 of 2,,26,15
69,1,3:03.0,,Defensive rebound by D. Howard,26,15
70,1,2:50.0,,K. Walker makes 2-pt jump shot from 17 ft,26,17
71,1,2:26.0,K. Olynyk misses 2-pt layup from 1 ft (block by D. Howard),,26,17
72,1,2:22.0,,Defensive rebound by D. Howard,26,17
73,1,2:13.0,,F. Kaminsky makes 3-pt jump shot from 26 ft (assist by K. Walker),26,20
74,1,1:57.0,J. Winslow misses 2-pt jump shot from 5 ft (block by J. Lamb),,26,20
75,1,1:54.0,,Defensive rebound by J. Lamb,26,20
76,1,1:54.0,,K. Walker misses 3-pt jump shot from 25 ft,26,20
77,1,1:52.0,,Offensive rebound by N. Batum,26,20
78,1,1:51.0,,Shooting foul by D. Jones (drawn by N. Batum),26,20
79,1,1:51.0,,N. Batum makes free throw 1 of 2,26,21
80,1,1:51.0,,M. Carter-Williams enters the game for D. Howard,26,21
81,1,1:51.0,,J. O'Bryant enters the game for K. Walker,26,21
82,1,1:51.0,J. Richardson enters the game for W. Ellington,,26,21
83,1,1:51.0,D. Walton enters the game for D. Jones,,26,21
84,1,1:51.0,B. Adebayo enters the game for H. Whiteside,,26,21
85,1,1:51.0,,N. Batum makes free throw 2 of 2,26,22
86,1,1:31.0,K. Olynyk makes 2-pt jump shot from 8 ft,,28,22
87,1,1:20.0,,Shooting foul by J. Winslow (drawn by N. Batum),28,22
88,1,1:20.0,,N. Batum makes free throw 1 of 3,28,23
89,1,1:20.0,,N. Batum misses free throw 2 of 3,28,23
90,1,1:20.0,,Offensive rebound by Team,28,23
91,1,1:20.0,,N. Batum makes free throw 3 of 3,28,24
92,1,1:07.0,Personal foul by M. Carter-Williams (drawn by J. Richardson),,28,24
93,1,1:07.0,,T. Graham enters the game for N. Batum,28,24
94,1,0:54.0,J. Winslow makes 3-pt jump shot from 24 ft (assist by K. Olynyk),,31,24
95,1,0:28.0,,J. Lamb misses 3-pt jump shot from 23 ft,31,24
96,1,0:28.0,,Offensive rebound by Team,31,24
97,1,0:28.0,,Turnover by Team (shot clock),31,24
98,1,0:08.0,K. Olynyk misses 3-pt jump shot from 27 ft,,31,24
99,1,0:04.0,,Defensive rebound by F. Kaminsky,31,24
100,1,0:01.0,,J. Lamb makes 3-pt jump shot from 29 ft,31,27
101,2,11:33.0,J. Richardson misses 2-pt layup from 1 ft,,31,27
102,2,11:31.0,,Defensive rebound by J. Lamb,31,27
103,2,11:27.0,,Shooting foul by K. Olynyk (drawn by F. Kaminsky),31,27
104,2,11:27.0,,F. Kaminsky makes free throw 1 of 2,31,28
105,2,11:27.0,,F. Kaminsky makes free throw 2 of 2,31,29
106,2,11:15.0,J. Richardson makes 2-pt layup from 1 ft (assist by B. Adebayo),,33,29
107,2,11:15.0,Shooting foul by J. O'Bryant (drawn by J. Richardson),,33,29
108,2,11:15.0,J. Richardson makes free throw 1 of 1,,34,29
109,2,10:57.0,,J. Lamb misses 2-pt layup from 5 ft (block by J. Richardson),34,29
110,2,10:52.0,Defensive rebound by J. Richardson,,34,29
111,2,10:51.0,J. Richardson misses 2-pt layup from 3 ft (block by F. Kaminsky),,34,29
112,2,10:51.0,,Defensive rebound by J. Lamb,34,29
113,2,10:43.0,,J. Lamb misses 2-pt jump shot from 18 ft,34,29
114,2,10:43.0,Defensive rebound by B. Adebayo,,34,29
115,2,10:35.0,K. Olynyk misses 3-pt jump shot from 24 ft,,34,29
116,2,10:35.0,Offensive rebound by D. Walton,,34,29
117,2,10:24.0,K. Olynyk misses 2-pt hook shot from 7 ft,,34,29
118,2,10:24.0,,Defensive rebound by J. O'Bryant,34,29
119,2,10:15.0,,J. O'Bryant makes 3-pt jump shot from 26 ft (assist by M. Carter-Williams),34,32
120,2,9:48.0,J. Richardson misses 3-pt jump shot from 23 ft,,34,32
121,2,9:46.0,,Defensive rebound by J. Lamb,34,32
122,2,9:41.0,,J. O'Bryant misses 3-pt jump shot from 26 ft,34,32
123,2,9:39.0,Defensive rebound by K. Olynyk,,34,32
124,2,9:39.0,Personal foul by M. Carter-Williams (drawn by J. Richardson),,34,32
125,2,9:39.0,W. Ellington enters the game for J. Richardson,,34,32
126,2,9:17.0,B. Adebayo makes 2-pt jump shot from 14 ft (assist by D. Walton),,36,32
127,2,8:56.0,,F. Kaminsky misses 3-pt jump shot from 29 ft,36,32
128,2,8:52.0,Defensive rebound by J. Winslow,,36,32
129,2,8:48.0,Turnover by J. Winslow (bad pass; steal by F. Kaminsky),,36,32
130,2,8:32.0,,T. Graham misses 2-pt jump shot from 13 ft,36,32
131,2,8:28.0,,Offensive rebound by J. O'Bryant,36,32
132,2,8:19.0,,M. Carter-Williams misses 2-pt layup from 3 ft,36,32
133,2,8:17.0,Defensive rebound by J. Winslow,,36,32
134,2,8:02.0,B. Adebayo misses 2-pt layup from 1 ft,,36,32
135,2,7:59.0,,Defensive rebound by J. Lamb,36,32
136,2,7:56.0,,T. Graham misses 2-pt layup from 1 ft (block by J. Winslow),36,32
137,2,7:52.0,Defensive rebound by K. Olynyk,,36,32
138,2,7:43.0,K. Olynyk misses 2-pt jump shot from 13 ft,,36,32
139,2,7:37.0,Offensive rebound by B. Adebayo,,36,32
140,2,7:37.0,B. Adebayo makes 2-pt layup at rim,,38,32
141,2,7:28.0,,J. Lamb misses 3-pt jump shot from 27 ft,38,32
142,2,7:21.0,,Offensive rebound by F. Kaminsky,38,32
143,2,7:16.0,,J. Lamb makes 2-pt layup from 1 ft (assist by F. Kaminsky),38,34
144,2,7:03.0,W. Ellington misses 3-pt jump shot from 26 ft,,38,34
145,2,7:02.0,Offensive rebound by Team,,38,34
146,2,7:02.0,,K. Walker enters the game for M. Carter-Williams,38,34
147,2,6:53.0,D. Walton misses 3-pt jump shot from 24 ft,,38,34
148,2,6:52.0,Offensive rebound by Team,,38,34
149,2,6:52.0,,Loose ball foul by J. O'Bryant (drawn by B. Adebayo),38,34
150,2,6:52.0,,Charlotte full timeout,38,34
151,2,6:52.0,,D. Howard enters the game for J. O'Bryant,38,34
152,2,6:36.0,W. Ellington makes 2-pt jump shot from 20 ft (assist by B. Adebayo),,40,34
153,2,6:20.0,,F. Kaminsky misses 3-pt jump shot from 26 ft,40,34
154,2,6:15.0,Defensive rebound by D. Walton,,40,34
155,2,6:01.0,K. Olynyk misses 3-pt jump shot from 24 ft,,40,34
156,2,5:57.0,,Defensive rebound by F. Kaminsky,40,34
157,2,5:52.0,,K. Walker makes 2-pt layup from 1 ft,40,36
158,2,5:43.0,W. Ellington makes 3-pt jump shot from 25 ft (assist by K. Olynyk),,43,36
159,2,5:25.0,,J. Lamb misses 2-pt jump shot from 6 ft (block by B. Adebayo),43,36
160,2,5:20.0,,Offensive rebound by J. Lamb,43,36
161,2,5:17.0,,K. Walker misses 2-pt jump shot from 19 ft,43,36
162,2,5:15.0,,Offensive rebound by D. Howard,43,36
163,2,5:15.0,,Personal foul by J. Winslow (drawn by D. Howard),43,36
164,2,5:15.0,,N. Batum enters the game for T. Graham,43,36
165,2,5:15.0,H. Whiteside enters the game for K. Olynyk,,43,36
166,2,5:15.0,J. Johnson enters the game for B. Adebayo,,43,36
167,2,5:10.0,,Shooting foul by H. Whiteside (drawn by D. Howard),43,36
168,2,5:10.0,,D. Howard misses free throw 1 of 2,43,36
169,2,5:10.0,,Offensive rebound by Team,43,36
170,2,5:10.0,,M. Williams enters the game for J. Lamb,43,36
171,2,5:10.0,,M. Kidd-Gilchrist enters the game for F. Kaminsky,43,36
172,2,5:10.0,J. Richardson enters the game for D. Walton,,43,36
173,2,5:10.0,,D. Howard makes free throw 2 of 2,43,37
174,2,4:58.0,Turnover by J. Richardson (bad pass; steal by N. Batum),,43,37
175,2,4:51.0,,K. Walker makes 2-pt layup from 1 ft,43,39
176,2,4:29.0,H. Whiteside makes 2-pt dunk from 1 ft,,45,39
177,2,4:18.0,,N. Batum makes 2-pt jump shot from 19 ft,45,41
178,2,3:57.0,W. Ellington misses 3-pt jump shot from 31 ft,,45,41
179,2,3:54.0,,Defensive rebound by D. Howard,45,41
180,2,3:43.0,,M. Williams misses 2-pt jump shot from 10 ft,45,41
181,2,3:37.0,,Offensive rebound by D. Howard,45,41
182,2,3:37.0,,D. Howard makes 2-pt dunk at rim,45,43
183,2,3:34.0,Miami full timeout,,45,43
184,2,3:34.0,D. Jones enters the game for W. Ellington,,45,43
185,2,3:27.0,Shooting foul by M. Williams (drawn by D. Jones),,45,43
186,2,3:27.0,D. Jones makes free throw 1 of 2,,46,43
187,2,3:27.0,D. Walton enters the game for J. Winslow,,46,43
188,2,3:27.0,D. Jones misses free throw 2 of 2,,46,43
189,2,3:24.0,,Defensive rebound by D. Howard,46,43
190,2,3:14.0,,D. Howard makes 2-pt dunk from 1 ft (assist by K. Walker),46,45
191,2,3:14.0,,Shooting foul by D. Walton (drawn by D. Howard),46,45
192,2,3:14.0,,D. Howard makes free throw 1 of 1,46,46
193,2,3:02.0,J. Johnson makes 2-pt dunk from 1 ft,,48,46
194,2,2:49.0,,M. Williams misses 3-pt jump shot from 25 ft,48,46
195,2,2:44.0,Defensive rebound by H. Whiteside,,48,46
196,2,2:31.0,D. Walton makes 3-pt jump shot from 25 ft (assist by J. Johnson),,51,46
197,2,2:15.0,,K. Walker misses 3-pt jump shot from 26 ft,51,46
198,2,2:12.0,Defensive rebound by H. Whiteside,,51,46
199,2,1:52.0,J. Richardson misses 2-pt jump shot from 16 ft,,51,46
200,2,1:44.0,Offensive rebound by D. Jones,,51,46
201,2,1:44.0,D. Jones makes 2-pt dunk at rim,,53,46
202,2,1:33.0,,K. Walker misses 3-pt jump shot from 25 ft,53,46
203,2,1:28.0,Defensive rebound by D. Jones,,53,46
204,2,1:18.0,J. Johnson makes 2-pt layup from 1 ft,,55,46
205,2,1:00.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 9 ft,55,46
206,2,0:58.0,Defensive rebound by H. Whiteside,,55,46
207,2,0:47.0,J. Johnson misses 2-pt layup from 3 ft,,55,46
208,2,0:47.0,,Defensive rebound by Team,55,46
209,2,0:47.0,Loose ball foul by H. Whiteside (drawn by D. Howard),,55,46
210,2,0:47.0,,D. Howard misses free throw 1 of 2,55,46
211,2,0:47.0,,Offensive rebound by Team,55,46
212,2,0:47.0,B. Adebayo enters the game for D. Jones,,55,46
213,2,0:47.0,W. Ellington enters the game for H. Whiteside,,55,46
214,2,0:47.0,,D. Howard misses free throw 2 of 2,55,46
215,2,0:43.0,Defensive rebound by B. Adebayo,,55,46
216,2,0:29.0,Turnover by J. Richardson (lost ball; steal by K. Walker),,55,46
217,2,0:22.0,,Turnover by N. Batum (bad pass; steal by B. Adebayo),55,46
218,2,0:19.0,B. Adebayo makes 2-pt dunk from 1 ft,,57,46
219,2,0:03.0,,K. Walker makes 2-pt jump shot from 15 ft,57,48
220,2,0:00.0,D. Walton misses 3-pt jump shot from 34 ft (block by M. Kidd-Gilchrist),,57,48
221,2,0:00.0,Offensive rebound by Team,,57,48
222,3,11:41.0,J. Richardson misses 2-pt jump shot from 9 ft,,57,48
223,3,11:38.0,,Defensive rebound by D. Howard,57,48
224,3,11:31.0,,K. Walker misses 2-pt layup from 1 ft,57,48
225,3,11:28.0,Defensive rebound by H. Whiteside,,57,48
226,3,11:12.0,Turnover by W. Ellington (bad pass; steal by N. Batum),,57,48
227,3,11:10.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by N. Batum),57,50
228,3,11:10.0,,Shooting foul by J. Johnson (drawn by M. Kidd-Gilchrist),57,50
229,3,11:10.0,,M. Kidd-Gilchrist makes free throw 1 of 1,57,51
230,3,10:57.0,W. Ellington makes 2-pt jump shot from 18 ft (assist by H. Whiteside),,59,51
231,3,10:43.0,,N. Batum misses 2-pt jump shot from 10 ft,59,51
232,3,10:39.0,Defensive rebound by H. Whiteside,,59,51
233,3,10:31.0,Turnover by J. Johnson (bad pass; steal by N. Batum),,59,51
234,3,10:26.0,,M. Kidd-Gilchrist misses 2-pt layup from 1 ft (block by D. Jones),59,51
235,3,10:23.0,Defensive rebound by J. Richardson,,59,51
236,3,10:04.0,J. Johnson misses 2-pt layup from 2 ft (block by D. Howard),,59,51
237,3,10:01.0,,Defensive rebound by D. Howard,59,51
238,3,9:48.0,,D. Howard makes 2-pt jump shot from 9 ft,59,53
239,3,9:23.0,J. Johnson misses 3-pt jump shot from 25 ft,,59,53
240,3,9:20.0,,Defensive rebound by K. Walker,59,53
241,3,9:17.0,,K. Walker misses 2-pt layup from 1 ft,59,53
242,3,9:14.0,Defensive rebound by J. Johnson,,59,53
243,3,9:04.0,Turnover by D. Jones (bad pass; steal by M. Williams),,59,53
244,3,8:54.0,,Turnover by K. Walker (bad pass; steal by W. Ellington),59,53
245,3,8:34.0,H. Whiteside makes 2-pt layup from 2 ft (assist by J. Johnson),,61,53
246,3,8:19.0,,N. Batum makes 2-pt jump shot from 10 ft (assist by K. Walker),61,55
247,3,7:55.0,Turnover by H. Whiteside (bad pass; steal by K. Walker),,61,55
248,3,7:50.0,,K. Walker misses 2-pt layup from 1 ft,61,55
249,3,7:47.0,Defensive rebound by J. Richardson,,61,55
250,3,7:44.0,Turnover by J. Johnson (bad pass; steal by D. Howard),,61,55
251,3,7:42.0,,K. Walker makes 2-pt layup from 1 ft (assist by N. Batum),61,57
252,3,7:42.0,Violation by D. Jones (def goaltending),,61,57
253,3,7:24.0,H. Whiteside misses 2-pt layup from 2 ft (block by D. Howard),,61,57
254,3,7:22.0,,Defensive rebound by N. Batum,61,57
255,3,7:20.0,,Shooting foul by J. Richardson (drawn by N. Batum),61,57
256,3,7:20.0,,N. Batum makes free throw 1 of 2,61,58
257,3,7:20.0,,N. Batum makes free throw 2 of 2,61,59
258,3,7:08.0,J. Richardson makes 2-pt layup from 1 ft (assist by J. Johnson),,63,59
259,3,7:08.0,Shooting foul by K. Walker (drawn by J. Richardson),,63,59
260,3,7:08.0,J. Richardson makes free throw 1 of 1,,64,59
261,3,6:51.0,,K. Walker misses 3-pt jump shot from 25 ft,64,59
262,3,6:47.0,,Offensive rebound by D. Howard,64,59
263,3,6:43.0,,N. Batum makes 2-pt jump shot from 9 ft (assist by D. Howard),64,61
264,3,6:27.0,J. Richardson misses 2-pt hook shot from 6 ft,,64,61
265,3,6:22.0,Offensive rebound by D. Jones,,64,61
266,3,6:19.0,W. Ellington makes 3-pt jump shot from 24 ft (assist by D. Jones),,67,61
267,3,6:01.0,,Shooting foul by J. Richardson (drawn by N. Batum),67,61
268,3,6:01.0,,Charlotte full timeout,67,61
269,3,6:01.0,D. Walton enters the game for J. Richardson,,67,61
270,3,6:01.0,,N. Batum makes free throw 1 of 3,67,62
271,3,6:01.0,,N. Batum makes free throw 2 of 3,67,63
272,3,6:01.0,,N. Batum makes free throw 3 of 3,67,64
273,3,5:47.0,H. Whiteside misses 2-pt jump shot from 18 ft,,67,64
274,3,5:41.0,,Defensive rebound by K. Walker,67,64
275,3,5:37.0,,K. Walker misses 3-pt jump shot from 25 ft,67,64
276,3,5:37.0,,Offensive rebound by Team,67,64
277,3,5:37.0,Loose ball foul by H. Whiteside (drawn by D. Howard),,67,64
278,3,5:32.0,,N. Batum makes 3-pt jump shot from 24 ft (assist by M. Williams),67,67
279,3,5:06.0,Turnover by D. Jones (traveling),,67,67
280,3,4:47.0,,N. Batum makes 2-pt jump shot from 13 ft,67,69
281,3,4:47.0,Miami full timeout,,67,69
282,3,4:47.0,J. Winslow enters the game for D. Jones,,67,69
283,3,4:34.0,Shooting foul by M. Williams (drawn by J. Johnson),,67,69
284,3,4:34.0,J. Johnson makes free throw 1 of 2,,68,69
285,3,4:34.0,J. Johnson makes free throw 2 of 2,,69,69
286,3,4:21.0,,D. Howard makes 2-pt dunk from 1 ft (assist by N. Batum),69,71
287,3,4:03.0,W. Ellington misses 3-pt jump shot from 25 ft,,69,71
288,3,3:59.0,,Defensive rebound by N. Batum,69,71
289,3,3:51.0,,N. Batum misses 3-pt jump shot from 25 ft,69,71
290,3,3:47.0,Defensive rebound by H. Whiteside,,69,71
291,3,3:42.0,J. Johnson makes 2-pt layup from 1 ft,,71,71
292,3,3:28.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by N. Batum),71,73
293,3,3:12.0,W. Ellington makes 2-pt layup from 1 ft (assist by J. Johnson),,73,73
294,3,2:46.0,,D. Howard makes 2-pt dunk at rim,73,75
295,3,2:31.0,W. Ellington misses 3-pt jump shot from 25 ft,,73,75
296,3,2:27.0,,Defensive rebound by D. Howard,73,75
297,3,2:14.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 8 ft,73,77
298,3,2:10.0,Miami full timeout,,73,77
299,3,2:10.0,,F. Kaminsky enters the game for M. Williams,73,77
300,3,2:10.0,,J. Lamb enters the game for M. Kidd-Gilchrist,73,77
301,3,2:10.0,K. Olynyk enters the game for W. Ellington,,73,77
302,3,2:10.0,B. Adebayo enters the game for J. Johnson,,73,77
303,3,2:10.0,J. Richardson enters the game for H. Whiteside,,73,77
304,3,2:03.0,J. Richardson misses 2-pt jump shot from 17 ft,,73,77
305,3,2:00.0,,Defensive rebound by D. Howard,73,77
306,3,1:41.0,,F. Kaminsky makes 3-pt jump shot from 26 ft (assist by K. Walker),73,80
307,3,1:20.0,J. Winslow misses 2-pt jump shot from 16 ft,,73,80
308,3,1:16.0,Offensive rebound by B. Adebayo,,73,80
309,3,1:01.0,Turnover by J. Winslow (turnover),,73,80
310,3,1:01.0,,J. O'Bryant enters the game for D. Howard,73,80
311,3,0:49.0,,J. O'Bryant misses 2-pt layup from 3 ft,73,80
312,3,0:47.0,Defensive rebound by K. Olynyk,,73,80
313,3,0:30.0,Turnover by B. Adebayo (out of bounds lost ball),,73,80
314,3,0:11.0,,K. Walker makes 3-pt jump shot from 25 ft,73,83
315,3,0:00.0,Turnover by J. Richardson (bad pass; steal by K. Walker),,73,83
316,4,11:48.0,,J. Lamb misses 2-pt jump shot from 16 ft,73,83
317,4,11:44.0,Defensive rebound by K. Olynyk,,73,83
318,4,11:34.0,K. Olynyk makes 3-pt jump shot from 25 ft (assist by B. Adebayo),,76,83
319,4,11:09.0,,F. Kaminsky misses 2-pt jump shot from 14 ft,76,83
320,4,11:06.0,Defensive rebound by K. Olynyk,,76,83
321,4,10:59.0,K. Olynyk makes 3-pt jump shot from 26 ft (assist by J. Richardson),,79,83
322,4,10:58.0,,Charlotte full timeout,79,83
323,4,10:42.0,,J. Lamb misses 3-pt jump shot from 25 ft,79,83
324,4,10:39.0,Defensive rebound by K. Olynyk,,79,83
325,4,10:27.0,K. Olynyk misses 3-pt jump shot from 24 ft,,79,83
326,4,10:24.0,,Defensive rebound by J. O'Bryant,79,83
327,4,10:09.0,,J. O'Bryant makes 2-pt layup at rim (assist by J. Lamb),79,85
328,4,9:57.0,J. Richardson misses 3-pt jump shot from 25 ft,,79,85
329,4,9:54.0,,Defensive rebound by J. Lamb,79,85
330,4,9:46.0,,M. Carter-Williams misses 3-pt jump shot from 25 ft,79,85
331,4,9:43.0,Defensive rebound by B. Adebayo,,79,85
332,4,9:39.0,W. Ellington enters the game for D. Walton,,79,85
333,4,9:32.0,J. Richardson misses 2-pt jump shot from 19 ft,,79,85
334,4,9:29.0,,Defensive rebound by J. O'Bryant,79,85
335,4,9:27.0,,Personal take foul by J. Winslow (drawn by F. Kaminsky),79,85
336,4,9:14.0,,J. Lamb misses 2-pt jump shot from 12 ft,79,85
337,4,9:10.0,,Offensive rebound by J. Lamb,79,85
338,4,9:10.0,,J. Lamb makes 2-pt layup at rim,79,87
339,4,8:59.0,K. Olynyk misses 2-pt layup from 5 ft (block by J. O'Bryant),,79,87
340,4,8:56.0,,Defensive rebound by M. Carter-Williams,79,87
341,4,8:53.0,,Personal foul by J. Richardson (drawn by F. Kaminsky),79,87
342,4,8:47.0,,F. Kaminsky misses 3-pt jump shot from 26 ft,79,87
343,4,8:44.0,Defensive rebound by J. Winslow,,79,87
344,4,8:36.0,K. Olynyk makes 3-pt jump shot from 23 ft (assist by J. Richardson),,82,87
345,4,8:19.0,,Turnover by F. Kaminsky (traveling),82,87
346,4,8:06.0,J. Richardson makes 2-pt dunk from 1 ft (assist by B. Adebayo),,84,87
347,4,7:45.0,,F. Kaminsky makes 2-pt layup from 2 ft (assist by J. Lamb),84,89
348,4,7:29.0,K. Olynyk misses 2-pt layup from 3 ft (block by F. Kaminsky),,84,89
349,4,7:25.0,Offensive rebound by K. Olynyk,,84,89
350,4,7:24.0,K. Olynyk misses 2-pt layup from 2 ft,,84,89
351,4,7:22.0,,Defensive rebound by M. Carter-Williams,84,89
352,4,7:19.0,,T. Graham makes 3-pt jump shot from 23 ft (assist by J. Lamb),84,92
353,4,7:19.0,Miami full timeout,,84,92
354,4,7:19.0,,D. Howard enters the game for J. O'Bryant,84,92
355,4,7:19.0,,K. Walker enters the game for M. Carter-Williams,84,92
356,4,7:07.0,K. Olynyk misses 3-pt jump shot from 25 ft,,84,92
357,4,7:04.0,,Defensive rebound by D. Howard,84,92
358,4,6:46.0,,J. Lamb makes 2-pt jump shot from 8 ft,84,94
359,4,6:33.0,W. Ellington makes 3-pt jump shot from 28 ft (assist by J. Richardson),,87,94
360,4,6:13.0,,J. Lamb misses 2-pt jump shot from 16 ft,87,94
361,4,6:11.0,Defensive rebound by K. Olynyk,,87,94
362,4,5:58.0,J. Richardson misses 2-pt layup from 2 ft,,87,94
363,4,5:50.0,,Defensive rebound by J. Lamb,87,94
364,4,5:49.0,,Turnover by J. Lamb (bad pass; steal by J. Winslow),87,94
365,4,5:43.0,J. Richardson misses 2-pt layup from 4 ft,,87,94
366,4,5:40.0,,Defensive rebound by J. Lamb,87,94
367,4,5:27.0,,F. Kaminsky makes 2-pt jump shot from 10 ft,87,96
368,4,5:10.0,,N. Batum enters the game for J. Lamb,87,96
369,4,5:10.0,,M. Kidd-Gilchrist enters the game for T. Graham,87,96
370,4,5:10.0,J. Johnson enters the game for J. Winslow,,87,96
371,4,5:00.0,K. Olynyk makes 2-pt layup from 3 ft,,89,96
372,4,4:38.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 15 ft (assist by F. Kaminsky),89,98
373,4,4:38.0,,Shooting foul by B. Adebayo (drawn by M. Kidd-Gilchrist),89,98
374,4,4:38.0,,M. Williams enters the game for F. Kaminsky,89,98
375,4,4:38.0,,M. Kidd-Gilchrist makes free throw 1 of 1,89,99
376,4,4:26.0,J. Johnson makes 2-pt jump shot from 10 ft,,91,99
