,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,NEW YORK_ACTION,OKLAHOMA CITY_SCORE,NEW YORK_SCORE
0,1,11:34.0,,J. Jack makes 2-pt jump shot from 6 ft,0,2
1,1,11:12.0,C. Anthony makes 3-pt jump shot from 25 ft (assist by D. Johnson),,3,2
2,1,11:00.0,,C. Lee misses 2-pt jump shot from 13 ft,3,2
3,1,10:57.0,Defensive rebound by D. Johnson,,3,2
4,1,10:49.0,Turnover by R. Westbrook (lost ball; steal by J. Jack),,3,2
5,1,10:38.0,,M. Beasley makes 3-pt jump shot from 26 ft (assist by J. Jack),3,5
6,1,10:28.0,Turnover by R. Westbrook (bad pass),,3,5
7,1,10:09.0,,M. Beasley makes 3-pt jump shot from 26 ft (assist by E. Freedom),3,8
8,1,9:47.0,R. Westbrook makes 2-pt jump shot from 20 ft,,5,8
9,1,9:36.0,,Turnover by C. Lee (bad pass),5,8
10,1,9:20.0,C. Anthony makes 2-pt jump shot from 12 ft,,7,8
11,1,9:00.0,,M. Beasley makes 2-pt jump shot from 12 ft,7,10
12,1,8:46.0,C. Anthony misses 2-pt jump shot from 18 ft,,7,10
13,1,8:44.0,,Defensive rebound by L. Thomas,7,10
14,1,8:34.0,,Turnover by E. Freedom (lost ball; steal by D. Johnson),7,10
15,1,8:30.0,R. Westbrook makes 2-pt layup from 1 ft,,9,10
16,1,8:14.0,,C. Lee misses 2-pt jump shot from 14 ft,9,10
17,1,8:11.0,Defensive rebound by D. Johnson,,9,10
18,1,8:08.0,P. George makes 3-pt jump shot from 26 ft (assist by C. Anthony),,12,10
19,1,7:47.0,,Turnover by J. Jack (lost ball; steal by R. Westbrook),12,10
20,1,7:42.0,D. Johnson misses 2-pt layup at rim,,12,10
21,1,7:41.0,Offensive rebound by A. Roberson,,12,10
22,1,7:41.0,A. Roberson misses 2-pt layup at rim,,12,10
23,1,7:41.0,Offensive rebound by Team,,12,10
24,1,7:17.0,C. Anthony misses 2-pt jump shot from 7 ft,,12,10
25,1,7:16.0,Offensive rebound by C. Anthony,,12,10
26,1,7:14.0,C. Anthony makes 2-pt layup at rim,,14,10
27,1,6:52.0,,C. Lee makes 3-pt jump shot from 28 ft,14,13
28,1,6:34.0,Turnover by C. Anthony (bad pass; steal by L. Thomas),,14,13
29,1,6:30.0,,Turnover by E. Freedom (bad pass; steal by R. Westbrook),14,13
30,1,6:26.0,A. Roberson misses 2-pt layup from 1 ft,,14,13
31,1,6:24.0,Offensive rebound by A. Roberson,,14,13
32,1,6:24.0,A. Roberson misses 2-pt layup from 2 ft,,14,13
33,1,6:24.0,Offensive rebound by A. Roberson,,14,13
34,1,6:23.0,A. Roberson makes 2-pt layup from 2 ft,,16,13
35,1,6:17.0,,New York full timeout,16,13
36,1,6:17.0,,D. McDermott enters the game for L. Thomas,16,13
37,1,6:17.0,N. Collison enters the game for P. George,,16,13
38,1,6:17.0,Á. Abrines enters the game for D. Johnson,,16,13
39,1,6:07.0,,Turnover by J. Jack (bad pass; steal by Á. Abrines),16,13
40,1,5:56.0,R. Westbrook makes 2-pt layup from 2 ft,,18,13
41,1,5:39.0,,E. Freedom makes 2-pt layup from 1 ft (assist by C. Lee),18,15
42,1,5:25.0,Personal foul by C. Lee (drawn by Á. Abrines),,18,15
43,1,5:25.0,J. Huestis enters the game for A. Roberson,,18,15
44,1,5:11.0,C. Anthony misses 2-pt jump shot from 18 ft,,18,15
45,1,5:08.0,,Defensive rebound by J. Jack,18,15
46,1,5:05.0,,J. Jack misses 2-pt jump shot from 19 ft,18,15
47,1,5:01.0,,Offensive rebound by C. Lee,18,15
48,1,4:58.0,,J. Jack makes 3-pt jump shot from 25 ft (assist by E. Freedom),18,18
49,1,4:45.0,N. Collison makes 2-pt hook shot from 5 ft (assist by R. Westbrook),,20,18
50,1,4:34.0,,Personal foul by N. Collison (drawn by E. Freedom),20,18
51,1,4:34.0,J. Grant enters the game for C. Anthony,,20,18
52,1,4:19.0,,Turnover by Team (shot clock),20,18
53,1,4:19.0,,F. Ntilikina enters the game for J. Jack,20,18
54,1,4:07.0,Shooting foul by M. Beasley (drawn by R. Westbrook),,20,18
55,1,4:07.0,R. Westbrook makes free throw 1 of 2,,21,18
56,1,4:07.0,R. Westbrook misses free throw 2 of 2,,21,18
57,1,4:06.0,,Defensive rebound by Team,21,18
58,1,3:51.0,,C. Lee misses 2-pt jump shot from 8 ft,21,18
59,1,3:47.0,Defensive rebound by R. Westbrook,,21,18
60,1,3:45.0,Personal foul by F. Ntilikina (drawn by R. Westbrook),,21,18
61,1,3:45.0,,K. O'Quinn enters the game for E. Freedom,21,18
62,1,3:45.0,,R. Baker enters the game for M. Beasley,21,18
63,1,3:39.0,R. Westbrook misses 2-pt layup from 2 ft,,21,18
64,1,3:38.0,Offensive rebound by J. Grant,,21,18
65,1,3:37.0,J. Grant makes 2-pt layup from 1 ft,,23,18
66,1,3:14.0,,D. McDermott misses 3-pt jump shot from 25 ft,23,18
67,1,3:09.0,Defensive rebound by N. Collison,,23,18
68,1,3:06.0,R. Westbrook misses 2-pt layup from 1 ft,,23,18
69,1,3:05.0,Offensive rebound by Team,,23,18
70,1,3:05.0,R. Felton enters the game for R. Westbrook,,23,18
71,1,2:55.0,Turnover by R. Felton (step out of bounds),,23,18
72,1,2:55.0,Oklahoma City full timeout,,23,18
73,1,2:55.0,,L. Thomas enters the game for C. Lee,23,18
74,1,2:55.0,P. George enters the game for N. Collison,,23,18
75,1,2:55.0,P. Patterson enters the game for Á. Abrines,,23,18
76,1,2:33.0,,K. O'Quinn misses 2-pt jump shot from 6 ft (block by P. George),23,18
77,1,2:30.0,Defensive rebound by P. George,,23,18
78,1,2:15.0,P. George misses 2-pt jump shot from 10 ft,,23,18
79,1,2:13.0,,Defensive rebound by Team,23,18
80,1,1:57.0,,D. McDermott makes 2-pt jump shot from 20 ft (assist by K. O'Quinn),23,20
81,1,1:42.0,P. Patterson misses 3-pt jump shot from 24 ft,,23,20
82,1,1:38.0,Offensive rebound by R. Felton,,23,20
83,1,1:33.0,P. Patterson misses 3-pt jump shot from 22 ft,,23,20
84,1,1:30.0,,Defensive rebound by F. Ntilikina,23,20
85,1,1:15.0,,K. O'Quinn misses 2-pt jump shot from 16 ft,23,20
86,1,1:12.0,Defensive rebound by J. Grant,,23,20
87,1,0:52.0,R. Felton misses 2-pt jump shot from 15 ft,,23,20
88,1,0:49.0,,Defensive rebound by K. O'Quinn,23,20
89,1,0:36.0,,Offensive foul by K. O'Quinn (drawn by R. Felton),23,20
90,1,0:36.0,,Turnover by K. O'Quinn (offensive foul),23,20
91,1,0:30.0,Personal foul by F. Ntilikina (drawn by P. George),,23,20
92,1,0:17.0,P. Patterson makes 3-pt jump shot from 24 ft (assist by P. George),,26,20
93,1,0:02.0,,R. Baker makes 3-pt jump shot from 27 ft,26,23
94,1,0:00.0,P. George misses 3-pt jump shot from 55 ft,,26,23
95,1,0:00.0,Offensive rebound by Team,,26,23
96,2,11:44.0,Turnover by P. George (bad pass; steal by R. Baker),,26,23
97,2,11:22.0,,R. Baker makes 2-pt layup from 1 ft,26,25
98,2,11:10.0,Personal foul by F. Ntilikina (drawn by J. Grant),,26,25
99,2,11:10.0,,J. Jack enters the game for F. Ntilikina,26,25
100,2,10:56.0,R. Felton misses 2-pt jump shot from 8 ft,,26,25
101,2,10:54.0,,Defensive rebound by K. O'Quinn,26,25
102,2,10:38.0,,R. Baker makes 3-pt jump shot from 25 ft (assist by J. Jack),26,28
103,2,10:12.0,J. Grant misses 3-pt jump shot from 24 ft,,26,28
104,2,10:09.0,Offensive rebound by P. Patterson,,26,28
105,2,10:09.0,Turnover by P. Patterson (out of bounds lost ball),,26,28
106,2,9:47.0,,K. O'Quinn misses 3-pt jump shot from 26 ft,26,28
107,2,9:43.0,Defensive rebound by P. Patterson,,26,28
108,2,9:34.0,Personal foul by R. Baker (drawn by J. Grant),,26,28
109,2,9:25.0,R. Felton makes 2-pt layup from 1 ft,,28,28
110,2,9:11.0,,Shooting foul by J. Grant (drawn by K. O'Quinn),28,28
111,2,9:11.0,,K. O'Quinn makes free throw 1 of 2,28,29
112,2,9:11.0,,K. O'Quinn misses free throw 2 of 2,28,29
113,2,9:09.0,Defensive rebound by P. George,,28,29
114,2,8:53.0,T. Ferguson misses 3-pt jump shot from 23 ft,,28,29
115,2,8:50.0,,Defensive rebound by R. Baker,28,29
116,2,8:37.0,,Turnover by J. Jack (bad pass; steal by P. Patterson),28,29
117,2,8:29.0,J. Grant makes 2-pt layup from 2 ft (assist by P. George),,30,29
118,2,8:15.0,,K. O'Quinn makes 2-pt layup from 1 ft (assist by R. Baker),30,31
119,2,8:05.0,R. Felton misses 2-pt layup from 1 ft,,30,31
120,2,8:04.0,,Defensive rebound by Team,30,31
121,2,8:04.0,Loose ball foul by J. Grant (drawn by J. Jack),,30,31
122,2,8:04.0,,M. Beasley enters the game for L. Thomas,30,31
123,2,8:04.0,R. Westbrook enters the game for R. Felton,,30,31
124,2,8:04.0,C. Anthony enters the game for J. Grant,,30,31
125,2,8:04.0,A. Roberson enters the game for P. George,,30,31
126,2,7:54.0,,Turnover by K. O'Quinn (bad pass; steal by P. Patterson),30,31
127,2,7:39.0,C. Anthony misses 2-pt jump shot from 22 ft,,30,31
128,2,7:35.0,,Defensive rebound by K. O'Quinn,30,31
129,2,7:15.0,,M. Beasley makes 2-pt jump shot from 7 ft,30,33
130,2,6:48.0,C. Anthony misses 2-pt layup from 3 ft (block by M. Beasley),,30,33
131,2,6:46.0,,Defensive rebound by M. Beasley,30,33
132,2,6:39.0,,Turnover by R. Baker (traveling),30,33
133,2,6:39.0,,New York full timeout,30,33
134,2,6:39.0,,E. Freedom enters the game for K. O'Quinn,30,33
135,2,6:29.0,R. Westbrook makes 2-pt jump shot from 20 ft,,32,33
136,2,6:07.0,,E. Freedom misses 2-pt layup from 1 ft (block by A. Roberson),32,33
137,2,6:05.0,Defensive rebound by C. Anthony,,32,33
138,2,5:59.0,C. Anthony makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,35,33
139,2,5:42.0,,R. Baker misses 3-pt jump shot from 28 ft,35,33
140,2,5:39.0,Defensive rebound by C. Anthony,,35,33
141,2,5:26.0,Personal foul by M. Beasley (drawn by T. Ferguson),,35,33
142,2,5:26.0,,C. Lee enters the game for R. Baker,35,33
143,2,5:14.0,R. Westbrook misses 2-pt jump shot from 15 ft,,35,33
144,2,5:11.0,,Defensive rebound by J. Jack,35,33
145,2,5:09.0,,Personal foul by T. Ferguson (drawn by J. Jack),35,33
146,2,5:09.0,D. Johnson enters the game for P. Patterson,,35,33
147,2,5:01.0,,M. Beasley misses 2-pt jump shot from 13 ft,35,33
148,2,4:58.0,,Offensive rebound by E. Freedom,35,33
149,2,4:57.0,,E. Freedom misses 2-pt layup from 1 ft (block by A. Roberson),35,33
150,2,4:57.0,Defensive rebound by A. Roberson,,35,33
151,2,4:55.0,Personal foul by J. Jack (drawn by R. Westbrook),,35,33
