,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,NEW YORK_ACTION,OKLAHOMA CITY_SCORE,NEW YORK_SCORE
152,2,4:55.0,P. George enters the game for T. Ferguson,,35,33
153,2,4:45.0,R. Westbrook makes 2-pt jump shot from 11 ft,,37,33
154,2,4:45.0,Shooting foul by C. Lee (drawn by R. Westbrook),,37,33
155,2,4:45.0,R. Westbrook makes free throw 1 of 1,,38,33
156,2,4:33.0,,M. Beasley makes 2-pt jump shot from 12 ft,38,35
157,2,4:24.0,C. Anthony makes 2-pt dunk from 1 ft (assist by R. Westbrook),,40,35
158,2,4:00.0,,C. Lee makes 3-pt jump shot from 23 ft (assist by M. Beasley),40,38
159,2,3:40.0,C. Anthony misses 3-pt jump shot from 24 ft,,40,38
160,2,3:38.0,,Defensive rebound by J. Jack,40,38
161,2,3:34.0,,Shooting foul by P. George (drawn by E. Freedom),40,38
162,2,3:34.0,Oklahoma City full timeout,,40,38
163,2,3:34.0,,L. Thomas enters the game for D. McDermott,40,38
164,2,3:34.0,,E. Freedom makes free throw 1 of 2,40,39
165,2,3:34.0,,E. Freedom misses free throw 2 of 2,40,39
166,2,3:32.0,Defensive rebound by C. Anthony,,40,39
167,2,3:14.0,R. Westbrook misses 2-pt jump shot from 15 ft,,40,39
168,2,3:11.0,Offensive rebound by A. Roberson,,40,39
169,2,3:10.0,Shooting foul by L. Thomas (drawn by R. Westbrook),,40,39
170,2,3:10.0,R. Westbrook makes free throw 1 of 2,,41,39
171,2,3:10.0,R. Westbrook misses free throw 2 of 2,,41,39
172,2,3:08.0,,Defensive rebound by M. Beasley,41,39
173,2,2:49.0,,E. Freedom makes 2-pt jump shot from 10 ft,41,41
174,2,2:34.0,D. Johnson misses 2-pt layup from 2 ft,,41,41
175,2,2:29.0,,Defensive rebound by L. Thomas,41,41
176,2,2:19.0,,C. Lee makes 3-pt jump shot from 25 ft (assist by L. Thomas),41,44
177,2,1:57.0,C. Anthony misses 2-pt jump shot from 15 ft,,41,44
178,2,1:55.0,,Defensive rebound by J. Jack,41,44
179,2,1:46.0,,Personal foul by C. Anthony (drawn by M. Beasley),41,44
180,2,1:46.0,,M. Beasley makes free throw 1 of 2,41,45
181,2,1:46.0,,M. Beasley makes free throw 2 of 2,41,46
182,2,1:37.0,Shooting foul by E. Freedom (drawn by R. Westbrook),,41,46
183,2,1:37.0,R. Westbrook makes free throw 1 of 2,,42,46
184,2,1:37.0,R. Westbrook makes free throw 2 of 2,,43,46
185,2,1:18.0,,L. Thomas misses 3-pt jump shot from 23 ft,43,46
186,2,1:16.0,Defensive rebound by D. Johnson,,43,46
187,2,1:08.0,P. George misses 3-pt jump shot from 25 ft,,43,46
188,2,1:04.0,,Defensive rebound by J. Jack,43,46
189,2,0:55.0,,C. Lee misses 3-pt jump shot from 25 ft,43,46
190,2,0:53.0,Defensive rebound by P. George,,43,46
191,2,0:42.0,C. Anthony misses 2-pt jump shot from 23 ft,,43,46
192,2,0:40.0,,Defensive rebound by C. Lee,43,46
193,2,0:28.0,,Shooting foul by D. Johnson (drawn by C. Lee),43,46
194,2,0:28.0,,D. McDermott enters the game for M. Beasley,43,46
195,2,0:28.0,,R. Baker enters the game for E. Freedom,43,46
196,2,0:28.0,Á. Abrines enters the game for A. Roberson,,43,46
197,2,0:28.0,,C. Lee makes free throw 1 of 2,43,47
198,2,0:28.0,,C. Lee makes free throw 2 of 2,43,48
199,2,0:07.0,R. Westbrook misses 2-pt layup from 1 ft,,43,48
200,2,0:07.0,Offensive rebound by R. Westbrook,,43,48
201,2,0:07.0,Shooting foul by L. Thomas (drawn by R. Westbrook),,43,48
202,2,0:07.0,,M. Beasley enters the game for R. Baker,43,48
203,2,0:07.0,J. Grant enters the game for D. Johnson,,43,48
204,2,0:07.0,A. Roberson enters the game for Á. Abrines,,43,48
205,2,0:07.0,R. Westbrook misses free throw 1 of 2,,43,48
206,2,0:07.0,Offensive rebound by Team,,43,48
207,2,0:07.0,R. Westbrook makes free throw 2 of 2,,44,48
208,2,0:01.0,,Shooting foul by R. Westbrook (drawn by J. Jack),44,48
209,2,0:01.0,,J. Jack makes free throw 1 of 2,44,49
210,2,0:01.0,,J. Jack makes free throw 2 of 2,44,50
211,2,0:00.0,Turnover by R. Westbrook (bad pass; steal by J. Jack),,44,50
212,2,0:00.0,,J. Jack misses 3-pt jump shot from 26 ft,44,50
213,2,0:00.0,,Offensive rebound by Team,44,50
214,3,11:49.0,P. George misses 2-pt jump shot from 19 ft,,44,50
215,3,11:46.0,,Defensive rebound by M. Beasley,44,50
216,3,11:35.0,,Shooting foul by A. Roberson (drawn by C. Lee),44,50
217,3,11:35.0,,C. Lee makes free throw 1 of 2,44,51
218,3,11:35.0,,C. Lee makes free throw 2 of 2,44,52
219,3,11:25.0,P. George makes 3-pt jump shot from 23 ft (assist by R. Westbrook),,47,52
220,3,11:02.0,,L. Thomas misses 2-pt layup from 2 ft (block by D. Johnson),47,52
221,3,11:00.0,,Offensive rebound by E. Freedom,47,52
222,3,10:59.0,,Turnover by Team (shot clock),47,52
223,3,10:37.0,P. George makes 2-pt layup from 2 ft,,49,52
224,3,10:26.0,,M. Beasley misses 2-pt jump shot from 15 ft,49,52
225,3,10:26.0,Defensive rebound by R. Westbrook,,49,52
226,3,10:17.0,R. Westbrook misses 3-pt jump shot from 26 ft,,49,52
227,3,10:13.0,Offensive rebound by P. George,,49,52
228,3,10:05.0,C. Anthony misses 2-pt jump shot from 17 ft,,49,52
229,3,10:01.0,,Defensive rebound by C. Lee,49,52
230,3,9:51.0,,Personal foul by P. George (drawn by E. Freedom),49,52
231,3,9:40.0,,M. Beasley misses 2-pt jump shot from 12 ft,49,52
232,3,9:39.0,Defensive rebound by R. Westbrook,,49,52
233,3,9:33.0,Shooting foul by E. Freedom (drawn by D. Johnson),,49,52
234,3,9:33.0,D. Johnson misses free throw 1 of 2,,49,52
235,3,9:33.0,Offensive rebound by Team,,49,52
236,3,9:33.0,D. Johnson makes free throw 2 of 2,,50,52
237,3,9:22.0,,L. Thomas makes 3-pt jump shot from 22 ft (assist by J. Jack),50,55
238,3,9:04.0,C. Anthony misses 2-pt jump shot from 10 ft,,50,55
239,3,9:03.0,,Defensive rebound by Team,50,55
240,3,8:56.0,,Shooting foul by A. Roberson (drawn by E. Freedom),50,55
241,3,8:56.0,P. Patterson enters the game for D. Johnson,,50,55
242,3,8:56.0,,E. Freedom makes free throw 1 of 2,50,56
243,3,8:56.0,,E. Freedom misses free throw 2 of 2,50,56
244,3,8:55.0,Defensive rebound by Team,,50,56
245,3,8:37.0,A. Roberson makes 2-pt layup from 1 ft (assist by P. George),,52,56
246,3,8:22.0,,Turnover by M. Beasley (bad pass; steal by C. Anthony),52,56
247,3,8:13.0,R. Westbrook makes 2-pt jump shot from 16 ft,,54,56
248,3,8:00.0,,C. Lee misses 2-pt jump shot from 6 ft,54,56
249,3,7:57.0,Defensive rebound by P. Patterson,,54,56
250,3,7:43.0,P. George makes 2-pt jump shot from 11 ft,,56,56
251,3,7:42.0,,New York full timeout,56,56
252,3,7:24.0,,M. Beasley makes 2-pt hook shot from 8 ft,56,58
253,3,7:09.0,R. Westbrook misses 2-pt jump shot from 9 ft,,56,58
254,3,7:07.0,,Defensive rebound by J. Jack,56,58
255,3,6:56.0,,E. Freedom makes 2-pt layup at rim (assist by J. Jack),56,60
256,3,6:41.0,C. Anthony misses 2-pt jump shot from 13 ft,,56,60
257,3,6:39.0,,Defensive rebound by E. Freedom,56,60
258,3,6:34.0,,L. Thomas misses 2-pt layup from 1 ft (block by P. Patterson),56,60
259,3,6:30.0,,Offensive rebound by J. Jack,56,60
260,3,6:20.0,,Shooting foul by C. Anthony (drawn by M. Beasley),56,60
261,3,6:20.0,,M. Beasley misses free throw 1 of 2,56,60
262,3,6:20.0,,Offensive rebound by Team,56,60
263,3,6:20.0,,M. Beasley makes free throw 2 of 2,56,61
264,3,6:01.0,A. Roberson makes 2-pt layup from 1 ft (assist by P. George),,58,61
265,3,5:44.0,,Shooting foul by R. Westbrook (drawn by J. Jack),58,61
266,3,5:44.0,,J. Jack makes free throw 1 of 2,58,62
267,3,5:44.0,,J. Jack makes free throw 2 of 2,58,63
268,3,5:30.0,A. Roberson misses 2-pt layup from 1 ft,,58,63
269,3,5:28.0,,Defensive rebound by E. Freedom,58,63
270,3,5:19.0,,Turnover by M. Beasley (bad pass; steal by P. George),58,63
271,3,5:15.0,Personal foul by J. Jack (drawn by R. Westbrook),,58,63
272,3,5:15.0,Á. Abrines enters the game for P. George,,58,63
273,3,5:15.0,J. Huestis enters the game for A. Roberson,,58,63
274,3,5:15.0,,D. McDermott enters the game for L. Thomas,58,63
275,3,5:02.0,Á. Abrines misses 3-pt jump shot from 25 ft,,58,63
276,3,4:57.0,Offensive rebound by J. Huestis,,58,63
277,3,4:57.0,J. Huestis misses 2-pt layup at rim,,58,63
278,3,4:56.0,,Defensive rebound by E. Freedom,58,63
279,3,4:44.0,,C. Lee misses 3-pt jump shot from 26 ft,58,63
280,3,4:43.0,Defensive rebound by Á. Abrines,,58,63
281,3,4:34.0,R. Westbrook makes 2-pt jump shot from 14 ft,,60,63
282,3,4:15.0,,E. Freedom makes 2-pt jump shot from 17 ft,60,65
283,3,3:48.0,P. Patterson makes 3-pt jump shot from 23 ft (assist by R. Westbrook),,63,65
284,3,3:26.0,,M. Beasley makes 2-pt layup from 1 ft,63,67
285,3,3:26.0,,Shooting foul by P. Patterson (drawn by M. Beasley),63,67
286,3,3:26.0,,F. Ntilikina enters the game for J. Jack,63,67
287,3,3:26.0,,K. O'Quinn enters the game for E. Freedom,63,67
288,3,3:26.0,J. Grant enters the game for C. Anthony,,63,67
289,3,3:26.0,,M. Beasley makes free throw 1 of 1,63,68
290,3,3:16.0,R. Westbrook makes 2-pt dunk at rim,,65,68
291,3,2:53.0,,D. McDermott makes 3-pt jump shot from 25 ft (assist by C. Lee),65,71
292,3,2:34.0,P. Patterson makes 3-pt jump shot from 23 ft (assist by J. Huestis),,68,71
293,3,2:24.0,,Personal foul by J. Grant (drawn by M. Beasley),68,71
294,3,2:24.0,Oklahoma City full timeout,,68,71
295,3,2:24.0,R. Felton enters the game for R. Westbrook,,68,71
296,3,2:24.0,,M. Beasley makes free throw 1 of 2,68,72
297,3,2:24.0,,R. Baker enters the game for C. Lee,68,72
298,3,2:24.0,,M. Beasley makes free throw 2 of 2,68,73
299,3,2:10.0,Á. Abrines misses 3-pt jump shot from 25 ft,,68,73
300,3,2:09.0,,Defensive rebound by Team,68,73
301,3,1:53.0,,M. Beasley makes 2-pt jump shot from 4 ft,68,75
302,3,1:36.0,R. Felton makes 3-pt jump shot from 26 ft (assist by P. Patterson),,71,75
303,3,1:14.0,,R. Baker makes 3-pt jump shot from 22 ft (assist by M. Beasley),71,78
304,3,0:58.0,J. Grant makes 2-pt dunk at rim (assist by R. Felton),,73,78
305,3,0:45.0,,F. Ntilikina misses 2-pt layup from 1 ft (block by P. Patterson),73,78
306,3,0:42.0,Defensive rebound by J. Grant,,73,78
307,3,0:41.0,Personal take foul by R. Baker (drawn by R. Felton),,73,78
308,3,0:41.0,P. George enters the game for Á. Abrines,,73,78
309,3,0:32.0,J. Grant misses 2-pt layup from 4 ft (block by K. O'Quinn),,73,78
310,3,0:29.0,,Defensive rebound by M. Beasley,73,78
311,3,0:13.0,,M. Beasley makes 2-pt jump shot from 15 ft,73,80
312,3,0:02.0,Turnover by P. George (bad pass; steal by F. Ntilikina),,73,80
313,4,11:41.0,,M. Beasley misses 2-pt jump shot from 7 ft,73,80
314,4,11:37.0,Defensive rebound by P. George,,73,80
315,4,11:28.0,Shooting foul by K. O'Quinn (drawn by P. George),,73,80
316,4,11:28.0,P. George makes free throw 2 of 2,,74,80
317,4,11:28.0,P. George misses free throw 1 of 2,,74,80
318,4,11:28.0,Offensive rebound by Team,,74,80
319,4,11:05.0,,K. O'Quinn makes 2-pt dunk at rim (assist by M. Beasley),74,82
320,4,10:46.0,Turnover by J. Huestis (bad pass; steal by R. Baker),,74,82
321,4,10:42.0,,Turnover by R. Baker (bad pass; steal by P. George),74,82
322,4,10:34.0,P. George makes 3-pt jump shot from 25 ft (assist by R. Felton),,77,82
323,4,10:18.0,,D. McDermott makes 2-pt jump shot from 23 ft (assist by K. O'Quinn),77,84
324,4,9:56.0,P. George misses 2-pt jump shot from 15 ft,,77,84
325,4,9:54.0,,Defensive rebound by K. O'Quinn,77,84
326,4,9:54.0,,Personal foul by J. Grant (drawn by K. O'Quinn),77,84
327,4,9:54.0,,L. Thomas enters the game for M. Beasley,77,84
328,4,9:40.0,,D. McDermott makes 3-pt jump shot from 25 ft (assist by R. Baker),77,87
329,4,9:19.0,R. Felton makes 2-pt jump shot from 19 ft,,79,87
330,4,9:04.0,,D. McDermott misses 2-pt jump shot from 21 ft,79,87
331,4,9:01.0,,Offensive rebound by K. O'Quinn,79,87
332,4,9:01.0,,K. O'Quinn makes 2-pt layup from 1 ft,79,89
333,4,9:01.0,Oklahoma City full timeout,,79,89
334,4,9:01.0,R. Westbrook enters the game for J. Huestis,,79,89
335,4,8:48.0,R. Felton makes 3-pt jump shot from 23 ft (assist by J. Grant),,82,89
336,4,8:32.0,,L. Thomas makes 3-pt jump shot from 22 ft (assist by D. McDermott),82,92
337,4,8:19.0,P. George misses 2-pt jump shot from 14 ft,,82,92
338,4,8:17.0,,Defensive rebound by K. O'Quinn,82,92
339,4,8:17.0,,Technical foul by K. O'Quinn,82,92
340,4,8:17.0,,Turnover by K. O'Quinn (turnover),82,92
341,4,8:17.0,C. Anthony enters the game for J. Grant,,82,92
342,4,8:17.0,P. George misses flagrant free throw 2 of 2,,82,92
343,4,8:17.0,Offensive rebound by P. George,,82,92
344,4,8:17.0,P. George makes flagrant free throw 1 of 2,,83,92
345,4,8:06.0,C. Anthony misses 3-pt jump shot from 26 ft,,83,92
346,4,8:04.0,Offensive rebound by P. George,,83,92
347,4,8:04.0,Personal foul by F. Ntilikina (drawn by P. George),,83,92
348,4,7:59.0,R. Westbrook makes 2-pt jump shot from 15 ft,,85,92
349,4,7:59.0,Shooting foul by R. Baker (drawn by R. Westbrook),,85,92
350,4,7:59.0,R. Westbrook makes free throw 1 of 1,,86,92
351,4,7:40.0,,F. Ntilikina misses 2-pt jump shot from 14 ft,86,92
352,4,7:35.0,Defensive rebound by C. Anthony,,86,92
353,4,7:30.0,Offensive foul by C. Anthony (drawn by L. Thomas),,86,92
354,4,7:30.0,Turnover by C. Anthony (offensive foul),,86,92
355,4,7:30.0,,M. Beasley enters the game for F. Ntilikina,86,92
356,4,7:30.0,,C. Lee enters the game for R. Baker,86,92
357,4,7:30.0,,J. Jack enters the game for L. Thomas,86,92
358,4,7:06.0,,Shooting foul by N. Collison (drawn by C. Lee),86,92
359,4,7:06.0,,C. Lee makes free throw 1 of 3,86,93
360,4,7:06.0,,C. Lee makes free throw 2 of 3,86,94
361,4,7:06.0,,C. Lee makes free throw 3 of 3,86,95
362,4,7:03.0,Personal foul by M. Beasley (drawn by N. Collison),,86,95
363,4,7:03.0,N. Collison makes free throw 1 of 2,,87,95
364,4,7:03.0,N. Collison misses free throw 2 of 2,,87,95
365,4,7:03.0,,Defensive rebound by C. Lee,87,95
366,4,6:41.0,,J. Jack makes 2-pt jump shot from 9 ft,87,97
367,4,6:19.0,R. Felton misses 3-pt jump shot from 23 ft,,87,97
368,4,6:15.0,,Defensive rebound by C. Lee,87,97
369,4,6:03.0,,D. McDermott makes 3-pt jump shot from 25 ft (assist by M. Beasley),87,100
370,4,6:02.0,Oklahoma City full timeout,,87,100
371,4,6:02.0,P. Patterson enters the game for R. Felton,,87,100
372,4,6:02.0,J. Grant enters the game for N. Collison,,87,100
373,4,5:43.0,J. Grant makes 2-pt layup at rim,,89,100
374,4,5:27.0,,D. McDermott misses 3-pt jump shot from 22 ft,89,100
375,4,5:23.0,Defensive rebound by P. Patterson,,89,100
376,4,5:16.0,R. Westbrook misses 3-pt jump shot from 26 ft,,89,100
377,4,5:14.0,Offensive rebound by J. Grant,,89,100
378,4,4:58.0,Offensive foul by C. Anthony (drawn by J. Jack),,89,100
379,4,4:58.0,Turnover by C. Anthony (offensive foul),,89,100
380,4,4:33.0,,M. Beasley misses 2-pt hook shot from 11 ft,89,100
381,4,4:32.0,,Offensive rebound by Team,89,100
382,4,4:32.0,Loose ball foul by C. Anthony (drawn by K. O'Quinn),,89,100
383,4,4:14.0,,Personal foul by R. Westbrook (drawn by M. Beasley),89,100
384,4,4:03.0,,C. Lee misses 3-pt jump shot from 24 ft,89,100
385,4,3:58.0,Defensive rebound by P. George,,89,100
386,4,3:50.0,J. Grant misses 2-pt layup from 2 ft (block by M. Beasley),,89,100
