,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,GOLDEN STATE_ACTION,PHILADELPHIA_SCORE,GOLDEN STATE_SCORE
36,1,7:20.0,,S. Curry makes free throw 3 of 3,11,12
37,1,7:11.0,B. Simmons misses 2-pt jump shot from 11 ft,,11,12
38,1,7:07.0,,Defensive rebound by Z. Pachulia,11,12
39,1,7:02.0,,Turnover by K. Durant (bad pass; steal by R. Covington),11,12
40,1,6:58.0,T. Luwawu-Cabarrot enters the game for J. Redick,,11,12
41,1,6:57.0,Turnover by T. Luwawu-Cabarrot (out of bounds lost ball),,11,12
42,1,6:46.0,,K. Durant misses 2-pt jump shot from 10 ft,11,12
43,1,6:43.0,,Offensive rebound by Z. Pachulia,11,12
44,1,6:40.0,,K. Thompson misses 3-pt jump shot from 29 ft,11,12
45,1,6:37.0,Defensive rebound by R. Covington,,11,12
46,1,6:35.0,R. Covington makes 3-pt jump shot from 25 ft (assist by T. McConnell),,14,12
47,1,6:19.0,,D. Green misses 3-pt jump shot from 25 ft,14,12
48,1,6:15.0,Defensive rebound by R. Holmes,,14,12
49,1,6:07.0,B. Simmons misses 2-pt jump shot from 12 ft,,14,12
50,1,6:03.0,,Defensive rebound by S. Curry,14,12
51,1,5:56.0,,Turnover by S. Curry (bad pass; steal by T. McConnell),14,12
52,1,5:50.0,R. Covington misses 2-pt jump shot from 5 ft (block by D. Green),,14,12
53,1,5:45.0,Offensive rebound by B. Simmons,,14,12
54,1,5:43.0,R. Covington misses 3-pt jump shot from 27 ft,,14,12
55,1,5:37.0,,Defensive rebound by D. Green,14,12
56,1,5:35.0,,K. Thompson misses 2-pt jump shot from 22 ft,14,12
57,1,5:30.0,Defensive rebound by R. Holmes,,14,12
58,1,5:28.0,R. Holmes misses 3-pt jump shot from 25 ft,,14,12
59,1,5:22.0,,Defensive rebound by D. Green,14,12
60,1,5:16.0,,Shooting foul by R. Holmes (drawn by S. Curry),14,12
61,1,5:16.0,,S. Curry makes free throw 1 of 2,14,13
62,1,5:16.0,,J. McGee enters the game for D. Green,14,13
63,1,5:16.0,,N. Young enters the game for Z. Pachulia,14,13
64,1,5:16.0,,S. Curry makes free throw 2 of 2,14,14
65,1,5:07.0,T. McConnell misses 2-pt layup from 1 ft,,14,14
66,1,5:01.0,,Defensive rebound by J. McGee,14,14
67,1,4:59.0,,K. Durant makes 3-pt jump shot from 25 ft (assist by K. Thompson),14,17
68,1,4:51.0,Shooting foul by N. Young (drawn by R. Covington),,14,17
69,1,4:51.0,R. Covington misses free throw 1 of 2,,14,17
70,1,4:51.0,Offensive rebound by Team,,14,17
71,1,4:51.0,J. Redick enters the game for B. Simmons,,14,17
72,1,4:51.0,R. Covington makes free throw 2 of 2,,15,17
73,1,4:36.0,,S. Curry makes 3-pt jump shot from 25 ft,15,20
74,1,4:27.0,Turnover by T. McConnell (bad pass; steal by K. Thompson),,15,20
75,1,4:22.0,,K. Thompson misses 2-pt layup from 2 ft,15,20
76,1,4:14.0,,Offensive rebound by K. Thompson,15,20
77,1,4:14.0,,K. Thompson makes 2-pt layup at rim,15,22
78,1,4:08.0,T. Luwawu-Cabarrot makes 2-pt layup from 2 ft,,17,22
79,1,3:55.0,,J. McGee misses 2-pt layup from 2 ft,17,22
80,1,3:53.0,Defensive rebound by R. Holmes,,17,22
81,1,3:53.0,Shooting foul by J. McGee (drawn by R. Holmes),,17,22
82,1,3:53.0,R. Holmes makes free throw 1 of 2,,18,22
83,1,3:53.0,,S. Livingston enters the game for K. Thompson,18,22
84,1,3:53.0,D. Šarić enters the game for R. Covington,,18,22
85,1,3:53.0,R. Holmes makes free throw 2 of 2,,19,22
86,1,3:42.0,,S. Curry misses 2-pt jump shot from 16 ft,19,22
87,1,3:40.0,,Offensive rebound by Team,19,22
88,1,3:40.0,J. Embiid enters the game for R. Holmes,,19,22
89,1,3:38.0,,Turnover by J. McGee (bad pass; steal by J. Redick),19,22
90,1,3:33.0,J. Redick misses 3-pt jump shot from 26 ft,,19,22
91,1,3:29.0,Offensive rebound by T. McConnell,,19,22
92,1,3:23.0,T. McConnell makes 2-pt jump shot from 8 ft (assist by J. Redick),,21,22
93,1,2:59.0,,J. McGee makes 2-pt hook shot from 8 ft,21,24
94,1,2:53.0,Philadelphia full timeout,,21,24
95,1,2:38.0,Turnover by D. Šarić (bad pass; steal by S. Livingston),,21,24
96,1,2:28.0,,Personal foul by J. Embiid (drawn by K. Durant),21,24
97,1,2:28.0,,K. Durant makes free throw 2 of 2,21,25
98,1,2:28.0,,K. Durant makes free throw 1 of 2,21,26
99,1,2:28.0,J. Anderson enters the game for T. Luwawu-Cabarrot,,21,26
100,1,2:26.0,Turnover by T. McConnell (bad pass; steal by J. McGee),,21,26
101,1,2:22.0,,J. McGee makes 2-pt dunk at rim,21,28
102,1,2:02.0,T. McConnell makes 2-pt layup from 3 ft (assist by D. Šarić),,23,28
103,1,1:48.0,,Turnover by K. Durant (traveling),23,28
104,1,1:48.0,,D. Green enters the game for K. Durant,23,28
105,1,1:48.0,R. Holmes enters the game for J. Embiid,,23,28
106,1,1:37.0,R. Holmes makes 2-pt dunk from 1 ft (assist by J. Redick),,25,28
107,1,1:12.0,,J. McGee makes 2-pt hook shot from 9 ft,25,30
108,1,0:50.0,J. Anderson makes 3-pt jump shot from 24 ft (assist by J. Redick),,28,30
109,1,0:41.0,,Shooting foul by J. Anderson (drawn by D. Green),28,30
110,1,0:41.0,,D. Green makes free throw 1 of 2,28,31
111,1,0:41.0,,J. Bell enters the game for J. McGee,28,31
112,1,0:41.0,,D. Green makes free throw 2 of 2,28,32
113,1,0:30.0,Personal foul by N. Young (drawn by J. Redick),,28,32
114,1,0:30.0,,Turnover by N. Young (turnover),28,32
115,1,0:19.0,T. McConnell misses 2-pt layup from 2 ft (block by D. Green),,28,32
116,1,0:15.0,,Defensive rebound by S. Curry,28,32
117,1,0:04.0,,S. Curry misses 3-pt jump shot from 24 ft,28,32
118,1,0:01.0,Defensive rebound by J. Anderson,,28,32
119,2,11:42.0,J. Anderson makes 3-pt jump shot from 25 ft (assist by D. Šarić),,31,32
120,2,11:23.0,,S. Livingston misses 2-pt jump shot from 11 ft,31,32
121,2,11:17.0,Defensive rebound by J. Anderson,,31,32
122,2,11:13.0,B. Simmons misses 2-pt jump shot from 13 ft,,31,32
123,2,11:03.0,Offensive rebound by J. Anderson,,31,32
124,2,11:03.0,J. Anderson makes 2-pt layup at rim,,33,32
125,2,10:54.0,,K. Thompson makes 2-pt jump shot from 18 ft (assist by D. Green),33,34
126,2,10:48.0,Def 3 sec tech foul by D. West,,33,34
127,2,10:48.0,T. Luwawu-Cabarrot misses technical free throw,,33,34
128,2,10:48.0,Offensive rebound by Team,,33,34
129,2,10:41.0,B. Simmons misses 2-pt jump shot from 12 ft,,33,34
130,2,10:36.0,,Defensive rebound by S. Livingston,33,34
131,2,10:30.0,,K. Thompson makes 2-pt layup from 1 ft (assist by D. West),33,36
132,2,10:30.0,,Shooting foul by J. Anderson (drawn by K. Thompson),33,36
133,2,10:30.0,,K. Thompson makes free throw 1 of 1,33,37
134,2,10:13.0,T. Luwawu-Cabarrot makes 3-pt jump shot from 26 ft (assist by B. Simmons),,36,37
135,2,10:00.0,,K. Thompson misses 2-pt jump shot from 12 ft,36,37
136,2,9:55.0,Defensive rebound by B. Simmons,,36,37
137,2,9:45.0,B. Simmons makes 2-pt hook shot from 11 ft,,38,37
138,2,9:28.0,,Shooting foul by R. Holmes (drawn by D. Green),38,37
139,2,9:28.0,,D. Green makes free throw 1 of 2,38,38
140,2,9:28.0,J. Embiid enters the game for D. Šarić,,38,38
141,2,9:28.0,T. McConnell enters the game for R. Holmes,,38,38
142,2,9:28.0,,D. Green misses free throw 2 of 2,38,38
143,2,9:25.0,Defensive rebound by B. Simmons,,38,38
144,2,9:15.0,J. Embiid makes 2-pt layup from 3 ft (assist by B. Simmons),,40,38
145,2,8:58.0,,D. Green makes 3-pt jump shot from 24 ft (assist by S. Livingston),40,41
146,2,8:41.0,B. Simmons makes 2-pt jump shot from 9 ft,,42,41
147,2,8:31.0,Offensive charge foul by S. Livingston (drawn by J. Anderson),,42,41
148,2,8:31.0,,Turnover by S. Livingston (offensive foul),42,41
149,2,8:31.0,R. Covington enters the game for J. Anderson,,42,41
150,2,8:22.0,Shooting foul by D. West (drawn by B. Simmons),,42,41
151,2,8:22.0,B. Simmons misses free throw 1 of 2,,42,41
152,2,8:22.0,Offensive rebound by Team,,42,41
153,2,8:22.0,B. Simmons makes free throw 2 of 2,,43,41
154,2,8:10.0,,K. Thompson misses 2-pt jump shot from 18 ft,43,41
155,2,8:06.0,Defensive rebound by T. McConnell,,43,41
156,2,7:59.0,Turnover by J. Embiid (bad pass; steal by S. Livingston),,43,41
157,2,7:54.0,,K. Thompson misses 2-pt layup from 2 ft (block by J. Embiid),43,41
158,2,7:48.0,Defensive rebound by T. Luwawu-Cabarrot,,43,41
159,2,7:47.0,T. Luwawu-Cabarrot misses 2-pt layup from 1 ft,,43,41
160,2,7:43.0,,Defensive rebound by P. McCaw,43,41
161,2,7:43.0,Offensive charge foul by D. West (drawn by T. Luwawu-Cabarrot),,43,41
162,2,7:43.0,,Turnover by D. West (offensive foul),43,41
163,2,7:43.0,,K. Durant enters the game for D. West,43,41
164,2,7:43.0,,K. Looney enters the game for D. Green,43,41
165,2,7:34.0,Turnover by B. Simmons (traveling),,43,41
166,2,7:23.0,,S. Livingston makes 2-pt jump shot from 11 ft,43,43
167,2,7:06.0,R. Covington misses 3-pt jump shot from 25 ft,,43,43
168,2,7:02.0,,Defensive rebound by K. Durant,43,43
169,2,6:59.0,,K. Durant misses 2-pt jump shot from 18 ft,43,43
170,2,6:52.0,Defensive rebound by J. Embiid,,43,43
171,2,6:36.0,T. Luwawu-Cabarrot makes 2-pt layup from 1 ft (assist by T. McConnell),,45,43
172,2,6:35.0,,Golden State full timeout,45,43
173,2,6:35.0,,S. Curry enters the game for K. Thompson,45,43
174,2,6:35.0,,O. Casspi enters the game for S. Livingston,45,43
175,2,6:35.0,J. Redick enters the game for T. Luwawu-Cabarrot,,45,43
176,2,6:14.0,,Turnover by O. Casspi (bad pass; steal by B. Simmons),45,43
177,2,6:10.0,B. Simmons makes 2-pt dunk from 1 ft,,47,43
178,2,5:53.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by K. Durant),47,46
179,2,5:39.0,J. Embiid misses 2-pt jump shot from 5 ft (block by K. Durant),,47,46
180,2,5:39.0,,Defensive rebound by Team,47,46
181,2,5:36.0,Turnover by J. Embiid (turnover; steal by K. Durant),,47,46
182,2,5:24.0,,K. Durant makes 2-pt jump shot from 18 ft,47,48
183,2,5:12.0,J. Redick makes 2-pt jump shot from 22 ft (assist by T. McConnell),,49,48
184,2,4:56.0,,S. Curry makes 2-pt jump shot from 20 ft,49,50
185,2,4:47.0,T. McConnell makes 2-pt layup from 2 ft,,51,50
186,2,4:38.0,,Shooting foul by T. McConnell (drawn by S. Curry),51,50
187,2,4:38.0,,S. Curry makes free throw 1 of 2,51,51
188,2,4:38.0,,D. Green enters the game for P. McCaw,51,51
189,2,4:38.0,D. Šarić enters the game for B. Simmons,,51,51
190,2,4:38.0,,S. Curry makes free throw 2 of 2,51,52
191,2,4:24.0,J. Embiid misses 2-pt jump shot from 13 ft,,51,52
192,2,4:20.0,,Defensive rebound by O. Casspi,51,52
193,2,4:15.0,,K. Durant makes 2-pt layup at rim,51,54
194,2,4:02.0,J. Redick makes 2-pt jump shot from 19 ft (assist by J. Embiid),,53,54
195,2,3:52.0,,K. Durant misses 2-pt layup from 1 ft,53,54
196,2,3:52.0,Defensive rebound by Team,,53,54
197,2,3:52.0,Philadelphia full timeout,,53,54
198,2,3:42.0,Personal foul by O. Casspi (drawn by J. Embiid),,53,54
199,2,3:28.0,J. Embiid misses 2-pt hook shot from 7 ft,,53,54
200,2,3:23.0,,Defensive rebound by D. Green,53,54
201,2,3:06.0,,O. Casspi makes 2-pt layup from 2 ft (assist by D. Green),53,56
202,2,2:56.0,Personal foul by D. Green (drawn by D. Šarić),,53,56
203,2,2:56.0,,K. Thompson enters the game for K. Looney,53,56
204,2,2:56.0,B. Simmons enters the game for T. McConnell,,53,56
205,2,2:53.0,J. Redick misses 2-pt layup from 1 ft,,53,56
206,2,2:46.0,,Defensive rebound by D. Green,53,56
207,2,2:44.0,,Turnover by D. Green (lost ball; steal by J. Embiid),53,56
208,2,2:44.0,J. Embiid misses 2-pt layup at rim,,53,56
209,2,2:41.0,Offensive rebound by J. Embiid,,53,56
210,2,2:36.0,J. Embiid makes 2-pt layup from 1 ft,,55,56
211,2,2:32.0,,Turnover by S. Curry (bad pass; steal by J. Redick),55,56
212,2,2:29.0,R. Covington makes 2-pt layup at rim (assist by J. Redick),,57,56
213,2,2:10.0,,K. Durant misses 2-pt jump shot from 16 ft,57,56
214,2,2:07.0,Defensive rebound by D. Šarić,,57,56
215,2,2:02.0,D. Šarić makes 2-pt jump shot from 22 ft (assist by B. Simmons),,59,56
216,2,1:35.0,,K. Thompson misses 2-pt jump shot from 17 ft,59,56
217,2,1:32.0,Defensive rebound by R. Covington,,59,56
218,2,1:31.0,B. Simmons makes 2-pt hook shot from 9 ft,,61,56
219,2,1:14.0,,S. Curry misses 2-pt jump shot from 18 ft,61,56
220,2,1:14.0,,Offensive rebound by K. Durant,61,56
221,2,1:14.0,,K. Durant makes 2-pt jump shot from 6 ft,61,58
222,2,1:14.0,,Shooting foul by R. Covington (drawn by K. Durant),61,58
223,2,1:14.0,R. Holmes enters the game for J. Embiid,,61,58
224,2,1:14.0,,K. Durant makes free throw 1 of 1,61,59
225,2,0:59.0,J. Redick makes 2-pt jump shot from 19 ft (assist by D. Šarić),,63,59
226,2,0:59.0,Shooting foul by O. Casspi (drawn by J. Redick),,63,59
227,2,0:59.0,J. Redick makes free throw 1 of 1,,64,59
228,2,0:41.0,,K. Durant makes 2-pt jump shot from 8 ft (assist by S. Curry),64,61
229,2,0:41.0,,Shooting foul by R. Covington (drawn by K. Durant),64,61
230,2,0:41.0,,K. Looney enters the game for O. Casspi,64,61
231,2,0:41.0,,K. Durant makes free throw 1 of 1,64,62
232,2,0:31.0,B. Simmons misses 2-pt layup from 2 ft (block by K. Looney),,64,62
233,2,0:26.0,,Defensive rebound by K. Looney,64,62
234,2,0:25.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by K. Durant),64,65
235,2,0:07.0,J. Redick misses 3-pt jump shot from 26 ft,,64,65
236,2,0:03.0,Offensive rebound by B. Simmons,,64,65
237,2,0:00.0,D. Šarić misses 3-pt jump shot from 23 ft,,64,65
238,2,0:00.0,,Defensive rebound by S. Curry,64,65
239,3,11:38.0,D. Šarić misses 2-pt layup from 9 ft,,64,65
240,3,11:27.0,Offensive rebound by J. Embiid,,64,65
241,3,11:27.0,J. Embiid makes 2-pt dunk at rim,,66,65
242,3,11:22.0,,S. Curry makes 2-pt jump shot from 17 ft,66,67
243,3,11:01.0,Turnover by B. Simmons (bad pass; steal by S. Curry),,66,67
244,3,10:55.0,,Z. Pachulia makes 2-pt layup from 2 ft (assist by K. Durant),66,69
245,3,10:47.0,Turnover by J. Embiid (lost ball; steal by Z. Pachulia),,66,69
246,3,10:43.0,,K. Durant misses 3-pt jump shot from 27 ft,66,69
247,3,10:38.0,Defensive rebound by R. Covington,,66,69
248,3,10:32.0,B. Simmons misses 2-pt layup from 3 ft (block by D. Green),,66,69
249,3,10:26.0,Offensive rebound by D. Šarić,,66,69
250,3,10:24.0,D. Šarić misses 2-pt layup from 2 ft,,66,69
251,3,10:21.0,,Defensive rebound by D. Green,66,69
252,3,10:19.0,,K. Durant makes 3-pt jump shot from 25 ft (assist by S. Curry),66,72
253,3,10:03.0,B. Simmons misses 2-pt hook shot from 10 ft,,66,72
254,3,9:55.0,,Defensive rebound by S. Curry,66,72
255,3,9:55.0,,Personal foul by B. Simmons (drawn by S. Curry),66,72
256,3,9:48.0,,Turnover by K. Durant (bad pass),66,72
257,3,9:29.0,R. Covington misses 3-pt jump shot from 26 ft,,66,72
258,3,9:26.0,,Defensive rebound by Z. Pachulia,66,72
259,3,9:20.0,,K. Durant misses 3-pt jump shot from 27 ft,66,72
260,3,9:15.0,Defensive rebound by R. Covington,,66,72
261,3,9:13.0,J. Redick makes 3-pt jump shot from 24 ft (assist by R. Covington),,69,72
262,3,8:56.0,,Z. Pachulia misses 2-pt jump shot from 11 ft,69,72
263,3,8:52.0,Defensive rebound by J. Embiid,,69,72
264,3,8:45.0,R. Covington misses 3-pt jump shot from 24 ft,,69,72
265,3,8:43.0,,Defensive rebound by Team,69,72
266,3,8:36.0,,S. Curry misses 3-pt jump shot from 26 ft,69,72
267,3,8:31.0,Defensive rebound by J. Embiid,,69,72
268,3,8:20.0,J. Embiid misses 3-pt jump shot from 24 ft,,69,72
269,3,8:15.0,,Defensive rebound by Z. Pachulia,69,72
270,3,8:11.0,,D. Green misses 2-pt dunk from 1 ft,69,72
271,3,8:05.0,Defensive rebound by D. Šarić,,69,72
272,3,8:01.0,D. Šarić makes 2-pt jump shot from 13 ft (assist by B. Simmons),,71,72
273,3,7:44.0,T. McConnell enters the game for D. Šarić,,71,72
274,3,7:44.0,R. Holmes enters the game for J. Embiid,,71,72
275,3,7:43.0,,D. Green misses 3-pt jump shot from 25 ft,71,72
276,3,7:43.0,,Offensive rebound by Team,71,72
277,3,7:40.0,,K. Durant makes 2-pt dunk from 2 ft (assist by S. Curry),71,74
278,3,7:29.0,R. Covington makes 3-pt jump shot from 24 ft (assist by J. Redick),,74,74
279,3,7:22.0,,Shooting foul by T. McConnell (drawn by S. Curry),74,74
280,3,7:22.0,,S. Curry makes free throw 1 of 2,74,75
281,3,7:22.0,,S. Curry makes free throw 2 of 2,74,76
282,3,7:01.0,Personal foul by K. Thompson (drawn by J. Redick),,74,76
283,3,6:53.0,Shooting foul by Z. Pachulia (drawn by B. Simmons),,74,76
284,3,6:53.0,,Golden State full timeout,74,76
285,3,6:53.0,,K. Looney enters the game for Z. Pachulia,74,76
286,3,6:53.0,T. Luwawu-Cabarrot enters the game for J. Redick,,74,76
287,3,6:53.0,B. Simmons misses free throw 1 of 2,,74,76
288,3,6:53.0,Offensive rebound by Team,,74,76
289,3,6:53.0,B. Simmons misses free throw 2 of 2,,74,76
290,3,6:50.0,,Defensive rebound by K. Looney,74,76
291,3,6:37.0,,K. Looney makes 2-pt layup from 2 ft (assist by S. Curry),74,78
292,3,6:29.0,R. Covington misses 2-pt jump shot from 16 ft,,74,78
293,3,6:24.0,,Defensive rebound by D. Green,74,78
294,3,6:21.0,,K. Thompson makes 3-pt jump shot from 28 ft (assist by D. Green),74,81
295,3,6:01.0,Turnover by B. Simmons (bad pass; steal by K. Durant),,74,81
296,3,5:44.0,,K. Thompson misses 3-pt jump shot from 22 ft,74,81
297,3,5:40.0,Defensive rebound by R. Holmes,,74,81
298,3,5:37.0,B. Simmons misses 2-pt jump shot from 16 ft,,74,81
299,3,5:29.0,,Defensive rebound by D. Green,74,81
300,3,5:23.0,,K. Durant misses 3-pt jump shot from 26 ft,74,81
301,3,5:19.0,Defensive rebound by R. Holmes,,74,81
302,3,5:11.0,,Offensive charge foul by T. Luwawu-Cabarrot (drawn by D. Green),74,81
303,3,5:11.0,Turnover by T. Luwawu-Cabarrot (offensive foul),,74,81
304,3,5:11.0,,N. Young enters the game for D. Green,74,81
305,3,5:11.0,J. Redick enters the game for B. Simmons,,74,81
306,3,4:56.0,,K. Durant makes 2-pt dunk from 1 ft,74,83
307,3,4:56.0,Philadelphia full timeout,,74,83
308,3,4:46.0,J. Redick makes 2-pt layup from 2 ft (assist by R. Holmes),,76,83
309,3,4:36.0,Offensive charge foul by K. Durant (drawn by J. Redick),,76,83
310,3,4:36.0,,Turnover by K. Durant (offensive foul),76,83
311,3,4:22.0,J. Redick misses 2-pt jump shot from 9 ft (block by K. Looney),,76,83
312,3,4:16.0,,Defensive rebound by K. Durant,76,83
313,3,4:15.0,,N. Young makes 3-pt jump shot from 26 ft (assist by S. Curry),76,86
314,3,4:01.0,T. McConnell misses 2-pt jump shot from 9 ft,,76,86
315,3,4:00.0,Offensive rebound by R. Holmes,,76,86
316,3,3:50.0,T. McConnell misses 2-pt layup from 2 ft (block by K. Durant),,76,86
317,3,3:48.0,Offensive rebound by J. Redick,,76,86
318,3,3:48.0,Turnover by Team (shot clock),,76,86
319,3,3:48.0,,S. Livingston enters the game for K. Thompson,76,86
320,3,3:25.0,,K. Durant makes 2-pt jump shot from 11 ft,76,88
321,3,3:07.0,T. Luwawu-Cabarrot makes 2-pt jump shot from 9 ft (assist by T. McConnell),,78,88
322,3,2:55.0,,S. Curry makes 3-pt jump shot from 28 ft,78,91
323,3,2:42.0,T. McConnell misses 2-pt layup from 1 ft (block by K. Looney),,78,91
324,3,2:37.0,,Defensive rebound by K. Durant,78,91
325,3,2:36.0,,N. Young makes 3-pt jump shot from 24 ft (assist by K. Durant),78,94
326,3,2:36.0,J. Embiid enters the game for R. Holmes,,78,94
327,3,2:22.0,Shooting foul by K. Durant (drawn by J. Embiid),,78,94
328,3,2:22.0,J. Embiid makes free throw 1 of 2,,79,94
329,3,2:22.0,J. Anderson enters the game for T. Luwawu-Cabarrot,,79,94
330,3,2:22.0,J. Embiid makes free throw 2 of 2,,80,94
331,3,2:13.0,,S. Curry misses 3-pt jump shot from 25 ft,80,94
332,3,2:12.0,Defensive rebound by Team,,80,94
333,3,2:12.0,,D. Green enters the game for K. Durant,80,94
334,3,1:59.0,Turnover by J. Embiid (bad pass; steal by N. Young),,80,94
335,3,1:55.0,Violation by R. Covington (kicked ball),,80,94
336,3,1:55.0,D. Šarić enters the game for R. Covington,,80,94
337,3,1:49.0,,K. Looney makes 2-pt dunk from 1 ft (assist by S. Curry),80,96
338,3,1:26.0,D. Šarić misses 3-pt jump shot from 23 ft (block by D. Green),,80,96
339,3,1:20.0,,Defensive rebound by S. Livingston,80,96
340,3,1:17.0,,S. Curry misses 3-pt jump shot from 25 ft,80,96
341,3,1:12.0,Defensive rebound by J. Anderson,,80,96
342,3,1:08.0,Personal foul by K. Looney (drawn by J. Embiid),,80,96
343,3,0:57.0,D. Šarić makes 3-pt jump shot from 26 ft (assist by J. Redick),,83,96
344,3,0:36.0,,D. Green makes 2-pt layup from 1 ft (assist by S. Curry),83,98
345,3,0:20.0,Shooting foul by K. Looney (drawn by J. Embiid),,83,98
346,3,0:20.0,J. Embiid makes free throw 1 of 2,,84,98
347,3,0:20.0,,K. Thompson enters the game for K. Looney,84,98
348,3,0:20.0,,K. Durant enters the game for S. Livingston,84,98
349,3,0:20.0,J. Embiid makes free throw 2 of 2,,85,98
350,3,0:12.0,,N. Young makes 3-pt jump shot from 22 ft (assist by K. Thompson),85,101
351,3,0:04.0,Turnover by T. McConnell (step out of bounds),,85,101
352,3,0:00.0,,D. Green misses 2-pt jump shot from 15 ft,85,101
353,3,0:00.0,,Offensive rebound by Team,85,101
354,4,11:40.0,,K. Thompson makes 3-pt jump shot from 22 ft (assist by D. West),85,104
355,4,11:22.0,B. Simmons makes 2-pt jump shot from 12 ft,,87,104
356,4,11:01.0,,Turnover by D. West (traveling),87,104
357,4,10:46.0,D. Šarić misses 2-pt layup from 2 ft (block by D. West),,87,104
358,4,10:45.0,,Defensive rebound by Team,87,104
359,4,10:32.0,,Turnover by D. West (bad pass),87,104
360,4,10:32.0,Philadelphia full timeout,,87,104
361,4,10:32.0,J. Redick enters the game for J. Anderson,,87,104
362,4,10:32.0,R. Covington enters the game for T. Luwawu-Cabarrot,,87,104
363,4,10:15.0,Turnover by J. Embiid (lost ball; steal by D. Green),,87,104
364,4,10:07.0,,D. Green makes 2-pt layup from 1 ft,87,106
365,4,9:57.0,J. Embiid makes 2-pt layup at rim (assist by B. Simmons),,89,106
366,4,9:41.0,,N. Young makes 2-pt layup from 1 ft (assist by D. West),89,108
367,4,9:21.0,B. Simmons misses 2-pt jump shot from 8 ft,,89,108
368,4,9:17.0,,Defensive rebound by S. Livingston,89,108
369,4,9:13.0,,K. Thompson makes 3-pt jump shot from 23 ft (assist by S. Livingston),89,111
370,4,9:02.0,Turnover by J. Embiid (bad pass; steal by D. West),,89,111
371,4,8:58.0,,K. Thompson makes 2-pt layup from 1 ft (assist by D. Green),89,113
372,4,8:43.0,Turnover by B. Simmons (bad pass; steal by N. Young),,89,113
373,4,8:36.0,,Turnover by D. West (bad pass; steal by D. Šarić),89,113
374,4,8:28.0,Personal foul by D. Green (drawn by J. Redick),,89,113
375,4,8:28.0,R. Holmes enters the game for J. Embiid,,89,113
376,4,8:21.0,B. Simmons makes 2-pt jump shot from 9 ft,,91,113
377,4,8:03.0,,Shooting foul by R. Holmes (drawn by D. West),91,113
378,4,8:03.0,,D. West makes free throw 1 of 2,91,114
379,4,8:03.0,,D. West makes free throw 2 of 2,91,115
