,QUARTER,TIME_REMAINING,HOUSTON_ACTION,MILWAUKEE_ACTION,HOUSTON_SCORE,MILWAUKEE_SCORE
29,1,8:07.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by J. Henson),8,11
30,1,7:45.0,J. Harden makes 3-pt jump shot from 27 ft (assist by C. Paul),,11,11
31,1,7:15.0,,K. Middleton misses 3-pt jump shot from 27 ft,11,11
32,1,7:10.0,Defensive rebound by Team,,11,11
33,1,7:04.0,Shooting foul by J. Henson (drawn by C. Capela),,11,11
34,1,7:04.0,C. Capela misses free throw 1 of 2,,11,11
35,1,7:04.0,Offensive rebound by Team,,11,11
36,1,7:04.0,C. Capela misses free throw 2 of 2,,11,11
37,1,7:01.0,,Defensive rebound by K. Middleton,11,11
38,1,6:40.0,,Turnover by Team (shot clock),11,11
39,1,6:40.0,,Milwaukee full timeout,11,11
40,1,6:40.0,,J. Parker enters the game for J. Henson,11,11
41,1,6:40.0,L. Mbah a Moute enters the game for P. Tucker,,11,11
42,1,6:40.0,E. Gordon enters the game for C. Paul,,11,11
43,1,6:21.0,C. Capela makes 2-pt dunk from 1 ft (assist by J. Harden),,13,11
44,1,6:21.0,Shooting foul by J. Parker (drawn by C. Capela),,13,11
45,1,6:21.0,C. Capela misses free throw 1 of 1,,13,11
46,1,6:17.0,,Defensive rebound by G. Antetokounmpo,13,11
47,1,6:03.0,,E. Bledsoe misses 2-pt layup from 5 ft (block by C. Capela),13,11
48,1,6:00.0,Defensive rebound by E. Gordon,,13,11
49,1,5:55.0,L. Mbah a Moute makes 3-pt jump shot from 23 ft (assist by J. Harden),,16,11
50,1,5:39.0,,T. Snell misses 3-pt jump shot from 23 ft,16,11
51,1,5:36.0,Defensive rebound by C. Capela,,16,11
52,1,5:33.0,Turnover by J. Harden (bad pass),,16,11
53,1,5:33.0,,J. Terry enters the game for E. Bledsoe,16,11
54,1,5:33.0,T. Black enters the game for C. Capela,,16,11
55,1,5:21.0,,K. Middleton misses 2-pt jump shot from 15 ft,16,11
56,1,5:19.0,Defensive rebound by E. Gordon,,16,11
57,1,5:14.0,J. Harden misses 2-pt layup at rim,,16,11
58,1,5:14.0,,Defensive rebound by Team,16,11
59,1,5:14.0,Loose ball foul by T. Black (drawn by K. Middleton),,16,11
60,1,4:55.0,,J. Parker misses 2-pt jump shot from 20 ft,16,11
61,1,4:52.0,Defensive rebound by L. Mbah a Moute,,16,11
62,1,4:46.0,J. Harden makes 2-pt layup at rim,,18,11
63,1,4:33.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by T. Snell),18,13
64,1,4:26.0,T. Ariza misses 3-pt jump shot from 26 ft,,18,13
65,1,4:22.0,,Defensive rebound by K. Middleton,18,13
66,1,4:16.0,,K. Middleton makes 2-pt jump shot from 14 ft,18,15
67,1,4:09.0,L. Mbah a Moute makes 2-pt layup at rim (assist by J. Harden),,20,15
68,1,3:40.0,,J. Terry misses 2-pt layup from 2 ft,20,15
69,1,3:36.0,,Offensive rebound by G. Antetokounmpo,20,15
70,1,3:36.0,,G. Antetokounmpo misses 2-pt layup at rim,20,15
71,1,3:36.0,Defensive rebound by J. Harden,,20,15
72,1,3:36.0,Turnover by J. Harden (turnover),,20,15
73,1,3:36.0,,S. Brown enters the game for T. Snell,20,15
74,1,3:36.0,G. Green enters the game for T. Ariza,,20,15
75,1,3:26.0,,Personal foul by J. Harden (drawn by J. Terry),20,15
76,1,3:18.0,,J. Parker misses 2-pt jump shot from 13 ft,20,15
77,1,3:16.0,Defensive rebound by G. Green,,20,15
78,1,3:08.0,Turnover by J. Harden (lost ball; steal by J. Parker),,20,15
79,1,3:04.0,,S. Brown makes 2-pt dunk at rim (assist by J. Parker),20,17
80,1,2:49.0,G. Green misses 2-pt jump shot from 18 ft,,20,17
81,1,2:47.0,Offensive rebound by T. Black,,20,17
82,1,2:45.0,T. Black makes 2-pt layup from 1 ft,,22,17
83,1,2:37.0,,Turnover by J. Parker (bad pass),22,17
84,1,2:37.0,Houston full timeout,,22,17
85,1,2:37.0,C. Paul enters the game for J. Harden,,22,17
86,1,2:21.0,Turnover by E. Gordon (out of bounds lost ball),,22,17
87,1,2:10.0,Offensive charge foul by G. Antetokounmpo (drawn by L. Mbah a Moute),,22,17
88,1,2:10.0,,Turnover by G. Antetokounmpo (offensive foul),22,17
89,1,1:57.0,Personal foul by J. Parker (drawn by G. Green),,22,17
90,1,1:57.0,,J. Henson enters the game for K. Middleton,22,17
91,1,1:57.0,,E. Bledsoe enters the game for G. Antetokounmpo,22,17
92,1,1:53.0,G. Green misses 3-pt jump shot from 25 ft,,22,17
93,1,1:50.0,,Defensive rebound by J. Parker,22,17
94,1,1:34.0,,Personal foul by E. Gordon (drawn by J. Henson),22,17
95,1,1:19.0,,E. Bledsoe misses 2-pt jump shot from 8 ft,22,17
96,1,1:17.0,Defensive rebound by T. Black,,22,17
97,1,0:56.0,Turnover by L. Mbah a Moute (bad pass; steal by J. Terry),,22,17
98,1,0:50.0,,S. Brown makes 3-pt jump shot from 22 ft (assist by J. Parker),22,20
99,1,0:37.0,T. Black makes 2-pt layup from 1 ft (assist by C. Paul),,24,20
100,1,0:26.0,,J. Henson makes 2-pt hook shot from 4 ft (assist by J. Terry),24,22
101,1,0:03.0,E. Gordon misses 2-pt layup from 3 ft,,24,22
102,1,0:02.0,,Defensive rebound by S. Brown,24,22
103,1,0:01.0,,S. Brown misses 3-pt jump shot from 70 ft,24,22
104,1,0:01.0,,Offensive rebound by Team,24,22
105,2,11:42.0,E. Gordon misses 3-pt jump shot from 27 ft,,24,22
106,2,11:39.0,Offensive rebound by L. Mbah a Moute,,24,22
107,2,11:37.0,G. Green misses 3-pt jump shot from 26 ft,,24,22
108,2,11:34.0,,Defensive rebound by J. Parker,24,22
109,2,11:13.0,,J. Parker makes 2-pt jump shot from 7 ft,24,24
110,2,11:02.0,C. Paul misses 3-pt jump shot from 25 ft,,24,24
111,2,10:58.0,,Defensive rebound by J. Henson,24,24
112,2,10:49.0,,J. Parker makes 2-pt layup at rim (assist by E. Bledsoe),24,26
113,2,10:31.0,E. Gordon makes 3-pt jump shot from 27 ft (assist by C. Paul),,27,26
114,2,10:05.0,,J. Parker misses 3-pt jump shot from 26 ft,27,26
115,2,10:03.0,Defensive rebound by C. Paul,,27,26
116,2,9:45.0,G. Green misses 2-pt layup from 1 ft,,27,26
117,2,9:43.0,,Defensive rebound by J. Terry,27,26
118,2,9:37.0,,J. Parker misses 2-pt layup from 1 ft,27,26
119,2,9:35.0,Defensive rebound by L. Mbah a Moute,,27,26
120,2,9:22.0,P. Tucker makes 3-pt jump shot from 23 ft (assist by E. Gordon),,30,26
121,2,8:59.0,,E. Bledsoe makes 3-pt jump shot from 26 ft,30,29
122,2,8:44.0,G. Green makes 2-pt layup from 1 ft,,32,29
123,2,8:26.0,,Personal foul by L. Mbah a Moute (drawn by J. Henson),32,29
124,2,8:11.0,,S. Brown misses 2-pt layup from 6 ft (block by L. Mbah a Moute),32,29
125,2,8:07.0,Defensive rebound by L. Mbah a Moute,,32,29
126,2,8:04.0,G. Green misses 3-pt jump shot from 27 ft,,32,29
127,2,8:02.0,Offensive rebound by G. Green,,32,29
128,2,7:57.0,L. Mbah a Moute makes 2-pt layup at rim (assist by G. Green),,34,29
129,2,7:34.0,,J. Parker misses 2-pt jump shot from 4 ft,34,29
130,2,7:32.0,Defensive rebound by P. Tucker,,34,29
131,2,7:27.0,C. Paul misses 2-pt layup from 2 ft,,34,29
132,2,7:24.0,,Defensive rebound by J. Henson,34,29
133,2,7:23.0,,Shooting foul by P. Tucker (drawn by E. Bledsoe),34,29
134,2,7:23.0,,E. Bledsoe makes free throw 1 of 2,34,30
135,2,7:23.0,,T. Snell enters the game for J. Parker,34,30
136,2,7:23.0,,E. Bledsoe makes free throw 2 of 2,34,31
137,2,7:23.0,,K. Middleton enters the game for J. Terry,34,31
138,2,7:23.0,T. Ariza enters the game for L. Mbah a Moute,,34,31
139,2,7:11.0,C. Paul makes 2-pt layup from 1 ft,,36,31
140,2,7:06.0,,Turnover by E. Bledsoe (lost ball; steal by E. Gordon),36,31
141,2,7:04.0,G. Green makes 2-pt dunk from 1 ft (assist by P. Tucker),,38,31
142,2,7:04.0,,Milwaukee full timeout,38,31
143,2,7:04.0,C. Capela enters the game for E. Gordon,,38,31
144,2,7:04.0,J. Harden enters the game for G. Green,,38,31
145,2,6:40.0,,S. Brown misses 3-pt jump shot from 27 ft,38,31
146,2,6:38.0,,Offensive rebound by S. Brown,38,31
147,2,6:37.0,,S. Brown misses 2-pt layup from 1 ft,38,31
148,2,6:37.0,Defensive rebound by Team,,38,31
149,2,6:21.0,C. Paul makes 2-pt layup from 1 ft (assist by J. Harden),,40,31
150,2,5:58.0,,Shooting foul by C. Paul (drawn by E. Bledsoe),40,31
151,2,5:58.0,,E. Bledsoe misses free throw 1 of 2,40,31
152,2,5:58.0,,Offensive rebound by Team,40,31
153,2,5:58.0,,G. Antetokounmpo enters the game for S. Brown,40,31
154,2,5:58.0,,E. Bledsoe makes free throw 2 of 2,40,32
155,2,5:41.0,C. Capela misses 2-pt layup from 4 ft (block by G. Antetokounmpo),,40,32
156,2,5:37.0,,Defensive rebound by K. Middleton,40,32
157,2,5:32.0,,E. Bledsoe misses 3-pt jump shot from 23 ft,40,32
158,2,5:29.0,Defensive rebound by P. Tucker,,40,32
159,2,5:26.0,Shooting foul by K. Middleton (drawn by C. Capela),,40,32
160,2,5:26.0,C. Capela misses free throw 1 of 2,,40,32
161,2,5:26.0,Offensive rebound by Team,,40,32
162,2,5:26.0,C. Capela misses free throw 2 of 2,,40,32
163,2,5:26.0,,Defensive rebound by J. Henson,40,32
164,2,5:26.0,,J. Terry enters the game for E. Bledsoe,40,32
165,2,5:09.0,,T. Snell makes 3-pt jump shot from 28 ft (assist by G. Antetokounmpo),40,35
166,2,4:54.0,J. Harden misses 3-pt jump shot from 25 ft,,40,35
167,2,4:51.0,,Defensive rebound by J. Henson,40,35
168,2,4:37.0,,J. Henson misses 2-pt jump shot from 16 ft,40,35
169,2,4:34.0,Defensive rebound by T. Ariza,,40,35
170,2,4:27.0,T. Ariza misses 3-pt jump shot from 25 ft,,40,35
171,2,4:27.0,Offensive rebound by Team,,40,35
172,2,4:27.0,Personal foul by J. Henson (drawn by T. Ariza),,40,35
173,2,4:27.0,E. Gordon enters the game for C. Paul,,40,35
174,2,4:27.0,L. Mbah a Moute enters the game for C. Capela,,40,35
175,2,4:12.0,L. Mbah a Moute misses 3-pt jump shot from 24 ft,,40,35
176,2,4:09.0,,Defensive rebound by J. Henson,40,35
177,2,4:04.0,,Shooting foul by L. Mbah a Moute (drawn by G. Antetokounmpo),40,35
178,2,4:04.0,,G. Antetokounmpo makes free throw 1 of 2,40,36
179,2,4:04.0,,J. Parker enters the game for J. Henson,40,36
180,2,4:04.0,,G. Antetokounmpo makes free throw 2 of 2,40,37
181,2,3:42.0,J. Harden makes 2-pt layup from 1 ft,,42,37
182,2,3:32.0,,K. Middleton misses 3-pt jump shot from 27 ft,42,37
183,2,3:30.0,Defensive rebound by L. Mbah a Moute,,42,37
184,2,3:22.0,Turnover by L. Mbah a Moute (bad pass; steal by J. Terry),,42,37
185,2,3:17.0,,Turnover by G. Antetokounmpo (out of bounds lost ball),42,37
186,2,3:06.0,E. Gordon makes 2-pt layup from 1 ft,,44,37
187,2,2:55.0,Houston full timeout,,44,37
188,2,2:50.0,,J. Terry misses 3-pt jump shot from 23 ft,44,37
189,2,2:48.0,Defensive rebound by P. Tucker,,44,37
190,2,2:30.0,J. Harden makes 3-pt jump shot from 27 ft,,47,37
191,2,2:13.0,,J. Parker makes 2-pt layup at rim (assist by T. Snell),47,39
192,2,1:56.0,Turnover by J. Harden (bad pass; steal by T. Snell),,47,39
193,2,1:52.0,,J. Terry makes 2-pt layup from 1 ft,47,41
194,2,1:37.0,J. Harden makes 2-pt dunk from 1 ft,,49,41
195,2,1:18.0,,J. Terry misses 3-pt jump shot from 27 ft,49,41
196,2,1:15.0,Defensive rebound by P. Tucker,,49,41
197,2,1:11.0,T. Ariza makes 2-pt layup from 1 ft (assist by J. Harden),,51,41
198,2,0:59.0,,T. Snell misses 3-pt jump shot from 23 ft,51,41
199,2,0:56.0,Defensive rebound by E. Gordon,,51,41
200,2,0:55.0,Personal foul by K. Middleton (drawn by T. Ariza),,51,41
201,2,0:55.0,,S. Brown enters the game for J. Terry,51,41
202,2,0:55.0,,E. Bledsoe enters the game for J. Parker,51,41
203,2,0:48.0,Shooting foul by T. Snell (drawn by J. Harden),,51,41
204,2,0:48.0,J. Harden makes free throw 1 of 2,,52,41
205,2,0:48.0,J. Harden makes free throw 2 of 2,,53,41
206,2,0:40.0,,K. Middleton makes 2-pt layup from 1 ft,53,43
207,2,0:27.0,Shooting foul by T. Snell (drawn by J. Harden),,53,43
208,2,0:27.0,J. Harden makes free throw 1 of 2,,54,43
209,2,0:27.0,J. Harden makes free throw 2 of 2,,55,43
210,2,0:04.0,,E. Bledsoe makes 3-pt jump shot from 22 ft (assist by K. Middleton),55,46
211,2,0:00.0,J. Harden makes 3-pt jump shot from 25 ft,,58,46
212,3,11:47.0,C. Capela misses 2-pt dunk from 1 ft,,58,46
213,3,11:40.0,,Defensive rebound by E. Bledsoe,58,46
214,3,11:36.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,58,48
215,3,11:18.0,Shooting foul by K. Middleton (drawn by C. Capela),,58,48
216,3,11:18.0,C. Capela misses free throw 1 of 2,,58,48
217,3,11:18.0,Offensive rebound by Team,,58,48
218,3,11:18.0,C. Capela makes free throw 2 of 2,,59,48
219,3,10:58.0,,Personal foul by J. Harden (drawn by G. Antetokounmpo),59,48
220,3,10:44.0,,G. Antetokounmpo misses 2-pt jump shot from 12 ft,59,48
221,3,10:41.0,Defensive rebound by C. Capela,,59,48
222,3,10:25.0,C. Paul misses 3-pt jump shot from 27 ft,,59,48
223,3,10:22.0,,Defensive rebound by K. Middleton,59,48
224,3,10:13.0,,G. Antetokounmpo makes 2-pt layup from 2 ft,59,50
225,3,9:54.0,Personal foul by G. Antetokounmpo (drawn by C. Capela),,59,50
226,3,9:44.0,C. Paul makes 3-pt jump shot from 26 ft,,62,50
227,3,9:24.0,,K. Middleton misses 2-pt jump shot from 19 ft,62,50
228,3,9:21.0,Defensive rebound by P. Tucker,,62,50
229,3,9:15.0,C. Capela makes 2-pt layup at rim (assist by C. Paul),,64,50
230,3,9:15.0,Shooting foul by J. Henson (drawn by C. Capela),,64,50
231,3,9:15.0,C. Capela misses free throw 1 of 1,,64,50
232,3,9:12.0,,Defensive rebound by J. Henson,64,50
233,3,8:49.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,64,50
234,3,8:47.0,Defensive rebound by C. Capela,,64,50
235,3,8:41.0,C. Capela makes 2-pt layup from 1 ft (assist by C. Paul),,66,50
236,3,8:40.0,,Milwaukee full timeout,66,50
237,3,8:20.0,,J. Henson makes 2-pt dunk from 2 ft (assist by K. Middleton),66,52
238,3,7:52.0,J. Harden misses 3-pt jump shot from 27 ft,,66,52
239,3,7:48.0,,Defensive rebound by G. Antetokounmpo,66,52
240,3,7:40.0,,G. Antetokounmpo makes 2-pt jump shot from 14 ft,66,54
241,3,7:18.0,J. Harden makes 2-pt layup at rim,,68,54
242,3,7:18.0,Shooting foul by J. Henson (drawn by J. Harden),,68,54
243,3,7:18.0,E. Gordon enters the game for P. Tucker,,68,54
244,3,7:18.0,L. Mbah a Moute enters the game for C. Paul,,68,54
245,3,7:18.0,,J. Parker enters the game for J. Henson,68,54
246,3,7:18.0,J. Harden makes free throw 1 of 1,,69,54
247,3,7:18.0,,J. Terry enters the game for T. Snell,69,54
248,3,6:59.0,,K. Middleton makes 3-pt jump shot from 27 ft (assist by J. Terry),69,57
249,3,6:45.0,Turnover by T. Ariza (bad pass),,69,57
250,3,6:45.0,Loose ball foul by T. Ariza (drawn by K. Middleton),,69,57
251,3,6:34.0,,Turnover by G. Antetokounmpo (bad pass),69,57
252,3,6:24.0,Turnover by J. Harden (lost ball; steal by K. Middleton),,69,57
253,3,6:19.0,,Turnover by J. Terry (bad pass; steal by T. Ariza),69,57
254,3,6:13.0,T. Ariza makes 2-pt layup at rim (assist by E. Gordon),,71,57
255,3,5:59.0,,Shooting foul by C. Capela (drawn by G. Antetokounmpo),71,57
256,3,5:59.0,,G. Antetokounmpo misses free throw 1 of 2,71,57
257,3,5:59.0,,Offensive rebound by Team,71,57
258,3,5:59.0,T. Black enters the game for C. Capela,,71,57
259,3,5:59.0,,G. Antetokounmpo makes free throw 2 of 2,71,58
260,3,5:49.0,Shooting foul by E. Bledsoe (drawn by J. Harden),,71,58
261,3,5:49.0,J. Harden makes free throw 1 of 2,,72,58
262,3,5:49.0,J. Harden makes free throw 2 of 2,,73,58
263,3,5:27.0,,Personal foul by E. Gordon (drawn by K. Middleton),73,58
264,3,5:27.0,,S. Brown enters the game for E. Bledsoe,73,58
265,3,5:16.0,,G. Antetokounmpo makes 2-pt jump shot from 11 ft,73,60
266,3,4:51.0,T. Ariza misses 3-pt jump shot from 22 ft,,73,60
267,3,4:50.0,,Defensive rebound by Team,73,60
268,3,4:46.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by J. Terry),73,62
269,3,4:46.0,,Shooting foul by L. Mbah a Moute (drawn by G. Antetokounmpo),73,62
270,3,4:46.0,,G. Antetokounmpo misses free throw 1 of 1,73,62
271,3,4:43.0,Defensive rebound by J. Harden,,73,62
272,3,4:40.0,E. Gordon misses 3-pt jump shot from 29 ft,,73,62
273,3,4:36.0,,Defensive rebound by K. Middleton,73,62
274,3,4:33.0,,Shooting foul by T. Black (drawn by K. Middleton),73,62
275,3,4:33.0,,K. Middleton makes free throw 1 of 2,73,63
276,3,4:33.0,,K. Middleton makes free throw 2 of 2,73,64
277,3,4:14.0,Turnover by L. Mbah a Moute (bad pass),,73,64
278,3,3:59.0,,G. Antetokounmpo misses 2-pt hook shot from 6 ft,73,64
279,3,3:57.0,,Offensive rebound by G. Antetokounmpo,73,64
280,3,3:55.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,73,66
281,3,3:42.0,J. Harden misses 2-pt layup from 2 ft,,73,66
282,3,3:38.0,Offensive rebound by T. Black,,73,66
283,3,3:38.0,T. Black misses 2-pt layup at rim,,73,66
284,3,3:37.0,,Defensive rebound by G. Antetokounmpo,73,66
285,3,3:36.0,,Turnover by G. Antetokounmpo (lost ball; steal by J. Harden),73,66
286,3,3:32.0,Turnover by L. Mbah a Moute (bad pass; steal by G. Antetokounmpo),,73,66
287,3,3:25.0,,S. Brown makes 3-pt jump shot from 23 ft (assist by J. Terry),73,69
288,3,3:24.0,Houston full timeout,,73,69
289,3,3:24.0,C. Paul enters the game for J. Harden,,73,69
290,3,3:24.0,P. Tucker enters the game for T. Black,,73,69
291,3,3:02.0,C. Paul misses 3-pt jump shot from 28 ft,,73,69
292,3,2:59.0,,Defensive rebound by K. Middleton,73,69
293,3,2:44.0,,G. Antetokounmpo misses 2-pt layup from 4 ft,73,69
294,3,2:44.0,,Offensive rebound by Team,73,69
295,3,2:40.0,,Turnover by G. Antetokounmpo (lost ball; steal by L. Mbah a Moute),73,69
296,3,2:38.0,T. Ariza makes 2-pt layup from 1 ft,,75,69
297,3,2:38.0,Shooting foul by S. Brown (drawn by T. Ariza),,75,69
298,3,2:38.0,T. Ariza makes free throw 1 of 1,,76,69
299,3,2:14.0,,S. Brown makes 3-pt jump shot from 23 ft (assist by K. Middleton),76,72
300,3,1:59.0,E. Gordon makes 3-pt jump shot from 29 ft (assist by C. Paul),,79,72
301,3,1:52.0,,Shooting foul by T. Ariza (drawn by K. Middleton),79,72
302,3,1:52.0,,K. Middleton makes free throw 1 of 2,79,73
303,3,1:52.0,G. Green enters the game for T. Ariza,,79,73
304,3,1:52.0,,K. Middleton misses free throw 2 of 2,79,73
305,3,1:49.0,Defensive rebound by G. Green,,79,73
306,3,1:38.0,E. Gordon makes 3-pt jump shot from 27 ft (assist by C. Paul),,82,73
307,3,1:26.0,,J. Parker misses 2-pt layup from 2 ft (block by E. Gordon),82,73
308,3,1:23.0,Defensive rebound by C. Paul,,82,73
309,3,1:22.0,,E. Bledsoe enters the game for K. Middleton,82,73
310,3,1:02.0,P. Tucker makes 3-pt jump shot from 22 ft (assist by C. Paul),,85,73
311,3,0:39.0,,G. Antetokounmpo misses 2-pt jump shot from 13 ft,85,73
312,3,0:35.0,,Offensive rebound by E. Bledsoe,85,73
313,3,0:34.0,,G. Antetokounmpo makes 2-pt layup at rim (assist by E. Bledsoe),85,75
314,3,0:34.0,,Shooting foul by G. Green (drawn by G. Antetokounmpo),85,75
315,3,0:34.0,,G. Antetokounmpo makes free throw 1 of 1,85,76
316,3,0:28.0,C. Paul makes 2-pt jump shot from 14 ft,,87,76
317,3,0:03.0,,G. Antetokounmpo misses 2-pt jump shot from 16 ft,87,76
318,3,0:01.0,Defensive rebound by E. Gordon,,87,76
319,3,0:00.0,C. Paul misses 3-pt jump shot from 36 ft,,87,76
320,3,0:00.0,Offensive rebound by Team,,87,76
321,4,11:49.0,,J. Terry misses 3-pt jump shot from 23 ft,87,76
322,4,11:46.0,,Offensive rebound by S. Brown,87,76
323,4,11:44.0,,Shooting foul by G. Green (drawn by E. Bledsoe),87,76
324,4,11:44.0,,E. Bledsoe makes free throw 1 of 2,87,77
325,4,11:44.0,,E. Bledsoe makes free throw 2 of 2,87,78
326,4,11:33.0,Personal foul by J. Terry (drawn by E. Gordon),,87,78
327,4,11:20.0,E. Gordon makes 2-pt layup from 1 ft,,89,78
328,4,11:03.0,,E. Bledsoe makes 2-pt layup from 1 ft (assist by J. Parker),89,80
329,4,10:58.0,Offensive foul by P. Tucker (drawn by J. Terry),,89,80
330,4,10:58.0,Turnover by P. Tucker (offensive foul),,89,80
331,4,10:47.0,,J. Parker makes 2-pt jump shot from 15 ft (assist by K. Middleton),89,82
332,4,10:26.0,G. Green makes 3-pt jump shot from 25 ft (assist by C. Paul),,92,82
333,4,10:17.0,,E. Bledsoe misses 2-pt layup from 4 ft (block by G. Green),92,82
334,4,10:17.0,,Offensive rebound by Team,92,82
335,4,10:07.0,,J. Parker misses 2-pt jump shot from 14 ft,92,82
336,4,10:05.0,,Offensive rebound by K. Middleton,92,82
337,4,10:04.0,,K. Middleton makes 2-pt layup from 1 ft,92,84
338,4,9:49.0,G. Green misses 3-pt jump shot from 23 ft,,92,84
339,4,9:46.0,Offensive rebound by G. Green,,92,84
340,4,9:44.0,G. Green misses 2-pt jump shot from 12 ft,,92,84
341,4,9:44.0,,Defensive rebound by E. Bledsoe,92,84
342,4,9:43.0,,Personal take foul by G. Green (drawn by E. Bledsoe),92,84
343,4,9:43.0,,G. Antetokounmpo enters the game for S. Brown,92,84
344,4,9:43.0,T. Ariza enters the game for L. Mbah a Moute,,92,84
345,4,9:43.0,J. Harden enters the game for G. Green,,92,84
346,4,9:24.0,,Turnover by K. Middleton (bad pass; steal by J. Harden),92,84
347,4,9:18.0,E. Gordon makes 3-pt jump shot from 23 ft (assist by C. Paul),,95,84
348,4,9:00.0,,J. Parker makes 2-pt layup from 1 ft (assist by J. Terry),95,86
349,4,8:42.0,E. Gordon misses 3-pt jump shot from 26 ft,,95,86
350,4,8:40.0,,Defensive rebound by E. Bledsoe,95,86
351,4,8:30.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,95,86
352,4,8:28.0,Defensive rebound by J. Harden,,95,86
353,4,8:25.0,Shooting foul by J. Terry (drawn by C. Paul),,95,86
354,4,8:25.0,C. Paul makes free throw 1 of 2,,96,86
355,4,8:25.0,C. Paul makes free throw 2 of 2,,97,86
356,4,8:25.0,,S. Brown enters the game for J. Parker,97,86
357,4,8:12.0,,S. Brown misses 2-pt layup from 3 ft (block by J. Harden),97,86
358,4,8:12.0,,Offensive rebound by Team,97,86
359,4,8:02.0,,S. Brown makes 2-pt layup from 1 ft,97,88
360,4,7:43.0,Def 3 sec tech foul by S. Brown,,97,88
361,4,7:43.0,C. Paul makes technical free throw,,98,88
362,4,7:43.0,,T. Snell enters the game for J. Terry,98,88
363,4,7:43.0,L. Mbah a Moute enters the game for E. Gordon,,98,88
364,4,7:33.0,C. Paul misses 3-pt jump shot from 30 ft,,98,88
365,4,7:29.0,,Defensive rebound by G. Antetokounmpo,98,88
366,4,7:20.0,,K. Middleton misses 2-pt jump shot from 9 ft,98,88
367,4,7:18.0,Defensive rebound by C. Paul,,98,88
368,4,7:15.0,L. Mbah a Moute makes 3-pt jump shot from 26 ft (assist by C. Paul),,101,88
369,4,7:14.0,,Milwaukee full timeout,101,88
370,4,7:14.0,C. Capela enters the game for P. Tucker,,101,88
371,4,6:58.0,,G. Antetokounmpo makes 2-pt layup at rim (assist by T. Snell),101,90
372,4,6:39.0,C. Paul misses 2-pt jump shot from 13 ft,,101,90
373,4,6:32.0,Offensive rebound by C. Capela,,101,90
374,4,6:32.0,C. Capela misses 2-pt layup at rim,,101,90
375,4,6:31.0,Offensive rebound by C. Capela,,101,90
376,4,6:19.0,J. Harden misses 3-pt jump shot from 27 ft (block by G. Antetokounmpo),,101,90
377,4,6:19.0,,Defensive rebound by K. Middleton,101,90
378,4,6:17.0,,Personal foul by C. Paul (drawn by G. Antetokounmpo),101,90
379,4,5:55.0,,E. Bledsoe misses 3-pt jump shot from 25 ft,101,90
380,4,5:52.0,Defensive rebound by L. Mbah a Moute,,101,90
