,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,LA CLIPPERS_ACTION,CLEVELAND_SCORE,LA CLIPPERS_SCORE
391,4,6:35.0,Defensive rebound by J. Smith,,88,100
392,4,6:33.0,,Technical foul by B. Marjanović,88,100
393,4,6:33.0,,Violation by B. Marjanović (def goaltending),88,100
394,4,6:33.0,J. Green makes technical free throw,,89,100
395,4,6:33.0,,D. Jordan enters the game for M. Teodosić,89,100
396,4,6:33.0,,A. Rivers enters the game for B. Marjanović,89,100
397,4,6:33.0,J. Green makes 2-pt layup from 2 ft (assist by J. Smith),,91,100
398,4,6:15.0,,L. Williams makes 3-pt jump shot from 27 ft,91,103
399,4,6:02.0,J. Green misses 2-pt jump shot from 17 ft,,91,103
400,4,6:00.0,Offensive rebound by L. Nance,,91,103
401,4,5:52.0,L. James misses 3-pt jump shot from 26 ft,,91,103
402,4,5:49.0,,Defensive rebound by A. Rivers,91,103
403,4,5:36.0,,Personal foul by J. Clarkson (drawn by D. Jordan),91,103
404,4,5:36.0,,T. Harris enters the game for M. Harrell,91,103
405,4,5:36.0,G. Hill enters the game for J. Clarkson,,91,103
406,4,5:28.0,,A. Rivers misses 3-pt jump shot from 27 ft,91,103
407,4,5:26.0,Defensive rebound by L. Nance,,91,103
408,4,5:13.0,L. James makes 3-pt jump shot from 27 ft,,94,103
409,4,5:02.0,,Personal foul by J. Smith (drawn by A. Rivers),94,103
410,4,5:02.0,,A. Rivers makes free throw 1 of 2,94,104
411,4,5:02.0,,A. Rivers makes free throw 2 of 2,94,105
412,4,4:44.0,J. Green misses 3-pt jump shot from 24 ft,,94,105
413,4,4:41.0,,Defensive rebound by D. Jordan,94,105
414,4,4:29.0,,L. Williams makes 3-pt jump shot from 26 ft (assist by A. Rivers),94,108
415,4,4:12.0,Def 3 sec tech foul by D. Jordan,,94,108
416,4,4:12.0,J. Green makes technical free throw,,95,108
417,4,4:02.0,L. Nance makes 2-pt hook shot from 2 ft (assist by J. Smith),,97,108
418,4,3:57.0,,Personal take foul by G. Hill (drawn by D. Jordan),97,108
419,4,3:57.0,,D. Jordan makes free throw 1 of 2,97,109
420,4,3:57.0,,D. Jordan misses free throw 2 of 2,97,109
421,4,3:54.0,Defensive rebound by L. James,,97,109
422,4,3:45.0,J. Smith misses 3-pt jump shot from 26 ft,,97,109
423,4,3:42.0,Offensive rebound by J. Green,,97,109
424,4,3:39.0,L. Nance makes 2-pt dunk from 3 ft (assist by L. James),,99,109
425,4,3:31.0,,Personal take foul by J. Green (drawn by D. Jordan),99,109
426,4,3:31.0,,D. Jordan makes free throw 1 of 2,99,110
427,4,3:31.0,,D. Jordan misses free throw 2 of 2,99,110
428,4,3:29.0,Defensive rebound by J. Green,,99,110
429,4,3:15.0,J. Green misses 3-pt jump shot from 22 ft,,99,110
430,4,3:12.0,Offensive rebound by L. Nance,,99,110
431,4,3:07.0,G. Hill makes 3-pt jump shot from 23 ft (assist by J. Smith),,102,110
432,4,3:00.0,,Personal take foul by L. James (drawn by D. Jordan),102,110
433,4,3:00.0,,D. Jordan misses free throw 1 of 2,102,110
434,4,3:00.0,,Offensive rebound by Team,102,110
435,4,3:00.0,,D. Jordan makes free throw 2 of 2,102,111
436,4,2:47.0,Turnover by J. Green (traveling),,102,111
437,4,2:47.0,,LA Clippers full timeout,102,111
438,4,2:47.0,,M. Harrell enters the game for D. Jordan,102,111
439,4,2:47.0,K. Korver enters the game for J. Green,,102,111
440,4,2:30.0,,Turnover by L. Williams (bad pass; steal by J. Smith),102,111
441,4,2:17.0,L. James misses 2-pt layup from 3 ft (block by S. Thornwell),,102,111
442,4,2:13.0,Offensive rebound by L. Nance,,102,111
443,4,2:09.0,L. James misses 3-pt jump shot from 24 ft,,102,111
444,4,2:05.0,,Defensive rebound by T. Harris,102,111
445,4,1:46.0,,T. Harris makes 3-pt jump shot from 23 ft (assist by L. Williams),102,114
446,4,1:46.0,Cleveland full timeout,,102,114
447,4,1:46.0,,D. Jordan enters the game for M. Harrell,102,114
448,4,1:46.0,L. Perrantes enters the game for G. Hill,,102,114
449,4,1:46.0,A. Žižić enters the game for J. Smith,,102,114
450,4,1:46.0,J. Calderón enters the game for L. Nance,,102,114
451,4,1:46.0,J. Holland enters the game for L. James,,102,114
452,4,1:34.0,J. Holland misses 3-pt jump shot from 27 ft,,102,114
453,4,1:31.0,,Defensive rebound by D. Jordan,102,114
454,4,1:08.0,,L. Williams misses 3-pt jump shot from 26 ft,102,114
455,4,1:06.0,Defensive rebound by K. Korver,,102,114
456,4,0:59.0,J. Holland misses 2-pt layup from 1 ft (block by D. Jordan),,102,114
457,4,0:57.0,,Defensive rebound by L. Williams,102,114
458,4,0:38.0,,A. Rivers makes 2-pt layup from 1 ft,102,116
459,4,0:25.0,J. Calderón misses 2-pt jump shot from 17 ft,,102,116
460,4,0:23.0,,Defensive rebound by D. Jordan,102,116
461,4,0:10.0,,Turnover by Team (shot clock),102,116
