,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,MIAMI_ACTION,NEW ORLEANS_SCORE,MIAMI_SCORE
0,1,11:38.0,D. Cousins misses 2-pt jump shot from 14 ft,,0,0
1,1,11:34.0,Offensive rebound by D. Cousins,,0,0
2,1,11:32.0,D. Cousins makes 2-pt jump shot from 3 ft,,2,0
3,1,11:15.0,,T. Johnson makes 2-pt jump shot from 12 ft,2,2
4,1,11:04.0,Turnover by D. Cousins (bad pass; steal by T. Johnson),,2,2
5,1,10:54.0,,T. Johnson misses 3-pt jump shot from 26 ft,2,2
6,1,10:49.0,Defensive rebound by R. Rondo,,2,2
7,1,10:42.0,A. Davis makes 2-pt dunk from 2 ft (assist by D. Cousins),,4,2
8,1,10:20.0,,K. Olynyk misses 2-pt jump shot from 14 ft,4,2
9,1,10:17.0,Defensive rebound by D. Cousins,,4,2
10,1,10:05.0,Turnover by J. Holiday (bad pass),,4,2
11,1,9:55.0,,G. Dragić makes 2-pt jump shot from 16 ft,4,4
12,1,9:42.0,J. Holiday makes 2-pt jump shot from 15 ft (assist by R. Rondo),,6,4
13,1,9:29.0,,J. Richardson makes 2-pt layup from 1 ft,6,6
14,1,9:20.0,E. Moore makes 2-pt layup from 1 ft (assist by R. Rondo),,8,6
15,1,9:01.0,,Turnover by T. Johnson (out of bounds lost ball),8,6
16,1,8:46.0,E. Moore makes 2-pt jump shot from 5 ft,,10,6
17,1,8:25.0,,B. Adebayo makes 2-pt jump shot from 12 ft (assist by K. Olynyk),10,8
18,1,8:12.0,E. Moore misses 2-pt jump shot from 8 ft,,10,8
19,1,8:10.0,,Defensive rebound by K. Olynyk,10,8
20,1,7:59.0,,Shooting foul by A. Davis (drawn by B. Adebayo),10,8
21,1,7:59.0,,B. Adebayo misses free throw 1 of 2,10,8
22,1,7:59.0,,Offensive rebound by Team,10,8
23,1,7:59.0,,B. Adebayo makes free throw 2 of 2,10,9
24,1,7:49.0,D. Cousins makes 2-pt dunk from 2 ft (assist by J. Holiday),,12,9
25,1,7:36.0,,J. Richardson makes 2-pt jump shot from 16 ft,12,11
26,1,7:28.0,,Offensive charge foul by D. Cousins (drawn by K. Olynyk),12,11
27,1,7:28.0,Turnover by D. Cousins (offensive foul),,12,11
28,1,7:18.0,,K. Olynyk makes 3-pt jump shot from 25 ft (assist by T. Johnson),12,14
29,1,7:10.0,Turnover by A. Davis (out of bounds lost ball),,12,14
30,1,7:03.0,,G. Dragić misses 2-pt layup from 2 ft,12,14
31,1,7:00.0,Defensive rebound by E. Moore,,12,14
32,1,6:51.0,Personal foul by G. Dragić (drawn by D. Cousins),,12,14
33,1,6:51.0,,Miami full timeout,12,14
34,1,6:39.0,R. Rondo makes 3-pt jump shot from 23 ft (assist by D. Cousins),,15,14
35,1,6:22.0,,B. Adebayo misses 2-pt dunk from 2 ft,15,14
36,1,6:21.0,,Offensive rebound by B. Adebayo,15,14
37,1,6:21.0,,Personal foul by E. Moore (drawn by B. Adebayo),15,14
38,1,6:18.0,,Personal foul by D. Cousins (drawn by B. Adebayo),15,14
39,1,6:18.0,D. Cunningham enters the game for D. Cousins,,15,14
40,1,6:13.0,,T. Johnson misses 2-pt jump shot from 20 ft,15,14
41,1,6:10.0,Defensive rebound by J. Holiday,,15,14
42,1,6:02.0,Turnover by R. Rondo (step out of bounds),,15,14
43,1,5:50.0,,G. Dragić makes 2-pt layup from 3 ft,15,16
44,1,5:39.0,E. Moore misses 2-pt layup from 4 ft (block by K. Olynyk),,15,16
45,1,5:35.0,,Defensive rebound by G. Dragić,15,16
46,1,5:20.0,,G. Dragić misses 3-pt jump shot from 27 ft,15,16
47,1,5:16.0,,Offensive rebound by J. Richardson,15,16
48,1,5:01.0,,K. Olynyk misses 2-pt hook shot from 3 ft,15,16
49,1,5:01.0,Defensive rebound by Team,,15,16
50,1,5:01.0,,Loose ball foul by K. Olynyk (drawn by D. Cunningham),15,16
51,1,5:01.0,,W. Ellington enters the game for J. Richardson,15,16
52,1,4:41.0,A. Davis misses 2-pt jump shot from 10 ft,,15,16
53,1,4:41.0,,Defensive rebound by Team,15,16
54,1,4:37.0,,G. Dragić misses 2-pt layup from 3 ft,15,16
55,1,4:34.0,,Offensive rebound by B. Adebayo,15,16
56,1,4:31.0,,B. Adebayo makes 2-pt layup from 2 ft,15,18
57,1,4:17.0,J. Holiday misses 3-pt jump shot from 26 ft,,15,18
58,1,4:14.0,Offensive rebound by D. Cunningham,,15,18
59,1,4:11.0,E. Moore makes 2-pt layup from 2 ft (assist by D. Cunningham),,17,18
60,1,3:57.0,,T. Johnson makes 2-pt layup from 1 ft (assist by K. Olynyk),17,20
61,1,3:48.0,D. Cunningham misses 2-pt layup from 2 ft,,17,20
62,1,3:41.0,Offensive rebound by Team,,17,20
63,1,3:39.0,D. Cunningham makes 2-pt hook shot from 5 ft (assist by E. Moore),,19,20
64,1,3:22.0,,G. Dragić misses 2-pt jump shot from 19 ft,19,20
65,1,3:21.0,Defensive rebound by R. Rondo,,19,20
66,1,3:20.0,Turnover by R. Rondo (bad pass),,19,20
67,1,3:19.0,,J. Richardson enters the game for G. Dragić,19,20
68,1,3:19.0,D. Miller enters the game for R. Rondo,,19,20
69,1,3:19.0,,J. Johnson enters the game for B. Adebayo,19,20
70,1,3:04.0,,K. Olynyk misses 2-pt layup from 5 ft (block by D. Cunningham),19,20
71,1,3:02.0,Defensive rebound by D. Cunningham,,19,20
72,1,3:02.0,Shooting foul by T. Johnson (drawn by A. Davis),,19,20
73,1,3:02.0,A. Davis makes free throw 1 of 2,,20,20
74,1,3:02.0,,J. Mickey enters the game for K. Olynyk,20,20
75,1,3:02.0,A. Davis misses free throw 2 of 2,,20,20
76,1,2:56.0,,Defensive rebound by J. Mickey,20,20
77,1,2:51.0,,J. Richardson misses 2-pt layup from 3 ft (block by A. Davis),20,20
78,1,2:46.0,Defensive rebound by J. Holiday,,20,20
79,1,2:38.0,Shooting foul by J. Mickey (drawn by J. Holiday),,20,20
80,1,2:38.0,New Orleans full timeout,,20,20
81,1,2:38.0,J. Holiday makes free throw 1 of 2,,21,20
82,1,2:38.0,J. Holiday makes free throw 2 of 2,,22,20
83,1,2:13.0,,Turnover by J. Mickey (bad pass; steal by D. Miller),22,20
84,1,2:03.0,J. Holiday misses 2-pt layup from 6 ft,,22,20
85,1,2:00.0,,Defensive rebound by W. Ellington,22,20
86,1,1:49.0,,J. Mickey misses 3-pt jump shot from 23 ft,22,20
87,1,1:46.0,Defensive rebound by E. Moore,,22,20
88,1,1:34.0,A. Davis misses 2-pt jump shot from 17 ft,,22,20
89,1,1:30.0,,Defensive rebound by J. Richardson,22,20
90,1,1:21.0,,J. Richardson misses 2-pt jump shot from 18 ft (block by J. Holiday),22,20
91,1,1:17.0,Defensive rebound by J. Holiday,,22,20
92,1,1:14.0,J. Holiday misses 2-pt layup from 2 ft,,22,20
93,1,1:11.0,,Defensive rebound by J. Richardson,22,20
94,1,1:00.0,,T. Johnson makes 2-pt layup from 2 ft,22,22
95,1,0:48.0,D. Miller makes 3-pt jump shot from 26 ft (assist by A. Davis),,25,22
96,1,0:28.0,,T. Johnson misses 3-pt jump shot from 24 ft,25,22
97,1,0:25.0,,Offensive rebound by J. Mickey,25,22
98,1,0:11.0,,W. Ellington makes 3-pt jump shot from 26 ft (assist by J. Mickey),25,25
99,1,0:03.0,Shooting foul by J. Mickey (drawn by A. Davis),,25,25
100,1,0:03.0,A. Davis makes free throw 1 of 2,,26,25
101,1,0:03.0,I. Clark enters the game for J. Holiday,,26,25
102,1,0:03.0,J. Nelson enters the game for E. Moore,,26,25
103,1,0:03.0,A. Davis makes free throw 2 of 2,,27,25
104,1,0:00.0,,Personal foul by D. Miller (drawn by J. Richardson),27,25
105,1,0:00.0,,J. Johnson makes 3-pt jump shot from 26 ft (assist by J. Richardson),27,28
106,2,11:39.0,,J. Richardson misses 3-pt jump shot from 27 ft,27,28
107,2,11:35.0,Defensive rebound by D. Cousins,,27,28
108,2,11:29.0,D. Miller makes 3-pt jump shot from 25 ft (assist by D. Cousins),,30,28
109,2,11:06.0,,J. Johnson makes 2-pt jump shot from 6 ft,30,30
110,2,10:48.0,D. Miller misses 3-pt jump shot from 23 ft,,30,30
111,2,10:44.0,,Defensive rebound by J. Mickey,30,30
112,2,10:38.0,,J. Richardson misses 3-pt jump shot from 24 ft,30,30
113,2,10:34.0,Defensive rebound by D. Miller,,30,30
114,2,10:26.0,Turnover by D. Cousins (lost ball; steal by J. Johnson),,30,30
115,2,10:19.0,,W. Ellington misses 3-pt jump shot from 28 ft,30,30
116,2,10:16.0,Defensive rebound by J. Nelson,,30,30
117,2,10:02.0,Turnover by D. Cousins (bad pass; steal by J. Richardson),,30,30
118,2,9:54.0,,J. Mickey misses 2-pt jump shot from 6 ft (block by D. Cunningham),30,30
119,2,9:51.0,,Offensive rebound by J. Mickey,30,30
120,2,9:51.0,,Shooting foul by D. Cunningham (drawn by J. Mickey),30,30
121,2,9:51.0,,J. Mickey makes free throw 1 of 2,30,31
122,2,9:51.0,,J. Mickey misses free throw 2 of 2,30,31
123,2,9:48.0,Defensive rebound by D. Cousins,,30,31
124,2,9:39.0,I. Clark misses 3-pt jump shot from 28 ft,,30,31
125,2,9:34.0,,Defensive rebound by J. Mickey,30,31
126,2,9:28.0,,W. Ellington misses 3-pt jump shot from 26 ft,30,31
127,2,9:24.0,,Offensive rebound by J. Johnson,30,31
128,2,9:16.0,,D. Walton makes 3-pt jump shot from 24 ft (assist by J. Mickey),30,34
129,2,9:06.0,J. Nelson makes 2-pt jump shot from 15 ft,,32,34
130,2,8:54.0,,Personal foul by I. Clark (drawn by W. Ellington),32,34
131,2,8:47.0,,J. Mickey makes 2-pt dunk from 2 ft (assist by D. Walton),32,36
132,2,8:32.0,Turnover by J. Nelson (bad pass),,32,36
133,2,8:18.0,,W. Ellington misses 3-pt jump shot from 26 ft,32,36
134,2,8:15.0,Defensive rebound by D. Cunningham,,32,36
135,2,8:03.0,I. Clark makes 3-pt jump shot from 26 ft (assist by D. Miller),,35,36
136,2,7:44.0,,J. Johnson makes 2-pt jump shot from 3 ft,35,38
137,2,7:16.0,D. Cunningham makes 3-pt jump shot from 22 ft (assist by D. Miller),,38,38
138,2,7:10.0,,Miami full timeout,38,38
139,2,7:10.0,,K. Olynyk enters the game for J. Johnson,38,38
140,2,7:10.0,,B. Adebayo enters the game for J. Mickey,38,38
141,2,7:01.0,,Turnover by D. Walton (bad pass; steal by D. Cousins),38,38
142,2,6:57.0,D. Cousins makes 2-pt layup from 3 ft,,40,38
143,2,6:48.0,Personal foul by B. Adebayo (drawn by D. Cousins),,40,38
144,2,6:48.0,,Turnover by B. Adebayo (turnover),40,38
145,2,6:48.0,,T. Johnson enters the game for J. Richardson,40,38
146,2,6:25.0,J. Nelson makes 3-pt jump shot from 27 ft (assist by D. Cunningham),,43,38
147,2,6:11.0,,W. Ellington misses 3-pt jump shot from 26 ft,43,38
148,2,6:07.0,Defensive rebound by D. Cousins,,43,38
149,2,5:59.0,I. Clark makes 2-pt jump shot from 9 ft (assist by D. Cousins),,45,38
150,2,5:35.0,,T. Johnson misses 2-pt layup from 1 ft (block by D. Cousins),45,38
151,2,5:35.0,,Offensive rebound by Team,45,38
152,2,5:35.0,,G. Dragić enters the game for D. Walton,45,38
153,2,5:34.0,Offensive charge foul by K. Olynyk (drawn by D. Cousins),,45,38
154,2,5:34.0,,Turnover by K. Olynyk (offensive foul),45,38
155,2,5:15.0,D. Miller misses 3-pt jump shot from 26 ft,,45,38
156,2,5:10.0,,Defensive rebound by K. Olynyk,45,38
157,2,5:03.0,,K. Olynyk misses 2-pt jump shot from 12 ft,45,38
158,2,5:00.0,Defensive rebound by D. Cousins,,45,38
159,2,4:53.0,D. Cousins misses 3-pt jump shot from 28 ft,,45,38
160,2,4:49.0,,Defensive rebound by G. Dragić,45,38
161,2,4:44.0,,Shooting foul by D. Miller (drawn by G. Dragić),45,38
162,2,4:44.0,,G. Dragić misses free throw 1 of 2,45,38
163,2,4:44.0,,Offensive rebound by Team,45,38
164,2,4:44.0,A. Davis enters the game for D. Cousins,,45,38
165,2,4:44.0,E. Moore enters the game for I. Clark,,45,38
166,2,4:44.0,J. Holiday enters the game for J. Nelson,,45,38
167,2,4:44.0,R. Rondo enters the game for D. Miller,,45,38
168,2,4:44.0,,G. Dragić makes free throw 2 of 2,45,39
169,2,4:34.0,Personal foul by T. Johnson (drawn by J. Holiday),,45,39
170,2,4:28.0,J. Holiday makes 2-pt layup from 3 ft (assist by R. Rondo),,47,39
171,2,4:05.0,,G. Dragić misses 2-pt jump shot from 18 ft,47,39
172,2,4:03.0,,Offensive rebound by G. Dragić,47,39
173,2,4:00.0,,G. Dragić makes 2-pt layup from 1 ft,47,41
174,2,3:42.0,E. Moore makes 3-pt jump shot from 23 ft (assist by A. Davis),,50,41
175,2,3:24.0,,T. Johnson makes 2-pt layup from 2 ft (assist by B. Adebayo),50,43
176,2,3:17.0,J. Holiday misses 2-pt jump shot from 20 ft,,50,43
177,2,3:13.0,,Defensive rebound by K. Olynyk,50,43
178,2,2:54.0,,W. Ellington misses 2-pt layup from 3 ft (block by A. Davis),50,43
179,2,2:46.0,Defensive rebound by R. Rondo,,50,43
180,2,2:37.0,Personal foul by T. Johnson (drawn by A. Davis),,50,43
181,2,2:37.0,New Orleans full timeout,,50,43
