,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,MIAMI_ACTION,NEW ORLEANS_SCORE,MIAMI_SCORE
182,2,2:37.0,,J. Richardson enters the game for T. Johnson,50,43
183,2,2:37.0,D. Cousins enters the game for D. Cunningham,,50,43
184,2,2:30.0,Personal foul by W. Ellington (drawn by A. Davis),,50,43
185,2,2:24.0,R. Rondo misses 2-pt layup from 4 ft (block by G. Dragić),,50,43
186,2,2:19.0,,Defensive rebound by K. Olynyk,50,43
187,2,2:08.0,,K. Olynyk makes 3-pt jump shot from 26 ft (assist by B. Adebayo),50,46
188,2,2:00.0,Shooting foul by K. Olynyk (drawn by D. Cousins),,50,46
189,2,2:00.0,D. Cousins makes free throw 1 of 2,,51,46
190,2,2:00.0,,J. Mickey enters the game for K. Olynyk,51,46
191,2,2:00.0,D. Cousins makes free throw 2 of 2,,52,46
192,2,1:41.0,,W. Ellington makes 3-pt jump shot from 25 ft (assist by B. Adebayo),52,49
193,2,1:24.0,E. Moore makes 2-pt jump shot from 7 ft (assist by J. Holiday),,54,49
194,2,1:11.0,,J. Richardson makes 2-pt jump shot from 19 ft,54,51
195,2,0:55.0,A. Davis misses 2-pt jump shot from 14 ft,,54,51
196,2,0:51.0,,Defensive rebound by B. Adebayo,54,51
197,2,0:48.0,,Shooting foul by D. Cousins (drawn by G. Dragić),54,51
198,2,0:48.0,,G. Dragić makes free throw 1 of 2,54,52
199,2,0:48.0,D. Cunningham enters the game for D. Cousins,,54,52
200,2,0:48.0,,G. Dragić makes free throw 2 of 2,54,53
201,2,0:41.0,Turnover by R. Rondo (bad pass),,54,53
202,2,0:30.0,,Turnover by G. Dragić (out of bounds lost ball),54,53
203,2,0:17.0,E. Moore makes 2-pt jump shot from 12 ft,,56,53
204,2,0:00.0,,G. Dragić misses 2-pt layup from 3 ft,56,53
205,2,0:00.0,,Offensive rebound by Team,56,53
206,3,11:37.0,,K. Olynyk makes 2-pt jump shot from 22 ft (assist by J. Richardson),56,55
207,3,11:19.0,A. Davis misses 2-pt jump shot from 9 ft (block by B. Adebayo),,56,55
208,3,11:16.0,,Defensive rebound by B. Adebayo,56,55
209,3,11:08.0,,T. Johnson misses 3-pt jump shot from 24 ft,56,55
210,3,11:04.0,Defensive rebound by D. Cousins,,56,55
211,3,10:55.0,J. Holiday misses 3-pt jump shot from 24 ft,,56,55
212,3,10:52.0,Offensive rebound by A. Davis,,56,55
213,3,10:44.0,D. Cousins makes 3-pt jump shot from 26 ft (assist by J. Holiday),,59,55
214,3,10:17.0,,J. Richardson misses 3-pt jump shot from 26 ft,59,55
215,3,10:14.0,,Offensive rebound by G. Dragić,59,55
216,3,10:13.0,,G. Dragić misses 3-pt jump shot from 26 ft,59,55
217,3,10:09.0,,Offensive rebound by T. Johnson,59,55
218,3,9:55.0,,B. Adebayo makes 2-pt jump shot from 4 ft,59,57
219,3,9:44.0,J. Holiday makes 2-pt layup from 3 ft (assist by R. Rondo),,61,57
220,3,9:26.0,,T. Johnson makes 3-pt jump shot from 26 ft (assist by K. Olynyk),61,60
221,3,9:15.0,Shooting foul by K. Olynyk (drawn by D. Cousins),,61,60
222,3,9:15.0,D. Cousins makes free throw 1 of 2,,62,60
223,3,9:15.0,,J. Mickey enters the game for K. Olynyk,62,60
224,3,9:15.0,D. Cousins makes free throw 2 of 2,,63,60
225,3,8:56.0,,J. Richardson misses 2-pt jump shot from 15 ft,63,60
226,3,8:53.0,Defensive rebound by J. Holiday,,63,60
227,3,8:39.0,E. Moore misses 3-pt jump shot from 25 ft,,63,60
228,3,8:34.0,,Defensive rebound by T. Johnson,63,60
229,3,8:24.0,,B. Adebayo misses 2-pt layup from 3 ft,63,60
230,3,8:21.0,Defensive rebound by A. Davis,,63,60
231,3,8:12.0,Shooting foul by J. Mickey (drawn by D. Cousins),,63,60
232,3,8:12.0,D. Cousins misses free throw 1 of 2,,63,60
233,3,8:12.0,Offensive rebound by Team,,63,60
234,3,8:12.0,D. Cousins makes free throw 2 of 2,,64,60
235,3,7:48.0,,Turnover by Team (shot clock),64,60
236,3,7:35.0,A. Davis misses 2-pt jump shot from 6 ft,,64,60
237,3,7:32.0,,Defensive rebound by T. Johnson,64,60
238,3,7:27.0,,T. Johnson makes 2-pt layup from 3 ft,64,62
239,3,7:11.0,J. Holiday misses 2-pt jump shot from 5 ft,,64,62
240,3,7:02.0,Offensive rebound by J. Holiday,,64,62
241,3,7:02.0,J. Holiday makes 2-pt layup at rim,,66,62
242,3,6:54.0,,Miami full timeout,66,62
243,3,6:54.0,I. Clark enters the game for E. Moore,,66,62
244,3,6:45.0,,J. Mickey misses 2-pt layup from 2 ft,66,62
245,3,6:42.0,Defensive rebound by A. Davis,,66,62
246,3,6:28.0,A. Davis makes 2-pt dunk from 2 ft (assist by D. Cousins),,68,62
247,3,6:09.0,,T. Johnson makes 2-pt jump shot from 18 ft (assist by B. Adebayo),68,64
248,3,5:54.0,Personal foul by J. Richardson (drawn by J. Holiday),,68,64
249,3,5:54.0,,W. Ellington enters the game for J. Richardson,68,64
250,3,5:44.0,I. Clark makes 3-pt jump shot from 22 ft (assist by D. Cousins),,71,64
251,3,5:32.0,,Personal foul by R. Rondo (drawn by G. Dragić),71,64
252,3,5:26.0,,T. Johnson misses 2-pt jump shot from 9 ft (block by A. Davis),71,64
253,3,5:22.0,Defensive rebound by A. Davis,,71,64
254,3,5:15.0,,Violation by G. Dragić (kicked ball),71,64
255,3,5:06.0,I. Clark makes 3-pt jump shot from 22 ft (assist by J. Holiday),,74,64
256,3,4:42.0,Offensive charge foul by J. Mickey (drawn by D. Cousins),,74,64
257,3,4:42.0,,Turnover by J. Mickey (offensive foul),74,64
258,3,4:28.0,A. Davis makes 3-pt jump shot from 24 ft (assist by I. Clark),,77,64
259,3,4:28.0,,T. Johnson misses 2-pt jump shot from 9 ft,77,64
260,3,4:28.0,Defensive rebound by A. Davis,,77,64
261,3,4:00.0,R. Rondo makes 2-pt layup from 2 ft (assist by A. Davis),,79,64
262,3,4:00.0,,Miami full timeout,79,64
263,3,4:00.0,,J. Richardson enters the game for G. Dragić,79,64
264,3,3:45.0,,Turnover by T. Johnson (bad pass; steal by D. Cousins),79,64
265,3,3:35.0,Personal foul by J. Mickey (drawn by A. Davis),,79,64
266,3,3:35.0,,U. Haslem enters the game for J. Mickey,79,64
267,3,3:26.0,A. Davis makes 2-pt layup from 3 ft (assist by D. Cousins),,81,64
268,3,3:14.0,,W. Ellington misses 3-pt jump shot from 27 ft,81,64
269,3,3:11.0,,Offensive rebound by B. Adebayo,81,64
270,3,2:59.0,,T. Johnson makes 3-pt jump shot from 23 ft (assist by W. Ellington),81,67
271,3,2:50.0,New Orleans full timeout,,81,67
272,3,2:48.0,Turnover by J. Holiday (bad pass; steal by T. Johnson),,81,67
273,3,2:43.0,,T. Johnson makes 2-pt layup from 3 ft,81,69
274,3,2:27.0,,Offensive charge foul by D. Cousins (drawn by U. Haslem),81,69
275,3,2:27.0,Turnover by D. Cousins (offensive foul),,81,69
276,3,2:27.0,D. Cunningham enters the game for D. Cousins,,81,69
277,3,2:27.0,E. Moore enters the game for R. Rondo,,81,69
278,3,2:11.0,,J. Richardson misses 3-pt jump shot from 26 ft,81,69
279,3,2:08.0,Defensive rebound by A. Davis,,81,69
280,3,2:02.0,,Personal foul by D. Cunningham (drawn by W. Ellington),81,69
281,3,2:02.0,Turnover by D. Cunningham (turnover),,81,69
282,3,1:51.0,,Turnover by J. Richardson (out of bounds lost ball),81,69
283,3,1:37.0,Shooting foul by B. Adebayo (drawn by A. Davis),,81,69
284,3,1:37.0,,Technical foul by Team,81,69
285,3,1:37.0,A. Davis misses technical free throw,,81,69
286,3,1:37.0,Offensive rebound by Team,,81,69
287,3,1:37.0,A. Davis makes free throw 1 of 2,,82,69
288,3,1:37.0,D. Miller enters the game for E. Moore,,82,69
289,3,1:37.0,A. Davis makes free throw 2 of 2,,83,69
290,3,1:23.0,,W. Ellington misses 3-pt jump shot from 26 ft,83,69
291,3,1:23.0,,Offensive rebound by Team,83,69
292,3,1:23.0,Loose ball foul by D. Cunningham (drawn by U. Haslem),,83,69
293,3,1:23.0,J. Nelson enters the game for J. Holiday,,83,69
294,3,1:15.0,,T. Johnson misses 3-pt jump shot from 27 ft,83,69
295,3,1:12.0,,Offensive rebound by J. Richardson,83,69
296,3,1:01.0,,J. Richardson misses 2-pt jump shot from 7 ft (block by A. Davis),83,69
297,3,0:56.0,Defensive rebound by D. Cunningham,,83,69
298,3,0:45.0,J. Nelson misses 3-pt jump shot from 23 ft,,83,69
299,3,0:41.0,,Defensive rebound by B. Adebayo,83,69
300,3,0:22.0,,Turnover by U. Haslem (lost ball; steal by A. Davis),83,69
301,3,0:02.0,J. Nelson misses 2-pt jump shot from 20 ft,,83,69
302,3,0:02.0,,Defensive rebound by B. Adebayo,83,69
303,3,0:00.0,,B. Adebayo misses 3-pt jump shot from 70 ft,83,69
304,3,0:00.0,,Offensive rebound by Team,83,69
305,4,11:42.0,J. Nelson makes 2-pt jump shot from 11 ft,,85,69
306,4,11:16.0,,G. Dragić misses 2-pt layup from 4 ft (block by D. Cousins),85,69
307,4,11:12.0,Defensive rebound by I. Clark,,85,69
308,4,10:59.0,D. Cunningham misses 3-pt jump shot from 24 ft,,85,69
309,4,10:53.0,,Defensive rebound by U. Haslem,85,69
310,4,10:48.0,,Turnover by U. Haslem (out of bounds lost ball),85,69
311,4,10:26.0,I. Clark makes 2-pt jump shot from 11 ft,,87,69
312,4,10:13.0,,W. Ellington misses 3-pt jump shot from 27 ft,87,69
313,4,10:13.0,,Offensive rebound by Team,87,69
314,4,10:11.0,,B. Adebayo enters the game for U. Haslem,87,69
315,4,9:57.0,,Personal foul by D. Miller (drawn by K. Olynyk),87,69
316,4,9:44.0,,J. Richardson misses 2-pt jump shot from 8 ft,87,69
317,4,9:40.0,Defensive rebound by D. Miller,,87,69
318,4,9:32.0,D. Cousins makes 2-pt layup from 2 ft,,89,69
319,4,9:29.0,,Miami full timeout,89,69
320,4,9:20.0,,G. Dragić misses 3-pt jump shot from 25 ft,89,69
321,4,9:15.0,,Offensive rebound by W. Ellington,89,69
322,4,9:07.0,,G. Dragić makes 2-pt layup from 2 ft,89,71
323,4,8:41.0,I. Clark makes 3-pt jump shot from 25 ft (assist by D. Cousins),,92,71
324,4,8:29.0,,G. Dragić misses 2-pt hook shot from 4 ft (block by D. Cousins),92,71
325,4,8:21.0,Defensive rebound by I. Clark,,92,71
326,4,8:18.0,I. Clark makes 3-pt jump shot from 25 ft (assist by J. Nelson),,95,71
327,4,7:58.0,,B. Adebayo makes 2-pt dunk from 3 ft (assist by G. Dragić),95,73
328,4,7:42.0,I. Clark misses 2-pt jump shot from 14 ft,,95,73
329,4,7:42.0,,Defensive rebound by Team,95,73
330,4,7:42.0,Loose ball foul by D. Cousins (drawn by B. Adebayo),,95,73
331,4,7:42.0,,U. Haslem enters the game for B. Adebayo,95,73
332,4,7:42.0,A. Davis enters the game for D. Cousins,,95,73
333,4,7:34.0,Violation by A. Davis (kicked ball),,95,73
334,4,7:24.0,,G. Dragić makes 2-pt jump shot from 12 ft,95,75
335,4,7:02.0,Shooting foul by J. Richardson (drawn by D. Miller),,95,75
336,4,7:02.0,D. Miller makes free throw 1 of 3,,96,75
337,4,7:02.0,D. Miller makes free throw 2 of 3,,97,75
338,4,7:02.0,J. Holiday enters the game for I. Clark,,97,75
339,4,7:02.0,D. Miller makes free throw 3 of 3,,98,75
340,4,6:49.0,,Personal foul by J. Holiday (drawn by W. Ellington),98,75
341,4,6:42.0,,J. Richardson makes 2-pt layup from 4 ft,98,77
342,4,6:42.0,,Shooting foul by D. Miller (drawn by J. Richardson),98,77
343,4,6:42.0,,J. Richardson makes free throw 1 of 1,98,78
344,4,6:29.0,A. Davis misses 2-pt jump shot from 15 ft,,98,78
345,4,6:26.0,Offensive rebound by D. Cunningham,,98,78
346,4,6:07.0,A. Davis makes 2-pt jump shot from 7 ft,,100,78
347,4,6:07.0,Shooting foul by G. Dragić (drawn by A. Davis),,100,78
348,4,6:07.0,A. Davis makes free throw 1 of 1,,101,78
349,4,5:58.0,,J. Richardson makes 3-pt jump shot from 26 ft (assist by G. Dragić),101,81
350,4,5:48.0,J. Holiday makes 3-pt jump shot from 26 ft,,104,81
351,4,5:32.0,,K. Olynyk misses 2-pt jump shot from 15 ft,104,81
352,4,5:27.0,Defensive rebound by J. Nelson,,104,81
353,4,5:10.0,J. Nelson misses 2-pt layup from 2 ft,,104,81
354,4,5:07.0,,Defensive rebound by K. Olynyk,104,81
355,4,5:02.0,,U. Haslem misses 3-pt jump shot from 27 ft,104,81
356,4,4:56.0,Defensive rebound by J. Holiday,,104,81
357,4,4:45.0,J. Holiday misses 2-pt jump shot from 7 ft,,104,81
358,4,4:43.0,,Defensive rebound by K. Olynyk,104,81
359,4,4:41.0,,Personal foul by D. Miller (drawn by W. Ellington),104,81
360,4,4:41.0,,W. Ellington makes free throw 1 of 2,104,82
361,4,4:41.0,,D. Walton enters the game for G. Dragić,104,82
362,4,4:41.0,E. Moore enters the game for A. Davis,,104,82
363,4,4:41.0,C. Diallo enters the game for D. Cunningham,,104,82
364,4,4:41.0,,W. Ellington makes free throw 2 of 2,104,83
365,4,4:21.0,D. Miller makes 3-pt jump shot from 26 ft (assist by C. Diallo),,107,83
366,4,3:59.0,,Turnover by D. Walton (bad pass),107,83
367,4,3:44.0,J. Holiday misses 2-pt jump shot from 5 ft,,107,83
368,4,3:40.0,,Defensive rebound by K. Olynyk,107,83
369,4,3:30.0,,D. Walton misses 2-pt jump shot from 16 ft,107,83
370,4,3:29.0,,Offensive rebound by K. Olynyk,107,83
371,4,3:29.0,,Shooting foul by D. Miller (drawn by K. Olynyk),107,83
372,4,3:29.0,,K. Olynyk makes free throw 1 of 2,107,84
373,4,3:29.0,,M. Williams enters the game for J. Richardson,107,84
374,4,3:29.0,C. Cooke enters the game for D. Miller,,107,84
375,4,3:29.0,,K. Olynyk makes free throw 2 of 2,107,85
376,4,3:21.0,,J. Mickey enters the game for K. Olynyk,107,85
377,4,3:21.0,I. Clark enters the game for J. Holiday,,107,85
378,4,3:12.0,E. Moore misses 2-pt jump shot from 6 ft,,107,85
379,4,3:07.0,Offensive rebound by C. Diallo,,107,85
380,4,3:04.0,E. Moore makes 2-pt jump shot from 10 ft,,109,85
