,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,PHILADELPHIA_ACTION,GOLDEN STATE_SCORE,PHILADELPHIA_SCORE
62,1,4:54.0,,Personal foul by K. Thompson (drawn by R. Covington),18,28
63,1,4:54.0,,T. McConnell enters the game for D. Šarić,18,28
64,1,4:40.0,,T. Luwawu-Cabarrot misses 2-pt layup from 5 ft,18,28
65,1,4:38.0,,Offensive rebound by B. Simmons,18,28
66,1,4:37.0,,B. Simmons makes 2-pt layup from 2 ft,18,30
67,1,4:32.0,Turnover by S. Curry (bad pass; steal by T. Luwawu-Cabarrot),,18,30
68,1,4:27.0,,R. Covington makes 3-pt jump shot from 27 ft (assist by R. Holmes),18,33
69,1,4:13.0,S. Curry makes 2-pt jump shot from 19 ft,,20,33
70,1,4:03.0,,R. Holmes makes 2-pt layup from 4 ft (assist by B. Simmons),20,35
71,1,4:03.0,,Shooting foul by J. McGee (drawn by R. Holmes),20,35
72,1,4:03.0,,J. Redick enters the game for B. Simmons,20,35
73,1,4:03.0,P. McCaw enters the game for K. Thompson,,20,35
74,1,4:03.0,,R. Holmes misses free throw 1 of 1,20,35
75,1,4:01.0,,Offensive rebound by Team,20,35
76,1,3:55.0,,Turnover by R. Holmes (lost ball; steal by K. Durant),20,35
77,1,3:52.0,Turnover by K. Durant (lost ball; steal by R. Covington),,20,35
78,1,3:46.0,,R. Covington makes 3-pt jump shot from 28 ft (assist by T. McConnell),20,38
79,1,3:33.0,Personal foul by T. Luwawu-Cabarrot (drawn by A. Iguodala),,20,38
80,1,3:26.0,S. Curry misses 2-pt jump shot from 21 ft,,20,38
81,1,3:24.0,,Defensive rebound by R. Covington,20,38
82,1,3:17.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 27 ft,20,38
83,1,3:14.0,Defensive rebound by J. McGee,,20,38
84,1,3:08.0,K. Durant makes 2-pt dunk at rim (assist by S. Curry),,22,38
85,1,2:47.0,,J. Redick makes 2-pt jump shot from 10 ft,22,40
86,1,2:29.0,Shooting foul by R. Holmes (drawn by S. Curry),,22,40
87,1,2:29.0,S. Curry makes free throw 1 of 2,,23,40
88,1,2:29.0,,J. Embiid enters the game for R. Holmes,23,40
89,1,2:29.0,,D. Šarić enters the game for R. Covington,23,40
90,1,2:29.0,D. Green enters the game for K. Durant,,23,40
91,1,2:29.0,S. Curry makes free throw 2 of 2,,24,40
92,1,2:20.0,,J. Redick makes 2-pt jump shot from 17 ft,24,42
93,1,1:58.0,S. Curry makes 2-pt jump shot from 19 ft,,26,42
94,1,1:40.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by T. Luwawu-Cabarrot),26,45
95,1,1:23.0,S. Curry misses 2-pt layup from 7 ft,,26,45
96,1,1:20.0,,Defensive rebound by T. Luwawu-Cabarrot,26,45
97,1,1:16.0,,J. Embiid misses 3-pt jump shot from 26 ft,26,45
98,1,1:12.0,Defensive rebound by S. Curry,,26,45
99,1,1:05.0,D. Green misses 3-pt jump shot from 26 ft,,26,45
100,1,1:02.0,,Defensive rebound by J. Embiid,26,45
101,1,0:52.0,,D. Šarić misses 3-pt jump shot from 27 ft,26,45
102,1,0:49.0,Defensive rebound by S. Curry,,26,45
103,1,0:41.0,S. Curry makes 2-pt jump shot from 14 ft (assist by J. McGee),,28,45
104,1,0:25.0,,Turnover by J. Embiid (out of bounds lost ball),28,45
105,1,0:25.0,K. Thompson enters the game for P. McCaw,,28,45
106,1,0:25.0,K. Durant enters the game for J. McGee,,28,45
107,1,0:10.0,Personal foul by J. Redick (drawn by K. Thompson),,28,45
108,1,0:07.0,Turnover by K. Durant (bad pass; steal by T. McConnell),,28,45
109,1,0:04.0,,T. Luwawu-Cabarrot makes 2-pt layup from 2 ft (assist by T. McConnell),28,47
110,1,0:00.0,S. Curry misses 3-pt jump shot from 29 ft,,28,47
111,1,0:00.0,Offensive rebound by Team,,28,47
112,2,11:47.0,K. Thompson misses 2-pt layup from 2 ft,,28,47
113,2,11:34.0,Offensive rebound by S. Livingston,,28,47
114,2,11:34.0,,Shooting foul by D. West (drawn by J. Embiid),28,47
115,2,11:34.0,,J. Embiid misses free throw 1 of 2,28,47
116,2,11:34.0,,Offensive rebound by Team,28,47
117,2,11:34.0,,J. Embiid makes free throw 2 of 2,28,48
118,2,11:21.0,K. Thompson makes 2-pt jump shot from 16 ft (assist by D. West),,30,48
119,2,11:14.0,,D. Šarić makes 2-pt dunk at rim (assist by B. Simmons),30,50
120,2,11:14.0,Golden State full timeout,,30,50
121,2,11:04.0,Turnover by D. West (bad pass; steal by R. Covington),,30,50
122,2,10:47.0,,Turnover by J. Embiid (bad pass; steal by D. Green),30,50
123,2,10:36.0,Turnover by K. Thompson (bad pass; steal by J. Redick),,30,50
124,2,10:28.0,,J. Embiid misses 2-pt jump shot from 17 ft,30,50
125,2,10:23.0,Defensive rebound by K. Thompson,,30,50
126,2,10:16.0,D. West makes 2-pt jump shot from 18 ft,,32,50
127,2,10:00.0,,J. Redick misses 2-pt layup from 5 ft,32,50
128,2,9:53.0,Defensive rebound by K. Thompson,,32,50
129,2,9:47.0,D. West misses 3-pt jump shot from 22 ft,,32,50
130,2,9:40.0,,Defensive rebound by J. Embiid,32,50
131,2,9:32.0,,B. Simmons makes 2-pt layup from 2 ft,32,52
132,2,9:14.0,Personal foul by D. Šarić (drawn by D. Green),,32,52
133,2,9:14.0,,T. Luwawu-Cabarrot enters the game for D. Šarić,32,52
134,2,9:14.0,,T. McConnell enters the game for J. Redick,32,52
135,2,9:05.0,S. Livingston misses 2-pt jump shot from 15 ft (block by T. McConnell),,32,52
136,2,8:58.0,Offensive rebound by S. Livingston,,32,52
137,2,8:56.0,S. Livingston misses 2-pt jump shot from 16 ft,,32,52
138,2,8:53.0,,Defensive rebound by B. Simmons,32,52
139,2,8:44.0,,J. Embiid misses 2-pt jump shot from 16 ft,32,52
140,2,8:39.0,Defensive rebound by A. Iguodala,,32,52
141,2,8:33.0,D. Green makes 2-pt layup from 2 ft (assist by S. Livingston),,34,52
142,2,8:17.0,,J. Embiid misses 2-pt jump shot from 10 ft (block by D. Green),34,52
143,2,8:08.0,Defensive rebound by D. West,,34,52
144,2,8:06.0,D. West makes 2-pt jump shot from 19 ft,,36,52
145,2,7:57.0,,T. Luwawu-Cabarrot misses 2-pt jump shot from 21 ft,36,52
146,2,7:53.0,Defensive rebound by S. Livingston,,36,52
147,2,7:50.0,S. Livingston misses 2-pt layup from 2 ft,,36,52
148,2,7:49.0,Offensive rebound by D. West,,36,52
149,2,7:48.0,D. West makes 2-pt layup at rim,,38,52
150,2,7:34.0,,T. Luwawu-Cabarrot misses 2-pt layup from 6 ft,38,52
151,2,7:30.0,Defensive rebound by K. Thompson,,38,52
152,2,7:22.0,Turnover by A. Iguodala (bad pass),,38,52
153,2,7:22.0,,R. Holmes enters the game for J. Embiid,38,52
154,2,6:59.0,,B. Simmons makes 2-pt layup from 3 ft (assist by T. Luwawu-Cabarrot),38,54
155,2,6:36.0,K. Thompson misses 2-pt jump shot from 21 ft,,38,54
156,2,6:32.0,,Defensive rebound by R. Covington,38,54
157,2,6:28.0,,R. Covington misses 3-pt jump shot from 27 ft,38,54
158,2,6:23.0,Defensive rebound by D. West,,38,54
159,2,6:14.0,Personal foul by T. Luwawu-Cabarrot (drawn by K. Thompson),,38,54
160,2,6:14.0,,J. Redick enters the game for R. Covington,38,54
161,2,6:14.0,S. Curry enters the game for D. West,,38,54
162,2,6:14.0,K. Durant enters the game for K. Thompson,,38,54
163,2,6:14.0,K. Looney enters the game for D. Green,,38,54
164,2,6:03.0,A. Iguodala makes 2-pt jump shot from 15 ft (assist by K. Looney),,40,54
165,2,5:43.0,,R. Holmes makes 2-pt dunk from 2 ft (assist by B. Simmons),40,56
166,2,5:32.0,Personal foul by T. McConnell (drawn by K. Durant),,40,56
167,2,5:25.0,S. Curry misses 3-pt jump shot from 25 ft,,40,56
168,2,5:21.0,,Defensive rebound by R. Holmes,40,56
169,2,5:09.0,,B. Simmons makes 2-pt layup from 3 ft,40,58
170,2,4:49.0,K. Looney misses 2-pt layup from 3 ft (block by R. Holmes),,40,58
171,2,4:48.0,Offensive rebound by K. Looney,,40,58
172,2,4:48.0,Personal foul by R. Holmes (drawn by K. Looney),,40,58
173,2,4:48.0,O. Casspi enters the game for A. Iguodala,,40,58
174,2,4:41.0,K. Durant makes 2-pt jump shot from 11 ft,,42,58
175,2,4:25.0,,J. Redick makes 2-pt jump shot from 21 ft (assist by B. Simmons),42,60
176,2,4:12.0,S. Curry misses 2-pt jump shot from 12 ft,,42,60
177,2,4:10.0,,Defensive rebound by R. Holmes,42,60
178,2,4:00.0,,R. Holmes misses 2-pt layup from 4 ft (block by K. Durant),42,60
179,2,3:58.0,Defensive rebound by K. Durant,,42,60
180,2,3:58.0,Personal foul by T. McConnell (drawn by K. Durant),,42,60
181,2,3:58.0,K. Durant makes free throw 1 of 2,,43,60
182,2,3:58.0,K. Thompson enters the game for S. Livingston,,43,60
183,2,3:58.0,K. Durant misses free throw 2 of 2,,43,60
184,2,3:55.0,,Defensive rebound by R. Holmes,43,60
185,2,3:42.0,,R. Holmes makes 2-pt dunk at rim (assist by J. Redick),43,62
186,2,3:29.0,Turnover by K. Durant (traveling),,43,62
187,2,3:10.0,,B. Simmons makes 2-pt layup from 4 ft,43,64
188,2,3:05.0,Shooting foul by T. McConnell (drawn by S. Curry),,43,64
189,2,3:05.0,S. Curry makes free throw 1 of 2,,44,64
190,2,3:05.0,,D. Šarić enters the game for T. McConnell,44,64
191,2,3:05.0,D. Green enters the game for K. Looney,,44,64
192,2,3:05.0,S. Curry makes free throw 2 of 2,,45,64
193,2,3:05.0,,Philadelphia full timeout,45,64
194,2,3:05.0,,R. Covington enters the game for T. Luwawu-Cabarrot,45,64
195,2,3:05.0,,J. Embiid enters the game for R. Holmes,45,64
196,2,2:47.0,,J. Embiid makes 2-pt layup from 2 ft,45,66
197,2,2:33.0,K. Thompson misses 2-pt hook shot from 5 ft,,45,66
198,2,2:30.0,,Defensive rebound by B. Simmons,45,66
199,2,2:19.0,,R. Covington misses 3-pt jump shot from 28 ft,45,66
200,2,2:14.0,Defensive rebound by K. Durant,,45,66
201,2,2:09.0,K. Durant misses 3-pt jump shot from 24 ft,,45,66
202,2,2:08.0,Offensive rebound by O. Casspi,,45,66
203,2,2:08.0,O. Casspi makes 2-pt layup at rim,,47,66
204,2,1:53.0,,D. Šarić misses 2-pt jump shot from 19 ft,47,66
205,2,1:49.0,Defensive rebound by D. Green,,47,66
206,2,1:45.0,K. Durant makes 2-pt dunk at rim (assist by D. Green),,49,66
207,2,1:35.0,,J. Redick makes 2-pt jump shot from 7 ft (assist by B. Simmons),49,68
208,2,1:35.0,,Shooting foul by K. Thompson (drawn by J. Redick),49,68
209,2,1:35.0,,J. Redick makes free throw 1 of 1,49,69
210,2,1:24.0,Shooting foul by J. Embiid (drawn by K. Durant),,49,69
211,2,1:24.0,K. Durant misses free throw 1 of 2,,49,69
212,2,1:24.0,Offensive rebound by Team,,49,69
213,2,1:24.0,K. Durant makes free throw 2 of 2,,50,69
214,2,1:08.0,,Personal foul by D. Green (drawn by J. Embiid),50,69
215,2,1:08.0,,J. Embiid misses free throw 1 of 2,50,69
216,2,1:08.0,,Offensive rebound by Team,50,69
217,2,1:08.0,,J. Embiid makes free throw 2 of 2,50,70
218,2,0:59.0,K. Durant misses 3-pt jump shot from 26 ft,,50,70
219,2,0:55.0,,Defensive rebound by D. Šarić,50,70
220,2,0:55.0,,J. Embiid makes 2-pt dunk at rim (assist by D. Šarić),50,72
221,2,0:42.0,S. Curry misses 3-pt jump shot from 27 ft,,50,72
222,2,0:37.0,,Defensive rebound by J. Embiid,50,72
223,2,0:31.0,,D. Šarić misses 3-pt jump shot from 26 ft,50,72
224,2,0:26.0,,Offensive rebound by R. Covington,50,72
225,2,0:26.0,,R. Covington misses 2-pt layup from 2 ft,50,72
226,2,0:23.0,Defensive rebound by S. Curry,,50,72
227,2,0:22.0,K. Durant makes 2-pt layup from 3 ft (assist by S. Curry),,52,72
228,2,0:05.0,,D. Šarić misses 3-pt jump shot from 25 ft,52,72
229,2,0:03.0,,Offensive rebound by J. Embiid,52,72
230,2,0:02.0,,J. Embiid makes 2-pt layup from 2 ft,52,74
231,3,11:39.0,Offensive foul by Z. Pachulia (drawn by D. Šarić),,52,74
232,3,11:39.0,Turnover by Z. Pachulia (offensive foul),,52,74
233,3,11:22.0,,J. Embiid makes 2-pt layup from 3 ft (assist by B. Simmons),52,76
234,3,11:11.0,S. Curry makes 2-pt jump shot from 21 ft,,54,76
235,3,11:02.0,,Turnover by J. Embiid (bad pass),54,76
236,3,10:51.0,Z. Pachulia misses 2-pt jump shot from 10 ft,,54,76
237,3,10:48.0,,Defensive rebound by D. Šarić,54,76
238,3,10:40.0,,R. Covington misses 3-pt jump shot from 27 ft,54,76
239,3,10:40.0,Defensive rebound by Z. Pachulia,,54,76
240,3,10:32.0,K. Durant makes 3-pt jump shot from 29 ft (assist by D. Green),,57,76
241,3,10:18.0,,Personal foul by S. Curry (drawn by J. Embiid),57,76
242,3,10:10.0,,Personal foul by Z. Pachulia (drawn by J. Embiid),57,76
243,3,10:01.0,,Turnover by J. Embiid (lost ball; steal by Z. Pachulia),57,76
244,3,9:59.0,Personal foul by B. Simmons (drawn by K. Durant),,57,76
245,3,9:57.0,K. Thompson misses 2-pt jump shot from 15 ft,,57,76
246,3,9:54.0,,Defensive rebound by R. Covington,57,76
247,3,9:50.0,,Turnover by B. Simmons (traveling),57,76
248,3,9:44.0,Personal foul by B. Simmons (drawn by S. Curry),,57,76
249,3,9:38.0,S. Curry makes 3-pt jump shot from 26 ft,,60,76
250,3,9:25.0,,Turnover by J. Redick (bad pass; steal by K. Durant),60,76
251,3,9:21.0,K. Durant makes 2-pt layup from 3 ft,,62,76
252,3,9:21.0,Shooting foul by R. Covington (drawn by K. Durant),,62,76
253,3,9:21.0,K. Durant makes free throw 1 of 1,,63,76
254,3,9:09.0,,D. Šarić misses 2-pt layup from 6 ft,63,76
255,3,9:01.0,,Offensive rebound by D. Šarić,63,76
256,3,9:01.0,,D. Šarić makes 2-pt layup at rim,63,78
257,3,8:53.0,D. Green makes 2-pt layup from 4 ft (assist by Z. Pachulia),,65,78
258,3,8:39.0,,R. Covington makes 2-pt layup from 1 ft,65,80
259,3,8:28.0,Shooting foul by R. Covington (drawn by Z. Pachulia),,65,80
260,3,8:28.0,Z. Pachulia makes free throw 1 of 2,,66,80
261,3,8:28.0,Z. Pachulia misses free throw 2 of 2,,66,80
262,3,8:24.0,,Defensive rebound by D. Šarić,66,80
263,3,8:10.0,,J. Redick misses 2-pt jump shot from 13 ft,66,80
264,3,8:04.0,,Offensive rebound by D. Šarić,66,80
265,3,8:04.0,,D. Šarić makes 2-pt layup at rim,66,82
266,3,7:56.0,S. Curry makes 2-pt jump shot from 20 ft,,68,82
267,3,7:34.0,,J. Embiid misses 2-pt jump shot from 10 ft,68,82
268,3,7:30.0,,Offensive rebound by D. Šarić,68,82
269,3,7:22.0,,D. Šarić misses 2-pt layup at rim,68,82
270,3,7:22.0,Defensive rebound by D. Green,,68,82
271,3,7:21.0,Z. Pachulia makes 2-pt layup from 3 ft (assist by K. Durant),,70,82
272,3,7:21.0,Shooting foul by J. Embiid (drawn by Z. Pachulia),,70,82
273,3,7:21.0,,T. McConnell enters the game for D. Šarić,70,82
274,3,7:21.0,,R. Holmes enters the game for J. Embiid,70,82
275,3,7:21.0,Z. Pachulia makes free throw 1 of 1,,71,82
276,3,7:10.0,,B. Simmons misses 2-pt jump shot from 7 ft,71,82
277,3,7:08.0,Defensive rebound by D. Green,,71,82
278,3,7:04.0,K. Durant makes 2-pt jump shot from 14 ft,,73,82
279,3,6:49.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by J. Redick),73,85
280,3,6:29.0,Z. Pachulia misses 2-pt layup from 4 ft (block by R. Covington),,73,85
281,3,6:29.0,Offensive rebound by Team,,73,85
282,3,6:29.0,,T. Luwawu-Cabarrot enters the game for J. Redick,73,85
283,3,6:29.0,K. Looney enters the game for Z. Pachulia,,73,85
284,3,6:23.0,K. Durant makes 2-pt jump shot from 17 ft,,75,85
285,3,6:05.0,,R. Covington misses 3-pt jump shot from 26 ft,75,85
286,3,5:59.0,Defensive rebound by K. Looney,,75,85
287,3,5:59.0,D. Green makes 2-pt dunk at rim (assist by S. Curry),,77,85
288,3,5:59.0,,Philadelphia full timeout,77,85
289,3,5:36.0,,T. Luwawu-Cabarrot makes 2-pt layup from 2 ft (assist by R. Covington),77,87
290,3,5:19.0,,D. Šarić enters the game for B. Simmons,77,87
291,3,5:19.0,,J. Redick enters the game for R. Covington,77,87
292,3,5:19.0,A. Iguodala enters the game for D. Green,,77,87
293,3,5:10.0,A. Iguodala misses 3-pt jump shot from 26 ft,,77,87
294,3,5:10.0,,Defensive rebound by R. Holmes,77,87
295,3,4:51.0,,J. Redick misses 2-pt jump shot from 15 ft,77,87
296,3,4:51.0,Defensive rebound by A. Iguodala,,77,87
297,3,4:45.0,K. Durant misses 3-pt jump shot from 26 ft,,77,87
298,3,4:45.0,Offensive rebound by K. Looney,,77,87
299,3,4:40.0,S. Curry makes 3-pt jump shot from 25 ft (assist by K. Looney),,80,87
300,3,4:17.0,,J. Redick misses 3-pt jump shot from 25 ft,80,87
301,3,4:14.0,Defensive rebound by K. Durant,,80,87
302,3,4:04.0,K. Thompson makes 2-pt jump shot from 13 ft,,82,87
303,3,3:41.0,,D. Šarić misses 2-pt jump shot from 17 ft,82,87
304,3,3:36.0,,Offensive rebound by T. McConnell,82,87
305,3,3:33.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 26 ft,82,87
306,3,3:33.0,Defensive rebound by K. Looney,,82,87
307,3,3:28.0,K. Durant misses 3-pt jump shot from 27 ft,,82,87
308,3,3:28.0,,Defensive rebound by Team,82,87
309,3,3:27.0,Loose ball foul by K. Looney (drawn by R. Holmes),,82,87
310,3,3:27.0,,J. Embiid enters the game for R. Holmes,82,87
311,3,3:27.0,N. Young enters the game for K. Thompson,,82,87
312,3,3:11.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 25 ft,82,87
313,3,3:07.0,Defensive rebound by A. Iguodala,,82,87
314,3,2:59.0,N. Young makes 3-pt jump shot from 23 ft (assist by S. Curry),,85,87
315,3,2:43.0,,T. McConnell makes 2-pt layup from 3 ft,85,89
316,3,2:20.0,K. Looney misses 2-pt layup from 4 ft (block by J. Embiid),,85,89
317,3,2:20.0,,Defensive rebound by D. Šarić,85,89
318,3,2:20.0,Offensive charge foul by D. Šarić (drawn by N. Young),,85,89
319,3,2:20.0,,Turnover by D. Šarić (offensive foul),85,89
320,3,2:20.0,Golden State full timeout,,85,89
321,3,2:20.0,D. Green enters the game for K. Durant,,85,89
322,3,1:59.0,S. Curry makes 3-pt jump shot from 27 ft,,88,89
323,3,1:54.0,,D. Šarić misses 2-pt layup from 6 ft (block by D. Green),88,89
324,3,1:54.0,Defensive rebound by S. Curry,,88,89
325,3,1:49.0,Shooting foul by J. Embiid (drawn by S. Curry),,88,89
326,3,1:49.0,S. Curry makes free throw 1 of 2,,89,89
327,3,1:49.0,S. Curry makes free throw 2 of 2,,90,89
328,3,1:38.0,,Turnover by J. Embiid (traveling),90,89
329,3,1:38.0,S. Curry makes technical free throw,,91,89
330,3,1:22.0,S. Curry misses 2-pt jump shot from 18 ft,,91,89
331,3,1:20.0,Offensive rebound by K. Looney,,91,89
332,3,1:18.0,K. Looney makes 2-pt layup from 3 ft,,93,89
333,3,1:18.0,Technical foul by Team,,93,89
334,3,1:18.0,S. Curry makes technical free throw,,94,89
335,3,1:03.0,,Turnover by T. Luwawu-Cabarrot (bad pass; steal by K. Looney),94,89
336,3,0:48.0,S. Curry makes 3-pt jump shot from 28 ft,,97,89
337,3,0:32.0,,Personal foul by K. Looney (drawn by J. Embiid),97,89
338,3,0:26.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 24 ft,97,89
339,3,0:22.0,Defensive rebound by N. Young,,97,89
340,3,0:04.0,D. Green makes 2-pt dunk at rim,,99,89
341,3,0:00.0,,T. McConnell misses 2-pt jump shot from 21 ft (block by K. Looney),99,89
342,3,0:00.0,,Offensive rebound by Team,99,89
343,4,11:46.0,,J. Redick misses 2-pt jump shot from 21 ft,99,89
344,4,11:42.0,Defensive rebound by N. Young,,99,89
345,4,11:26.0,N. Young misses 3-pt jump shot from 27 ft,,99,89
346,4,11:24.0,,Defensive rebound by J. Embiid,99,89
347,4,11:10.0,,J. Embiid misses 3-pt jump shot from 25 ft,99,89
348,4,11:07.0,Defensive rebound by D. West,,99,89
349,4,10:50.0,S. Livingston makes 2-pt jump shot from 13 ft,,101,89
350,4,10:39.0,,Shooting foul by D. Green (drawn by J. Embiid),101,89
351,4,10:39.0,,J. Embiid makes free throw 1 of 2,101,90
352,4,10:39.0,,J. Embiid makes free throw 2 of 2,101,91
353,4,10:15.0,Turnover by Team (shot clock),,101,91
354,4,9:56.0,,J. Redick makes 2-pt jump shot from 21 ft,101,93
355,4,9:42.0,D. Green misses 2-pt jump shot from 17 ft,,101,93
356,4,9:39.0,,Defensive rebound by B. Simmons,101,93
357,4,9:36.0,,R. Covington misses 3-pt jump shot from 25 ft,101,93
358,4,9:36.0,Defensive rebound by A. Iguodala,,101,93
359,4,9:28.0,Golden State full timeout,,101,93
360,4,9:28.0,K. Thompson enters the game for N. Young,,101,93
361,4,9:17.0,D. West makes 2-pt jump shot from 17 ft (assist by S. Livingston),,103,93
362,4,9:06.0,,Personal foul by A. Iguodala (drawn by B. Simmons),103,93
363,4,8:55.0,,B. Simmons makes 2-pt dunk at rim (assist by J. Embiid),103,95
364,4,8:35.0,S. Livingston makes 2-pt jump shot from 11 ft (assist by D. Green),,105,95
365,4,8:25.0,,B. Simmons makes 2-pt jump shot from 9 ft,105,97
366,4,8:15.0,K. Thompson misses 2-pt jump shot from 17 ft,,105,97
367,4,8:15.0,,Defensive rebound by R. Covington,105,97
368,4,7:59.0,,D. Šarić misses 2-pt jump shot from 9 ft,105,97
369,4,7:56.0,Defensive rebound by D. West,,105,97
370,4,7:52.0,D. West makes 2-pt dunk at rim (assist by A. Iguodala),,107,97
371,4,7:29.0,,J. Embiid misses 2-pt jump shot from 15 ft,107,97
372,4,7:27.0,Defensive rebound by S. Livingston,,107,97
373,4,7:08.0,D. West makes 2-pt layup from 3 ft,,109,97
374,4,7:08.0,,Philadelphia full timeout,109,97
375,4,7:08.0,,R. Holmes enters the game for J. Embiid,109,97
376,4,7:08.0,K. Durant enters the game for D. Green,,109,97
377,4,6:57.0,,J. Redick misses 2-pt jump shot from 18 ft,109,97
378,4,6:51.0,,Offensive rebound by J. Redick,109,97
379,4,6:50.0,,J. Redick misses 2-pt jump shot from 19 ft,109,97
380,4,6:50.0,Defensive rebound by D. West,,109,97
381,4,6:33.0,K. Thompson makes 2-pt layup from 2 ft,,111,97
382,4,6:33.0,,Violation by R. Holmes (def goaltending),111,97
