,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,NEW ORLEANS_ACTION,SAN ANTONIO_SCORE,NEW ORLEANS_SCORE
0,1,11:43.0,Personal foul by J. Holiday (drawn by K. Anderson),,0,0
1,1,11:28.0,L. Aldridge misses 2-pt jump shot from 14 ft,,0,0
2,1,11:24.0,Offensive rebound by D. Murray,,0,0
3,1,11:24.0,D. Murray makes 2-pt layup at rim,,2,0
4,1,11:10.0,,Turnover by A. Davis (bad pass; steal by L. Aldridge),2,0
5,1,10:56.0,K. Anderson misses 2-pt layup from 5 ft,,2,0
6,1,10:53.0,Offensive rebound by L. Aldridge,,2,0
7,1,10:51.0,L. Aldridge misses 2-pt layup from 2 ft,,2,0
8,1,10:48.0,,Defensive rebound by A. Davis,2,0
9,1,10:34.0,,A. Davis makes 2-pt dunk from 7 ft (assist by R. Rondo),2,2
10,1,10:19.0,P. Mills misses 3-pt jump shot from 22 ft,,2,2
11,1,10:16.0,,Defensive rebound by N. Mirotić,2,2
12,1,10:05.0,,Turnover by E. Moore (lost ball; steal by D. Green),2,2
13,1,10:00.0,D. Green makes 2-pt layup from 1 ft,,4,2
14,1,9:50.0,,N. Mirotić makes 3-pt jump shot from 26 ft,4,5
15,1,9:33.0,Turnover by P. Mills (bad pass),,4,5
16,1,9:11.0,,R. Rondo misses 2-pt jump shot from 5 ft,4,5
17,1,9:10.0,Defensive rebound by D. Green,,4,5
18,1,9:10.0,,Offensive charge foul by D. Green (drawn by A. Davis),4,5
19,1,9:10.0,Turnover by D. Green (offensive foul),,4,5
20,1,9:01.0,,E. Moore makes 2-pt layup from 4 ft (assist by J. Holiday),4,7
21,1,8:52.0,San Antonio full timeout,,4,7
22,1,8:46.0,Offensive foul by L. Aldridge (drawn by R. Rondo),,4,7
23,1,8:46.0,Turnover by L. Aldridge (offensive foul),,4,7
24,1,8:33.0,,E. Moore makes 3-pt jump shot from 26 ft (assist by J. Holiday),4,10
25,1,8:11.0,K. Anderson misses 2-pt hook shot from 10 ft,,4,10
26,1,8:04.0,Offensive rebound by L. Aldridge,,4,10
27,1,8:04.0,L. Aldridge makes 2-pt layup at rim,,6,10
28,1,7:59.0,,N. Mirotić makes 2-pt jump shot from 14 ft,6,12
29,1,7:41.0,L. Aldridge makes 2-pt jump shot from 10 ft (assist by P. Mills),,8,12
30,1,7:28.0,,J. Holiday makes 2-pt jump shot from 10 ft,8,14
31,1,7:04.0,L. Aldridge misses 2-pt jump shot from 18 ft,,8,14
32,1,7:02.0,Offensive rebound by D. Murray,,8,14
33,1,6:47.0,K. Anderson makes 2-pt layup from 4 ft (assist by D. Green),,10,14
34,1,6:39.0,,J. Holiday misses 2-pt jump shot from 9 ft,10,14
35,1,6:37.0,Defensive rebound by D. Murray,,10,14
36,1,6:28.0,D. Murray misses 2-pt layup from 3 ft (block by A. Davis),,10,14
37,1,6:25.0,,Defensive rebound by A. Davis,10,14
38,1,6:22.0,,N. Mirotić makes 3-pt jump shot from 24 ft (assist by R. Rondo),10,17
39,1,6:20.0,,A. Davis misses technical free throw,10,17
40,1,6:20.0,Defensive rebound by Team,,10,17
41,1,5:58.0,L. Aldridge misses 2-pt layup from 4 ft,,10,17
42,1,5:56.0,,Defensive rebound by A. Davis,10,17
43,1,5:51.0,,N. Mirotić misses 3-pt jump shot from 25 ft,10,17
44,1,5:49.0,,Offensive rebound by A. Davis,10,17
45,1,5:48.0,,Turnover by A. Davis (turnover),10,17
46,1,5:48.0,Personal foul by R. Rondo (drawn by D. Green),,10,17
47,1,5:35.0,P. Mills misses 3-pt jump shot from 26 ft (block by A. Davis),,10,17
48,1,5:35.0,Offensive rebound by Team,,10,17
49,1,5:35.0,,S. Hill enters the game for N. Mirotić,10,17
50,1,5:35.0,,I. Clark enters the game for J. Holiday,10,17
51,1,5:35.0,M. Ginóbili enters the game for K. Anderson,,10,17
52,1,5:35.0,T. Parker enters the game for D. Murray,,10,17
53,1,5:35.0,R. Gay enters the game for P. Mills,,10,17
54,1,5:23.0,L. Aldridge makes 2-pt jump shot from 18 ft,,12,17
55,1,5:16.0,B. Forbes enters the game for D. Green,,12,17
56,1,5:11.0,,A. Davis misses 2-pt jump shot from 18 ft,12,17
57,1,5:07.0,Defensive rebound by M. Ginóbili,,12,17
58,1,4:54.0,R. Gay makes 3-pt jump shot from 26 ft (assist by M. Ginóbili),,15,17
59,1,4:39.0,,Personal foul by T. Parker (drawn by A. Davis),15,17
60,1,4:34.0,,A. Davis misses 2-pt jump shot from 17 ft,15,17
61,1,4:31.0,Defensive rebound by R. Gay,,15,17
62,1,4:24.0,Turnover by R. Gay (bad pass),,15,17
63,1,4:23.0,,Personal foul by R. Gay (drawn by A. Davis),15,17
64,1,4:06.0,,A. Davis misses 2-pt layup from 5 ft,15,17
65,1,4:04.0,Defensive rebound by M. Ginóbili,,15,17
66,1,3:52.0,R. Gay misses 2-pt dunk from 2 ft,,15,17
67,1,3:50.0,,Defensive rebound by Team,15,17
68,1,3:43.0,,Shooting foul by M. Ginóbili (drawn by A. Davis),15,17
69,1,3:43.0,,A. Davis makes free throw 1 of 2,15,18
70,1,3:43.0,,A. Davis makes free throw 2 of 2,15,19
71,1,3:25.0,M. Ginóbili misses 2-pt layup from 5 ft,,15,19
72,1,3:24.0,,Defensive rebound by A. Davis,15,19
73,1,3:16.0,,A. Davis makes 2-pt jump shot from 8 ft (assist by R. Rondo),15,21
74,1,3:02.0,T. Parker makes 2-pt jump shot from 16 ft,,17,21
75,1,2:46.0,,R. Rondo makes 2-pt jump shot from 19 ft,17,23
76,1,2:29.0,T. Parker makes 2-pt jump shot from 18 ft (assist by M. Ginóbili),,19,23
77,1,2:22.0,,Personal foul by L. Aldridge (drawn by A. Davis),19,23
78,1,2:22.0,,New Orleans full timeout,19,23
79,1,2:22.0,,D. Miller enters the game for R. Rondo,19,23
80,1,2:22.0,,J. Holiday enters the game for E. Moore,19,23
81,1,2:08.0,,J. Holiday makes 2-pt layup from 6 ft (assist by A. Davis),19,25
82,1,1:49.0,M. Ginóbili makes 2-pt layup from 5 ft,,21,25
83,1,1:49.0,Shooting foul by A. Davis (drawn by M. Ginóbili),,21,25
84,1,1:49.0,D. Green enters the game for B. Forbes,,21,25
85,1,1:49.0,M. Ginóbili makes free throw 1 of 1,,22,25
86,1,1:29.0,,S. Hill misses 2-pt layup from 8 ft,22,25
87,1,1:29.0,Defensive rebound by R. Gay,,22,25
88,1,1:20.0,T. Parker makes 2-pt jump shot from 19 ft,,24,25
89,1,1:09.0,,J. Holiday misses 2-pt jump shot from 7 ft,24,25
90,1,1:05.0,,Offensive rebound by J. Holiday,24,25
91,1,1:05.0,,J. Holiday makes 2-pt layup at rim,24,27
92,1,0:49.0,R. Gay makes 2-pt dunk at rim (assist by T. Parker),,26,27
93,1,0:38.0,,A. Davis misses 2-pt jump shot from 18 ft,26,27
94,1,0:35.0,,Offensive rebound by S. Hill,26,27
95,1,0:22.0,,I. Clark misses 2-pt jump shot from 21 ft,26,27
96,1,0:17.0,Defensive rebound by R. Gay,,26,27
97,1,0:00.0,R. Gay misses 2-pt jump shot from 17 ft,,26,27
98,1,0:00.0,,Defensive rebound by A. Davis,26,27
99,2,11:50.0,,I. Clark makes 2-pt layup from 7 ft (assist by J. Holiday),26,29
