,QUARTER,TIME_REMAINING,DETROIT_ACTION,SAN ANTONIO_ACTION,DETROIT_SCORE,SAN ANTONIO_SCORE
37,1,6:04.0,,Turnover by P. Gasol (lost ball; steal by A. Drummond),15,15
38,1,5:57.0,A. Bradley misses 3-pt jump shot from 22 ft,,15,15
39,1,5:48.0,Offensive rebound by A. Drummond,,15,15
40,1,5:48.0,A. Drummond makes 2-pt layup at rim,,17,15
41,1,5:30.0,,R. Gay misses 2-pt jump shot from 15 ft,17,15
42,1,5:27.0,Defensive rebound by A. Drummond,,17,15
43,1,5:15.0,A. Drummond misses 2-pt hook shot from 5 ft,,17,15
44,1,5:13.0,,Defensive rebound by D. Green,17,15
45,1,5:02.0,,L. Aldridge misses 2-pt jump shot from 13 ft,17,15
46,1,5:00.0,Defensive rebound by T. Harris,,17,15
47,1,4:52.0,R. Jackson makes 2-pt jump shot from 7 ft,,19,15
48,1,4:51.0,,San Antonio full timeout,19,15
49,1,4:51.0,,M. Ginóbili enters the game for D. Green,19,15
50,1,4:51.0,,P. Mills enters the game for P. Gasol,19,15
51,1,4:51.0,,D. Bertāns enters the game for T. Parker,19,15
52,1,4:38.0,,Personal foul by A. Drummond (drawn by P. Mills),19,15
53,1,4:38.0,E. Moreland enters the game for A. Drummond,,19,15
54,1,4:31.0,,Turnover by M. Ginóbili (bad pass),19,15
55,1,4:17.0,A. Bradley misses 2-pt jump shot from 16 ft,,19,15
56,1,4:14.0,,Defensive rebound by D. Bertāns,19,15
57,1,4:07.0,,Shooting foul by E. Moreland (drawn by L. Aldridge),19,15
58,1,4:07.0,,L. Aldridge makes free throw 1 of 2,19,16
59,1,4:07.0,,B. Forbes enters the game for R. Gay,19,16
60,1,4:07.0,S. Johnson enters the game for A. Tolliver,,19,16
61,1,4:07.0,,L. Aldridge makes free throw 2 of 2,19,17
62,1,3:50.0,E. Moreland makes 2-pt layup from 3 ft (assist by A. Bradley),,21,17
63,1,3:29.0,,L. Aldridge misses 2-pt jump shot from 16 ft,21,17
64,1,3:29.0,Defensive rebound by R. Jackson,,21,17
65,1,3:20.0,R. Jackson makes 2-pt layup from 1 ft,,23,17
66,1,3:04.0,,Turnover by L. Aldridge (turnover),23,17
67,1,3:04.0,I. Smith enters the game for R. Jackson,,23,17
68,1,3:04.0,L. Galloway enters the game for A. Bradley,,23,17
69,1,2:41.0,S. Johnson misses 2-pt jump shot from 13 ft,,23,17
70,1,2:39.0,,Defensive rebound by M. Ginóbili,23,17
71,1,2:30.0,,M. Ginóbili misses 2-pt layup from 3 ft,23,17
72,1,2:26.0,Defensive rebound by T. Harris,,23,17
73,1,2:22.0,S. Johnson makes 2-pt layup from 2 ft (assist by I. Smith),,25,17
74,1,2:08.0,,L. Aldridge misses 2-pt jump shot from 17 ft,25,17
75,1,2:08.0,,Offensive rebound by D. Bertāns,25,17
76,1,1:50.0,,D. Bertāns makes 3-pt jump shot from 27 ft (assist by L. Aldridge),25,20
77,1,1:29.0,I. Smith misses 2-pt jump shot from 17 ft,,25,20
78,1,1:25.0,,Defensive rebound by L. Aldridge,25,20
79,1,1:09.0,,D. Bertāns makes 3-pt jump shot from 27 ft (assist by L. Aldridge),25,23
80,1,0:54.0,Turnover by I. Smith (lost ball; steal by M. Ginóbili),,25,23
81,1,0:50.0,,M. Ginóbili makes 3-pt jump shot from 26 ft (assist by D. Bertāns),25,26
82,1,0:35.0,T. Harris makes 2-pt jump shot from 8 ft,,27,26
83,1,0:30.0,,P. Mills makes 2-pt layup from 2 ft,27,28
84,1,0:12.0,S. Johnson makes 2-pt jump shot from 16 ft (assist by E. Moreland),,29,28
85,1,0:02.0,,Turnover by P. Mills (out of bounds lost ball),29,28
86,1,0:02.0,,P. Gasol enters the game for L. Aldridge,29,28
87,1,0:00.0,,Offensive charge foul by I. Smith (drawn by M. Ginóbili),29,28
88,1,0:00.0,Turnover by I. Smith (offensive foul),,29,28
89,2,11:45.0,I. Smith makes 2-pt jump shot from 8 ft,,31,28
90,2,11:30.0,,D. Bertāns misses 2-pt jump shot from 19 ft,31,28
91,2,11:26.0,,Offensive rebound by B. Forbes,31,28
92,2,11:24.0,,M. Ginóbili makes 3-pt jump shot from 25 ft (assist by B. Forbes),31,31
93,2,11:07.0,I. Smith makes 2-pt jump shot from 17 ft,,33,31
94,2,10:56.0,,Personal foul by S. Johnson (drawn by M. Ginóbili),33,31
95,2,10:56.0,Violation by S. Johnson (kicked ball),,33,31
96,2,10:45.0,,P. Gasol misses 2-pt jump shot from 20 ft,33,31
97,2,10:40.0,Defensive rebound by L. Galloway,,33,31
98,2,10:27.0,S. Johnson makes 2-pt jump shot from 20 ft (assist by A. Tolliver),,35,31
99,2,10:12.0,,M. Ginóbili misses 3-pt jump shot from 26 ft,35,31
100,2,10:09.0,Defensive rebound by S. Johnson,,35,31
101,2,10:05.0,I. Smith misses 2-pt jump shot from 14 ft,,35,31
102,2,10:01.0,,Defensive rebound by P. Gasol,35,31
103,2,9:58.0,,Personal foul by S. Johnson (drawn by D. Bertāns),35,31
104,2,9:58.0,,D. Green enters the game for P. Mills,35,31
105,2,9:58.0,,R. Gay enters the game for M. Ginóbili,35,31
106,2,9:58.0,,T. Parker enters the game for D. Bertāns,35,31
107,2,9:45.0,,P. Gasol misses 2-pt hook shot from 6 ft,35,31
108,2,9:42.0,Defensive rebound by A. Tolliver,,35,31
109,2,9:37.0,A. Tolliver misses 3-pt jump shot from 28 ft,,35,31
110,2,9:31.0,Offensive rebound by E. Moreland,,35,31
111,2,9:24.0,I. Smith makes 2-pt jump shot from 5 ft,,37,31
112,2,9:09.0,,P. Gasol misses 2-pt layup from 5 ft (block by E. Moreland),37,31
113,2,9:06.0,Defensive rebound by A. Tolliver,,37,31
114,2,9:04.0,L. Galloway misses 3-pt jump shot from 23 ft,,37,31
115,2,8:58.0,Offensive rebound by L. Galloway,,37,31
116,2,8:58.0,L. Galloway makes 2-pt jump shot from 10 ft,,39,31
117,2,8:58.0,,San Antonio full timeout,39,31
118,2,8:49.0,,Personal foul by A. Tolliver (drawn by R. Gay),39,31
119,2,8:49.0,T. Harris enters the game for A. Tolliver,,39,31
120,2,8:39.0,,P. Gasol makes 2-pt hook shot from 3 ft (assist by T. Parker),39,33
121,2,8:23.0,L. Galloway misses 3-pt jump shot from 25 ft,,39,33
122,2,8:20.0,,Defensive rebound by P. Gasol,39,33
123,2,8:11.0,,P. Gasol makes 2-pt layup from 3 ft (assist by T. Parker),39,35
124,2,7:48.0,I. Smith misses 2-pt jump shot from 18 ft,,39,35
125,2,7:47.0,Offensive rebound by Team,,39,35
126,2,7:47.0,,B. Paul enters the game for B. Forbes,39,35
127,2,7:47.0,A. Drummond enters the game for E. Moreland,,39,35
128,2,7:45.0,L. Galloway misses 3-pt jump shot from 22 ft,,39,35
129,2,7:41.0,,Defensive rebound by D. Green,39,35
130,2,7:33.0,,R. Gay misses 2-pt jump shot from 12 ft,39,35
131,2,7:30.0,Defensive rebound by A. Drummond,,39,35
132,2,7:28.0,Turnover by A. Drummond (bad pass),,39,35
133,2,7:14.0,,P. Gasol misses 2-pt layup from 3 ft,39,35
134,2,7:12.0,Defensive rebound by I. Smith,,39,35
135,2,7:08.0,I. Smith misses 2-pt jump shot from 9 ft (block by R. Gay),,39,35
136,2,7:03.0,,Defensive rebound by P. Gasol,39,35
137,2,6:52.0,,D. Green makes 3-pt jump shot from 23 ft (assist by B. Paul),39,38
138,2,6:36.0,T. Harris misses 2-pt jump shot from 11 ft,,39,38
139,2,6:32.0,,Defensive rebound by R. Gay,39,38
140,2,6:20.0,,Turnover by D. Green (bad pass; steal by A. Drummond),39,38
141,2,6:18.0,Personal foul by D. Green (drawn by I. Smith),,39,38
142,2,6:18.0,,L. Aldridge enters the game for P. Gasol,39,38
143,2,6:18.0,A. Bradley enters the game for L. Galloway,,39,38
144,2,6:18.0,R. Jackson enters the game for I. Smith,,39,38
145,2,6:06.0,Shooting foul by B. Paul (drawn by S. Johnson),,39,38
146,2,6:06.0,S. Johnson misses free throw 1 of 2,,39,38
147,2,6:06.0,Offensive rebound by Team,,39,38
148,2,6:06.0,,M. Ginóbili enters the game for B. Paul,39,38
149,2,6:06.0,S. Johnson makes free throw 2 of 2,,40,38
150,2,5:49.0,,L. Aldridge misses 2-pt jump shot from 19 ft,40,38
151,2,5:45.0,Defensive rebound by S. Johnson,,40,38
152,2,5:22.0,R. Jackson makes 3-pt jump shot from 32 ft,,43,38
153,2,5:02.0,,R. Gay misses 2-pt hook shot from 6 ft,43,38
154,2,4:57.0,,Offensive rebound by R. Gay,43,38
155,2,4:57.0,,R. Gay makes 2-pt layup at rim,43,40
156,2,4:45.0,S. Johnson misses 2-pt jump shot from 17 ft,,43,40
157,2,4:41.0,,Defensive rebound by D. Green,43,40
158,2,4:24.0,,M. Ginóbili misses 3-pt jump shot from 25 ft,43,40
159,2,4:21.0,Defensive rebound by R. Jackson,,43,40
160,2,4:07.0,Turnover by R. Jackson (step out of bounds),,43,40
161,2,4:07.0,,P. Mills enters the game for T. Parker,43,40
162,2,3:51.0,,P. Mills misses 3-pt jump shot from 25 ft,43,40
163,2,3:48.0,Defensive rebound by A. Drummond,,43,40
164,2,3:42.0,R. Jackson makes 2-pt layup from 1 ft,,45,40
165,2,3:26.0,,P. Mills misses 2-pt jump shot from 20 ft,45,40
166,2,3:22.0,Defensive rebound by S. Johnson,,45,40
167,2,3:10.0,S. Johnson misses 3-pt jump shot from 23 ft,,45,40
168,2,3:09.0,,Defensive rebound by Team,45,40
169,2,2:45.0,,L. Aldridge misses 2-pt jump shot from 4 ft,45,40
170,2,2:45.0,,Offensive rebound by L. Aldridge,45,40
171,2,2:45.0,,L. Aldridge makes 2-pt layup from 4 ft,45,42
172,2,2:45.0,,Shooting foul by T. Harris (drawn by L. Aldridge),45,42
173,2,2:45.0,Detroit full timeout,,45,42
174,2,2:45.0,,L. Aldridge makes free throw 1 of 1,45,43
175,2,2:34.0,Turnover by R. Jackson (bad pass),,45,43
176,2,2:34.0,Loose ball foul by R. Jackson (drawn by M. Ginóbili),,45,43
177,2,2:34.0,,M. Ginóbili makes free throw 1 of 1,45,44
178,2,2:34.0,,P. Gasol enters the game for D. Green,45,44
179,2,2:34.0,,B. Forbes enters the game for R. Gay,45,44
180,2,2:34.0,A. Tolliver enters the game for S. Johnson,,45,44
181,2,2:34.0,,Violation by P. Gasol (lane),45,44
182,2,2:25.0,Personal foul by M. Ginóbili (drawn by A. Bradley),,45,44
183,2,2:18.0,R. Jackson misses 2-pt hook shot from 5 ft,,45,44
184,2,2:18.0,Offensive rebound by Team,,45,44
185,2,2:18.0,,Loose ball foul by B. Forbes (drawn by A. Drummond),45,44
186,2,2:05.0,R. Jackson makes 2-pt jump shot from 10 ft (assist by A. Drummond),,47,44
187,2,1:49.0,,Shooting foul by T. Harris (drawn by L. Aldridge),47,44
188,2,1:49.0,,L. Aldridge makes free throw 1 of 2,47,45
189,2,1:49.0,E. Moreland enters the game for A. Drummond,,47,45
190,2,1:49.0,L. Kennard enters the game for T. Harris,,47,45
191,2,1:49.0,,L. Aldridge makes free throw 2 of 2,47,46
192,2,1:38.0,Shooting foul by P. Gasol (drawn by A. Tolliver),,47,46
193,2,1:38.0,A. Tolliver makes free throw 1 of 2,,48,46
194,2,1:38.0,A. Tolliver makes free throw 2 of 2,,49,46
195,2,1:25.0,,Turnover by M. Ginóbili (out of bounds lost ball),49,46
196,2,1:14.0,L. Kennard misses 3-pt jump shot from 25 ft,,49,46
197,2,1:08.0,,Defensive rebound by P. Gasol,49,46
198,2,1:04.0,,Shooting block foul by A. Tolliver (drawn by P. Gasol),49,46
199,2,1:04.0,,P. Gasol makes free throw 1 of 2,49,47
200,2,1:04.0,,D. Green enters the game for B. Forbes,49,47
201,2,1:04.0,,P. Gasol makes free throw 2 of 2,49,48
202,2,0:54.0,R. Jackson makes 2-pt jump shot from 14 ft,,51,48
203,2,0:34.0,,L. Aldridge makes 2-pt jump shot from 15 ft (assist by P. Gasol),51,50
204,2,0:28.0,A. Bradley misses 3-pt jump shot from 23 ft,,51,50
205,2,0:26.0,,Defensive rebound by L. Aldridge,51,50
206,2,0:20.0,,San Antonio full timeout,51,50
207,2,0:20.0,,R. Gay enters the game for P. Gasol,51,50
208,2,0:20.0,H. Ellenson enters the game for A. Tolliver,,51,50
209,2,0:13.0,S. Johnson enters the game for H. Ellenson,,51,50
210,2,0:06.0,,P. Mills misses 3-pt jump shot from 25 ft,51,50
211,2,0:01.0,Defensive rebound by S. Johnson,,51,50
212,2,0:00.0,Shooting foul by R. Gay (drawn by S. Johnson),,51,50
213,2,0:00.0,S. Johnson makes free throw 3 of 3,,52,50
214,2,0:00.0,S. Johnson makes free throw 2 of 3,,53,50
215,2,0:00.0,S. Johnson misses free throw 1 of 3,,53,50
216,2,0:00.0,Offensive rebound by Team,,53,50
217,3,11:48.0,A. Tolliver misses 3-pt jump shot from 25 ft,,53,50
218,3,11:42.0,Offensive rebound by A. Drummond,,53,50
219,3,11:42.0,Shooting foul by L. Aldridge (drawn by A. Drummond),,53,50
220,3,11:42.0,A. Drummond makes free throw 1 of 2,,54,50
221,3,11:42.0,A. Drummond misses free throw 2 of 2,,54,50
222,3,11:40.0,,Defensive rebound by L. Aldridge,54,50
223,3,11:27.0,,Personal foul by A. Bradley (drawn by T. Parker),54,50
224,3,11:15.0,,L. Aldridge misses 2-pt jump shot from 16 ft,54,50
225,3,11:12.0,Defensive rebound by A. Drummond,,54,50
226,3,10:58.0,T. Harris makes 2-pt jump shot from 10 ft (assist by A. Bradley),,56,50
227,3,10:45.0,,D. Green misses 3-pt jump shot from 23 ft,56,50
228,3,10:42.0,Defensive rebound by A. Tolliver,,56,50
229,3,10:27.0,Personal foul by R. Gay (drawn by A. Drummond),,56,50
230,3,10:20.0,T. Harris misses 3-pt jump shot from 26 ft,,56,50
231,3,10:17.0,,Defensive rebound by P. Gasol,56,50
232,3,10:05.0,,L. Aldridge misses 3-pt jump shot from 25 ft,56,50
233,3,10:01.0,Defensive rebound by A. Drummond,,56,50
234,3,9:55.0,A. Tolliver makes 3-pt jump shot from 22 ft (assist by T. Harris),,59,50
235,3,9:53.0,,San Antonio full timeout,59,50
236,3,9:32.0,,L. Aldridge misses 2-pt layup from 4 ft,59,50
237,3,9:29.0,,Offensive rebound by R. Gay,59,50
238,3,9:28.0,,D. Green misses 3-pt jump shot from 25 ft,59,50
239,3,9:26.0,,Offensive rebound by R. Gay,59,50
240,3,9:20.0,,R. Gay misses 2-pt jump shot from 11 ft,59,50
241,3,9:17.0,Defensive rebound by A. Drummond,,59,50
242,3,9:09.0,R. Jackson misses 2-pt jump shot from 12 ft,,59,50
243,3,9:06.0,,Defensive rebound by L. Aldridge,59,50
244,3,8:56.0,,R. Gay makes 2-pt jump shot from 10 ft (assist by P. Gasol),59,52
245,3,8:40.0,T. Harris makes 2-pt jump shot from 12 ft (assist by A. Drummond),,61,52
246,3,8:30.0,,Turnover by T. Parker (step out of bounds),61,52
247,3,8:21.0,A. Bradley misses 2-pt jump shot from 21 ft,,61,52
248,3,8:17.0,,Defensive rebound by R. Gay,61,52
249,3,8:08.0,,Turnover by P. Gasol (bad pass; steal by T. Harris),61,52
250,3,7:59.0,Turnover by R. Jackson (lost ball; steal by L. Aldridge),,61,52
251,3,7:59.0,,D. Green makes 3-pt jump shot from 25 ft (assist by L. Aldridge),61,55
252,3,7:51.0,Shooting foul by T. Parker (drawn by A. Drummond),,61,55
253,3,7:51.0,A. Drummond misses free throw 1 of 2,,61,55
254,3,7:51.0,Offensive rebound by Team,,61,55
255,3,7:51.0,A. Drummond makes free throw 2 of 2,,62,55
256,3,7:35.0,,L. Aldridge misses 2-pt jump shot from 12 ft,62,55
257,3,7:33.0,Defensive rebound by A. Drummond,,62,55
258,3,7:20.0,A. Bradley misses 2-pt jump shot from 14 ft,,62,55
259,3,7:20.0,,Defensive rebound by P. Gasol,62,55
260,3,7:01.0,,P. Gasol makes 2-pt layup from 2 ft (assist by D. Green),62,57
261,3,6:39.0,A. Drummond misses 2-pt layup from 2 ft,,62,57
262,3,6:36.0,,Defensive rebound by T. Parker,62,57
263,3,6:19.0,,D. Green makes 2-pt jump shot from 17 ft (assist by L. Aldridge),62,59
264,3,5:55.0,A. Drummond makes 2-pt layup from 2 ft (assist by R. Jackson),,64,59
265,3,5:37.0,,L. Aldridge makes 2-pt layup from 2 ft (assist by P. Gasol),64,61
266,3,5:24.0,Offensive foul by A. Bradley (drawn by L. Aldridge),,64,61
267,3,5:24.0,Turnover by A. Bradley (offensive foul),,64,61
268,3,5:24.0,,D. Bertāns enters the game for T. Parker,64,61
269,3,5:24.0,,P. Mills enters the game for P. Gasol,64,61
270,3,5:01.0,,L. Aldridge misses 2-pt jump shot from 16 ft,64,61
271,3,4:59.0,Defensive rebound by A. Bradley,,64,61
272,3,4:54.0,A. Bradley misses 3-pt jump shot from 25 ft,,64,61
273,3,4:42.0,,Defensive rebound by R. Gay,64,61
274,3,4:41.0,,Turnover by L. Aldridge (out of bounds lost ball),64,61
275,3,4:41.0,,M. Ginóbili enters the game for R. Gay,64,61
276,3,4:33.0,Shooting foul by L. Aldridge (drawn by A. Drummond),,64,61
277,3,4:33.0,A. Drummond misses free throw 1 of 2,,64,61
278,3,4:33.0,Offensive rebound by Team,,64,61
279,3,4:33.0,S. Johnson enters the game for R. Jackson,,64,61
280,3,4:33.0,I. Smith enters the game for A. Tolliver,,64,61
281,3,4:33.0,A. Drummond makes free throw 2 of 2,,65,61
282,3,4:17.0,,D. Bertāns misses 3-pt jump shot from 24 ft,65,61
283,3,4:11.0,Defensive rebound by S. Johnson,,65,61
284,3,4:00.0,T. Harris misses 3-pt jump shot from 26 ft,,65,61
285,3,3:56.0,,Defensive rebound by P. Mills,65,61
286,3,3:48.0,,Turnover by P. Mills (bad pass; steal by A. Drummond),65,61
287,3,3:42.0,Personal foul by P. Mills (drawn by I. Smith),,65,61
288,3,3:42.0,I. Smith makes free throw 1 of 2,,66,61
289,3,3:42.0,L. Kennard enters the game for A. Bradley,,66,61
290,3,3:42.0,I. Smith makes free throw 2 of 2,,67,61
291,3,3:34.0,,Personal foul by S. Johnson (drawn by M. Ginóbili),67,61
292,3,3:26.0,,D. Green misses 2-pt layup from 2 ft,67,61
293,3,3:22.0,,Offensive rebound by D. Green,67,61
294,3,3:19.0,,Turnover by D. Green (lost ball; steal by I. Smith),67,61
295,3,3:19.0,I. Smith misses 2-pt layup from 4 ft (block by D. Green),,67,61
296,3,3:19.0,Offensive rebound by Team,,67,61
297,3,3:06.0,,P. Gasol enters the game for L. Aldridge,67,61
298,3,3:04.0,T. Harris misses 2-pt jump shot from 16 ft,,67,61
299,3,3:01.0,,Defensive rebound by P. Gasol,67,61
300,3,2:49.0,,P. Mills misses 3-pt jump shot from 25 ft,67,61
301,3,2:45.0,Defensive rebound by A. Drummond,,67,61
302,3,2:39.0,I. Smith makes 2-pt layup from 2 ft,,69,61
303,3,2:23.0,,Personal foul by T. Harris (drawn by D. Bertāns),69,61
304,3,2:23.0,Detroit full timeout,,69,61
305,3,2:23.0,,D. Murray enters the game for D. Green,69,61
306,3,2:23.0,E. Moreland enters the game for A. Drummond,,69,61
307,3,2:13.0,,P. Mills makes 3-pt jump shot from 24 ft (assist by D. Bertāns),69,64
308,3,1:55.0,Personal foul by M. Ginóbili (drawn by I. Smith),,69,64
309,3,1:55.0,I. Smith makes free throw 1 of 2,,70,64
310,3,1:55.0,I. Smith misses free throw 2 of 2,,70,64
311,3,1:53.0,,Defensive rebound by P. Gasol,70,64
312,3,1:41.0,Offensive charge foul by M. Ginóbili (drawn by E. Moreland),,70,64
313,3,1:41.0,,Turnover by M. Ginóbili (offensive foul),70,64
314,3,1:29.0,S. Johnson misses 2-pt jump shot from 14 ft,,70,64
315,3,1:26.0,,Defensive rebound by M. Ginóbili,70,64
316,3,1:19.0,,P. Mills makes 3-pt jump shot from 25 ft (assist by M. Ginóbili),70,67
317,3,1:00.0,L. Kennard makes 3-pt jump shot from 27 ft (assist by I. Smith),,73,67
318,3,0:48.0,,D. Bertāns makes 2-pt layup from 4 ft (assist by P. Mills),73,69
319,3,0:35.0,L. Kennard misses 2-pt jump shot from 17 ft,,73,69
320,3,0:32.0,,Defensive rebound by D. Bertāns,73,69
321,3,0:23.0,,P. Gasol misses 3-pt jump shot from 24 ft,73,69
322,3,0:17.0,Defensive rebound by S. Johnson,,73,69
323,3,0:02.0,I. Smith misses 2-pt jump shot from 22 ft,,73,69
324,3,0:02.0,,Defensive rebound by P. Gasol,73,69
325,4,11:49.0,,D. Bertāns misses 3-pt jump shot from 24 ft,73,69
326,4,11:45.0,Defensive rebound by S. Johnson,,73,69
327,4,11:37.0,A. Tolliver misses 3-pt jump shot from 23 ft,,73,69
328,4,11:34.0,,Defensive rebound by D. Murray,73,69
329,4,11:26.0,,M. Ginóbili makes 3-pt jump shot from 24 ft (assist by P. Gasol),73,72
330,4,11:04.0,Offensive foul by A. Tolliver (drawn by P. Mills),,73,72
331,4,11:04.0,Turnover by A. Tolliver (offensive foul),,73,72
332,4,11:04.0,R. Jackson enters the game for I. Smith,,73,72
333,4,10:49.0,,D. Bertāns makes 3-pt jump shot from 27 ft (assist by D. Murray),73,75
334,4,10:47.0,Detroit full timeout,,73,75
335,4,10:27.0,R. Jackson misses 2-pt jump shot from 19 ft,,73,75
336,4,10:26.0,,Defensive rebound by Team,73,75
337,4,10:26.0,Loose ball foul by E. Moreland (drawn by D. Murray),,73,75
338,4,10:15.0,,P. Gasol makes 2-pt dunk from 1 ft (assist by M. Ginóbili),73,77
339,4,10:00.0,R. Jackson makes 2-pt layup from 3 ft,,75,77
340,4,9:47.0,Offensive charge foul by D. Murray (drawn by E. Moreland),,75,77
341,4,9:47.0,,Turnover by D. Murray (offensive foul),75,77
342,4,9:47.0,A. Bradley enters the game for L. Kennard,,75,77
343,4,9:33.0,Turnover by A. Bradley (out of bounds lost ball),,75,77
344,4,9:19.0,,P. Gasol makes 2-pt hook shot from 5 ft (assist by D. Murray),75,79
345,4,9:19.0,Violation by E. Moreland (def goaltending),,75,79
346,4,9:09.0,S. Johnson misses 2-pt jump shot from 7 ft (block by P. Gasol),,75,79
347,4,9:09.0,,Defensive rebound by P. Mills,75,79
348,4,9:03.0,,D. Bertāns misses 3-pt jump shot from 27 ft,75,79
349,4,9:03.0,Defensive rebound by Team,,75,79
350,4,9:03.0,,Loose ball foul by D. Murray (drawn by A. Tolliver),75,79
351,4,9:03.0,,D. Green enters the game for P. Mills,75,79
352,4,9:03.0,,B. Forbes enters the game for M. Ginóbili,75,79
353,4,8:45.0,Shooting foul by D. Bertāns (drawn by R. Jackson),,75,79
354,4,8:45.0,R. Jackson misses free throw 1 of 2,,75,79
355,4,8:45.0,Offensive rebound by Team,,75,79
356,4,8:45.0,,R. Gay enters the game for D. Bertāns,75,79
357,4,8:45.0,A. Drummond enters the game for E. Moreland,,75,79
358,4,8:45.0,T. Harris enters the game for S. Johnson,,75,79
359,4,8:45.0,S. Johnson enters the game for A. Tolliver,,75,79
360,4,8:45.0,R. Jackson misses free throw 2 of 2,,75,79
361,4,8:40.0,,Defensive rebound by R. Gay,75,79
362,4,8:31.0,,P. Gasol misses 2-pt jump shot from 6 ft,75,79
363,4,8:28.0,Defensive rebound by A. Drummond,,75,79
364,4,8:19.0,T. Harris makes 3-pt jump shot from 25 ft (assist by S. Johnson),,78,79
365,4,8:05.0,,P. Gasol misses 2-pt jump shot from 17 ft,78,79
366,4,8:05.0,Defensive rebound by T. Harris,,78,79
367,4,7:56.0,A. Bradley makes 2-pt jump shot from 12 ft,,80,79
368,4,7:56.0,Shooting foul by B. Forbes (drawn by A. Bradley),,80,79
369,4,7:56.0,,L. Aldridge enters the game for P. Gasol,80,79
370,4,7:56.0,A. Bradley makes free throw 1 of 1,,81,79
371,4,7:43.0,,B. Forbes misses 3-pt jump shot from 24 ft,81,79
372,4,7:39.0,Defensive rebound by T. Harris,,81,79
373,4,7:31.0,S. Johnson makes 3-pt jump shot from 25 ft (assist by R. Jackson),,84,79
374,4,7:30.0,,San Antonio full timeout,84,79
375,4,7:07.0,,D. Green makes 3-pt jump shot from 27 ft (assist by R. Gay),84,82
376,4,6:45.0,R. Jackson makes 2-pt layup from 1 ft,,86,82
377,4,6:25.0,,Personal foul by S. Johnson (drawn by B. Forbes),86,82
378,4,6:11.0,,R. Gay misses 2-pt jump shot from 9 ft,86,82
379,4,6:09.0,Defensive rebound by R. Jackson,,86,82
380,4,6:02.0,S. Johnson misses 3-pt jump shot from 23 ft,,86,82
381,4,5:58.0,,Defensive rebound by L. Aldridge,86,82
382,4,5:48.0,,P. Mills enters the game for D. Murray,86,82
383,4,5:48.0,,M. Ginóbili enters the game for B. Forbes,86,82
384,4,5:46.0,,M. Ginóbili misses 3-pt jump shot from 22 ft,86,82
