,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,MILWAUKEE_ACTION,MEMPHIS_SCORE,MILWAUKEE_SCORE
377,4,3:38.0,,Violation by J. Henson (def goaltending),99,103
378,4,3:20.0,,J. Henson misses 2-pt hook shot from 4 ft,99,103
379,4,3:19.0,,Offensive rebound by Team,99,103
380,4,3:08.0,,J. Henson makes 2-pt hook shot from 4 ft (assist by E. Bledsoe),99,105
381,4,2:51.0,D. Brooks makes 2-pt layup from 2 ft (assist by T. Evans),,101,105
382,4,2:31.0,,Turnover by K. Middleton (lost ball; steal by M. Conley),101,105
383,4,2:21.0,T. Evans misses 2-pt layup from 1 ft,,101,105
384,4,2:20.0,,Defensive rebound by E. Bledsoe,101,105
385,4,2:19.0,,Personal foul by M. Chalmers (drawn by E. Bledsoe),101,105
386,4,2:19.0,J. Ennis enters the game for M. Chalmers,,101,105
387,4,2:10.0,,J. Henson makes 2-pt hook shot from 3 ft (assist by T. Snell),101,107
388,4,1:57.0,M. Conley misses 2-pt layup from 6 ft,,101,107
389,4,1:53.0,Offensive rebound by M. Gasol,,101,107
390,4,1:50.0,M. Gasol misses 2-pt layup at rim,,101,107
391,4,1:48.0,,Defensive rebound by J. Henson,101,107
392,4,1:36.0,,K. Middleton misses 2-pt jump shot from 19 ft,101,107
393,4,1:33.0,Defensive rebound by D. Brooks,,101,107
394,4,1:26.0,M. Conley misses 3-pt jump shot from 23 ft,,101,107
395,4,1:23.0,,Defensive rebound by E. Bledsoe,101,107
396,4,1:04.0,,G. Antetokounmpo misses 2-pt jump shot from 16 ft,101,107
397,4,1:02.0,,Offensive rebound by J. Henson,101,107
398,4,0:44.0,,E. Bledsoe misses 2-pt jump shot from 20 ft,101,107
399,4,0:41.0,Defensive rebound by M. Gasol,,101,107
400,4,0:37.0,T. Evans misses 2-pt layup from 1 ft,,101,107
401,4,0:34.0,,Defensive rebound by J. Henson,101,107
402,4,0:28.0,,Milwaukee full timeout,101,107
403,4,0:26.0,,Personal take foul by D. Brooks (drawn by E. Bledsoe),101,107
404,4,0:24.0,,Personal take foul by M. Gasol (drawn by E. Bledsoe),101,107
405,4,0:24.0,,E. Bledsoe misses free throw 1 of 2,101,107
406,4,0:24.0,,Offensive rebound by Team,101,107
407,4,0:24.0,,E. Bledsoe makes free throw 2 of 2,101,108
408,4,0:24.0,Memphis full timeout,,101,108
409,4,0:18.0,M. Conley misses 3-pt jump shot from 22 ft,,101,108
410,4,0:17.0,Offensive rebound by D. Brooks,,101,108
411,4,0:16.0,D. Brooks makes 2-pt layup from 1 ft,,103,108
412,4,0:12.0,,J. Henson makes 2-pt dunk from 1 ft (assist by G. Antetokounmpo),103,110
413,4,0:07.0,D. Brooks misses 3-pt jump shot from 27 ft,,103,110
414,4,0:03.0,,Defensive rebound by E. Bledsoe,103,110
