,QUARTER,TIME_REMAINING,PORTLAND_ACTION,BROOKLYN_ACTION,PORTLAND_SCORE,BROOKLYN_SCORE
375,4,7:08.0,Offensive rebound by J. Nurkić,,107,110
376,4,7:07.0,J. Nurkić makes 2-pt layup from 1 ft,,109,110
377,4,6:50.0,,S. Dinwiddie makes 2-pt layup from 1 ft,109,112
378,4,6:40.0,,R. Hollis-Jefferson enters the game for J. Allen,109,112
379,4,6:40.0,N. Vonleh enters the game for M. Harkless,,109,112
380,4,6:39.0,Shooting foul by A. Crabbe (drawn by C. McCollum),,109,112
381,4,6:39.0,C. McCollum makes free throw 1 of 2,,110,112
382,4,6:39.0,C. McCollum makes free throw 2 of 2,,111,112
383,4,6:21.0,,S. Dinwiddie makes 2-pt jump shot from 13 ft,111,114
384,4,6:10.0,D. Lillard misses 3-pt jump shot from 23 ft,,111,114
385,4,6:08.0,,Defensive rebound by S. Dinwiddie,111,114
386,4,5:58.0,,S. Dinwiddie misses 3-pt jump shot from 24 ft,111,114
387,4,5:56.0,Defensive rebound by N. Vonleh,,111,114
388,4,5:49.0,E. Turner misses 2-pt jump shot from 7 ft,,111,114
389,4,5:46.0,,Defensive rebound by C. LeVert,111,114
390,4,5:32.0,,C. LeVert makes 2-pt layup at rim,111,116
391,4,5:32.0,Portland full timeout,,111,116
392,4,5:25.0,Personal foul by C. LeVert (drawn by D. Lillard),,111,116
393,4,5:25.0,D. Lillard makes free throw 1 of 2,,112,116
394,4,5:25.0,D. Lillard makes free throw 2 of 2,,113,116
395,4,5:19.0,,Personal foul by C. McCollum (drawn by A. Crabbe),113,116
396,4,5:09.0,,S. Dinwiddie misses 2-pt jump shot from 12 ft,113,116
397,4,5:06.0,Defensive rebound by J. Nurkić,,113,116
398,4,5:01.0,D. Lillard misses 3-pt jump shot from 26 ft,,113,116
399,4,4:58.0,,Defensive rebound by T. Booker,113,116
400,4,4:48.0,,C. LeVert makes 2-pt jump shot from 22 ft,113,118
401,4,4:31.0,C. McCollum misses 2-pt layup from 1 ft (block by R. Hollis-Jefferson),,113,118
402,4,4:27.0,,Defensive rebound by T. Booker,113,118
403,4,4:20.0,,A. Crabbe misses 3-pt jump shot from 25 ft,113,118
404,4,4:20.0,Defensive rebound by J. Nurkić,,113,118
405,4,4:04.0,Shooting foul by T. Booker (drawn by J. Nurkić),,113,118
406,4,4:04.0,J. Nurkić makes free throw 1 of 2,,114,118
407,4,4:04.0,,J. Allen enters the game for T. Booker,114,118
408,4,4:04.0,J. Nurkić makes free throw 2 of 2,,115,118
409,4,3:42.0,,Shooting foul by E. Turner (drawn by J. Allen),115,118
410,4,3:42.0,,J. Allen makes free throw 1 of 2,115,119
411,4,3:42.0,S. Napier enters the game for N. Vonleh,,115,119
412,4,3:42.0,,J. Allen misses free throw 2 of 2,115,119
413,4,3:40.0,Defensive rebound by J. Nurkić,,115,119
414,4,3:30.0,E. Turner misses 2-pt jump shot from 19 ft,,115,119
415,4,3:27.0,,Defensive rebound by J. Allen,115,119
416,4,3:10.0,,S. Dinwiddie misses 2-pt jump shot from 14 ft,115,119
417,4,3:06.0,Defensive rebound by J. Nurkić,,115,119
418,4,2:57.0,D. Lillard misses 2-pt layup from 1 ft (block by S. Dinwiddie),,115,119
419,4,2:54.0,,Defensive rebound by C. LeVert,115,119
420,4,2:53.0,,Turnover by C. LeVert (lost ball; steal by C. McCollum),115,119
421,4,2:42.0,J. Nurkić misses 2-pt jump shot from 22 ft,,115,119
422,4,2:40.0,,Defensive rebound by J. Allen,115,119
423,4,2:20.0,,A. Crabbe makes 2-pt jump shot from 12 ft (assist by S. Dinwiddie),115,121
424,4,2:06.0,Personal foul by J. Allen (drawn by D. Lillard),,115,121
425,4,2:06.0,D. Lillard makes free throw 1 of 2,,116,121
426,4,2:06.0,D. Lillard makes free throw 2 of 2,,117,121
427,4,1:48.0,,J. Allen misses 2-pt layup from 6 ft (block by J. Nurkić),117,121
428,4,1:48.0,Defensive rebound by Team,,117,121
429,4,1:42.0,D. Lillard misses 2-pt layup from 1 ft (block by J. Allen),,117,121
430,4,1:42.0,Offensive rebound by J. Nurkić,,117,121
431,4,1:42.0,Shooting foul by S. Dinwiddie (drawn by J. Nurkić),,117,121
432,4,1:42.0,J. Nurkić misses free throw 1 of 2,,117,121
433,4,1:42.0,Offensive rebound by Team,,117,121
434,4,1:42.0,J. Nurkić makes free throw 2 of 2,,118,121
435,4,1:27.0,,J. Allen misses 2-pt layup from 5 ft (block by D. Lillard),118,121
436,4,1:26.0,,Offensive rebound by S. Dinwiddie,118,121
437,4,1:25.0,,S. Dinwiddie misses 2-pt layup from 1 ft (block by J. Nurkić),118,121
438,4,1:25.0,Defensive rebound by J. Nurkić,,118,121
439,4,1:15.0,C. McCollum makes 2-pt layup from 1 ft,,120,121
440,4,1:00.0,,A. Crabbe misses 2-pt jump shot from 10 ft (block by C. McCollum),120,121
441,4,0:57.0,Defensive rebound by E. Turner,,120,121
442,4,0:55.0,S. Napier makes 2-pt layup at rim,,122,121
443,4,0:55.0,Shooting foul by S. Dinwiddie (drawn by S. Napier),,122,121
444,4,0:55.0,,D. Carroll enters the game for R. Hollis-Jefferson,122,121
445,4,0:55.0,S. Napier makes free throw 1 of 1,,123,121
446,4,0:39.0,,S. Dinwiddie misses 2-pt jump shot from 1 ft,123,121
447,4,0:38.0,,Offensive rebound by S. Dinwiddie,123,121
448,4,0:38.0,,S. Dinwiddie makes 2-pt layup from 1 ft,123,123
449,4,0:30.0,J. Nurkić misses 2-pt layup from 1 ft (block by D. Carroll),,123,123
450,4,0:28.0,,Defensive rebound by C. LeVert,123,123
451,4,0:27.0,,Turnover by C. LeVert (lost ball; steal by J. Nurkić),123,123
452,4,0:27.0,J. Nurkić makes 2-pt layup from 1 ft,,125,123
453,4,0:27.0,Shooting foul by S. Dinwiddie (drawn by J. Nurkić),,125,123
454,4,0:27.0,,Brooklyn full timeout,125,123
455,4,0:27.0,J. Nurkić makes free throw 1 of 1,,126,123
456,4,0:15.0,,S. Dinwiddie makes 2-pt layup from 1 ft (assist by J. Allen),126,125
457,4,0:15.0,P. Connaughton enters the game for J. Nurkić,,126,125
458,4,0:15.0,,R. Hollis-Jefferson enters the game for J. Allen,126,125
459,4,0:11.0,Personal take foul by C. LeVert (drawn by C. McCollum),,126,125
460,4,0:11.0,C. McCollum misses free throw 1 of 2,,126,125
461,4,0:11.0,Offensive rebound by Team,,126,125
462,4,0:11.0,,J. Allen enters the game for D. Carroll,126,125
463,4,0:11.0,J. Nurkić enters the game for P. Connaughton,,126,125
464,4,0:11.0,C. McCollum makes free throw 2 of 2,,127,125
465,4,0:11.0,,Brooklyn full timeout,127,125
466,4,0:11.0,,J. Harris enters the game for C. LeVert,127,125
467,4,0:11.0,,D. Carroll enters the game for R. Hollis-Jefferson,127,125
468,4,0:04.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,127,125
469,4,0:02.0,Defensive rebound by J. Nurkić,,127,125
470,4,0:02.0,Personal take foul by D. Carroll (drawn by J. Nurkić),,127,125
471,4,0:02.0,J. Nurkić misses free throw 1 of 2,,127,125
472,4,0:02.0,Offensive rebound by Team,,127,125
473,4,0:02.0,J. Nurkić misses free throw 2 of 2,,127,125
474,4,0:00.0,,Defensive rebound by D. Carroll,127,125
475,4,0:00.0,,Personal take foul by J. Nurkić (drawn by D. Carroll),127,125
