,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,MILWAUKEE_ACTION,NEW ORLEANS_SCORE,MILWAUKEE_SCORE
160,2,7:55.0,Shooting foul by T. Maker (drawn by A. Davis),,29,41
161,2,7:55.0,A. Davis misses free throw 1 of 2,,29,41
162,2,7:55.0,Offensive rebound by Team,,29,41
163,2,7:55.0,,K. Middleton enters the game for S. Brown,29,41
164,2,7:55.0,A. Davis makes free throw 2 of 2,,30,41
165,2,7:46.0,,J. Parker misses 2-pt jump shot from 17 ft,30,41
166,2,7:43.0,Defensive rebound by N. Mirotić,,30,41
167,2,7:38.0,D. Miller makes 3-pt jump shot from 26 ft (assist by J. Holiday),,33,41
168,2,7:13.0,,J. Parker makes 2-pt layup from 1 ft,33,43
169,2,6:53.0,,Milwaukee full timeout,33,43
170,2,6:53.0,,T. Zeller enters the game for T. Maker,33,43
171,2,6:47.0,A. Davis misses 2-pt jump shot from 6 ft,,33,43
172,2,6:44.0,,Defensive rebound by G. Antetokounmpo,33,43
173,2,6:23.0,,K. Middleton makes 3-pt jump shot from 26 ft,33,46
174,2,6:19.0,Turnover by J. Holiday (bad pass),,33,46
175,2,6:19.0,E. Okafor enters the game for N. Mirotić,,33,46
176,2,6:12.0,,K. Middleton misses 2-pt jump shot from 20 ft,33,46
177,2,6:11.0,Defensive rebound by Team,,33,46
178,2,6:11.0,,T. Snell enters the game for J. Parker,33,46
179,2,5:59.0,D. Miller misses 3-pt jump shot from 27 ft,,33,46
180,2,5:57.0,Offensive rebound by Team,,33,46
181,2,5:57.0,,Loose ball foul by T. Snell (drawn by A. Davis),33,46
182,2,5:57.0,E. Moore enters the game for I. Clark,,33,46
183,2,5:47.0,J. Holiday misses 2-pt layup from 1 ft,,33,46
184,2,5:43.0,Offensive rebound by A. Davis,,33,46
185,2,5:43.0,A. Davis makes 2-pt layup at rim,,35,46
186,2,5:34.0,,T. Zeller makes 2-pt layup from 1 ft,35,48
187,2,5:22.0,J. Holiday misses 2-pt jump shot from 9 ft,,35,48
188,2,5:20.0,,Defensive rebound by T. Zeller,35,48
189,2,5:17.0,,Shooting foul by A. Davis (drawn by G. Antetokounmpo),35,48
190,2,5:17.0,,G. Antetokounmpo makes free throw 1 of 2,35,49
191,2,5:17.0,,G. Antetokounmpo misses free throw 2 of 2,35,49
192,2,5:12.0,Defensive rebound by E. Okafor,,35,49
193,2,4:52.0,Turnover by Team (shot clock),,35,49
194,2,4:43.0,,K. Middleton makes 2-pt jump shot from 19 ft (assist by G. Antetokounmpo),35,51
195,2,4:32.0,J. Holiday makes 2-pt jump shot from 6 ft,,37,51
196,2,4:16.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,37,53
197,2,4:07.0,J. Holiday makes 2-pt layup from 6 ft,,39,53
198,2,3:51.0,,K. Middleton misses 3-pt jump shot from 26 ft,39,53
199,2,3:48.0,Defensive rebound by A. Davis,,39,53
200,2,3:44.0,Turnover by A. Davis (bad pass; steal by T. Snell),,39,53
201,2,3:38.0,,J. Terry misses 3-pt jump shot from 26 ft,39,53
202,2,3:34.0,,Offensive rebound by T. Zeller,39,53
203,2,3:31.0,,T. Snell makes 2-pt jump shot from 19 ft (assist by J. Terry),39,55
204,2,3:13.0,A. Davis makes 2-pt layup from 2 ft (assist by J. Holiday),,41,55
205,2,3:05.0,,Personal foul by A. Davis (drawn by K. Middleton),41,55
206,2,3:05.0,,K. Middleton makes free throw 1 of 2,41,56
207,2,3:05.0,,J. Parker enters the game for J. Terry,41,56
208,2,3:05.0,,E. Bledsoe enters the game for G. Antetokounmpo,41,56
209,2,3:05.0,N. Mirotić enters the game for D. Miller,,41,56
210,2,3:05.0,R. Rondo enters the game for E. Okafor,,41,56
211,2,3:05.0,,K. Middleton makes free throw 2 of 2,41,57
212,2,2:59.0,A. Davis makes 2-pt jump shot from 14 ft,,43,57
213,2,2:45.0,,Turnover by K. Middleton (bad pass; steal by N. Mirotić),43,57
214,2,2:35.0,N. Mirotić misses 3-pt jump shot from 23 ft,,43,57
215,2,2:32.0,,Defensive rebound by E. Bledsoe,43,57
216,2,2:16.0,,J. Parker misses 2-pt layup from 2 ft (block by N. Mirotić),43,57
217,2,2:12.0,,Offensive rebound by J. Parker,43,57
218,2,2:08.0,,T. Snell makes 2-pt jump shot from 19 ft (assist by J. Parker),43,59
219,2,2:01.0,Turnover by R. Rondo (bad pass; steal by T. Snell),,43,59
220,2,1:52.0,,E. Bledsoe misses 3-pt jump shot from 28 ft,43,59
221,2,1:52.0,Defensive rebound by Team,,43,59
222,2,1:51.0,New Orleans full timeout,,43,59
223,2,1:31.0,E. Moore misses 2-pt layup from 3 ft,,43,59
224,2,1:25.0,Offensive rebound by A. Davis,,43,59
225,2,1:25.0,A. Davis makes 2-pt dunk at rim,,45,59
226,2,1:17.0,,Shooting foul by J. Holiday (drawn by K. Middleton),45,59
227,2,1:17.0,,K. Middleton makes free throw 1 of 2,45,60
228,2,1:17.0,,K. Middleton makes free throw 2 of 2,45,61
229,2,1:09.0,J. Holiday makes 2-pt layup from 1 ft (assist by R. Rondo),,47,61
230,2,0:51.0,,Turnover by E. Bledsoe (bad pass; steal by E. Moore),47,61
231,2,0:44.0,J. Holiday misses 3-pt jump shot from 26 ft,,47,61
232,2,0:43.0,Offensive rebound by Team,,47,61
233,2,0:43.0,,Loose ball foul by T. Zeller (drawn by A. Davis),47,61
234,2,0:43.0,A. Davis makes free throw 1 of 2,,48,61
235,2,0:43.0,A. Davis makes free throw 2 of 2,,49,61
236,2,0:31.0,,J. Parker makes 2-pt dunk from 2 ft (assist by T. Zeller),49,63
237,2,0:25.0,Turnover by J. Holiday (bad pass; steal by K. Middleton),,49,63
238,2,0:00.0,,T. Snell makes 3-pt jump shot from 26 ft (assist by K. Middleton),49,66
239,3,11:43.0,Shooting foul by G. Antetokounmpo (drawn by E. Moore),,49,66
240,3,11:43.0,E. Moore misses free throw 1 of 2,,49,66
241,3,11:43.0,Offensive rebound by Team,,49,66
242,3,11:43.0,E. Moore makes free throw 2 of 2,,50,66
243,3,11:31.0,,G. Antetokounmpo makes 2-pt layup from 7 ft (assist by E. Bledsoe),50,68
244,3,11:18.0,A. Davis makes 2-pt layup from 3 ft (assist by R. Rondo),,52,68
245,3,11:01.0,,E. Bledsoe misses 2-pt jump shot from 20 ft,52,68
246,3,10:57.0,Defensive rebound by J. Holiday,,52,68
247,3,10:49.0,E. Okafor makes 2-pt dunk from 1 ft (assist by R. Rondo),,54,68
248,3,10:36.0,,G. Antetokounmpo misses 3-pt jump shot from 25 ft,54,68
249,3,10:32.0,Defensive rebound by J. Holiday,,54,68
250,3,10:30.0,R. Rondo makes 2-pt jump shot from 16 ft,,56,68
251,3,10:12.0,,Personal foul by J. Holiday (drawn by J. Henson),56,68
252,3,10:04.0,,K. Middleton misses 2-pt jump shot from 18 ft,56,68
253,3,10:01.0,Defensive rebound by J. Holiday,,56,68
254,3,9:56.0,A. Davis misses 3-pt jump shot from 29 ft,,56,68
255,3,9:51.0,,Defensive rebound by T. Snell,56,68
256,3,9:48.0,,G. Antetokounmpo misses 2-pt layup at rim,56,68
257,3,9:48.0,Defensive rebound by E. Moore,,56,68
258,3,9:48.0,Personal foul by G. Antetokounmpo (drawn by E. Moore),,56,68
259,3,9:31.0,A. Davis misses 2-pt jump shot from 15 ft,,56,68
260,3,9:31.0,,Defensive rebound by Team,56,68
261,3,9:31.0,Loose ball foul by E. Okafor (drawn by T. Snell),,56,68
262,3,9:21.0,,T. Snell misses 2-pt jump shot from 9 ft (block by A. Davis),56,68
263,3,9:17.0,Defensive rebound by E. Okafor,,56,68
264,3,9:06.0,J. Holiday makes 2-pt layup from 7 ft,,58,68
265,3,8:52.0,,Shooting foul by E. Okafor (drawn by G. Antetokounmpo),58,68
266,3,8:52.0,,G. Antetokounmpo misses free throw 1 of 2,58,68
267,3,8:52.0,,Offensive rebound by Team,58,68
268,3,8:52.0,,G. Antetokounmpo makes free throw 2 of 2,58,69
269,3,8:39.0,J. Holiday misses 2-pt jump shot from 13 ft,,58,69
270,3,8:36.0,,Defensive rebound by T. Snell,58,69
271,3,8:32.0,,Turnover by K. Middleton (lost ball; steal by R. Rondo),58,69
272,3,8:23.0,J. Holiday makes 2-pt layup from 1 ft,,60,69
273,3,8:23.0,,Milwaukee full timeout,60,69
274,3,8:05.0,,E. Bledsoe misses 2-pt jump shot from 18 ft,60,69
275,3,8:03.0,Defensive rebound by J. Holiday,,60,69
276,3,7:55.0,J. Holiday makes 2-pt layup at rim,,62,69
277,3,7:38.0,,J. Henson makes 2-pt hook shot from 6 ft (assist by E. Bledsoe),62,71
278,3,7:29.0,R. Rondo makes 3-pt jump shot from 27 ft,,65,71
279,3,7:14.0,,G. Antetokounmpo misses 2-pt jump shot from 19 ft,65,71
280,3,7:12.0,Defensive rebound by J. Holiday,,65,71
281,3,7:09.0,J. Holiday makes 3-pt jump shot from 26 ft,,68,71
282,3,6:47.0,,J. Henson makes 2-pt hook shot from 4 ft (assist by E. Bledsoe),68,73
283,3,6:38.0,J. Holiday misses 3-pt jump shot from 26 ft,,68,73
284,3,6:35.0,,Defensive rebound by E. Bledsoe,68,73
285,3,6:31.0,,E. Bledsoe misses 2-pt layup from 1 ft,68,73
286,3,6:29.0,Defensive rebound by J. Holiday,,68,73
287,3,6:21.0,E. Okafor misses 2-pt layup from 3 ft,,68,73
288,3,6:18.0,,Defensive rebound by J. Henson,68,73
289,3,6:10.0,,Turnover by T. Snell (traveling),68,73
290,3,5:52.0,Shooting foul by G. Antetokounmpo (drawn by J. Holiday),,68,73
291,3,5:52.0,J. Holiday makes free throw 1 of 2,,69,73
292,3,5:52.0,N. Mirotić enters the game for E. Okafor,,69,73
293,3,5:52.0,J. Holiday makes free throw 2 of 2,,70,73
294,3,5:36.0,,Turnover by K. Middleton (bad pass; steal by A. Davis),70,73
295,3,5:31.0,N. Mirotić makes 2-pt layup from 3 ft,,72,73
296,3,5:31.0,Shooting foul by E. Bledsoe (drawn by N. Mirotić),,72,73
297,3,5:31.0,,S. Brown enters the game for T. Snell,72,73
298,3,5:31.0,D. Miller enters the game for R. Rondo,,72,73
299,3,5:31.0,N. Mirotić makes free throw 1 of 1,,73,73
300,3,5:20.0,,K. Middleton makes 2-pt jump shot from 19 ft,73,75
301,3,5:11.0,Turnover by A. Davis (bad pass; steal by G. Antetokounmpo),,73,75
302,3,5:05.0,,Personal foul by E. Moore (drawn by J. Henson),73,75
303,3,5:05.0,,J. Parker enters the game for G. Antetokounmpo,73,75
304,3,4:59.0,,K. Middleton misses 3-pt jump shot from 27 ft,73,75
305,3,4:56.0,Defensive rebound by N. Mirotić,,73,75
306,3,4:39.0,E. Moore makes 2-pt layup from 3 ft (assist by D. Miller),,75,75
307,3,4:29.0,,K. Middleton makes 2-pt hook shot from 8 ft,75,77
308,3,4:17.0,J. Holiday misses 3-pt jump shot from 27 ft,,75,77
309,3,4:14.0,,Defensive rebound by E. Bledsoe,75,77
310,3,3:59.0,,J. Henson misses 2-pt layup from 1 ft (block by N. Mirotić),75,77
311,3,3:56.0,Defensive rebound by A. Davis,,75,77
312,3,3:52.0,E. Moore makes 3-pt jump shot from 23 ft (assist by J. Holiday),,78,77
313,3,3:51.0,,Milwaukee full timeout,78,77
314,3,3:51.0,,J. Terry enters the game for K. Middleton,78,77
315,3,3:51.0,,T. Maker enters the game for J. Henson,78,77
316,3,3:51.0,C. Diallo enters the game for A. Davis,,78,77
317,3,3:40.0,,E. Bledsoe makes 2-pt layup from 1 ft,78,79
318,3,3:24.0,J. Holiday misses 2-pt layup from 4 ft,,78,79
319,3,3:22.0,,Defensive rebound by T. Maker,78,79
320,3,3:18.0,,Turnover by S. Brown (traveling),78,79
321,3,3:03.0,E. Moore misses 2-pt layup from 1 ft (block by S. Brown),,78,79
322,3,3:03.0,,Defensive rebound by E. Bledsoe,78,79
323,3,3:03.0,,Milwaukee full timeout,78,79
324,3,3:03.0,,K. Middleton enters the game for J. Terry,78,79
325,3,2:48.0,,T. Maker makes 2-pt hook shot from 6 ft (assist by E. Bledsoe),78,81
326,3,2:40.0,Shooting foul by S. Brown (drawn by C. Diallo),,78,81
327,3,2:40.0,C. Diallo misses free throw 1 of 2,,78,81
328,3,2:40.0,Offensive rebound by Team,,78,81
329,3,2:40.0,C. Diallo makes free throw 2 of 2,,79,81
330,3,2:32.0,,Turnover by E. Bledsoe (traveling),79,81
331,3,2:17.0,J. Holiday makes 2-pt jump shot from 20 ft,,81,81
332,3,1:57.0,,K. Middleton misses 2-pt jump shot from 17 ft,81,81
333,3,1:57.0,Defensive rebound by E. Moore,,81,81
334,3,1:37.0,J. Holiday misses 2-pt jump shot from 16 ft,,81,81
335,3,1:34.0,,Defensive rebound by J. Parker,81,81
336,3,1:25.0,,J. Parker makes 2-pt layup at rim,81,83
337,3,1:03.0,J. Holiday makes 2-pt layup at rim,,83,83
338,3,0:50.0,,Shooting foul by J. Holiday (drawn by K. Middleton),83,83
339,3,0:50.0,,K. Middleton makes free throw 1 of 2,83,84
340,3,0:50.0,,J. Terry enters the game for E. Bledsoe,83,84
341,3,0:50.0,R. Rondo enters the game for J. Holiday,,83,84
342,3,0:50.0,,K. Middleton makes free throw 2 of 2,83,85
343,3,0:41.0,N. Mirotić makes 2-pt jump shot from 16 ft (assist by R. Rondo),,85,85
344,3,0:30.0,,J. Parker misses 2-pt dunk from 2 ft (block by N. Mirotić),85,85
345,3,0:27.0,Defensive rebound by D. Miller,,85,85
346,3,0:25.0,C. Diallo makes 2-pt layup from 1 ft (assist by R. Rondo),,87,85
347,3,0:03.0,,S. Brown misses 3-pt jump shot from 27 ft,87,85
348,3,0:03.0,Defensive rebound by E. Moore,,87,85
349,3,0:00.0,E. Moore misses 3-pt jump shot from 34 ft,,87,85
350,3,0:00.0,Offensive rebound by Team,,87,85
351,4,11:50.0,,Shooting foul by D. Miller (drawn by G. Antetokounmpo),87,85
352,4,11:50.0,,G. Antetokounmpo makes free throw 1 of 2,87,86
353,4,11:50.0,,G. Antetokounmpo makes free throw 2 of 2,87,87
354,4,11:32.0,R. Rondo misses 2-pt layup from 2 ft,,87,87
355,4,11:28.0,Offensive rebound by N. Mirotić,,87,87
356,4,11:28.0,N. Mirotić misses 2-pt layup at rim,,87,87
357,4,11:25.0,Offensive rebound by R. Rondo,,87,87
358,4,11:19.0,I. Clark makes 3-pt jump shot from 26 ft (assist by R. Rondo),,90,87
359,4,11:05.0,,J. Terry misses 2-pt jump shot from 10 ft,90,87
360,4,11:03.0,,Offensive rebound by G. Antetokounmpo,90,87
361,4,10:59.0,,J. Parker makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),90,90
362,4,10:45.0,A. Davis misses 2-pt jump shot from 18 ft,,90,90
363,4,10:42.0,,Defensive rebound by J. Parker,90,90
364,4,10:33.0,,S. Brown makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),90,93
365,4,10:18.0,R. Rondo makes 2-pt layup from 1 ft,,92,93
366,4,9:57.0,,J. Terry misses 3-pt jump shot from 26 ft,92,93
367,4,9:55.0,Defensive rebound by R. Rondo,,92,93
368,4,9:44.0,A. Davis misses 2-pt layup from 1 ft,,92,93
369,4,9:40.0,Offensive rebound by A. Davis,,92,93
370,4,9:35.0,A. Davis makes 2-pt layup from 1 ft (assist by I. Clark),,94,93
371,4,9:24.0,,T. Maker misses 3-pt jump shot from 27 ft,94,93
372,4,9:24.0,Defensive rebound by N. Mirotić,,94,93
373,4,9:12.0,Turnover by R. Rondo (bad pass),,94,93
374,4,9:12.0,,T. Zeller enters the game for T. Maker,94,93
375,4,8:55.0,,S. Brown makes 2-pt layup from 2 ft,94,95
376,4,8:42.0,N. Mirotić misses 3-pt jump shot from 29 ft,,94,95
377,4,8:40.0,,Defensive rebound by J. Parker,94,95
378,4,8:38.0,,Shooting foul by N. Mirotić (drawn by J. Parker),94,95
379,4,8:38.0,,J. Parker makes free throw 1 of 2,94,96
380,4,8:38.0,,J. Parker makes free throw 2 of 2,94,97
381,4,8:22.0,R. Rondo misses 2-pt layup from 1 ft,,94,97
