,QUARTER,TIME_REMAINING,NEW YORK_ACTION,SAN ANTONIO_ACTION,NEW YORK_SCORE,SAN ANTONIO_SCORE
378,4,7:06.0,J. Jack makes 2-pt jump shot from 21 ft (assist by F. Ntilikina),,90,101
379,4,6:38.0,,B. Forbes enters the game for D. Green,90,101
380,4,6:34.0,,L. Aldridge makes 2-pt jump shot from 20 ft (assist by P. Mills),90,103
381,4,6:19.0,F. Ntilikina misses 2-pt jump shot from 16 ft,,90,103
382,4,6:16.0,,Defensive rebound by K. Anderson,90,103
383,4,5:51.0,,K. Anderson makes 2-pt jump shot from 9 ft,90,105
384,4,5:39.0,M. Beasley makes 2-pt layup from 1 ft (assist by F. Ntilikina),,92,105
385,4,5:39.0,Shooting foul by K. Anderson (drawn by M. Beasley),,92,105
386,4,5:39.0,M. Beasley makes free throw 1 of 1,,93,105
387,4,5:18.0,,L. Aldridge misses 2-pt hook shot from 7 ft,93,105
388,4,5:17.0,Defensive rebound by M. Beasley,,93,105
389,4,5:10.0,K. Porziņģis makes 2-pt hook shot from 2 ft (assist by F. Ntilikina),,95,105
390,4,4:56.0,,Personal foul by J. Jack (drawn by P. Mills),95,105
391,4,4:56.0,,P. Mills makes free throw 1 of 2,95,106
392,4,4:56.0,,M. Ginóbili enters the game for K. Anderson,95,106
393,4,4:56.0,,P. Mills makes free throw 2 of 2,95,107
394,4,4:46.0,M. Beasley misses 2-pt layup from 8 ft,,95,107
395,4,4:45.0,,Defensive rebound by Team,95,107
396,4,4:27.0,,M. Ginóbili makes 2-pt jump shot from 12 ft (assist by T. Parker),95,109
397,4,4:09.0,J. Jack makes 2-pt jump shot from 16 ft (assist by M. Beasley),,97,109
398,4,3:50.0,,Turnover by M. Ginóbili (bad pass; steal by F. Ntilikina),97,109
399,4,3:48.0,Turnover by C. Lee (traveling),,97,109
400,4,3:48.0,,P. Gasol enters the game for T. Parker,97,109
401,4,3:37.0,,M. Ginóbili misses 2-pt layup from 1 ft (block by K. Porziņģis),97,109
402,4,3:34.0,Defensive rebound by M. Beasley,,97,109
403,4,3:30.0,C. Lee makes 3-pt jump shot from 22 ft (assist by F. Ntilikina),,100,109
404,4,3:04.0,,B. Forbes makes 3-pt jump shot from 22 ft (assist by P. Mills),100,112
405,4,3:03.0,New York full timeout,,100,112
406,4,2:48.0,F. Ntilikina misses 2-pt jump shot from 16 ft,,100,112
407,4,2:47.0,Offensive rebound by J. Jack,,100,112
408,4,2:45.0,J. Jack misses 2-pt jump shot from 3 ft,,100,112
409,4,2:45.0,,Defensive rebound by P. Gasol,100,112
410,4,2:30.0,,Shooting foul by K. Porziņģis (drawn by L. Aldridge),100,112
411,4,2:30.0,D. McDermott enters the game for K. Porziņģis,,100,112
412,4,2:30.0,,L. Aldridge misses free throw 1 of 2,100,112
413,4,2:30.0,,Offensive rebound by Team,100,112
414,4,2:30.0,,D. Murray enters the game for P. Gasol,100,112
415,4,2:30.0,,B. Paul enters the game for M. Ginóbili,100,112
416,4,2:30.0,,L. Aldridge makes free throw 2 of 2,100,113
417,4,2:24.0,J. Jack misses 3-pt jump shot from 25 ft,,100,113
418,4,2:21.0,Offensive rebound by D. McDermott,,100,113
419,4,2:17.0,F. Ntilikina makes 3-pt jump shot from 26 ft (assist by D. McDermott),,103,113
420,4,2:01.0,,L. Aldridge makes 2-pt layup from 1 ft (assist by D. Murray),103,115
421,4,1:53.0,F. Ntilikina misses 3-pt jump shot from 24 ft,,103,115
422,4,1:49.0,,Defensive rebound by P. Mills,103,115
423,4,1:25.0,,B. Paul misses 2-pt jump shot from 21 ft,103,115
424,4,1:23.0,Defensive rebound by M. Beasley,,103,115
425,4,1:21.0,Shooting block foul by B. Forbes (drawn by J. Jack),,103,115
426,4,1:21.0,J. Jack makes free throw 1 of 2,,104,115
427,4,1:21.0,,D. Bertāns enters the game for L. Aldridge,104,115
428,4,1:21.0,J. Jack makes free throw 2 of 2,,105,115
429,4,1:12.0,,Shooting foul by F. Ntilikina (drawn by D. Murray),105,115
430,4,1:12.0,,D. Murray misses free throw 1 of 2,105,115
431,4,1:12.0,,Offensive rebound by Team,105,115
432,4,1:12.0,,D. Murray misses free throw 2 of 2,105,115
433,4,1:09.0,Defensive rebound by D. McDermott,,105,115
434,4,1:00.0,M. Beasley makes 2-pt jump shot from 15 ft,,107,115
435,4,0:56.0,,Personal foul by F. Ntilikina (drawn by D. Murray),107,115
436,4,0:56.0,,D. Murray misses free throw 1 of 2,107,115
437,4,0:56.0,,Offensive rebound by Team,107,115
438,4,0:56.0,,D. Murray misses free throw 2 of 2,107,115
439,4,0:51.0,Defensive rebound by M. Beasley,,107,115
440,4,0:46.0,J. Jack misses 2-pt jump shot from 13 ft,,107,115
441,4,0:45.0,Offensive rebound by F. Ntilikina,,107,115
442,4,0:45.0,F. Ntilikina misses 2-pt layup at rim,,107,115
443,4,0:45.0,,Defensive rebound by D. Murray,107,115
444,4,0:45.0,,Personal foul by F. Ntilikina (drawn by D. Murray),107,115
445,4,0:45.0,,D. Murray makes free throw 1 of 2,107,116
446,4,0:45.0,,D. Murray makes free throw 2 of 2,107,117
447,4,0:34.0,C. Lee misses 3-pt jump shot from 24 ft,,107,117
448,4,0:32.0,,Defensive rebound by B. Paul,107,117
449,4,0:12.0,,D. Murray makes 2-pt jump shot from 19 ft,107,119
450,4,0:03.0,F. Ntilikina misses 2-pt jump shot from 13 ft,,107,119
451,4,0:01.0,,Defensive rebound by P. Mills,107,119
