,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,BROOKLYN_ACTION,OKLAHOMA CITY_SCORE,BROOKLYN_SCORE
378,4,9:44.0,,J. Allen makes 2-pt dunk at rim (assist by C. LeVert),81,84
379,4,9:24.0,T. Ferguson misses 3-pt jump shot from 22 ft,,81,84
380,4,9:21.0,,Defensive rebound by J. Harris,81,84
381,4,9:12.0,,R. Hollis-Jefferson misses 2-pt layup from 1 ft,81,84
382,4,9:08.0,Defensive rebound by R. Felton,,81,84
383,4,8:57.0,K. Singler makes 3-pt jump shot from 24 ft (assist by C. Anthony),,84,84
384,4,8:39.0,,Personal foul by R. Felton (drawn by C. LeVert),84,84
385,4,8:39.0,,T. Zeller enters the game for R. Hollis-Jefferson,84,84
386,4,8:39.0,,A. Crabbe enters the game for J. Allen,84,84
387,4,8:39.0,R. Westbrook enters the game for K. Singler,,84,84
388,4,8:39.0,A. Roberson enters the game for T. Ferguson,,84,84
389,4,8:36.0,,Offensive foul by T. Zeller (drawn by R. Felton),84,84
390,4,8:36.0,,Turnover by T. Zeller (offensive foul),84,84
391,4,8:24.0,Personal block foul by C. LeVert (drawn by R. Westbrook),,84,84
392,4,8:24.0,,S. Dinwiddie enters the game for C. LeVert,84,84
393,4,8:10.0,C. Anthony misses 2-pt jump shot from 17 ft,,84,84
394,4,8:08.0,,Defensive rebound by A. Crabbe,84,84
395,4,7:47.0,,Q. Acy misses 3-pt jump shot from 25 ft,84,84
396,4,7:45.0,Defensive rebound by A. Roberson,,84,84
397,4,7:38.0,Shooting foul by J. Harris (drawn by R. Westbrook),,84,84
398,4,7:38.0,R. Westbrook makes free throw 1 of 2,,85,84
399,4,7:38.0,,R. Hollis-Jefferson enters the game for Q. Acy,85,84
400,4,7:38.0,S. Adams enters the game for P. Patterson,,85,84
401,4,7:38.0,R. Westbrook misses free throw 2 of 2,,85,84
402,4,7:35.0,,Defensive rebound by S. Dinwiddie,85,84
403,4,7:21.0,,A. Crabbe makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),85,87
404,4,7:06.0,R. Felton misses 2-pt jump shot from 10 ft,,85,87
405,4,7:03.0,,Defensive rebound by J. Harris,85,87
406,4,7:01.0,,R. Hollis-Jefferson misses 2-pt layup from 1 ft,85,87
407,4,7:00.0,,Offensive rebound by J. Harris,85,87
408,4,6:59.0,,J. Harris misses 2-pt layup from 1 ft,85,87
409,4,6:58.0,Defensive rebound by Team,,85,87
410,4,6:58.0,,Loose ball foul by A. Crabbe (drawn by R. Felton),85,87
411,4,6:58.0,,Brooklyn full timeout,85,87
412,4,6:58.0,,D. Carroll enters the game for J. Harris,85,87
413,4,6:58.0,Á. Abrines enters the game for R. Felton,,85,87
414,4,6:58.0,K. Singler enters the game for C. Anthony,,85,87
415,4,6:43.0,K. Singler misses 2-pt jump shot from 9 ft,,85,87
416,4,6:41.0,,Defensive rebound by D. Carroll,85,87
417,4,6:19.0,,R. Hollis-Jefferson makes 3-pt jump shot from 22 ft (assist by S. Dinwiddie),85,90
418,4,5:57.0,R. Westbrook misses 2-pt jump shot from 14 ft,,85,90
419,4,5:53.0,Offensive rebound by S. Adams,,85,90
420,4,5:53.0,S. Adams misses 2-pt dunk at rim,,85,90
421,4,5:52.0,,Defensive rebound by S. Dinwiddie,85,90
422,4,5:38.0,,S. Dinwiddie makes 3-pt jump shot from 22 ft (assist by R. Hollis-Jefferson),85,93
423,4,5:38.0,,Shooting foul by A. Roberson (drawn by S. Dinwiddie),85,93
424,4,5:38.0,,C. LeVert enters the game for A. Crabbe,85,93
425,4,5:38.0,C. Anthony enters the game for Á. Abrines,,85,93
426,4,5:38.0,,S. Dinwiddie misses free throw 1 of 1,85,93
427,4,5:36.0,Defensive rebound by R. Westbrook,,85,93
428,4,5:30.0,C. Anthony misses 3-pt jump shot from 25 ft,,85,93
429,4,5:27.0,,Defensive rebound by T. Zeller,85,93
430,4,5:02.0,,D. Carroll misses 3-pt jump shot from 24 ft,85,93
431,4,5:00.0,Defensive rebound by C. Anthony,,85,93
432,4,4:54.0,R. Westbrook makes 2-pt jump shot from 15 ft,,87,93
433,4,4:31.0,,R. Hollis-Jefferson misses 2-pt layup from 1 ft,87,93
434,4,4:29.0,Defensive rebound by C. Anthony,,87,93
435,4,4:21.0,S. Adams misses 2-pt hook shot from 4 ft,,87,93
436,4,4:18.0,,Defensive rebound by S. Dinwiddie,87,93
437,4,4:02.0,,Shooting foul by R. Westbrook (drawn by T. Zeller),87,93
438,4,4:02.0,,T. Zeller misses free throw 1 of 2,87,93
439,4,4:02.0,,Offensive rebound by Team,87,93
440,4,4:02.0,,Q. Acy enters the game for R. Hollis-Jefferson,87,93
441,4,4:02.0,,T. Zeller makes free throw 2 of 2,87,94
442,4,3:47.0,Shooting foul by T. Zeller (drawn by C. Anthony),,87,94
443,4,3:47.0,C. Anthony misses free throw 2 of 2,,87,94
444,4,3:47.0,Offensive rebound by S. Adams,,87,94
445,4,3:47.0,C. Anthony misses free throw 1 of 2,,87,94
446,4,3:47.0,Offensive rebound by Team,,87,94
447,4,3:44.0,K. Singler misses 3-pt jump shot from 25 ft,,87,94
448,4,3:40.0,Offensive rebound by A. Roberson,,87,94
449,4,3:38.0,A. Roberson makes 2-pt layup at rim,,89,94
450,4,3:23.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,89,94
451,4,3:18.0,Defensive rebound by C. Anthony,,89,94
452,4,3:12.0,C. Anthony makes 2-pt jump shot from 18 ft,,91,94
453,4,2:37.0,,D. Carroll misses 2-pt jump shot from 22 ft,91,94
454,4,2:35.0,,Offensive rebound by Q. Acy,91,94
455,4,2:35.0,Oklahoma City full timeout,,91,94
456,4,2:35.0,,R. Hollis-Jefferson enters the game for T. Zeller,91,94
457,4,2:35.0,Á. Abrines enters the game for K. Singler,,91,94
458,4,2:33.0,,Turnover by Q. Acy (turnover; steal by S. Adams),91,94
459,4,2:11.0,Turnover by R. Westbrook (out of bounds lost ball),,91,94
460,4,2:11.0,,A. Crabbe enters the game for Q. Acy,91,94
461,4,1:51.0,,S. Dinwiddie makes 2-pt dunk at rim,91,96
462,4,1:42.0,C. Anthony misses 2-pt jump shot from 13 ft,,91,96
463,4,1:40.0,Offensive rebound by S. Adams,,91,96
464,4,1:38.0,C. Anthony misses 3-pt jump shot from 24 ft,,91,96
465,4,1:35.0,Offensive rebound by S. Adams,,91,96
466,4,1:35.0,S. Adams misses 2-pt layup at rim,,91,96
467,4,1:35.0,Offensive rebound by S. Adams,,91,96
468,4,1:35.0,Personal foul by C. LeVert (drawn by S. Adams),,91,96
469,4,1:35.0,S. Adams misses free throw 1 of 2,,91,96
470,4,1:35.0,Offensive rebound by Team,,91,96
471,4,1:35.0,S. Adams misses free throw 2 of 2,,91,96
472,4,1:33.0,,Defensive rebound by A. Crabbe,91,96
473,4,1:10.0,,D. Carroll misses 2-pt jump shot from 18 ft (block by A. Roberson),91,96
474,4,1:10.0,,Offensive rebound by Team,91,96
475,4,1:10.0,,Turnover by Team (shot clock),91,96
476,4,1:03.0,,Violation by C. LeVert (kicked ball),91,96
477,4,0:54.0,R. Westbrook misses 3-pt jump shot from 24 ft,,91,96
478,4,0:52.0,,Defensive rebound by A. Crabbe,91,96
479,4,0:32.0,,Brooklyn full timeout,91,96
480,4,0:32.0,,C. LeVert misses 3-pt jump shot from 29 ft,91,96
481,4,0:30.0,,Offensive rebound by Team,91,96
482,4,0:30.0,,Turnover by Team (shot clock),91,96
483,4,0:30.0,Oklahoma City full timeout,,91,96
484,4,0:21.0,Á. Abrines misses 2-pt layup from 2 ft,,91,96
485,4,0:18.0,Offensive rebound by A. Roberson,,91,96
486,4,0:18.0,A. Roberson misses 2-pt layup from 2 ft (block by C. LeVert),,91,96
487,4,0:18.0,,Defensive rebound by C. LeVert,91,96
488,4,0:18.0,,Personal foul by S. Adams (drawn by C. LeVert),91,96
489,4,0:18.0,,C. LeVert makes free throw 1 of 2,91,97
490,4,0:18.0,,C. LeVert makes free throw 2 of 2,91,98
491,4,0:18.0,Oklahoma City full timeout,,91,98
492,4,0:18.0,R. Felton enters the game for A. Roberson,,91,98
493,4,0:13.0,R. Westbrook makes 2-pt layup from 1 ft,,93,98
494,4,0:09.0,,Personal take foul by Á. Abrines (drawn by C. LeVert),93,98
495,4,0:09.0,,C. LeVert makes free throw 1 of 2,93,99
496,4,0:09.0,,C. LeVert makes free throw 2 of 2,93,100
497,4,0:03.0,Á. Abrines misses 2-pt jump shot from 17 ft,,93,100
498,4,0:02.0,Offensive rebound by S. Adams,,93,100
499,4,0:01.0,S. Adams misses 2-pt layup at rim,,93,100
500,4,0:01.0,Offensive rebound by S. Adams,,93,100
501,4,0:00.0,S. Adams makes 2-pt layup at rim,,95,100
