,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,LA LAKERS_ACTION,PHILADELPHIA_SCORE,LA LAKERS_SCORE
128,1,0:02.0,,Defensive rebound by K. Caldwell-Pope,29,26
129,1,0:01.0,,K. Caldwell-Pope misses 3-pt jump shot from 44 ft,29,26
130,1,0:00.0,,Offensive rebound by Team,29,26
131,2,11:37.0,,J. Clarkson makes 2-pt layup from 1 ft,29,28
132,2,11:20.0,Personal foul by L. Ball (drawn by D. Šarić),,29,28
133,2,11:12.0,B. Simmons misses 2-pt hook shot from 9 ft,,29,28
134,2,11:09.0,,Defensive rebound by A. Bogut,29,28
135,2,11:02.0,,J. Clarkson misses 3-pt jump shot from 26 ft,29,28
136,2,10:59.0,Defensive rebound by B. Simmons,,29,28
137,2,10:49.0,D. Šarić misses 3-pt jump shot from 24 ft,,29,28
138,2,10:45.0,Offensive rebound by J. Embiid,,29,28
139,2,10:40.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 24 ft,,29,28
140,2,10:38.0,Offensive rebound by B. Simmons,,29,28
141,2,10:35.0,Turnover by B. Simmons (bad pass; steal by C. Brewer),,29,28
142,2,10:32.0,,C. Brewer makes 2-pt layup at rim,29,30
143,2,10:19.0,J. Anderson misses 3-pt jump shot from 24 ft,,29,30
144,2,10:19.0,,Defensive rebound by C. Brewer,29,30
145,2,10:15.0,,Personal foul by J. Anderson (drawn by C. Brewer),29,30
146,2,10:07.0,,C. Brewer misses 3-pt jump shot from 22 ft,29,30
147,2,10:07.0,Defensive rebound by D. Šarić,,29,30
148,2,9:47.0,Shooting foul by A. Bogut (drawn by J. Anderson),,29,30
149,2,9:47.0,J. Anderson makes free throw 1 of 2,,30,30
150,2,9:47.0,T. McConnell enters the game for D. Šarić,,30,30
151,2,9:47.0,J. Anderson makes free throw 2 of 2,,31,30
152,2,9:38.0,,L. Ball misses 2-pt layup from 1 ft,31,30
153,2,9:36.0,Defensive rebound by J. Embiid,,31,30
154,2,9:32.0,J. Anderson makes 2-pt layup from 2 ft (assist by B. Simmons),,33,30
155,2,9:32.0,Shooting foul by C. Brewer (drawn by J. Anderson),,33,30
156,2,9:32.0,,LA Lakers full timeout,33,30
157,2,9:32.0,J. Anderson makes free throw 1 of 1,,34,30
158,2,9:20.0,R. Covington enters the game for J. Anderson,,34,30
159,2,9:06.0,,C. Brewer misses 2-pt jump shot from 4 ft (block by J. Embiid),34,30
160,2,9:04.0,Defensive rebound by J. Embiid,,34,30
161,2,8:59.0,Shooting foul by L. Ball (drawn by J. Embiid),,34,30
162,2,8:59.0,J. Embiid makes free throw 1 of 2,,35,30
163,2,8:59.0,,B. Ingram enters the game for C. Brewer,35,30
164,2,8:59.0,J. Embiid makes free throw 2 of 2,,36,30
165,2,8:50.0,,J. Randle misses 2-pt jump shot from 11 ft,36,30
166,2,8:47.0,Defensive rebound by B. Simmons,,36,30
167,2,8:39.0,Shooting foul by A. Bogut (drawn by J. Embiid),,36,30
168,2,8:39.0,J. Embiid makes free throw 1 of 2,,37,30
169,2,8:39.0,J. Embiid makes free throw 2 of 2,,38,30
170,2,8:32.0,,Turnover by L. Ball (traveling),38,30
171,2,8:15.0,R. Covington makes 3-pt jump shot from 25 ft (assist by J. Embiid),,41,30
172,2,7:53.0,,A. Bogut misses 2-pt jump shot from 10 ft,41,30
173,2,7:51.0,Defensive rebound by J. Embiid,,41,30
174,2,7:46.0,J. Embiid misses 3-pt jump shot from 25 ft,,41,30
175,2,7:43.0,,Defensive rebound by J. Randle,41,30
176,2,7:38.0,,L. Ball misses 3-pt jump shot from 25 ft,41,30
177,2,7:34.0,,Offensive rebound by A. Bogut,41,30
178,2,7:30.0,,J. Clarkson makes 2-pt layup from 1 ft,41,32
179,2,7:24.0,Turnover by R. Covington (bad pass; steal by J. Clarkson),,41,32
180,2,7:21.0,,L. Ball misses 3-pt jump shot from 25 ft (block by B. Simmons),41,32
181,2,7:19.0,Defensive rebound by J. Embiid,,41,32
182,2,7:07.0,T. Luwawu-Cabarrot makes 3-pt jump shot from 22 ft (assist by T. McConnell),,44,32
183,2,6:55.0,,Personal foul by T. Luwawu-Cabarrot (drawn by J. Clarkson),44,32
184,2,6:55.0,,K. Kuzma enters the game for J. Clarkson,44,32
185,2,6:55.0,,K. Caldwell-Pope enters the game for A. Bogut,44,32
186,2,6:55.0,A. Johnson enters the game for T. Luwawu-Cabarrot,,44,32
187,2,6:55.0,J. Redick enters the game for J. Embiid,,44,32
188,2,6:45.0,,Shooting foul by R. Covington (drawn by K. Kuzma),44,32
189,2,6:45.0,,K. Kuzma makes free throw 1 of 2,44,33
190,2,6:45.0,,K. Kuzma makes free throw 2 of 2,44,34
191,2,6:38.0,Turnover by A. Johnson (out of bounds lost ball),,44,34
192,2,6:26.0,,L. Ball makes 2-pt layup from 2 ft,44,36
193,2,6:12.0,Turnover by A. Johnson (turnover),,44,36
194,2,6:00.0,,J. Randle misses 2-pt layup from 2 ft,44,36
195,2,5:56.0,Defensive rebound by R. Covington,,44,36
196,2,5:51.0,B. Simmons makes 2-pt jump shot from 11 ft,,46,36
197,2,5:40.0,,K. Kuzma makes 2-pt layup from 1 ft (assist by K. Caldwell-Pope),46,38
198,2,5:24.0,Offensive foul by R. Covington (drawn by K. Caldwell-Pope),,46,38
199,2,5:24.0,Turnover by R. Covington (offensive foul),,46,38
200,2,5:24.0,,J. Clarkson enters the game for L. Ball,46,38
201,2,5:06.0,,B. Ingram makes 2-pt layup from 1 ft,46,40
202,2,5:06.0,Philadelphia full timeout,,46,40
203,2,5:06.0,T. Luwawu-Cabarrot enters the game for R. Covington,,46,40
204,2,4:55.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 26 ft,,46,40
205,2,4:53.0,,Defensive rebound by Team,46,40
206,2,4:42.0,,K. Kuzma misses 2-pt layup from 4 ft,46,40
207,2,4:34.0,,Offensive rebound by K. Kuzma,46,40
208,2,4:31.0,,K. Kuzma makes 2-pt layup from 1 ft,46,42
209,2,4:25.0,J. Redick makes 2-pt jump shot from 15 ft (assist by B. Simmons),,48,42
210,2,4:13.0,,K. Kuzma misses 2-pt jump shot from 10 ft,48,42
211,2,4:07.0,,Offensive rebound by J. Randle,48,42
212,2,4:07.0,,J. Randle misses 2-pt layup at rim,48,42
213,2,4:06.0,,Offensive rebound by J. Randle,48,42
214,2,4:05.0,,J. Randle misses 2-pt layup from 1 ft,48,42
215,2,3:59.0,,Offensive rebound by K. Kuzma,48,42
216,2,3:59.0,,K. Kuzma misses 2-pt layup at rim,48,42
217,2,3:51.0,Defensive rebound by J. Redick,,48,42
218,2,3:49.0,T. McConnell makes 3-pt jump shot from 25 ft (assist by J. Redick),,51,42
219,2,3:39.0,,J. Clarkson misses 2-pt jump shot from 8 ft,51,42
220,2,3:36.0,,Offensive rebound by J. Clarkson,51,42
221,2,3:34.0,,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by B. Ingram),51,45
222,2,3:15.0,Turnover by T. McConnell (turnover),,51,45
223,2,3:07.0,,B. Lopez enters the game for J. Randle,51,45
224,2,3:07.0,D. Šarić enters the game for A. Johnson,,51,45
225,2,3:07.0,J. Embiid enters the game for B. Simmons,,51,45
226,2,2:56.0,,J. Clarkson misses 2-pt jump shot from 9 ft,51,45
227,2,2:50.0,Defensive rebound by T. McConnell,,51,45
228,2,2:48.0,Turnover by T. Luwawu-Cabarrot (step out of bounds),,51,45
229,2,2:29.0,,J. Clarkson misses 2-pt layup from 2 ft (block by D. Šarić),51,45
230,2,2:25.0,Defensive rebound by J. Embiid,,51,45
231,2,2:19.0,Shooting foul by B. Lopez (drawn by J. Embiid),,51,45
232,2,2:19.0,,Technical foul by J. Clarkson,51,45
233,2,2:19.0,J. Redick makes technical free throw,,52,45
234,2,2:19.0,J. Embiid makes free throw 1 of 2,,53,45
235,2,2:19.0,B. Simmons enters the game for T. McConnell,,53,45
236,2,2:19.0,J. Embiid misses free throw 2 of 2,,53,45
237,2,2:17.0,,Defensive rebound by B. Ingram,53,45
238,2,2:02.0,,Turnover by K. Kuzma (traveling),53,45
239,2,1:53.0,J. Embiid makes 2-pt dunk at rim (assist by B. Simmons),,55,45
240,2,1:32.0,,B. Ingram makes 2-pt jump shot from 11 ft (assist by B. Lopez),55,47
241,2,1:16.0,B. Simmons misses 2-pt hook shot from 10 ft,,55,47
242,2,1:12.0,,Defensive rebound by B. Ingram,55,47
243,2,1:10.0,,Shooting foul by J. Embiid (drawn by K. Kuzma),55,47
244,2,1:10.0,,K. Kuzma makes free throw 1 of 2,55,48
245,2,1:10.0,,K. Kuzma makes free throw 2 of 2,55,49
246,2,0:58.0,J. Redick misses 3-pt jump shot from 25 ft,,55,49
247,2,0:54.0,,Defensive rebound by K. Kuzma,55,49
248,2,0:45.0,,Shooting foul by J. Redick (drawn by J. Clarkson),55,49
249,2,0:45.0,,J. Clarkson makes free throw 1 of 2,55,50
250,2,0:45.0,J. Anderson enters the game for J. Redick,,55,50
251,2,0:45.0,,J. Clarkson makes free throw 2 of 2,55,51
252,2,0:37.0,J. Embiid makes 2-pt layup from 1 ft (assist by B. Simmons),,57,51
253,2,0:37.0,Shooting foul by K. Caldwell-Pope (drawn by J. Embiid),,57,51
254,2,0:37.0,Technical foul by T. Luwawu-Cabarrot,,57,51
255,2,0:37.0,,J. Clarkson makes technical free throw,57,52
256,2,0:37.0,J. Embiid makes free throw 1 of 1,,58,52
257,2,0:32.0,,J. Clarkson misses 2-pt jump shot at rim,58,52
258,2,0:31.0,,Offensive rebound by J. Clarkson,58,52
259,2,0:31.0,,J. Clarkson makes 2-pt layup at rim,58,54
260,2,0:18.0,D. Šarić misses 3-pt jump shot from 30 ft,,58,54
261,2,0:15.0,,Defensive rebound by B. Lopez,58,54
262,2,0:01.0,,B. Lopez misses 3-pt jump shot from 22 ft,58,54
263,2,0:01.0,,Offensive rebound by K. Kuzma,58,54
264,3,11:44.0,,B. Lopez misses 2-pt jump shot from 9 ft (block by J. Embiid),58,54
265,3,11:41.0,Defensive rebound by J. Embiid,,58,54
266,3,11:31.0,B. Simmons misses 2-pt jump shot from 8 ft,,58,54
267,3,11:27.0,,Defensive rebound by B. Ingram,58,54
268,3,11:23.0,,B. Lopez misses 2-pt layup from 1 ft (block by D. Šarić),58,54
269,3,11:22.0,,Offensive rebound by B. Lopez,58,54
270,3,11:22.0,,Shooting foul by B. Simmons (drawn by B. Lopez),58,54
271,3,11:22.0,,B. Lopez makes free throw 1 of 2,58,55
272,3,11:22.0,,B. Lopez makes free throw 2 of 2,58,56
273,3,11:12.0,J. Embiid misses 2-pt jump shot from 13 ft,,58,56
274,3,11:08.0,,Defensive rebound by B. Ingram,58,56
275,3,11:03.0,,B. Lopez makes 2-pt hook shot from 5 ft (assist by B. Ingram),58,58
276,3,10:51.0,Shooting foul by L. Ball (drawn by B. Simmons),,58,58
277,3,10:51.0,B. Simmons makes free throw 1 of 2,,59,58
278,3,10:51.0,B. Simmons makes free throw 2 of 2,,60,58
279,3,10:37.0,,K. Caldwell-Pope makes 2-pt jump shot from 18 ft (assist by B. Lopez),60,60
280,3,10:28.0,B. Simmons makes 2-pt dunk from 1 ft (assist by J. Embiid),,62,60
281,3,10:12.0,,B. Lopez misses 2-pt jump shot from 11 ft,62,60
282,3,10:12.0,Defensive rebound by B. Simmons,,62,60
283,3,10:04.0,Shooting foul by B. Lopez (drawn by J. Embiid),,62,60
284,3,10:04.0,J. Embiid makes free throw 1 of 2,,63,60
285,3,10:04.0,J. Embiid makes free throw 2 of 2,,64,60
286,3,9:50.0,,B. Lopez makes 2-pt layup from 2 ft (assist by B. Ingram),64,62
287,3,9:33.0,J. Embiid makes 2-pt layup from 1 ft (assist by J. Redick),,66,62
288,3,9:17.0,,K. Kuzma makes 2-pt jump shot from 3 ft,66,64
289,3,8:59.0,Turnover by J. Embiid (lost ball; steal by K. Caldwell-Pope),,66,64
290,3,8:46.0,,B. Lopez misses 3-pt jump shot from 27 ft,66,64
291,3,8:43.0,Defensive rebound by B. Simmons,,66,64
292,3,8:35.0,D. Šarić makes 2-pt jump shot from 20 ft (assist by B. Simmons),,68,64
293,3,8:21.0,,B. Ingram makes 2-pt jump shot from 15 ft,68,66
294,3,8:09.0,J. Embiid makes 2-pt jump shot from 8 ft,,70,66
295,3,7:56.0,,L. Ball misses 3-pt jump shot from 26 ft,70,66
296,3,7:54.0,Defensive rebound by J. Redick,,70,66
297,3,7:52.0,Turnover by J. Redick (bad pass; steal by L. Ball),,70,66
298,3,7:48.0,,L. Ball misses 3-pt jump shot from 25 ft,70,66
299,3,7:46.0,Defensive rebound by J. Redick,,70,66
300,3,7:35.0,J. Redick makes 2-pt layup at rim (assist by B. Simmons),,72,66
301,3,7:35.0,,LA Lakers full timeout,72,66
302,3,7:35.0,,A. Bogut enters the game for B. Lopez,72,66
303,3,7:35.0,T. McConnell enters the game for D. Šarić,,72,66
304,3,7:25.0,,K. Kuzma misses 3-pt jump shot from 25 ft,72,66
305,3,7:22.0,Defensive rebound by J. Embiid,,72,66
306,3,7:15.0,J. Embiid misses 2-pt jump shot from 12 ft (block by A. Bogut),,72,66
307,3,7:11.0,,Defensive rebound by B. Ingram,72,66
308,3,7:04.0,,B. Ingram makes 2-pt jump shot from 19 ft,72,68
309,3,6:47.0,J. Embiid makes 2-pt layup at rim (assist by B. Simmons),,74,68
310,3,6:26.0,,K. Kuzma misses 2-pt jump shot from 8 ft,74,68
311,3,6:23.0,,Offensive rebound by K. Kuzma,74,68
312,3,6:23.0,,K. Kuzma makes 2-pt layup at rim,74,70
313,3,6:15.0,Turnover by T. McConnell (bad pass),,74,70
314,3,6:15.0,R. Holmes enters the game for J. Redick,,74,70
315,3,6:15.0,T. Luwawu-Cabarrot enters the game for J. Embiid,,74,70
316,3,6:03.0,,K. Caldwell-Pope makes 2-pt jump shot from 11 ft (assist by A. Bogut),74,72
317,3,5:50.0,B. Simmons makes 2-pt hook shot from 9 ft,,76,72
318,3,5:41.0,,L. Ball misses 3-pt jump shot from 25 ft,76,72
319,3,5:37.0,,Offensive rebound by B. Ingram,76,72
320,3,5:37.0,,B. Ingram misses 2-pt layup at rim,76,72
321,3,5:36.0,Defensive rebound by R. Covington,,76,72
322,3,5:20.0,T. Luwawu-Cabarrot makes 2-pt jump shot from 16 ft (assist by T. McConnell),,78,72
323,3,5:05.0,,B. Ingram misses 2-pt jump shot from 17 ft,78,72
324,3,5:01.0,Defensive rebound by T. Luwawu-Cabarrot,,78,72
325,3,4:51.0,T. Luwawu-Cabarrot makes 2-pt layup from 1 ft (assist by T. McConnell),,80,72
326,3,4:35.0,,K. Kuzma makes 2-pt layup from 1 ft (assist by L. Ball),80,74
327,3,4:22.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 24 ft,,80,74
328,3,4:20.0,,Defensive rebound by K. Caldwell-Pope,80,74
329,3,4:14.0,,K. Kuzma misses 2-pt jump shot from 8 ft,80,74
330,3,4:11.0,,Offensive rebound by B. Ingram,80,74
331,3,4:11.0,,B. Ingram misses 2-pt layup at rim,80,74
332,3,4:09.0,,Offensive rebound by L. Ball,80,74
333,3,4:09.0,,L. Ball misses 2-pt layup at rim,80,74
334,3,4:08.0,Defensive rebound by B. Simmons,,80,74
335,3,4:04.0,Philadelphia full timeout,,80,74
336,3,4:04.0,,J. Clarkson enters the game for L. Ball,80,74
337,3,4:04.0,,J. Randle enters the game for A. Bogut,80,74
338,3,4:04.0,D. Šarić enters the game for B. Simmons,,80,74
339,3,4:04.0,J. Redick enters the game for R. Covington,,80,74
340,3,3:57.0,T. Luwawu-Cabarrot misses 2-pt jump shot from 21 ft,,80,74
341,3,3:54.0,,Defensive rebound by Team,80,74
342,3,3:37.0,,J. Clarkson makes 2-pt layup at rim (assist by J. Randle),80,76
343,3,3:24.0,Personal foul by K. Kuzma (drawn by D. Šarić),,80,76
344,3,3:24.0,J. Embiid enters the game for R. Holmes,,80,76
345,3,3:24.0,,A. Bogut enters the game for K. Kuzma,80,76
346,3,3:22.0,T. Luwawu-Cabarrot makes 2-pt layup at rim (assist by J. Redick),,82,76
347,3,2:58.0,,J. Randle misses 2-pt layup from 4 ft (block by J. Embiid),82,76
348,3,2:58.0,,Offensive rebound by Team,82,76
349,3,2:55.0,,J. Clarkson misses 2-pt layup from 3 ft (block by J. Embiid),82,76
350,3,2:52.0,Defensive rebound by J. Redick,,82,76
351,3,2:49.0,D. Šarić misses 3-pt jump shot from 25 ft,,82,76
352,3,2:49.0,,Defensive rebound by A. Bogut,82,76
353,3,2:29.0,,B. Ingram makes 2-pt layup from 2 ft,82,78
354,3,2:14.0,Turnover by T. McConnell (bad pass; steal by A. Bogut),,82,78
355,3,2:12.0,J. Anderson enters the game for T. Luwawu-Cabarrot,,82,78
356,3,2:01.0,,J. Clarkson misses 2-pt jump shot from 16 ft (block by J. Embiid),82,78
357,3,1:55.0,,Offensive rebound by A. Bogut,82,78
358,3,1:55.0,,A. Bogut makes 2-pt layup at rim,82,80
359,3,1:34.0,J. Anderson misses 3-pt jump shot from 25 ft,,82,80
360,3,1:31.0,,Defensive rebound by A. Bogut,82,80
361,3,1:25.0,,J. Clarkson misses 2-pt layup from 2 ft,82,80
362,3,1:22.0,,Offensive rebound by J. Randle,82,80
363,3,1:20.0,,J. Randle misses 2-pt layup from 2 ft (block by J. Embiid),82,80
364,3,1:20.0,,Offensive rebound by J. Clarkson,82,80
365,3,1:17.0,,J. Clarkson makes 2-pt layup at rim,82,82
366,3,1:06.0,Shooting foul by B. Ingram (drawn by J. Embiid),,82,82
367,3,1:06.0,J. Embiid makes free throw 1 of 2,,83,82
368,3,1:06.0,J. Embiid misses free throw 2 of 2,,83,82
369,3,1:04.0,,Defensive rebound by A. Bogut,83,82
370,3,0:43.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,83,82
371,3,0:42.0,Defensive rebound by J. Embiid,,83,82
372,3,0:30.0,J. Redick misses 2-pt layup from 3 ft (block by A. Bogut),,83,82
373,3,0:27.0,,Defensive rebound by A. Bogut,83,82
374,3,0:18.0,,Shooting foul by J. Embiid (drawn by J. Randle),83,82
375,3,0:18.0,,J. Randle makes free throw 1 of 2,83,83
376,3,0:18.0,,C. Brewer enters the game for B. Ingram,83,83
