,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,SAN ANTONIO_ACTION,MILWAUKEE_SCORE,SAN ANTONIO_SCORE
132,2,7:47.0,T. Snell makes 2-pt layup from 1 ft,,34,34
133,2,7:38.0,,Turnover by R. Gay (bad pass; steal by K. Middleton),34,34
134,2,7:23.0,M. Dellavedova misses 2-pt jump shot from 21 ft,,34,34
135,2,7:20.0,,Defensive rebound by R. Gay,34,34
136,2,7:01.0,,D. Green makes 2-pt layup at rim (assist by P. Gasol),34,36
137,2,6:46.0,D. Liggins misses 3-pt jump shot from 23 ft,,34,36
138,2,6:41.0,Offensive rebound by K. Middleton,,34,36
139,2,6:38.0,M. Dellavedova makes 3-pt jump shot from 27 ft (assist by T. Snell),,37,36
140,2,6:36.0,,San Antonio full timeout,37,36
141,2,6:36.0,,L. Aldridge enters the game for P. Gasol,37,36
142,2,6:36.0,,K. Anderson enters the game for R. Gay,37,36
143,2,6:36.0,,B. Paul enters the game for B. Forbes,37,36
144,2,6:36.0,M. Brogdon enters the game for D. Liggins,,37,36
145,2,6:36.0,G. Antetokounmpo enters the game for M. Dellavedova,,37,36
146,2,6:36.0,,M. Ginóbili enters the game for B. Paul,37,36
147,2,6:22.0,,Offensive foul by D. Green (drawn by M. Brogdon),37,36
148,2,6:22.0,,Turnover by D. Green (offensive foul),37,36
149,2,6:06.0,K. Middleton misses 2-pt jump shot from 8 ft,,37,36
150,2,6:03.0,,Defensive rebound by L. Aldridge,37,36
151,2,5:49.0,,M. Ginóbili makes 2-pt layup from 1 ft (assist by D. Green),37,38
152,2,5:29.0,G. Antetokounmpo misses 2-pt jump shot from 11 ft,,37,38
153,2,5:27.0,,Defensive rebound by L. Aldridge,37,38
154,2,5:14.0,,D. Green misses 2-pt layup from 1 ft,37,38
155,2,5:12.0,Defensive rebound by G. Antetokounmpo,,37,38
156,2,5:12.0,Personal foul by M. Ginóbili (drawn by K. Middleton),,37,38
157,2,5:00.0,J. Henson makes 2-pt jump shot from 8 ft (assist by G. Antetokounmpo),,39,38
158,2,4:50.0,,Turnover by P. Mills (bad pass),39,38
159,2,4:36.0,G. Antetokounmpo misses 2-pt jump shot from 8 ft,,39,38
160,2,4:34.0,,Defensive rebound by D. Green,39,38
161,2,4:19.0,,L. Aldridge makes 2-pt layup at rim (assist by M. Ginóbili),39,40
162,2,3:56.0,J. Henson misses 2-pt hook shot from 4 ft (block by L. Aldridge),,39,40
163,2,3:52.0,,Defensive rebound by K. Anderson,39,40
164,2,3:50.0,,P. Mills makes 3-pt jump shot from 25 ft (assist by K. Anderson),39,43
165,2,3:48.0,Milwaukee full timeout,,39,43
166,2,3:48.0,E. Bledsoe enters the game for K. Middleton,,39,43
167,2,3:26.0,Personal foul by K. Anderson (drawn by G. Antetokounmpo),,39,43
168,2,3:17.0,T. Snell misses 3-pt jump shot from 22 ft,,39,43
169,2,3:14.0,,Defensive rebound by L. Aldridge,39,43
170,2,3:00.0,,P. Mills misses 2-pt jump shot from 12 ft,39,43
171,2,2:58.0,,Offensive rebound by P. Mills,39,43
172,2,2:56.0,,P. Mills misses 3-pt jump shot from 25 ft,39,43
173,2,2:52.0,Defensive rebound by M. Brogdon,,39,43
174,2,2:36.0,G. Antetokounmpo misses 2-pt hook shot from 5 ft,,39,43
175,2,2:33.0,,Defensive rebound by K. Anderson,39,43
176,2,2:29.0,,Turnover by D. Green (bad pass; steal by J. Henson),39,43
177,2,2:24.0,G. Antetokounmpo makes 2-pt dunk at rim (assist by E. Bledsoe),,41,43
178,2,2:03.0,,L. Aldridge misses 2-pt jump shot from 17 ft,41,43
179,2,1:59.0,Defensive rebound by M. Brogdon,,41,43
180,2,1:41.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by E. Bledsoe),,43,43
181,2,1:24.0,,P. Mills misses 3-pt jump shot from 25 ft,43,43
182,2,1:20.0,Defensive rebound by G. Antetokounmpo,,43,43
183,2,1:17.0,Personal foul by P. Mills (drawn by E. Bledsoe),,43,43
184,2,1:17.0,,B. Forbes enters the game for D. Green,43,43
185,2,1:08.0,M. Brogdon misses 2-pt jump shot from 9 ft,,43,43
186,2,1:07.0,,Defensive rebound by B. Forbes,43,43
187,2,1:01.0,,L. Aldridge makes 2-pt layup from 2 ft (assist by M. Ginóbili),43,45
188,2,0:48.0,J. Henson misses 2-pt hook shot from 5 ft,,43,45
189,2,0:47.0,Offensive rebound by Team,,43,45
190,2,0:36.0,Turnover by Team (shot clock),,43,45
191,2,0:34.0,E. Bledsoe misses 3-pt jump shot from 41 ft,,43,45
192,2,0:34.0,Offensive rebound by Team,,43,45
193,2,0:30.0,,M. Ginóbili makes 2-pt jump shot from 2 ft,43,47
194,2,0:14.0,E. Bledsoe makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,46,47
195,2,0:02.0,,Turnover by M. Ginóbili (bad pass; steal by T. Snell),46,47
196,2,0:00.0,T. Snell misses 2-pt layup from 5 ft (block by M. Ginóbili),,46,47
197,2,0:00.0,Offensive rebound by Team,,46,47
198,3,11:45.0,G. Antetokounmpo misses 3-pt jump shot from 26 ft,,46,47
199,3,11:40.0,Offensive rebound by J. Henson,,46,47
200,3,11:37.0,K. Middleton makes 2-pt layup from 1 ft,,48,47
201,3,11:22.0,,Turnover by P. Gasol (bad pass; steal by E. Bledsoe),48,47
202,3,11:15.0,E. Bledsoe makes 2-pt dunk from 4 ft,,50,47
203,3,11:13.0,,Turnover by D. Green (bad pass),50,47
204,3,11:02.0,G. Antetokounmpo misses 2-pt layup from 2 ft (block by P. Gasol),,50,47
205,3,11:02.0,Offensive rebound by Team,,50,47
206,3,11:02.0,,M. Ginóbili enters the game for P. Gasol,50,47
207,3,11:02.0,,R. Gay enters the game for D. Green,50,47
208,3,10:47.0,E. Bledsoe misses 2-pt jump shot from 12 ft,,50,47
209,3,10:47.0,,Defensive rebound by K. Anderson,50,47
210,3,10:35.0,,Turnover by M. Ginóbili (bad pass; steal by G. Antetokounmpo),50,47
211,3,10:32.0,G. Antetokounmpo makes 2-pt dunk from 1 ft,,52,47
212,3,10:13.0,,L. Aldridge misses 2-pt jump shot from 10 ft,52,47
213,3,10:13.0,Defensive rebound by E. Bledsoe,,52,47
214,3,10:10.0,,B. Forbes enters the game for M. Ginóbili,52,47
215,3,9:58.0,G. Antetokounmpo misses 2-pt jump shot from 20 ft,,52,47
216,3,9:58.0,,Defensive rebound by L. Aldridge,52,47
217,3,9:50.0,,B. Forbes misses 2-pt jump shot from 19 ft,52,47
218,3,9:50.0,Defensive rebound by G. Antetokounmpo,,52,47
219,3,9:42.0,G. Antetokounmpo misses 2-pt jump shot from 21 ft,,52,47
220,3,9:42.0,,Defensive rebound by K. Anderson,52,47
221,3,9:34.0,,B. Forbes makes 3-pt jump shot from 25 ft (assist by K. Anderson),52,50
222,3,9:18.0,K. Middleton makes 2-pt layup from 4 ft (assist by J. Henson),,54,50
223,3,9:02.0,,P. Mills misses 2-pt layup from 3 ft (block by G. Antetokounmpo),54,50
224,3,9:02.0,Defensive rebound by G. Antetokounmpo,,54,50
225,3,8:59.0,Shooting foul by L. Aldridge (drawn by G. Antetokounmpo),,54,50
226,3,8:59.0,G. Antetokounmpo makes free throw 1 of 2,,55,50
227,3,8:59.0,G. Antetokounmpo misses free throw 2 of 2,,55,50
228,3,8:57.0,,Defensive rebound by K. Anderson,55,50
229,3,8:39.0,,K. Anderson misses 2-pt layup from 1 ft (block by G. Antetokounmpo),55,50
230,3,8:37.0,,Offensive rebound by L. Aldridge,55,50
231,3,8:33.0,,L. Aldridge misses 2-pt jump shot from 8 ft (block by G. Antetokounmpo),55,50
232,3,8:33.0,Defensive rebound by G. Antetokounmpo,,55,50
233,3,8:33.0,K. Middleton misses 2-pt layup from 4 ft (block by P. Mills),,55,50
234,3,8:33.0,Offensive rebound by Team,,55,50
235,3,8:17.0,J. Henson makes 2-pt layup from 2 ft (assist by E. Bledsoe),,57,50
236,3,7:50.0,,R. Gay misses 2-pt jump shot from 5 ft,57,50
237,3,7:50.0,,Offensive rebound by L. Aldridge,57,50
238,3,7:49.0,,Shooting foul by G. Antetokounmpo (drawn by L. Aldridge),57,50
239,3,7:49.0,,L. Aldridge makes free throw 1 of 2,57,51
240,3,7:49.0,,B. Paul enters the game for B. Forbes,57,51
241,3,7:49.0,,L. Aldridge makes free throw 2 of 2,57,52
242,3,7:41.0,E. Bledsoe misses 2-pt jump shot from 13 ft,,57,52
243,3,7:37.0,Offensive rebound by E. Bledsoe,,57,52
244,3,7:36.0,,Offensive charge foul by K. Middleton (drawn by B. Paul),57,52
245,3,7:36.0,Turnover by K. Middleton (offensive foul),,57,52
246,3,7:23.0,,K. Anderson makes 2-pt jump shot from 3 ft,57,54
247,3,7:10.0,Personal foul by R. Gay (drawn by G. Antetokounmpo),,57,54
248,3,7:04.0,J. Henson makes 2-pt dunk at rim (assist by T. Snell),,59,54
249,3,6:53.0,,Personal foul by J. Henson (drawn by L. Aldridge),59,54
250,3,6:53.0,,San Antonio full timeout,59,54
251,3,6:53.0,,M. Ginóbili enters the game for K. Anderson,59,54
252,3,6:53.0,M. Dellavedova enters the game for K. Middleton,,59,54
253,3,6:43.0,,P. Mills misses 3-pt jump shot from 23 ft,59,54
254,3,6:40.0,Defensive rebound by G. Antetokounmpo,,59,54
255,3,6:35.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,59,54
256,3,6:32.0,,Defensive rebound by L. Aldridge,59,54
257,3,6:26.0,,R. Gay misses 3-pt jump shot from 26 ft,59,54
258,3,6:26.0,Defensive rebound by J. Henson,,59,54
259,3,6:12.0,G. Antetokounmpo makes 2-pt hook shot from 3 ft (assist by J. Henson),,61,54
260,3,5:58.0,,Personal foul by M. Dellavedova (drawn by M. Ginóbili),61,54
261,3,5:58.0,,D. Murray enters the game for P. Mills,61,54
262,3,5:58.0,,P. Gasol enters the game for L. Aldridge,61,54
263,3,5:58.0,M. Brogdon enters the game for E. Bledsoe,,61,54
264,3,5:48.0,,R. Gay misses 3-pt jump shot from 22 ft,61,54
265,3,5:44.0,Defensive rebound by G. Antetokounmpo,,61,54
266,3,5:31.0,M. Dellavedova makes 2-pt jump shot from 10 ft,,63,54
267,3,5:12.0,,M. Ginóbili makes 2-pt layup from 3 ft,63,56
268,3,4:52.0,Shooting foul by P. Gasol (drawn by G. Antetokounmpo),,63,56
269,3,4:52.0,G. Antetokounmpo misses free throw 1 of 2,,63,56
270,3,4:52.0,Offensive rebound by Team,,63,56
271,3,4:52.0,T. Maker enters the game for J. Henson,,63,56
272,3,4:52.0,G. Antetokounmpo makes free throw 2 of 2,,64,56
273,3,4:35.0,,B. Paul misses 3-pt jump shot from 23 ft,64,56
274,3,4:31.0,,Offensive rebound by M. Ginóbili,64,56
275,3,4:22.0,,M. Ginóbili misses 3-pt jump shot from 25 ft,64,56
276,3,4:19.0,Defensive rebound by T. Snell,,64,56
277,3,4:15.0,G. Antetokounmpo makes 2-pt layup from 5 ft (assist by T. Snell),,66,56
278,3,4:11.0,,Turnover by D. Murray (bad pass),66,56
279,3,4:09.0,T. Maker misses 2-pt jump shot from 16 ft,,66,56
280,3,4:05.0,,Defensive rebound by R. Gay,66,56
281,3,3:54.0,,Turnover by B. Paul (bad pass; steal by M. Dellavedova),66,56
282,3,3:49.0,G. Antetokounmpo makes 2-pt layup from 3 ft (assist by M. Dellavedova),,68,56
283,3,3:33.0,,D. Green enters the game for B. Paul,68,56
284,3,3:33.0,,B. Forbes enters the game for D. Murray,68,56
285,3,3:33.0,K. Middleton enters the game for G. Antetokounmpo,,68,56
286,3,3:25.0,,P. Gasol misses 2-pt jump shot from 11 ft,68,56
287,3,3:25.0,Defensive rebound by T. Maker,,68,56
288,3,3:08.0,K. Middleton makes 2-pt jump shot from 12 ft (assist by M. Brogdon),,70,56
289,3,3:08.0,Shooting foul by M. Ginóbili (drawn by K. Middleton),,70,56
290,3,3:08.0,,K. Anderson enters the game for R. Gay,70,56
291,3,3:08.0,K. Middleton misses free throw 1 of 1,,70,56
292,3,3:05.0,,Defensive rebound by K. Anderson,70,56
293,3,2:54.0,,Shooting foul by K. Middleton (drawn by M. Ginóbili),70,56
294,3,2:54.0,Milwaukee full timeout,,70,56
295,3,2:54.0,,L. Aldridge enters the game for B. Forbes,70,56
296,3,2:54.0,,P. Mills enters the game for P. Gasol,70,56
297,3,2:54.0,,M. Ginóbili makes free throw 1 of 2,70,58
298,3,2:54.0,,M. Ginóbili makes free throw 2 of 2,70,58
299,3,2:47.0,Offensive foul by T. Maker (drawn by M. Ginóbili),,70,58
300,3,2:47.0,Turnover by T. Maker (offensive foul),,70,58
301,3,2:35.0,,L. Aldridge misses 3-pt jump shot from 24 ft,70,58
302,3,2:31.0,Defensive rebound by K. Middleton,,70,58
303,3,2:29.0,Turnover by K. Middleton (lost ball; steal by K. Anderson),,70,58
304,3,2:17.0,,K. Anderson makes 2-pt layup from 2 ft,70,60
305,3,1:59.0,Turnover by M. Dellavedova (bad pass; steal by M. Ginóbili),,70,60
306,3,1:56.0,,M. Ginóbili makes 2-pt dunk from 1 ft,70,62
307,3,1:42.0,M. Brogdon makes 2-pt layup from 2 ft,,72,62
308,3,1:26.0,,P. Mills makes 3-pt jump shot from 25 ft (assist by K. Anderson),72,65
309,3,1:15.0,Personal foul by L. Aldridge (drawn by T. Maker),,72,65
310,3,1:15.0,T. Maker makes free throw 1 of 2,,73,65
311,3,1:15.0,,B. Forbes enters the game for D. Green,73,65
312,3,1:15.0,T. Maker makes free throw 2 of 2,,74,65
313,3,0:59.0,,L. Aldridge makes 2-pt layup from 3 ft (assist by M. Ginóbili),74,67
314,3,0:38.0,K. Middleton misses 2-pt jump shot from 18 ft,,74,67
315,3,0:35.0,,Defensive rebound by B. Forbes,74,67
316,3,0:27.0,,L. Aldridge misses 2-pt layup from 2 ft,74,67
317,3,0:27.0,Defensive rebound by M. Brogdon,,74,67
318,3,0:09.0,M. Brogdon makes 2-pt jump shot from 15 ft,,76,67
319,3,0:03.0,,M. Ginóbili makes 3-pt jump shot from 24 ft,76,70
320,4,11:49.0,,R. Gay misses 2-pt jump shot from 12 ft,76,70
321,4,11:45.0,Defensive rebound by K. Middleton,,76,70
322,4,11:32.0,M. Brogdon makes 2-pt jump shot from 18 ft (assist by T. Maker),,78,70
323,4,11:19.0,,P. Mills misses 3-pt jump shot from 25 ft,78,70
324,4,11:11.0,,Offensive rebound by K. Anderson,78,70
325,4,11:11.0,,K. Anderson makes 2-pt layup at rim,78,72
326,4,11:04.0,T. Snell misses 3-pt jump shot from 25 ft,,78,72
327,4,11:00.0,,Defensive rebound by L. Aldridge,78,72
328,4,10:44.0,,Turnover by L. Aldridge (out of bounds lost ball),78,72
329,4,10:31.0,Personal foul by B. Forbes (drawn by K. Middleton),,78,72
330,4,10:18.0,T. Snell misses 2-pt layup from 3 ft,,78,72
331,4,10:15.0,,Defensive rebound by R. Gay,78,72
332,4,10:04.0,,L. Aldridge misses 2-pt hook shot from 4 ft (block by T. Maker),78,72
333,4,10:02.0,Defensive rebound by Team,,78,72
334,4,9:49.0,M. Brogdon makes 3-pt jump shot from 25 ft,,81,72
335,4,9:27.0,,P. Mills makes 3-pt jump shot from 25 ft (assist by K. Anderson),81,75
336,4,9:11.0,Turnover by M. Brogdon (turnover),,81,75
337,4,8:55.0,,B. Forbes makes 3-pt jump shot from 25 ft (assist by L. Aldridge),81,78
338,4,8:53.0,Milwaukee full timeout,,81,78
339,4,8:53.0,,D. Green enters the game for B. Forbes,81,78
340,4,8:53.0,J. Henson enters the game for T. Maker,,81,78
341,4,8:53.0,E. Bledsoe enters the game for M. Dellavedova,,81,78
342,4,8:53.0,G. Antetokounmpo enters the game for T. Snell,,81,78
343,4,8:32.0,J. Henson makes 2-pt hook shot from 9 ft (assist by K. Middleton),,83,78
344,4,8:10.0,,P. Mills misses 3-pt jump shot from 24 ft,83,78
345,4,8:06.0,Defensive rebound by G. Antetokounmpo,,83,78
346,4,7:56.0,G. Antetokounmpo makes 2-pt jump shot from 13 ft (assist by E. Bledsoe),,85,78
347,4,7:29.0,,P. Mills makes 2-pt jump shot from 7 ft (assist by D. Green),85,80
348,4,7:11.0,M. Brogdon misses 2-pt jump shot from 13 ft,,85,80
349,4,7:08.0,,Defensive rebound by R. Gay,85,80
350,4,7:01.0,,R. Gay misses 2-pt jump shot from 11 ft,85,80
351,4,6:57.0,Defensive rebound by K. Middleton,,85,80
352,4,6:52.0,E. Bledsoe misses 3-pt jump shot from 22 ft,,85,80
353,4,6:49.0,,Defensive rebound by R. Gay,85,80
354,4,6:32.0,,B. Forbes enters the game for P. Mills,85,80
355,4,6:32.0,,P. Gasol enters the game for L. Aldridge,85,80
356,4,6:28.0,,P. Gasol misses 3-pt jump shot from 26 ft,85,80
357,4,6:24.0,Defensive rebound by M. Brogdon,,85,80
358,4,6:13.0,K. Middleton makes 2-pt jump shot from 20 ft (assist by J. Henson),,87,80
359,4,6:12.0,,San Antonio full timeout,87,80
360,4,6:12.0,,M. Ginóbili enters the game for K. Anderson,87,80
361,4,5:53.0,,R. Gay makes 2-pt layup from 1 ft (assist by P. Gasol),87,82
362,4,5:40.0,Turnover by E. Bledsoe (bad pass; steal by R. Gay),,87,82
363,4,5:31.0,Violation by K. Middleton (kicked ball),,87,82
364,4,5:25.0,Violation by J. Henson (kicked ball),,87,82
365,4,5:25.0,,P. Mills enters the game for B. Forbes,87,82
366,4,5:25.0,,L. Aldridge enters the game for P. Gasol,87,82
367,4,5:11.0,,P. Mills misses 2-pt layup from 2 ft,87,82
368,4,5:08.0,Defensive rebound by K. Middleton,,87,82
369,4,5:06.0,G. Antetokounmpo misses 2-pt layup from 3 ft (block by L. Aldridge),,87,82
370,4,5:06.0,Offensive rebound by Team,,87,82
