,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,NEW YORK_ACTION,NEW ORLEANS_SCORE,NEW YORK_SCORE
378,4,6:45.0,D. Cousins makes free throw 1 of 2,,94,100
379,4,6:45.0,D. Cousins misses free throw 2 of 2,,94,100
380,4,6:45.0,,Defensive rebound by Team,94,100
381,4,6:44.0,Loose ball foul by D. Cousins (drawn by E. Freedom),,94,100
382,4,6:37.0,,C. Lee makes 2-pt jump shot from 13 ft,94,102
383,4,6:31.0,New Orleans full timeout,,94,102
384,4,6:16.0,Shooting foul by J. Jack (drawn by D. Cousins),,94,102
385,4,6:16.0,D. Cousins misses free throw 1 of 2,,94,102
386,4,6:16.0,Offensive rebound by Team,,94,102
387,4,6:16.0,D. Cousins makes free throw 2 of 2,,95,102
388,4,5:51.0,,J. Jack misses 2-pt layup from 2 ft,95,102
389,4,5:49.0,Defensive rebound by A. Davis,,95,102
390,4,5:45.0,,Offensive charge foul by D. Cousins (drawn by K. Porziņģis),95,102
391,4,5:45.0,Turnover by D. Cousins (offensive foul),,95,102
392,4,5:30.0,,E. Freedom misses 2-pt jump shot from 18 ft,95,102
393,4,5:27.0,,Offensive rebound by J. Jack,95,102
394,4,5:16.0,,Shooting foul by A. Davis (drawn by T. Hardaway),95,102
395,4,5:16.0,,T. Hardaway misses free throw 1 of 2,95,102
396,4,5:16.0,,Offensive rebound by Team,95,102
397,4,5:16.0,,T. Hardaway makes free throw 2 of 2,95,103
398,4,5:05.0,Shooting foul by K. Porziņģis (drawn by D. Cousins),,95,103
399,4,5:05.0,D. Cousins misses free throw 1 of 2,,95,103
400,4,5:05.0,Offensive rebound by Team,,95,103
401,4,5:05.0,D. Cousins makes free throw 2 of 2,,96,103
402,4,4:51.0,,K. Porziņģis misses 2-pt hook shot from 3 ft,96,103
403,4,4:49.0,Defensive rebound by E. Moore,,96,103
404,4,4:39.0,E. Moore misses 2-pt layup from 1 ft,,96,103
405,4,4:37.0,Offensive rebound by A. Davis,,96,103
406,4,4:35.0,A. Davis misses 2-pt layup from 2 ft,,96,103
407,4,4:33.0,,Defensive rebound by E. Freedom,96,103
408,4,4:30.0,,T. Hardaway misses 3-pt jump shot from 25 ft,96,103
409,4,4:30.0,,Offensive rebound by E. Freedom,96,103
410,4,4:26.0,,E. Freedom makes 2-pt dunk at rim,96,105
411,4,4:03.0,E. Moore makes 3-pt jump shot from 23 ft (assist by D. Cousins),,99,105
412,4,3:40.0,,C. Lee misses 3-pt jump shot from 23 ft,99,105
413,4,3:38.0,Defensive rebound by A. Davis,,99,105
414,4,3:34.0,New Orleans full timeout,,99,105
415,4,3:25.0,Shooting foul by K. Porziņģis (drawn by A. Davis),,99,105
416,4,3:25.0,A. Davis makes free throw 1 of 2,,100,105
417,4,3:25.0,A. Davis makes free throw 2 of 2,,101,105
418,4,3:04.0,,E. Freedom makes 2-pt dunk at rim (assist by K. Porziņģis),101,107
419,4,2:51.0,D. Cousins misses 3-pt jump shot from 25 ft,,101,107
420,4,2:49.0,Offensive rebound by Team,,101,107
421,4,2:39.0,A. Davis makes 2-pt jump shot from 12 ft,,103,107
422,4,2:19.0,,J. Jack misses 2-pt jump shot from 17 ft,103,107
423,4,2:17.0,Defensive rebound by D. Cousins,,103,107
424,4,2:12.0,I. Clark makes 2-pt layup at rim (assist by J. Holiday),,105,107
425,4,1:59.0,,T. Hardaway makes 2-pt jump shot from 10 ft,105,109
426,4,1:42.0,A. Davis misses 3-pt jump shot from 23 ft,,105,109
427,4,1:40.0,,Defensive rebound by T. Hardaway,105,109
428,4,1:18.0,,K. Porziņģis misses 3-pt jump shot from 29 ft,105,109
429,4,1:16.0,Defensive rebound by D. Cousins,,105,109
430,4,1:07.0,D. Cousins misses 2-pt layup from 1 ft,,105,109
431,4,1:06.0,Offensive rebound by D. Cousins,,105,109
432,4,1:05.0,D. Cousins makes 2-pt layup at rim,,107,109
433,4,0:49.0,,T. Hardaway misses 3-pt jump shot from 28 ft,107,109
434,4,0:47.0,Defensive rebound by I. Clark,,107,109
435,4,0:34.0,A. Davis misses 2-pt layup from 3 ft,,107,109
436,4,0:31.0,,Defensive rebound by T. Hardaway,107,109
437,4,0:16.0,,New York full timeout,107,109
438,4,0:10.0,,K. Porziņģis misses 2-pt jump shot from 15 ft,107,109
439,4,0:09.0,,Offensive rebound by Team,107,109
440,4,0:09.0,,Turnover by Team (shot clock),107,109
441,4,0:09.0,New Orleans full timeout,,107,109
442,4,0:09.0,,L. Thomas enters the game for E. Freedom,107,109
443,4,0:03.0,A. Davis makes 2-pt layup at rim (assist by D. Cousins),,109,109
444,4,0:03.0,,New York full timeout,109,109
445,4,0:03.0,,D. McDermott enters the game for L. Thomas,109,109
446,4,0:02.0,,Personal take foul by E. Moore (drawn by T. Hardaway),109,109
447,4,0:02.0,,Turnover by J. Jack (bad pass; steal by E. Moore),109,109
448,4,0:00.0,E. Moore misses 3-pt jump shot from 25 ft,,109,109
449,4,0:00.0,Offensive rebound by Team,,109,109
450,1OT,4:40.0,,J. Jack misses 2-pt jump shot from 6 ft (block by D. Cousins),109,109
451,1OT,4:38.0,Defensive rebound by D. Cousins,,109,109
452,1OT,4:28.0,J. Holiday misses 2-pt jump shot from 13 ft,,109,109
453,1OT,4:26.0,,Defensive rebound by E. Freedom,109,109
454,1OT,4:11.0,,T. Hardaway makes 3-pt jump shot from 25 ft (assist by C. Lee),109,112
455,1OT,3:44.0,J. Holiday makes 2-pt layup from 1 ft,,111,112
456,1OT,3:44.0,Shooting foul by T. Hardaway (drawn by J. Holiday),,111,112
457,1OT,3:44.0,J. Holiday misses free throw 1 of 1,,111,112
458,1OT,3:44.0,Offensive rebound by D. Cousins,,111,112
459,1OT,3:43.0,D. Cousins makes 2-pt layup at rim,,113,112
460,1OT,3:29.0,,K. Porziņģis makes 3-pt jump shot from 25 ft (assist by J. Jack),113,115
461,1OT,3:14.0,Personal foul by J. Jack (drawn by A. Davis),,113,115
462,1OT,3:05.0,J. Holiday makes 3-pt jump shot from 25 ft,,116,115
463,1OT,2:45.0,,C. Lee misses 3-pt jump shot from 23 ft,116,115
464,1OT,2:43.0,Defensive rebound by J. Holiday,,116,115
465,1OT,2:29.0,A. Davis misses 3-pt jump shot from 26 ft,,116,115
466,1OT,2:27.0,,Defensive rebound by J. Jack,116,115
467,1OT,2:18.0,,E. Freedom makes 2-pt layup from 3 ft (assist by J. Jack),116,117
468,1OT,2:03.0,D. Cousins misses 2-pt layup from 6 ft (block by E. Freedom),,116,117
469,1OT,2:02.0,Offensive rebound by Team,,116,117
470,1OT,1:52.0,J. Holiday makes 2-pt jump shot from 4 ft,,118,117
471,1OT,1:34.0,,K. Porziņģis misses 2-pt jump shot from 15 ft,118,117
472,1OT,1:33.0,,J. Jack misses 3-pt jump shot from 25 ft,118,117
473,1OT,1:32.0,,Offensive rebound by E. Freedom,118,117
474,1OT,1:30.0,Defensive rebound by D. Cousins,,118,117
475,1OT,1:28.0,Personal foul by C. Lee (drawn by J. Holiday),,118,117
476,1OT,1:28.0,Defensive rebound by D. Cousins,,118,117
477,1OT,1:07.0,A. Davis makes 2-pt jump shot from 14 ft,,120,117
478,1OT,0:52.0,,Shooting foul by D. Cousins (drawn by T. Hardaway),120,117
479,1OT,0:52.0,,T. Hardaway misses free throw 1 of 2,120,117
480,1OT,0:52.0,,Offensive rebound by Team,120,117
481,1OT,0:52.0,,T. Hardaway makes free throw 2 of 2,120,118
482,1OT,0:52.0,New Orleans full timeout,,120,118
483,1OT,0:28.0,E. Moore misses 2-pt jump shot from 20 ft,,120,118
484,1OT,0:24.0,Offensive rebound by A. Davis,,120,118
485,1OT,0:17.0,Personal take foul by K. Porziņģis (drawn by A. Davis),,120,118
486,1OT,0:17.0,A. Davis misses free throw 1 of 2,,120,118
487,1OT,0:17.0,Offensive rebound by Team,,120,118
488,1OT,0:17.0,,L. Thomas enters the game for J. Jack,120,118
489,1OT,0:17.0,A. Davis makes free throw 2 of 2,,121,118
490,1OT,0:17.0,,New York full timeout,121,118
491,1OT,0:17.0,,J. Jack enters the game for L. Thomas,121,118
492,1OT,0:11.0,,K. Porziņģis misses 3-pt jump shot from 25 ft,121,118
493,1OT,0:09.0,Defensive rebound by J. Holiday,,121,118
494,1OT,0:07.0,Personal take foul by J. Jack (drawn by J. Holiday),,121,118
495,1OT,0:07.0,,L. Thomas enters the game for J. Jack,121,118
496,1OT,0:07.0,J. Holiday makes free throw 1 of 2,,122,118
497,1OT,0:07.0,J. Holiday makes free throw 2 of 2,,123,118
498,1OT,0:07.0,,New York full timeout,123,118
499,1OT,0:07.0,,D. McDermott enters the game for E. Freedom,123,118
500,1OT,0:07.0,,J. Jack enters the game for L. Thomas,123,118
501,1OT,0:02.0,,Turnover by J. Jack (lost ball; steal by A. Davis),123,118
