,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,BROOKLYN_ACTION,PHILADELPHIA_SCORE,BROOKLYN_SCORE
0,1,11:32.0,,S. Dinwiddie makes 2-pt layup from 3 ft,0,2
1,1,11:22.0,Turnover by D. Šarić (lost ball; steal by A. Crabbe),,0,2
2,1,11:15.0,,D. Carroll misses 3-pt jump shot from 25 ft,0,2
3,1,11:13.0,,Offensive rebound by J. Allen,0,2
4,1,11:07.0,,D. Carroll misses 3-pt jump shot from 24 ft,0,2
5,1,11:02.0,,Offensive rebound by D. Russell,0,2
6,1,10:46.0,,S. Dinwiddie misses 3-pt jump shot from 26 ft,0,2
7,1,10:43.0,Defensive rebound by R. Covington,,0,2
8,1,10:37.0,J. Redick misses 3-pt jump shot from 25 ft,,0,2
9,1,10:33.0,,Defensive rebound by D. Carroll,0,2
10,1,10:29.0,,D. Russell misses 3-pt jump shot from 26 ft,0,2
11,1,10:25.0,Defensive rebound by B. Simmons,,0,2
12,1,10:12.0,D. Šarić makes 3-pt jump shot from 25 ft (assist by B. Simmons),,3,2
13,1,9:51.0,,A. Crabbe misses 3-pt jump shot from 25 ft,3,2
14,1,9:49.0,Defensive rebound by B. Simmons,,3,2
15,1,9:42.0,B. Simmons makes 2-pt layup from 4 ft,,5,2
16,1,9:34.0,,D. Carroll misses 2-pt layup from 2 ft,5,2
17,1,9:34.0,Defensive rebound by Team,,5,2
18,1,9:16.0,J. Embiid makes 2-pt jump shot from 15 ft,,7,2
19,1,8:52.0,,J. Allen misses 2-pt layup from 1 ft,7,2
20,1,8:50.0,,Offensive rebound by J. Allen,7,2
21,1,8:47.0,,D. Carroll misses 2-pt jump shot from 4 ft,7,2
22,1,8:45.0,Defensive rebound by J. Embiid,,7,2
23,1,8:38.0,J. Embiid makes 3-pt jump shot from 26 ft (assist by B. Simmons),,10,2
24,1,8:20.0,,J. Allen makes 2-pt dunk from 1 ft (assist by S. Dinwiddie),10,4
25,1,8:06.0,Turnover by J. Embiid (bad pass; steal by S. Dinwiddie),,10,4
26,1,7:54.0,,J. Allen misses 2-pt jump shot from 7 ft,10,4
27,1,7:54.0,Defensive rebound by B. Simmons,,10,4
28,1,7:48.0,Shooting foul by J. Allen (drawn by B. Simmons),,10,4
29,1,7:48.0,B. Simmons misses free throw 1 of 2,,10,4
30,1,7:48.0,Offensive rebound by Team,,10,4
31,1,7:48.0,M. Belinelli enters the game for J. Redick,,10,4
32,1,7:48.0,B. Simmons makes free throw 2 of 2,,11,4
33,1,7:33.0,,Shooting foul by D. Šarić (drawn by D. Russell),11,4
34,1,7:33.0,,D. Russell makes free throw 1 of 2,11,5
35,1,7:33.0,,D. Cunningham enters the game for J. Allen,11,5
36,1,7:33.0,,D. Russell makes free throw 2 of 2,11,6
37,1,7:17.0,J. Embiid makes 2-pt layup from 3 ft,,13,6
38,1,6:56.0,,D. Carroll misses 2-pt layup from 2 ft (block by J. Embiid),13,6
39,1,6:51.0,Defensive rebound by J. Embiid,,13,6
40,1,6:48.0,B. Simmons makes 2-pt jump shot from 5 ft,,15,6
41,1,6:25.0,,D. Russell makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),15,9
42,1,5:58.0,J. Embiid misses 2-pt hook shot from 14 ft,,15,9
43,1,5:56.0,,Defensive rebound by D. Carroll,15,9
44,1,5:46.0,,D. Cunningham misses 3-pt jump shot from 23 ft,15,9
45,1,5:42.0,Defensive rebound by D. Šarić,,15,9
46,1,5:34.0,B. Simmons makes 2-pt layup from 2 ft,,17,9
47,1,5:34.0,,Brooklyn full timeout,17,9
48,1,5:34.0,,J. Harris enters the game for D. Russell,17,9
49,1,5:34.0,T. McConnell enters the game for J. Embiid,,17,9
50,1,5:34.0,R. Holmes enters the game for R. Covington,,17,9
51,1,5:23.0,,Turnover by A. Crabbe (bad pass; steal by T. McConnell),17,9
52,1,5:15.0,Turnover by T. McConnell (palming),,17,9
53,1,4:56.0,,D. Cunningham misses 3-pt jump shot from 23 ft,17,9
54,1,4:52.0,,Offensive rebound by S. Dinwiddie,17,9
55,1,4:47.0,,S. Dinwiddie makes 2-pt jump shot from 10 ft,17,11
56,1,4:29.0,D. Šarić makes 2-pt layup from 3 ft (assist by M. Belinelli),,19,11
57,1,4:23.0,,D. Carroll misses 2-pt layup at rim (block by R. Holmes),19,11
58,1,4:18.0,,Offensive rebound by D. Cunningham,19,11
59,1,4:12.0,,S. Dinwiddie misses 2-pt jump shot from 17 ft,19,11
60,1,4:11.0,Defensive rebound by Team,,19,11
61,1,4:11.0,,C. LeVert enters the game for D. Carroll,19,11
62,1,4:11.0,,R. Hollis-Jefferson enters the game for A. Crabbe,19,11
63,1,4:11.0,E. İlyasova enters the game for D. Šarić,,19,11
64,1,3:53.0,B. Simmons misses 2-pt jump shot from 8 ft,,19,11
65,1,3:47.0,,Defensive rebound by R. Hollis-Jefferson,19,11
66,1,3:39.0,,D. Cunningham misses 2-pt layup from 3 ft,19,11
67,1,3:36.0,,Offensive rebound by D. Cunningham,19,11
68,1,3:35.0,,D. Cunningham makes 2-pt layup at rim,19,13
69,1,3:30.0,Personal foul by J. Harris (drawn by M. Belinelli),,19,13
70,1,3:30.0,J. Redick enters the game for B. Simmons,,19,13
71,1,3:22.0,J. Redick makes 2-pt jump shot from 17 ft (assist by R. Holmes),,21,13
72,1,3:05.0,,R. Hollis-Jefferson makes 2-pt layup from 3 ft (assist by C. LeVert),21,15
73,1,2:50.0,M. Belinelli makes 2-pt jump shot from 22 ft (assist by R. Holmes),,23,15
74,1,2:35.0,,Turnover by C. LeVert (bad pass; steal by T. McConnell),23,15
75,1,2:26.0,T. McConnell makes 2-pt jump shot from 13 ft (assist by R. Holmes),,25,15
76,1,2:12.0,,C. LeVert misses 2-pt jump shot from 13 ft,25,15
77,1,2:09.0,Defensive rebound by E. İlyasova,,25,15
78,1,2:06.0,J. Redick misses 3-pt jump shot from 25 ft,,25,15
79,1,2:01.0,,Defensive rebound by R. Hollis-Jefferson,25,15
80,1,1:57.0,,R. Hollis-Jefferson makes 2-pt jump shot from 18 ft,25,17
81,1,1:57.0,Philadelphia full timeout,,25,17
82,1,1:57.0,,D. Russell enters the game for S. Dinwiddie,25,17
83,1,1:57.0,J. Embiid enters the game for R. Holmes,,25,17
84,1,1:33.0,E. İlyasova makes 2-pt layup from 1 ft (assist by T. McConnell),,27,17
85,1,1:16.0,,D. Cunningham makes 3-pt jump shot from 24 ft (assist by D. Russell),27,20
86,1,0:59.0,M. Belinelli makes 2-pt jump shot from 21 ft (assist by E. İlyasova),,29,20
87,1,0:43.0,,D. Russell makes 2-pt layup from 9 ft,29,22
88,1,0:43.0,,Shooting foul by E. İlyasova (drawn by D. Russell),29,22
89,1,0:43.0,,D. Russell makes free throw 1 of 1,29,23
90,1,0:31.0,J. Redick makes 2-pt jump shot from 22 ft (assist by J. Embiid),,31,23
91,1,0:28.0,,Turnover by R. Hollis-Jefferson (bad pass; steal by T. McConnell),31,23
92,1,0:26.0,E. İlyasova makes 2-pt layup from 4 ft (assist by J. Redick),,33,23
93,1,0:26.0,Shooting foul by D. Russell (drawn by E. İlyasova),,33,23
94,1,0:26.0,R. Covington enters the game for J. Embiid,,33,23
95,1,0:26.0,E. İlyasova makes free throw 1 of 1,,34,23
96,1,0:09.0,,D. Cunningham misses 2-pt layup from 5 ft (block by R. Covington),34,23
97,1,0:09.0,,Offensive rebound by Team,34,23
98,1,0:06.0,,Shooting foul by T. McConnell (drawn by C. LeVert),34,23
99,1,0:06.0,,C. LeVert makes free throw 1 of 2,34,24
100,1,0:06.0,,S. Dinwiddie enters the game for D. Russell,34,24
101,1,0:06.0,J. Embiid enters the game for R. Covington,,34,24
102,1,0:06.0,,C. LeVert makes free throw 2 of 2,34,25
103,1,0:00.0,J. Redick makes 3-pt jump shot from 25 ft (assist by T. McConnell),,37,25
104,2,11:44.0,J. Redick makes 2-pt jump shot from 19 ft (assist by T. McConnell),,39,25
105,2,11:27.0,,Shooting foul by E. İlyasova (drawn by J. Allen),39,25
106,2,11:27.0,,J. Allen makes free throw 1 of 2,39,26
107,2,11:27.0,,J. Allen makes free throw 2 of 2,39,27
108,2,11:17.0,J. Embiid makes 2-pt layup from 2 ft (assist by R. Covington),,41,27
109,2,11:06.0,,C. LeVert makes 3-pt jump shot from 25 ft,41,30
110,2,10:51.0,R. Covington makes 3-pt jump shot from 25 ft (assist by T. McConnell),,44,30
111,2,10:30.0,,J. Allen misses 3-pt jump shot from 23 ft,44,30
112,2,10:27.0,,Offensive rebound by J. Harris,44,30
113,2,10:25.0,,J. Harris misses 2-pt layup from 2 ft,44,30
114,2,10:23.0,Defensive rebound by E. İlyasova,,44,30
115,2,10:11.0,J. Embiid misses 2-pt layup from 3 ft (block by R. Hollis-Jefferson),,44,30
116,2,10:11.0,,Defensive rebound by D. Russell,44,30
117,2,10:07.0,,Offensive foul by D. Russell (drawn by E. İlyasova),44,30
118,2,10:07.0,,Turnover by D. Russell (offensive foul),44,30
119,2,9:59.0,Shooting foul by J. Harris (drawn by R. Covington),,44,30
120,2,9:59.0,R. Covington makes free throw 1 of 2,,45,30
121,2,9:59.0,R. Covington makes free throw 2 of 2,,46,30
122,2,9:43.0,,D. Russell misses 2-pt layup from 3 ft,46,30
123,2,9:39.0,,Offensive rebound by D. Russell,46,30
124,2,9:38.0,,D. Russell misses 2-pt layup from 3 ft,46,30
125,2,9:38.0,Defensive rebound by T. McConnell,,46,30
126,2,9:36.0,Shooting foul by R. Hollis-Jefferson (drawn by R. Covington),,46,30
127,2,9:36.0,R. Covington makes free throw 1 of 2,,47,30
128,2,9:36.0,R. Covington misses free throw 2 of 2,,47,30
129,2,9:34.0,,Defensive rebound by R. Hollis-Jefferson,47,30
130,2,9:24.0,,R. Hollis-Jefferson makes 2-pt jump shot from 10 ft (assist by C. LeVert),47,32
131,2,9:07.0,J. Embiid makes 2-pt layup from 1 ft (assist by T. McConnell),,49,32
132,2,8:55.0,,D. Russell misses 2-pt jump shot from 11 ft,49,32
133,2,8:50.0,Defensive rebound by T. McConnell,,49,32
134,2,8:42.0,J. Embiid misses 2-pt jump shot from 12 ft,,49,32
135,2,8:42.0,,Defensive rebound by J. Allen,49,32
136,2,8:30.0,,D. Russell makes 3-pt jump shot from 23 ft (assist by R. Hollis-Jefferson),49,35
137,2,8:29.0,Philadelphia full timeout,,49,35
138,2,8:29.0,D. Šarić enters the game for T. McConnell,,49,35
139,2,8:29.0,M. Belinelli enters the game for J. Redick,,49,35
140,2,8:29.0,R. Holmes enters the game for J. Embiid,,49,35
141,2,8:29.0,B. Simmons enters the game for E. İlyasova,,49,35
142,2,8:15.0,R. Covington makes 2-pt layup from 2 ft (assist by D. Šarić),,51,35
143,2,8:01.0,,R. Hollis-Jefferson misses 2-pt jump shot from 16 ft,51,35
144,2,7:58.0,Defensive rebound by R. Covington,,51,35
145,2,7:46.0,R. Covington makes 3-pt jump shot from 25 ft (assist by D. Šarić),,54,35
146,2,7:28.0,,J. Harris makes 3-pt jump shot from 25 ft (assist by D. Russell),54,38
147,2,7:15.0,B. Simmons misses 2-pt hook shot from 12 ft,,54,38
148,2,7:14.0,,Defensive rebound by Team,54,38
149,2,7:04.0,,Shooting foul by R. Covington (drawn by D. Russell),54,38
150,2,7:04.0,,D. Russell makes free throw 1 of 2,54,39
151,2,7:04.0,,D. Cunningham enters the game for J. Allen,54,39
152,2,7:04.0,,D. Russell misses free throw 2 of 2,54,39
153,2,7:01.0,Defensive rebound by B. Simmons,,54,39
154,2,6:51.0,D. Šarić makes 2-pt jump shot from 13 ft (assist by R. Covington),,56,39
155,2,6:38.0,,D. Russell makes 2-pt jump shot from 16 ft,56,41
156,2,6:31.0,D. Šarić makes 2-pt layup from 2 ft,,58,41
157,2,6:31.0,Shooting foul by J. Harris (drawn by D. Šarić),,58,41
158,2,6:31.0,,A. Crabbe enters the game for D. Russell,58,41
159,2,6:31.0,D. Šarić misses free throw 1 of 1,,58,41
160,2,6:28.0,,Defensive rebound by R. Hollis-Jefferson,58,41
161,2,6:18.0,,R. Hollis-Jefferson makes 2-pt dunk from 2 ft (assist by C. LeVert),58,43
162,2,6:03.0,M. Belinelli misses 2-pt jump shot from 17 ft,,58,43
163,2,5:59.0,,Defensive rebound by D. Cunningham,58,43
164,2,5:57.0,,Turnover by D. Cunningham (bad pass; steal by R. Holmes),58,43
165,2,5:55.0,R. Holmes makes 2-pt dunk from 2 ft,,60,43
166,2,5:46.0,,Shooting foul by D. Šarić (drawn by C. LeVert),60,43
167,2,5:46.0,,C. LeVert makes free throw 1 of 2,60,44
168,2,5:46.0,,S. Dinwiddie enters the game for J. Harris,60,44
169,2,5:46.0,,C. LeVert makes free throw 2 of 2,60,45
170,2,5:38.0,Personal foul by S. Dinwiddie (drawn by M. Belinelli),,60,45
171,2,5:38.0,,D. Carroll enters the game for R. Hollis-Jefferson,60,45
172,2,5:38.0,E. İlyasova enters the game for R. Holmes,,60,45
173,2,5:32.0,D. Šarić misses 3-pt jump shot from 24 ft,,60,45
174,2,5:29.0,,Defensive rebound by A. Crabbe,60,45
175,2,5:20.0,,A. Crabbe misses 3-pt jump shot from 26 ft,60,45
176,2,5:20.0,,Offensive rebound by D. Carroll,60,45
177,2,5:16.0,,D. Carroll makes 2-pt hook shot from 2 ft,60,47
178,2,4:59.0,Turnover by D. Šarić (bad pass),,60,47
179,2,4:37.0,,S. Dinwiddie misses 2-pt layup from 2 ft,60,47
180,2,4:34.0,Defensive rebound by E. İlyasova,,60,47
181,2,4:24.0,T. McConnell enters the game for R. Covington,,60,47
182,2,4:18.0,B. Simmons misses 2-pt dunk from 2 ft (block by D. Carroll),,60,47
183,2,4:17.0,,Defensive rebound by C. LeVert,60,47
184,2,4:17.0,Loose ball foul by B. Simmons (drawn by C. LeVert),,60,47
185,2,4:03.0,,S. Dinwiddie misses 2-pt layup from 2 ft,60,47
186,2,4:00.0,,Offensive rebound by D. Cunningham,60,47
187,2,3:59.0,,D. Cunningham misses 2-pt dunk from 2 ft,60,47
188,2,3:59.0,Defensive rebound by D. Šarić,,60,47
189,2,3:54.0,Turnover by T. McConnell (bad pass; steal by D. Cunningham),,60,47
190,2,3:51.0,,Turnover by S. Dinwiddie (bad pass; steal by T. McConnell),60,47
191,2,3:45.0,M. Belinelli misses 3-pt jump shot from 25 ft,,60,47
192,2,3:43.0,Offensive rebound by E. İlyasova,,60,47
193,2,3:37.0,D. Šarić makes 3-pt jump shot from 24 ft (assist by B. Simmons),,63,47
194,2,3:29.0,,S. Dinwiddie makes 2-pt layup from 3 ft,63,49
195,2,3:29.0,,Shooting foul by E. İlyasova (drawn by S. Dinwiddie),63,49
196,2,3:29.0,,R. Hollis-Jefferson enters the game for C. LeVert,63,49
197,2,3:29.0,J. Redick enters the game for M. Belinelli,,63,49
198,2,3:29.0,J. Embiid enters the game for E. İlyasova,,63,49
199,2,3:29.0,,S. Dinwiddie makes free throw 1 of 1,63,50
200,2,3:20.0,Personal foul by A. Crabbe (drawn by J. Redick),,63,50
201,2,3:20.0,J. Redick makes free throw 1 of 2,,64,50
