,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,PHILADELPHIA_ACTION,WASHINGTON_SCORE,PHILADELPHIA_SCORE
114,2,11:00.0,Defensive rebound by M. Scott,,24,39
115,2,10:49.0,J. Meeks misses 3-pt jump shot from 25 ft,,24,39
116,2,10:45.0,Offensive rebound by M. Scott,,24,39
117,2,10:43.0,M. Scott misses 2-pt jump shot from 12 ft,,24,39
118,2,10:40.0,,Defensive rebound by J. Embiid,24,39
119,2,10:28.0,,J. Embiid misses 2-pt jump shot from 15 ft,24,39
120,2,10:26.0,Defensive rebound by T. Frazier,,24,39
121,2,10:24.0,T. Frazier makes 2-pt jump shot from 16 ft,,26,39
122,2,10:22.0,,Philadelphia full timeout,26,39
123,2,10:22.0,,D. Šarić enters the game for J. Bayless,26,39
124,2,10:22.0,,R. Covington enters the game for T. Booker,26,39
125,2,10:08.0,,D. Šarić makes 2-pt layup from 2 ft (assist by T. McConnell),26,41
126,2,9:58.0,Turnover by J. Meeks (bad pass; steal by T. McConnell),,26,41
127,2,9:51.0,,R. Covington makes 3-pt jump shot from 23 ft (assist by J. Redick),26,44
128,2,9:31.0,K. Oubre misses 2-pt layup from 5 ft (block by J. Embiid),,26,44
129,2,9:31.0,Offensive rebound by Team,,26,44
130,2,9:26.0,K. Oubre misses 2-pt jump shot from 18 ft,,26,44
131,2,9:23.0,,Defensive rebound by T. McConnell,26,44
132,2,9:10.0,,J. Redick makes 2-pt jump shot from 17 ft,26,46
133,2,9:09.0,Washington full timeout,,26,46
134,2,8:58.0,J. Meeks misses 3-pt jump shot from 23 ft,,26,46
135,2,8:55.0,,Defensive rebound by D. Šarić,26,46
136,2,8:44.0,,B. Simmons enters the game for T. McConnell,26,46
137,2,8:35.0,,J. Embiid makes 2-pt jump shot from 14 ft (assist by J. Redick),26,48
138,2,8:16.0,I. Mahinmi makes 2-pt dunk at rim (assist by J. Meeks),,28,48
139,2,8:05.0,,B. Simmons makes 2-pt layup from 1 ft,28,50
140,2,7:44.0,M. Scott makes 2-pt jump shot from 18 ft,,30,50
141,2,7:35.0,,R. Covington misses 3-pt jump shot from 26 ft,30,50
142,2,7:32.0,Defensive rebound by I. Mahinmi,,30,50
143,2,7:26.0,J. Meeks misses 2-pt layup from 5 ft,,30,50
144,2,7:23.0,Offensive rebound by I. Mahinmi,,30,50
145,2,7:21.0,I. Mahinmi makes 2-pt layup from 2 ft,,32,50
146,2,7:15.0,,Personal foul by M. Scott (drawn by R. Covington),32,50
147,2,7:15.0,,A. Johnson enters the game for J. Embiid,32,50
148,2,7:15.0,O. Porter enters the game for J. Meeks,,32,50
149,2,7:15.0,,J. Bayless enters the game for J. Redick,32,50
150,2,7:07.0,,D. Šarić makes 2-pt jump shot from 18 ft,32,52
151,2,6:51.0,O. Porter makes 2-pt jump shot from 17 ft (assist by T. Frazier),,34,52
152,2,6:37.0,,J. Bayless misses 2-pt jump shot from 8 ft,34,52
153,2,6:37.0,Defensive rebound by O. Porter,,34,52
154,2,6:30.0,O. Porter makes 2-pt jump shot from 15 ft,,36,52
155,2,6:13.0,,D. Šarić misses 2-pt jump shot from 19 ft,36,52
156,2,6:13.0,Defensive rebound by I. Mahinmi,,36,52
157,2,5:58.0,K. Oubre misses 3-pt jump shot from 25 ft,,36,52
158,2,5:54.0,Offensive rebound by T. Frazier,,36,52
159,2,5:50.0,O. Porter misses 2-pt jump shot from 21 ft,,36,52
160,2,5:46.0,,Defensive rebound by B. Simmons,36,52
161,2,5:39.0,,B. Simmons misses 2-pt hook shot from 6 ft,36,52
162,2,5:39.0,Defensive rebound by Team,,36,52
163,2,5:39.0,M. Morris enters the game for T. Frazier,,36,52
164,2,5:39.0,B. Beal enters the game for I. Mahinmi,,36,52
165,2,5:21.0,M. Scott misses 2-pt jump shot from 6 ft,,36,52
166,2,5:18.0,,Defensive rebound by R. Covington,36,52
167,2,5:13.0,,Turnover by D. Šarić (lost ball; steal by K. Oubre),36,52
168,2,5:08.0,M. Morris misses 2-pt layup from 6 ft (block by B. Simmons),,36,52
169,2,5:08.0,Offensive rebound by Team,,36,52
170,2,5:00.0,O. Porter misses 2-pt jump shot from 15 ft,,36,52
171,2,4:56.0,,Defensive rebound by D. Šarić,36,52
172,2,4:49.0,,Turnover by B. Simmons (bad pass; steal by M. Scott),36,52
173,2,4:46.0,M. Scott makes 2-pt dunk at rim,,38,52
174,2,4:46.0,,Philadelphia full timeout,38,52
175,2,4:29.0,,Turnover by B. Simmons (lost ball; steal by K. Oubre),38,52
176,2,4:19.0,B. Beal makes 2-pt jump shot from 22 ft,,40,52
177,2,4:11.0,,R. Covington misses 3-pt jump shot from 27 ft,40,52
178,2,4:08.0,Defensive rebound by M. Scott,,40,52
179,2,4:02.0,B. Beal makes 2-pt layup from 1 ft,,42,52
180,2,3:50.0,,Shooting foul by K. Oubre (drawn by B. Simmons),42,52
181,2,3:50.0,,B. Simmons makes free throw 1 of 2,42,53
182,2,3:50.0,,J. Anderson enters the game for J. Bayless,42,53
183,2,3:50.0,,J. Embiid enters the game for A. Johnson,42,53
184,2,3:50.0,,B. Simmons makes free throw 2 of 2,42,54
185,2,3:50.0,,J. Redick enters the game for R. Covington,42,54
186,2,3:37.0,Turnover by B. Beal (bad pass; steal by J. Anderson),,42,54
187,2,3:32.0,,J. Anderson makes 2-pt layup from 1 ft,42,56
188,2,3:24.0,B. Beal misses 3-pt jump shot from 24 ft,,42,56
189,2,3:22.0,Offensive rebound by O. Porter,,42,56
190,2,3:22.0,O. Porter makes 2-pt layup at rim,,44,56
191,2,3:05.0,,D. Šarić makes 2-pt layup from 1 ft (assist by J. Embiid),44,58
192,2,2:45.0,K. Oubre misses 3-pt jump shot from 28 ft,,44,58
193,2,2:44.0,Offensive rebound by Team,,44,58
194,2,2:44.0,,Loose ball foul by J. Redick (drawn by O. Porter),44,58
195,2,2:44.0,T. Satoranský enters the game for M. Scott,,44,58
196,2,2:33.0,M. Morris makes 2-pt jump shot from 13 ft (assist by T. Satoranský),,46,58
197,2,2:09.0,,Personal foul by M. Morris (drawn by J. Embiid),46,58
198,2,2:01.0,,J. Embiid makes 2-pt jump shot from 12 ft (assist by J. Redick),46,60
199,2,2:01.0,,Shooting foul by M. Morris (drawn by J. Embiid),46,60
200,2,2:01.0,M. Gortat enters the game for M. Morris,,46,60
201,2,2:01.0,,J. Embiid makes free throw 1 of 1,46,61
202,2,1:50.0,Technical foul by M. Morris,,46,61
203,2,1:50.0,,J. Redick makes technical free throw,46,62
204,2,1:38.0,B. Beal makes 2-pt jump shot from 14 ft,,48,62
205,2,1:30.0,,Turnover by B. Simmons (bad pass; steal by B. Beal),48,62
206,2,1:25.0,B. Beal makes 3-pt jump shot from 24 ft,,51,62
207,2,1:10.0,,J. Anderson makes 3-pt jump shot from 26 ft (assist by J. Embiid),51,65
208,2,0:53.0,K. Oubre makes 2-pt layup at rim (assist by B. Beal),,53,65
209,2,0:35.0,,J. Redick misses 2-pt jump shot from 16 ft,53,65
210,2,0:32.0,,Offensive rebound by B. Simmons,53,65
211,2,0:30.0,,Turnover by B. Simmons (bad pass),53,65
212,2,0:11.0,T. Satoranský misses 3-pt jump shot from 24 ft,,53,65
213,2,0:09.0,Offensive rebound by B. Beal,,53,65
214,2,0:09.0,B. Beal makes 2-pt layup from 2 ft,,55,65
215,2,0:01.0,,J. Embiid misses 3-pt jump shot from 26 ft,55,65
216,2,0:01.0,,Offensive rebound by Team,55,65
217,3,11:46.0,M. Morris makes 2-pt jump shot from 10 ft (assist by T. Satoranský),,57,65
218,3,11:27.0,,B. Simmons makes 2-pt hook shot from 8 ft (assist by J. Redick),57,67
219,3,11:11.0,O. Porter misses 2-pt jump shot from 11 ft,,57,67
220,3,11:08.0,,Defensive rebound by R. Covington,57,67
221,3,10:58.0,,B. Simmons makes 2-pt hook shot from 4 ft,57,69
222,3,10:38.0,M. Gortat makes 2-pt jump shot from 18 ft (assist by B. Beal),,59,69
223,3,10:17.0,,J. Embiid misses 3-pt jump shot from 28 ft,59,69
224,3,10:14.0,,Offensive rebound by B. Simmons,59,69
225,3,10:12.0,,B. Simmons makes 2-pt dunk at rim,59,71
226,3,9:48.0,M. Gortat misses 2-pt jump shot from 17 ft,,59,71
227,3,9:46.0,,Defensive rebound by B. Simmons,59,71
228,3,9:26.0,,J. Redick makes 3-pt jump shot from 27 ft (assist by D. Šarić),59,74
229,3,9:26.0,,Shooting foul by O. Porter (drawn by J. Redick),59,74
230,3,9:26.0,,J. Redick makes free throw 1 of 1,59,75
231,3,9:10.0,B. Beal misses 3-pt jump shot from 26 ft,,59,75
232,3,9:07.0,,Defensive rebound by J. Embiid,59,75
233,3,8:54.0,,J. Embiid makes 3-pt jump shot from 28 ft (assist by J. Redick),59,78
234,3,8:53.0,Washington full timeout,,59,78
235,3,8:36.0,M. Morris misses 2-pt jump shot from 17 ft,,59,78
236,3,8:34.0,Offensive rebound by M. Gortat,,59,78
237,3,8:32.0,B. Beal makes 3-pt jump shot from 25 ft (assist by M. Gortat),,62,78
238,3,8:19.0,,Personal foul by M. Gortat (drawn by J. Redick),62,78
239,3,8:11.0,,D. Šarić misses 3-pt jump shot from 26 ft,62,78
240,3,8:07.0,Defensive rebound by T. Satoranský,,62,78
241,3,8:03.0,T. Satoranský makes 2-pt jump shot from 10 ft,,64,78
242,3,7:45.0,,Turnover by R. Covington (bad pass; steal by T. Satoranský),64,78
243,3,7:24.0,M. Gortat makes 2-pt layup from 1 ft (assist by O. Porter),,66,78
244,3,7:07.0,,Turnover by R. Covington (bad pass; steal by T. Satoranský),66,78
245,3,7:01.0,T. Satoranský makes 2-pt layup from 2 ft (assist by M. Morris),,68,78
246,3,6:37.0,,Turnover by D. Šarić (lost ball; steal by M. Morris),68,78
247,3,6:32.0,O. Porter misses 2-pt jump shot from 15 ft,,68,78
248,3,6:29.0,,Defensive rebound by J. Redick,68,78
249,3,6:10.0,,J. Embiid makes 2-pt jump shot from 11 ft,68,80
250,3,5:41.0,T. Satoranský misses 2-pt jump shot from 10 ft,,68,80
251,3,5:35.0,Offensive rebound by M. Morris,,68,80
252,3,5:32.0,M. Morris misses 2-pt layup at rim,,68,80
253,3,5:32.0,Offensive rebound by M. Morris,,68,80
254,3,5:29.0,B. Beal makes 3-pt jump shot from 27 ft (assist by M. Gortat),,71,80
255,3,5:21.0,,J. Embiid misses 3-pt jump shot from 26 ft,71,80
256,3,5:17.0,Defensive rebound by O. Porter,,71,80
257,3,5:13.0,B. Beal misses 2-pt layup from 4 ft,,71,80
258,3,5:11.0,,Defensive rebound by J. Embiid,71,80
259,3,5:04.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by B. Simmons),71,83
260,3,4:45.0,Shooting foul by J. Embiid (drawn by T. Satoranský),,71,83
261,3,4:45.0,T. Satoranský makes free throw 1 of 2,,72,83
262,3,4:45.0,,A. Johnson enters the game for J. Redick,72,83
263,3,4:45.0,,T. McConnell enters the game for J. Embiid,72,83
264,3,4:45.0,T. Satoranský makes free throw 2 of 2,,73,83
265,3,4:32.0,,A. Johnson makes 2-pt jump shot from 9 ft,73,85
266,3,4:06.0,Turnover by O. Porter (lost ball; steal by R. Covington),,73,85
267,3,4:01.0,,R. Covington makes 2-pt layup at rim (assist by B. Simmons),73,87
268,3,4:01.0,Washington full timeout,,73,87
269,3,4:01.0,K. Oubre enters the game for M. Gortat,,73,87
270,3,3:47.0,M. Morris misses 2-pt layup from 8 ft,,73,87
271,3,3:45.0,,Defensive rebound by T. McConnell,73,87
272,3,3:37.0,,R. Covington misses 3-pt jump shot from 26 ft,73,87
273,3,3:35.0,Defensive rebound by K. Oubre,,73,87
274,3,3:28.0,B. Beal makes 3-pt jump shot from 27 ft (assist by M. Morris),,76,87
275,3,3:00.0,,T. McConnell misses 2-pt layup from 2 ft,76,87
276,3,2:56.0,,Offensive rebound by A. Johnson,76,87
277,3,2:55.0,,R. Covington misses 3-pt jump shot from 28 ft,76,87
278,3,2:52.0,,Offensive rebound by T. McConnell,76,87
279,3,2:48.0,,Shooting foul by T. Satoranský (drawn by D. Šarić),76,87
280,3,2:48.0,,D. Šarić makes free throw 1 of 2,76,88
281,3,2:48.0,,J. Redick enters the game for B. Simmons,76,88
282,3,2:48.0,,J. Bayless enters the game for R. Covington,76,88
283,3,2:48.0,,D. Šarić makes free throw 2 of 2,76,89
284,3,2:32.0,M. Morris makes 2-pt dunk from 1 ft (assist by T. Satoranský),,78,89
285,3,2:08.0,,Turnover by J. Bayless (bad pass; steal by M. Morris),78,89
286,3,2:02.0,K. Oubre makes 2-pt layup from 2 ft (assist by M. Morris),,80,89
287,3,1:47.0,,J. Redick misses 2-pt jump shot from 20 ft,80,89
288,3,1:44.0,Defensive rebound by B. Beal,,80,89
289,3,1:32.0,K. Oubre misses 3-pt jump shot from 23 ft,,80,89
290,3,1:30.0,,Defensive rebound by T. McConnell,80,89
291,3,1:16.0,,Turnover by J. Redick (lost ball; steal by M. Morris),80,89
292,3,1:08.0,B. Beal makes 2-pt jump shot from 16 ft,,82,89
293,3,0:51.0,,D. Šarić makes 3-pt jump shot from 27 ft (assist by A. Johnson),82,92
294,3,0:31.0,O. Porter makes 2-pt layup from 1 ft (assist by M. Morris),,84,92
295,3,0:31.0,,Philadelphia full timeout,84,92
296,3,0:31.0,,J. Embiid enters the game for A. Johnson,84,92
297,3,0:31.0,,T. Booker enters the game for D. Šarić,84,92
298,3,0:31.0,I. Mahinmi enters the game for M. Morris,,84,92
299,3,0:17.0,,Personal foul by I. Mahinmi (drawn by J. Embiid),84,92
300,3,0:07.0,,J. Embiid makes 2-pt dunk at rim,84,94
301,3,0:02.0,Turnover by T. Satoranský (lost ball; steal by T. Booker),,84,94
302,4,11:47.0,,J. Redick makes 3-pt jump shot from 23 ft (assist by T. McConnell),84,97
303,4,11:21.0,Washington full timeout,,84,97
304,4,11:19.0,B. Beal misses 3-pt jump shot from 24 ft (block by J. Embiid),,84,97
305,4,11:17.0,Offensive rebound by Team,,84,97
306,4,11:07.0,Turnover by Team (shot clock),,84,97
307,4,11:04.0,,Personal foul by I. Mahinmi (drawn by J. Embiid),84,97
308,4,11:02.0,,Personal foul by K. Oubre (drawn by J. Embiid),84,97
309,4,10:50.0,,J. Embiid misses 2-pt jump shot from 15 ft,84,97
310,4,10:50.0,Defensive rebound by T. Frazier,,84,97
311,4,10:27.0,K. Oubre misses 3-pt jump shot from 27 ft,,84,97
312,4,10:27.0,,Defensive rebound by J. Embiid,84,97
313,4,10:16.0,,J. Embiid makes 3-pt jump shot from 26 ft (assist by J. Redick),84,100
314,4,10:02.0,Turnover by K. Oubre (step out of bounds),,84,100
315,4,9:46.0,,J. Embiid misses 3-pt jump shot from 25 ft,84,100
316,4,9:42.0,Defensive rebound by T. Frazier,,84,100
317,4,9:38.0,B. Beal misses 3-pt jump shot from 27 ft,,84,100
318,4,9:35.0,Offensive rebound by B. Beal,,84,100
319,4,9:35.0,B. Beal makes 2-pt layup from 1 ft,,86,100
320,4,9:25.0,,T. McConnell makes 2-pt jump shot from 9 ft,86,102
321,4,9:04.0,K. Oubre misses 3-pt jump shot from 26 ft,,86,102
322,4,9:01.0,Offensive rebound by I. Mahinmi,,86,102
323,4,9:01.0,I. Mahinmi misses 2-pt layup at rim,,86,102
324,4,9:01.0,,Defensive rebound by J. Embiid,86,102
325,4,9:01.0,,Personal foul by I. Mahinmi (drawn by J. Embiid),86,102
326,4,9:01.0,,B. Simmons enters the game for J. Redick,86,102
327,4,9:01.0,,A. Johnson enters the game for J. Embiid,86,102
328,4,8:47.0,,J. Anderson misses 3-pt jump shot from 26 ft,86,102
329,4,8:42.0,Defensive rebound by M. Scott,,86,102
330,4,8:40.0,Personal foul by T. McConnell (drawn by B. Beal),,86,102
331,4,8:40.0,,R. Covington enters the game for J. Anderson,86,102
332,4,8:40.0,,D. Šarić enters the game for T. Booker,86,102
333,4,8:34.0,M. Scott makes 3-pt jump shot from 25 ft (assist by T. Frazier),,89,102
334,4,8:07.0,,A. Johnson misses 2-pt jump shot from 8 ft,89,102
335,4,8:04.0,,Offensive rebound by D. Šarić,89,102
336,4,8:03.0,,D. Šarić misses 2-pt jump shot from 9 ft,89,102
337,4,8:03.0,,Offensive rebound by B. Simmons,89,102
338,4,8:01.0,,B. Simmons misses 2-pt jump shot from 6 ft,89,102
339,4,8:01.0,Defensive rebound by K. Oubre,,89,102
340,4,7:44.0,B. Beal makes 2-pt jump shot from 13 ft,,91,102
341,4,7:44.0,,Philadelphia full timeout,91,102
342,4,7:26.0,,R. Covington misses 2-pt layup from 2 ft,91,102
343,4,7:23.0,Defensive rebound by B. Beal,,91,102
344,4,7:15.0,K. Oubre misses 3-pt jump shot from 25 ft,,91,102
345,4,7:11.0,,Defensive rebound by A. Johnson,91,102
346,4,6:56.0,,Turnover by R. Covington (bad pass; steal by T. Frazier),91,102
347,4,6:53.0,Shooting foul by R. Covington (drawn by M. Scott),,91,102
348,4,6:53.0,,Philadelphia full timeout,91,102
349,4,6:53.0,,J. Anderson enters the game for R. Covington,91,102
350,4,6:53.0,M. Scott makes free throw 1 of 2,,92,102
351,4,6:53.0,M. Scott misses free throw 2 of 2,,92,102
352,4,6:51.0,Offensive rebound by K. Oubre,,92,102
353,4,6:35.0,B. Beal misses 3-pt jump shot from 23 ft,,92,102
354,4,6:33.0,,Defensive rebound by J. Anderson,92,102
355,4,6:22.0,,Personal foul by K. Oubre (drawn by B. Simmons),92,102
356,4,6:22.0,,R. Covington enters the game for J. Anderson,92,102
357,4,6:18.0,,D. Šarić misses 3-pt jump shot from 27 ft,92,102
358,4,6:14.0,Defensive rebound by K. Oubre,,92,102
359,4,5:55.0,M. Scott misses 2-pt jump shot from 18 ft,,92,102
360,4,5:55.0,Offensive rebound by Team,,92,102
361,4,5:55.0,,Loose ball foul by B. Simmons (drawn by I. Mahinmi),92,102
362,4,5:47.0,T. Frazier misses 2-pt jump shot from 21 ft,,92,102
363,4,5:45.0,,Defensive rebound by D. Šarić,92,102
364,4,5:40.0,,R. Covington makes 2-pt layup from 2 ft (assist by B. Simmons),92,104
365,4,5:24.0,Turnover by B. Beal (bad pass; steal by B. Simmons),,92,104
366,4,5:19.0,,D. Šarić misses 2-pt layup from 2 ft,92,104
367,4,5:16.0,,Offensive rebound by A. Johnson,92,104
368,4,5:14.0,,R. Covington misses 3-pt jump shot from 22 ft,92,104
369,4,5:14.0,Defensive rebound by B. Beal,,92,104
370,4,5:03.0,I. Mahinmi makes 2-pt hook shot from 6 ft (assist by B. Beal),,94,104
371,4,5:03.0,Shooting foul by D. Šarić (drawn by I. Mahinmi),,94,104
372,4,5:03.0,,J. Embiid enters the game for A. Johnson,94,104
373,4,5:03.0,O. Porter enters the game for T. Frazier,,94,104
374,4,5:03.0,I. Mahinmi makes free throw 1 of 1,,95,104
375,4,4:40.0,,T. McConnell misses 2-pt jump shot from 5 ft,95,104
376,4,4:36.0,Defensive rebound by O. Porter,,95,104
377,4,4:26.0,,J. Redick enters the game for T. McConnell,95,104
378,4,4:19.0,Shooting foul by D. Šarić (drawn by B. Beal),,95,104
379,4,4:19.0,B. Beal makes free throw 1 of 2,,96,104
380,4,4:19.0,B. Beal misses free throw 2 of 2,,96,104
381,4,4:17.0,,Defensive rebound by J. Embiid,96,104
