,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,MINNESOTA_ACTION,NEW ORLEANS_SCORE,MINNESOTA_SCORE
0,1,11:43.0,,A. Wiggins misses 2-pt jump shot from 19 ft,0,0
1,1,11:39.0,Defensive rebound by A. Davis,,0,0
2,1,11:23.0,A. Davis misses 2-pt jump shot from 18 ft,,0,0
3,1,11:20.0,,Defensive rebound by T. Gibson,0,0
4,1,11:01.0,,J. Butler makes 3-pt jump shot from 24 ft (assist by T. Gibson),0,3
5,1,10:43.0,Turnover by J. Holiday (bad pass; steal by A. Wiggins),,0,3
6,1,10:42.0,,A. Wiggins makes 2-pt layup at rim,0,5
7,1,10:42.0,,Shooting foul by E. Moore (drawn by A. Wiggins),0,5
8,1,10:42.0,,A. Wiggins makes free throw 1 of 1,0,6
9,1,10:32.0,D. Cousins makes 3-pt jump shot from 25 ft (assist by J. Holiday),,3,6
10,1,10:14.0,,A. Wiggins makes 2-pt jump shot from 6 ft (assist by J. Butler),3,8
11,1,10:00.0,E. Moore misses 3-pt jump shot from 25 ft,,3,8
12,1,9:58.0,,Defensive rebound by T. Gibson,3,8
13,1,9:46.0,,K. Towns makes 3-pt jump shot from 24 ft (assist by A. Wiggins),3,11
14,1,9:35.0,Shooting foul by K. Towns (drawn by D. Cousins),,3,11
15,1,9:35.0,D. Cousins makes free throw 1 of 2,,4,11
16,1,9:35.0,D. Cousins makes free throw 2 of 2,,5,11
17,1,9:19.0,,T. Gibson misses 2-pt jump shot from 5 ft (block by D. Cousins),5,11
18,1,9:15.0,,Offensive rebound by J. Butler,5,11
19,1,9:13.0,,A. Wiggins makes 2-pt layup from 1 ft (assist by J. Butler),5,13
20,1,9:05.0,R. Rondo makes 2-pt layup from 1 ft (assist by J. Holiday),,7,13
21,1,8:44.0,,A. Wiggins misses 2-pt layup at rim (block by D. Cousins),7,13
22,1,8:41.0,,Offensive rebound by T. Gibson,7,13
23,1,8:40.0,,T. Gibson misses 2-pt layup from 1 ft,7,13
24,1,8:40.0,Defensive rebound by R. Rondo,,7,13
25,1,8:33.0,E. Moore misses 3-pt jump shot from 23 ft,,7,13
26,1,8:31.0,,Defensive rebound by T. Gibson,7,13
27,1,8:27.0,,Shooting foul by J. Holiday (drawn by T. Jones),7,13
28,1,8:27.0,,T. Jones makes free throw 1 of 2,7,14
29,1,8:27.0,,T. Jones makes free throw 2 of 2,7,15
30,1,8:23.0,Turnover by R. Rondo (bad pass),,7,15
31,1,8:10.0,,A. Wiggins misses 2-pt jump shot from 8 ft,7,15
32,1,8:07.0,,Offensive rebound by J. Butler,7,15
33,1,7:53.0,,T. Jones misses 3-pt jump shot from 24 ft,7,15
34,1,7:48.0,Defensive rebound by J. Holiday,,7,15
35,1,7:45.0,Shooting foul by T. Jones (drawn by D. Cousins),,7,15
36,1,7:45.0,D. Cousins makes free throw 1 of 2,,8,15
37,1,7:45.0,D. Cousins makes free throw 2 of 2,,9,15
38,1,7:25.0,,T. Gibson misses 3-pt jump shot from 23 ft,9,15
39,1,7:23.0,Defensive rebound by D. Cousins,,9,15
40,1,7:08.0,J. Holiday misses 3-pt jump shot from 22 ft,,9,15
41,1,7:03.0,,Defensive rebound by J. Butler,9,15
42,1,6:52.0,,J. Butler makes 2-pt jump shot from 2 ft,9,17
43,1,6:43.0,D. Cousins misses 2-pt layup from 3 ft,,9,17
44,1,6:42.0,Offensive rebound by E. Moore,,9,17
45,1,6:41.0,E. Moore makes 2-pt layup at rim,,11,17
46,1,6:28.0,,T. Gibson makes 2-pt layup from 1 ft (assist by J. Butler),11,19
47,1,6:18.0,R. Rondo makes 2-pt layup from 1 ft (assist by J. Holiday),,13,19
48,1,5:57.0,,Shooting foul by D. Cousins (drawn by K. Towns),13,19
49,1,5:57.0,,Minnesota full timeout,13,19
50,1,5:57.0,,K. Towns makes free throw 1 of 2,13,20
51,1,5:57.0,,K. Towns makes free throw 2 of 2,13,21
52,1,5:46.0,A. Davis misses 2-pt jump shot from 2 ft (block by K. Towns),,13,21
53,1,5:46.0,Offensive rebound by Team,,13,21
54,1,5:46.0,D. Miller enters the game for E. Moore,,13,21
55,1,5:34.0,J. Holiday makes 2-pt jump shot from 8 ft (assist by R. Rondo),,15,21
56,1,5:04.0,,T. Gibson makes 2-pt jump shot from 12 ft (assist by A. Wiggins),15,23
57,1,4:57.0,R. Rondo makes 2-pt layup from 1 ft,,17,23
58,1,4:38.0,,Shooting foul by R. Rondo (drawn by T. Gibson),17,23
59,1,4:38.0,,T. Gibson makes free throw 1 of 2,17,24
60,1,4:38.0,,G. Dieng enters the game for K. Towns,17,24
61,1,4:38.0,,T. Gibson makes free throw 2 of 2,17,25
62,1,4:23.0,Turnover by J. Holiday (bad pass; steal by J. Butler),,17,25
63,1,4:16.0,,T. Gibson makes 2-pt dunk from 1 ft,17,27
64,1,4:02.0,D. Miller misses 3-pt jump shot from 25 ft,,17,27
65,1,3:59.0,,Defensive rebound by J. Butler,17,27
66,1,3:46.0,,J. Butler misses 2-pt jump shot from 7 ft,17,27
67,1,3:43.0,Defensive rebound by A. Davis,,17,27
68,1,3:36.0,Turnover by J. Holiday (bad pass; steal by A. Wiggins),,17,27
69,1,3:33.0,,Shooting foul by D. Miller (drawn by J. Butler),17,27
70,1,3:33.0,,J. Butler misses free throw 1 of 2,17,27
71,1,3:33.0,,Offensive rebound by Team,17,27
72,1,3:33.0,J. Nelson enters the game for R. Rondo,,17,27
73,1,3:33.0,E. Moore enters the game for J. Holiday,,17,27
74,1,3:33.0,,J. Butler makes free throw 2 of 2,17,28
75,1,3:17.0,A. Davis makes 2-pt dunk from 1 ft (assist by D. Cousins),,19,28
76,1,3:00.0,,J. Butler misses 2-pt layup from 5 ft (block by E. Moore),19,28
77,1,3:00.0,Defensive rebound by A. Davis,,19,28
78,1,2:50.0,New Orleans full timeout,,19,28
79,1,2:50.0,,J. Crawford enters the game for J. Butler,19,28
80,1,2:50.0,,A. Brooks enters the game for T. Jones,19,28
81,1,2:50.0,D. Cunningham enters the game for D. Cousins,,19,28
82,1,2:40.0,D. Miller misses 2-pt jump shot from 12 ft,,19,28
83,1,2:36.0,,Defensive rebound by G. Dieng,19,28
84,1,2:22.0,,A. Wiggins misses 2-pt jump shot from 14 ft,19,28
85,1,2:19.0,,Offensive rebound by A. Brooks,19,28
86,1,2:14.0,,A. Brooks misses 2-pt jump shot from 13 ft,19,28
87,1,2:14.0,Defensive rebound by E. Moore,,19,28
88,1,2:08.0,,Technical foul by G. Dieng,19,28
89,1,2:08.0,D. Cunningham makes flagrant free throw 1 of 2,,20,28
90,1,2:08.0,D. Cunningham makes flagrant free throw 2 of 2,,21,28
91,1,2:08.0,,N. Bjelica enters the game for T. Gibson,21,28
92,1,1:59.0,E. Moore misses 3-pt jump shot from 22 ft,,21,28
93,1,1:55.0,,Defensive rebound by J. Crawford,21,28
94,1,1:47.0,,G. Dieng makes 2-pt jump shot from 10 ft (assist by J. Crawford),21,30
95,1,1:32.0,J. Nelson makes 2-pt jump shot from 22 ft (assist by A. Davis),,23,30
96,1,1:14.0,,G. Dieng makes 2-pt jump shot from 13 ft (assist by J. Crawford),23,32
97,1,0:55.0,A. Davis misses 2-pt jump shot from 17 ft,,23,32
98,1,0:53.0,,Defensive rebound by N. Bjelica,23,32
99,1,0:46.0,,A. Wiggins makes 2-pt layup from 1 ft,23,34
100,1,0:37.0,J. Nelson misses 2-pt jump shot from 22 ft,,23,34
101,1,0:37.0,,Defensive rebound by A. Wiggins,23,34
102,1,0:19.0,,J. Crawford makes 2-pt jump shot from 19 ft (assist by G. Dieng),23,36
103,1,0:05.0,Personal foul by A. Brooks (drawn by J. Nelson),,23,36
104,1,0:05.0,D. Cousins enters the game for A. Davis,,23,36
105,1,0:05.0,,M. Georges-Hunt enters the game for J. Crawford,23,36
106,1,0:01.0,Shooting foul by N. Bjelica (drawn by D. Cousins),,23,36
107,1,0:01.0,D. Cousins makes free throw 1 of 2,,24,36
108,1,0:01.0,,J. Crawford enters the game for G. Dieng,24,36
109,1,0:01.0,,K. Towns enters the game for M. Georges-Hunt,24,36
110,1,0:01.0,D. Cousins misses free throw 2 of 2,,24,36
111,1,0:00.0,,Defensive rebound by K. Towns,24,36
112,2,11:36.0,E. Moore makes 2-pt layup from 1 ft (assist by D. Cousins),,26,36
113,2,11:19.0,,Shooting foul by E. Moore (drawn by J. Crawford),26,36
114,2,11:19.0,,J. Crawford makes free throw 1 of 2,26,37
115,2,11:19.0,,J. Crawford makes free throw 2 of 2,26,38
116,2,11:06.0,Shooting foul by G. Dieng (drawn by D. Cousins),,26,38
117,2,11:06.0,D. Cousins makes free throw 1 of 2,,27,38
118,2,11:06.0,D. Cousins makes free throw 2 of 2,,28,38
119,2,10:53.0,,J. Crawford misses 2-pt jump shot from 16 ft,28,38
120,2,10:50.0,Defensive rebound by D. Cousins,,28,38
121,2,10:43.0,D. Cousins makes 2-pt layup from 1 ft,,30,38
122,2,10:26.0,,A. Brooks makes 3-pt jump shot from 23 ft (assist by K. Towns),30,41
123,2,10:18.0,Shooting foul by A. Brooks (drawn by E. Moore),,30,41
124,2,10:18.0,E. Moore makes free throw 1 of 2,,31,41
125,2,10:18.0,E. Moore makes free throw 2 of 2,,32,41
126,2,9:56.0,,N. Bjelica makes 2-pt layup from 4 ft,32,43
127,2,9:48.0,D. Miller misses 3-pt jump shot from 26 ft,,32,43
128,2,9:45.0,,Defensive rebound by K. Towns,32,43
129,2,9:36.0,,G. Dieng misses 2-pt layup from 1 ft,32,43
130,2,9:34.0,,Offensive rebound by G. Dieng,32,43
131,2,9:33.0,,G. Dieng makes 2-pt dunk from 1 ft,32,45
132,2,9:18.0,E. Moore misses 2-pt jump shot from 9 ft,,32,45
133,2,9:17.0,,Defensive rebound by K. Towns,32,45
134,2,9:13.0,Offensive charge foul by N. Bjelica (drawn by D. Cousins),,32,45
135,2,9:13.0,,Turnover by N. Bjelica (offensive foul),32,45
136,2,9:00.0,D. Miller misses 3-pt jump shot from 23 ft,,32,45
137,2,8:58.0,,Defensive rebound by K. Towns,32,45
138,2,8:53.0,,J. Crawford misses 2-pt jump shot from 20 ft,32,45
139,2,8:53.0,,Offensive rebound by K. Towns,32,45
140,2,8:47.0,,K. Towns makes 2-pt dunk at rim,32,47
141,2,8:27.0,J. Nelson misses 2-pt jump shot from 14 ft,,32,47
142,2,8:24.0,,Defensive rebound by K. Towns,32,47
143,2,8:17.0,,G. Dieng misses 2-pt jump shot from 20 ft,32,47
144,2,8:14.0,Defensive rebound by D. Cousins,,32,47
145,2,8:06.0,D. Cousins makes 2-pt layup from 1 ft,,34,47
146,2,7:49.0,,K. Towns misses 2-pt hook shot from 4 ft,34,47
147,2,7:47.0,Defensive rebound by D. Cousins,,34,47
148,2,7:32.0,D. Cousins misses 3-pt jump shot from 26 ft,,34,47
149,2,7:32.0,,Defensive rebound by K. Towns,34,47
150,2,7:19.0,,K. Towns makes 2-pt dunk from 1 ft,34,49
151,2,7:18.0,New Orleans full timeout,,34,49
152,2,7:18.0,J. Holiday enters the game for D. Miller,,34,49
153,2,7:18.0,A. Davis enters the game for E. Moore,,34,49
154,2,7:08.0,Offensive foul by A. Davis (drawn by K. Towns),,34,49
155,2,7:08.0,Turnover by A. Davis (offensive foul),,34,49
156,2,7:08.0,R. Rondo enters the game for J. Nelson,,34,49
157,2,6:45.0,,K. Towns makes 3-pt jump shot from 23 ft (assist by J. Crawford),34,52
158,2,6:37.0,Shooting foul by K. Towns (drawn by A. Davis),,34,52
159,2,6:37.0,A. Davis makes free throw 1 of 2,,35,52
160,2,6:37.0,,T. Gibson enters the game for G. Dieng,35,52
161,2,6:37.0,,J. Butler enters the game for N. Bjelica,35,52
162,2,6:37.0,A. Davis makes free throw 2 of 2,,36,52
163,2,6:13.0,,J. Butler makes 3-pt jump shot from 27 ft (assist by A. Brooks),36,55
164,2,5:54.0,A. Davis makes 2-pt jump shot from 19 ft,,38,55
165,2,5:34.0,,T. Gibson makes 2-pt layup from 1 ft (assist by J. Crawford),38,57
166,2,5:26.0,J. Holiday misses 3-pt jump shot from 25 ft,,38,57
167,2,5:23.0,,Defensive rebound by J. Crawford,38,57
168,2,5:16.0,,J. Butler makes 2-pt layup at rim (assist by J. Crawford),38,59
169,2,5:05.0,Turnover by R. Rondo (bad pass),,38,59
170,2,5:05.0,,T. Jones enters the game for J. Crawford,38,59
171,2,5:05.0,,A. Wiggins enters the game for A. Brooks,38,59
172,2,4:52.0,,A. Wiggins misses 2-pt layup from 2 ft,38,59
173,2,4:50.0,Defensive rebound by D. Cousins,,38,59
174,2,4:45.0,R. Rondo misses 2-pt layup at rim,,38,59
175,2,4:42.0,Offensive rebound by A. Davis,,38,59
176,2,4:41.0,A. Davis makes 2-pt layup from 1 ft,,40,59
177,2,4:27.0,,J. Butler misses 2-pt jump shot from 7 ft,40,59
178,2,4:25.0,Defensive rebound by D. Cousins,,40,59
179,2,4:21.0,A. Davis makes 2-pt dunk from 1 ft (assist by D. Cousins),,42,59
180,2,3:57.0,,K. Towns makes 3-pt jump shot from 24 ft (assist by J. Butler),42,62
181,2,3:46.0,A. Davis misses 3-pt jump shot from 25 ft,,42,62
182,2,3:44.0,,Defensive rebound by Team,42,62
183,2,3:29.0,,T. Gibson makes 2-pt layup from 1 ft (assist by T. Jones),42,64
184,2,3:22.0,New Orleans full timeout,,42,64
185,2,3:00.0,J. Holiday misses 2-pt jump shot from 14 ft,,42,64
186,2,2:58.0,Offensive rebound by D. Cousins,,42,64
