,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,SACRAMENTO_ACTION,BROOKLYN_SCORE,SACRAMENTO_SCORE
372,4,4:20.0,D. Carroll makes 2-pt layup from 5 ft (assist by D. Russell),,89,92
373,4,3:58.0,,G. Temple makes 2-pt jump shot from 14 ft (assist by K. Koufos),89,94
374,4,3:48.0,,W. Cauley-Stein enters the game for B. Hield,89,94
375,4,3:48.0,,S. Labissière enters the game for K. Koufos,89,94
376,4,3:43.0,A. Crabbe misses 3-pt jump shot from 25 ft,,89,94
377,4,3:43.0,Offensive rebound by J. Allen,,89,94
378,4,3:35.0,D. Russell makes 3-pt jump shot from 26 ft,,92,94
379,4,3:15.0,,W. Cauley-Stein misses 2-pt hook shot from 7 ft,92,94
380,4,3:12.0,Defensive rebound by D. Russell,,92,94
381,4,3:03.0,D. Russell makes 3-pt jump shot from 26 ft (assist by S. Dinwiddie),,95,94
382,4,2:44.0,,B. Bogdanović misses 2-pt jump shot from 10 ft,95,94
383,4,2:42.0,Defensive rebound by S. Dinwiddie,,95,94
384,4,2:29.0,D. Russell misses 3-pt jump shot from 22 ft,,95,94
385,4,2:29.0,,Defensive rebound by B. Bogdanović,95,94
386,4,2:24.0,,Personal foul by D. Carroll (drawn by D. Fox),95,94
387,4,2:24.0,,B. Hield enters the game for G. Temple,95,94
388,4,2:15.0,,B. Bogdanović misses 2-pt jump shot from 7 ft,95,94
389,4,2:14.0,,Offensive rebound by S. Labissière,95,94
390,4,2:14.0,,S. Labissière misses 2-pt layup from 5 ft,95,94
391,4,2:14.0,,Offensive rebound by S. Labissière,95,94
392,4,2:13.0,,Personal foul by D. Carroll (drawn by S. Labissière),95,94
393,4,2:08.0,,B. Hield makes 2-pt jump shot from 18 ft,95,96
394,4,1:43.0,Turnover by D. Russell (lost ball; steal by S. Labissière),,95,96
395,4,1:40.0,,B. Hield makes 2-pt layup from 5 ft,95,98
396,4,1:27.0,S. Dinwiddie misses 2-pt jump shot from 12 ft,,95,98
397,4,1:27.0,,Defensive rebound by Team,95,98
398,4,1:12.0,,Turnover by D. Fox (bad pass; steal by D. Carroll),95,98
399,4,1:06.0,Turnover by D. Russell (bad pass),,95,98
400,4,0:51.0,,B. Hield misses 3-pt jump shot from 25 ft,95,98
401,4,0:51.0,Defensive rebound by D. Carroll,,95,98
402,4,0:37.0,Brooklyn full timeout,,95,98
403,4,0:30.0,D. Carroll makes 3-pt jump shot from 26 ft (assist by A. Crabbe),,98,98
404,4,0:29.0,,Sacramento full timeout,98,98
405,4,0:29.0,R. Hollis-Jefferson enters the game for D. Russell,,98,98
406,4,0:10.0,,D. Fox misses 2-pt jump shot from 6 ft (block by J. Allen),98,98
407,4,0:09.0,Defensive rebound by J. Allen,,98,98
408,4,0:09.0,Brooklyn full timeout,,98,98
409,4,0:09.0,D. Russell enters the game for R. Hollis-Jefferson,,98,98
410,4,0:06.0,Shooting foul by B. Hield (drawn by S. Dinwiddie),,98,98
411,4,0:06.0,S. Dinwiddie makes free throw 1 of 2,,99,98
412,4,0:06.0,R. Hollis-Jefferson enters the game for D. Russell,,99,98
413,4,0:06.0,S. Dinwiddie makes free throw 2 of 2,,100,98
414,4,0:06.0,,Sacramento full timeout,100,98
415,4,0:00.0,,D. Fox makes 2-pt jump shot from 8 ft (assist by W. Cauley-Stein),100,100
416,1OT,4:42.0,,Turnover by D. Fox (bad pass),100,100
417,1OT,4:25.0,A. Crabbe misses 2-pt layup from 6 ft (block by D. Fox),,100,100
418,1OT,4:24.0,Offensive rebound by Team,,100,100
419,1OT,4:18.0,D. Carroll makes 2-pt jump shot from 16 ft,,102,100
420,1OT,4:06.0,,D. Fox makes 2-pt jump shot from 13 ft,102,102
421,1OT,3:39.0,D. Russell misses 3-pt jump shot from 26 ft (block by W. Cauley-Stein),,102,102
422,1OT,3:39.0,Offensive rebound by Team,,102,102
423,1OT,3:39.0,Turnover by Team (shot clock),,102,102
424,1OT,3:20.0,,B. Hield makes 3-pt jump shot from 26 ft (assist by W. Cauley-Stein),102,105
425,1OT,3:07.0,A. Crabbe makes 3-pt jump shot from 25 ft,,105,105
426,1OT,3:00.0,,Sacramento full timeout,105,105
427,1OT,2:51.0,,B. Bogdanović makes 3-pt jump shot from 25 ft,105,108
428,1OT,2:31.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,105,108
429,1OT,2:30.0,Offensive rebound by J. Allen,,105,108
430,1OT,2:29.0,Shooting foul by W. Cauley-Stein (drawn by J. Allen),,105,108
431,1OT,2:29.0,J. Allen misses free throw 1 of 2,,105,108
432,1OT,2:29.0,Offensive rebound by Team,,105,108
433,1OT,2:29.0,J. Allen makes free throw 2 of 2,,106,108
434,1OT,2:13.0,,B. Hield misses 2-pt jump shot from 17 ft,106,108
435,1OT,2:12.0,Defensive rebound by D. Carroll,,106,108
436,1OT,1:49.0,D. Russell makes 3-pt jump shot from 25 ft,,109,108
437,1OT,1:44.0,,D. Fox makes 2-pt jump shot from 9 ft,109,110
438,1OT,1:42.0,Brooklyn full timeout,,109,110
439,1OT,1:22.0,S. Dinwiddie makes 2-pt layup from 7 ft,,111,110
440,1OT,1:06.0,,B. Bogdanović makes 2-pt layup from 10 ft,111,112
441,1OT,0:55.0,,Offensive charge foul by J. Allen (drawn by D. Fox),111,112
442,1OT,0:55.0,Turnover by J. Allen (offensive foul),,111,112
443,1OT,0:42.0,,Turnover by S. Labissière (lost ball; steal by A. Crabbe),111,112
444,1OT,0:16.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,111,112
445,1OT,0:14.0,,Defensive rebound by D. Fox,111,112
446,1OT,0:14.0,Loose ball foul by D. Carroll (drawn by D. Fox),,111,112
447,1OT,0:13.0,,Personal take foul by J. Allen (drawn by B. Hield),111,112
448,1OT,0:13.0,,B. Hield makes free throw 1 of 2,111,113
449,1OT,0:13.0,,B. Hield makes free throw 2 of 2,111,114
450,1OT,0:13.0,Brooklyn full timeout,,111,114
451,1OT,0:10.0,D. Russell misses 3-pt jump shot from 25 ft,,111,114
452,1OT,0:08.0,,Defensive rebound by B. Bogdanović,111,114
453,1OT,0:08.0,,Personal foul by A. Crabbe (drawn by B. Bogdanović),111,114
454,1OT,0:08.0,,B. Bogdanović makes free throw 1 of 2,111,115
455,1OT,0:08.0,,B. Bogdanović makes free throw 2 of 2,111,116
456,1OT,0:05.0,Turnover by J. Allen (bad pass; steal by B. Hield),,111,116
