,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,BOSTON_ACTION,MEMPHIS_SCORE,BOSTON_SCORE
394,4,6:51.0,,J. Brown makes free throw 2 of 2,78,98
395,4,6:41.0,A. Harrison makes 2-pt layup from 1 ft (assist by M. Gasol),,80,98
396,4,6:18.0,,J. Tatum misses 2-pt jump shot from 11 ft,80,98
397,4,6:15.0,Defensive rebound by M. Gasol,,80,98
398,4,6:06.0,Shooting foul by S. Larkin (drawn by A. Harrison),,80,98
399,4,6:06.0,A. Harrison makes free throw 1 of 2,,81,98
400,4,6:06.0,A. Harrison misses free throw 2 of 2,,81,98
401,4,6:04.0,,Defensive rebound by D. Theis,81,98
402,4,5:41.0,,Turnover by S. Larkin (lost ball; steal by D. Brooks),81,98
403,4,5:38.0,J. Martin misses 2-pt layup from 1 ft (block by J. Brown),,81,98
404,4,5:38.0,Offensive rebound by Team,,81,98
405,4,5:24.0,M. Gasol misses 2-pt jump shot from 14 ft,,81,98
406,4,5:22.0,,Defensive rebound by D. Theis,81,98
407,4,5:09.0,,M. Morris misses 3-pt jump shot from 27 ft,81,98
408,4,5:07.0,Defensive rebound by Team,,81,98
409,4,4:52.0,J. Green makes 2-pt dunk from 1 ft (assist by M. Gasol),,83,98
410,4,4:52.0,,Boston full timeout,83,98
411,4,4:52.0,,T. Rozier enters the game for J. Brown,83,98
412,4,4:40.0,,J. Tatum misses 2-pt jump shot from 17 ft,83,98
413,4,4:36.0,Defensive rebound by A. Harrison,,83,98
414,4,4:33.0,J. Martin makes 2-pt layup from 1 ft (assist by A. Harrison),,85,98
415,4,4:17.0,,Turnover by S. Larkin (lost ball; steal by D. Brooks),85,98
416,4,4:12.0,D. Brooks misses 2-pt layup from 1 ft (block by D. Theis),,85,98
417,4,4:09.0,,Defensive rebound by S. Larkin,85,98
418,4,3:53.0,,S. Larkin makes 2-pt jump shot from 4 ft,85,100
419,4,3:27.0,M. Gasol makes 2-pt jump shot from 21 ft (assist by D. Brooks),,87,100
420,4,3:02.0,,M. Morris makes 2-pt jump shot from 11 ft (assist by S. Larkin),87,102
421,4,3:02.0,,Shooting foul by D. Brooks (drawn by M. Morris),87,102
422,4,3:02.0,,M. Smart enters the game for S. Larkin,87,102
423,4,3:02.0,,M. Morris misses free throw 1 of 1,87,102
424,4,3:01.0,,Offensive rebound by D. Theis,87,102
425,4,2:58.0,,J. Tatum misses 3-pt jump shot from 24 ft,87,102
426,4,2:55.0,Defensive rebound by J. Green,,87,102
427,4,2:45.0,Shooting foul by D. Theis (drawn by A. Harrison),,87,102
428,4,2:45.0,A. Harrison makes free throw 1 of 2,,88,102
429,4,2:45.0,A. Harrison makes free throw 2 of 2,,89,102
430,4,2:29.0,,D. Theis makes 2-pt jump shot from 10 ft (assist by T. Rozier),89,104
431,4,2:09.0,J. Green makes 2-pt jump shot from 18 ft (assist by M. Gasol),,91,104
432,4,1:50.0,,Shooting foul by D. Brooks (drawn by T. Rozier),91,104
433,4,1:50.0,,T. Rozier makes free throw 1 of 2,91,105
434,4,1:50.0,,S. Ojeleye enters the game for J. Tatum,91,105
435,4,1:50.0,,S. Larkin enters the game for M. Morris,91,105
436,4,1:50.0,,A. Nader enters the game for M. Smart,91,105
437,4,1:50.0,M. Henry enters the game for J. Green,,91,105
438,4,1:50.0,B. Johnson enters the game for D. Brooks,,91,105
439,4,1:50.0,I. Rabb enters the game for M. Gasol,,91,105
440,4,1:50.0,,T. Rozier misses free throw 2 of 2,91,105
441,4,1:48.0,Defensive rebound by B. Johnson,,91,105
442,4,1:33.0,A. Harrison misses 3-pt jump shot from 24 ft,,91,105
443,4,1:30.0,,Defensive rebound by T. Rozier,91,105
444,4,1:26.0,,T. Rozier makes 2-pt layup from 2 ft,91,107
445,4,1:19.0,B. Johnson makes 2-pt layup from 2 ft (assist by A. Harrison),,93,107
446,4,1:01.0,,S. Larkin misses 2-pt jump shot from 18 ft,93,107
447,4,0:59.0,Defensive rebound by J. Martin,,93,107
448,4,0:47.0,I. Rabb misses 2-pt layup from 1 ft,,93,107
449,4,0:47.0,,Defensive rebound by A. Nader,93,107
450,4,0:47.0,,Personal foul by B. Johnson (drawn by A. Nader),93,107
451,4,0:47.0,,A. Nader makes free throw 1 of 2,93,108
452,4,0:47.0,,A. Nader makes free throw 2 of 2,93,109
453,4,0:38.0,J. Martin makes 3-pt jump shot from 25 ft (assist by A. Harrison),,96,109
454,4,0:20.0,,T. Rozier misses 2-pt jump shot from 16 ft,96,109
455,4,0:17.0,Defensive rebound by M. Henry,,96,109
456,4,0:12.0,B. Johnson makes 2-pt dunk from 2 ft (assist by A. Harrison),,98,109
