,QUARTER,TIME_REMAINING,NEW YORK_ACTION,BROOKLYN_ACTION,NEW YORK_SCORE,BROOKLYN_SCORE
0,1,11:39.0,Shooting foul by T. Zeller (drawn by L. Thomas),,0,0
1,1,11:39.0,L. Thomas makes free throw 1 of 2,,1,0
2,1,11:39.0,L. Thomas makes free throw 2 of 2,,2,0
3,1,11:26.0,,A. Crabbe misses 3-pt jump shot from 27 ft,2,0
4,1,11:22.0,Defensive rebound by E. Freedom,,2,0
5,1,11:04.0,E. Freedom misses 2-pt hook shot from 5 ft,,2,0
6,1,11:02.0,,Defensive rebound by S. Dinwiddie,2,0
7,1,10:40.0,,S. Dinwiddie makes 3-pt jump shot from 25 ft,2,3
8,1,10:22.0,Turnover by K. Porziņģis (lost ball; steal by R. Hollis-Jefferson),,2,3
9,1,10:19.0,,R. Hollis-Jefferson makes 2-pt dunk from 1 ft (assist by S. Dinwiddie),2,5
10,1,10:07.0,C. Lee makes 2-pt jump shot from 17 ft,,4,5
11,1,9:43.0,,R. Hollis-Jefferson makes 2-pt jump shot from 10 ft (assist by D. Carroll),4,7
12,1,9:27.0,K. Porziņģis makes 2-pt jump shot from 11 ft,,6,7
13,1,9:16.0,,R. Hollis-Jefferson makes 2-pt layup from 1 ft,6,9
14,1,9:16.0,,Shooting foul by K. Porziņģis (drawn by R. Hollis-Jefferson),6,9
15,1,9:16.0,,R. Hollis-Jefferson makes free throw 1 of 1,6,10
16,1,9:04.0,C. Lee makes 2-pt jump shot from 18 ft,,8,10
17,1,8:48.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,8,10
18,1,8:44.0,Defensive rebound by E. Freedom,,8,10
19,1,8:40.0,K. Porziņģis makes 2-pt dunk at rim (assist by J. Jack),,10,10
20,1,8:21.0,,A. Crabbe misses 3-pt jump shot from 27 ft,10,10
21,1,8:17.0,Defensive rebound by K. Porziņģis,,10,10
22,1,8:14.0,L. Thomas misses 2-pt layup from 3 ft (block by S. Dinwiddie),,10,10
23,1,8:14.0,Offensive rebound by Team,,10,10
24,1,8:07.0,J. Jack makes 3-pt jump shot from 25 ft (assist by K. Porziņģis),,13,10
25,1,7:43.0,,Personal foul by L. Thomas (drawn by T. Zeller),13,10
26,1,7:30.0,,D. Carroll misses 2-pt jump shot from 7 ft,13,10
27,1,7:27.0,Defensive rebound by C. Lee,,13,10
28,1,7:22.0,K. Porziņģis misses 2-pt layup from 3 ft,,13,10
