,QUARTER,TIME_REMAINING,TORONTO_ACTION,ATLANTA_ACTION,TORONTO_SCORE,ATLANTA_SCORE
56,1,5:30.0,J. Valančiūnas makes 2-pt dunk at rim (assist by K. Lowry),,14,6
57,1,5:30.0,Shooting foul by D. Dedmon (drawn by J. Valančiūnas),,14,6
58,1,5:30.0,,J. Collins enters the game for E. İlyasova,14,6
59,1,5:30.0,,T. Prince enters the game for K. Bazemore,14,6
60,1,5:30.0,J. Valančiūnas misses free throw 1 of 1,,14,6
61,1,5:28.0,,Defensive rebound by J. Collins,14,6
62,1,5:06.0,,D. Schröder misses 2-pt jump shot from 6 ft,14,6
63,1,5:02.0,Defensive rebound by D. DeRozan,,14,6
64,1,4:58.0,O. Anunoby misses 3-pt jump shot from 21 ft,,14,6
65,1,4:54.0,,Defensive rebound by T. Prince,14,6
66,1,4:43.0,,M. Belinelli misses 3-pt jump shot from 23 ft,14,6
67,1,4:40.0,Defensive rebound by O. Anunoby,,14,6
68,1,4:40.0,Personal foul by D. Schröder (drawn by O. Anunoby),,14,6
69,1,4:27.0,S. Ibaka makes 3-pt jump shot from 27 ft,,17,6
70,1,4:06.0,,D. Schröder makes 2-pt jump shot from 20 ft (assist by M. Belinelli),17,8
71,1,3:48.0,Shooting foul by T. Prince (drawn by J. Valančiūnas),,17,8
72,1,3:48.0,J. Valančiūnas makes free throw 1 of 2,,18,8
73,1,3:48.0,,M. Delaney enters the game for D. Schröder,18,8
74,1,3:48.0,C. Miles enters the game for O. Anunoby,,18,8
75,1,3:48.0,J. Valančiūnas makes free throw 2 of 2,,19,8
76,1,3:33.0,,T. Prince misses 2-pt layup from 5 ft (block by J. Valančiūnas),19,8
77,1,3:33.0,,Offensive rebound by Team,19,8
78,1,3:33.0,J. Poeltl enters the game for J. Valančiūnas,,19,8
79,1,3:33.0,,Personal foul by C. Miles (drawn by T. Prince),19,8
80,1,3:33.0,,J. Collins misses 2-pt jump shot from 11 ft,19,8
81,1,3:20.0,,Offensive rebound by D. Dedmon,19,8
82,1,3:18.0,,M. Belinelli makes 2-pt jump shot from 13 ft (assist by D. Dedmon),19,10
83,1,3:07.0,Toronto full timeout,,19,10
84,1,3:07.0,D. Wright enters the game for K. Lowry,,19,10
85,1,2:58.0,C. Miles misses 2-pt jump shot from 7 ft,,19,10
86,1,2:55.0,Offensive rebound by J. Poeltl,,19,10
87,1,2:54.0,J. Poeltl misses 2-pt layup from 3 ft (block by J. Collins),,19,10
88,1,2:54.0,,Defensive rebound by T. Prince,19,10
89,1,2:33.0,,Turnover by T. Prince (bad pass; steal by S. Ibaka),19,10
90,1,2:20.0,Shooting foul by J. Collins (drawn by D. DeRozan),,19,10
91,1,2:20.0,D. DeRozan misses free throw 1 of 2,,19,10
92,1,2:20.0,Offensive rebound by Team,,19,10
93,1,2:20.0,P. Siakam enters the game for S. Ibaka,,19,10
94,1,2:20.0,D. DeRozan makes free throw 2 of 2,,20,10
95,1,2:11.0,Violation by P. Siakam (kicked ball),,20,10
96,1,1:58.0,,M. Delaney misses 2-pt jump shot from 23 ft,20,10
97,1,1:54.0,Defensive rebound by D. Wright,,20,10
98,1,1:44.0,Turnover by D. DeRozan (lost ball; steal by T. Prince),,20,10
99,1,1:41.0,,Turnover by T. Prince (lost ball; steal by D. Wright),20,10
100,1,1:34.0,J. Poeltl makes 2-pt layup from 1 ft (assist by C. Miles),,22,10
101,1,1:33.0,,Atlanta full timeout,22,10
102,1,1:33.0,,M. Muscala enters the game for T. Prince,22,10
103,1,1:33.0,,L. Babbitt enters the game for D. Dedmon,22,10
104,1,1:33.0,F. VanVleet enters the game for D. DeRozan,,22,10
105,1,1:14.0,,Turnover by M. Delaney (bad pass; steal by J. Poeltl),22,10
106,1,1:08.0,C. Miles misses 2-pt jump shot from 7 ft,,22,10
107,1,1:04.0,,Defensive rebound by M. Delaney,22,10
108,1,0:56.0,,L. Babbitt misses 3-pt jump shot from 28 ft,22,10
109,1,0:55.0,Defensive rebound by Team,,22,10
110,1,0:55.0,,Loose ball foul by J. Collins (drawn by C. Miles),22,10
111,1,0:55.0,C. Miles misses free throw 1 of 2,,22,10
112,1,0:55.0,Offensive rebound by Team,,22,10
113,1,0:55.0,C. Miles makes free throw 2 of 2,,23,10
114,1,0:41.0,,M. Belinelli makes 2-pt jump shot from 13 ft,23,12
115,1,0:35.0,J. Poeltl misses 2-pt layup from 3 ft (block by J. Collins),,23,12
116,1,0:35.0,Offensive rebound by Team,,23,12
117,1,0:34.0,C. Miles makes 2-pt jump shot from 16 ft (assist by F. VanVleet),,25,12
118,1,0:24.0,,M. Delaney misses 2-pt layup from 6 ft (block by J. Poeltl),25,12
119,1,0:20.0,,Offensive rebound by J. Collins,25,12
120,1,0:20.0,,J. Collins makes 2-pt layup at rim,25,14
121,1,0:05.0,F. VanVleet makes 3-pt jump shot from 24 ft,,28,14
122,1,0:00.0,,J. Collins makes 2-pt layup from 1 ft (assist by M. Delaney),28,16
123,2,11:48.0,Offensive foul by J. Poeltl (drawn by M. Delaney),,28,16
124,2,11:48.0,Turnover by J. Poeltl (offensive foul),,28,16
125,2,11:24.0,,J. Collins makes 2-pt layup from 1 ft (assist by M. Delaney),28,18
126,2,11:24.0,Violation by C. Miles (def goaltending),,28,18
127,2,11:14.0,J. Poeltl makes 2-pt jump shot from 13 ft (assist by F. VanVleet),,30,18
128,2,10:57.0,,M. Delaney misses 3-pt jump shot from 25 ft,30,18
129,2,10:53.0,Defensive rebound by D. Wright,,30,18
130,2,10:45.0,Turnover by D. Wright (bad pass; steal by M. Muscala),,30,18
131,2,10:42.0,,J. Collins misses 2-pt layup from 3 ft (block by F. VanVleet),30,18
132,2,10:42.0,Defensive rebound by Team,,30,18
133,2,10:42.0,,T. Dorsey enters the game for M. Belinelli,30,18
134,2,10:42.0,,I. Taylor enters the game for M. Delaney,30,18
135,2,10:36.0,Personal foul by I. Taylor (drawn by F. VanVleet),,30,18
136,2,10:27.0,C. Miles misses 3-pt jump shot from 22 ft,,30,18
137,2,10:20.0,,Defensive rebound by T. Dorsey,30,18
138,2,10:04.0,,L. Babbitt misses 3-pt jump shot from 25 ft,30,18
139,2,10:01.0,Defensive rebound by D. Wright,,30,18
140,2,9:54.0,D. Wright misses 2-pt jump shot from 11 ft,,30,18
141,2,9:50.0,,Defensive rebound by J. Collins,30,18
142,2,9:38.0,,J. Collins misses 2-pt layup from 2 ft,30,18
143,2,9:34.0,Defensive rebound by F. VanVleet,,30,18
144,2,9:33.0,C. Miles misses 3-pt jump shot from 25 ft,,30,18
145,2,9:29.0,,Defensive rebound by T. Dorsey,30,18
146,2,9:20.0,,I. Taylor misses 2-pt layup from 3 ft (block by F. VanVleet),30,18
147,2,9:20.0,,Offensive rebound by Team,30,18
148,2,9:20.0,,M. Plumlee enters the game for J. Collins,30,18
149,2,9:20.0,,E. İlyasova enters the game for M. Muscala,30,18
150,2,9:09.0,,E. İlyasova misses 2-pt jump shot from 20 ft,30,18
151,2,9:06.0,Defensive rebound by J. Poeltl,,30,18
152,2,8:58.0,Turnover by P. Siakam (bad pass; steal by T. Dorsey),,30,18
153,2,8:54.0,,T. Dorsey makes 2-pt layup from 3 ft,30,20
154,2,8:54.0,Violation by D. Wright (def goaltending),,30,20
155,2,8:40.0,D. Wright misses 2-pt jump shot from 16 ft,,30,20
156,2,8:37.0,,Defensive rebound by M. Plumlee,30,20
157,2,8:30.0,,L. Babbitt misses 3-pt jump shot from 28 ft,30,20
158,2,8:27.0,Defensive rebound by P. Siakam,,30,20
159,2,8:22.0,P. Siakam makes 2-pt layup from 8 ft,,32,20
160,2,8:12.0,,Shooting foul by F. VanVleet (drawn by I. Taylor),32,20
161,2,8:12.0,,I. Taylor misses free throw 1 of 2,32,20
162,2,8:12.0,,Offensive rebound by Team,32,20
163,2,8:12.0,,K. Bazemore enters the game for L. Babbitt,32,20
164,2,8:12.0,N. Powell enters the game for C. Miles,,32,20
165,2,8:12.0,,I. Taylor misses free throw 2 of 2,32,20
166,2,8:09.0,,Offensive rebound by M. Plumlee,32,20
167,2,7:49.0,,T. Dorsey misses 2-pt jump shot from 14 ft (block by J. Poeltl),32,20
168,2,7:45.0,Defensive rebound by F. VanVleet,,32,20
169,2,7:43.0,F. VanVleet makes 2-pt layup at rim,,34,20
170,2,7:33.0,,I. Taylor makes 2-pt layup from 1 ft,34,22
171,2,7:11.0,Shooting foul by E. İlyasova (drawn by D. Wright),,34,22
172,2,7:11.0,D. Wright misses free throw 1 of 2,,34,22
173,2,7:11.0,Offensive rebound by Team,,34,22
174,2,7:11.0,,D. Schröder enters the game for I. Taylor,34,22
175,2,7:11.0,J. Valančiūnas enters the game for J. Poeltl,,34,22
176,2,7:11.0,D. Wright makes free throw 2 of 2,,35,22
177,2,7:01.0,,D. Schröder misses 2-pt layup from 4 ft (block by F. VanVleet),35,22
178,2,7:01.0,,Offensive rebound by Team,35,22
179,2,7:01.0,K. Lowry enters the game for D. Wright,,35,22
180,2,6:52.0,,Turnover by K. Bazemore (bad pass; steal by N. Powell),35,22
181,2,6:46.0,F. VanVleet makes 3-pt jump shot from 24 ft (assist by N. Powell),,38,22
182,2,6:43.0,,Atlanta full timeout,38,22
183,2,6:25.0,,M. Plumlee misses 2-pt hook shot from 5 ft (block by J. Valančiūnas),38,22
184,2,6:19.0,,Offensive rebound by D. Schröder,38,22
185,2,6:17.0,,D. Schröder makes 2-pt jump shot from 9 ft,38,24
186,2,5:55.0,N. Powell misses 2-pt layup from 1 ft (block by M. Plumlee),,38,24
187,2,5:51.0,,Defensive rebound by D. Schröder,38,24
188,2,5:48.0,,D. Schröder misses 2-pt jump shot from 17 ft,38,24
189,2,5:44.0,Defensive rebound by P. Siakam,,38,24
190,2,5:38.0,J. Valančiūnas misses 3-pt jump shot from 25 ft,,38,24
191,2,5:35.0,,Defensive rebound by K. Bazemore,38,24
192,2,5:28.0,,K. Bazemore misses 2-pt layup from 1 ft,38,24
193,2,5:22.0,,Offensive rebound by M. Plumlee,38,24
194,2,5:22.0,,M. Plumlee makes 2-pt layup at rim,38,26
195,2,5:18.0,F. VanVleet makes 3-pt jump shot from 25 ft,,41,26
196,2,5:18.0,Shooting foul by T. Dorsey (drawn by F. VanVleet),,41,26
197,2,5:18.0,,M. Belinelli enters the game for T. Dorsey,41,26
198,2,5:18.0,S. Ibaka enters the game for P. Siakam,,41,26
199,2,5:18.0,F. VanVleet makes free throw 1 of 1,,42,26
200,2,4:58.0,,M. Belinelli misses 2-pt jump shot from 11 ft,42,26
201,2,4:51.0,Defensive rebound by J. Valančiūnas,,42,26
202,2,4:49.0,K. Lowry makes 3-pt jump shot from 25 ft (assist by N. Powell),,45,26
203,2,4:36.0,,K. Bazemore misses 3-pt jump shot from 24 ft,45,26
204,2,4:33.0,Defensive rebound by S. Ibaka,,45,26
205,2,4:30.0,Shooting foul by K. Bazemore (drawn by F. VanVleet),,45,26
206,2,4:30.0,F. VanVleet makes free throw 1 of 2,,46,26
207,2,4:30.0,,J. Collins enters the game for E. İlyasova,46,26
208,2,4:30.0,,D. Dedmon enters the game for M. Plumlee,46,26
209,2,4:30.0,D. DeRozan enters the game for N. Powell,,46,26
210,2,4:30.0,F. VanVleet makes free throw 2 of 2,,47,26
211,2,4:10.0,,D. Schröder makes 2-pt layup from 2 ft,47,28
212,2,4:03.0,F. VanVleet misses 3-pt jump shot from 24 ft,,47,28
213,2,3:57.0,Offensive rebound by F. VanVleet,,47,28
214,2,3:51.0,D. DeRozan misses 2-pt jump shot from 12 ft,,47,28
215,2,3:48.0,Offensive rebound by J. Valančiūnas,,47,28
216,2,3:48.0,J. Valančiūnas misses 2-pt layup from 1 ft,,47,28
217,2,3:46.0,,Defensive rebound by J. Collins,47,28
218,2,3:42.0,,K. Bazemore makes 2-pt layup from 1 ft,47,30
219,2,3:30.0,S. Ibaka makes 3-pt jump shot from 24 ft,,50,30
220,2,3:13.0,,K. Bazemore misses 2-pt jump shot from 17 ft,50,30
221,2,3:07.0,Defensive rebound by F. VanVleet,,50,30
222,2,3:04.0,Turnover by S. Ibaka (step out of bounds),,50,30
223,2,3:04.0,Toronto full timeout,,50,30
224,2,3:04.0,O. Anunoby enters the game for F. VanVleet,,50,30
225,2,2:50.0,,M. Belinelli misses 3-pt jump shot from 24 ft,50,30
226,2,2:47.0,Defensive rebound by J. Valančiūnas,,50,30
227,2,2:40.0,D. DeRozan misses 2-pt jump shot from 14 ft,,50,30
228,2,2:38.0,Offensive rebound by O. Anunoby,,50,30
229,2,2:35.0,K. Lowry misses 3-pt jump shot from 25 ft,,50,30
230,2,2:31.0,,Defensive rebound by J. Collins,50,30
231,2,2:25.0,,D. Schröder makes 3-pt jump shot from 25 ft (assist by K. Bazemore),50,33
232,2,2:04.0,D. DeRozan makes 3-pt jump shot from 24 ft (assist by S. Ibaka),,53,33
233,2,1:50.0,,J. Collins misses 2-pt layup from 5 ft (block by J. Valančiūnas),53,33
234,2,1:50.0,Defensive rebound by Team,,53,33
235,2,1:33.0,J. Valančiūnas misses 2-pt layup at rim,,53,33
236,2,1:30.0,,Defensive rebound by J. Collins,53,33
237,2,1:26.0,,D. Dedmon misses 2-pt layup from 2 ft,53,33
238,2,1:22.0,Defensive rebound by J. Valančiūnas,,53,33
239,2,1:15.0,S. Ibaka misses 3-pt jump shot from 25 ft,,53,33
240,2,1:10.0,Offensive rebound by J. Valančiūnas,,53,33
241,2,1:10.0,J. Valančiūnas misses 2-pt layup at rim,,53,33
242,2,1:10.0,Offensive rebound by K. Lowry,,53,33
243,2,1:04.0,Turnover by K. Lowry (lost ball; steal by D. Schröder),,53,33
244,2,1:02.0,,D. Schröder makes 2-pt layup from 1 ft,53,35
245,2,0:52.0,J. Valančiūnas makes 2-pt dunk at rim (assist by D. DeRozan),,55,35
246,2,0:38.0,,K. Bazemore makes 2-pt jump shot from 7 ft,55,37
247,2,0:31.0,K. Lowry makes 3-pt jump shot from 27 ft,,58,37
248,2,0:13.0,,K. Bazemore makes 2-pt layup from 1 ft,58,39
249,2,0:13.0,,Shooting foul by J. Valančiūnas (drawn by K. Bazemore),58,39
250,2,0:13.0,,L. Babbitt enters the game for M. Belinelli,58,39
251,2,0:13.0,,K. Bazemore makes free throw 1 of 1,58,40
252,2,0:00.0,D. DeRozan misses 2-pt jump shot from 21 ft,,58,40
253,2,0:00.0,Offensive rebound by Team,,58,40
254,3,11:52.0,K. Lowry misses 3-pt jump shot from 24 ft,,58,40
255,3,11:48.0,Offensive rebound by D. DeRozan,,58,40
256,3,11:40.0,J. Valančiūnas misses 2-pt layup from 2 ft,,58,40
257,3,11:36.0,,Defensive rebound by D. Schröder,58,40
258,3,11:31.0,,Shooting foul by J. Valančiūnas (drawn by M. Plumlee),58,40
259,3,11:31.0,,M. Plumlee makes free throw 1 of 2,58,41
260,3,11:31.0,,M. Plumlee misses free throw 2 of 2,58,41
261,3,11:28.0,Defensive rebound by O. Anunoby,,58,41
262,3,11:11.0,S. Ibaka makes 2-pt jump shot from 13 ft (assist by D. DeRozan),,60,41
263,3,10:58.0,,D. Schröder makes 2-pt jump shot from 13 ft (assist by K. Bazemore),60,43
264,3,10:40.0,S. Ibaka makes 2-pt dunk from 1 ft,,62,43
265,3,10:28.0,,D. Schröder makes 3-pt jump shot from 23 ft (assist by M. Plumlee),62,46
266,3,10:11.0,Personal foul by T. Prince (drawn by J. Valančiūnas),,62,46
267,3,10:05.0,Personal foul by D. Schröder (drawn by K. Lowry),,62,46
268,3,9:59.0,D. DeRozan misses 2-pt jump shot from 15 ft,,62,46
269,3,9:54.0,,Defensive rebound by D. Schröder,62,46
270,3,9:48.0,,M. Plumlee makes 2-pt dunk at rim (assist by D. Schröder),62,48
271,3,9:28.0,S. Ibaka misses 2-pt dunk from 3 ft (block by M. Plumlee),,62,48
272,3,9:24.0,,Defensive rebound by E. İlyasova,62,48
273,3,9:22.0,,Turnover by T. Prince (step out of bounds),62,48
274,3,9:14.0,K. Lowry misses 3-pt jump shot from 25 ft,,62,48
275,3,9:10.0,,Defensive rebound by D. Schröder,62,48
276,3,9:08.0,,D. Schröder misses 2-pt layup from 1 ft (block by S. Ibaka),62,48
277,3,9:03.0,Defensive rebound by D. DeRozan,,62,48
278,3,9:00.0,O. Anunoby makes 2-pt layup from 1 ft (assist by J. Valančiūnas),,64,48
279,3,8:41.0,,K. Bazemore makes 2-pt jump shot from 11 ft,64,50
280,3,8:26.0,O. Anunoby makes 3-pt jump shot from 26 ft (assist by J. Valančiūnas),,67,50
281,3,8:12.0,,E. İlyasova misses 3-pt jump shot from 24 ft,67,50
282,3,8:07.0,Defensive rebound by O. Anunoby,,67,50
283,3,7:56.0,S. Ibaka misses 2-pt layup from 3 ft,,67,50
284,3,7:55.0,Offensive rebound by J. Valančiūnas,,67,50
285,3,7:55.0,J. Valančiūnas makes 2-pt dunk at rim,,69,50
286,3,7:55.0,,Atlanta full timeout,69,50
287,3,7:55.0,,M. Belinelli enters the game for T. Prince,69,50
288,3,7:50.0,,Personal foul by O. Anunoby (drawn by M. Belinelli),69,50
289,3,7:34.0,,D. Schröder misses 2-pt jump shot from 15 ft (block by O. Anunoby),69,50
290,3,7:33.0,,Offensive rebound by D. Schröder,69,50
291,3,7:32.0,,D. Schröder misses 2-pt jump shot from 14 ft,69,50
292,3,7:32.0,,Offensive rebound by Team,69,50
293,3,7:32.0,,Turnover by Team (shot clock),69,50
294,3,7:21.0,Personal foul by D. Schröder (drawn by K. Lowry),,69,50
295,3,7:09.0,D. DeRozan makes 2-pt jump shot from 12 ft,,71,50
296,3,6:44.0,,D. Schröder misses 2-pt jump shot from 11 ft,71,50
297,3,6:42.0,,Offensive rebound by D. Schröder,71,50
298,3,6:38.0,,M. Plumlee misses 2-pt jump shot from 10 ft,71,50
299,3,6:35.0,Defensive rebound by J. Valančiūnas,,71,50
300,3,6:28.0,D. DeRozan misses 2-pt jump shot from 13 ft,,71,50
301,3,6:22.0,,Defensive rebound by K. Bazemore,71,50
302,3,6:18.0,,Shooting foul by S. Ibaka (drawn by D. Schröder),71,50
303,3,6:18.0,,D. Schröder makes free throw 1 of 2,71,51
304,3,6:18.0,,J. Collins enters the game for M. Plumlee,71,51
305,3,6:18.0,,D. Schröder makes free throw 2 of 2,71,52
306,3,6:01.0,K. Lowry makes 3-pt jump shot from 25 ft (assist by S. Ibaka),,74,52
307,3,5:37.0,,D. Schröder misses 2-pt layup from 10 ft,74,52
308,3,5:33.0,,Offensive rebound by E. İlyasova,74,52
309,3,5:33.0,,E. İlyasova misses 2-pt layup at rim,74,52
310,3,5:33.0,Defensive rebound by J. Valančiūnas,,74,52
311,3,5:33.0,Personal foul by D. Schröder (drawn by K. Lowry),,74,52
312,3,5:22.0,Turnover by K. Lowry (bad pass; steal by D. Schröder),,74,52
313,3,5:18.0,,J. Collins makes 2-pt dunk from 1 ft (assist by D. Schröder),74,54
314,3,4:55.0,Offensive foul by J. Valančiūnas (drawn by K. Bazemore),,74,54
315,3,4:55.0,Turnover by J. Valančiūnas (offensive foul),,74,54
316,3,4:38.0,,D. Schröder misses 2-pt jump shot from 18 ft,74,54
317,3,4:35.0,Defensive rebound by J. Valančiūnas,,74,54
318,3,4:20.0,O. Anunoby makes 3-pt jump shot from 24 ft (assist by K. Lowry),,77,54
319,3,4:06.0,,M. Belinelli makes 2-pt jump shot from 20 ft (assist by K. Bazemore),77,56
320,3,3:49.0,J. Valančiūnas makes 2-pt jump shot from 12 ft (assist by O. Anunoby),,79,56
321,3,3:32.0,,Shooting foul by S. Ibaka (drawn by J. Collins),79,56
322,3,3:32.0,,J. Collins makes free throw 1 of 2,79,57
323,3,3:32.0,,D. Dedmon enters the game for E. İlyasova,79,57
324,3,3:32.0,J. Poeltl enters the game for J. Valančiūnas,,79,57
325,3,3:32.0,,J. Collins makes free throw 2 of 2,79,58
326,3,3:19.0,D. DeRozan misses 2-pt layup from 1 ft (block by J. Collins),,79,58
327,3,3:19.0,Offensive rebound by Team,,79,58
328,3,3:17.0,D. DeRozan makes 2-pt jump shot from 15 ft (assist by K. Lowry),,81,58
329,3,3:00.0,,J. Collins misses 2-pt layup from 1 ft,81,58
330,3,2:56.0,Defensive rebound by J. Poeltl,,81,58
331,3,2:53.0,Personal foul by K. Bazemore (drawn by D. DeRozan),,81,58
332,3,2:53.0,Toronto full timeout,,81,58
333,3,2:53.0,C. Miles enters the game for O. Anunoby,,81,58
334,3,2:53.0,D. DeRozan makes free throw 1 of 2,,82,58
335,3,2:53.0,D. DeRozan makes free throw 2 of 2,,83,58
336,3,2:42.0,,Personal foul by S. Ibaka (drawn by M. Belinelli),83,58
337,3,2:42.0,,M. Belinelli makes free throw 1 of 2,83,59
338,3,2:42.0,P. Siakam enters the game for S. Ibaka,,83,59
339,3,2:42.0,,M. Belinelli makes free throw 2 of 2,83,60
340,3,2:17.0,K. Lowry misses 2-pt jump shot from 17 ft,,83,60
341,3,2:13.0,,Defensive rebound by M. Belinelli,83,60
342,3,2:00.0,,D. Dedmon makes 2-pt jump shot from 11 ft,83,62
343,3,1:46.0,J. Poeltl misses 2-pt layup from 2 ft,,83,62
344,3,1:43.0,,Defensive rebound by J. Collins,83,62
345,3,1:40.0,,Offensive foul by D. Schröder,83,62
346,3,1:40.0,,Turnover by D. Schröder (offensive foul),83,62
347,3,1:40.0,,Technical foul by D. Schröder,83,62
348,3,1:40.0,K. Lowry misses technical free throw,,83,62
349,3,1:40.0,Offensive rebound by Team,,83,62
350,3,1:27.0,D. DeRozan misses 2-pt jump shot from 8 ft (block by J. Collins),,83,62
351,3,1:24.0,,Defensive rebound by J. Collins,83,62
352,3,1:19.0,,Turnover by D. Schröder (bad pass; steal by D. DeRozan),83,62
353,3,1:19.0,Personal foul by M. Belinelli (drawn by D. DeRozan),,83,62
354,3,1:19.0,D. DeRozan makes free throw 1 of 2,,84,62
355,3,1:19.0,D. DeRozan makes free throw 2 of 2,,85,62
356,3,1:08.0,,J. Collins misses 2-pt jump shot from 15 ft,85,62
357,3,1:07.0,Defensive rebound by Team,,85,62
358,3,1:07.0,,Loose ball foul by D. Dedmon (drawn by P. Siakam),85,62
359,3,1:07.0,P. Siakam misses free throw 1 of 2,,85,62
360,3,1:07.0,Offensive rebound by Team,,85,62
361,3,1:07.0,P. Siakam misses free throw 2 of 2,,85,62
362,3,1:04.0,,Defensive rebound by J. Collins,85,62
363,3,0:58.0,,Personal foul by P. Siakam (drawn by J. Collins),85,62
364,3,0:58.0,,J. Collins misses free throw 1 of 2,85,62
365,3,0:58.0,,Offensive rebound by Team,85,62
366,3,0:58.0,,J. Collins makes free throw 2 of 2,85,63
367,3,0:50.0,Offensive foul by J. Poeltl (drawn by K. Bazemore),,85,63
368,3,0:50.0,Turnover by J. Poeltl (offensive foul),,85,63
369,3,0:34.0,,Shooting foul by C. Miles (drawn by K. Bazemore),85,63
370,3,0:34.0,,K. Bazemore makes free throw 1 of 2,85,64
371,3,0:34.0,,K. Bazemore makes free throw 2 of 2,85,65
372,3,0:25.0,Turnover by D. DeRozan (bad pass; steal by M. Belinelli),,85,65
373,3,0:21.0,,M. Belinelli misses 3-pt jump shot from 25 ft,85,65
374,3,0:14.0,Defensive rebound by K. Lowry,,85,65
375,3,0:01.0,K. Lowry misses 3-pt jump shot from 24 ft,,85,65
376,3,0:01.0,Offensive rebound by P. Siakam,,85,65
377,4,11:47.0,,M. Muscala makes 3-pt jump shot from 25 ft (assist by M. Delaney),85,68
