,QUARTER,TIME_REMAINING,PORTLAND_ACTION,MIAMI_ACTION,PORTLAND_SCORE,MIAMI_SCORE
102,2,11:05.0,J. Layman enters the game for P. Connaughton,,21,35
103,2,11:05.0,,W. Ellington makes free throw 1 of 1,21,36
104,2,10:42.0,S. Napier makes 2-pt jump shot from 16 ft,,23,36
105,2,10:26.0,,B. Adebayo makes 2-pt dunk at rim (assist by J. Johnson),23,38
106,2,10:18.0,Offensive foul by E. Davis (drawn by G. Dragić),,23,38
107,2,10:18.0,Turnover by E. Davis (offensive foul),,23,38
108,2,9:54.0,,J. Johnson misses 2-pt jump shot from 18 ft,23,38
109,2,9:52.0,,Offensive rebound by Team,23,38
110,2,9:51.0,,Turnover by Team (shot clock),23,38
111,2,9:35.0,M. Harkless misses 2-pt jump shot from 19 ft,,23,38
112,2,9:27.0,,Defensive rebound by W. Ellington,23,38
113,2,9:21.0,,G. Dragić misses 3-pt jump shot from 25 ft,23,38
114,2,9:15.0,Defensive rebound by E. Davis,,23,38
115,2,9:11.0,Turnover by S. Napier (lost ball; steal by G. Dragić),,23,38
116,2,8:58.0,,Turnover by J. Johnson (bad pass; steal by S. Napier),23,38
117,2,8:46.0,C. McCollum makes 2-pt jump shot from 18 ft,,25,38
118,2,8:27.0,,Turnover by G. Dragić (lost ball; steal by S. Napier),25,38
119,2,8:19.0,E. Davis makes 2-pt jump shot from 8 ft (assist by M. Harkless),,27,38
120,2,8:00.0,,G. Dragić misses 2-pt jump shot at rim,27,38
121,2,7:59.0,,Offensive rebound by B. Adebayo,27,38
122,2,7:59.0,,B. Adebayo makes 2-pt dunk at rim,27,40
123,2,7:48.0,E. Davis misses 2-pt layup from 2 ft,,27,40
124,2,7:48.0,,Defensive rebound by B. Adebayo,27,40
125,2,7:34.0,,W. Ellington makes 3-pt jump shot from 25 ft (assist by J. Johnson),27,43
126,2,7:11.0,S. Napier makes 3-pt jump shot from 24 ft (assist by M. Harkless),,30,43
127,2,7:03.0,,Miami full timeout,30,43
128,2,7:03.0,,K. Olynyk enters the game for J. Johnson,30,43
129,2,7:03.0,,D. Waiters enters the game for J. Winslow,30,43
130,2,7:03.0,A. Aminu enters the game for M. Harkless,,30,43
131,2,7:03.0,Z. Collins enters the game for E. Davis,,30,43
132,2,7:03.0,N. Vonleh enters the game for J. Layman,,30,43
133,2,6:42.0,,W. Ellington misses 3-pt jump shot from 26 ft,30,43
134,2,6:40.0,Defensive rebound by N. Vonleh,,30,43
135,2,6:35.0,Personal foul by D. Waiters (drawn by C. McCollum),,30,43
136,2,6:24.0,C. McCollum makes 2-pt dunk at rim,,32,43
137,2,6:03.0,,Turnover by K. Olynyk (lost ball; steal by C. McCollum),32,43
138,2,5:51.0,C. McCollum makes 3-pt jump shot from 25 ft (assist by S. Napier),,35,43
139,2,5:38.0,,G. Dragić makes 2-pt layup at rim,35,45
140,2,5:21.0,Z. Collins misses 2-pt hook shot from 8 ft,,35,45
141,2,5:18.0,,Defensive rebound by B. Adebayo,35,45
142,2,5:09.0,,K. Olynyk makes 2-pt layup at rim (assist by G. Dragić),35,47
143,2,5:09.0,Portland full timeout,,35,47
144,2,5:09.0,,J. Richardson enters the game for W. Ellington,35,47
145,2,5:09.0,D. Lillard enters the game for S. Napier,,35,47
146,2,4:59.0,N. Vonleh misses 2-pt jump shot from 16 ft,,35,47
147,2,4:55.0,Offensive rebound by Z. Collins,,35,47
148,2,4:52.0,Z. Collins misses 2-pt hook shot from 6 ft,,35,47
149,2,4:49.0,,Defensive rebound by J. Richardson,35,47
150,2,4:38.0,,Personal foul by N. Vonleh (drawn by B. Adebayo),35,47
151,2,4:26.0,,G. Dragić misses 2-pt jump shot from 13 ft,35,47
152,2,4:21.0,Defensive rebound by D. Lillard,,35,47
153,2,4:20.0,C. McCollum makes 2-pt jump shot from 10 ft,,37,47
154,2,4:20.0,Shooting foul by J. Richardson (drawn by C. McCollum),,37,47
155,2,4:20.0,E. Turner enters the game for N. Vonleh,,37,47
156,2,4:20.0,C. McCollum makes free throw 1 of 1,,38,47
157,2,4:07.0,,Shooting foul by E. Turner (drawn by D. Waiters),38,47
158,2,4:07.0,,D. Waiters makes free throw 1 of 2,38,48
159,2,4:07.0,,D. Waiters makes free throw 2 of 2,38,49
160,2,3:47.0,Z. Collins misses 3-pt jump shot from 25 ft,,38,49
161,2,3:43.0,,Defensive rebound by B. Adebayo,38,49
162,2,3:33.0,,J. Johnson enters the game for B. Adebayo,38,49
163,2,3:25.0,,D. Waiters makes 2-pt layup at rim,38,51
164,2,3:08.0,Z. Collins makes 2-pt dunk at rim (assist by D. Lillard),,40,51
165,2,2:55.0,,Personal foul by E. Turner (drawn by D. Waiters),40,51
166,2,2:40.0,,K. Olynyk makes 2-pt jump shot from 14 ft (assist by G. Dragić),40,53
167,2,2:18.0,E. Turner makes 2-pt jump shot from 9 ft,,42,53
168,2,2:03.0,Offensive charge foul by G. Dragić (drawn by Z. Collins),,42,53
169,2,2:03.0,,Turnover by G. Dragić (offensive foul),42,53
170,2,2:03.0,,W. Ellington enters the game for G. Dragić,42,53
171,2,1:47.0,A. Aminu makes 3-pt jump shot from 24 ft,,45,53
172,2,1:31.0,,D. Waiters makes 2-pt layup from 1 ft,45,55
173,2,1:16.0,A. Aminu makes 3-pt jump shot from 29 ft (assist by D. Lillard),,48,55
174,2,1:00.0,,D. Waiters makes 3-pt jump shot from 22 ft (assist by K. Olynyk),48,58
175,2,0:51.0,Shooting foul by D. Waiters (drawn by D. Lillard),,48,58
176,2,0:51.0,D. Lillard makes free throw 1 of 2,,49,58
177,2,0:51.0,E. Davis enters the game for Z. Collins,,49,58
178,2,0:51.0,D. Lillard makes free throw 2 of 2,,50,58
179,2,0:43.0,,Offensive foul by K. Olynyk (drawn by E. Turner),50,58
180,2,0:43.0,,Turnover by K. Olynyk (offensive foul),50,58
181,2,0:43.0,,B. Adebayo enters the game for D. Waiters,50,58
182,2,0:43.0,Z. Collins enters the game for E. Davis,,50,58
183,2,0:18.0,Z. Collins misses 3-pt jump shot from 24 ft,,50,58
184,2,0:15.0,,Defensive rebound by B. Adebayo,50,58
185,2,0:03.0,,J. Johnson makes 2-pt layup from 1 ft,50,60
186,2,0:00.0,C. McCollum misses 3-pt jump shot from 25 ft,,50,60
187,2,0:00.0,Offensive rebound by Team,,50,60
188,3,11:44.0,,J. Richardson misses 3-pt jump shot from 25 ft,50,60
189,3,11:40.0,Defensive rebound by A. Aminu,,50,60
190,3,11:25.0,C. McCollum misses 2-pt jump shot from 10 ft,,50,60
191,3,11:23.0,,Defensive rebound by K. Olynyk,50,60
192,3,11:07.0,,G. Dragić makes 2-pt layup from 1 ft,50,62
193,3,10:42.0,Z. Collins makes 2-pt layup from 1 ft (assist by D. Lillard),,52,62
194,3,10:29.0,,G. Dragić misses 2-pt layup from 1 ft,52,62
195,3,10:27.0,Defensive rebound by A. Aminu,,52,62
196,3,10:22.0,Turnover by C. McCollum (bad pass),,52,62
197,3,10:10.0,,Turnover by G. Dragić (step out of bounds),52,62
198,3,9:58.0,Shooting foul by J. Johnson (drawn by C. McCollum),,52,62
199,3,9:58.0,C. McCollum makes free throw 1 of 2,,53,62
200,3,9:58.0,C. McCollum makes free throw 2 of 2,,54,62
201,3,9:32.0,,J. Johnson makes 2-pt hook shot from 6 ft,54,64
202,3,9:15.0,D. Lillard misses 3-pt jump shot from 24 ft,,54,64
203,3,9:13.0,,Defensive rebound by D. Waiters,54,64
204,3,9:03.0,,K. Olynyk makes 3-pt jump shot from 24 ft (assist by D. Waiters),54,67
205,3,8:46.0,A. Aminu misses 3-pt jump shot from 25 ft,,54,67
206,3,8:43.0,,Defensive rebound by G. Dragić,54,67
207,3,8:30.0,,D. Waiters makes 3-pt jump shot from 22 ft (assist by J. Johnson),54,70
208,3,8:10.0,C. McCollum makes 2-pt jump shot from 18 ft,,56,70
209,3,7:57.0,,K. Olynyk misses 3-pt jump shot from 24 ft,56,70
210,3,7:55.0,Defensive rebound by A. Aminu,,56,70
211,3,7:48.0,Shooting foul by K. Olynyk (drawn by D. Lillard),,56,70
212,3,7:48.0,D. Lillard makes free throw 1 of 2,,57,70
213,3,7:48.0,D. Lillard makes free throw 2 of 2,,58,70
214,3,7:39.0,,J. Richardson misses 3-pt jump shot from 22 ft,58,70
215,3,7:37.0,Defensive rebound by E. Turner,,58,70
216,3,7:26.0,E. Turner misses 2-pt jump shot from 7 ft,,58,70
217,3,7:23.0,,Defensive rebound by J. Johnson,58,70
218,3,7:15.0,,D. Waiters misses 2-pt jump shot from 12 ft,58,70
219,3,7:13.0,,Offensive rebound by J. Johnson,58,70
220,3,7:11.0,,Personal foul by C. McCollum (drawn by K. Olynyk),58,70
221,3,7:00.0,,D. Waiters misses 2-pt jump shot from 9 ft,58,70
222,3,6:58.0,Defensive rebound by Z. Collins,,58,70
223,3,6:53.0,Shooting foul by J. Johnson (drawn by Z. Collins),,58,70
224,3,6:53.0,,Miami full timeout,58,70
225,3,6:53.0,Z. Collins misses free throw 1 of 2,,58,70
226,3,6:53.0,Offensive rebound by Team,,58,70
227,3,6:53.0,Z. Collins misses free throw 2 of 2,,58,70
228,3,6:51.0,,Defensive rebound by K. Olynyk,58,70
229,3,6:28.0,,D. Waiters misses 2-pt jump shot from 20 ft,58,70
230,3,6:24.0,Defensive rebound by A. Aminu,,58,70
231,3,6:18.0,C. McCollum makes 2-pt layup from 1 ft,,60,70
232,3,5:56.0,,G. Dragić misses 2-pt jump shot from 10 ft,60,70
233,3,5:56.0,,Offensive rebound by Team,60,70
234,3,5:56.0,,B. Adebayo enters the game for K. Olynyk,60,70
235,3,5:56.0,,W. Ellington enters the game for G. Dragić,60,70
236,3,5:44.0,,Personal foul by A. Aminu (drawn by J. Richardson),60,70
237,3,5:39.0,,Personal foul by Z. Collins (drawn by D. Waiters),60,70
238,3,5:26.0,,J. Johnson misses 3-pt jump shot from 25 ft,60,70
239,3,5:22.0,,Offensive rebound by W. Ellington,60,70
240,3,5:19.0,,Shooting foul by Z. Collins (drawn by B. Adebayo),60,70
241,3,5:19.0,,B. Adebayo misses free throw 1 of 2,60,70
242,3,5:19.0,,Offensive rebound by Team,60,70
243,3,5:19.0,E. Davis enters the game for Z. Collins,,60,70
244,3,5:19.0,,B. Adebayo makes free throw 2 of 2,60,71
245,3,4:57.0,D. Lillard makes 2-pt jump shot from 15 ft,,62,71
246,3,4:46.0,,Offensive foul by B. Adebayo (drawn by D. Lillard),62,71
247,3,4:46.0,,Turnover by B. Adebayo (offensive foul),62,71
248,3,4:26.0,C. McCollum misses 3-pt jump shot from 25 ft,,62,71
249,3,4:25.0,,Defensive rebound by J. Johnson,62,71
250,3,4:24.0,,W. Ellington misses 3-pt jump shot from 24 ft,62,71
251,3,4:23.0,,Offensive rebound by B. Adebayo,62,71
252,3,4:02.0,,Turnover by D. Waiters (out of bounds lost ball),62,71
253,3,3:47.0,Personal foul by J. Johnson (drawn by E. Davis),,62,71
254,3,3:47.0,,K. Olynyk enters the game for J. Johnson,62,71
255,3,3:47.0,N. Vonleh enters the game for A. Aminu,,62,71
256,3,3:37.0,E. Turner makes 2-pt jump shot from 13 ft,,64,71
257,3,3:11.0,,Turnover by B. Adebayo (lost ball; steal by E. Davis),64,71
258,3,3:05.0,E. Davis makes 2-pt dunk at rim (assist by D. Lillard),,66,71
259,3,2:44.0,,K. Olynyk makes 2-pt layup from 9 ft,66,73
260,3,2:43.0,Portland full timeout,,66,73
261,3,2:43.0,,G. Dragić enters the game for D. Waiters,66,73
262,3,2:43.0,S. Napier enters the game for C. McCollum,,66,73
263,3,2:25.0,D. Lillard misses 3-pt jump shot from 26 ft,,66,73
264,3,2:21.0,,Defensive rebound by W. Ellington,66,73
265,3,2:07.0,,Shooting foul by E. Davis (drawn by B. Adebayo),66,73
266,3,2:07.0,,B. Adebayo makes free throw 1 of 2,66,74
267,3,2:07.0,,B. Adebayo makes free throw 2 of 2,66,75
268,3,1:44.0,E. Turner makes 2-pt jump shot from 13 ft,,68,75
269,3,1:15.0,,W. Ellington misses 3-pt jump shot from 25 ft,68,75
270,3,1:13.0,,Offensive rebound by G. Dragić,68,75
271,3,1:13.0,,Shooting foul by S. Napier (drawn by G. Dragić),68,75
272,3,1:13.0,,G. Dragić misses free throw 1 of 2,68,75
273,3,1:13.0,,Offensive rebound by Team,68,75
274,3,1:13.0,P. Connaughton enters the game for E. Turner,,68,75
275,3,1:13.0,,G. Dragić makes free throw 2 of 2,68,76
276,3,1:01.0,D. Lillard misses 2-pt jump shot from 12 ft,,68,76
277,3,1:01.0,Offensive rebound by E. Davis,,68,76
278,3,0:59.0,Shooting foul by K. Olynyk (drawn by E. Davis),,68,76
279,3,0:59.0,E. Davis makes free throw 1 of 2,,69,76
280,3,0:59.0,E. Davis makes free throw 2 of 2,,70,76
281,3,0:40.0,,G. Dragić makes 2-pt layup from 1 ft,70,78
282,3,0:28.0,Turnover by N. Vonleh (bad pass; steal by W. Ellington),,70,78
283,3,0:14.0,,Personal foul by P. Connaughton (drawn by G. Dragić),70,78
284,3,0:14.0,,G. Dragić misses free throw 1 of 2,70,78
285,3,0:14.0,,Offensive rebound by Team,70,78
286,3,0:14.0,C. McCollum enters the game for N. Vonleh,,70,78
287,3,0:14.0,,G. Dragić makes free throw 2 of 2,70,79
288,3,0:01.0,D. Lillard misses 2-pt layup from 7 ft (block by W. Ellington),,70,79
289,3,0:00.0,,Defensive rebound by K. Olynyk,70,79
290,4,11:45.0,S. Napier makes 2-pt layup at rim,,72,79
291,4,11:23.0,,G. Dragić misses 2-pt jump shot from 18 ft,72,79
292,4,11:18.0,Defensive rebound by E. Davis,,72,79
293,4,11:16.0,Personal block foul by D. Waiters (drawn by C. McCollum),,72,79
294,4,11:09.0,A. Aminu makes 3-pt jump shot from 23 ft (assist by C. McCollum),,75,79
295,4,10:53.0,,D. Waiters makes 2-pt jump shot from 20 ft,75,81
296,4,10:32.0,P. Connaughton makes 2-pt layup from 1 ft,,77,81
297,4,10:14.0,,D. Waiters misses 2-pt jump shot from 17 ft,77,81
298,4,10:10.0,Defensive rebound by A. Aminu,,77,81
299,4,10:03.0,C. McCollum misses 2-pt jump shot from 7 ft,,77,81
300,4,10:03.0,Offensive rebound by Team,,77,81
301,4,10:03.0,,J. Johnson enters the game for K. Olynyk,77,81
302,4,9:56.0,E. Davis makes 2-pt dunk at rim (assist by C. McCollum),,79,81
303,4,9:46.0,,Miami full timeout,79,81
304,4,9:31.0,,Shooting foul by E. Davis (drawn by B. Adebayo),79,81
305,4,9:31.0,,B. Adebayo makes free throw 1 of 2,79,82
306,4,9:31.0,,B. Adebayo makes free throw 2 of 2,79,83
307,4,9:17.0,,Violation by D. Waiters (kicked ball),79,83
308,4,9:09.0,A. Aminu misses 3-pt jump shot from 25 ft,,79,83
309,4,9:07.0,,Defensive rebound by Team,79,83
310,4,8:45.0,,Turnover by J. Johnson (lost ball; steal by C. McCollum),79,83
311,4,8:40.0,P. Connaughton misses 3-pt jump shot from 25 ft,,79,83
312,4,8:34.0,,Defensive rebound by G. Dragić,79,83
313,4,8:29.0,,D. Waiters makes 2-pt layup at rim,79,85
314,4,8:09.0,C. McCollum misses 2-pt jump shot from 17 ft,,79,85
315,4,8:06.0,Offensive rebound by P. Connaughton,,79,85
316,4,8:03.0,A. Aminu makes 3-pt jump shot from 23 ft (assist by P. Connaughton),,82,85
317,4,7:46.0,,Shooting foul by C. McCollum (drawn by D. Waiters),82,85
318,4,7:46.0,,D. Waiters makes free throw 1 of 2,82,86
319,4,7:46.0,,J. Richardson enters the game for G. Dragić,82,86
320,4,7:46.0,D. Lillard enters the game for P. Connaughton,,82,86
321,4,7:46.0,,D. Waiters misses free throw 2 of 2,82,86
322,4,7:43.0,Defensive rebound by A. Aminu,,82,86
323,4,7:30.0,C. McCollum makes 2-pt jump shot from 18 ft,,84,86
324,4,7:10.0,,D. Waiters misses 3-pt jump shot from 23 ft,84,86
325,4,7:07.0,Defensive rebound by A. Aminu,,84,86
326,4,7:04.0,Personal foul by J. Richardson (drawn by D. Lillard),,84,86
327,4,6:48.0,D. Lillard makes 2-pt dunk at rim,,86,86
328,4,6:31.0,,J. Johnson makes 2-pt jump shot from 14 ft,86,88
329,4,6:10.0,E. Davis makes 2-pt layup from 3 ft,,88,88
330,4,6:10.0,Shooting foul by B. Adebayo (drawn by E. Davis),,88,88
331,4,6:10.0,E. Davis makes free throw 1 of 1,,89,88
332,4,5:56.0,,W. Ellington makes 3-pt jump shot from 25 ft (assist by B. Adebayo),89,91
333,4,5:56.0,Portland full timeout,,89,91
334,4,5:42.0,D. Lillard misses 3-pt jump shot from 27 ft,,89,91
335,4,5:38.0,,Defensive rebound by J. Johnson,89,91
336,4,5:22.0,,D. Waiters misses 2-pt layup from 1 ft,89,91
337,4,5:22.0,,Offensive rebound by B. Adebayo,89,91
338,4,5:22.0,,Shooting foul by A. Aminu (drawn by B. Adebayo),89,91
339,4,5:22.0,,B. Adebayo makes free throw 1 of 2,89,92
340,4,5:22.0,,B. Adebayo misses free throw 2 of 2,89,92
341,4,5:19.0,Defensive rebound by C. McCollum,,89,92
342,4,5:08.0,S. Napier makes 2-pt jump shot from 6 ft,,91,92
343,4,4:44.0,,J. Johnson misses 3-pt jump shot from 24 ft,91,92
344,4,4:39.0,,Offensive rebound by J. Richardson,91,92
345,4,4:24.0,,B. Adebayo makes 2-pt dunk from 1 ft (assist by D. Waiters),91,94
346,4,4:11.0,Shooting foul by J. Richardson (drawn by C. McCollum),,91,94
347,4,4:11.0,C. McCollum makes free throw 1 of 2,,92,94
348,4,4:11.0,C. McCollum makes free throw 2 of 2,,93,94
349,4,3:58.0,,Offensive foul by J. Johnson (drawn by S. Napier),93,94
350,4,3:58.0,,Turnover by J. Johnson (offensive foul),93,94
351,4,3:58.0,,G. Dragić enters the game for W. Ellington,93,94
352,4,3:49.0,Turnover by A. Aminu (traveling),,93,94
353,4,3:49.0,Portland full timeout,,93,94
354,4,3:27.0,,J. Johnson misses 2-pt layup from 1 ft,93,94
355,4,3:25.0,Defensive rebound by E. Davis,,93,94
356,4,3:16.0,D. Lillard makes 2-pt layup from 1 ft,,95,94
357,4,3:04.0,,Shooting foul by C. McCollum (drawn by D. Waiters),95,94
358,4,3:04.0,,D. Waiters misses free throw 1 of 2,95,94
359,4,3:04.0,,Offensive rebound by Team,95,94
360,4,3:04.0,,D. Waiters misses free throw 2 of 2,95,94
361,4,3:01.0,Defensive rebound by C. McCollum,,95,94
362,4,2:50.0,D. Lillard misses 2-pt layup from 1 ft,,95,94
363,4,2:48.0,,Defensive rebound by D. Waiters,95,94
364,4,2:46.0,,Shooting foul by S. Napier (drawn by G. Dragić),95,94
365,4,2:46.0,,G. Dragić misses free throw 1 of 2,95,94
366,4,2:46.0,,Offensive rebound by Team,95,94
367,4,2:46.0,,G. Dragić makes free throw 2 of 2,95,95
368,4,2:23.0,D. Lillard misses 2-pt layup at rim,,95,95
369,4,2:21.0,,Defensive rebound by J. Johnson,95,95
370,4,2:01.0,,D. Waiters misses 2-pt jump shot from 16 ft,95,95
371,4,1:57.0,Defensive rebound by D. Lillard,,95,95
372,4,1:52.0,A. Aminu misses 2-pt layup from 1 ft,,95,95
373,4,1:48.0,Defensive rebound by Team,,95,95
374,4,1:40.0,D. Lillard makes 2-pt layup from 1 ft,,97,95
375,4,1:40.0,Shooting foul by G. Dragić (drawn by D. Lillard),,97,95
376,4,1:40.0,D. Lillard makes free throw 1 of 1,,98,95
377,4,1:19.0,,G. Dragić misses 2-pt jump shot from 15 ft,98,95
378,4,1:16.0,Defensive rebound by A. Aminu,,98,95
379,4,1:02.0,Shooting foul by B. Adebayo (drawn by D. Lillard),,98,95
380,4,1:02.0,D. Lillard makes free throw 1 of 2,,99,95
381,4,1:02.0,D. Lillard makes free throw 2 of 2,,100,95
382,4,1:02.0,,Miami full timeout,100,95
383,4,1:02.0,,K. Olynyk enters the game for B. Adebayo,100,95
384,4,0:53.0,,J. Richardson misses 3-pt jump shot from 24 ft,100,95
385,4,0:48.0,Defensive rebound by C. McCollum,,100,95
386,4,0:28.0,S. Napier misses 3-pt jump shot from 23 ft,,100,95
