,QUARTER,TIME_REMAINING,TORONTO_ACTION,MEMPHIS_ACTION,TORONTO_SCORE,MEMPHIS_SCORE
381,4,5:39.0,,C. Parsons misses 3-pt jump shot from 26 ft,109,99
382,4,5:36.0,Defensive rebound by K. Lowry,,109,99
383,4,5:20.0,N. Powell makes 2-pt layup at rim,,111,99
384,4,5:04.0,,Personal foul by F. VanVleet (drawn by M. Chalmers),111,99
385,4,5:04.0,,M. Chalmers makes free throw 1 of 2,111,100
386,4,5:04.0,,T. Evans enters the game for A. Harrison,111,100
387,4,5:04.0,O. Anunoby enters the game for N. Powell,,111,100
388,4,5:04.0,D. DeRozan enters the game for P. Siakam,,111,100
389,4,5:04.0,,M. Chalmers makes free throw 2 of 2,111,101
390,4,4:47.0,K. Lowry misses 3-pt jump shot from 24 ft,,111,101
391,4,4:44.0,,Defensive rebound by M. Chalmers,111,101
392,4,4:36.0,,C. Parsons makes 2-pt layup from 1 ft (assist by M. Chalmers),111,103
393,4,4:17.0,Turnover by D. DeRozan (bad pass; steal by C. Parsons),,111,103
394,4,4:13.0,,T. Evans misses 2-pt layup at rim (block by F. VanVleet),111,103
395,4,4:08.0,Defensive rebound by D. DeRozan,,111,103
396,4,4:01.0,Shooting foul by M. Chalmers (drawn by D. DeRozan),,111,103
397,4,4:01.0,,Technical foul by M. Gasol,111,103
398,4,4:01.0,D. DeRozan makes technical free throw,,112,103
399,4,4:01.0,D. DeRozan makes free throw 1 of 2,,113,103
400,4,4:01.0,D. DeRozan makes free throw 2 of 2,,114,103
401,4,3:50.0,,Turnover by M. Chalmers (traveling),114,103
402,4,3:35.0,Turnover by O. Anunoby (traveling),,114,103
403,4,3:18.0,,M. Chalmers misses 3-pt jump shot from 23 ft,114,103
404,4,3:12.0,,Offensive rebound by M. Gasol,114,103
405,4,3:09.0,,Turnover by C. Parsons (bad pass),114,103
406,4,3:09.0,Toronto full timeout,,114,103
407,4,3:09.0,S. Ibaka enters the game for J. Poeltl,,114,103
408,4,2:59.0,Personal foul by M. Gasol (drawn by D. DeRozan),,114,103
409,4,2:45.0,O. Anunoby misses 3-pt jump shot from 22 ft,,114,103
410,4,2:42.0,,Defensive rebound by M. Chalmers,114,103
411,4,2:35.0,,Personal foul by S. Ibaka (drawn by M. Gasol),114,103
412,4,2:35.0,,M. Gasol misses free throw 1 of 2,114,103
413,4,2:35.0,,Offensive rebound by Team,114,103
414,4,2:35.0,,A. Harrison enters the game for J. Green,114,103
415,4,2:35.0,,M. Gasol makes free throw 2 of 2,114,104
416,4,2:11.0,D. DeRozan misses 3-pt jump shot from 30 ft,,114,104
417,4,2:08.0,,Defensive rebound by Team,114,104
418,4,2:03.0,,M. Gasol misses 3-pt jump shot from 25 ft,114,104
419,4,1:54.0,Defensive rebound by D. DeRozan,,114,104
420,4,1:54.0,Shooting foul by T. Evans (drawn by S. Ibaka),,114,104
421,4,1:54.0,,Technical foul by T. Evans,114,104
422,4,1:54.0,D. DeRozan makes technical free throw,,115,104
423,4,1:54.0,S. Ibaka makes free throw 1 of 2,,116,104
424,4,1:54.0,S. Ibaka misses free throw 2 of 2,,116,104
425,4,1:52.0,,Defensive rebound by M. Gasol,116,104
426,4,1:42.0,,T. Evans makes 2-pt jump shot from 17 ft (assist by A. Harrison),116,106
427,4,1:22.0,K. Lowry misses 2-pt layup from 1 ft,,116,106
428,4,1:20.0,,Defensive rebound by T. Evans,116,106
429,4,1:17.0,,Personal foul by D. DeRozan (drawn by M. Gasol),116,106
430,4,1:17.0,,M. Gasol misses free throw 1 of 2,116,106
431,4,1:17.0,,Offensive rebound by Team,116,106
432,4,1:17.0,,M. Gasol makes free throw 2 of 2,116,107
433,4,0:54.0,F. VanVleet misses 3-pt jump shot from 29 ft,,116,107
434,4,0:49.0,,Defensive rebound by A. Harrison,116,107
435,4,0:46.0,,M. Chalmers misses 3-pt jump shot from 23 ft,116,107
436,4,0:42.0,Defensive rebound by D. DeRozan,,116,107
437,4,0:23.0,S. Ibaka misses 2-pt jump shot from 16 ft,,116,107
438,4,0:19.0,,Defensive rebound by M. Gasol,116,107
439,4,0:14.0,,A. Harrison misses 2-pt layup at rim,116,107
440,4,0:11.0,Defensive rebound by K. Lowry,,116,107
