,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,PHILADELPHIA_ACTION,OKLAHOMA CITY_SCORE,PHILADELPHIA_SCORE
0,1,11:40.0,P. George makes 3-pt jump shot from 23 ft (assist by A. Roberson),,3,0
1,1,11:18.0,,Shooting foul by P. George (drawn by B. Simmons),3,0
2,1,11:18.0,,B. Simmons misses free throw 1 of 2,3,0
3,1,11:18.0,,Offensive rebound by Team,3,0
4,1,11:18.0,,B. Simmons misses free throw 2 of 2,3,0
5,1,11:15.0,Defensive rebound by C. Anthony,,3,0
6,1,10:55.0,P. George makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,6,0
7,1,10:27.0,,J. Redick makes 3-pt jump shot from 24 ft (assist by D. Šarić),6,3
8,1,10:10.0,S. Adams misses 2-pt jump shot from 9 ft,,6,3
9,1,10:07.0,,Defensive rebound by B. Simmons,6,3
10,1,10:02.0,,J. Redick makes 3-pt jump shot from 23 ft (assist by B. Simmons),6,6
11,1,9:42.0,C. Anthony makes 2-pt jump shot from 9 ft (assist by R. Westbrook),,8,6
12,1,9:31.0,,J. Embiid makes 2-pt dunk at rim (assist by B. Simmons),8,8
13,1,9:16.0,P. George misses 2-pt jump shot from 15 ft (block by R. Covington),,8,8
14,1,9:10.0,,Defensive rebound by J. Redick,8,8
15,1,8:55.0,,Turnover by J. Embiid (out of bounds lost ball),8,8
16,1,8:42.0,C. Anthony makes 2-pt jump shot from 12 ft,,10,8
17,1,8:28.0,,D. Šarić makes 2-pt jump shot from 16 ft (assist by J. Embiid),10,10
18,1,8:03.0,C. Anthony makes 2-pt jump shot from 15 ft (assist by R. Westbrook),,12,10
19,1,7:44.0,,J. Embiid makes 2-pt jump shot from 11 ft,12,12
20,1,7:28.0,S. Adams misses 2-pt hook shot from 5 ft,,12,12
21,1,7:25.0,,Defensive rebound by J. Embiid,12,12
22,1,7:20.0,,D. Šarić misses 3-pt jump shot from 25 ft,12,12
23,1,7:18.0,Defensive rebound by P. George,,12,12
24,1,7:10.0,Turnover by P. George (lost ball; steal by D. Šarić),,12,12
25,1,7:06.0,,Turnover by D. Šarić (lost ball; steal by P. George),12,12
26,1,7:02.0,R. Westbrook makes 2-pt jump shot from 16 ft (assist by P. George),,14,12
27,1,6:50.0,,J. Embiid misses 3-pt jump shot from 27 ft,14,12
28,1,6:50.0,Defensive rebound by A. Roberson,,14,12
29,1,6:35.0,R. Westbrook misses 2-pt jump shot from 15 ft,,14,12
30,1,6:35.0,Offensive rebound by R. Westbrook,,14,12
31,1,6:34.0,Shooting foul by J. Embiid (drawn by R. Westbrook),,14,12
