,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,SACRAMENTO_ACTION,WASHINGTON_SCORE,SACRAMENTO_SCORE
384,4,4:27.0,Offensive foul by J. Smith (drawn by G. Papagiannis),,105,68
385,4,4:27.0,Turnover by J. Smith (offensive foul),,105,68
386,4,4:14.0,,J. Jackson misses 2-pt hook shot from 11 ft,105,68
387,4,4:08.0,,Offensive rebound by J. Sampson,105,68
388,4,4:08.0,,J. Sampson makes 2-pt layup at rim,105,70
389,4,4:01.0,J. Meeks misses 3-pt jump shot from 25 ft,,105,70
390,4,3:59.0,,Defensive rebound by Team,105,70
391,4,3:45.0,,M. Richardson makes 3-pt jump shot from 26 ft,105,73
392,4,3:21.0,C. McCullough misses 2-pt jump shot from 9 ft,,105,73
393,4,3:16.0,,Defensive rebound by J. Sampson,105,73
394,4,3:08.0,,J. Sampson misses 3-pt jump shot from 24 ft,105,73
395,4,3:04.0,Defensive rebound by T. Frazier,,105,73
396,4,2:57.0,Shooting foul by J. Jackson (drawn by J. Meeks),,105,73
397,4,2:57.0,Washington full timeout,,105,73
398,4,2:57.0,J. Meeks makes free throw 1 of 2,,106,73
399,4,2:57.0,J. Meeks misses free throw 2 of 2,,106,73
400,4,2:54.0,,Defensive rebound by G. Papagiannis,106,73
401,4,2:35.0,,F. Mason makes 3-pt jump shot from 25 ft (assist by J. Jackson),106,76
402,4,2:20.0,C. McCullough makes 2-pt dunk from 1 ft (assist by T. Satoranský),,108,76
403,4,2:02.0,,M. Richardson makes 2-pt jump shot from 5 ft (assist by J. Sampson),108,78
404,4,1:56.0,Turnover by J. Meeks (out of bounds lost ball),,108,78
405,4,1:42.0,,F. Mason misses 2-pt jump shot from 19 ft,108,78
406,4,1:39.0,Defensive rebound by C. McCullough,,108,78
407,4,1:32.0,J. Meeks misses 3-pt jump shot from 25 ft,,108,78
408,4,1:27.0,Offensive rebound by C. McCullough,,108,78
409,4,1:27.0,C. McCullough misses 2-pt layup from 3 ft (block by J. Jackson),,108,78
410,4,1:27.0,,Defensive rebound by J. Sampson,108,78
411,4,1:18.0,,M. Richardson misses 3-pt jump shot from 24 ft,108,78
412,4,1:18.0,Defensive rebound by T. Frazier,,108,78
413,4,1:14.0,J. Meeks makes 2-pt layup from 1 ft (assist by T. Frazier),,110,78
414,4,1:01.0,,Shooting foul by T. Satoranský (drawn by J. Sampson),110,78
415,4,1:01.0,,J. Sampson makes free throw 1 of 2,110,79
416,4,1:01.0,,J. Sampson makes free throw 2 of 2,110,80
417,4,0:45.0,J. Smith misses 2-pt jump shot from 3 ft,,110,80
418,4,0:40.0,Offensive rebound by J. Smith,,110,80
419,4,0:38.0,T. Frazier misses 3-pt jump shot from 26 ft,,110,80
420,4,0:38.0,,Defensive rebound by M. Richardson,110,80
421,4,0:27.0,,J. Jackson makes 3-pt jump shot from 23 ft (assist by M. Richardson),110,83
422,4,0:02.0,Turnover by Team (shot clock),,110,83
423,4,0:00.0,,F. Mason misses 3-pt jump shot from 25 ft,110,83
424,4,0:00.0,,Offensive rebound by Team,110,83
