,QUARTER,TIME_REMAINING,UTAH_ACTION,DENVER_ACTION,UTAH_SCORE,DENVER_SCORE
0,1,11:47.0,J. Jerebko misses 2-pt jump shot from 15 ft,,0,0
1,1,11:44.0,,Defensive rebound by M. Plumlee,0,0
2,1,11:38.0,,Turnover by J. Murray (bad pass; steal by R. Rubio),0,0
3,1,11:33.0,J. Jerebko misses 2-pt layup from 2 ft,,0,0
4,1,11:30.0,,Defensive rebound by N. Jokić,0,0
5,1,11:17.0,,N. Jokić misses 3-pt jump shot from 26 ft,0,0
6,1,11:14.0,Defensive rebound by R. Rubio,,0,0
7,1,11:06.0,D. Favors misses 2-pt layup from 2 ft,,0,0
8,1,11:06.0,,Defensive rebound by J. Murray,0,0
9,1,10:54.0,,N. Jokić misses 2-pt jump shot from 4 ft,0,0
10,1,10:51.0,Defensive rebound by D. Mitchell,,0,0
11,1,10:32.0,R. Rubio misses 3-pt jump shot from 23 ft,,0,0
12,1,10:28.0,Offensive rebound by D. Favors,,0,0
13,1,10:17.0,D. Favors makes 2-pt layup from 3 ft,,2,0
14,1,9:56.0,,J. Murray makes 3-pt jump shot from 26 ft (assist by N. Jokić),2,3
15,1,9:39.0,R. Rubio misses 2-pt jump shot from 19 ft,,2,3
16,1,9:37.0,,Defensive rebound by G. Harris,2,3
17,1,9:22.0,,W. Chandler misses 2-pt jump shot from 5 ft,2,3
18,1,9:19.0,Defensive rebound by D. Mitchell,,2,3
19,1,9:08.0,Shooting foul by M. Plumlee (drawn by D. Favors),,2,3
20,1,9:08.0,D. Favors misses free throw 1 of 2,,2,3
21,1,9:08.0,Offensive rebound by Team,,2,3
22,1,9:08.0,D. Favors makes free throw 2 of 2,,3,3
23,1,8:49.0,,G. Harris misses 3-pt jump shot from 24 ft,3,3
24,1,8:49.0,Defensive rebound by J. Jerebko,,3,3
25,1,8:36.0,J. Jerebko makes 3-pt jump shot from 26 ft (assist by R. Rubio),,6,3
26,1,8:12.0,,Turnover by W. Chandler (lost ball; steal by R. Rubio),6,3
27,1,8:03.0,J. Ingles misses 3-pt jump shot from 22 ft,,6,3
28,1,8:03.0,,Defensive rebound by M. Plumlee,6,3
29,1,7:53.0,,G. Harris makes 3-pt jump shot from 24 ft (assist by M. Plumlee),6,6
30,1,7:32.0,D. Favors misses 2-pt layup from 3 ft (block by W. Chandler),,6,6
31,1,7:32.0,,Defensive rebound by W. Chandler,6,6
32,1,7:24.0,,Personal foul by J. Jerebko (drawn by G. Harris),6,6
33,1,7:22.0,,M. Plumlee makes 2-pt dunk from 1 ft (assist by G. Harris),6,8
34,1,7:22.0,,Shooting foul by D. Mitchell (drawn by M. Plumlee),6,8
35,1,7:22.0,,M. Plumlee misses free throw 1 of 1,6,8
36,1,7:20.0,Defensive rebound by D. Favors,,6,8
37,1,7:02.0,J. Jerebko makes 3-pt jump shot from 22 ft (assist by R. Rubio),,9,8
38,1,6:44.0,,W. Chandler misses 2-pt jump shot from 3 ft,9,8
39,1,6:43.0,Defensive rebound by J. Ingles,,9,8
40,1,6:32.0,Personal foul by N. Jokić (drawn by J. Jerebko),,9,8
41,1,6:32.0,,Denver full timeout,9,8
42,1,6:32.0,,W. Barton enters the game for W. Chandler,9,8
43,1,6:32.0,R. Hood enters the game for R. Rubio,,9,8
44,1,6:20.0,Turnover by D. Mitchell (lost ball; steal by J. Murray),,9,8
45,1,6:15.0,,J. Murray makes 3-pt jump shot from 25 ft (assist by W. Barton),9,11
46,1,5:56.0,D. Mitchell makes 2-pt layup from 4 ft (assist by D. Favors),,11,11
47,1,5:33.0,,M. Plumlee makes 2-pt dunk from 1 ft (assist by N. Jokić),11,13
48,1,5:18.0,,T. Lyles enters the game for G. Harris,11,13
49,1,5:18.0,,T. Craig enters the game for N. Jokić,11,13
50,1,5:18.0,J. Johnson enters the game for J. Jerebko,,11,13
51,1,5:08.0,J. Johnson misses 3-pt jump shot from 23 ft,,11,13
52,1,5:03.0,,Defensive rebound by J. Murray,11,13
53,1,5:00.0,,J. Murray misses 2-pt jump shot from 16 ft,11,13
54,1,4:57.0,,Offensive rebound by M. Plumlee,11,13
55,1,4:55.0,,J. Murray makes 3-pt jump shot from 26 ft (assist by M. Plumlee),11,16
56,1,4:40.0,J. Ingles makes 3-pt jump shot from 25 ft (assist by D. Mitchell),,14,16
57,1,4:16.0,,M. Plumlee misses 2-pt layup from 2 ft,14,16
58,1,4:14.0,Defensive rebound by R. Hood,,14,16
59,1,4:02.0,Shooting foul by T. Craig (drawn by D. Favors),,14,16
60,1,4:02.0,D. Favors makes free throw 1 of 2,,15,16
61,1,4:02.0,,G. Harris enters the game for M. Plumlee,15,16
62,1,4:02.0,A. Burks enters the game for J. Ingles,,15,16
63,1,4:02.0,D. Favors misses free throw 2 of 2,,15,16
64,1,4:00.0,,Defensive rebound by T. Craig,15,16
65,1,3:42.0,,Shooting foul by D. Mitchell (drawn by T. Craig),15,16
66,1,3:42.0,,T. Craig makes free throw 1 of 3,15,17
67,1,3:42.0,,T. Craig makes free throw 2 of 3,15,18
68,1,3:42.0,E. Udoh enters the game for D. Favors,,15,18
69,1,3:42.0,R. Rubio enters the game for D. Mitchell,,15,18
70,1,3:42.0,,T. Craig makes free throw 3 of 3,15,19
71,1,3:23.0,A. Burks misses 2-pt jump shot from 16 ft,,15,19
72,1,3:19.0,,Defensive rebound by W. Barton,15,19
73,1,3:15.0,,W. Barton makes 2-pt jump shot from 16 ft,15,21
74,1,3:09.0,Utah full timeout,,15,21
75,1,3:04.0,R. Hood misses 2-pt jump shot from 21 ft,,15,21
76,1,3:01.0,,Defensive rebound by T. Lyles,15,21
77,1,2:45.0,,J. Murray makes 2-pt layup from 3 ft,15,23
78,1,2:36.0,R. Rubio misses 2-pt layup from 2 ft,,15,23
79,1,2:34.0,,Defensive rebound by T. Craig,15,23
80,1,2:31.0,,W. Barton misses 2-pt layup from 1 ft,15,23
81,1,2:25.0,,Offensive rebound by J. Murray,15,23
82,1,2:25.0,,J. Murray makes 2-pt layup at rim,15,25
83,1,2:09.0,R. Hood misses 2-pt jump shot from 9 ft,,15,25
84,1,2:07.0,,Defensive rebound by T. Lyles,15,25
85,1,1:59.0,,G. Harris misses 3-pt jump shot from 23 ft,15,25
86,1,1:55.0,Defensive rebound by R. Rubio,,15,25
87,1,1:40.0,R. Hood misses 3-pt jump shot from 23 ft,,15,25
88,1,1:37.0,,Defensive rebound by T. Lyles,15,25
89,1,1:25.0,,T. Lyles makes 3-pt jump shot from 24 ft (assist by J. Murray),15,28
90,1,1:05.0,A. Burks makes 2-pt layup from 2 ft (assist by R. Rubio),,17,28
91,1,0:45.0,,Personal foul by A. Burks (drawn by J. Murray),17,28
92,1,0:38.0,,T. Craig misses 3-pt jump shot from 27 ft,17,28
93,1,0:34.0,Defensive rebound by R. Rubio,,17,28
94,1,0:30.0,R. Hood makes 3-pt jump shot from 29 ft (assist by R. Rubio),,20,28
95,1,0:13.0,,J. Murray misses 2-pt jump shot from 10 ft,20,28
96,1,0:13.0,Defensive rebound by Team,,20,28
97,1,0:04.0,Personal foul by G. Harris (drawn by R. Hood),,20,28
98,1,0:02.0,Turnover by R. Hood (turnover),,20,28
99,1,0:00.0,,J. Murray misses 3-pt jump shot from 32 ft,20,28
100,1,0:00.0,Defensive rebound by Team,,20,28
101,2,11:37.0,,T. Lyles misses 3-pt jump shot from 26 ft,20,28
102,2,11:32.0,Defensive rebound by A. Burks,,20,28
103,2,11:24.0,R. Hood makes 2-pt layup from 4 ft,,22,28
104,2,11:06.0,,Shooting foul by J. Johnson (drawn by T. Lyles),22,28
105,2,11:06.0,,T. Lyles misses free throw 1 of 2,22,28
106,2,11:06.0,,Offensive rebound by Team,22,28
107,2,11:06.0,,T. Lyles misses free throw 2 of 2,22,28
108,2,11:06.0,Defensive rebound by J. Johnson,,22,28
109,2,10:51.0,A. Burks misses 3-pt jump shot from 26 ft,,22,28
110,2,10:48.0,Offensive rebound by A. Burks,,22,28
111,2,10:46.0,A. Burks misses 2-pt layup from 3 ft,,22,28
112,2,10:44.0,,Defensive rebound by N. Jokić,22,28
113,2,10:30.0,Offensive charge foul by W. Barton (drawn by R. Rubio),,22,28
114,2,10:30.0,,Turnover by W. Barton (offensive foul),22,28
115,2,10:15.0,R. Hood misses 2-pt layup from 7 ft,,22,28
116,2,10:13.0,,Defensive rebound by T. Lyles,22,28
117,2,10:06.0,,T. Craig misses 2-pt layup from 6 ft,22,28
118,2,10:06.0,,Offensive rebound by Team,22,28
119,2,10:06.0,J. Jerebko enters the game for J. Johnson,,22,28
120,2,9:49.0,,N. Jokić misses 2-pt hook shot from 1 ft,22,28
121,2,9:48.0,,Offensive rebound by N. Jokić,22,28
122,2,9:48.0,,N. Jokić makes 2-pt layup from 1 ft,22,30
123,2,9:48.0,,Shooting foul by R. Hood (drawn by N. Jokić),22,30
124,2,9:48.0,,N. Jokić makes free throw 1 of 1,22,31
125,2,9:30.0,R. Rubio misses 2-pt layup from 6 ft,,22,31
126,2,9:26.0,,Defensive rebound by T. Lyles,22,31
127,2,9:22.0,,T. Lyles makes 2-pt dunk from 2 ft (assist by W. Chandler),22,33
128,2,9:22.0,Utah full timeout,,22,33
129,2,9:22.0,D. Mitchell enters the game for R. Rubio,,22,33
130,2,9:07.0,R. Hood misses 2-pt jump shot from 21 ft,,22,33
131,2,9:04.0,,Defensive rebound by T. Lyles,22,33
132,2,8:55.0,,Personal foul by E. Udoh (drawn by N. Jokić),22,33
133,2,8:44.0,,W. Chandler misses 2-pt layup from 2 ft,22,33
