,QUARTER,TIME_REMAINING,CHICAGO_ACTION,LA LAKERS_ACTION,CHICAGO_SCORE,LA LAKERS_SCORE
29,1,7:33.0,,LA Lakers full timeout,11,10
30,1,7:16.0,,L. Ball misses 3-pt jump shot from 25 ft,11,10
31,1,7:13.0,Defensive rebound by L. Markkanen,,11,10
32,1,7:05.0,Turnover by J. Holiday (turnover),,11,10
33,1,7:01.0,,K. Kuzma makes 2-pt jump shot from 7 ft (assist by B. Lopez),11,12
34,1,6:52.0,Turnover by L. Markkanen (bad pass; steal by K. Caldwell-Pope),,11,12
35,1,6:46.0,,L. Ball misses 2-pt layup at rim (block by K. Dunn),11,12
36,1,6:42.0,Defensive rebound by J. Holiday,,11,12
37,1,6:40.0,J. Holiday misses 2-pt jump shot from 12 ft,,11,12
38,1,6:40.0,,Defensive rebound by B. Lopez,11,12
39,1,6:32.0,,Turnover by K. Caldwell-Pope (lost ball; steal by D. Valentine),11,12
40,1,6:16.0,Turnover by J. Holiday (bad pass; steal by B. Ingram),,11,12
41,1,6:12.0,,Offensive foul by B. Ingram (drawn by L. Markkanen),11,12
42,1,6:12.0,,Turnover by B. Ingram (offensive foul),11,12
43,1,5:55.0,K. Dunn makes 2-pt jump shot from 17 ft,,13,12
44,1,5:45.0,,K. Kuzma makes 3-pt jump shot from 26 ft (assist by L. Ball),13,15
45,1,5:36.0,Personal foul by K. Kuzma (drawn by L. Markkanen),,13,15
46,1,5:36.0,,J. Randle enters the game for K. Kuzma,13,15
47,1,5:16.0,J. Holiday misses 3-pt jump shot from 25 ft,,13,15
48,1,5:13.0,,Defensive rebound by L. Ball,13,15
49,1,5:03.0,,B. Ingram makes 2-pt layup from 1 ft,13,17
50,1,4:58.0,Chicago full timeout,,13,17
51,1,4:58.0,A. Blakeney enters the game for J. Holiday,,13,17
52,1,4:58.0,B. Portis enters the game for L. Markkanen,,13,17
53,1,4:49.0,R. Lopez makes 2-pt hook shot from 1 ft (assist by K. Dunn),,15,17
54,1,4:39.0,,L. Ball makes 2-pt dunk from 1 ft (assist by B. Ingram),15,19
55,1,4:20.0,K. Dunn misses 3-pt jump shot from 25 ft,,15,19
56,1,4:14.0,Offensive rebound by R. Lopez,,15,19
57,1,4:13.0,R. Lopez makes 2-pt layup from 1 ft,,17,19
58,1,4:05.0,,B. Ingram misses 2-pt jump shot from 18 ft,17,19
59,1,4:05.0,Defensive rebound by B. Portis,,17,19
60,1,3:53.0,D. Valentine makes 3-pt jump shot from 25 ft (assist by B. Portis),,20,19
61,1,3:30.0,,J. Randle misses 2-pt jump shot from 19 ft,20,19
62,1,3:30.0,Defensive rebound by D. Valentine,,20,19
63,1,3:21.0,K. Dunn misses 2-pt jump shot from 18 ft,,20,19
64,1,3:18.0,,Defensive rebound by B. Lopez,20,19
65,1,3:07.0,,B. Ingram misses 2-pt layup from 1 ft,20,19
66,1,3:06.0,Defensive rebound by B. Portis,,20,19
67,1,2:59.0,A. Blakeney misses 3-pt jump shot from 23 ft,,20,19
68,1,2:56.0,,Defensive rebound by K. Caldwell-Pope,20,19
69,1,2:52.0,,Personal foul by R. Lopez (drawn by B. Lopez),20,19
70,1,2:52.0,,J. Clarkson enters the game for L. Ball,20,19
71,1,2:52.0,J. Grant enters the game for K. Dunn,,20,19
72,1,2:52.0,,I. Zubac enters the game for B. Lopez,20,19
73,1,2:44.0,,Turnover by J. Randle (traveling),20,19
74,1,2:31.0,B. Portis misses 3-pt jump shot from 25 ft,,20,19
75,1,2:29.0,,Defensive rebound by I. Zubac,20,19
76,1,2:20.0,,I. Zubac makes 2-pt hook shot from 8 ft (assist by J. Clarkson),20,21
77,1,2:09.0,A. Blakeney makes 2-pt jump shot from 11 ft,,22,21
78,1,1:57.0,,Offensive foul by I. Zubac (drawn by J. Grant),22,21
79,1,1:57.0,,Turnover by I. Zubac (offensive foul),22,21
80,1,1:57.0,C. Felício enters the game for R. Lopez,,22,21
81,1,1:49.0,D. Valentine makes 3-pt jump shot from 26 ft (assist by J. Grant),,25,21
82,1,1:35.0,,J. Clarkson makes 2-pt layup at rim (assist by J. Randle),25,23
83,1,1:12.0,A. Blakeney misses 2-pt layup from 2 ft,,25,23
84,1,1:10.0,,Defensive rebound by J. Randle,25,23
85,1,1:05.0,,J. Randle misses 2-pt layup from 2 ft (block by B. Portis),25,23
86,1,1:05.0,Defensive rebound by Team,,25,23
87,1,0:56.0,J. Grant misses 2-pt jump shot from 18 ft,,25,23
88,1,0:53.0,,Defensive rebound by J. Randle,25,23
89,1,0:44.0,,Personal foul by A. Blakeney (drawn by K. Caldwell-Pope),25,23
90,1,0:34.0,,J. Clarkson misses 2-pt layup from 2 ft,25,23
91,1,0:32.0,Defensive rebound by B. Portis,,25,23
92,1,0:28.0,A. Blakeney makes 2-pt jump shot from 20 ft (assist by J. Grant),,27,23
93,1,0:05.0,,J. Randle misses 3-pt jump shot from 25 ft,27,23
94,1,0:05.0,Defensive rebound by A. Blakeney,,27,23
95,2,11:49.0,C. Felício misses 2-pt hook shot from 9 ft,,27,23
96,2,11:44.0,,Defensive rebound by J. Randle,27,23
97,2,11:35.0,,Turnover by J. Randle (bad pass),27,23
98,2,11:25.0,A. Blakeney makes 2-pt jump shot from 20 ft,,29,23
99,2,11:09.0,,J. Hart misses 2-pt jump shot from 21 ft,29,23
100,2,11:02.0,,Offensive rebound by J. Randle,29,23
101,2,10:57.0,,Shooting foul by C. Felício (drawn by K. Kuzma),29,23
102,2,10:57.0,,K. Kuzma makes free throw 1 of 2,29,24
103,2,10:57.0,,K. Kuzma misses free throw 2 of 2,29,24
104,2,10:57.0,Defensive rebound by Team,,29,24
105,2,10:47.0,Shooting foul by J. Randle (drawn by A. Blakeney),,29,24
106,2,10:47.0,A. Blakeney makes free throw 1 of 3,,30,24
107,2,10:47.0,A. Blakeney makes free throw 2 of 3,,31,24
108,2,10:47.0,A. Blakeney makes free throw 3 of 3,,32,24
109,2,10:28.0,,Turnover by J. Hart (bad pass),32,24
110,2,10:13.0,A. Blakeney makes 2-pt layup from 2 ft,,34,24
111,2,9:58.0,,C. Brewer makes 2-pt layup at rim,34,26
112,2,9:43.0,A. Blakeney makes 2-pt jump shot from 19 ft,,36,26
113,2,9:28.0,,Turnover by C. Brewer (traveling),36,26
114,2,9:28.0,,LA Lakers full timeout,36,26
115,2,9:17.0,A. Blakeney misses 2-pt jump shot from 17 ft,,36,26
116,2,9:13.0,Offensive rebound by B. Portis,,36,26
117,2,9:11.0,B. Portis misses 2-pt layup at rim (block by J. Randle),,36,26
118,2,9:11.0,,Defensive rebound by C. Brewer,36,26
119,2,9:05.0,,J. Hart misses 3-pt jump shot from 24 ft,36,26
120,2,9:02.0,Defensive rebound by A. Blakeney,,36,26
121,2,8:57.0,J. Grant makes 3-pt jump shot from 26 ft (assist by A. Blakeney),,39,26
122,2,8:36.0,,Turnover by J. Clarkson (lost ball; steal by B. Portis),39,26
123,2,8:32.0,A. Blakeney makes 2-pt dunk at rim (assist by J. Grant),,41,26
124,2,8:30.0,Technical foul by A. Blakeney,,41,26
125,2,8:30.0,,LA Lakers full timeout,41,26
126,2,8:30.0,,K. Caldwell-Pope enters the game for J. Clarkson,41,26
127,2,8:30.0,,L. Ball enters the game for J. Randle,41,26
128,2,8:30.0,,B. Lopez enters the game for C. Brewer,41,26
129,2,8:30.0,,B. Ingram enters the game for J. Hart,41,26
130,2,8:30.0,,K. Kuzma makes technical free throw,41,27
131,2,8:30.0,,Turnover by Team (turnover),41,27
132,2,8:26.0,Personal foul by B. Lopez (drawn by A. Blakeney),,41,27
133,2,8:21.0,J. Holiday misses 3-pt jump shot from 26 ft,,41,27
134,2,8:19.0,,Defensive rebound by B. Lopez,41,27
135,2,7:58.0,,K. Kuzma misses 3-pt jump shot from 24 ft,41,27
136,2,7:55.0,Defensive rebound by Team,,41,27
137,2,7:45.0,Turnover by J. Grant (bad pass; steal by K. Caldwell-Pope),,41,27
138,2,7:41.0,,B. Ingram makes 2-pt dunk from 1 ft (assist by L. Ball),41,29
139,2,7:20.0,A. Blakeney misses 2-pt jump shot from 9 ft,,41,29
140,2,7:17.0,,Defensive rebound by B. Lopez,41,29
141,2,7:03.0,,B. Lopez misses 2-pt hook shot from 10 ft,41,29
142,2,7:00.0,Defensive rebound by B. Portis,,41,29
143,2,6:50.0,A. Blakeney misses 2-pt jump shot from 9 ft,,41,29
144,2,6:48.0,,Defensive rebound by L. Ball,41,29
145,2,6:44.0,,K. Kuzma makes 3-pt jump shot from 22 ft (assist by B. Ingram),41,32
146,2,6:43.0,Chicago full timeout,,41,32
147,2,6:43.0,L. Markkanen enters the game for J. Grant,,41,32
148,2,6:43.0,D. Valentine enters the game for B. Portis,,41,32
149,2,6:43.0,K. Dunn enters the game for C. Felício,,41,32
150,2,6:43.0,R. Lopez enters the game for A. Blakeney,,41,32
151,2,6:36.0,R. Lopez misses 2-pt jump shot from 20 ft,,41,32
152,2,6:33.0,Offensive rebound by L. Markkanen,,41,32
153,2,6:29.0,J. Holiday makes 3-pt jump shot from 26 ft (assist by L. Markkanen),,44,32
154,2,6:16.0,,Turnover by K. Kuzma (traveling),44,32
155,2,6:03.0,L. Markkanen misses 2-pt layup from 2 ft,,44,32
156,2,6:00.0,,Defensive rebound by B. Lopez,44,32
157,2,5:53.0,,L. Ball misses 2-pt layup from 2 ft (block by L. Markkanen),44,32
158,2,5:50.0,,Offensive rebound by L. Ball,44,32
159,2,5:48.0,,K. Kuzma misses 2-pt jump shot from 21 ft,44,32
160,2,5:46.0,Defensive rebound by J. Holiday,,44,32
161,2,5:39.0,D. Valentine misses 2-pt jump shot from 11 ft,,44,32
162,2,5:36.0,Offensive rebound by J. Holiday,,44,32
163,2,5:26.0,R. Lopez makes 2-pt hook shot from 7 ft (assist by D. Valentine),,46,32
164,2,5:03.0,,B. Ingram makes 2-pt layup from 2 ft,46,34
165,2,4:49.0,K. Dunn misses 2-pt dunk from 2 ft (block by B. Lopez),,46,34
166,2,4:46.0,,Defensive rebound by B. Ingram,46,34
167,2,4:34.0,,B. Ingram misses 3-pt jump shot from 25 ft,46,34
168,2,4:29.0,,Offensive rebound by K. Caldwell-Pope,46,34
169,2,4:25.0,,K. Caldwell-Pope makes 2-pt jump shot from 18 ft,46,36
170,2,4:13.0,L. Markkanen makes 3-pt jump shot from 25 ft (assist by R. Lopez),,49,36
171,2,4:00.0,,L. Ball misses 2-pt layup from 2 ft,49,36
172,2,3:59.0,Defensive rebound by L. Markkanen,,49,36
173,2,3:49.0,K. Dunn makes 3-pt jump shot from 22 ft (assist by D. Valentine),,52,36
174,2,3:47.0,,LA Lakers full timeout,52,36
175,2,3:23.0,,B. Ingram misses 3-pt jump shot from 25 ft,52,36
176,2,3:18.0,Defensive rebound by L. Markkanen,,52,36
177,2,3:09.0,Turnover by L. Markkanen (traveling),,52,36
178,2,3:09.0,,J. Randle enters the game for B. Lopez,52,36
179,2,2:56.0,,L. Ball misses 3-pt jump shot from 26 ft,52,36
180,2,2:54.0,Defensive rebound by D. Valentine,,52,36
181,2,2:48.0,L. Markkanen misses 3-pt jump shot from 25 ft,,52,36
182,2,2:42.0,,Defensive rebound by L. Ball,52,36
183,2,2:39.0,,Turnover by K. Kuzma (bad pass),52,36
184,2,2:27.0,R. Lopez makes 2-pt hook shot from 4 ft (assist by J. Holiday),,54,36
185,2,2:08.0,,K. Caldwell-Pope makes 3-pt jump shot from 24 ft (assist by K. Kuzma),54,39
186,2,1:57.0,Turnover by L. Markkanen (turnover),,54,39
187,2,1:57.0,Violation by D. Valentine (kicked ball),,54,39
188,2,1:49.0,,K. Kuzma makes 2-pt jump shot from 7 ft,54,41
189,2,1:49.0,,Shooting foul by K. Dunn (drawn by K. Kuzma),54,41
190,2,1:49.0,,K. Kuzma makes free throw 1 of 1,54,42
191,2,1:30.0,R. Lopez misses 2-pt hook shot from 3 ft,,54,42
192,2,1:26.0,Offensive rebound by K. Dunn,,54,42
193,2,1:25.0,R. Lopez misses 2-pt hook shot from 3 ft,,54,42
194,2,1:23.0,,Defensive rebound by L. Ball,54,42
195,2,1:17.0,,K. Kuzma misses 3-pt jump shot from 25 ft,54,42
196,2,1:13.0,Defensive rebound by J. Holiday,,54,42
197,2,0:58.0,Personal foul by K. Caldwell-Pope (drawn by R. Lopez),,54,42
198,2,0:56.0,K. Dunn misses 2-pt hook shot from 8 ft,,54,42
199,2,0:54.0,,Defensive rebound by L. Ball,54,42
200,2,0:31.0,,K. Caldwell-Pope misses 3-pt jump shot from 22 ft,54,42
201,2,0:27.0,Defensive rebound by D. Valentine,,54,42
202,2,0:26.0,K. Dunn makes 2-pt layup from 2 ft (assist by D. Valentine),,56,42
203,2,0:08.0,,L. Ball misses 3-pt jump shot from 25 ft,56,42
204,2,0:03.0,Defensive rebound by D. Valentine,,56,42
205,3,11:40.0,J. Holiday misses 3-pt jump shot from 26 ft,,56,42
206,3,11:38.0,Offensive rebound by L. Markkanen,,56,42
207,3,11:36.0,L. Markkanen misses 2-pt layup from 2 ft (block by B. Ingram),,56,42
208,3,11:36.0,Offensive rebound by L. Markkanen,,56,42
209,3,11:29.0,J. Holiday makes 3-pt jump shot from 26 ft (assist by K. Dunn),,59,42
210,3,11:11.0,,B. Ingram misses 3-pt jump shot from 25 ft,59,42
211,3,11:08.0,Defensive rebound by D. Valentine,,59,42
212,3,11:04.0,K. Dunn misses 2-pt layup from 2 ft (block by B. Ingram),,59,42
213,3,10:58.0,,Defensive rebound by B. Lopez,59,42
214,3,10:55.0,,K. Kuzma misses 2-pt jump shot from 10 ft,59,42
215,3,10:53.0,Defensive rebound by L. Markkanen,,59,42
216,3,10:37.0,K. Dunn misses 2-pt jump shot from 16 ft,,59,42
217,3,10:37.0,Offensive rebound by K. Dunn,,59,42
218,3,10:24.0,Shooting foul by B. Lopez (drawn by J. Holiday),,59,42
219,3,10:24.0,J. Holiday makes free throw 1 of 3,,60,42
220,3,10:24.0,J. Holiday makes free throw 2 of 3,,61,42
221,3,10:24.0,,LA Lakers full timeout,61,42
222,3,10:24.0,J. Holiday misses free throw 3 of 3,,61,42
223,3,10:24.0,,Defensive rebound by L. Ball,61,42
224,3,10:11.0,,B. Lopez misses 2-pt layup from 1 ft,61,42
225,3,10:10.0,Defensive rebound by R. Lopez,,61,42
226,3,10:00.0,Turnover by K. Dunn (bad pass; steal by L. Ball),,61,42
227,3,9:56.0,,K. Kuzma makes 3-pt jump shot from 25 ft (assist by K. Caldwell-Pope),61,45
228,3,9:24.0,R. Lopez makes 2-pt hook shot from 8 ft (assist by D. Valentine),,63,45
229,3,9:09.0,,B. Ingram makes 2-pt layup from 2 ft,63,47
230,3,8:51.0,R. Lopez misses 2-pt jump shot from 18 ft,,63,47
231,3,8:48.0,,Defensive rebound by B. Lopez,63,47
232,3,8:38.0,,L. Ball makes 3-pt jump shot from 25 ft (assist by K. Kuzma),63,50
233,3,8:37.0,Chicago full timeout,,63,50
234,3,8:19.0,D. Valentine misses 2-pt hook shot from 5 ft,,63,50
235,3,8:16.0,,Defensive rebound by B. Lopez,63,50
236,3,8:05.0,,K. Kuzma misses 3-pt jump shot from 25 ft,63,50
237,3,8:02.0,Defensive rebound by L. Markkanen,,63,50
238,3,7:58.0,D. Valentine makes 3-pt jump shot from 28 ft,,66,50
239,3,7:41.0,,K. Caldwell-Pope makes 3-pt jump shot from 24 ft (assist by K. Kuzma),66,53
240,3,7:23.0,L. Markkanen misses 2-pt jump shot from 10 ft,,66,53
241,3,7:20.0,,Defensive rebound by B. Ingram,66,53
242,3,7:00.0,,B. Ingram misses 2-pt layup from 4 ft,66,53
243,3,6:57.0,,Offensive rebound by B. Ingram,66,53
244,3,6:57.0,,B. Ingram misses 2-pt layup at rim,66,53
245,3,6:54.0,Defensive rebound by J. Holiday,,66,53
246,3,6:49.0,D. Valentine misses 3-pt jump shot from 24 ft,,66,53
247,3,6:45.0,,Defensive rebound by B. Ingram,66,53
248,3,6:37.0,,K. Kuzma misses 2-pt layup from 2 ft,66,53
249,3,6:36.0,Defensive rebound by D. Valentine,,66,53
250,3,6:24.0,L. Markkanen makes 2-pt jump shot from 21 ft,,68,53
251,3,6:11.0,,L. Ball misses 3-pt jump shot from 26 ft,68,53
252,3,6:08.0,,Offensive rebound by K. Kuzma,68,53
253,3,6:00.0,,B. Lopez misses 3-pt jump shot from 25 ft,68,53
254,3,5:57.0,,Offensive rebound by L. Ball,68,53
255,3,5:57.0,,L. Ball misses 2-pt layup at rim,68,53
256,3,5:57.0,Defensive rebound by Team,,68,53
257,3,5:57.0,,Loose ball foul by L. Ball (drawn by L. Markkanen),68,53
258,3,5:57.0,,J. Hart enters the game for B. Ingram,68,53
259,3,5:57.0,,J. Randle enters the game for B. Lopez,68,53
260,3,5:48.0,L. Markkanen misses 3-pt jump shot from 25 ft,,68,53
261,3,5:46.0,,Defensive rebound by K. Caldwell-Pope,68,53
262,3,5:44.0,,Shooting foul by R. Lopez (drawn by J. Hart),68,53
263,3,5:44.0,,J. Hart misses free throw 1 of 2,68,53
264,3,5:44.0,,Offensive rebound by Team,68,53
265,3,5:44.0,,J. Hart makes free throw 2 of 2,68,54
266,3,5:29.0,Def 3 sec tech foul by J. Randle,,68,54
267,3,5:29.0,D. Valentine misses technical free throw,,68,54
268,3,5:29.0,Offensive rebound by Team,,68,54
269,3,5:18.0,Personal foul by K. Kuzma (drawn by L. Markkanen),,68,54
270,3,5:17.0,Turnover by K. Dunn (traveling),,68,54
271,3,5:06.0,,K. Kuzma misses 2-pt layup from 1 ft,68,54
272,3,5:03.0,Defensive rebound by L. Markkanen,,68,54
273,3,5:01.0,Personal foul by L. Ball (drawn by J. Holiday),,68,54
274,3,5:01.0,A. Blakeney enters the game for D. Valentine,,68,54
275,3,4:47.0,L. Markkanen misses 2-pt jump shot from 13 ft,,68,54
276,3,4:44.0,,Defensive rebound by J. Randle,68,54
277,3,4:29.0,,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,68,54
278,3,4:27.0,Defensive rebound by L. Markkanen,,68,54
279,3,4:27.0,Personal foul by L. Ball (drawn by L. Markkanen),,68,54
280,3,4:27.0,L. Markkanen misses free throw 1 of 2,,68,54
281,3,4:27.0,Offensive rebound by Team,,68,54
282,3,4:27.0,,J. Clarkson enters the game for L. Ball,68,54
283,3,4:27.0,L. Markkanen makes free throw 2 of 2,,69,54
284,3,4:16.0,,Shooting foul by K. Dunn (drawn by J. Clarkson),69,54
285,3,4:16.0,,J. Clarkson makes free throw 1 of 3,69,55
286,3,4:16.0,,J. Clarkson makes free throw 2 of 3,69,56
287,3,4:16.0,B. Portis enters the game for L. Markkanen,,69,56
288,3,4:16.0,,J. Clarkson makes free throw 3 of 3,69,57
289,3,4:02.0,J. Holiday misses 3-pt jump shot from 22 ft,,69,57
290,3,4:00.0,,Defensive rebound by J. Randle,69,57
291,3,3:42.0,,J. Clarkson misses 3-pt jump shot from 24 ft,69,57
292,3,3:39.0,,Offensive rebound by J. Randle,69,57
293,3,3:37.0,,J. Randle makes 2-pt layup from 2 ft,69,59
294,3,3:18.0,B. Portis makes 2-pt jump shot from 21 ft (assist by K. Dunn),,71,59
295,3,3:03.0,,J. Randle makes 2-pt layup from 1 ft (assist by K. Caldwell-Pope),71,61
296,3,3:03.0,,Shooting foul by R. Lopez (drawn by J. Randle),71,61
297,3,3:03.0,J. Grant enters the game for K. Dunn,,71,61
298,3,3:03.0,,J. Randle makes free throw 1 of 1,71,62
299,3,2:40.0,J. Grant misses 3-pt jump shot from 25 ft,,71,62
300,3,2:36.0,,Defensive rebound by K. Kuzma,71,62
301,3,2:27.0,,K. Caldwell-Pope misses 2-pt jump shot from 18 ft,71,62
302,3,2:25.0,Defensive rebound by B. Portis,,71,62
303,3,2:16.0,J. Holiday misses 3-pt jump shot from 23 ft,,71,62
304,3,2:12.0,Offensive rebound by J. Holiday,,71,62
305,3,2:12.0,Shooting foul by K. Kuzma (drawn by J. Holiday),,71,62
306,3,2:12.0,J. Holiday makes free throw 1 of 2,,72,62
307,3,2:12.0,C. Felício enters the game for R. Lopez,,72,62
308,3,2:12.0,J. Holiday makes free throw 2 of 2,,73,62
309,3,2:06.0,,Shooting foul by J. Holiday (drawn by K. Caldwell-Pope),73,62
310,3,2:06.0,,K. Caldwell-Pope makes free throw 1 of 3,73,63
311,3,2:06.0,,K. Caldwell-Pope misses free throw 2 of 3,73,63
312,3,2:06.0,,Offensive rebound by Team,73,63
313,3,2:06.0,,K. Caldwell-Pope makes free throw 3 of 3,73,64
314,3,1:51.0,B. Portis misses 2-pt dunk from 3 ft (block by J. Randle),,73,64
315,3,1:47.0,Offensive rebound by C. Felício,,73,64
316,3,1:44.0,J. Grant misses 2-pt layup from 2 ft,,73,64
317,3,1:41.0,,Defensive rebound by J. Randle,73,64
318,3,1:39.0,,J. Randle makes 2-pt layup at rim,73,66
319,3,1:39.0,,Shooting foul by A. Blakeney (drawn by J. Randle),73,66
320,3,1:39.0,,J. Randle makes free throw 1 of 1,73,67
321,3,1:39.0,Chicago full timeout,,73,67
322,3,1:24.0,B. Portis misses 3-pt jump shot from 24 ft,,73,67
323,3,1:21.0,,Defensive rebound by K. Caldwell-Pope,73,67
324,3,1:12.0,,J. Clarkson misses 3-pt jump shot from 25 ft,73,67
325,3,1:05.0,,Offensive rebound by J. Hart,73,67
326,3,1:05.0,,J. Hart makes 2-pt dunk at rim,73,69
327,3,0:43.0,J. Grant misses 2-pt jump shot from 17 ft,,73,69
328,3,0:41.0,Offensive rebound by B. Portis,,73,69
329,3,0:40.0,Turnover by B. Portis (lost ball; steal by J. Hart),,73,69
330,3,0:35.0,,J. Clarkson makes 3-pt jump shot from 25 ft (assist by J. Hart),73,72
331,3,0:19.0,J. Grant makes 2-pt jump shot from 18 ft,,75,72
332,3,0:02.0,,J. Clarkson misses 3-pt jump shot from 25 ft,75,72
333,3,0:01.0,Defensive rebound by B. Portis,,75,72
334,4,11:43.0,,J. Randle makes 2-pt jump shot from 7 ft,75,74
335,4,11:25.0,D. Valentine makes 3-pt jump shot from 27 ft,,78,74
336,4,11:03.0,,B. Ingram misses 2-pt jump shot from 17 ft,78,74
337,4,11:00.0,Defensive rebound by C. Felício,,78,74
338,4,10:44.0,J. Grant misses 3-pt jump shot from 25 ft,,78,74
339,4,10:42.0,Offensive rebound by B. Portis,,78,74
340,4,10:42.0,B. Portis makes 2-pt layup at rim,,80,74
341,4,10:42.0,Shooting foul by J. Randle (drawn by B. Portis),,80,74
342,4,10:42.0,,LA Lakers full timeout,80,74
343,4,10:42.0,B. Portis misses free throw 1 of 1,,80,74
344,4,10:40.0,,Defensive rebound by J. Randle,80,74
345,4,10:16.0,,J. Randle misses 3-pt jump shot from 25 ft,80,74
346,4,10:14.0,,Offensive rebound by J. Hart,80,74
347,4,10:08.0,,Def 3 sec tech foul by J. Grant,80,74
348,4,10:08.0,,J. Clarkson makes technical free throw,80,75
349,4,10:03.0,,J. Clarkson makes 3-pt jump shot from 24 ft (assist by K. Kuzma),80,78
350,4,9:45.0,A. Blakeney misses 3-pt jump shot from 26 ft,,80,78
351,4,9:42.0,,Defensive rebound by J. Hart,80,78
352,4,9:32.0,,J. Hart makes 2-pt layup from 1 ft (assist by J. Randle),80,80
353,4,9:32.0,Chicago full timeout,,80,80
354,4,9:32.0,J. Holiday enters the game for J. Grant,,80,80
355,4,9:32.0,K. Dunn enters the game for C. Felício,,80,80
356,4,9:32.0,L. Markkanen enters the game for A. Blakeney,,80,80
357,4,9:21.0,Shooting foul by J. Clarkson (drawn by K. Dunn),,80,80
358,4,9:21.0,K. Dunn makes free throw 1 of 2,,81,80
359,4,9:21.0,K. Dunn misses free throw 2 of 2,,81,80
360,4,9:18.0,Offensive rebound by L. Markkanen,,81,80
361,4,9:17.0,J. Holiday misses 3-pt jump shot from 25 ft,,81,80
362,4,9:15.0,,Defensive rebound by Team,81,80
363,4,8:51.0,,Turnover by Team (shot clock),81,80
364,4,8:50.0,,J. Randle misses 2-pt jump shot from 10 ft,81,80
365,4,8:50.0,,Offensive rebound by Team,81,80
366,4,8:41.0,L. Markkanen misses 3-pt jump shot from 25 ft,,81,80
367,4,8:38.0,Offensive rebound by D. Valentine,,81,80
368,4,8:35.0,Turnover by L. Markkanen (turnover),,81,80
369,4,8:16.0,,J. Hart misses 2-pt jump shot from 12 ft,81,80
370,4,8:12.0,Defensive rebound by L. Markkanen,,81,80
371,4,7:59.0,B. Portis makes 2-pt layup from 1 ft (assist by K. Dunn),,83,80
372,4,7:50.0,,Personal foul by K. Dunn (drawn by J. Clarkson),83,80
373,4,7:45.0,,J. Clarkson misses 3-pt jump shot from 25 ft,83,80
374,4,7:41.0,Defensive rebound by K. Dunn,,83,80
375,4,7:35.0,K. Dunn makes 2-pt jump shot from 20 ft,,85,80
376,4,7:17.0,,J. Hart misses 3-pt jump shot from 22 ft,85,80
377,4,7:14.0,Defensive rebound by D. Valentine,,85,80
378,4,7:00.0,B. Portis makes 2-pt layup from 2 ft,,87,80
379,4,6:49.0,,Personal foul by K. Dunn (drawn by B. Ingram),87,80
380,4,6:49.0,,L. Ball enters the game for J. Hart,87,80
381,4,6:49.0,,K. Caldwell-Pope enters the game for J. Clarkson,87,80
382,4,6:37.0,,L. Ball makes 3-pt jump shot from 25 ft (assist by B. Ingram),87,83
