,QUARTER,TIME_REMAINING,PHOENIX_ACTION,INDIANA_ACTION,PHOENIX_SCORE,INDIANA_SCORE
381,4,6:23.0,J. Jackson makes free throw 2 of 2,,76,108
382,4,6:10.0,,A. Poythress misses 3-pt jump shot from 26 ft,76,108
383,4,6:06.0,Defensive rebound by A. Peters,,76,108
384,4,5:54.0,T. Ulis makes 2-pt jump shot from 10 ft,,78,108
385,4,5:54.0,Shooting foul by B. Moore (drawn by T. Ulis),,78,108
386,4,5:54.0,T. Ulis misses free throw 1 of 1,,78,108
387,4,5:52.0,Offensive rebound by Team,,78,108
388,4,5:52.0,,Loose ball foul by B. Moore (drawn by A. Peters),78,108
389,4,5:52.0,A. Peters makes free throw 1 of 2,,79,108
390,4,5:52.0,A. Peters makes free throw 2 of 2,,80,108
391,4,5:38.0,,A. Poythress makes 2-pt layup from 2 ft (assist by B. Moore),80,110
392,4,5:21.0,Shooting foul by A. Poythress (drawn by T. Daniels),,80,110
393,4,5:21.0,T. Daniels makes free throw 1 of 2,,81,110
394,4,5:21.0,T. Daniels makes free throw 2 of 2,,82,110
395,4,5:04.0,,L. Stephenson misses 2-pt layup from 2 ft,82,110
396,4,5:02.0,Defensive rebound by A. Peters,,82,110
397,4,4:57.0,T. Ulis makes 3-pt jump shot from 25 ft (assist by T. Daniels),,85,110
398,4,4:41.0,,A. Poythress makes 2-pt layup at rim (assist by C. Joseph),85,112
399,4,4:29.0,T. Daniels makes 3-pt jump shot from 23 ft (assist by T. Ulis),,88,112
400,4,4:12.0,,C. Joseph misses 2-pt layup at rim,88,112
401,4,4:09.0,Defensive rebound by T. Ulis,,88,112
402,4,4:07.0,J. Jackson makes 2-pt dunk from 2 ft (assist by T. Ulis),,90,112
403,4,4:06.0,,Indiana full timeout,90,112
404,4,3:52.0,,J. Young misses 2-pt jump shot from 18 ft,90,112
405,4,3:48.0,Defensive rebound by D. Bender,,90,112
406,4,3:44.0,T. Daniels makes 3-pt jump shot from 23 ft (assist by J. Jackson),,93,112
407,4,3:31.0,,Personal foul by J. Jackson (drawn by L. Stephenson),93,112
408,4,3:29.0,,Shooting foul by J. Jackson (drawn by L. Stephenson),93,112
409,4,3:29.0,,Technical foul by L. Stephenson,93,112
410,4,3:29.0,A. Peters makes technical free throw,,94,112
411,4,3:29.0,,L. Stephenson misses free throw 1 of 2,94,112
412,4,3:29.0,,Offensive rebound by Team,94,112
413,4,3:29.0,,B. Bogdanović enters the game for A. Poythress,94,112
414,4,3:29.0,,A. Jefferson enters the game for B. Moore,94,112
415,4,3:29.0,,L. Stephenson misses free throw 2 of 2,94,112
416,4,3:27.0,Defensive rebound by D. Bender,,94,112
417,4,3:17.0,Shooting foul by A. Jefferson (drawn by J. Jackson),,94,112
418,4,3:17.0,,D. Sabonis enters the game for A. Jefferson,94,112
419,4,3:17.0,J. Jackson makes free throw 1 of 2,,95,112
420,4,3:17.0,,V. Oladipo enters the game for L. Stephenson,95,112
421,4,3:17.0,J. Jackson makes free throw 2 of 2,,96,112
422,4,3:04.0,,Personal foul by D. Bender (drawn by V. Oladipo),96,112
423,4,3:04.0,,V. Oladipo makes free throw 1 of 2,96,113
424,4,3:04.0,,V. Oladipo makes free throw 2 of 2,96,114
425,4,2:46.0,D. Bender misses 3-pt jump shot from 23 ft,,96,114
426,4,2:43.0,,Defensive rebound by C. Joseph,96,114
427,4,2:27.0,,Turnover by D. Sabonis (bad pass; steal by T. Daniels),96,114
428,4,2:16.0,T. Daniels makes 3-pt jump shot from 27 ft (assist by A. Peters),,99,114
429,4,2:06.0,,Personal foul by J. Jackson (drawn by V. Oladipo),99,114
430,4,2:06.0,,V. Oladipo makes free throw 1 of 2,99,115
431,4,2:06.0,,V. Oladipo makes free throw 2 of 2,99,116
432,4,1:53.0,A. Peters misses 3-pt jump shot from 25 ft,,99,116
433,4,1:48.0,,Defensive rebound by V. Oladipo,99,116
434,4,1:32.0,,V. Oladipo misses 3-pt jump shot from 27 ft,99,116
435,4,1:29.0,Defensive rebound by D. Bender,,99,116
436,4,1:23.0,T. Ulis misses 3-pt jump shot from 24 ft,,99,116
437,4,1:20.0,,Defensive rebound by C. Joseph,99,116
438,4,1:04.0,,C. Joseph misses 2-pt layup from 1 ft,99,116
439,4,1:04.0,Defensive rebound by Team,,99,116
440,4,0:53.0,J. Jackson misses 3-pt jump shot from 27 ft,,99,116
441,4,0:50.0,,Defensive rebound by B. Bogdanović,99,116
442,4,0:30.0,,V. Oladipo misses 3-pt jump shot from 25 ft,99,116
443,4,0:27.0,Defensive rebound by A. Peters,,99,116
444,4,0:23.0,J. Jackson makes 2-pt layup from 2 ft,,101,116
