,QUARTER,TIME_REMAINING,TORONTO_ACTION,WASHINGTON_ACTION,TORONTO_SCORE,WASHINGTON_SCORE
0,1,11:47.0,,B. Beal misses 2-pt jump shot from 14 ft,0,0
1,1,11:43.0,Defensive rebound by J. Valančiūnas,,0,0
2,1,11:38.0,S. Ibaka makes 3-pt jump shot from 25 ft (assist by O. Anunoby),,3,0
3,1,11:18.0,,M. Morris misses 2-pt jump shot from 12 ft,3,0
4,1,11:17.0,Defensive rebound by K. Lowry,,3,0
5,1,11:08.0,S. Ibaka misses 2-pt hook shot from 9 ft,,3,0
6,1,11:07.0,,Defensive rebound by M. Gortat,3,0
7,1,11:01.0,,Turnover by J. Wall (lost ball; steal by O. Anunoby),3,0
8,1,10:57.0,Turnover by S. Ibaka (out of bounds lost ball),,3,0
9,1,10:40.0,,J. Wall misses 2-pt jump shot from 16 ft,3,0
10,1,10:38.0,,Offensive rebound by M. Gortat,3,0
11,1,10:38.0,,M. Gortat makes 2-pt layup from 1 ft,3,2
12,1,10:21.0,D. DeRozan misses 2-pt jump shot from 20 ft,,3,2
13,1,10:17.0,,Defensive rebound by M. Gortat,3,2
14,1,10:13.0,,J. Wall misses 2-pt layup from 1 ft,3,2
15,1,10:12.0,Defensive rebound by D. DeRozan,,3,2
16,1,10:09.0,Shooting foul by M. Morris (drawn by D. DeRozan),,3,2
17,1,10:09.0,D. DeRozan misses free throw 1 of 2,,3,2
18,1,10:09.0,Offensive rebound by Team,,3,2
19,1,10:09.0,D. DeRozan makes free throw 2 of 2,,4,2
20,1,9:58.0,,Personal foul by D. DeRozan (drawn by J. Wall),4,2
21,1,9:51.0,,B. Beal misses 2-pt jump shot from 17 ft,4,2
22,1,9:48.0,Defensive rebound by K. Lowry,,4,2
23,1,9:46.0,K. Lowry makes 3-pt jump shot from 26 ft,,7,2
24,1,9:37.0,,Personal foul by K. Lowry (drawn by J. Wall),7,2
25,1,9:28.0,,O. Porter misses 2-pt jump shot from 11 ft,7,2
26,1,9:25.0,,Offensive rebound by O. Porter,7,2
27,1,9:21.0,,J. Wall makes 2-pt dunk from 1 ft,7,4
28,1,8:57.0,D. DeRozan misses 2-pt jump shot from 13 ft,,7,4
29,1,8:55.0,Offensive rebound by J. Valančiūnas,,7,4
30,1,8:55.0,Shooting foul by M. Gortat (drawn by J. Valančiūnas),,7,4
31,1,8:55.0,J. Valančiūnas makes free throw 1 of 2,,8,4
32,1,8:55.0,J. Valančiūnas makes free throw 2 of 2,,9,4
33,1,8:46.0,,O. Porter misses 2-pt jump shot from 15 ft,9,4
34,1,8:43.0,Defensive rebound by S. Ibaka,,9,4
35,1,8:28.0,O. Anunoby makes 2-pt layup from 2 ft (assist by K. Lowry),,11,4
36,1,8:26.0,,Washington full timeout,11,4
37,1,8:14.0,,Turnover by O. Porter (lost ball; steal by O. Anunoby),11,4
38,1,8:12.0,O. Anunoby makes 2-pt dunk from 1 ft,,13,4
39,1,7:56.0,,J. Wall misses 2-pt layup from 2 ft,13,4
40,1,7:55.0,Defensive rebound by K. Lowry,,13,4
41,1,7:52.0,Shooting foul by B. Beal (drawn by D. DeRozan),,13,4
42,1,7:52.0,D. DeRozan makes free throw 1 of 2,,14,4
43,1,7:52.0,,M. Scott enters the game for O. Porter,14,4
44,1,7:52.0,,K. Oubre enters the game for M. Gortat,14,4
45,1,7:52.0,D. DeRozan makes free throw 2 of 2,,15,4
46,1,7:37.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by M. Scott),15,7
47,1,7:13.0,Turnover by J. Valančiūnas (lost ball; steal by J. Wall),,15,7
48,1,7:09.0,Technical foul by J. Valančiūnas,,15,7
49,1,7:09.0,,J. Wall makes flagrant free throw 1 of 2,15,8
50,1,7:09.0,,J. Wall misses flagrant free throw 2 of 2,15,8
51,1,7:09.0,,Offensive rebound by Team,15,8
52,1,7:02.0,,M. Morris misses 2-pt hook shot from 14 ft,15,8
53,1,7:00.0,Defensive rebound by D. DeRozan,,15,8
54,1,6:52.0,D. DeRozan misses 2-pt jump shot from 22 ft,,15,8
55,1,6:49.0,,Defensive rebound by K. Oubre,15,8
56,1,6:42.0,,K. Oubre misses 3-pt jump shot from 26 ft,15,8
57,1,6:38.0,Defensive rebound by S. Ibaka,,15,8
58,1,6:27.0,,Offensive charge foul by J. Valančiūnas (drawn by K. Oubre),15,8
59,1,6:27.0,Turnover by J. Valančiūnas (offensive foul),,15,8
60,1,6:27.0,J. Poeltl enters the game for J. Valančiūnas,,15,8
61,1,6:16.0,,Turnover by J. Wall (lost ball; steal by J. Poeltl),15,8
62,1,6:14.0,Turnover by J. Poeltl (bad pass; steal by K. Oubre),,15,8
63,1,6:11.0,,B. Beal makes 2-pt dunk from 2 ft (assist by K. Oubre),15,10
64,1,6:03.0,Shooting foul by M. Scott (drawn by D. DeRozan),,15,10
65,1,6:03.0,D. DeRozan makes free throw 1 of 2,,16,10
66,1,6:03.0,D. DeRozan makes free throw 2 of 2,,17,10
67,1,5:53.0,,B. Beal makes 2-pt layup from 2 ft,17,12
68,1,5:40.0,K. Lowry misses 2-pt layup from 4 ft,,17,12
69,1,5:38.0,,Defensive rebound by J. Wall,17,12
70,1,5:25.0,,J. Wall misses 2-pt layup from 2 ft,17,12
71,1,5:25.0,,Offensive rebound by M. Morris,17,12
72,1,5:24.0,,M. Morris makes 2-pt layup from 1 ft,17,14
73,1,5:19.0,Toronto full timeout,,17,14
74,1,5:12.0,Shooting foul by J. Wall (drawn by J. Poeltl),,17,14
75,1,5:12.0,J. Poeltl makes free throw 1 of 2,,18,14
76,1,5:12.0,J. Poeltl makes free throw 2 of 2,,19,14
77,1,4:58.0,,Shooting foul by K. Lowry (drawn by K. Oubre),19,14
78,1,4:58.0,,K. Oubre makes free throw 1 of 2,19,15
79,1,4:58.0,D. Wright enters the game for K. Lowry,,19,15
80,1,4:58.0,,K. Oubre makes free throw 2 of 2,19,16
81,1,4:42.0,Shooting foul by K. Oubre (drawn by D. DeRozan),,19,16
82,1,4:42.0,D. DeRozan misses free throw 1 of 2,,19,16
83,1,4:42.0,Offensive rebound by Team,,19,16
84,1,4:42.0,D. DeRozan makes free throw 2 of 2,,20,16
85,1,4:31.0,,M. Morris makes 2-pt layup from 8 ft (assist by J. Wall),20,18
86,1,4:12.0,S. Ibaka makes 2-pt dunk from 1 ft (assist by D. DeRozan),,22,18
87,1,3:54.0,,M. Scott misses 3-pt jump shot from 23 ft,22,18
88,1,3:50.0,Defensive rebound by S. Ibaka,,22,18
89,1,3:44.0,D. DeRozan misses 2-pt jump shot from 2 ft,,22,18
90,1,3:40.0,Offensive rebound by S. Ibaka,,22,18
91,1,3:30.0,D. Wright makes 3-pt jump shot from 26 ft (assist by D. DeRozan),,25,18
92,1,3:05.0,,B. Beal makes 2-pt jump shot from 19 ft (assist by J. Wall),25,20
93,1,2:45.0,Shooting foul by M. Scott (drawn by D. DeRozan),,25,20
94,1,2:45.0,D. DeRozan makes free throw 1 of 2,,26,20
95,1,2:45.0,,T. Lawson enters the game for J. Wall,26,20
96,1,2:45.0,,I. Mahinmi enters the game for M. Scott,26,20
97,1,2:45.0,C. Miles enters the game for O. Anunoby,,26,20
98,1,2:45.0,D. DeRozan makes free throw 2 of 2,,27,20
99,1,2:29.0,,Turnover by M. Morris (step out of bounds),27,20
100,1,2:13.0,Turnover by D. DeRozan (bad pass; steal by T. Lawson),,27,20
101,1,1:56.0,,M. Morris misses 2-pt jump shot from 13 ft,27,20
102,1,1:52.0,Defensive rebound by S. Ibaka,,27,20
103,1,1:45.0,D. DeRozan misses 2-pt layup from 4 ft (block by I. Mahinmi),,27,20
104,1,1:42.0,,Defensive rebound by K. Oubre,27,20
105,1,1:38.0,,K. Oubre misses 2-pt layup from 3 ft,27,20
106,1,1:35.0,,Offensive rebound by I. Mahinmi,27,20
107,1,1:35.0,,I. Mahinmi makes 2-pt layup at rim,27,22
108,1,1:20.0,J. Poeltl makes 2-pt layup from 2 ft (assist by D. Wright),,29,22
109,1,1:07.0,,I. Mahinmi misses 2-pt layup from 2 ft,29,22
110,1,1:04.0,Defensive rebound by J. Poeltl,,29,22
111,1,0:58.0,S. Ibaka misses 2-pt hook shot from 6 ft,,29,22
112,1,0:55.0,,Defensive rebound by I. Mahinmi,29,22
113,1,0:49.0,,T. Lawson misses 2-pt jump shot from 13 ft,29,22
114,1,0:46.0,Defensive rebound by S. Ibaka,,29,22
115,1,0:28.0,Shooting foul by M. Morris (drawn by D. DeRozan),,29,22
116,1,0:28.0,D. DeRozan misses free throw 1 of 2,,29,22
117,1,0:28.0,Offensive rebound by Team,,29,22
118,1,0:28.0,,O. Porter enters the game for M. Morris,29,22
119,1,0:28.0,P. Siakam enters the game for S. Ibaka,,29,22
120,1,0:28.0,D. DeRozan makes free throw 2 of 2,,30,22
121,1,0:07.0,,Turnover by B. Beal (bad pass; steal by D. DeRozan),30,22
122,1,0:00.0,D. Wright misses 3-pt jump shot from 27 ft,,30,22
123,1,0:00.0,Offensive rebound by Team,,30,22
124,2,11:49.0,C. Miles misses 3-pt jump shot from 27 ft,,30,22
125,2,11:45.0,,Defensive rebound by I. Mahinmi,30,22
126,2,11:32.0,,K. Oubre misses 2-pt jump shot from 14 ft,30,22
127,2,11:30.0,Defensive rebound by P. Siakam,,30,22
128,2,11:11.0,Offensive foul by J. Poeltl (drawn by K. Oubre),,30,22
129,2,11:11.0,Turnover by J. Poeltl (offensive foul),,30,22
130,2,10:54.0,,O. Porter misses 2-pt jump shot from 5 ft,30,22
131,2,10:52.0,Defensive rebound by J. Poeltl,,30,22
132,2,10:47.0,D. Wright misses 2-pt layup from 7 ft,,30,22
133,2,10:45.0,,Defensive rebound by K. Oubre,30,22
134,2,10:23.0,,O. Porter misses 3-pt jump shot from 30 ft,30,22
135,2,10:19.0,Defensive rebound by D. Wright,,30,22
136,2,10:08.0,C. Miles misses 3-pt jump shot from 23 ft,,30,22
137,2,10:06.0,Offensive rebound by J. Poeltl,,30,22
138,2,9:50.0,P. Siakam misses 2-pt dunk from 6 ft (block by I. Mahinmi),,30,22
139,2,9:49.0,,Defensive rebound by Team,30,22
140,2,9:49.0,,J. Wall enters the game for K. Oubre,30,22
141,2,9:40.0,,J. Wall makes 2-pt dunk from 2 ft,30,24
142,2,9:36.0,Personal foul by I. Mahinmi (drawn by K. Lowry),,30,24
143,2,9:28.0,K. Lowry misses 3-pt jump shot from 27 ft,,30,24
144,2,9:24.0,Offensive rebound by D. Wright,,30,24
145,2,9:21.0,J. Poeltl makes 2-pt layup from 1 ft (assist by D. Wright),,32,24
146,2,9:02.0,,T. Lawson misses 2-pt jump shot from 17 ft,32,24
147,2,8:59.0,Defensive rebound by J. Poeltl,,32,24
148,2,8:54.0,K. Lowry makes 3-pt jump shot from 26 ft,,35,24
149,2,8:52.0,,Washington full timeout,35,24
150,2,8:30.0,,J. Wall misses 2-pt jump shot from 15 ft (block by P. Siakam),35,24
151,2,8:26.0,Defensive rebound by K. Lowry,,35,24
152,2,8:13.0,P. Siakam misses 2-pt jump shot from 14 ft,,35,24
153,2,8:10.0,,Defensive rebound by J. Wall,35,24
154,2,7:59.0,,I. Mahinmi makes 2-pt dunk at rim (assist by J. Wall),35,26
155,2,7:42.0,Turnover by C. Miles (bad pass; steal by J. Wall),,35,26
156,2,7:39.0,,J. Wall misses 2-pt layup from 2 ft (block by D. Wright),35,26
157,2,7:36.0,,Offensive rebound by T. Satoranský,35,26
158,2,7:35.0,,T. Lawson misses 2-pt layup from 3 ft (block by P. Siakam),35,26
159,2,7:35.0,Defensive rebound by P. Siakam,,35,26
160,2,7:29.0,P. Siakam makes 2-pt dunk from 2 ft (assist by D. Wright),,37,26
161,2,7:16.0,,Shooting foul by J. Poeltl (drawn by O. Porter),37,26
162,2,7:16.0,,O. Porter misses free throw 1 of 2,37,26
163,2,7:16.0,,Offensive rebound by Team,37,26
164,2,7:16.0,,M. Gortat enters the game for T. Lawson,37,26
165,2,7:16.0,,B. Beal enters the game for I. Mahinmi,37,26
166,2,7:16.0,J. Valančiūnas enters the game for J. Poeltl,,37,26
167,2,7:16.0,D. DeRozan enters the game for D. Wright,,37,26
168,2,7:16.0,,O. Porter makes free throw 2 of 2,37,27
169,2,7:08.0,Personal foul by T. Satoranský (drawn by C. Miles),,37,27
170,2,7:00.0,J. Valančiūnas makes 2-pt layup from 5 ft (assist by D. DeRozan),,39,27
171,2,6:48.0,,B. Beal misses 2-pt jump shot from 18 ft,39,27
172,2,6:46.0,Defensive rebound by J. Valančiūnas,,39,27
173,2,6:46.0,Personal foul by B. Beal (drawn by J. Valančiūnas),,39,27
174,2,6:46.0,,M. Morris enters the game for T. Satoranský,39,27
175,2,6:29.0,J. Valančiūnas misses 2-pt jump shot from 13 ft,,39,27
176,2,6:27.0,,Defensive rebound by M. Morris,39,27
177,2,6:19.0,,J. Wall makes 2-pt jump shot from 13 ft,39,29
178,2,6:06.0,J. Valančiūnas makes 2-pt layup from 4 ft (assist by K. Lowry),,41,29
179,2,5:47.0,,J. Wall makes 2-pt layup from 1 ft,41,31
180,2,5:28.0,Turnover by C. Miles (traveling),,41,31
181,2,5:28.0,S. Ibaka enters the game for C. Miles,,41,31
182,2,5:28.0,O. Anunoby enters the game for P. Siakam,,41,31
183,2,5:09.0,,M. Gortat makes 2-pt jump shot from 15 ft (assist by B. Beal),41,33
184,2,4:50.0,D. DeRozan misses 2-pt jump shot from 15 ft,,41,33
185,2,4:43.0,Offensive rebound by O. Anunoby,,41,33
186,2,4:43.0,O. Anunoby misses 2-pt layup at rim,,41,33
187,2,4:43.0,,Defensive rebound by M. Morris,41,33
188,2,4:40.0,,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),41,35
189,2,4:40.0,,Shooting foul by J. Valančiūnas (drawn by M. Gortat),41,35
190,2,4:40.0,Toronto full timeout,,41,35
191,2,4:40.0,J. Poeltl enters the game for J. Valančiūnas,,41,35
192,2,4:40.0,,M. Gortat misses free throw 1 of 1,41,35
193,2,4:40.0,Defensive rebound by S. Ibaka,,41,35
194,2,4:18.0,K. Lowry makes 3-pt jump shot from 29 ft (assist by D. DeRozan),,44,35
195,2,4:00.0,,B. Beal misses 2-pt jump shot from 10 ft,44,35
196,2,3:58.0,,Offensive rebound by B. Beal,44,35
197,2,3:57.0,,M. Morris misses 3-pt jump shot from 23 ft,44,35
198,2,3:53.0,Defensive rebound by D. DeRozan,,44,35
199,2,3:45.0,D. DeRozan makes 2-pt layup from 2 ft,,46,35
200,2,3:33.0,,Personal foul by O. Anunoby (drawn by J. Wall),46,35
201,2,3:28.0,,Shooting foul by J. Poeltl (drawn by M. Gortat),46,35
202,2,3:28.0,,M. Gortat misses free throw 1 of 2,46,35
203,2,3:28.0,,Offensive rebound by Team,46,35
204,2,3:28.0,P. Siakam enters the game for J. Poeltl,,46,35
205,2,3:28.0,,M. Gortat misses free throw 2 of 2,46,35
206,2,3:26.0,,Offensive rebound by B. Beal,46,35
207,2,3:14.0,,Turnover by B. Beal (turnover),46,35
208,2,3:01.0,Turnover by S. Ibaka (traveling),,46,35
209,2,2:41.0,,J. Wall misses 2-pt jump shot from 14 ft,46,35
210,2,2:38.0,,Offensive rebound by M. Morris,46,35
