,QUARTER,TIME_REMAINING,BOSTON_ACTION,OKLAHOMA CITY_ACTION,BOSTON_SCORE,OKLAHOMA CITY_SCORE
251,3,7:35.0,J. Brown misses 3-pt jump shot from 25 ft,,50,62
252,3,7:34.0,,Defensive rebound by P. George,50,62
253,3,7:23.0,,P. George misses 2-pt jump shot from 17 ft,50,62
254,3,7:19.0,Defensive rebound by Team,,50,62
255,3,7:03.0,J. Brown makes 2-pt dunk from 1 ft (assist by A. Horford),,52,62
256,3,6:52.0,,Shooting foul by A. Horford (drawn by P. George),52,62
257,3,6:52.0,,P. George misses free throw 1 of 2,52,62
258,3,6:52.0,,Offensive rebound by Team,52,62
259,3,6:52.0,,P. George makes free throw 2 of 2,52,63
260,3,6:52.0,,Loose ball foul by S. Adams (drawn by J. Brown),52,63
261,3,6:52.0,J. Brown misses free throw 1 of 2,,52,63
262,3,6:52.0,Offensive rebound by Team,,52,63
263,3,6:52.0,J. Brown makes free throw 2 of 2,,53,63
264,3,6:52.0,,Violation by C. Anthony (lane),53,63
265,3,6:41.0,,Turnover by R. Westbrook (bad pass; steal by M. Smart),53,63
266,3,6:35.0,M. Morris misses 3-pt jump shot from 25 ft,,53,63
267,3,6:32.0,,Defensive rebound by P. George,53,63
268,3,6:20.0,,C. Anthony misses 2-pt jump shot from 15 ft,53,63
269,3,6:19.0,,Offensive rebound by Team,53,63
270,3,6:19.0,Loose ball foul by J. Brown (drawn by S. Adams),,53,63
271,3,6:13.0,,Personal foul by M. Morris (drawn by C. Anthony),53,63
272,3,6:00.0,,C. Anthony misses 2-pt jump shot from 6 ft,53,63
273,3,5:58.0,Defensive rebound by J. Brown,,53,63
274,3,5:53.0,J. Brown misses 2-pt layup from 1 ft,,53,63
275,3,5:51.0,Offensive rebound by A. Horford,,53,63
276,3,5:49.0,M. Morris misses 3-pt jump shot from 25 ft,,53,63
277,3,5:46.0,,Defensive rebound by P. George,53,63
278,3,5:39.0,,C. Anthony misses 3-pt jump shot from 24 ft,53,63
279,3,5:35.0,Defensive rebound by J. Brown,,53,63
280,3,5:22.0,Turnover by A. Horford (bad pass; steal by S. Adams),,53,63
281,3,5:20.0,,P. George makes 2-pt dunk from 1 ft (assist by C. Anthony),53,65
282,3,4:58.0,J. Brown makes 3-pt jump shot from 22 ft (assist by A. Horford),,56,65
283,3,4:39.0,,R. Westbrook misses 2-pt jump shot from 15 ft,56,65
284,3,4:35.0,,C. Anthony misses 2-pt layup at rim,56,65
285,3,4:33.0,,Offensive rebound by C. Anthony,56,65
286,3,4:32.0,Defensive rebound by M. Smart,,56,65
287,3,4:29.0,K. Irving makes 3-pt jump shot from 23 ft (assist by J. Brown),,59,65
288,3,4:28.0,,Oklahoma City full timeout,59,65
289,3,4:28.0,,J. Grant enters the game for C. Anthony,59,65
290,3,4:28.0,A. Baynes enters the game for M. Morris,,59,65
291,3,4:12.0,,P. George misses 2-pt jump shot from 16 ft,59,65
292,3,4:08.0,Defensive rebound by K. Irving,,59,65
293,3,3:50.0,K. Irving misses 2-pt jump shot from 12 ft,,59,65
294,3,3:45.0,,Defensive rebound by P. George,59,65
295,3,3:38.0,,J. Grant misses 3-pt jump shot from 23 ft,59,65
296,3,3:33.0,Defensive rebound by A. Horford,,59,65
297,3,3:10.0,A. Baynes misses 2-pt jump shot from 11 ft (block by A. Roberson),,59,65
298,3,3:07.0,,Defensive rebound by S. Adams,59,65
299,3,3:04.0,,A. Roberson makes 2-pt dunk at rim (assist by R. Westbrook),59,67
300,3,2:57.0,K. Irving makes 2-pt layup from 1 ft,,61,67
301,3,2:41.0,,R. Westbrook misses 2-pt jump shot from 15 ft,61,67
302,3,2:37.0,Defensive rebound by J. Brown,,61,67
303,3,2:22.0,K. Irving makes 2-pt jump shot from 19 ft (assist by M. Smart),,63,67
304,3,1:56.0,,J. Grant misses 2-pt layup from 1 ft,63,67
305,3,1:56.0,Defensive rebound by J. Brown,,63,67
306,3,1:47.0,K. Irving makes 2-pt layup at rim,,65,67
307,3,1:29.0,,Shooting foul by A. Baynes (drawn by S. Adams),65,67
308,3,1:29.0,,S. Adams misses free throw 1 of 2,65,67
309,3,1:29.0,,Offensive rebound by Team,65,67
310,3,1:29.0,,Á. Abrines enters the game for R. Westbrook,65,67
311,3,1:29.0,,R. Felton enters the game for A. Roberson,65,67
312,3,1:29.0,T. Rozier enters the game for K. Irving,,65,67
313,3,1:29.0,J. Tatum enters the game for A. Horford,,65,67
314,3,1:29.0,,S. Adams makes free throw 2 of 2,65,68
315,3,1:10.0,A. Baynes misses 2-pt hook shot from 5 ft,,65,68
316,3,1:08.0,Offensive rebound by M. Smart,,65,68
317,3,1:08.0,Shooting foul by Á. Abrines (drawn by M. Smart),,65,68
318,3,1:08.0,M. Smart makes free throw 1 of 2,,66,68
319,3,1:08.0,,C. Anthony enters the game for S. Adams,66,68
320,3,1:08.0,M. Smart makes free throw 2 of 2,,67,68
321,3,0:53.0,,R. Felton makes 3-pt jump shot from 24 ft (assist by P. George),67,71
322,3,0:33.0,T. Rozier misses 3-pt jump shot from 24 ft,,67,71
323,3,0:30.0,,Defensive rebound by C. Anthony,67,71
324,3,0:23.0,,Turnover by R. Felton (bad pass),67,71
325,3,0:01.0,M. Smart misses 2-pt jump shot from 5 ft,,67,71
326,3,0:01.0,,Defensive rebound by C. Anthony,67,71
327,4,11:38.0,,C. Anthony misses 2-pt layup from 1 ft (block by A. Baynes),67,71
328,4,11:35.0,Defensive rebound by J. Tatum,,67,71
329,4,11:29.0,T. Rozier misses 2-pt layup from 1 ft (block by Á. Abrines),,67,71
330,4,11:25.0,,Defensive rebound by Á. Abrines,67,71
331,4,11:16.0,,J. Grant makes 2-pt jump shot from 13 ft (assist by R. Felton),67,73
332,4,11:16.0,,Shooting foul by A. Baynes (drawn by J. Grant),67,73
333,4,11:16.0,,J. Grant misses free throw 1 of 1,67,73
334,4,11:14.0,Defensive rebound by A. Baynes,,67,73
335,4,10:59.0,J. Tatum misses 2-pt layup from 1 ft,,67,73
336,4,10:58.0,,Defensive rebound by C. Anthony,67,73
337,4,10:47.0,,R. Felton misses 2-pt jump shot from 16 ft,67,73
338,4,10:43.0,Defensive rebound by A. Baynes,,67,73
339,4,10:38.0,T. Rozier makes 3-pt jump shot from 25 ft (assist by M. Smart),,70,73
340,4,10:13.0,,C. Anthony misses 2-pt jump shot from 8 ft,70,73
341,4,10:11.0,Defensive rebound by A. Baynes,,70,73
342,4,10:01.0,T. Rozier misses 3-pt jump shot from 23 ft,,70,73
343,4,9:58.0,,Defensive rebound by J. Grant,70,73
344,4,9:49.0,,R. Felton misses 2-pt layup at rim,70,73
345,4,9:47.0,Defensive rebound by A. Baynes,,70,73
346,4,9:30.0,A. Baynes makes 2-pt dunk at rim (assist by J. Tatum),,72,73
347,4,9:10.0,,Á. Abrines misses 3-pt jump shot from 25 ft,72,73
348,4,9:06.0,Defensive rebound by A. Baynes,,72,73
349,4,8:52.0,Turnover by J. Tatum (turnover),,72,73
350,4,8:52.0,,A. Roberson enters the game for Á. Abrines,72,73
351,4,8:38.0,,J. Grant makes 2-pt layup from 1 ft,72,75
352,4,8:20.0,M. Smart misses 3-pt jump shot from 25 ft,,72,75
353,4,8:17.0,Offensive rebound by M. Smart,,72,75
354,4,8:16.0,M. Smart misses 2-pt jump shot from 4 ft,,72,75
355,4,8:14.0,,Defensive rebound by C. Anthony,72,75
356,4,7:57.0,,R. Felton misses 2-pt jump shot from 15 ft,72,75
357,4,7:55.0,,Offensive rebound by C. Anthony,72,75
358,4,7:55.0,,C. Anthony makes 2-pt layup at rim,72,77
359,4,7:33.0,J. Tatum misses 2-pt jump shot from 2 ft,,72,77
360,4,7:31.0,,Defensive rebound by P. Patterson,72,77
361,4,7:27.0,,C. Anthony misses 3-pt jump shot from 25 ft,72,77
362,4,7:25.0,Defensive rebound by J. Tatum,,72,77
363,4,7:21.0,Boston full timeout,,72,77
364,4,7:21.0,,P. George enters the game for C. Anthony,72,77
365,4,7:21.0,,R. Westbrook enters the game for A. Roberson,72,77
366,4,7:21.0,K. Irving enters the game for M. Smart,,72,77
367,4,7:21.0,A. Horford enters the game for A. Baynes,,72,77
368,4,7:05.0,K. Irving makes 2-pt jump shot from 6 ft,,74,77
369,4,6:47.0,,R. Westbrook makes 2-pt layup at rim,74,79
370,4,6:32.0,A. Horford makes 2-pt jump shot from 19 ft (assist by K. Irving),,76,79
371,4,6:16.0,,R. Westbrook misses 2-pt layup at rim,76,79
372,4,6:14.0,Defensive rebound by A. Horford,,76,79
373,4,5:56.0,S. Ojeleye makes 3-pt jump shot from 23 ft (assist by T. Rozier),,79,79
374,4,5:31.0,,R. Westbrook misses 3-pt jump shot from 24 ft,79,79
375,4,5:28.0,,Offensive rebound by P. George,79,79
376,4,5:20.0,,Turnover by R. Westbrook (lost ball; steal by S. Ojeleye),79,79
377,4,5:20.0,,S. Adams enters the game for J. Grant,79,79
378,4,4:52.0,A. Horford makes 3-pt jump shot from 22 ft (assist by K. Irving),,82,79
379,4,4:33.0,,P. George makes 2-pt dunk from 1 ft,82,81
380,4,4:17.0,K. Irving makes 3-pt jump shot from 25 ft (assist by A. Horford),,85,81
381,4,4:17.0,Shooting foul by R. Westbrook (drawn by K. Irving),,85,81
382,4,4:17.0,J. Brown enters the game for J. Tatum,,85,81
383,4,4:17.0,K. Irving misses free throw 1 of 1,,85,81
384,4,4:14.0,Offensive rebound by K. Irving,,85,81
385,4,4:13.0,K. Irving makes 2-pt layup from 1 ft,,87,81
386,4,4:13.0,,Oklahoma City full timeout,87,81
387,4,4:13.0,,A. Roberson enters the game for R. Felton,87,81
388,4,4:13.0,,C. Anthony enters the game for P. Patterson,87,81
389,4,4:00.0,,P. George makes 2-pt layup at rim (assist by R. Westbrook),87,83
390,4,3:42.0,K. Irving misses 2-pt layup from 1 ft,,87,83
391,4,3:40.0,,Defensive rebound by A. Roberson,87,83
392,4,3:30.0,,C. Anthony misses 3-pt jump shot from 22 ft,87,83
393,4,3:25.0,Defensive rebound by J. Brown,,87,83
394,4,3:03.0,A. Horford makes 3-pt jump shot from 25 ft (assist by K. Irving),,90,83
