,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,LA CLIPPERS_ACTION,GOLDEN STATE_SCORE,LA CLIPPERS_SCORE
0,1,11:37.0,,D. Jordan misses 2-pt layup at rim,0,0
1,1,11:34.0,Defensive rebound by D. Green,,0,0
2,1,11:31.0,K. Thompson misses 3-pt jump shot from 25 ft,,0,0
3,1,11:31.0,,Defensive rebound by P. Beverley,0,0
4,1,11:13.0,,D. Jordan makes 2-pt dunk at rim (assist by P. Beverley),0,2
5,1,10:47.0,K. Thompson misses 2-pt jump shot from 6 ft,,0,2
6,1,10:44.0,,Defensive rebound by B. Griffin,0,2
7,1,10:42.0,,Turnover by B. Griffin (bad pass; steal by S. Curry),0,2
8,1,10:36.0,S. Curry misses 3-pt jump shot from 22 ft,,0,2
9,1,10:34.0,,Defensive rebound by D. Gallinari,0,2
10,1,10:24.0,,Def 3 sec tech foul by Z. Pachulia,0,2
11,1,10:24.0,,D. Gallinari makes technical free throw,0,3
12,1,10:08.0,,P. Beverley misses 2-pt jump shot from 12 ft,0,3
13,1,10:05.0,Defensive rebound by D. Green,,0,3
14,1,9:58.0,Shooting foul by D. Jordan (drawn by D. Green),,0,3
15,1,9:58.0,D. Green misses free throw 1 of 2,,0,3
16,1,9:58.0,Offensive rebound by Team,,0,3
17,1,9:58.0,D. Green makes free throw 2 of 2,,1,3
18,1,9:38.0,,A. Rivers makes 2-pt layup from 3 ft,1,5
19,1,9:37.0,Golden State full timeout,,1,5
20,1,9:24.0,Z. Pachulia makes 2-pt jump shot from 13 ft (assist by K. Thompson),,3,5
21,1,9:04.0,,A. Rivers misses 3-pt jump shot from 27 ft,3,5
22,1,9:01.0,Defensive rebound by D. Green,,3,5
23,1,8:57.0,K. Durant makes 3-pt jump shot from 25 ft (assist by S. Curry),,6,5
24,1,8:44.0,,P. Beverley misses 2-pt layup from 3 ft,6,5
25,1,8:44.0,Defensive rebound by K. Durant,,6,5
26,1,8:40.0,Shooting foul by B. Griffin (drawn by S. Curry),,6,5
27,1,8:40.0,S. Curry makes free throw 1 of 2,,7,5
28,1,8:40.0,S. Curry makes free throw 2 of 2,,8,5
29,1,8:19.0,,P. Beverley makes 3-pt jump shot from 26 ft (assist by A. Rivers),8,8
30,1,8:01.0,D. Green misses 2-pt jump shot from 16 ft,,8,8
31,1,7:59.0,,Defensive rebound by D. Jordan,8,8
32,1,7:55.0,,D. Gallinari makes 2-pt layup from 2 ft (assist by B. Griffin),8,10
33,1,7:42.0,K. Durant misses 2-pt jump shot from 14 ft,,8,10
34,1,7:41.0,,Personal foul by K. Thompson (drawn by A. Rivers),8,10
35,1,7:40.0,,Defensive rebound by A. Rivers,8,10
36,1,7:28.0,,B. Griffin makes 3-pt jump shot from 26 ft,8,13
37,1,7:08.0,S. Curry makes 3-pt jump shot from 23 ft (assist by K. Thompson),,11,13
38,1,7:00.0,,Personal foul by S. Curry (drawn by P. Beverley),11,13
39,1,6:50.0,,Personal foul by D. Green (drawn by B. Griffin),11,13
40,1,6:44.0,,A. Rivers misses 2-pt jump shot from 16 ft,11,13
41,1,6:41.0,,Offensive rebound by Team,11,13
42,1,6:35.0,,D. Gallinari misses 3-pt jump shot from 25 ft,11,13
43,1,6:31.0,Defensive rebound by D. Green,,11,13
44,1,6:31.0,Personal foul by D. Jordan (drawn by Z. Pachulia),,11,13
45,1,6:31.0,,W. Reed enters the game for D. Jordan,11,13
46,1,6:31.0,Offensive foul by Z. Pachulia (drawn by A. Rivers),,11,13
47,1,6:31.0,Turnover by Z. Pachulia (offensive foul),,11,13
48,1,6:19.0,,P. Beverley makes 3-pt jump shot from 24 ft,11,16
49,1,6:01.0,K. Thompson makes 2-pt jump shot from 17 ft,,13,16
50,1,5:48.0,,D. Gallinari misses 3-pt jump shot from 25 ft,13,16
51,1,5:46.0,Defensive rebound by Z. Pachulia,,13,16
52,1,5:43.0,S. Curry makes 3-pt jump shot from 24 ft (assist by D. Green),,16,16
53,1,5:26.0,,Shooting foul by K. Durant (drawn by B. Griffin),16,16
54,1,5:26.0,,B. Griffin misses free throw 1 of 2,16,16
55,1,5:26.0,,Offensive rebound by Team,16,16
56,1,5:26.0,J. McGee enters the game for D. Green,,16,16
57,1,5:26.0,A. Iguodala enters the game for Z. Pachulia,,16,16
58,1,5:26.0,,B. Griffin misses free throw 2 of 2,16,16
59,1,5:23.0,Defensive rebound by K. Durant,,16,16
60,1,5:20.0,J. McGee makes 2-pt dunk at rim (assist by K. Durant),,18,16
61,1,4:54.0,,P. Beverley misses 3-pt jump shot from 27 ft,18,16
62,1,4:54.0,,Offensive rebound by W. Reed,18,16
63,1,4:54.0,,Shooting foul by J. McGee (drawn by W. Reed),18,16
64,1,4:54.0,,W. Reed makes free throw 1 of 2,18,17
65,1,4:54.0,,W. Reed makes free throw 2 of 2,18,18
66,1,4:43.0,Personal foul by P. Beverley (drawn by S. Curry),,18,18
67,1,4:43.0,,W. Johnson enters the game for D. Gallinari,18,18
68,1,4:43.0,S. Livingston enters the game for K. Thompson,,18,18
69,1,4:31.0,K. Durant makes 2-pt layup from 1 ft (assist by A. Iguodala),,20,18
70,1,4:14.0,,W. Reed misses 2-pt jump shot from 5 ft,20,18
71,1,4:14.0,,Offensive rebound by W. Reed,20,18
72,1,3:59.0,,W. Johnson makes 2-pt jump shot from 13 ft (assist by B. Griffin),20,20
73,1,3:39.0,Turnover by K. Durant (bad pass; steal by A. Rivers),,20,20
74,1,3:34.0,,A. Rivers misses 2-pt layup from 1 ft,20,20
75,1,3:34.0,Defensive rebound by Team,,20,20
76,1,3:34.0,,L. Williams enters the game for A. Rivers,20,20
77,1,3:19.0,J. McGee misses 2-pt layup at rim (block by W. Reed),,20,20
78,1,3:18.0,Offensive rebound by S. Livingston,,20,20
79,1,3:16.0,S. Livingston makes 2-pt hook shot from 8 ft,,22,20
80,1,3:01.0,,P. Beverley misses 2-pt jump shot from 9 ft,22,20
81,1,3:01.0,Defensive rebound by K. Durant,,22,20
82,1,2:53.0,,LA Clippers full timeout,22,20
83,1,2:51.0,Personal foul by P. Beverley (drawn by A. Iguodala),,22,20
84,1,2:51.0,A. Iguodala makes free throw 1 of 2,,23,20
85,1,2:51.0,,A. Rivers enters the game for P. Beverley,23,20
86,1,2:51.0,A. Iguodala makes free throw 2 of 2,,24,20
87,1,2:32.0,,B. Griffin misses 2-pt hook shot from 7 ft,24,20
88,1,2:27.0,,Offensive rebound by W. Reed,24,20
89,1,2:27.0,,W. Reed misses 2-pt layup at rim (block by J. McGee),24,20
90,1,2:27.0,Defensive rebound by S. Livingston,,24,20
91,1,2:27.0,,Violation by A. Rivers (kicked ball),24,20
92,1,2:27.0,,D. Gallinari enters the game for B. Griffin,24,20
93,1,2:18.0,S. Curry misses 3-pt jump shot from 22 ft,,24,20
94,1,2:16.0,Offensive rebound by S. Curry,,24,20
95,1,2:16.0,Shooting foul by W. Johnson (drawn by S. Curry),,24,20
96,1,2:16.0,S. Curry makes free throw 1 of 2,,25,20
97,1,2:16.0,S. Curry misses free throw 2 of 2,,25,20
98,1,2:13.0,Offensive rebound by J. McGee,,25,20
99,1,2:06.0,Turnover by J. McGee (lost ball; steal by A. Rivers),,25,20
100,1,1:59.0,,D. Gallinari makes 2-pt layup at rim,25,22
101,1,1:45.0,J. McGee makes 2-pt layup at rim (assist by S. Curry),,27,22
102,1,1:30.0,,W. Johnson makes 2-pt jump shot from 16 ft (assist by A. Rivers),27,24
103,1,1:18.0,K. Durant makes 2-pt layup from 4 ft,,29,24
104,1,1:18.0,Shooting foul by A. Rivers (drawn by K. Durant),,29,24
105,1,1:18.0,K. Durant makes free throw 1 of 1,,30,24
106,1,1:06.0,,W. Reed makes 2-pt jump shot from 6 ft (assist by L. Williams),30,26
107,1,0:49.0,J. McGee makes 2-pt dunk from 2 ft (assist by S. Livingston),,32,26
108,1,0:26.0,,D. Gallinari makes 2-pt jump shot from 17 ft,32,28
109,1,0:07.0,S. Curry misses 3-pt jump shot from 24 ft,,32,28
110,1,0:04.0,Offensive rebound by A. Iguodala,,32,28
111,1,0:01.0,K. Durant makes 2-pt layup from 2 ft,,34,28
112,1,0:00.0,,W. Johnson misses 3-pt jump shot from 48 ft,34,28
113,1,0:00.0,,Offensive rebound by Team,34,28
114,2,11:42.0,P. McCaw misses 2-pt layup from 1 ft,,34,28
115,2,11:40.0,,Defensive rebound by D. Jordan,34,28
116,2,11:34.0,,D. Jordan makes 2-pt dunk from 1 ft (assist by L. Williams),34,30
117,2,11:18.0,D. West misses 2-pt jump shot from 19 ft,,34,30
118,2,11:15.0,,Defensive rebound by W. Johnson,34,30
119,2,11:01.0,,Turnover by D. Gallinari (bad pass),34,30
120,2,11:01.0,,S. Thornwell enters the game for A. Rivers,34,30
121,2,10:43.0,K. Thompson makes 2-pt jump shot from 14 ft (assist by A. Iguodala),,36,30
122,2,10:34.0,,L. Williams misses 2-pt jump shot from 8 ft (block by D. West),36,30
123,2,10:31.0,Defensive rebound by D. West,,36,30
124,2,10:27.0,K. Thompson misses 2-pt jump shot from 14 ft,,36,30
125,2,10:24.0,,Defensive rebound by D. Jordan,36,30
126,2,10:19.0,,S. Thornwell misses 2-pt layup from 3 ft (block by D. West),36,30
127,2,10:19.0,,Offensive rebound by Team,36,30
128,2,10:16.0,,W. Johnson misses 2-pt jump shot from 20 ft,36,30
129,2,10:14.0,Defensive rebound by K. Thompson,,36,30
130,2,10:06.0,D. Green makes 2-pt layup from 2 ft,,38,30
131,2,9:58.0,,Shooting foul by D. West (drawn by L. Williams),38,30
132,2,9:58.0,,L. Williams makes free throw 1 of 2,38,31
133,2,9:58.0,,L. Williams makes free throw 2 of 2,38,32
134,2,9:39.0,K. Thompson misses 2-pt jump shot from 16 ft,,38,32
135,2,9:36.0,,Defensive rebound by D. Jordan,38,32
136,2,9:22.0,,D. Gallinari makes 2-pt jump shot from 20 ft,38,34
137,2,9:07.0,D. Green makes 2-pt layup from 2 ft (assist by A. Iguodala),,40,34
138,2,8:57.0,,L. Williams misses 2-pt layup from 2 ft (block by D. West),40,34
139,2,8:57.0,,Offensive rebound by Team,40,34
140,2,8:47.0,,W. Johnson makes 2-pt jump shot from 4 ft (assist by D. Gallinari),40,36
