,QUARTER,TIME_REMAINING,DALLAS_ACTION,SACRAMENTO_ACTION,DALLAS_SCORE,SACRAMENTO_SCORE
290,3,4:53.0,,Turnover by B. Bogdanović (bad pass; steal by M. Kleber),66,57
291,3,4:42.0,H. Barnes makes 3-pt jump shot from 22 ft (assist by D. Smith),,69,57
292,3,4:29.0,,Turnover by J. Jackson (step out of bounds),69,57
293,3,4:29.0,K. Collinsworth enters the game for A. Harrison,,69,57
294,3,4:20.0,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by D. Smith),,72,57
295,3,3:57.0,,S. Labissière makes 2-pt hook shot from 8 ft,72,59
296,3,3:39.0,D. Smith misses 2-pt layup from 4 ft (block by D. Fox),,72,59
297,3,3:36.0,,Defensive rebound by D. Fox,72,59
298,3,3:31.0,,S. Labissière makes 2-pt jump shot from 13 ft (assist by J. Jackson),72,61
299,3,3:30.0,Dallas full timeout,,72,61
300,3,3:30.0,S. Mejri enters the game for D. Smith,,72,61
301,3,3:30.0,Y. Ferrell enters the game for D. Nowitzki,,72,61
302,3,3:30.0,D. McDermott enters the game for M. Kleber,,72,61
303,3,3:20.0,,Violation by W. Cauley-Stein (kicked ball),72,61
304,3,3:13.0,Y. Ferrell misses 2-pt jump shot from 15 ft,,72,61
305,3,3:08.0,,Defensive rebound by D. Fox,72,61
306,3,2:55.0,,S. Labissière misses 2-pt hook shot from 7 ft,72,61
307,3,2:51.0,Defensive rebound by S. Mejri,,72,61
308,3,2:31.0,S. Mejri misses 2-pt layup from 3 ft (block by S. Labissière),,72,61
309,3,2:28.0,,Defensive rebound by W. Cauley-Stein,72,61
310,3,2:23.0,,Turnover by W. Cauley-Stein (bad pass; steal by Y. Ferrell),72,61
311,3,2:10.0,H. Barnes misses 3-pt jump shot from 25 ft,,72,61
312,3,2:06.0,,Defensive rebound by B. Bogdanović,72,61
313,3,2:01.0,,J. Jackson misses 2-pt jump shot from 9 ft,72,61
314,3,1:59.0,,Offensive rebound by J. Jackson,72,61
315,3,1:58.0,,J. Jackson misses 2-pt layup from 6 ft,72,61
316,3,1:56.0,,Offensive rebound by S. Labissière,72,61
317,3,1:47.0,,S. Labissière makes 2-pt jump shot from 19 ft (assist by W. Cauley-Stein),72,63
318,3,1:30.0,D. McDermott makes 2-pt layup at rim (assist by Y. Ferrell),,74,63
319,3,1:18.0,,J. Jackson makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),74,66
320,3,0:52.0,H. Barnes misses 2-pt layup from 3 ft,,74,66
321,3,0:48.0,,Defensive rebound by D. Fox,74,66
322,3,0:42.0,,W. Cauley-Stein makes 2-pt dunk from 2 ft (assist by D. Fox),74,68
323,3,0:42.0,Dallas full timeout,,74,68
324,3,0:42.0,,B. Hield enters the game for D. Fox,74,68
325,3,0:42.0,,F. Mason enters the game for B. Bogdanović,74,68
326,3,0:33.0,D. McDermott misses 3-pt jump shot from 24 ft,,74,68
327,3,0:33.0,,Defensive rebound by Team,74,68
328,3,0:23.0,,B. Hield makes 2-pt jump shot from 19 ft (assist by J. Jackson),74,70
329,3,0:02.0,Personal foul by B. Hield (drawn by H. Barnes),,74,70
330,3,0:02.0,H. Barnes misses free throw 1 of 2,,74,70
331,3,0:02.0,Offensive rebound by Team,,74,70
332,3,0:02.0,H. Barnes makes free throw 2 of 2,,75,70
333,3,0:00.0,,J. Jackson misses 3-pt jump shot from 51 ft,75,70
334,3,0:00.0,,Offensive rebound by Team,75,70
335,4,11:41.0,,B. Caboclo misses 3-pt jump shot from 25 ft,75,70
336,4,11:36.0,,Offensive rebound by W. Cauley-Stein,75,70
337,4,11:35.0,,W. Cauley-Stein makes 2-pt hook shot from 8 ft,75,72
338,4,11:17.0,Turnover by D. McDermott (out of bounds lost ball),,75,72
339,4,11:03.0,,B. Hield misses 3-pt jump shot from 25 ft,75,72
340,4,10:59.0,Defensive rebound by H. Barnes,,75,72
341,4,10:52.0,Y. Ferrell makes 2-pt jump shot from 19 ft,,77,72
342,4,10:37.0,,Turnover by W. Cauley-Stein (lost ball; steal by Y. Ferrell),77,72
343,4,10:32.0,D. McDermott makes 3-pt jump shot from 21 ft (assist by S. Mejri),,80,72
344,4,10:15.0,,Shooting foul by S. Mejri (drawn by W. Cauley-Stein),80,72
345,4,10:15.0,,W. Cauley-Stein makes free throw 1 of 2,80,73
346,4,10:15.0,M. Kleber enters the game for H. Barnes,,80,73
347,4,10:15.0,,W. Cauley-Stein makes free throw 2 of 2,80,74
348,4,9:57.0,D. McDermott makes 2-pt layup from 2 ft (assist by Y. Ferrell),,82,74
349,4,9:48.0,,J. Jackson makes 2-pt jump shot from 16 ft (assist by F. Mason),82,76
350,4,9:29.0,D. McDermott makes 2-pt layup from 2 ft (assist by K. Collinsworth),,84,76
351,4,9:10.0,,F. Mason misses 2-pt jump shot from 17 ft,84,76
352,4,9:10.0,Defensive rebound by Team,,84,76
353,4,9:10.0,,J. Sampson enters the game for J. Jackson,84,76
354,4,8:56.0,Dallas full timeout,,84,76
355,4,8:51.0,M. Kleber misses 2-pt layup from 3 ft,,84,76
356,4,8:49.0,,Defensive rebound by W. Cauley-Stein,84,76
357,4,8:32.0,,B. Hield misses 2-pt jump shot from 17 ft,84,76
358,4,8:27.0,Defensive rebound by M. Kleber,,84,76
359,4,8:17.0,Y. Ferrell makes 3-pt jump shot from 25 ft (assist by S. Mejri),,87,76
360,4,7:57.0,,F. Mason misses 2-pt layup from 7 ft (block by Y. Ferrell),87,76
361,4,7:57.0,,Offensive rebound by Team,87,76
362,4,7:57.0,,S. Labissière enters the game for W. Cauley-Stein,87,76
363,4,7:50.0,,F. Mason makes 2-pt jump shot from 19 ft (assist by B. Hield),87,78
364,4,7:32.0,S. Mejri makes 2-pt layup from 1 ft,,89,78
365,4,7:32.0,,Violation by B. Caboclo (def goaltending),89,78
366,4,7:14.0,,F. Mason misses 2-pt jump shot from 22 ft,89,78
367,4,7:12.0,Defensive rebound by D. McDermott,,89,78
368,4,6:54.0,M. Kleber misses 3-pt jump shot from 23 ft,,89,78
369,4,6:51.0,,Defensive rebound by J. Sampson,89,78
370,4,6:36.0,,S. Labissière makes 2-pt jump shot from 9 ft (assist by B. Hield),89,80
371,4,6:16.0,K. Collinsworth misses 2-pt layup from 6 ft (block by J. Sampson),,89,80
372,4,6:16.0,,Defensive rebound by S. Labissière,89,80
373,4,6:09.0,,Turnover by B. Caboclo (bad pass; steal by D. McDermott),89,80
374,4,6:00.0,Y. Ferrell makes 3-pt jump shot from 25 ft,,92,80
375,4,5:42.0,,B. Hield misses 3-pt jump shot from 26 ft,92,80
376,4,5:40.0,Defensive rebound by D. McDermott,,92,80
