,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,ORLANDO_ACTION,MEMPHIS_SCORE,ORLANDO_SCORE
212,2,0:02.0,,D. Augustin makes free throw 1 of 2,52,51
213,2,0:02.0,,D. Augustin makes free throw 2 of 2,52,52
214,2,0:00.0,D. Brooks misses 3-pt jump shot from 52 ft,,52,52
215,2,0:00.0,Offensive rebound by Team,,52,52
216,3,11:41.0,,N. Vučević misses 2-pt hook shot from 5 ft,52,52
217,3,11:39.0,Defensive rebound by B. McLemore,,52,52
218,3,11:27.0,D. Brooks makes 2-pt layup from 4 ft (assist by J. Martin),,54,52
219,3,11:27.0,Shooting foul by N. Vučević (drawn by D. Brooks),,54,52
220,3,11:27.0,D. Brooks misses free throw 1 of 1,,54,52
221,3,11:24.0,,Defensive rebound by E. Fournier,54,52
222,3,11:09.0,,N. Vučević misses 2-pt jump shot from 15 ft,54,52
223,3,11:07.0,Defensive rebound by M. Chalmers,,54,52
224,3,10:59.0,B. McLemore misses 3-pt jump shot from 24 ft,,54,52
225,3,10:56.0,,Defensive rebound by D. Augustin,54,52
226,3,10:48.0,,D. Augustin makes 2-pt layup from 3 ft,54,54
227,3,10:35.0,Personal foul by J. Simmons (drawn by D. Brooks),,54,54
228,3,10:30.0,D. Brooks misses 2-pt jump shot from 14 ft,,54,54
229,3,10:27.0,Offensive rebound by J. Martin,,54,54
230,3,10:25.0,J. Martin makes 2-pt layup from 1 ft,,56,54
231,3,10:04.0,,N. Vučević makes 2-pt hook shot from 8 ft,56,56
232,3,9:56.0,J. Green misses 3-pt jump shot from 25 ft,,56,56
233,3,9:51.0,,Defensive rebound by D. Augustin,56,56
234,3,9:36.0,,E. Fournier misses 3-pt jump shot from 23 ft,56,56
235,3,9:32.0,Defensive rebound by J. Green,,56,56
236,3,9:19.0,Shooting foul by A. Gordon (drawn by B. McLemore),,56,56
237,3,9:19.0,B. McLemore makes free throw 1 of 2,,57,56
238,3,9:19.0,B. McLemore makes free throw 2 of 2,,58,56
239,3,8:56.0,,J. Simmons makes 3-pt jump shot from 27 ft,58,59
240,3,8:40.0,M. Chalmers makes 3-pt jump shot from 25 ft,,61,59
241,3,8:16.0,,N. Vučević makes 3-pt jump shot from 26 ft (assist by D. Augustin),61,62
242,3,8:02.0,J. Martin makes 2-pt jump shot from 21 ft (assist by M. Chalmers),,63,62
243,3,7:47.0,,E. Fournier misses 2-pt layup from 3 ft,63,62
244,3,7:45.0,Defensive rebound by J. Martin,,63,62
245,3,7:37.0,D. Brooks misses 2-pt layup from 3 ft (block by A. Gordon),,63,62
246,3,7:35.0,Offensive rebound by J. Green,,63,62
247,3,7:35.0,,Offensive charge foul by J. Green (drawn by J. Simmons),63,62
248,3,7:35.0,Turnover by J. Green (offensive foul),,63,62
249,3,7:12.0,,N. Vučević misses 2-pt jump shot from 18 ft,63,62
250,3,7:08.0,Defensive rebound by B. McLemore,,63,62
251,3,7:03.0,B. McLemore misses 2-pt jump shot from 6 ft,,63,62
252,3,7:01.0,,Defensive rebound by E. Fournier,63,62
253,3,6:57.0,,Shooting foul by D. Brooks (drawn by A. Gordon),63,62
254,3,6:57.0,,Orlando full timeout,63,62
255,3,6:57.0,,A. Gordon makes free throw 1 of 2,63,63
256,3,6:57.0,,A. Gordon makes free throw 2 of 2,63,64
257,3,6:47.0,Personal foul by A. Gordon (drawn by J. Martin),,63,64
258,3,6:41.0,M. Chalmers misses 3-pt jump shot from 25 ft,,63,64
259,3,6:35.0,,Defensive rebound by A. Gordon,63,64
260,3,6:26.0,,D. Augustin misses 3-pt jump shot from 27 ft,63,64
261,3,6:22.0,Defensive rebound by J. Green,,63,64
262,3,6:12.0,B. McLemore makes 3-pt jump shot from 22 ft (assist by J. Green),,66,64
263,3,5:56.0,,E. Fournier makes 2-pt jump shot from 6 ft (assist by D. Augustin),66,66
264,3,5:56.0,,Shooting foul by M. Chalmers (drawn by E. Fournier),66,66
265,3,5:56.0,I. Rabb enters the game for J. Martin,,66,66
266,3,5:56.0,,E. Fournier misses free throw 1 of 1,66,66
267,3,5:52.0,Defensive rebound by I. Rabb,,66,66
268,3,5:50.0,Shooting foul by D. Augustin (drawn by M. Chalmers),,66,66
269,3,5:50.0,M. Chalmers makes free throw 1 of 2,,67,66
270,3,5:50.0,M. Chalmers makes free throw 2 of 2,,68,66
271,3,5:37.0,,N. Vučević misses 2-pt jump shot from 5 ft,68,66
272,3,5:32.0,,Offensive rebound by N. Vučević,68,66
273,3,5:32.0,,N. Vučević makes 2-pt layup at rim,68,68
274,3,5:23.0,D. Brooks makes 2-pt layup from 3 ft (assist by J. Green),,70,68
275,3,5:23.0,Shooting foul by J. Simmons (drawn by D. Brooks),,70,68
276,3,5:23.0,M. Henry enters the game for B. McLemore,,70,68
277,3,5:23.0,D. Brooks makes free throw 1 of 1,,71,68
278,3,5:05.0,,E. Fournier misses 3-pt jump shot from 26 ft,71,68
279,3,5:03.0,Defensive rebound by I. Rabb,,71,68
280,3,4:56.0,M. Henry misses 3-pt jump shot from 23 ft,,71,68
281,3,4:53.0,Offensive rebound by I. Rabb,,71,68
282,3,4:50.0,I. Rabb misses 2-pt layup from 2 ft,,71,68
283,3,4:48.0,Offensive rebound by M. Henry,,71,68
284,3,4:47.0,M. Henry misses 2-pt layup from 2 ft (block by N. Vučević),,71,68
285,3,4:47.0,,Defensive rebound by N. Vučević,71,68
286,3,4:47.0,,Personal foul by J. Green (drawn by N. Vučević),71,68
287,3,4:47.0,,M. Hezonja enters the game for J. Simmons,71,68
288,3,4:35.0,,N. Vučević misses 3-pt jump shot from 26 ft,71,68
289,3,4:35.0,Defensive rebound by Team,,71,68
290,3,4:17.0,I. Rabb makes 2-pt jump shot from 21 ft (assist by M. Henry),,73,68
291,3,3:51.0,,N. Vučević makes 2-pt hook shot from 4 ft (assist by M. Hezonja),73,70
292,3,3:42.0,,B. Biyombo enters the game for N. Vučević,73,70
293,3,3:42.0,,S. Mack enters the game for D. Augustin,73,70
294,3,3:42.0,Memphis full timeout,,73,70
295,3,3:42.0,K. Simmons enters the game for M. Chalmers,,73,70
296,3,3:42.0,B. McLemore enters the game for D. Brooks,,73,70
297,3,3:26.0,J. Green misses 2-pt layup from 4 ft,,73,70
298,3,3:23.0,Offensive rebound by I. Rabb,,73,70
299,3,3:22.0,Offensive foul by I. Rabb (drawn by B. Biyombo),,73,70
300,3,3:22.0,Turnover by I. Rabb (offensive foul),,73,70
301,3,3:07.0,,A. Gordon misses 2-pt jump shot from 16 ft,73,70
302,3,3:05.0,Defensive rebound by J. Green,,73,70
303,3,2:51.0,M. Henry makes 2-pt layup from 2 ft,,75,70
304,3,2:38.0,,M. Hezonja makes 2-pt dunk from 4 ft (assist by S. Mack),75,72
305,3,2:14.0,Shooting foul by S. Mack (drawn by K. Simmons),,75,72
306,3,2:14.0,K. Simmons makes free throw 1 of 2,,76,72
307,3,2:14.0,,J. Isaac enters the game for A. Gordon,76,72
308,3,2:14.0,,R. Vaughn enters the game for E. Fournier,76,72
309,3,2:14.0,J. Martin enters the game for J. Green,,76,72
310,3,2:14.0,K. Simmons makes free throw 2 of 2,,77,72
311,3,2:04.0,,Personal foul by I. Rabb (drawn by B. Biyombo),77,72
312,3,2:04.0,B. Johnson enters the game for I. Rabb,,77,72
313,3,1:56.0,,M. Hezonja makes 3-pt jump shot from 25 ft (assist by S. Mack),77,75
314,3,1:43.0,M. Henry misses 2-pt layup from 4 ft,,77,75
315,3,1:42.0,Offensive rebound by B. Johnson,,77,75
316,3,1:42.0,B. Johnson misses 2-pt layup from 4 ft (block by J. Isaac),,77,75
317,3,1:42.0,Offensive rebound by B. Johnson,,77,75
318,3,1:42.0,B. Johnson misses 2-pt layup from 4 ft (block by M. Hezonja),,77,75
319,3,1:41.0,,Defensive rebound by R. Vaughn,77,75
320,3,1:24.0,,Personal foul by K. Simmons (drawn by S. Mack),77,75
321,3,1:24.0,,S. Mack makes free throw 1 of 2,77,76
322,3,1:24.0,,S. Mack makes free throw 2 of 2,77,77
323,3,1:00.0,B. Johnson misses 2-pt hook shot from 8 ft,,77,77
324,3,0:58.0,,Defensive rebound by B. Biyombo,77,77
325,3,0:54.0,,M. Hezonja misses 3-pt jump shot from 27 ft,77,77
326,3,0:49.0,Defensive rebound by B. Johnson,,77,77
327,3,0:43.0,K. Simmons makes 2-pt jump shot from 7 ft,,79,77
328,3,0:30.0,,M. Hezonja misses 3-pt jump shot from 25 ft,79,77
329,3,0:27.0,Defensive rebound by J. Martin,,79,77
330,3,0:07.0,Turnover by K. Simmons (traveling),,79,77
331,3,0:01.0,Offensive charge foul by S. Mack (drawn by K. Simmons),,79,77
332,3,0:01.0,,Turnover by S. Mack (offensive foul),79,77
333,3,0:00.0,K. Simmons misses 3-pt jump shot from 53 ft,,79,77
334,3,0:00.0,Offensive rebound by Team,,79,77
335,4,11:39.0,J. Martin makes 3-pt jump shot from 26 ft (assist by B. McLemore),,82,77
336,4,11:26.0,,Turnover by R. Vaughn (bad pass; steal by K. Simmons),82,77
337,4,11:24.0,K. Simmons makes 2-pt dunk from 1 ft,,84,77
338,4,11:14.0,,R. Vaughn misses 3-pt jump shot from 25 ft,84,77
339,4,11:07.0,Defensive rebound by J. Martin,,84,77
340,4,10:54.0,J. Green misses 2-pt jump shot from 21 ft,,84,77
341,4,10:52.0,,Defensive rebound by R. Vaughn,84,77
342,4,10:46.0,,Shooting foul by M. Henry (drawn by M. Hezonja),84,77
343,4,10:46.0,,M. Hezonja makes free throw 1 of 2,84,78
344,4,10:46.0,,M. Hezonja makes free throw 2 of 2,84,79
345,4,10:26.0,J. Green misses 2-pt layup from 3 ft,,84,79
346,4,10:26.0,,Defensive rebound by J. Isaac,84,79
347,4,10:19.0,,M. Hezonja misses 3-pt jump shot from 24 ft,84,79
348,4,10:16.0,Defensive rebound by K. Simmons,,84,79
349,4,10:03.0,J. Green misses 2-pt layup from 4 ft,,84,79
350,4,10:00.0,,Defensive rebound by J. Isaac,84,79
351,4,9:51.0,,B. Biyombo makes 2-pt layup from 1 ft (assist by M. Hezonja),84,81
352,4,9:31.0,Shooting foul by J. Isaac (drawn by J. Martin),,84,81
353,4,9:31.0,J. Martin misses free throw 1 of 2,,84,81
354,4,9:31.0,Offensive rebound by Team,,84,81
355,4,9:31.0,M. Chalmers enters the game for K. Simmons,,84,81
356,4,9:31.0,D. Brooks enters the game for M. Henry,,84,81
357,4,9:31.0,J. Martin misses free throw 2 of 2,,84,81
358,4,9:27.0,,Defensive rebound by J. Isaac,84,81
359,4,9:12.0,,J. Isaac misses 2-pt jump shot from 18 ft,84,81
360,4,9:09.0,Defensive rebound by J. Green,,84,81
361,4,9:06.0,Shooting foul by M. Hezonja (drawn by B. McLemore),,84,81
362,4,9:06.0,B. McLemore misses free throw 1 of 2,,84,81
363,4,9:06.0,Offensive rebound by Team,,84,81
364,4,9:06.0,I. Rabb enters the game for J. Martin,,84,81
365,4,9:06.0,B. McLemore misses free throw 2 of 2,,84,81
366,4,9:03.0,Offensive rebound by J. Green,,84,81
367,4,9:03.0,J. Green makes 2-pt layup from 2 ft,,86,81
368,4,9:03.0,Shooting foul by J. Isaac (drawn by J. Green),,86,81
369,4,9:03.0,J. Green misses free throw 1 of 1,,86,81
370,4,9:00.0,,Defensive rebound by B. Biyombo,86,81
371,4,8:51.0,,Turnover by S. Mack (lost ball; steal by J. Green),86,81
372,4,8:46.0,D. Brooks misses 2-pt layup from 2 ft,,86,81
373,4,8:46.0,Offensive rebound by Team,,86,81
374,4,8:46.0,,J. Simmons enters the game for R. Vaughn,86,81
375,4,8:32.0,D. Brooks misses 2-pt jump shot from 18 ft,,86,81
376,4,8:29.0,,Defensive rebound by B. Biyombo,86,81
377,4,8:23.0,,M. Hezonja misses 3-pt jump shot from 27 ft,86,81
378,4,8:20.0,Defensive rebound by J. Green,,86,81
379,4,8:12.0,Turnover by D. Brooks (lost ball; steal by M. Hezonja),,86,81
380,4,8:09.0,,M. Hezonja makes 2-pt dunk from 1 ft,86,83
381,4,8:00.0,Memphis full timeout,,86,83
382,4,8:00.0,,A. Gordon enters the game for B. Biyombo,86,83
383,4,7:44.0,M. Chalmers misses 2-pt jump shot from 7 ft,,86,83
384,4,7:42.0,,Defensive rebound by J. Simmons,86,83
385,4,7:39.0,,M. Hezonja misses 3-pt jump shot from 24 ft,86,83
