,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,PHOENIX_ACTION,LA CLIPPERS_SCORE,PHOENIX_SCORE
63,1,3:23.0,D. Jordan makes free throw 1 of 2,,21,20
64,1,3:23.0,D. Jordan misses free throw 2 of 2,,21,20
65,1,3:21.0,,Defensive rebound by A. Williams,21,20
66,1,3:07.0,,J. Jackson makes 2-pt hook shot from 6 ft,21,22
67,1,2:53.0,S. Thornwell makes 2-pt jump shot from 5 ft,,23,22
68,1,2:40.0,,T. Daniels makes 3-pt jump shot from 26 ft (assist by J. Jackson),23,25
69,1,2:37.0,LA Clippers full timeout,,23,25
70,1,2:37.0,,D. Reed enters the game for T. Daniels,23,25
71,1,2:37.0,T. Wallace enters the game for D. Jordan,,23,25
72,1,2:37.0,M. Harrell enters the game for A. Rivers,,23,25
73,1,2:21.0,L. Williams misses 3-pt jump shot from 27 ft,,23,25
74,1,2:17.0,,Defensive rebound by J. Jackson,23,25
75,1,2:05.0,,J. Jackson makes 2-pt jump shot from 21 ft,23,27
76,1,1:43.0,L. Williams misses 2-pt layup from 1 ft,,23,27
77,1,1:37.0,Offensive rebound by T. Harris,,23,27
78,1,1:37.0,T. Harris makes 2-pt layup at rim,,25,27
79,1,1:22.0,,J. Jackson misses 2-pt jump shot from 12 ft,25,27
80,1,1:19.0,Defensive rebound by T. Wallace,,25,27
81,1,1:14.0,L. Williams makes 2-pt layup at rim,,27,27
82,1,1:14.0,Shooting foul by J. Jackson (drawn by L. Williams),,27,27
83,1,1:14.0,,J. Dudley enters the game for J. Jackson,27,27
84,1,1:14.0,S. Dekker enters the game for T. Harris,,27,27
85,1,1:14.0,L. Williams misses free throw 1 of 1,,27,27
86,1,1:14.0,,Defensive rebound by J. Dudley,27,27
87,1,1:05.0,,S. Harrison misses 3-pt jump shot from 25 ft,27,27
88,1,1:02.0,Defensive rebound by S. Dekker,,27,27
89,1,0:50.0,Turnover by S. Thornwell (bad pass; steal by S. Harrison),,27,27
90,1,0:46.0,,S. Harrison makes 2-pt layup at rim,27,29
91,1,0:25.0,T. Wallace misses 2-pt jump shot from 12 ft,,27,29
92,1,0:21.0,Offensive rebound by S. Thornwell,,27,29
93,1,0:21.0,S. Thornwell misses 2-pt layup at rim,,27,29
94,1,0:20.0,Offensive rebound by S. Thornwell,,27,29
95,1,0:03.0,Turnover by L. Williams (traveling),,27,29
96,1,0:00.0,,T. Ulis makes 3-pt jump shot from 29 ft (assist by J. Dudley),27,32
97,2,11:42.0,,S. Harrison misses 2-pt jump shot from 11 ft,27,32
98,2,11:38.0,,Offensive rebound by J. Dudley,27,32
99,2,11:37.0,,J. Dudley misses 2-pt layup at rim,27,32
100,2,11:36.0,,Offensive rebound by A. Williams,27,32
101,2,11:34.0,,A. Williams makes 2-pt layup at rim,27,34
102,2,11:21.0,S. Dekker misses 2-pt layup at rim (block by D. Reed),,27,34
103,2,11:21.0,,Defensive rebound by D. Reed,27,34
104,2,11:12.0,,D. Reed misses 2-pt jump shot from 16 ft,27,34
105,2,11:09.0,Defensive rebound by T. Wallace,,27,34
106,2,11:00.0,L. Williams misses 2-pt jump shot from 19 ft,,27,34
107,2,11:00.0,Offensive rebound by S. Dekker,,27,34
108,2,10:50.0,S. Dekker makes 2-pt layup from 1 ft (assist by M. Harrell),,29,34
109,2,10:26.0,,A. Williams misses 2-pt jump shot from 6 ft (block by S. Dekker),29,34
110,2,10:24.0,Defensive rebound by S. Dekker,,29,34
111,2,10:13.0,Turnover by L. Williams (bad pass; steal by S. Harrison),,29,34
112,2,10:08.0,,T. Daniels misses 3-pt jump shot from 25 ft,29,34
113,2,10:06.0,Defensive rebound by T. Wallace,,29,34
114,2,10:03.0,M. Harrell makes 2-pt layup at rim,,31,34
115,2,10:03.0,Shooting foul by A. Williams (drawn by M. Harrell),,31,34
116,2,10:03.0,,M. Chriss enters the game for A. Williams,31,34
117,2,10:03.0,M. Harrell makes free throw 1 of 1,,32,34
118,2,9:50.0,,T. Daniels misses 3-pt jump shot from 26 ft,32,34
119,2,9:46.0,Defensive rebound by S. Dekker,,32,34
120,2,9:34.0,T. Wallace misses 2-pt layup from 1 ft,,32,34
121,2,9:32.0,,Defensive rebound by D. Reed,32,34
122,2,9:28.0,,M. Chriss misses 2-pt dunk at rim,32,34
123,2,9:25.0,Defensive rebound by M. Harrell,,32,34
124,2,9:21.0,Turnover by M. Harrell (lost ball; steal by D. Reed),,32,34
125,2,9:17.0,,S. Harrison makes 2-pt dunk at rim (assist by D. Reed),32,36
126,2,8:59.0,L. Williams misses 2-pt layup at rim,,32,36
127,2,8:56.0,,Defensive rebound by M. Chriss,32,36
128,2,8:54.0,,J. Dudley misses 3-pt jump shot from 25 ft,32,36
129,2,8:49.0,Defensive rebound by M. Harrell,,32,36
130,2,8:48.0,LA Clippers full timeout,,32,36
131,2,8:48.0,A. Rivers enters the game for S. Dekker,,32,36
132,2,8:41.0,Shooting foul by T. Daniels (drawn by A. Rivers),,32,36
133,2,8:41.0,A. Rivers misses free throw 1 of 2,,32,36
134,2,8:41.0,Offensive rebound by Team,,32,36
135,2,8:41.0,A. Rivers makes free throw 2 of 2,,33,36
136,2,8:29.0,,Shooting foul by C. Williams (drawn by T. Daniels),33,36
137,2,8:29.0,,T. Daniels misses free throw 1 of 2,33,36
138,2,8:29.0,,Offensive rebound by Team,33,36
139,2,8:29.0,,T. Daniels makes free throw 2 of 2,33,37
140,2,8:14.0,C. Williams makes 2-pt layup at rim (assist by A. Rivers),,35,37
141,2,7:52.0,,S. Harrison misses 2-pt layup at rim (block by T. Wallace),35,37
142,2,7:47.0,Defensive rebound by C. Williams,,35,37
143,2,7:45.0,Shooting foul by J. Dudley (drawn by C. Williams),,35,37
144,2,7:45.0,C. Williams makes free throw 1 of 2,,36,37
145,2,7:45.0,,D. Bender enters the game for M. Chriss,36,37
146,2,7:45.0,,A. Peters enters the game for J. Dudley,36,37
147,2,7:45.0,C. Williams makes free throw 2 of 2,,37,37
148,2,7:33.0,,T. Daniels misses 2-pt layup from 1 ft,37,37
149,2,7:32.0,Defensive rebound by T. Wallace,,37,37
150,2,7:28.0,T. Wallace makes 2-pt layup from 1 ft,,39,37
151,2,7:27.0,,Phoenix full timeout,39,37
152,2,7:27.0,T. Harris enters the game for M. Harrell,,39,37
153,2,7:27.0,D. Jordan enters the game for C. Williams,,39,37
154,2,7:15.0,,D. Reed makes 3-pt jump shot from 26 ft (assist by D. Bender),39,40
155,2,7:00.0,A. Rivers misses 2-pt layup at rim,,39,40
156,2,6:57.0,,Defensive rebound by D. Reed,39,40
157,2,6:54.0,,A. Peters misses 3-pt jump shot from 26 ft,39,40
158,2,6:50.0,Defensive rebound by L. Williams,,39,40
159,2,6:43.0,L. Williams misses 2-pt jump shot from 4 ft,,39,40
160,2,6:42.0,Offensive rebound by L. Williams,,39,40
161,2,6:39.0,L. Williams makes 2-pt layup at rim,,41,40
162,2,6:31.0,,D. Bender misses 3-pt jump shot from 25 ft,41,40
163,2,6:31.0,Defensive rebound by A. Rivers,,41,40
164,2,6:18.0,D. Jordan makes 2-pt layup at rim (assist by T. Harris),,43,40
165,2,5:57.0,,D. Reed makes 2-pt jump shot from 6 ft,43,42
166,2,5:41.0,A. Rivers misses 3-pt jump shot from 24 ft,,43,42
167,2,5:39.0,,Defensive rebound by D. Bender,43,42
168,2,5:23.0,,Turnover by D. Bender (bad pass; steal by T. Wallace),43,42
169,2,5:15.0,T. Wallace makes 2-pt jump shot from 8 ft (assist by A. Rivers),,45,42
170,2,4:52.0,,D. Reed misses 2-pt jump shot from 19 ft,45,42
171,2,4:50.0,Defensive rebound by A. Rivers,,45,42
172,2,4:38.0,T. Harris misses 2-pt jump shot from 11 ft,,45,42
173,2,4:35.0,,Defensive rebound by S. Harrison,45,42
174,2,4:33.0,,S. Harrison makes 2-pt layup at rim,45,44
175,2,4:33.0,,Shooting foul by T. Wallace (drawn by S. Harrison),45,44
176,2,4:33.0,,M. Chriss enters the game for T. Daniels,45,44
177,2,4:33.0,,J. Jackson enters the game for D. Reed,45,44
178,2,4:33.0,,T. Ulis enters the game for D. Bender,45,44
179,2,4:33.0,W. Johnson enters the game for L. Williams,,45,44
180,2,4:33.0,,S. Harrison misses free throw 1 of 1,45,44
181,2,4:33.0,Defensive rebound by D. Jordan,,45,44
182,2,4:21.0,Shooting foul by A. Peters (drawn by D. Jordan),,45,44
183,2,4:21.0,D. Jordan misses free throw 1 of 2,,45,44
184,2,4:21.0,Offensive rebound by Team,,45,44
185,2,4:21.0,,D. House enters the game for S. Harrison,45,44
186,2,4:21.0,D. Jordan misses free throw 2 of 2,,45,44
187,2,4:17.0,,Defensive rebound by T. Ulis,45,44
188,2,4:03.0,,A. Peters misses 3-pt jump shot from 25 ft,45,44
189,2,3:59.0,Defensive rebound by D. Jordan,,45,44
190,2,3:53.0,Turnover by T. Harris (bad pass; steal by M. Chriss),,45,44
191,2,3:49.0,,J. Jackson makes 2-pt layup at rim,45,46
192,2,3:33.0,T. Wallace makes 2-pt layup from 1 ft (assist by A. Rivers),,47,46
193,2,3:25.0,,J. Jackson misses 2-pt dunk at rim,47,46
194,2,3:25.0,,Offensive rebound by Team,47,46
195,2,3:23.0,,Turnover by T. Ulis (bad pass; steal by T. Wallace),47,46
196,2,3:17.0,T. Harris makes 2-pt jump shot from 8 ft (assist by T. Wallace),,49,46
197,2,3:01.0,,Turnover by J. Jackson (bad pass),49,46
198,2,2:37.0,T. Wallace misses 3-pt jump shot from 24 ft,,49,46
199,2,2:34.0,,Defensive rebound by M. Chriss,49,46
200,2,2:29.0,,T. Ulis misses 2-pt jump shot from 18 ft,49,46
201,2,2:24.0,,Offensive rebound by M. Chriss,49,46
202,2,2:24.0,,M. Chriss misses 2-pt layup at rim,49,46
203,2,2:24.0,Defensive rebound by W. Johnson,,49,46
204,2,2:09.0,T. Harris misses 2-pt jump shot from 13 ft,,49,46
205,2,2:07.0,D. Jordan misses 2-pt layup from 1 ft,,49,46
206,2,2:07.0,Offensive rebound by D. Jordan,,49,46
207,2,2:06.0,,Defensive rebound by J. Jackson,49,46
208,2,1:58.0,,Turnover by J. Jackson (lost ball; steal by T. Wallace),49,46
209,2,1:56.0,Personal foul by A. Peters (drawn by T. Wallace),,49,46
210,2,1:56.0,T. Wallace makes free throw 1 of 2,,50,46
211,2,1:56.0,L. Williams enters the game for W. Johnson,,50,46
212,2,1:56.0,T. Wallace makes free throw 2 of 2,,51,46
213,2,1:41.0,,A. Peters makes 3-pt jump shot from 25 ft (assist by T. Ulis),51,49
214,2,1:23.0,Personal foul by J. Jackson (drawn by L. Williams),,51,49
215,2,1:23.0,L. Williams makes free throw 1 of 2,,52,49
216,2,1:23.0,,S. Harrison enters the game for D. House,52,49
217,2,1:23.0,L. Williams makes free throw 2 of 2,,53,49
218,2,1:10.0,,A. Peters makes 2-pt jump shot from 17 ft (assist by J. Jackson),53,51
219,2,0:56.0,Turnover by L. Williams (lost ball; steal by J. Jackson),,53,51
220,2,0:46.0,,M. Chriss makes 2-pt dunk at rim (assist by J. Jackson),53,53
221,2,0:34.0,T. Wallace misses 2-pt jump shot from 8 ft,,53,53
222,2,0:32.0,Offensive rebound by D. Jordan,,53,53
223,2,0:32.0,D. Jordan makes 2-pt layup at rim,,55,53
224,2,0:12.0,,T. Ulis makes 3-pt jump shot from 29 ft,55,56
225,2,0:01.0,A. Rivers makes 3-pt jump shot from 24 ft,,58,56
226,3,11:41.0,,Turnover by D. Bender (bad pass),58,56
227,3,11:25.0,A. Rivers makes 2-pt layup at rim,,60,56
228,3,11:09.0,,J. Jackson makes 3-pt jump shot from 26 ft (assist by D. Bender),60,59
229,3,10:41.0,T. Wallace misses 2-pt layup from 4 ft,,60,59
230,3,10:38.0,,Defensive rebound by T. Daniels,60,59
231,3,10:34.0,,D. Bender misses 3-pt jump shot from 23 ft,60,59
232,3,10:32.0,Defensive rebound by D. Jordan,,60,59
233,3,10:24.0,A. Rivers misses 2-pt jump shot from 8 ft,,60,59
234,3,10:21.0,,Defensive rebound by M. Chriss,60,59
235,3,10:11.0,,M. Chriss misses 3-pt jump shot from 24 ft,60,59
236,3,10:08.0,,Offensive rebound by M. Chriss,60,59
237,3,10:03.0,,T. Ulis misses 3-pt jump shot from 25 ft,60,59
238,3,10:03.0,Defensive rebound by W. Johnson,,60,59
239,3,9:49.0,T. Harris misses 2-pt jump shot from 8 ft,,60,59
240,3,9:47.0,,Defensive rebound by T. Daniels,60,59
241,3,9:41.0,,J. Jackson misses 3-pt jump shot from 23 ft,60,59
242,3,9:38.0,Defensive rebound by D. Jordan,,60,59
243,3,9:30.0,T. Harris makes 3-pt jump shot from 26 ft (assist by A. Rivers),,63,59
244,3,9:04.0,,J. Jackson misses 2-pt jump shot from 12 ft,63,59
245,3,9:00.0,Defensive rebound by D. Jordan,,63,59
246,3,8:41.0,T. Harris makes 3-pt jump shot from 26 ft (assist by A. Rivers),,66,59
247,3,8:19.0,,M. Chriss misses 2-pt layup from 1 ft (block by D. Jordan),66,59
248,3,8:16.0,Defensive rebound by T. Wallace,,66,59
249,3,8:13.0,T. Wallace misses 2-pt layup from 3 ft (block by J. Jackson),,66,59
250,3,8:12.0,Offensive rebound by Team,,66,59
251,3,8:03.0,A. Rivers makes 2-pt layup at rim,,68,59
252,3,8:03.0,,Phoenix full timeout,68,59
253,3,7:53.0,,Turnover by T. Ulis (bad pass; steal by A. Rivers),68,59
254,3,7:52.0,Personal foul by M. Chriss (drawn by A. Rivers),,68,59
255,3,7:52.0,A. Rivers makes clear path free throw 1 of 2,,69,59
256,3,7:52.0,A. Rivers makes clear path free throw 2 of 2,,70,59
257,3,7:36.0,Turnover by W. Johnson (bad pass; steal by T. Daniels),,70,59
258,3,7:32.0,,T. Daniels makes 2-pt layup at rim,70,61
259,3,7:21.0,,Violation by M. Chriss (kicked ball),70,61
260,3,7:14.0,T. Wallace misses 2-pt layup from 1 ft (block by M. Chriss),,70,61
261,3,7:12.0,,Defensive rebound by M. Chriss,70,61
262,3,7:11.0,,Turnover by M. Chriss (bad pass),70,61
263,3,7:11.0,,Violation by T. Daniels (kicked ball),70,61
264,3,7:08.0,A. Rivers misses 3-pt jump shot from 23 ft,,70,61
265,3,7:04.0,,Defensive rebound by M. Chriss,70,61
266,3,7:01.0,,D. Bender misses 2-pt layup at rim,70,61
267,3,6:59.0,Defensive rebound by D. Jordan,,70,61
268,3,6:54.0,T. Harris misses 3-pt jump shot from 25 ft,,70,61
269,3,6:50.0,,Defensive rebound by J. Jackson,70,61
270,3,6:43.0,,J. Jackson makes 2-pt jump shot from 3 ft,70,63
271,3,6:27.0,,S. Harrison enters the game for D. Bender,70,63
272,3,6:21.0,T. Harris makes 2-pt jump shot from 13 ft,,72,63
273,3,5:59.0,,J. Jackson misses 3-pt jump shot from 24 ft,72,63
274,3,5:56.0,Defensive rebound by W. Johnson,,72,63
275,3,5:45.0,Turnover by A. Rivers (lost ball; steal by M. Chriss),,72,63
276,3,5:39.0,,T. Daniels misses 3-pt jump shot from 24 ft,72,63
277,3,5:36.0,Defensive rebound by D. Jordan,,72,63
278,3,5:28.0,Turnover by D. Jordan (lost ball; steal by M. Chriss),,72,63
279,3,5:24.0,,T. Ulis makes 2-pt jump shot from 8 ft,72,65
280,3,5:24.0,LA Clippers full timeout,,72,65
281,3,5:24.0,L. Williams enters the game for A. Rivers,,72,65
282,3,5:09.0,Turnover by T. Wallace (bad pass; steal by S. Harrison),,72,65
283,3,5:07.0,,S. Harrison makes 2-pt layup at rim,72,67
284,3,5:07.0,,Shooting foul by L. Williams (drawn by S. Harrison),72,67
285,3,5:07.0,,S. Harrison makes free throw 1 of 1,72,68
286,3,4:58.0,T. Harris makes 2-pt jump shot from 15 ft,,74,68
287,3,4:35.0,,Personal block foul by W. Johnson (drawn by S. Harrison),74,68
288,3,4:32.0,,Personal foul by W. Johnson (drawn by J. Jackson),74,68
289,3,4:27.0,,T. Ulis misses 2-pt jump shot from 12 ft,74,68
290,3,4:25.0,,Offensive rebound by T. Ulis,74,68
291,3,4:24.0,,Shooting foul by D. Jordan (drawn by S. Harrison),74,68
292,3,4:24.0,,S. Harrison makes free throw 1 of 2,74,69
293,3,4:24.0,S. Thornwell enters the game for W. Johnson,,74,69
294,3,4:24.0,,S. Harrison makes free throw 2 of 2,74,70
295,3,4:09.0,S. Thornwell misses 2-pt layup from 3 ft,,74,70
296,3,4:04.0,Offensive rebound by D. Jordan,,74,70
297,3,4:04.0,D. Jordan makes 2-pt dunk at rim,,76,70
298,3,3:50.0,,Offensive foul by M. Chriss (drawn by T. Wallace),76,70
299,3,3:50.0,,Turnover by M. Chriss (offensive foul),76,70
300,3,3:37.0,L. Williams makes 2-pt layup at rim (assist by D. Jordan),,78,70
301,3,3:24.0,,M. Chriss misses 3-pt jump shot from 25 ft,78,70
302,3,3:21.0,Defensive rebound by D. Jordan,,78,70
303,3,3:12.0,Shooting foul by S. Harrison (drawn by T. Harris),,78,70
304,3,3:12.0,T. Harris makes free throw 1 of 2,,79,70
305,3,3:12.0,,A. Williams enters the game for M. Chriss,79,70
306,3,3:12.0,T. Harris makes free throw 2 of 2,,80,70
307,3,2:47.0,,J. Jackson misses 2-pt jump shot from 20 ft,80,70
308,3,2:44.0,,Offensive rebound by A. Williams,80,70
309,3,2:43.0,,T. Daniels makes 3-pt jump shot from 22 ft (assist by A. Williams),80,73
310,3,2:28.0,L. Williams misses 2-pt jump shot from 15 ft,,80,73
311,3,2:26.0,,Defensive rebound by S. Harrison,80,73
312,3,2:17.0,,T. Daniels makes 3-pt jump shot from 23 ft (assist by A. Williams),80,76
313,3,1:58.0,T. Harris makes 3-pt jump shot from 23 ft (assist by S. Thornwell),,83,76
314,3,1:43.0,,T. Ulis makes 2-pt jump shot from 12 ft,83,78
315,3,1:27.0,Turnover by L. Williams (bad pass),,83,78
316,3,1:27.0,A. Rivers enters the game for D. Jordan,,83,78
317,3,1:27.0,M. Harrell enters the game for T. Wallace,,83,78
318,3,1:15.0,,J. Jackson misses 2-pt jump shot from 11 ft,83,78
319,3,1:11.0,Defensive rebound by M. Harrell,,83,78
320,3,1:02.0,M. Harrell makes 2-pt dunk from 1 ft (assist by L. Williams),,85,78
321,3,0:43.0,,T. Ulis makes 2-pt jump shot from 10 ft,85,80
322,3,0:31.0,Turnover by L. Williams (bad pass; steal by A. Williams),,85,80
323,3,0:27.0,,J. Jackson makes 2-pt dunk from 1 ft (assist by S. Harrison),85,82
324,3,0:06.0,L. Williams misses 2-pt jump shot from 6 ft,,85,82
325,3,0:03.0,,Defensive rebound by T. Daniels,85,82
326,4,11:40.0,S. Thornwell makes 2-pt layup from 9 ft,,87,82
327,4,11:17.0,,A. Williams misses 2-pt hook shot from 7 ft,87,82
328,4,11:13.0,Defensive rebound by M. Harrell,,87,82
329,4,11:04.0,Turnover by A. Rivers (bad pass),,87,82
330,4,10:48.0,,J. Jackson misses 3-pt jump shot from 25 ft,87,82
331,4,10:45.0,,Offensive rebound by A. Peters,87,82
332,4,10:42.0,,A. Peters misses 3-pt jump shot from 23 ft,87,82
333,4,10:41.0,Defensive rebound by Team,,87,82
334,4,10:41.0,,Loose ball foul by J. Jackson (drawn by M. Harrell),87,82
335,4,10:26.0,L. Williams makes 2-pt layup at rim,,89,82
336,4,10:05.0,,S. Harrison misses 3-pt jump shot from 24 ft,89,82
337,4,10:01.0,Defensive rebound by S. Thornwell,,89,82
338,4,9:55.0,A. Rivers makes 2-pt layup from 1 ft (assist by L. Williams),,91,82
339,4,9:55.0,,Phoenix full timeout,91,82
340,4,9:55.0,,D. Bender enters the game for J. Jackson,91,82
341,4,9:41.0,,Turnover by A. Williams (turnover),91,82
342,4,9:31.0,A. Rivers makes 2-pt layup from 1 ft (assist by M. Harrell),,93,82
343,4,9:15.0,,S. Harrison misses 2-pt jump shot from 1 ft,93,82
344,4,9:12.0,Defensive rebound by M. Harrell,,93,82
345,4,9:03.0,A. Rivers makes 2-pt layup at rim,,95,82
346,4,8:39.0,,Shooting foul by C. Williams (drawn by D. Reed),95,82
347,4,8:39.0,,D. Reed misses free throw 1 of 2,95,82
348,4,8:39.0,,Offensive rebound by Team,95,82
349,4,8:39.0,,T. Ulis enters the game for S. Harrison,95,82
350,4,8:39.0,,J. Jackson enters the game for A. Peters,95,82
351,4,8:39.0,,D. Reed misses free throw 2 of 2,95,82
352,4,8:37.0,Defensive rebound by M. Harrell,,95,82
353,4,8:23.0,L. Williams makes 3-pt jump shot from 26 ft (assist by M. Harrell),,98,82
354,4,8:06.0,,Personal foul by C. Williams (drawn by A. Williams),98,82
355,4,8:06.0,,T. Daniels enters the game for D. Reed,98,82
356,4,7:57.0,,T. Daniels misses 2-pt jump shot from 19 ft,98,82
357,4,7:56.0,Defensive rebound by Team,,98,82
358,4,7:43.0,Personal foul by J. Jackson (drawn by L. Williams),,98,82
359,4,7:43.0,,M. Chriss enters the game for A. Williams,98,82
360,4,7:30.0,C. Williams misses 3-pt jump shot from 23 ft,,98,82
361,4,7:28.0,,Defensive rebound by M. Chriss,98,82
362,4,7:12.0,,T. Ulis misses 3-pt jump shot from 24 ft,98,82
363,4,7:08.0,Defensive rebound by S. Thornwell,,98,82
364,4,7:08.0,M. Harrell makes 2-pt dunk at rim (assist by S. Thornwell),,100,82
365,4,7:08.0,Shooting foul by T. Ulis (drawn by M. Harrell),,100,82
366,4,7:08.0,M. Harrell misses free throw 1 of 1,,100,82
367,4,7:05.0,Offensive rebound by S. Thornwell,,100,82
368,4,6:52.0,C. Williams makes 3-pt jump shot from 25 ft (assist by L. Williams),,103,82
369,4,6:23.0,,M. Chriss makes 2-pt dunk at rim (assist by T. Ulis),103,84
370,4,6:08.0,Offensive foul by L. Williams (drawn by T. Ulis),,103,84
371,4,6:08.0,Turnover by L. Williams (offensive foul),,103,84
372,4,6:08.0,,S. Harrison enters the game for D. Bender,103,84
373,4,6:08.0,T. Wallace enters the game for L. Williams,,103,84
374,4,5:50.0,,Shooting foul by T. Wallace (drawn by M. Chriss),103,84
375,4,5:50.0,,M. Chriss makes free throw 1 of 2,103,85
376,4,5:50.0,,M. Chriss makes free throw 2 of 2,103,86
377,4,5:33.0,M. Harrell makes 2-pt dunk at rim,,105,86
378,4,5:25.0,,Turnover by T. Daniels (lost ball; steal by A. Rivers),105,86
379,4,5:22.0,S. Thornwell makes 2-pt dunk at rim (assist by A. Rivers),,107,86
380,4,5:22.0,,Phoenix full timeout,107,86
381,4,5:22.0,W. Johnson enters the game for A. Rivers,,107,86
382,4,5:09.0,,Turnover by M. Chriss (bad pass; steal by W. Johnson),107,86
383,4,4:51.0,Shooting foul by M. Chriss (drawn by S. Thornwell),,107,86
384,4,4:51.0,S. Thornwell misses free throw 1 of 2,,107,86
385,4,4:51.0,Offensive rebound by Team,,107,86
386,4,4:51.0,,A. Williams enters the game for T. Daniels,107,86
387,4,4:51.0,S. Thornwell makes free throw 2 of 2,,108,86
388,4,4:31.0,,J. Jackson misses 2-pt jump shot from 12 ft,108,86
