,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,TORONTO_ACTION,MEMPHIS_SCORE,TORONTO_SCORE
80,1,2:47.0,J. Ennis makes 3-pt jump shot from 23 ft (assist by M. Gasol),,22,20
81,1,2:37.0,,Toronto full timeout,22,20
82,1,2:37.0,,D. Wright enters the game for O. Anunoby,22,20
83,1,2:37.0,,P. Siakam enters the game for K. Lowry,22,20
84,1,2:37.0,,J. Poeltl enters the game for S. Ibaka,22,20
85,1,2:37.0,,F. VanVleet enters the game for J. Valančiūnas,22,20
86,1,2:37.0,W. Selden enters the game for D. Brooks,,22,20
87,1,2:37.0,J. Martin enters the game for M. Gasol,,22,20
88,1,2:28.0,,F. VanVleet misses 3-pt jump shot from 23 ft,22,20
89,1,2:24.0,,Offensive rebound by F. VanVleet,22,20
90,1,2:05.0,,Turnover by J. Poeltl (bad pass; steal by M. Chalmers),22,20
91,1,1:55.0,J. Martin misses 2-pt layup from 2 ft,,22,20
92,1,1:53.0,,Defensive rebound by D. Wright,22,20
93,1,1:39.0,,J. Poeltl makes 2-pt hook shot from 1 ft (assist by F. VanVleet),22,22
94,1,1:39.0,,Shooting foul by J. Martin (drawn by J. Poeltl),22,22
95,1,1:39.0,I. Rabb enters the game for J. Martin,,22,22
96,1,1:39.0,,J. Poeltl makes free throw 1 of 1,22,23
97,1,1:17.0,I. Rabb misses 2-pt jump shot from 13 ft,,22,23
98,1,1:14.0,,Defensive rebound by D. DeRozan,22,23
99,1,1:06.0,,P. Siakam misses 2-pt layup from 2 ft,22,23
100,1,1:05.0,Defensive rebound by D. Davis,,22,23
101,1,0:57.0,I. Rabb makes 2-pt layup from 2 ft,,24,23
102,1,0:37.0,,D. DeRozan misses 2-pt jump shot from 22 ft,24,23
103,1,0:34.0,Defensive rebound by I. Rabb,,24,23
104,1,0:17.0,M. Chalmers misses 2-pt layup from 2 ft (block by J. Poeltl),,24,23
105,1,0:17.0,Offensive rebound by Team,,24,23
106,1,0:14.0,W. Selden misses 2-pt jump shot from 13 ft,,24,23
107,1,0:11.0,,Defensive rebound by D. Wright,24,23
108,1,0:00.0,,D. DeRozan makes 2-pt jump shot from 19 ft,24,25
109,2,11:38.0,,D. Wright misses 3-pt jump shot from 23 ft,24,25
110,2,11:33.0,,Offensive rebound by J. Poeltl,24,25
111,2,11:33.0,,J. Poeltl makes 2-pt layup at rim,24,27
112,2,11:22.0,Turnover by I. Rabb (lost ball; steal by P. Siakam),,24,27
113,2,11:19.0,,D. Wright makes 2-pt dunk at rim (assist by P. Siakam),24,29
114,2,11:07.0,A. Harrison misses 3-pt jump shot from 22 ft,,24,29
115,2,11:04.0,,Defensive rebound by F. VanVleet,24,29
116,2,11:00.0,,F. VanVleet makes 2-pt layup from 2 ft,24,31
117,2,11:00.0,Violation by D. Davis (def goaltending),,24,31
118,2,10:47.0,W. Selden misses 3-pt jump shot from 25 ft,,24,31
119,2,10:44.0,,Defensive rebound by Team,24,31
120,2,10:27.0,,N. Powell misses 3-pt jump shot from 26 ft,24,31
121,2,10:25.0,Defensive rebound by I. Rabb,,24,31
122,2,10:17.0,Turnover by B. McLemore (bad pass; steal by D. Wright),,24,31
123,2,10:13.0,,D. Wright makes 2-pt layup from 1 ft,24,33
124,2,10:13.0,Memphis full timeout,,24,33
125,2,9:51.0,A. Harrison misses 2-pt jump shot from 11 ft,,24,33
126,2,9:48.0,,Defensive rebound by N. Powell,24,33
127,2,9:45.0,,Turnover by N. Powell (bad pass; steal by B. McLemore),24,33
128,2,9:41.0,Shooting foul by N. Powell (drawn by W. Selden),,24,33
129,2,9:41.0,W. Selden makes free throw 1 of 2,,25,33
130,2,9:41.0,W. Selden misses free throw 2 of 2,,25,33
131,2,9:39.0,,Defensive rebound by N. Powell,25,33
132,2,9:27.0,,J. Poeltl makes 2-pt hook shot from 5 ft (assist by F. VanVleet),25,35
133,2,9:08.0,A. Harrison makes 3-pt jump shot from 25 ft (assist by B. McLemore),,28,35
134,2,8:49.0,,Turnover by P. Siakam (bad pass; steal by B. McLemore),28,35
135,2,8:43.0,Turnover by B. McLemore (bad pass; steal by N. Powell),,28,35
136,2,8:39.0,,N. Powell makes 2-pt layup from 1 ft,28,37
137,2,8:23.0,Personal block foul by D. Wright (drawn by A. Harrison),,28,37
138,2,8:23.0,A. Harrison makes free throw 1 of 2,,29,37
139,2,8:23.0,J. Green enters the game for I. Rabb,,29,37
140,2,8:23.0,D. Brooks enters the game for B. McLemore,,29,37
141,2,8:23.0,A. Harrison makes free throw 2 of 2,,30,37
142,2,7:58.0,,Turnover by F. VanVleet (lost ball; steal by J. Green),30,37
143,2,7:54.0,Turnover by J. Green (lost ball; steal by F. VanVleet),,30,37
144,2,7:50.0,,P. Siakam makes 2-pt layup at rim (assist by F. VanVleet),30,39
145,2,7:42.0,Personal foul by F. VanVleet (drawn by D. Brooks),,30,39
146,2,7:42.0,M. Gasol enters the game for D. Davis,,30,39
147,2,7:31.0,D. Brooks misses 2-pt layup from 4 ft,,30,39
148,2,7:28.0,,Defensive rebound by F. VanVleet,30,39
149,2,7:13.0,,N. Powell misses 3-pt jump shot from 26 ft,30,39
150,2,7:10.0,Defensive rebound by W. Selden,,30,39
151,2,6:54.0,W. Selden misses 2-pt layup from 1 ft (block by P. Siakam),,30,39
152,2,6:52.0,Offensive rebound by J. Green,,30,39
153,2,6:52.0,J. Green makes 2-pt layup from 2 ft,,32,39
154,2,6:52.0,Shooting foul by J. Poeltl (drawn by J. Green),,32,39
155,2,6:52.0,,J. Valančiūnas enters the game for N. Powell,32,39
156,2,6:52.0,,K. Lowry enters the game for J. Poeltl,32,39
157,2,6:52.0,J. Ennis enters the game for W. Selden,,32,39
158,2,6:52.0,J. Green misses free throw 1 of 1,,32,39
159,2,6:50.0,,Defensive rebound by J. Valančiūnas,32,39
160,2,6:33.0,,J. Valančiūnas makes 2-pt layup from 2 ft,32,41
161,2,6:14.0,M. Gasol misses 2-pt jump shot from 11 ft,,32,41
162,2,6:10.0,,Defensive rebound by K. Lowry,32,41
163,2,5:56.0,,Shooting foul by A. Harrison (drawn by D. Wright),32,41
164,2,5:56.0,,D. Wright makes free throw 1 of 2,32,42
165,2,5:56.0,,S. Ibaka enters the game for P. Siakam,32,42
166,2,5:56.0,M. Chalmers enters the game for A. Harrison,,32,42
167,2,5:56.0,,D. Wright makes free throw 2 of 2,32,43
168,2,5:39.0,D. Brooks misses 2-pt layup from 1 ft,,32,43
169,2,5:37.0,,Defensive rebound by S. Ibaka,32,43
170,2,5:20.0,,F. VanVleet makes 2-pt layup from 1 ft (assist by J. Valančiūnas),32,45
171,2,5:06.0,M. Chalmers misses 3-pt jump shot from 23 ft,,32,45
172,2,5:04.0,,Defensive rebound by K. Lowry,32,45
173,2,5:01.0,,Personal foul by J. Ennis (drawn by K. Lowry),32,45
174,2,5:01.0,,D. DeRozan enters the game for F. VanVleet,32,45
175,2,4:54.0,,K. Lowry misses 3-pt jump shot from 22 ft,32,45
176,2,4:49.0,Defensive rebound by M. Chalmers,,32,45
177,2,4:47.0,Turnover by M. Chalmers (bad pass; steal by D. Wright),,32,45
178,2,4:43.0,,K. Lowry makes 3-pt jump shot from 27 ft (assist by D. Wright),32,48
179,2,4:23.0,J. Ennis makes 2-pt layup at rim,,34,48
180,2,4:17.0,,Personal foul by D. Brooks (drawn by K. Lowry),34,48
181,2,4:07.0,,S. Ibaka makes 3-pt jump shot from 25 ft (assist by J. Valančiūnas),34,51
182,2,4:00.0,Memphis full timeout,,34,51
183,2,4:00.0,,O. Anunoby enters the game for D. Wright,34,51
184,2,3:45.0,Turnover by M. Gasol (lost ball; steal by D. DeRozan),,34,51
185,2,3:40.0,,S. Ibaka misses 3-pt jump shot from 25 ft,34,51
186,2,3:37.0,Defensive rebound by M. Chalmers,,34,51
187,2,3:33.0,J. Ennis misses 2-pt layup from 1 ft (block by S. Ibaka),,34,51
188,2,3:30.0,,Defensive rebound by J. Valančiūnas,34,51
189,2,3:23.0,,D. DeRozan misses 2-pt jump shot from 23 ft,34,51
190,2,3:23.0,Defensive rebound by Team,,34,51
191,2,3:11.0,Personal foul by O. Anunoby (drawn by D. Brooks),,34,51
192,2,3:11.0,D. Brooks makes free throw 1 of 2,,35,51
193,2,3:11.0,W. Selden enters the game for J. Ennis,,35,51
194,2,3:11.0,D. Brooks makes free throw 2 of 2,,36,51
195,2,2:47.0,,D. DeRozan misses 2-pt jump shot from 17 ft,36,51
196,2,2:47.0,,Offensive rebound by Team,36,51
197,2,2:47.0,,Turnover by Team (shot clock),36,51
198,2,2:37.0,W. Selden makes 2-pt layup at rim (assist by M. Chalmers),,38,51
199,2,2:24.0,,Personal foul by W. Selden (drawn by O. Anunoby),38,51
200,2,2:13.0,,O. Anunoby misses 3-pt jump shot from 24 ft,38,51
201,2,2:10.0,Defensive rebound by M. Chalmers,,38,51
202,2,2:06.0,W. Selden makes 2-pt layup from 1 ft (assist by M. Chalmers),,40,51
203,2,1:43.0,,D. DeRozan misses 2-pt jump shot from 13 ft,40,51
204,2,1:43.0,Defensive rebound by Team,,40,51
205,2,1:43.0,,Loose ball foul by J. Valančiūnas (drawn by M. Gasol),40,51
206,2,1:43.0,M. Gasol misses free throw 1 of 2,,40,51
207,2,1:43.0,Offensive rebound by Team,,40,51
208,2,1:43.0,D. Davis enters the game for J. Green,,40,51
209,2,1:43.0,M. Gasol makes free throw 2 of 2,,41,51
210,2,1:31.0,Violation by M. Gasol (kicked ball),,41,51
211,2,1:25.0,,J. Valančiūnas misses 3-pt jump shot from 23 ft,41,51
212,2,1:22.0,Defensive rebound by D. Brooks,,41,51
213,2,1:09.0,W. Selden misses 3-pt jump shot from 25 ft,,41,51
214,2,1:07.0,,Defensive rebound by O. Anunoby,41,51
215,2,1:01.0,,K. Lowry makes 2-pt jump shot from 19 ft,41,53
216,2,0:52.0,,Offensive charge foul by M. Gasol (drawn by J. Valančiūnas),41,53
217,2,0:52.0,Turnover by M. Gasol (offensive foul),,41,53
218,2,0:33.0,,D. DeRozan makes 2-pt layup from 1 ft,41,55
219,2,0:20.0,M. Gasol makes 3-pt jump shot from 26 ft (assist by M. Chalmers),,44,55
220,2,0:03.0,,Shooting foul by D. Brooks (drawn by D. DeRozan),44,55
221,2,0:03.0,,D. DeRozan misses free throw 1 of 2,44,55
222,2,0:03.0,,Offensive rebound by Team,44,55
223,2,0:03.0,,D. DeRozan makes free throw 2 of 2,44,56
224,2,0:00.0,M. Chalmers misses 3-pt jump shot from 43 ft,,44,56
225,2,0:00.0,Offensive rebound by Team,,44,56
226,3,11:41.0,,O. Anunoby misses 2-pt layup from 2 ft (block by M. Gasol),44,56
227,3,11:38.0,Defensive rebound by W. Selden,,44,56
228,3,11:36.0,Turnover by W. Selden (bad pass),,44,56
229,3,11:18.0,,S. Ibaka makes 2-pt hook shot from 5 ft,44,58
230,3,10:58.0,J. Green makes 2-pt jump shot from 16 ft,,46,58
231,3,10:43.0,,J. Valančiūnas makes 2-pt layup at rim,46,60
232,3,10:24.0,A. Harrison makes 2-pt layup from 4 ft,,48,60
233,3,10:05.0,,Personal foul by J. Green (drawn by K. Lowry),48,60
234,3,10:01.0,,Personal foul by J. Green (drawn by D. DeRozan),48,60
235,3,9:48.0,,K. Lowry misses 3-pt jump shot from 27 ft,48,60
236,3,9:45.0,Defensive rebound by D. Brooks,,48,60
237,3,9:32.0,Turnover by D. Brooks (turnover),,48,60
238,3,9:32.0,Loose ball foul by D. Brooks (drawn by K. Lowry),,48,60
239,3,9:32.0,J. Ennis enters the game for D. Brooks,,48,60
240,3,9:06.0,,K. Lowry misses 2-pt layup from 2 ft,48,60
241,3,9:04.0,,Offensive rebound by J. Valančiūnas,48,60
242,3,9:01.0,,O. Anunoby misses 3-pt jump shot from 22 ft,48,60
243,3,9:01.0,,Offensive rebound by S. Ibaka,48,60
244,3,8:58.0,,S. Ibaka misses 2-pt layup at rim,48,60
245,3,8:58.0,,Offensive rebound by K. Lowry,48,60
246,3,8:44.0,,J. Valančiūnas misses 2-pt layup from 3 ft (block by A. Harrison),48,60
247,3,8:44.0,,Offensive rebound by Team,48,60
248,3,8:39.0,,D. DeRozan misses 2-pt jump shot from 10 ft,48,60
249,3,8:37.0,Defensive rebound by M. Gasol,,48,60
250,3,8:30.0,M. Gasol makes 3-pt jump shot from 25 ft (assist by W. Selden),,51,60
251,3,8:05.0,,S. Ibaka misses 3-pt jump shot from 25 ft,51,60
252,3,8:02.0,Defensive rebound by W. Selden,,51,60
253,3,7:56.0,J. Green makes 3-pt jump shot from 23 ft (assist by A. Harrison),,54,60
254,3,7:54.0,,Toronto full timeout,54,60
255,3,7:54.0,,J. Poeltl enters the game for J. Valančiūnas,54,60
256,3,7:47.0,,Turnover by K. Lowry (out of bounds lost ball),54,60
257,3,7:29.0,Turnover by M. Gasol (traveling),,54,60
258,3,7:24.0,,Personal foul by A. Harrison (drawn by K. Lowry),54,60
259,3,7:21.0,,Shooting foul by M. Gasol (drawn by D. DeRozan),54,60
260,3,7:21.0,,D. DeRozan makes free throw 1 of 2,54,61
261,3,7:21.0,,J. Valančiūnas enters the game for J. Poeltl,54,61
262,3,7:21.0,,D. DeRozan makes free throw 2 of 2,54,62
263,3,7:14.0,Personal foul by O. Anunoby (drawn by M. Gasol),,54,62
264,3,7:08.0,M. Gasol misses 3-pt jump shot from 26 ft,,54,62
265,3,7:04.0,,Defensive rebound by O. Anunoby,54,62
266,3,6:57.0,,K. Lowry misses 3-pt jump shot from 25 ft,54,62
267,3,6:53.0,Defensive rebound by W. Selden,,54,62
268,3,6:53.0,W. Selden makes 2-pt layup from 1 ft,,56,62
269,3,6:53.0,Shooting foul by K. Lowry (drawn by W. Selden),,56,62
270,3,6:53.0,W. Selden makes free throw 1 of 1,,57,62
271,3,6:38.0,,O. Anunoby misses 3-pt jump shot from 25 ft,57,62
272,3,6:37.0,Defensive rebound by Team,,57,62
273,3,6:37.0,,Loose ball foul by J. Valančiūnas (drawn by M. Gasol),57,62
274,3,6:37.0,,F. VanVleet enters the game for O. Anunoby,57,62
275,3,6:37.0,J. Martin enters the game for W. Selden,,57,62
276,3,6:24.0,A. Harrison makes 2-pt jump shot from 14 ft,,59,62
277,3,6:12.0,,D. DeRozan makes 2-pt jump shot from 14 ft,59,64
278,3,5:52.0,M. Gasol misses 2-pt jump shot from 15 ft,,59,64
279,3,5:47.0,Offensive rebound by J. Ennis,,59,64
280,3,5:47.0,J. Ennis misses 2-pt dunk at rim,,59,64
281,3,5:46.0,Offensive rebound by J. Martin,,59,64
282,3,5:44.0,A. Harrison makes 3-pt jump shot from 26 ft (assist by J. Green),,62,64
283,3,5:34.0,,J. Valančiūnas makes 2-pt layup from 1 ft (assist by F. VanVleet),62,66
284,3,5:21.0,J. Green misses 3-pt jump shot from 26 ft,,62,66
285,3,5:18.0,,Defensive rebound by J. Valančiūnas,62,66
286,3,5:02.0,,K. Lowry misses 3-pt jump shot from 22 ft,62,66
287,3,4:59.0,Defensive rebound by M. Gasol,,62,66
288,3,4:41.0,Shooting foul by S. Ibaka (drawn by J. Martin),,62,66
289,3,4:41.0,J. Martin makes free throw 1 of 2,,63,66
290,3,4:41.0,,P. Siakam enters the game for S. Ibaka,63,66
291,3,4:41.0,W. Selden enters the game for J. Green,,63,66
292,3,4:41.0,J. Martin makes free throw 2 of 2,,64,66
293,3,4:25.0,,F. VanVleet misses 3-pt jump shot from 26 ft,64,66
294,3,4:22.0,Defensive rebound by M. Gasol,,64,66
295,3,4:14.0,A. Harrison misses 2-pt jump shot from 4 ft,,64,66
296,3,4:12.0,,Defensive rebound by J. Valančiūnas,64,66
297,3,4:05.0,,Turnover by K. Lowry (bad pass; steal by J. Ennis),64,66
298,3,4:03.0,Shooting foul by K. Lowry (drawn by J. Ennis),,64,66
299,3,4:03.0,J. Ennis makes free throw 1 of 2,,65,66
300,3,4:03.0,M. Chalmers enters the game for A. Harrison,,65,66
301,3,4:03.0,J. Ennis makes free throw 2 of 2,,66,66
302,3,3:40.0,,D. DeRozan misses 2-pt jump shot from 16 ft,66,66
303,3,3:37.0,Defensive rebound by J. Martin,,66,66
304,3,3:30.0,J. Ennis makes 2-pt dunk at rim (assist by M. Gasol),,68,66
305,3,3:15.0,,P. Siakam misses 3-pt jump shot from 27 ft,68,66
306,3,3:15.0,,Offensive rebound by Team,68,66
307,3,3:15.0,Loose ball foul by M. Chalmers (drawn by K. Lowry),,68,66
308,3,3:15.0,,K. Lowry makes free throw 1 of 2,68,67
309,3,3:15.0,,J. Poeltl enters the game for J. Valančiūnas,68,67
310,3,3:15.0,D. Davis enters the game for J. Ennis,,68,67
311,3,3:15.0,,K. Lowry makes free throw 2 of 2,68,68
312,3,3:05.0,D. Davis makes 2-pt hook shot from 3 ft (assist by M. Gasol),,70,68
313,3,2:52.0,,F. VanVleet makes 2-pt layup from 2 ft (assist by D. DeRozan),70,70
314,3,2:40.0,M. Chalmers makes 2-pt layup from 2 ft (assist by M. Gasol),,72,70
315,3,2:21.0,,D. DeRozan makes 2-pt layup from 2 ft,72,72
316,3,2:05.0,Personal foul by P. Siakam (drawn by M. Gasol),,72,72
317,3,2:05.0,Memphis full timeout,,72,72
318,3,2:05.0,,D. Wright enters the game for K. Lowry,72,72
319,3,2:05.0,,C. Miles enters the game for D. DeRozan,72,72
320,3,2:05.0,M. Gasol makes free throw 1 of 2,,73,72
321,3,2:05.0,M. Gasol makes free throw 2 of 2,,74,72
322,3,1:45.0,,D. Wright misses 3-pt jump shot from 22 ft,74,72
323,3,1:42.0,,Offensive rebound by J. Poeltl,74,72
324,3,1:40.0,,J. Poeltl makes 2-pt hook shot from 3 ft,74,74
325,3,1:15.0,M. Gasol misses 2-pt jump shot from 12 ft,,74,74
326,3,1:13.0,,Defensive rebound by F. VanVleet,74,74
327,3,1:07.0,,P. Siakam makes 2-pt layup from 2 ft (assist by F. VanVleet),74,76
328,3,0:55.0,Turnover by M. Chalmers (bad pass),,74,76
329,3,0:55.0,A. Harrison enters the game for M. Gasol,,74,76
330,3,0:48.0,,F. VanVleet misses 2-pt layup from 2 ft (block by D. Davis),74,76
331,3,0:45.0,Defensive rebound by A. Harrison,,74,76
332,3,0:30.0,J. Martin misses 2-pt jump shot from 7 ft,,74,76
333,3,0:28.0,,Defensive rebound by J. Poeltl,74,76
334,3,0:06.0,,F. VanVleet misses 3-pt jump shot from 24 ft,74,76
335,3,0:04.0,Defensive rebound by W. Selden,,74,76
336,4,11:40.0,W. Selden misses 2-pt layup from 3 ft,,74,76
337,4,11:39.0,,Defensive rebound by P. Siakam,74,76
338,4,11:34.0,,Turnover by C. Miles (step out of bounds),74,76
339,4,11:24.0,D. Davis misses 2-pt layup from 1 ft,,74,76
340,4,11:22.0,,Defensive rebound by J. Poeltl,74,76
341,4,11:00.0,,F. VanVleet misses 3-pt jump shot from 25 ft,74,76
342,4,10:55.0,,Offensive rebound by F. VanVleet,74,76
343,4,10:45.0,,C. Miles makes 3-pt jump shot from 26 ft (assist by F. VanVleet),74,79
344,4,10:19.0,D. Brooks makes 2-pt jump shot from 12 ft,,76,79
345,4,9:54.0,,D. Wright makes 3-pt jump shot from 26 ft (assist by P. Siakam),76,82
346,4,9:39.0,A. Harrison misses 3-pt jump shot from 24 ft,,76,82
347,4,9:38.0,,Defensive rebound by Team,76,82
348,4,9:38.0,,Personal foul by W. Selden (drawn by D. Wright),76,82
349,4,9:38.0,J. Ennis enters the game for W. Selden,,76,82
350,4,9:21.0,,C. Miles misses 2-pt jump shot from 20 ft,76,82
351,4,9:19.0,Defensive rebound by A. Harrison,,76,82
352,4,9:11.0,D. Brooks misses 3-pt jump shot from 25 ft,,76,82
353,4,9:08.0,Offensive rebound by J. Ennis,,76,82
354,4,8:58.0,D. Davis misses 2-pt jump shot from 20 ft,,76,82
355,4,8:55.0,Offensive rebound by A. Harrison,,76,82
356,4,8:53.0,D. Brooks misses 3-pt jump shot from 26 ft,,76,82
357,4,8:53.0,,Defensive rebound by P. Siakam,76,82
358,4,8:48.0,,Shooting foul by J. Martin (drawn by P. Siakam),76,82
359,4,8:48.0,,P. Siakam makes free throw 1 of 2,76,83
360,4,8:48.0,M. Gasol enters the game for D. Davis,,76,83
361,4,8:48.0,,P. Siakam makes free throw 2 of 2,76,84
362,4,8:31.0,D. Brooks makes 2-pt layup from 1 ft (assist by J. Ennis),,78,84
363,4,8:20.0,,Personal foul by D. Brooks (drawn by C. Miles),78,84
364,4,8:20.0,W. Selden enters the game for D. Brooks,,78,84
365,4,8:20.0,J. Green enters the game for J. Martin,,78,84
366,4,8:09.0,,F. VanVleet makes 2-pt layup at rim (assist by P. Siakam),78,86
367,4,7:52.0,J. Green misses 2-pt layup from 2 ft,,78,86
368,4,7:50.0,Offensive rebound by J. Ennis,,78,86
369,4,7:49.0,J. Ennis misses 2-pt layup from 1 ft (block by P. Siakam),,78,86
370,4,7:49.0,Offensive rebound by J. Ennis,,78,86
371,4,7:44.0,A. Harrison misses 3-pt jump shot from 26 ft,,78,86
372,4,7:44.0,,Defensive rebound by P. Siakam,78,86
373,4,7:44.0,,Personal foul by J. Green (drawn by P. Siakam),78,86
374,4,7:30.0,,D. Wright makes 2-pt jump shot from 4 ft,78,88
375,4,7:30.0,Memphis full timeout,,78,88
376,4,7:11.0,M. Gasol misses 2-pt layup from 4 ft,,78,88
377,4,7:08.0,Offensive rebound by J. Green,,78,88
378,4,7:07.0,J. Green misses 2-pt layup from 2 ft,,78,88
379,4,7:05.0,,Defensive rebound by F. VanVleet,78,88
380,4,7:01.0,,C. Miles misses 3-pt jump shot from 24 ft,78,88
381,4,7:00.0,,Offensive rebound by J. Poeltl,78,88
