,QUARTER,TIME_REMAINING,PORTLAND_ACTION,PHOENIX_ACTION,PORTLAND_SCORE,PHOENIX_SCORE
39,1,6:38.0,D. Lillard misses 3-pt jump shot from 26 ft,,12,15
40,1,6:35.0,,Defensive rebound by A. Len,12,15
41,1,6:30.0,,Turnover by E. Payton (step out of bounds),12,15
42,1,6:30.0,,Phoenix full timeout,12,15
43,1,6:16.0,M. Harkless makes 3-pt jump shot from 22 ft (assist by C. McCollum),,15,15
44,1,5:54.0,,Offensive foul by A. Len (drawn by D. Lillard),15,15
45,1,5:54.0,,Turnover by A. Len (offensive foul),15,15
46,1,5:44.0,J. Nurkić makes 2-pt layup from 1 ft (assist by C. McCollum),,17,15
47,1,5:31.0,,D. Booker makes 2-pt jump shot from 16 ft (assist by E. Payton),17,17
48,1,5:11.0,Personal foul by T. Warren (drawn by C. McCollum),,17,17
49,1,5:11.0,,J. Jackson enters the game for T. Warren,17,17
50,1,5:09.0,C. McCollum misses 3-pt jump shot from 22 ft,,17,17
51,1,5:05.0,,Defensive rebound by A. Len,17,17
52,1,5:03.0,,D. Bender makes 2-pt layup at rim (assist by D. Booker),17,19
53,1,4:55.0,D. Lillard makes 2-pt jump shot from 10 ft,,19,19
54,1,4:55.0,Shooting foul by D. Bender (drawn by D. Lillard),,19,19
55,1,4:55.0,,M. Chriss enters the game for D. Bender,19,19
56,1,4:55.0,E. Davis enters the game for J. Nurkić,,19,19
57,1,4:55.0,D. Lillard misses free throw 1 of 1,,19,19
58,1,4:45.0,,Defensive rebound by D. Booker,19,19
59,1,4:40.0,,D. Booker misses 2-pt jump shot from 16 ft,19,19
60,1,4:38.0,Defensive rebound by A. Aminu,,19,19
61,1,4:33.0,,Violation by J. Jackson (kicked ball),19,19
62,1,4:33.0,E. Turner enters the game for C. McCollum,,19,19
63,1,4:33.0,P. Connaughton enters the game for M. Harkless,,19,19
64,1,4:21.0,D. Lillard misses 3-pt jump shot from 24 ft,,19,19
65,1,4:19.0,,Defensive rebound by A. Len,19,19
66,1,4:09.0,,E. Payton misses 3-pt jump shot from 23 ft,19,19
67,1,4:04.0,Defensive rebound by E. Davis,,19,19
68,1,3:53.0,A. Aminu misses 2-pt jump shot from 19 ft,,19,19
69,1,3:50.0,,Defensive rebound by J. Jackson,19,19
70,1,3:44.0,,M. Chriss misses 3-pt jump shot from 22 ft,19,19
71,1,3:41.0,Defensive rebound by D. Lillard,,19,19
72,1,3:32.0,A. Aminu misses 3-pt jump shot from 26 ft,,19,19
73,1,3:32.0,,Defensive rebound by M. Chriss,19,19
74,1,3:23.0,,Turnover by D. Booker (bad pass),19,19
75,1,3:23.0,,T. Daniels enters the game for A. Len,19,19
76,1,3:23.0,Z. Collins enters the game for A. Aminu,,19,19
77,1,3:07.0,P. Connaughton makes 2-pt layup from 1 ft (assist by D. Lillard),,21,19
78,1,2:58.0,,D. Booker misses 3-pt jump shot from 25 ft,21,19
79,1,2:54.0,Defensive rebound by E. Turner,,21,19
80,1,2:54.0,Portland full timeout,,21,19
81,1,2:54.0,,T. Warren enters the game for E. Payton,21,19
82,1,2:34.0,Z. Collins makes 2-pt jump shot from 13 ft,,23,19
83,1,2:06.0,,M. Chriss misses 3-pt jump shot from 25 ft,23,19
84,1,2:04.0,Defensive rebound by Z. Collins,,23,19
85,1,1:48.0,P. Connaughton misses 3-pt jump shot from 27 ft,,23,19
86,1,1:46.0,,Defensive rebound by M. Chriss,23,19
87,1,1:38.0,,J. Jackson misses 2-pt jump shot from 1 ft,23,19
88,1,1:36.0,,Offensive rebound by M. Chriss,23,19
89,1,1:35.0,,T. Daniels makes 3-pt jump shot from 25 ft (assist by M. Chriss),23,22
90,1,1:18.0,E. Davis makes 2-pt layup from 10 ft (assist by D. Lillard),,25,22
91,1,1:18.0,,Violation by M. Chriss (def goaltending),25,22
92,1,1:03.0,,J. Jackson misses 2-pt jump shot from 4 ft,25,22
93,1,1:01.0,Defensive rebound by E. Turner,,25,22
94,1,0:58.0,,Technical foul by J. Jackson,25,22
95,1,0:58.0,D. Lillard makes technical free throw,,26,22
96,1,0:58.0,,S. Harrison enters the game for J. Jackson,26,22
97,1,0:54.0,Z. Collins misses 2-pt jump shot from 10 ft,,26,22
98,1,0:52.0,,Defensive rebound by M. Chriss,26,22
99,1,0:41.0,,T. Warren makes 2-pt jump shot from 13 ft (assist by M. Chriss),26,24
100,1,0:35.0,Turnover by D. Lillard (lost ball; steal by M. Chriss),,26,24
101,1,0:34.0,Loose ball foul by D. Lillard (drawn by M. Chriss),,26,24
102,1,0:30.0,,D. Booker misses 2-pt jump shot from 16 ft (block by E. Turner),26,24
103,1,0:28.0,,Offensive rebound by D. Booker,26,24
104,1,0:25.0,,D. Booker misses 2-pt layup from 6 ft (block by E. Turner),26,24
105,1,0:25.0,Defensive rebound by E. Davis,,26,24
106,1,0:04.0,D. Lillard makes 2-pt jump shot from 17 ft,,28,24
107,1,0:00.0,,D. Booker misses 3-pt jump shot from 32 ft,28,24
108,1,0:00.0,,Offensive rebound by Team,28,24
109,2,11:46.0,,T. Warren misses 2-pt jump shot from 17 ft,28,24
110,2,11:44.0,Defensive rebound by E. Davis,,28,24
111,2,11:27.0,C. McCollum misses 2-pt jump shot from 17 ft,,28,24
112,2,11:22.0,,Defensive rebound by S. Harrison,28,24
113,2,11:16.0,,Shooting foul by Z. Collins (drawn by S. Harrison),28,24
114,2,11:16.0,,S. Harrison makes free throw 1 of 2,28,25
115,2,11:16.0,,S. Harrison makes free throw 2 of 2,28,26
116,2,10:56.0,Shooting foul by T. Daniels (drawn by E. Turner),,28,26
117,2,10:56.0,E. Turner makes free throw 1 of 2,,29,26
118,2,10:56.0,E. Turner makes free throw 2 of 2,,30,26
119,2,10:41.0,,T. Warren makes 2-pt layup at rim,30,28
120,2,10:41.0,Violation by E. Davis (def goaltending),,30,28
121,2,10:33.0,C. McCollum makes 2-pt jump shot from 13 ft,,32,28
122,2,10:24.0,,J. Dudley makes 3-pt jump shot from 25 ft (assist by M. Chriss),32,31
123,2,10:12.0,E. Turner makes 2-pt jump shot from 10 ft,,34,31
124,2,10:02.0,,M. Chriss makes 3-pt jump shot from 23 ft (assist by J. Dudley),34,34
125,2,9:42.0,S. Napier misses 3-pt jump shot from 25 ft,,34,34
126,2,9:40.0,Offensive rebound by Z. Collins,,34,34
127,2,9:40.0,Z. Collins makes 2-pt jump shot at rim,,36,34
128,2,9:40.0,Shooting foul by S. Harrison (drawn by Z. Collins),,36,34
129,2,9:40.0,Z. Collins misses free throw 1 of 1,,36,34
130,2,9:38.0,,Defensive rebound by M. Chriss,36,34
131,2,9:25.0,,S. Harrison misses 2-pt layup from 1 ft,36,34
132,2,9:25.0,Defensive rebound by E. Davis,,36,34
133,2,9:17.0,C. McCollum misses 3-pt jump shot from 25 ft,,36,34
134,2,9:13.0,,Defensive rebound by T. Warren,36,34
135,2,8:59.0,,M. Chriss misses 2-pt hook shot at rim,36,34
136,2,8:59.0,,Offensive rebound by Team,36,34
137,2,8:59.0,Loose ball foul by E. Turner (drawn by T. Warren),,36,34
138,2,8:59.0,,E. Payton enters the game for M. Chriss,36,34
139,2,8:59.0,,D. Bender enters the game for S. Harrison,36,34
140,2,8:51.0,,T. Daniels misses 3-pt jump shot from 25 ft,36,34
141,2,8:47.0,Defensive rebound by E. Turner,,36,34
142,2,8:41.0,Shooting foul by J. Dudley (drawn by Z. Collins),,36,34
143,2,8:41.0,Z. Collins makes free throw 1 of 2,,37,34
144,2,8:41.0,Z. Collins makes free throw 2 of 2,,38,34
145,2,8:32.0,,T. Daniels makes 3-pt jump shot from 23 ft (assist by E. Payton),38,37
146,2,8:13.0,S. Napier misses 2-pt layup from 12 ft (block by T. Warren),,38,37
147,2,8:12.0,,Defensive rebound by T. Daniels,38,37
148,2,8:07.0,,T. Warren misses 2-pt layup from 2 ft,38,37
149,2,8:07.0,Defensive rebound by S. Napier,,38,37
150,2,7:43.0,S. Napier misses 2-pt jump shot from 20 ft,,38,37
151,2,7:42.0,,Defensive rebound by Team,38,37
152,2,7:42.0,M. Harkless enters the game for E. Turner,,38,37
153,2,7:21.0,,E. Payton misses 2-pt layup from 1 ft,38,37
154,2,7:19.0,Defensive rebound by Z. Collins,,38,37
155,2,7:19.0,,Loose ball foul by E. Payton (drawn by C. McCollum),38,37
156,2,7:19.0,,A. Len enters the game for J. Dudley,38,37
157,2,7:19.0,J. Nurkić enters the game for E. Davis,,38,37
158,2,7:10.0,C. McCollum misses 2-pt jump shot from 17 ft,,38,37
159,2,7:07.0,,Defensive rebound by A. Len,38,37
160,2,6:58.0,,T. Warren misses 2-pt jump shot from 14 ft,38,37
161,2,6:55.0,Defensive rebound by Z. Collins,,38,37
162,2,6:51.0,,Phoenix full timeout,38,37
163,2,6:51.0,,D. Booker enters the game for T. Warren,38,37
164,2,6:41.0,Personal foul by D. Booker (drawn by C. McCollum),,38,37
165,2,6:41.0,C. McCollum makes free throw 1 of 2,,39,37
166,2,6:41.0,A. Aminu enters the game for Z. Collins,,39,37
167,2,6:41.0,C. McCollum makes free throw 2 of 2,,40,37
168,2,6:34.0,,Personal foul by J. Nurkić (drawn by A. Len),40,37
169,2,6:23.0,,T. Daniels makes 3-pt jump shot from 26 ft (assist by E. Payton),40,40
170,2,6:04.0,C. McCollum makes 2-pt layup from 1 ft,,42,40
171,2,5:41.0,,A. Len makes 2-pt layup from 4 ft (assist by E. Payton),42,42
172,2,5:19.0,J. Nurkić misses 2-pt jump shot from 11 ft,,42,42
173,2,5:16.0,,Defensive rebound by E. Payton,42,42
174,2,5:10.0,,A. Len makes 2-pt layup from 1 ft (assist by E. Payton),42,44
175,2,4:55.0,C. McCollum misses 3-pt jump shot from 26 ft,,42,44
176,2,4:52.0,,Defensive rebound by D. Bender,42,44
177,2,4:45.0,,D. Booker misses 2-pt jump shot from 9 ft,42,44
178,2,4:43.0,Defensive rebound by J. Nurkić,,42,44
179,2,4:37.0,C. McCollum misses 2-pt jump shot from 8 ft,,42,44
180,2,4:35.0,,Defensive rebound by A. Len,42,44
181,2,4:30.0,,D. Booker misses 2-pt layup from 1 ft,42,44
182,2,4:27.0,Defensive rebound by J. Nurkić,,42,44
183,2,4:18.0,J. Nurkić makes 2-pt jump shot from 21 ft (assist by S. Napier),,44,44
184,2,3:53.0,,D. Bender misses 3-pt jump shot from 22 ft,44,44
185,2,3:50.0,Defensive rebound by J. Nurkić,,44,44
186,2,3:43.0,S. Napier misses 3-pt jump shot from 26 ft,,44,44
187,2,3:41.0,,Defensive rebound by A. Len,44,44
188,2,3:27.0,,T. Daniels misses 3-pt jump shot from 25 ft,44,44
189,2,3:23.0,Defensive rebound by C. McCollum,,44,44
190,2,3:09.0,M. Harkless makes 2-pt hook shot from 5 ft,,46,44
191,2,2:49.0,,T. Daniels makes 2-pt jump shot from 17 ft,46,46
192,2,2:48.0,Portland full timeout,,46,46
193,2,2:48.0,,T. Warren enters the game for E. Payton,46,46
194,2,2:48.0,,J. Jackson enters the game for D. Bender,46,46
195,2,2:48.0,D. Lillard enters the game for C. McCollum,,46,46
196,2,2:29.0,M. Harkless misses 2-pt hook shot from 6 ft,,46,46
197,2,2:27.0,Offensive rebound by J. Nurkić,,46,46
198,2,2:27.0,J. Nurkić misses 2-pt layup at rim,,46,46
199,2,2:27.0,Offensive rebound by Team,,46,46
200,2,2:18.0,S. Napier misses 3-pt jump shot from 26 ft,,46,46
201,2,2:14.0,,Defensive rebound by J. Jackson,46,46
202,2,1:58.0,,T. Warren misses 2-pt jump shot from 5 ft,46,46
203,2,1:57.0,,Offensive rebound by T. Warren,46,46
204,2,1:56.0,,T. Warren makes 2-pt hook shot from 7 ft,46,48
205,2,1:46.0,Shooting foul by T. Warren (drawn by D. Lillard),,46,48
206,2,1:46.0,D. Lillard makes free throw 1 of 3,,47,48
207,2,1:46.0,D. Lillard makes free throw 2 of 3,,48,48
208,2,1:46.0,D. Lillard misses free throw 3 of 3,,48,48
209,2,1:44.0,,Defensive rebound by D. Booker,48,48
210,2,1:33.0,,T. Warren misses 2-pt layup from 2 ft (block by M. Harkless),48,48
211,2,1:30.0,Defensive rebound by D. Lillard,,48,48
212,2,1:26.0,J. Nurkić makes 2-pt hook shot from 9 ft (assist by D. Lillard),,50,48
213,2,1:12.0,,Offensive foul by D. Booker (drawn by S. Napier),50,48
214,2,1:12.0,,Turnover by D. Booker (offensive foul),50,48
215,2,1:01.0,D. Lillard misses 2-pt jump shot from 19 ft,,50,48
216,2,0:57.0,Offensive rebound by A. Aminu,,50,48
217,2,0:56.0,A. Aminu misses 2-pt layup from 1 ft,,50,48
218,2,0:56.0,Offensive rebound by J. Nurkić,,50,48
219,2,0:54.0,J. Nurkić misses 2-pt layup at rim (block by A. Len),,50,48
220,2,0:52.0,Offensive rebound by J. Nurkić,,50,48
221,2,0:52.0,D. Lillard makes 2-pt layup at rim (assist by J. Nurkić),,52,48
222,2,0:52.0,Shooting foul by A. Len (drawn by D. Lillard),,52,48
223,2,0:52.0,D. Lillard makes free throw 1 of 1,,53,48
224,2,0:36.0,,D. Booker misses 2-pt layup from 5 ft (block by S. Napier),53,48
225,2,0:36.0,,Offensive rebound by Team,53,48
226,2,0:33.0,,D. Booker misses 2-pt jump shot from 12 ft,53,48
227,2,0:33.0,,Offensive rebound by T. Warren,53,48
228,2,0:30.0,,T. Warren makes 2-pt layup at rim,53,50
229,2,0:19.0,Personal foul by J. Jackson (drawn by D. Lillard),,53,50
230,2,0:19.0,D. Lillard makes free throw 1 of 2,,54,50
231,2,0:19.0,,J. Dudley enters the game for J. Jackson,54,50
232,2,0:19.0,D. Lillard makes free throw 2 of 2,,55,50
233,2,0:07.0,,Personal take foul by S. Napier (drawn by D. Booker),55,50
234,2,0:02.0,,T. Warren misses 2-pt jump shot from 16 ft,55,50
235,2,0:02.0,Defensive rebound by A. Aminu,,55,50
236,3,11:35.0,,E. Payton misses 2-pt layup from 1 ft,55,50
237,3,11:32.0,Defensive rebound by C. McCollum,,55,50
238,3,11:27.0,J. Nurkić makes 2-pt layup from 1 ft (assist by M. Harkless),,57,50
239,3,11:10.0,,D. Booker misses 3-pt jump shot from 26 ft,57,50
240,3,11:10.0,Defensive rebound by A. Aminu,,57,50
241,3,11:00.0,D. Lillard makes 3-pt jump shot from 25 ft,,60,50
242,3,10:44.0,,A. Len makes 2-pt jump shot from 19 ft,60,52
243,3,10:23.0,Turnover by M. Harkless (bad pass; steal by T. Warren),,60,52
244,3,10:14.0,,T. Warren makes 2-pt jump shot from 6 ft (assist by E. Payton),60,54
245,3,10:14.0,,Shooting foul by C. McCollum (drawn by T. Warren),60,54
246,3,10:14.0,,T. Warren misses free throw 1 of 1,60,54
247,3,10:12.0,Defensive rebound by J. Nurkić,,60,54
248,3,10:03.0,Shooting foul by E. Payton (drawn by D. Lillard),,60,54
249,3,10:03.0,D. Lillard makes free throw 1 of 2,,61,54
250,3,10:03.0,D. Lillard misses free throw 2 of 2,,61,54
251,3,10:01.0,,Defensive rebound by A. Len,61,54
252,3,9:51.0,,D. Bender makes 3-pt jump shot from 25 ft (assist by D. Booker),61,57
253,3,9:35.0,D. Lillard misses 2-pt jump shot from 19 ft,,61,57
254,3,9:32.0,,Defensive rebound by A. Len,61,57
255,3,9:25.0,,A. Len makes 2-pt dunk from 1 ft (assist by D. Booker),61,59
256,3,9:10.0,M. Harkless misses 2-pt jump shot from 18 ft,,61,59
257,3,9:08.0,,Defensive rebound by D. Booker,61,59
258,3,8:59.0,,D. Booker makes 3-pt jump shot from 28 ft (assist by D. Bender),61,62
259,3,8:50.0,C. McCollum misses 2-pt jump shot from 10 ft,,61,62
260,3,8:47.0,,Defensive rebound by D. Booker,61,62
261,3,8:42.0,,D. Booker makes 2-pt layup from 9 ft (assist by E. Payton),61,64
262,3,8:42.0,Portland full timeout,,61,64
263,3,8:30.0,D. Lillard misses 2-pt jump shot from 17 ft,,61,64
264,3,8:27.0,,Defensive rebound by D. Bender,61,64
265,3,8:17.0,Violation by J. Nurkić (kicked ball),,61,64
266,3,8:04.0,,A. Len misses 2-pt layup from 1 ft (block by J. Nurkić),61,64
267,3,8:02.0,Defensive rebound by D. Lillard,,61,64
268,3,7:56.0,C. McCollum misses 2-pt layup from 8 ft,,61,64
269,3,7:54.0,,Defensive rebound by A. Len,61,64
270,3,7:51.0,,D. Booker misses 3-pt jump shot from 28 ft,61,64
271,3,7:48.0,Defensive rebound by Team,,61,64
272,3,7:35.0,C. McCollum misses 2-pt jump shot from 18 ft,,61,64
273,3,7:33.0,,Defensive rebound by A. Len,61,64
274,3,7:25.0,,E. Payton misses 2-pt jump shot from 6 ft,61,64
275,3,7:23.0,Defensive rebound by J. Nurkić,,61,64
276,3,7:15.0,A. Aminu makes 3-pt jump shot from 23 ft (assist by D. Lillard),,64,64
277,3,6:55.0,,Shooting foul by J. Nurkić (drawn by A. Len),64,64
278,3,6:55.0,,A. Len makes free throw 1 of 2,64,65
279,3,6:55.0,,A. Len misses free throw 2 of 2,64,65
280,3,6:53.0,Defensive rebound by A. Aminu,,64,65
281,3,6:34.0,Turnover by D. Lillard (bad pass; steal by E. Payton),,64,65
282,3,6:24.0,,D. Booker makes 2-pt jump shot from 19 ft (assist by A. Len),64,67
283,3,6:04.0,C. McCollum misses 3-pt jump shot from 26 ft,,64,67
284,3,6:00.0,,Defensive rebound by A. Len,64,67
285,3,5:51.0,,Personal foul by C. McCollum (drawn by T. Warren),64,67
286,3,5:42.0,,E. Payton misses 2-pt layup from 11 ft,64,67
287,3,5:42.0,,Offensive rebound by Team,64,67
288,3,5:42.0,,Shooting foul by J. Nurkić (drawn by E. Payton),64,67
289,3,5:42.0,,E. Payton makes free throw 1 of 2,64,68
290,3,5:42.0,,J. Jackson enters the game for D. Booker,64,68
291,3,5:42.0,,E. Payton makes free throw 2 of 2,64,69
292,3,5:26.0,Personal foul by A. Len (drawn by J. Nurkić),,64,69
293,3,5:20.0,J. Nurkić misses 2-pt layup from 2 ft (block by A. Len),,64,69
294,3,5:17.0,Offensive rebound by J. Nurkić,,64,69
295,3,5:17.0,J. Nurkić misses 2-pt hook shot from 3 ft,,64,69
296,3,5:17.0,Offensive rebound by Team,,64,69
297,3,5:15.0,J. Nurkić misses 2-pt jump shot from 19 ft,,64,69
298,3,5:11.0,,Defensive rebound by E. Payton,64,69
299,3,5:03.0,,E. Payton makes 2-pt jump shot from 11 ft,64,71
300,3,4:55.0,D. Lillard misses 2-pt layup from 2 ft (block by D. Bender),,64,71
301,3,4:54.0,,Defensive rebound by Team,64,71
302,3,4:54.0,,M. Chriss enters the game for A. Len,64,71
303,3,4:54.0,P. Connaughton enters the game for C. McCollum,,64,71
304,3,4:54.0,E. Davis enters the game for J. Nurkić,,64,71
305,3,4:42.0,,Turnover by E. Payton (bad pass; steal by D. Lillard),64,71
306,3,4:34.0,A. Aminu misses 3-pt jump shot from 25 ft,,64,71
307,3,4:31.0,,Defensive rebound by D. Bender,64,71
308,3,4:26.0,,Shooting block foul by E. Davis (drawn by E. Payton),64,71
309,3,4:26.0,,E. Payton misses free throw 1 of 2,64,71
310,3,4:26.0,,Offensive rebound by Team,64,71
311,3,4:26.0,,E. Payton makes free throw 2 of 2,64,72
312,3,4:26.0,S. Napier enters the game for M. Harkless,,64,72
313,3,4:13.0,Shooting foul by E. Payton (drawn by D. Lillard),,64,72
314,3,4:13.0,,S. Harrison enters the game for E. Payton,64,72
315,3,4:13.0,D. Lillard makes free throw 1 of 2,,65,72
316,3,4:13.0,D. Lillard misses free throw 2 of 2,,65,72
317,3,4:06.0,,Defensive rebound by M. Chriss,65,72
318,3,3:58.0,,J. Jackson makes 2-pt jump shot from 3 ft,65,74
319,3,3:38.0,Turnover by D. Lillard (bad pass; steal by J. Jackson),,65,74
320,3,3:33.0,,T. Warren misses 2-pt layup from 1 ft,65,74
321,3,3:33.0,,Offensive rebound by Team,65,74
322,3,3:14.0,,J. Jackson misses 3-pt jump shot from 26 ft,65,74
323,3,3:05.0,Defensive rebound by S. Napier,,65,74
324,3,3:02.0,S. Napier misses 3-pt jump shot from 27 ft,,65,74
325,3,2:57.0,,Defensive rebound by D. Bender,65,74
326,3,2:55.0,,Turnover by D. Bender (bad pass; steal by S. Napier),65,74
327,3,2:50.0,S. Napier misses 2-pt jump shot from 2 ft,,65,74
328,3,2:47.0,,Defensive rebound by S. Harrison,65,74
329,3,2:41.0,,T. Warren makes 2-pt layup from 1 ft (assist by J. Jackson),65,76
330,3,2:19.0,S. Napier misses 3-pt jump shot from 22 ft,,65,76
331,3,2:17.0,,Defensive rebound by S. Harrison,65,76
332,3,2:11.0,,Phoenix full timeout,65,76
333,3,2:11.0,,T. Daniels enters the game for T. Warren,65,76
334,3,2:11.0,,D. Booker enters the game for D. Bender,65,76
335,3,2:11.0,E. Turner enters the game for A. Aminu,,65,76
336,3,2:03.0,,Turnover by S. Harrison (bad pass; steal by S. Napier),65,76
337,3,2:00.0,Shooting foul by S. Harrison (drawn by D. Lillard),,65,76
338,3,2:00.0,D. Lillard makes free throw 1 of 2,,66,76
339,3,2:00.0,D. Lillard makes free throw 2 of 2,,67,76
340,3,1:45.0,,D. Booker makes 3-pt jump shot from 25 ft (assist by S. Harrison),67,79
341,3,1:30.0,D. Lillard misses 3-pt jump shot from 27 ft,,67,79
342,3,1:26.0,Offensive rebound by E. Turner,,67,79
343,3,1:25.0,S. Napier misses 3-pt jump shot from 26 ft,,67,79
344,3,1:23.0,,Defensive rebound by D. Booker,67,79
345,3,1:11.0,,D. Booker misses 2-pt layup from 1 ft,67,79
346,3,1:09.0,,Offensive rebound by M. Chriss,67,79
347,3,1:09.0,,M. Chriss makes 2-pt layup at rim,67,81
348,3,0:53.0,D. Lillard makes 2-pt jump shot from 10 ft,,69,81
349,3,0:29.0,,Turnover by Team (shot clock),69,81
350,3,0:29.0,C. McCollum enters the game for P. Connaughton,,69,81
351,3,0:13.0,D. Lillard misses 3-pt jump shot from 25 ft,,69,81
352,3,0:11.0,Offensive rebound by Team,,69,81
353,3,0:11.0,P. Connaughton enters the game for E. Davis,,69,81
354,3,0:11.0,,E. Payton enters the game for M. Chriss,69,81
355,3,0:01.0,P. Connaughton makes 2-pt layup at rim,,71,81
356,3,0:00.0,,S. Harrison misses 3-pt jump shot from 59 ft,71,81
357,3,0:00.0,,Offensive rebound by Team,71,81
358,4,11:51.0,Personal block foul by M. Chriss (drawn by D. Lillard),,71,81
359,4,11:37.0,C. McCollum makes 2-pt jump shot from 10 ft,,73,81
360,4,11:19.0,,D. Booker misses 2-pt jump shot from 17 ft,73,81
361,4,11:16.0,Defensive rebound by D. Lillard,,73,81
362,4,11:01.0,C. McCollum misses 2-pt layup from 5 ft (block by D. Booker),,73,81
363,4,10:58.0,,Defensive rebound by J. Jackson,73,81
364,4,10:52.0,,Personal foul by S. Napier (drawn by J. Jackson),73,81
365,4,10:43.0,,M. Chriss misses 2-pt jump shot from 7 ft (block by E. Davis),73,81
366,4,10:41.0,Defensive rebound by E. Davis,,73,81
367,4,10:37.0,Personal foul by J. Dudley (drawn by C. McCollum),,73,81
368,4,10:26.0,D. Lillard makes 2-pt layup at rim,,75,81
369,4,10:05.0,,Turnover by T. Daniels (lost ball; steal by S. Napier),75,81
370,4,9:53.0,Shooting foul by D. Booker (drawn by E. Turner),,75,81
371,4,9:53.0,E. Turner misses free throw 1 of 2,,75,81
372,4,9:53.0,Offensive rebound by Team,,75,81
373,4,9:53.0,,T. Warren enters the game for J. Dudley,75,81
374,4,9:53.0,E. Turner makes free throw 2 of 2,,76,81
375,4,9:38.0,,T. Warren makes 2-pt jump shot from 9 ft,76,83
376,4,9:27.0,Turnover by D. Lillard (lost ball; steal by M. Chriss),,76,83
377,4,9:24.0,,J. Jackson makes 2-pt layup at rim (assist by T. Warren),76,85
378,4,9:24.0,,Shooting foul by D. Lillard (drawn by J. Jackson),76,85
379,4,9:24.0,Portland full timeout,,76,85
380,4,9:24.0,,E. Payton enters the game for T. Daniels,76,85
381,4,9:24.0,A. Aminu enters the game for E. Turner,,76,85
382,4,9:24.0,,J. Jackson makes free throw 1 of 1,76,86
383,4,9:12.0,D. Lillard misses 3-pt jump shot from 28 ft,,76,86
384,4,9:08.0,,Defensive rebound by E. Payton,76,86
385,4,8:46.0,,T. Warren misses 2-pt jump shot from 15 ft,76,86
386,4,8:43.0,Defensive rebound by S. Napier,,76,86
387,4,8:37.0,C. McCollum misses 2-pt jump shot from 16 ft,,76,86
388,4,8:36.0,,Defensive rebound by Team,76,86
389,4,8:36.0,Loose ball foul by E. Davis (drawn by M. Chriss),,76,86
390,4,8:23.0,,D. Booker makes 2-pt jump shot from 9 ft,76,88
391,4,8:23.0,,Shooting foul by C. McCollum (drawn by D. Booker),76,88
392,4,8:23.0,,D. Booker makes free throw 1 of 1,76,89
