,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,CHARLOTTE_ACTION,CLEVELAND_SCORE,CHARLOTTE_SCORE
388,4,8:15.0,,F. Kaminsky makes free throw 1 of 1,95,91
389,4,8:04.0,D. Wade makes 2-pt dunk from 1 ft (assist by L. James),,97,91
390,4,7:49.0,,N. Batum misses 3-pt jump shot from 27 ft,97,91
391,4,7:47.0,Defensive rebound by C. Frye,,97,91
392,4,7:31.0,C. Frye makes 2-pt layup from 2 ft (assist by L. James),,99,91
393,4,7:31.0,,Charlotte full timeout,99,91
394,4,7:31.0,,M. Kidd-Gilchrist enters the game for D. Bacon,99,91
395,4,7:31.0,,D. Howard enters the game for M. Williams,99,91
396,4,7:16.0,,D. Howard makes 2-pt layup from 1 ft (assist by N. Batum),99,93
397,4,6:59.0,C. Frye makes 2-pt jump shot from 16 ft (assist by D. Wade),,101,93
398,4,6:45.0,,K. Walker makes 2-pt jump shot from 11 ft,101,95
399,4,6:27.0,L. James makes 2-pt layup from 1 ft,,103,95
400,4,6:12.0,,K. Walker misses 3-pt jump shot from 25 ft,103,95
401,4,6:09.0,Defensive rebound by J. Green,,103,95
402,4,5:57.0,L. James makes 2-pt jump shot from 11 ft,,105,95
403,4,5:57.0,,Charlotte full timeout,105,95
404,4,5:43.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft,105,97
405,4,5:22.0,K. Korver misses 3-pt jump shot from 22 ft,,105,97
406,4,5:15.0,Offensive rebound by J. Green,,105,97
407,4,5:15.0,J. Green makes 2-pt dunk at rim,,107,97
408,4,4:58.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 2 ft (assist by K. Walker),107,99
409,4,4:38.0,C. Frye misses 3-pt jump shot from 26 ft,,107,99
410,4,4:36.0,,Defensive rebound by M. Kidd-Gilchrist,107,99
411,4,4:17.0,,F. Kaminsky misses 2-pt layup from 3 ft,107,99
412,4,4:13.0,Defensive rebound by L. James,,107,99
413,4,4:09.0,J. Green misses 2-pt jump shot from 1 ft,,107,99
414,4,4:06.0,,Defensive rebound by M. Kidd-Gilchrist,107,99
415,4,3:59.0,,Shooting foul by K. Korver (drawn by N. Batum),107,99
416,4,3:59.0,,N. Batum makes free throw 1 of 2,107,100
417,4,3:59.0,,M. Williams enters the game for F. Kaminsky,107,100
418,4,3:59.0,J. Smith enters the game for C. Frye,,107,100
419,4,3:59.0,K. Love enters the game for D. Wade,,107,100
420,4,3:59.0,,N. Batum misses free throw 2 of 2,107,100
421,4,3:56.0,Defensive rebound by J. Smith,,107,100
422,4,3:37.0,K. Love makes 2-pt layup from 2 ft (assist by L. James),,109,100
423,4,3:26.0,,K. Walker makes 2-pt layup from 1 ft,109,102
424,4,3:26.0,,Shooting foul by K. Love (drawn by K. Walker),109,102
425,4,3:26.0,,K. Walker misses free throw 1 of 1,109,102
426,4,3:23.0,Defensive rebound by K. Love,,109,102
427,4,3:10.0,L. James misses 3-pt jump shot from 28 ft,,109,102
428,4,3:07.0,,Defensive rebound by N. Batum,109,102
429,4,3:03.0,,Turnover by N. Batum (bad pass; steal by L. James),109,102
430,4,2:56.0,L. James makes 2-pt dunk from 1 ft,,111,102
431,4,2:48.0,,Personal foul by K. Love (drawn by D. Howard),111,102
432,4,2:42.0,,K. Walker misses 2-pt jump shot from 20 ft,111,102
433,4,2:38.0,,Offensive rebound by D. Howard,111,102
434,4,2:38.0,,Shooting foul by K. Korver (drawn by D. Howard),111,102
435,4,2:38.0,,D. Howard misses free throw 1 of 2,111,102
436,4,2:38.0,,Offensive rebound by Team,111,102
437,4,2:38.0,,D. Howard makes free throw 2 of 2,111,103
438,4,2:14.0,L. James misses 2-pt layup from 2 ft,,111,103
439,4,2:12.0,Offensive rebound by K. Love,,111,103
440,4,2:11.0,K. Love misses 2-pt layup from 2 ft (block by M. Kidd-Gilchrist),,111,103
441,4,2:11.0,,Defensive rebound by D. Howard,111,103
442,4,2:05.0,,N. Batum misses 3-pt jump shot from 26 ft,111,103
443,4,2:05.0,Defensive rebound by J. Smith,,111,103
444,4,2:03.0,Cleveland full timeout,,111,103
445,4,1:40.0,L. James misses 3-pt jump shot from 25 ft,,111,103
446,4,1:32.0,,Defensive rebound by K. Walker,111,103
447,4,1:28.0,,M. Kidd-Gilchrist makes 2-pt dunk at rim (assist by N. Batum),111,105
448,4,1:04.0,L. James misses 2-pt jump shot from 12 ft,,111,105
449,4,1:02.0,Offensive rebound by J. Green,,111,105
450,4,1:02.0,J. Green makes 2-pt layup at rim,,113,105
451,4,0:53.0,,Turnover by N. Batum (bad pass; steal by J. Smith),113,105
452,4,0:31.0,L. James misses 2-pt jump shot from 12 ft,,113,105
453,4,0:31.0,Offensive rebound by Team,,113,105
454,4,0:31.0,Turnover by Team (shot clock),,113,105
455,4,0:31.0,,Charlotte full timeout,113,105
456,4,0:31.0,,F. Kaminsky enters the game for M. Williams,113,105
457,4,0:31.0,J. Crowder enters the game for L. James,,113,105
458,4,0:31.0,I. Shumpert enters the game for K. Love,,113,105
459,4,0:25.0,,N. Batum misses 3-pt jump shot from 25 ft,113,105
460,4,0:24.0,Defensive rebound by Team,,113,105
461,4,0:24.0,,Loose ball foul by D. Howard (drawn by J. Green),113,105
462,4,0:24.0,,M. Williams enters the game for D. Howard,113,105
463,4,0:21.0,Personal foul by M. Williams (drawn by K. Korver),,113,105
464,4,0:21.0,K. Korver makes free throw 1 of 2,,114,105
465,4,0:21.0,K. Korver makes free throw 2 of 2,,115,105
466,4,0:14.0,,M. Kidd-Gilchrist makes 2-pt layup at rim,115,107
